name,pubchem_cid,TSNE1,TSNE2
st-1535,9860294.0,14.481512,-3.4349496
gsk1838705a,25182616.0,57.29651,23.745079
bafilomycin-a1,90656913.0,-76.51966,10.108949
rivaroxaban,9875401.0,68.55341,29.256704
mizoribine,11949547.0,67.43545,-16.41089
oxotremorine-sesquifumarate,4630.0,10.48106,28.599136
scabertopin,93959111.0,-87.31161,-5.1850295
sodium-gluconate,10690.0,-65.56161,-38.289055
ly2140023,9834591.0,-21.330574,-51.137333
lu-aa-47070,,55.495396,-20.612629
sulconazole,6604421.0,8.786458,3.0919828
vanitiolide,72146.0,4.5593905,43.994953
ve-821,51000408.0,-1.5675523,-67.95366
cp-471474,9907286.0,-15.17834,-72.97917
artesunate,6917864.0,-84.57427,-10.883106
bms-779788,59251511.0,3.4646187,-72.432434
ampiroxicam,25273583.0,2.0488627,-63.78607
bq-788,5311032.0,28.31524,20.621828
romidepsin,56840936.0,-45.589386,23.696476
rv1729,52913198.0,57.167446,15.101739
cariprazine,,50.876034,49.97006
ethimizol,6168.0,36.118942,-2.3607037
jnj-7706621,5330790.0,-0.0801575,-74.41028
lurasidone,213046.0,41.374275,32.94088
pi4kiii-beta-inhibitor-1,71549093.0,0.014596317,-63.452244
phenyl-salicylate,8361.0,-49.606064,-31.095558
alafosfalin,71957.0,-23.933979,-42.765385
cobimetinib,16222096.0,55.97973,42.08243
bhq,2374.0,-46.87945,-23.41294
cyanocobalamin,,52.668846,-14.590052
arbidol,28446253.0,14.088875,10.372541
o-1918,40469923.0,-51.58448,-26.79656
mira-1,227681.0,14.27373,27.326124
oxymatrine,24864132.0,34.695755,45.304485
nu-6027,398148.0,9.584329,-20.159882
doxapram,28248394.0,33.407963,41.389126
rasagiline,3052776.0,-17.220194,18.481314
titanocene-dichloride,11075829.0,-29.738092,-32.936493
cipemastat,9824350.0,27.755455,18.642796
motapizone,,26.647999,-27.742151
mrs-1845,92220886.0,29.092602,-52.33437
hyaluronic-acid,6852395.0,-53.0939,29.78845
alectinib,49806720.0,34.437534,33.1412
sertindole,60149.0,55.177208,38.73781
ceftaroline-fosamil,10033059.0,56.494106,-41.61659
rolitetracycline,,34.858753,15.6906595
benzoic-acid,243.0,-34.018456,-32.727833
olsalazine,,-40.173313,-6.609933
cabozantinib,25102847.0,0.6313119,-26.53056
stigmasterol,5280794.0,-73.26252,0.094661735
thz2,78357763.0,27.024609,0.9969921
ym-58483,2455.0,25.293335,-16.8266
pd-161570,5328135.0,50.952984,50.867123
olda,5282106.0,-31.75841,25.01314
gw-842166,10253143.0,48.237583,57.10189
alpha-methylserotonin,14083218.0,-6.0060143,15.460454
simurosertib,136443810.0,44.313766,30.454649
tak-632,46209401.0,7.1210656,-25.247732
droxicam,65679.0,2.405226,-63.168068
eticlopride,57267.0,12.804937,34.207123
delapril,5362116.0,15.327286,21.458975
ly255283,122023.0,20.832586,5.450229
varespladib,155815.0,28.096668,10.55282
mg-132,462382.0,-39.104416,10.32441
tromaril,31635.0,-30.60299,18.586521
tubastatin-a,49850262.0,42.326134,25.991346
tak-875,24857286.0,-20.165905,-60.564568
daidzein,5281708.0,-48.256725,-48.403824
selegiline,26757.0,-2.0393395,69.584
terlipressin,133566182.0,51.512905,-4.7089667
leucylleucine-methyl-ester,7016877.0,-41.205776,11.05527
camkii-in-1,50898538.0,15.8214035,-82.006226
procaine,4914.0,-17.297783,60.694775
etacrynic-acid,3278.0,-57.396564,-30.87943
efloxate,8395.0,-50.337624,-42.721252
way-213613,11531745.0,-35.481968,3.6408286
