name,pubchem_cid,TSNE1,TSNE2
oac2,2814138.0,41.62871,4.5564566
iwp-l6,71601111.0,44.33017,11.338311
treosulfan,9882105.0,-27.28775,34.200813
temsirolimus,134812825.0,-74.72386,15.893302
phenylpiracetam,781884.0,22.368614,12.851362
gilteritinib,49803313.0,38.38921,-63.35122
moexipril,91270.0,45.323105,35.504124
velneperit,,50.089714,-37.689583
voglibose,444020.0,-43.86739,28.428488
esculin,5281417.0,-68.46848,-7.198545
st-2825,24808138.0,26.013796,-24.073128
st-1535,9860294.0,-41.22581,-31.06487
gsk1838705a,25182616.0,29.622896,-61.75003
bafilomycin-a1,90656913.0,-73.150536,18.472801
rivaroxaban,9875401.0,62.111835,-26.392021
mizoribine,11949547.0,-66.46886,-26.581593
oxotremorine-sesquifumarate,4630.0,-33.76977,18.837343
scabertopin,93959111.0,-54.826294,20.233576
sodium-gluconate,10690.0,-5.163108,53.48076
ly2140023,9834591.0,-6.841335,43.59076
lu-aa-47070,,52.16694,-18.37951
sulconazole,6604421.0,-21.765854,-25.61538
vanitiolide,72146.0,1.7136904,-69.937454
ve-821,51000408.0,29.247189,-32.13882
cp-471474,9907286.0,38.80921,-9.395353
artesunate,6917864.0,-60.787575,27.661804
bms-779788,59251511.0,6.2788844,-16.65358
ampiroxicam,25273583.0,46.44953,-6.987801
bq-788,5311032.0,43.15064,36.951214
romidepsin,56840936.0,-34.406036,5.86708
rv1729,52913198.0,-42.78423,-38.0589
cariprazine,,38.10905,-17.285433
ethimizol,6168.0,3.745858,33.022396
jnj-7706621,5330790.0,12.7071085,-7.0045576
lurasidone,213046.0,12.73491,-33.421783
pi4kiii-beta-inhibitor-1,71549093.0,31.86692,-30.760399
phenyl-salicylate,8361.0,26.790615,13.28396
alafosfalin,71957.0,-7.4912963,59.462795
cobimetinib,16222096.0,48.650555,-24.715475
bhq,2374.0,-15.547391,8.86445
cyanocobalamin,,-74.65685,-27.807985
arbidol,28446253.0,27.569445,25.045849
o-1918,40469923.0,-6.7857804,-70.63555
mira-1,227681.0,3.4516683,34.548523
oxymatrine,24864132.0,-36.924038,14.641116
nu-6027,398148.0,-40.674034,17.080072
doxapram,28248394.0,11.344648,-31.06291
rasagiline,3052776.0,0.6948154,-15.479418
titanocene-dichloride,11075829.0,-35.42161,29.558575
cipemastat,9824350.0,-9.340727,35.94202
motapizone,,-35.264664,-13.921595
mrs-1845,92220886.0,55.18755,45.619915
