name,pubchem_cid,UMAP1,UMAP2,pubchem_cid_clean,name_clean,has_metal,metal_count,metal_symbols,metal_category,valid_smiles
dyclonine,3180.0,11.601918,0.44881073,3180,dyclonine,False,0.0,,No metal,True
tak-285,11620908.0,11.203162,-1.4078591,11620908,tak-285,False,0.0,,No metal,True
ilomastat,132519.0,9.624261,1.1113722,132519,ilomastat,False,0.0,,No metal,True
vicriviroc,3009355.0,11.150502,-1.147482,3009355,vicriviroc,False,0.0,,No metal,True
aminopentamide,176163.0,10.385886,0.92833626,176163,aminopentamide,False,0.0,,No metal,True
ax-024,56949412.0,11.585933,0.016138576,56949412,ax-024,False,0.0,,No metal,True
seratrodast,73346713.0,7.9267454,3.8252954,73346713,seratrodast,False,0.0,,No metal,True
ccmq,3337816.0,8.542945,0.69096327,3337816,ccmq,False,0.0,,No metal,True
thz1,73602827.0,9.919511,-0.8568812,73602827,thz1,False,0.0,,No metal,True
trequinsin,,11.408777,-1.2274392,,trequinsin,False,0.0,,No metal,True
conivaptan,151171.0,10.450687,-0.995944,151171,conivaptan,False,0.0,,No metal,True
urapidil,5639.0,11.303398,-1.4974896,5639,urapidil,False,0.0,,No metal,True
tropesin,12606305.0,10.115047,-0.59437776,12606305,tropesin,False,0.0,,No metal,True
ns-8,10176749.0,8.87379,-0.3538284,10176749,ns-8,False,0.0,,No metal,True
7-keto-dhea,9798229.0,7.7989144,3.9757183,9798229,7-keto-dhea,False,0.0,,No metal,True
pozanicline,178052.0,10.335607,0.7161362,178052,pozanicline,False,0.0,,No metal,True
citarinostat,53340426.0,10.452658,-0.73323524,53340426,citarinostat,False,0.0,,No metal,True
meldonium,123869.0,11.160066,1.2620013,123869,meldonium,False,0.0,,No metal,True
eltrombopag,,9.412116,-1.3695428,,eltrombopag,False,0.0,,No metal,True
fipi,16739265.0,10.914426,-1.1492543,16739265,fipi,False,0.0,,No metal,True
bromocriptine,31101.0,11.997034,-1.0168415,31101,bromocriptine,False,0.0,,No metal,True
otx015,9936746.0,9.64884,-1.1317037,9936746,otx015,False,0.0,,No metal,True
3-bromo-7-nitroindazole,1649.0,7.829494,-0.9735855,1649,3-bromo-7-nitroindazole,False,0.0,,No metal,True
u-18666a,9954083.0,11.480866,1.1035699,9954083,u-18666a,False,0.0,,No metal,True
isoflupredone-acetate,224246.0,7.4513407,4.4230833,224246,isoflupredone-acetate,False,0.0,,No metal,True
rociletinib,57335384.0,11.408682,-1.5111601,57335384,rociletinib,False,0.0,,No metal,True
pf-06447475,72706840.0,10.844886,-0.6199352,72706840,pf-06447475,False,0.0,,No metal,True
tafamidis-meglumine,11001318.0,8.67029,0.47411728,11001318,tafamidis-meglumine,False,0.0,,No metal,True
sildenafil,135398744.0,3.9998913,1.4874005,135398744,sildenafil,False,0.0,,No metal,True
tedizolid,11234049.0,10.522955,-1.7829581,11234049,tedizolid,False,0.0,,No metal,True
zaltoprofen,13306545.0,7.7242436,1.5376107,13306545,zaltoprofen,False,0.0,,No metal,True
cl-225385,64799.0,8.331225,1.590456,64799,cl-225385,False,0.0,,No metal,True
gabapentin,6919078.0,9.693496,1.8471516,6919078,gabapentin,False,0.0,,No metal,True
aut-1,53230344.0,10.054418,-1.3553003,53230344,aut-1,False,0.0,,No metal,True
norelgestromin,9568628.0,8.286379,3.9689116,9568628,norelgestromin,False,0.0,,No metal,True
narlaprevir,11857239.0,4.182636,1.4968358,11857239,narlaprevir,False,0.0,,No metal,True
sulfathiazole,5340.0,4.101729,2.3375971,5340,sulfathiazole,False,0.0,,No metal,True
ethenzamide,3282.0,9.178762,1.2392846,3282,ethenzamide,False,0.0,,No metal,True
roxithromycin,,12.539496,0.16086203,,roxithromycin,False,0.0,,No metal,True
colistin,,12.3713665,-0.54324085,,colistin,False,0.0,,No metal,True
procyclidine,3044369.0,9.988912,0.44582713,3044369,procyclidine,False,0.0,,No metal,True
suramin,5361.0,4.442441,2.196717,5361,suramin,False,0.0,,No metal,True
miw-815,,11.385678,-2.531127,,miw-815,False,0.0,,No metal,True
rosmarinic-acid,5281792.0,7.7694635,1.86922,5281792,rosmarinic-acid,False,0.0,,No metal,True
troglitazone,9824580.0,9.604395,0.17507088,9824580,troglitazone,False,0.0,,No metal,True
"benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]",92279095.0,10.443773,1.9096537,92279095,"benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]",False,0.0,,No metal,True
azosemide,2273.0,4.031095,2.2659376,2273,azosemide,False,0.0,,No metal,True
trabodenoson,11610599.0,11.768961,-2.4208527,11610599,trabodenoson,False,0.0,,No metal,True
verteporfin,,9.462441,0.56205815,,verteporfin,False,0.0,,No metal,True
ricinoleic-acid,643684.0,8.535547,2.7887099,643684,ricinoleic-acid,False,0.0,,No metal,True
padsevonil,52911611.0,11.025866,-1.3502825,52911611,padsevonil,False,0.0,,No metal,True
palmitoylethanolamide,4671.0,10.0209675,1.7792236,4671,palmitoylethanolamide,False,0.0,,No metal,True
tram-39,9861261.0,8.611237,1.4608433,9861261,tram-39,False,0.0,,No metal,True
sclareolide,929262.0,7.918887,3.5247612,929262,sclareolide,False,0.0,,No metal,True
probucol,4912.0,8.086964,1.6069218,4912,probucol,False,0.0,,No metal,True
alvimopan,5488548.0,11.792217,-0.76376486,5488548,alvimopan,False,0.0,,No metal,True
lidocaine,3676.0,10.820979,0.71322775,3676,lidocaine,False,0.0,,No metal,True
6-diazo-5-oxo-l-norleucine,73707377.0,9.716849,1.9269269,73707377,6-diazo-5-oxo-l-norleucine,False,0.0,,No metal,True
gsk37647,743974.0,4.3413353,2.1199539,743974,gsk37647,False,0.0,,No metal,True
valbenazine,24795069.0,11.810932,0.06545337,24795069,valbenazine,False,0.0,,No metal,True
azd9496,86287635.0,10.211993,-0.6600672,86287635,azd9496,False,0.0,,No metal,True
mln1117,70798655.0,11.057039,-0.95592,70798655,mln1117,False,0.0,,No metal,True
gsk2334470,46215815.0,10.573065,-1.0854592,46215815,gsk2334470,False,0.0,,No metal,True
tetradecylthioacetic-acid,114924.0,8.630389,2.6923847,114924,tetradecylthioacetic-acid,False,0.0,,No metal,True
florfenicol,114811.0,4.510269,2.085604,114811,florfenicol,False,0.0,,No metal,True
hydralazine,9351.0,8.884375,-0.2709717,9351,hydralazine,False,0.0,,No metal,True
av-608,9917079.0,10.842197,-0.66348726,9917079,av-608,False,0.0,,No metal,True
l-741742,133008.0,10.755267,-0.40054926,133008,l-741742,False,0.0,,No metal,True
rhodamine-123,,8.849275,0.8387431,,rhodamine-123,False,0.0,,No metal,True
sib-1757,132466061.0,8.985707,0.28911573,132466061,sib-1757,False,0.0,,No metal,True
olanzapine,135398745.0,10.738157,0.12503168,135398745,olanzapine,False,0.0,,No metal,True
tak-593,24767976.0,9.682587,-1.4253953,24767976,tak-593,False,0.0,,No metal,True
clopamide,12492.0,4.204971,2.070921,12492,clopamide,False,0.0,,No metal,True
isaxonine,71169.0,8.944995,0.13759446,71169,isaxonine,False,0.0,,No metal,True
ebpc,6919079.0,11.68859,-0.319996,6919079,ebpc,False,0.0,,No metal,True
cefpirome,6917675.0,4.7364416,-0.100121535,6917675,cefpirome,False,0.0,,No metal,True
kt-433,3874929.0,7.4512672,1.6791301,3874929,kt-433,False,0.0,,No metal,True
l-proline,6971047.0,9.770961,1.7821645,6971047,l-proline,False,0.0,,No metal,True
benethamine,65055.0,10.024662,1.1401749,65055,benethamine,False,0.0,,No metal,True
napabucasin,10331844.0,7.5505915,1.517084,10331844,napabucasin,False,0.0,,No metal,True
erdafitinib,67462786.0,11.137643,-1.3304105,67462786,erdafitinib,False,0.0,,No metal,True
a77636,,7.250455,2.0118861,,a77636,False,0.0,,No metal,True
sulmetozine,65790.0,11.765009,-0.031825442,65790,sulmetozine,False,0.0,,No metal,True
ro-5126766,16719221.0,3.997438,2.1168985,16719221,ro-5126766,False,0.0,,No metal,True
lasmiditan,11610526.0,10.928071,-0.8811751,11610526,lasmiditan,False,0.0,,No metal,True
rg1530,,9.304604,-0.8915927,,rg1530,False,0.0,,No metal,True
malathion,12358970.0,8.287676,2.4494627,12358970,malathion,False,0.0,,No metal,True
mavoglurant,9926832.0,11.800052,0.25787884,9926832,mavoglurant,False,0.0,,No metal,True
traxoprodil,219101.0,11.598263,0.43122658,219101,traxoprodil,False,0.0,,No metal,True
sorafenib,216239.0,9.373616,-0.15718381,216239,sorafenib,False,0.0,,No metal,True
tannic-acid,16129778.0,7.3560343,2.0555177,16129778,tannic-acid,False,0.0,,No metal,True
bunazosin,2472.0,11.381747,-1.5408845,2472,bunazosin,False,0.0,,No metal,True
caroxazone,29083.0,11.758237,-0.80014354,29083,caroxazone,False,0.0,,No metal,True
1-phenylbiguanide,4780.0,8.973397,0.7388298,4780,1-phenylbiguanide,False,0.0,,No metal,True
cw-008,59528098.0,9.56387,-1.254883,59528098,cw-008,False,0.0,,No metal,True
chf5074,9996409.0,8.412581,1.5715628,9996409,chf5074,False,0.0,,No metal,True
betamethasone-butyrate-propionate,71470.0,7.4627666,4.399589,71470,betamethasone-butyrate-propionate,False,0.0,,No metal,True
suprofen,688581.0,8.276804,1.7547483,688581,suprofen,False,0.0,,No metal,True
bromebric-acid,5284375.0,8.007499,1.626937,5284375,bromebric-acid,False,0.0,,No metal,True
propagermanium,83030.0,8.669466,2.4331346,83030,propagermanium,False,0.0,,No metal,True
cardionogen-1,663145.0,9.055909,-0.8068448,663145,cardionogen-1,False,0.0,,No metal,True
flurizan,92337.0,8.392953,1.5466788,92337,flurizan,False,0.0,,No metal,True
benznidazole,31593.0,7.9008255,-1.1278483,31593,benznidazole,False,0.0,,No metal,True
