name,pubchem_cid,UMAP1,UMAP2,pubchem_cid_clean,name_clean,has_metal,metal_count,metal_symbols,metal_category,valid_smiles
atenolol-(+),180559,9.526825,2.6618152,180559,atenolol-(+),False,0.0,,No metal,True
8-m-pdot,92211535,9.54441,2.6633239,92211535,8-m-pdot,False,0.0,,No metal,True
ic261,5288600,9.05106,3.536228,5288600,ic261,False,0.0,,No metal,True
kainic-acid,44338126,-1.8714179,7.0302954,44338126,kainic-acid,False,0.0,,No metal,True
acetriazoic-acid,6806,7.9638586,3.3349261,6806,acetriazoic-acid,False,0.0,,No metal,True
piroctone-olamine,38988592,-2.07888,6.1781993,38988592,piroctone-olamine,False,0.0,,No metal,True
sofosbuvir,45375808,9.036694,2.4033604,45375808,sofosbuvir,False,0.0,,No metal,True
snap-5089,10326374,7.4008803,0.7356534,10326374,snap-5089,False,0.0,,No metal,True
arry-334543,42642648,8.595749,7.343384,42642648,arry-334543,False,0.0,,No metal,True
epalrestat,1549120,7.118015,2.2726734,1549120,epalrestat,False,0.0,,No metal,True
nsc-4644,72326,-2.9020176,5.130244,72326,nsc-4644,False,0.0,,No metal,True
piperacetazine,19675,6.2057095,3.4027495,19675,piperacetazine,False,0.0,,No metal,True
ml10302,5311299,9.19569,3.7852829,5311299,ml10302,False,0.0,,No metal,True
cinchocaine,3025,7.9714127,6.614072,3025,cinchocaine,False,0.0,,No metal,True
telatinib,9808844,8.294086,7.5012145,9808844,telatinib,False,0.0,,No metal,True
dmp-777,177992,9.85735,3.0137582,177992,dmp-777,False,0.0,,No metal,True
avadomide,24967954,7.331627,3.3551135,24967954,avadomide,False,0.0,,No metal,True
sr-11302,9976842,7.5783267,1.5033463,9976842,sr-11302,False,0.0,,No metal,True
estropipate,3001028,10.110299,1.1861978,3001028,estropipate,False,0.0,,No metal,True
mm77,3994476,8.991098,3.3300555,3994476,mm77,False,0.0,,No metal,True
ganoderic-acid-a,471002,-3.4297848,4.9534254,471002,ganoderic-acid-a,False,0.0,,No metal,True
wehi-345-analog,56602558,6.397077,8.031528,56602558,wehi-345-analog,False,0.0,,No metal,True
pf-05190457,58438464,6.597482,7.757036,58438464,pf-05190457,False,0.0,,No metal,True
alcaftadine,19371515,6.7405663,8.175879,19371515,alcaftadine,False,0.0,,No metal,True
f-16915,14671646,6.891216,6.868919,14671646,f-16915,False,0.0,,No metal,True
dmeob,6891506,9.801536,2.30755,6891506,dmeob,False,0.0,,No metal,True
cariporide,151172,7.003111,2.495719,151172,cariporide,False,0.0,,No metal,True
sisomicin-sulfate,36119,-2.6641414,6.7682366,36119,sisomicin-sulfate,False,0.0,,No metal,True
linopirdine,3932,6.4532313,6.458425,3932,linopirdine,False,0.0,,No metal,True
zeatin,449093,5.336586,9.134462,449093,zeatin,False,0.0,,No metal,True
