name,pubchem_cid,UMAP1,UMAP2,pubchem_cid_clean,name_clean,has_metal,metal_count,metal_symbols,metal_category,valid_smiles
ib-meca,123683.0,-0.644541,1.471286,123683,ib-meca,False,0.0,,No metal,True
pp242,135565635.0,3.3551433,1.7842214,135565635,pp242,False,0.0,,No metal,True
vs-4718,25073775.0,0.20269814,1.5515693,25073775,vs-4718,False,0.0,,No metal,True
vp-20629,3744.0,-4.0208964,5.676393,3744,vp-20629,False,0.0,,No metal,True
talarozole,76958553.0,3.2473989,1.2221437,76958553,talarozole,False,0.0,,No metal,True
lcl-161,24737642.0,-1.3818688,4.9520516,24737642,lcl-161,False,0.0,,No metal,True
ns-3861,,0.31864274,10.184957,,ns-3861,False,0.0,,No metal,True
mivebresib,71600087.0,2.9874597,1.4613322,71600087,mivebresib,False,0.0,,No metal,True
tcs-hdac6-20b,23636017.0,1.31927,7.2253103,23636017,tcs-hdac6-20b,False,0.0,,No metal,True
cinoxacin,2762.0,-3.2684252,6.0660863,2762,cinoxacin,False,0.0,,No metal,True
arachidonic-acid,444899.0,1.7509085,6.5494547,444899,arachidonic-acid,False,0.0,,No metal,True
siguazodan,6604007.0,-0.7576424,8.969514,6604007,siguazodan,False,0.0,,No metal,True
uprosertib,51042438.0,0.02105435,0.65746003,51042438,uprosertib,False,0.0,,No metal,True
e-4031,3185.0,-2.117117,4.8690906,3185,e-4031,False,0.0,,No metal,True
atpa,11345201.0,-1.0628651,8.981918,11345201,atpa,False,0.0,,No metal,True
remetinostat,24875489.0,0.09238129,8.407815,24875489,remetinostat,False,0.0,,No metal,True
ranirestat,153948.0,-2.8808298,5.521416,153948,ranirestat,False,0.0,,No metal,True
sodium-picosulfate,5243.0,-0.56001127,1.3554233,5243,sodium-picosulfate,False,0.0,,No metal,True
avridine,37186.0,1.303806,6.2555165,37186,avridine,False,0.0,,No metal,True
clindamycin,446598.0,1.5116034,8.2871475,446598,clindamycin,False,0.0,,No metal,True
ha14-1,6976314.0,0.20601015,8.353678,6976314,ha14-1,False,0.0,,No metal,True
onc201,73777259.0,-2.7996402,4.439998,73777259,onc201,False,0.0,,No metal,True
apto-253,11960271.0,2.8126905,2.6799536,11960271,apto-253,False,0.0,,No metal,True
pf-5274857,56956240.0,-2.1643355,5.1217203,56956240,pf-5274857,False,0.0,,No metal,True
telotristat,25025298.0,2.2086582,1.8464535,25025298,telotristat,False,0.0,,No metal,True
diethylstilbestrol,448537.0,-3.8931675,4.8363686,448537,diethylstilbestrol,False,0.0,,No metal,True
rhein,10168.0,-2.865909,6.0499873,10168,rhein,False,0.0,,No metal,True
dbeq,676352.0,3.390849,1.264019,676352,dbeq,False,0.0,,No metal,True
chloroprocaine,8612.0,0.057791736,9.349383,8612,chloroprocaine,False,0.0,,No metal,True
cy208-243,58144.0,-0.47976694,-0.7938217,58144,cy208-243,False,0.0,,No metal,True
09/01/92,7141881.0,-4.071203,5.9344425,7141881,09/01/92,False,0.0,,No metal,True
darifenacin,444031.0,0.202168,0.21144402,444031,darifenacin,False,0.0,,No metal,True
carmoxirole,86308157.0,0.5473939,0.08251696,86308157,carmoxirole,False,0.0,,No metal,True
fpl-12495,164087.0,-4.3204327,5.0035133,164087,fpl-12495,False,0.0,,No metal,True
puerarin,5281807.0,-0.756679,6.2086554,5281807,puerarin,False,0.0,,No metal,True
transcrocetinate,5281232.0,1.9204594,7.147869,5281232,transcrocetinate,False,0.0,,No metal,True
iguratimod,124246.0,-0.66869736,0.97533125,124246,iguratimod,False,0.0,,No metal,True
halothane,4369439.0,3.502054,8.117286,4369439,halothane,False,0.0,,No metal,True
7-nitroindazole,1893.0,-4.1080365,5.9065948,1893,7-nitroindazole,False,0.0,,No metal,True
bupranolol,66601885.0,-0.043089256,9.650218,66601885,bupranolol,False,0.0,,No metal,True
bi-224436,66561902.0,2.9321442,1.351857,66561902,bi-224436,False,0.0,,No metal,True
adarotene,9864378.0,-3.0391467,4.073712,9864378,adarotene,False,0.0,,No metal,True
chloroquine,444810.0,-2.9821362,4.2376666,444810,chloroquine,False,0.0,,No metal,True
iloperidone,71360.0,0.33847338,0.8376456,71360,iloperidone,False,0.0,,No metal,True
linaprazan,9951066.0,-0.5337302,0.7043469,9951066,linaprazan,False,0.0,,No metal,True
