canonical_smiles,compound_name,original_smiles,source_existing_registry,source_drugseq,source_tahoe
CC(=O)Nc1cc([As](=O)(O)O)ccc1O,acetarsol,CC(=O)Nc1cc(ccc1O)[As](O)(O)=O,True,False,False
CC(=O)Nc1ccc(/C=C/C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4ccc(C)nc34)c2Cl)cn1,"(E)-3-(6-acetamidopyridin-3-yl)-N-[2-[2,4-dichloro-N-methyl-3-[(2-methylquinolin-8-yl)oxymethyl]anilino]-2-oxoethyl]prop-2-enamide",CC(=O)Nc1ccc(/C=C/C(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4ccc(C)nc34)c2Cl)cn1,False,True,False
CC(=O)Nc1ccc(C(=O)NC(C)(C)C)cc1,cpi-1189,CC(=O)Nc1ccc(cc1)C(=O)NC(C)(C)C,True,False,False
CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,tacedinaline,CC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N,True,True,False
CC(=O)Nc1ccc(C(=O)O)cc1,acedoben,CC(=O)Nc1ccc(cc1)C(O)=O,True,False,False
CC(=O)Nc1ccc(CC(=O)O)cc1,actarit,CC(=O)Nc1ccc(CC(O)=O)cc1,True,False,False
CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1,fh1,CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1,True,True,False
CC(=O)Nc1ccc(Cl)cc1-c1ccc(-n2c(=N)n(Cc3cccc4[nH]ccc34)c3ccc(F)cc32)cn1,N-[4-chloro-2-[5-[6-fluoro-2-imino-3-(1H-indol-4-ylmethyl)benzimidazol-1-yl]pyridin-2-yl]phenyl]acetamide,CC(=O)Nc1ccc(Cl)cc1-c1ccc(-n2c(=N)n(Cc3cccc4[nH]ccc34)c3ccc(F)cc32)cn1,False,True,False
CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,tenovin-1,CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,True,False,False
CC(=O)Nc1ccc(O)cc1,paracetamol,CC(=O)Nc1ccc(O)cc1,True,True,False
CC(=O)Nc1ccc(OC(C)=O)cc1,diacetamate,CC(=O)Nc1ccc(OC(C)=O)cc1,True,False,False
CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)cc1,practolol,"CC(C)NC[C@@H](O)COc1ccc(NC(C)=O)cc1 |&1:5,r|",True,False,False
CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1,andarine,CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc(c(c2)C(F)(F)F)[N+]([O-])=O)cc1,True,False,False
CC(=O)Nc1ccc(O[C@]2(C)OC(=O)c3ccccc3O2)cc1,parcetasal,"CC(=O)Nc1ccc(O[C@]2(C)OC(=O)c3ccccc3O2)cc1 |&1:9,r|",True,False,False
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,sulfanitran,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)[N+]([O-])=O,True,False,False
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,N-[4-(pyridin-2-ylsulfamoyl)phenyl]acetamide,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,False,True,False
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,acedapsone,CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(NC(C)=O)cc1,True,False,False
CC(=O)Nc1ccc2c(=O)n(O)c(=O)[nH]c2c1,"N-(3-hydroxy-2,4-dioxo-1H-quinazolin-7-yl)acetamide",CC(=O)Nc1ccc2c(=O)n(O)c(=O)[nH]c2c1,False,True,False
CC(=O)Nc1cccc(-c2ccc3nc(-c4cccnc4N)n(-c4ccc(CNC(=O)c5cccc(F)c5)cc4)c3n2)c1,"N-[[4-[5-(3-acetamidophenyl)-2-(2-aminopyridin-3-yl)imidazo[4,5-b]pyridin-3-yl]phenyl]methyl]-3-fluorobenzamide",CC(=O)Nc1cccc(-c2ccc3nc(-c4cccnc4N)n(-c4ccc(CNC(=O)c5cccc(F)c5)cc4)c3n2)c1,False,True,False
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,trametinib,CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O,True,False,True
CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,tc-n-1752,CC(=O)Nc1cccc(Nc2ncnc(n2)N2CCC(CC2)OCc2ccc(OC(F)(F)F)cc2)c1C,True,False,False
CC(=O)Nc1cccc(O)c1,metacetamol,CC(=O)Nc1cccc(O)c1,True,False,False
CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,azd1981,CC(=O)Nc1cccc2n(CC(O)=O)c(C)c(Sc3ccc(Cl)cc3)c12,True,False,False
CC(=O)Nc1ccccc1,acetanilide,CC(=O)Nc1ccccc1,True,False,False
CC(=O)Nc1ccccc1OCC(=O)N1CCN(Cc2ccc(F)cc2)CC1C,N-[2-[2-[4-[(4-fluorophenyl)methyl]-2-methylpiperazin-1-yl]-2-oxoethoxy]phenyl]acetamide,CC(=O)Nc1ccccc1OCC(=O)N1CCN(Cc2ccc(F)cc2)CC1C,False,True,False
CC(=O)Nc1nc(-c2cc(C)cc(C)c2)c(-c2ccncc2)s1,"N-[4-(3,5-dimethylphenyl)-5-pyridin-4-yl-1,3-thiazol-2-yl]acetamide",CC(=O)Nc1nc(-c2cc(C)cc(C)c2)c(-c2ccncc2)s1,False,True,False
CC(=O)Nc1nc(-c2cccc(C)c2)c(-c2ccncc2)s1,"N-[4-(3-methylphenyl)-5-pyridin-4-yl-1,3-thiazol-2-yl]acetamide",CC(=O)Nc1nc(-c2cccc(C)c2)c(-c2ccncc2)s1,False,True,False
CC(=O)Nc1nc(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1,pik-93,CC(=O)Nc1nc(C)c(s1)-c1ccc(Cl)c(c1)S(=O)(=O)NCCO,True,False,False
CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(-n3ccnc3)c2)s1,"N-[5-(3-imidazol-1-yl-4-methylsulfonylphenyl)-4-methyl-1,3-thiazol-2-yl]acetamide",CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(-n3ccnc3)c2)s1,False,True,False
CC(=O)Nc1nc(C)c(-c2csc(Nc3cccnc3)n2)s1,"N-[4-methyl-5-[2-(pyridin-3-ylamino)-1,3-thiazol-4-yl]-1,3-thiazol-2-yl]acetamide",CC(=O)Nc1nc(C)c(-c2csc(Nc3cccnc3)n2)s1,False,True,False
CC(=O)Nc1nc(C)c(S(=O)(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1,"N-[5-[[4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl]sulfamoyl]-4-methyl-1,3-thiazol-2-yl]acetamide",CC(=O)Nc1nc(C)c(S(=O)(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1,False,True,False
CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2s1,amg-517,CC(=O)Nc1nc2c(Oc3cc(ncn3)-c3ccc(cc3)C(F)(F)F)cccc2s1,True,False,False
CC(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1,"N-[5-[(5-tert-butyl-1,3-oxazol-2-yl)methylsulfanyl]-1,3-thiazol-2-yl]acetamide",CC(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1,False,True,False
CC(=O)Nc1ncc([N+](=O)[O-])s1,nithiamide,CC(=O)Nc1ncc(s1)[N+]([O-])=O,True,False,False
CC(=O)Nc1nnc(S(N)(=O)=O)s1,acetazolamide,CC(=O)Nc1nnc(s1)S(N)(=O)=O,True,True,True
CC(=O)Nc1nnc(Sc2ccnc3cc(Cl)ccc23)s1,"N-[5-(7-chloroquinolin-4-yl)sulfanyl-1,3,4-thiadiazol-2-yl]acetamide",CC(=O)Nc1nnc(Sc2ccnc3cc(Cl)ccc23)s1,False,True,False
CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CNC2,"N-[3-(1,3-benzothiazol-2-yl)-5,6-dihydro-4H-thieno[2,3-c]pyrrol-2-yl]acetamide",CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CNC2,False,True,False
CC(=O)O.CC(=O)O.NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,Chlorhexidine (diacetate),CC(=O)O.CC(=O)O.C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,False,False,True
CC(=O)O.CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O,Goserelin (acetate),CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O,False,False,True
CC(=O)O.NCCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CC(OC(=O)NCCN)CN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)NC1=O,Pasireotide (acetate),CC(=O)O.C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,False,False,True
CC(=O)O/N=C1/C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc21,ldn-57444,CC(=O)O\N=C1\C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc12,True,False,False
CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,retinyl-acetate,CC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C |c:15|,True,False,False
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,Medroxyprogesterone acetate,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,False,False,True
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,False,False,True
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C.O.O.O,Docetaxel (Trihydrate),CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O.O.O.O,False,False,True
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,Paclitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,False,False,True
CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,Fusidic acid,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C,False,False,True
CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(c4cccnc4)=CCC32)C1,Abiraterone acetate,CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,False,False,True
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,roxatidine-acetate,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,True,True,False
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@@]21C,dichlorisone-acetate,"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@]12C |c:19,t:15|",True,False,False
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,isoflupredone-acetate,"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C |c:19,t:15|",True,False,False
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,prednisolone-acetate,"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C |c:19,t:15|",True,False,False
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C,anecortave-acetate,"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@]12C |c:25,t:15|",True,False,False
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,fludrocortisone-acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C |t:15|,True,False,False
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,cortisone-acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C |t:15|,True,False,False
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,hydrocortisone-acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C |t:15|,True,False,False
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,betamethasone-acetate,"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O |c:11,t:7|",True,False,False
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,dexamethasone-acetate,"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O |c:11,t:7|",True,False,False
CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,deflazacort,"CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C |c:23,t:8,19|",True,False,False
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,fluocinonide,"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C |c:25,t:21|",True,False,False
CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,amcinonide,"CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C |a:7,15,27,29,31,34,&1:17,&2:18,c:27,t:23|",True,False,False
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,deoxycorticosterone-acetate,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C |t:14|,True,False,False
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,alfadolone-acetate,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,True,False,False
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,famciclovir,CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O,True,False,False
CC(=O)OCC(COC(C)=O)OC(C)=O,triacetin,CC(=O)OCC(COC(C)=O)OC(C)=O,True,False,False
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,7-aminocephalosporanic-acid,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O |t:5|,True,False,False
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CS/C(=N/C(C)C)NC(C)C)[C@H]2SC1,cefathiamidine,CC(C)N\C(SCC(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)=N/C(C)C |c:19|,True,False,False
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,cephapirin,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc1ccncc1)C2=O)C(O)=O |t:5|,True,False,False
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,cephalothin,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1cccs1)C2=O)C(O)=O |t:5|,True,False,False
CC(=O)OCC1=C2C(=O)[O][Zn][O]C(=O)[C@@H](N)CCCC(=O)N[C@@H]3C(=O)N2[C@@H]3SC1,cephalosporin-c-zn,CC(=O)OCC1=C2N3[C@H](SC1)[C@H](NC(=O)CCC[C@H](N)C(=O)O[Zn]OC2=O)C3=O |t:5|,True,False,False
CC(=O)OCC1OC([S-])C(OC(C)=O)C(OC(C)=O)C1OC(C)=O.CCP(CC)CC.[Au+],Auranofin,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],False,False,True
CC(=O)OCC[N+](C)(C)C,acetylcholine,CC(=O)OCC[N+](C)(C)C,True,False,False
CC(=O)OC[C@H](N)C(=O)O,o-acetyl-l-serine,CC(=O)OC[C@H](N)C(O)=O,True,False,False
CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,uridine-triacetate,CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)n1ccc(=O)[nH]c1=O,True,False,False
CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,sucrose-octaacetate,CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,True,False,False
CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@@]12CO2,anguidine,CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@@]11CO1 |c:9|,True,False,False
CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]12CO2,"[(1S,2R,7R,9R,10R,11S,12S)-11-acetyloxy-10-hydroxy-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-2-yl]methyl acetate",CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]12CO2,False,True,False
CC(=O)O[C@@H](C)C[N+](C)(C)C,methacholine,C[C@@H](C[N+](C)(C)C)OC(C)=O |&1:1|,True,False,False
CC(=O)O[C@@H](C)OC(=O)[C@H](C)c1ccc(-c2ccccc2)c(F)c1,flurbiprofen-axetil,"C[C@H](OC(C)=O)OC(=O)[C@H](C)c1ccc(c(F)c1)-c1ccccc1 |&1:9,&2:1,r|",True,False,False
CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O,akba,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](OC(C)=O)[C@@](C)([C@@H]5CC[C@@]34C)C(O)=O)[C@@H]2[C@H]1C |c:10|,True,False,False
CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@H]2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O,acetyl-11-keto-beta-boswellic-acid,"C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@H]4[C@@]5(C)CC[C@@H](OC(C)=O)[C@@](C)([C@@H]5CC[C@@]34C)C(O)=O)[C@@H]2[C@H]1C |a:1,4,8,15,19,24,29,34,35,&1:14,&2:26,c:10|",True,False,False
CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@@]21C,gedunin,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](OC(=O)[C@H]4O[C@@]34[C@]12C)c1ccoc1 |c:12|,True,False,False
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](O)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,10-deacetylbaccatin,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](O)C(C)=C([C@@H](O)C1=O)C2(C)C |t:33|,True,False,False
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,docetaxel,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](O)C1=O)C2(C)C |t:53|,True,False,False
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,paclitaxel,CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1 |c:5|,True,True,False
CC(=O)O[C@H]1CC(C)(C)C(=C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C(=O)C[C@]23O[C@@]2(C)C[C@H](O)CC3(C)C)[C@](C)(O)C1,fucoxanthin,[H]C(=[C@@]=C1C(C)(C)C[C@@H](C[C@@]1(C)O)OC(C)=O)C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)C(=O)C[C@]12O[C@@]1(C)C[C@H](O)CC2(C)C,True,False,False
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC(=O)[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,7-keto-dhea,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3C(=O)C=C2C1 |c:24|,True,False,False
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,prasterone-acetate,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CC=C2C1 |c:23|,True,False,False
