canonical_smiles,compound_name,original_smiles,source_existing_registry,source_drugseq,source_tahoe
O=C(O)c1ccc(N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,benaxibine,OC[C@H]1O[C@@H](Nc2ccc(cc2)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,True,False,False
O=C(O)c1ccc(Nc2ccccc2)cc1,4-anilinobenzoic acid,O=C(O)c1ccc(Nc2ccccc2)cc1,False,True,False
O=C(O)c1ccc(Nc2nc(Cl)nc(Cl)n2)cc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,"4-[(4,6-dichloro-1,3,5-triazin-2-yl)amino]-2-(3-hydroxy-6-oxoxanthen-9-yl)benzoic acid",O=C(O)c1ccc(Nc2nc(Cl)nc(Cl)n2)cc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,False,True,False
O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,mln8054,OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2F)cc1 |c:13|,True,False,False
O=C(O)c1ccc(O)c(O)c1,"3,4-dihydroxybenzoic acid",O=C(O)c1ccc(O)c(O)c1,False,True,False
O=C(O)c1ccc(O)c2ncccc12,iox1,OC(=O)c1ccc(O)c2ncccc12,True,True,False
O=C(O)c1ccc(OCC(F)(F)C(F)(F)F)cc1O,"2-hydroxy-4-(2,2,3,3,3-pentafluoropropoxy)benzoic acid",O=C(O)c1ccc(OCC(F)(F)C(F)(F)F)cc1O,False,True,False
O=C(O)c1ccc(OCCn2ccnc2)cc1,dazoxiben,OC(=O)c1ccc(OCCn2ccnc2)cc1,True,True,False
O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc(C(F)(F)F)cc2Cl)cc1,rq-00203078,OC(=O)c1ccc(cc1)S(=O)(=O)N(Cc1ccc(OC(F)(F)F)cc1)c1ncc(cc1Cl)C(F)(F)F,True,False,False
O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1,halazone,OC(=O)c1ccc(cc1)S(=O)(=O)N(Cl)Cl,True,False,False
O=C(O)c1ccc(SSc2ccc(C(=O)O)cn2)nc1,carboxypyridine-disulfide,OC(=O)c1ccc(SSc2ccc(cn2)C(O)=O)nc1,True,False,False
O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,carmoxirole,OC(=O)c1ccc2[nH]cc(CCCCN3CCC(=CC3)c3ccccc3)c2c1 |c:17|,True,False,False
O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc([N+](=O)[O-])cc3)c1)C2=O,h2l-5765834,OC(=O)c1ccc2C(=O)N(C(=O)c2c1)c1cccc(Oc2ccc(cc2)[N+]([O-])=O)c1,True,False,False
O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,cx-4945,OC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc21,True,True,False
O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21,"11-oxo-3,10-diazapentacyclo[10.7.1.02,10.04,9.016,20]icosa-1(20),2,4,6,8,12,14,16,18-nonaene-17-carboxylic acid",O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21,False,True,False
O=C(O)c1ccc2cc(-c3ccc(O)c(C45CC6CC(CC(C6)C4)C5)c3)ccc2c1,cd-437,OC(=O)c1ccc2cc(ccc2c1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2,True,True,False
O=C(O)c1ccc2cc(NCc3nc(-c4ccccc4Cl)cs3)ccc2c1,"6-[[4-(2-chlorophenyl)-1,3-thiazol-2-yl]methylamino]naphthalene-2-carboxylic acid",O=C(O)c1ccc2cc(NCc3nc(-c4ccccc4Cl)cs3)ccc2c1,False,True,False
O=C(O)c1ccc2ccccc2c1-c1c(C(=O)O)ccc2ccccc12,1-(2-carboxynaphthalen-1-yl)naphthalene-2-carboxylic acid,O=C(O)c1ccc2ccccc2c1-c1c(C(=O)O)ccc2ccccc12,False,True,False
O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,tafamidis-meglumine,OC(=O)c1ccc2nc(oc2c1)-c1cc(Cl)cc(Cl)c1,True,True,False
O=C(O)c1ccc[n+]([O-])c1,oxiniacic-acid,OC(=O)c1ccc[n+]([O-])c1,True,False,False
O=C(O)c1cccc(-c2nc(-c3ccc(Cl)cc3)no2)c1,"3-[3-(4-chlorophenyl)-1,2,4-oxadiazol-5-yl]benzoic acid",O=C(O)c1cccc(-c2nc(-c3ccc(Cl)cc3)no2)c1,False,True,False
O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,ataluren,OC(=O)c1cccc(c1)-c1noc(n1)-c1ccccc1F,True,True,True
O=C(O)c1cccc(Nc2ccc(C(F)(F)F)cc2)c1,3-[4-(trifluoromethyl)anilino]benzoic acid,O=C(O)c1cccc(Nc2ccc(C(F)(F)F)cc2)c1,False,True,False
O=C(O)c1ccccc1,benzoic-acid,OC(=O)c1ccccc1,True,False,False
O=C(O)c1ccccc1-c1c2cc(Br)c(=O)cc-2oc2[c]([Hg][OH])c(O)c(Br)cc12,merbromin,O[Hg]c1c(O)c(Br)cc2c(-c3ccccc3C(O)=O)c3cc(Br)c(=O)cc3oc12,True,False,False
O=C(O)c1ccccc1-c1ccc(C(F)(F)F)cc1,xenalipin,OC(=O)c1ccccc1-c1ccc(cc1)C(F)(F)F,True,False,False
O=C(O)c1ccccc1C(=O)Nc1ccc(-c2ccccc2)cc1,kartogenin,OC(=O)c1ccccc1C(=O)Nc1ccc(cc1)-c1ccccc1,True,True,False
O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,phthalylsulfathiazole,OC(=O)c1ccccc1C(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,True,False,False
O=C(O)c1ccccc1NC(=O)C12CC3CC(CC(C3)C1)C2,2-(1-adamantylamino)benzoic-acid,OC(=O)c1ccccc1NC(=O)C12CC3CC(CC(C3)C1)C2,True,False,False
O=C(O)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1,a-1120,OC(=O)c1ccccc1NC(=O)N1CCC(CC1)c1ccccc1C(F)(F)F,True,False,False
O=C(O)c1ccccc1NCCc1ccccc1,tromaril,OC(=O)c1ccccc1NCCc1ccccc1,True,False,False
O=C(O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O,lobenzarit,OC(=O)c1ccccc1Nc1cc(Cl)ccc1C(O)=O,True,False,False
O=C(O)c1ccccc1Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1,pd-118057,OC(=O)c1ccccc1Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1,True,True,False
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,flufenamic-acid,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,True,False,False
O=C(O)c1ccccc1Nc1cccc(OCc2ccc3ccccc3n2)c1,sr-2640,OC(=O)c1ccccc1Nc1cccc(OCc2ccc3ccccc3n2)c1,True,True,False
O=C(O)c1ccccc1Nc1ccccc1C(=O)O,2-(2-carboxyanilino)benzoic acid,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,False,True,False
O=C(O)c1ccccc1Nc1ccnc(Nc2ccccc2C(=O)O)n1,2-[[2-(2-carboxyanilino)pyrimidin-4-yl]amino]benzoic acid,O=C(O)c1ccccc1Nc1ccnc(Nc2ccccc2C(=O)O)n1,False,True,False
O=C(O)c1ccccc1O,salicylic-acid,OC(=O)c1ccccc1O,True,False,True
O=C(O)c1ccccc1OP(=O)(O)O,fosfosal,OC(=O)c1ccccc1OP(O)(O)=O,True,False,False
O=C(O)c1ccccc1S,o-mercapto-benzoic-acid,OC(=O)c1ccccc1S,True,True,False
O=C(O)c1ccccn1,picolinic-acid,OC(=O)c1ccccn1,True,False,False
O=C(O)c1cccnc1,niacin,OC(=O)c1cccnc1,True,False,False
O=C(O)c1cccnc1C(=O)O,quinolinic-acid,OC(=O)c1cccnc1C(O)=O,True,False,False
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,niflumic-acid,OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,True,False,False
O=C(O)c1ccnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1,cilofexor,OC(=O)c1ccnc(c1)N1CC(O)(C1)c1ccc(OCc2c(onc2-c2c(Cl)cccc2Cl)C2CC2)cc1Cl,True,False,False
O=C(O)c1ccnc2c(O)cccc12,8-hydroxyquinoline-4-carboxylic acid,O=C(O)c1ccnc2c(O)cccc12,False,True,False
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,sarafloxacin,OC(=O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,True,False,False
O=C(O)c1cn(C2CC2)c2cc(N3CCC(O)(COc4ccc(N5C[C@H](CO)OC5=O)cc4F)CC3)c(F)cc2c1=O,cadazolid,OC[C@H]1CN(C(=O)O1)c1ccc(OCC2(O)CCN(CC2)c2cc3n(cc(C(O)=O)c(=O)c3cc2F)C2CC2)c(F)c1,True,False,False
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,ciprofloxacin,OC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,True,True,False
O=C(O)c1cnn(-c2nc3cc(Cl)c(OC(F)(F)F)cc3[nH]2)c1,jnj-42041935,OC(=O)c1cnn(c1)-c1nc2cc(Cl)c(OC(F)(F)F)cc2[nH]1,True,False,False
O=C(O)c1n[nH]c2c1C[C@H]1C[C@@H]21,mk-1903,OC(=O)c1n[nH]c2[C@@H]3C[C@@H]3Cc12,True,False,False
O=C(O)c1nc(=O)[nH]c(=O)[nH]1,oxonic-acid,OC(=O)c1nc(=O)[nH]c(=O)[nH]1,True,False,False
O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,lonidamine,OC(=O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,True,False,False
O=C(O)c1sccc1SCc1ccc(Cl)c(Cl)c1,"3-[(3,4-dichlorophenyl)methylsulfanyl]thiophene-2-carboxylic acid",O=C(O)c1sccc1SCc1ccc(Cl)c(Cl)c1,False,True,False
O=C(OC(C(=O)O)C(OC(=O)c1ccccc1)C(=O)O)c1ccccc1,"2,3-dibenzoyloxybutanedioic acid",O=C(OC(C(=O)O)C(OC(=O)c1ccccc1)C(=O)O)c1ccccc1,False,True,False
O=C(OC(C(F)(F)F)C(F)(F)F)N1CC(c2ccn(-c3ccccc3)n2)C1,"1,1,1,3,3,3-hexafluoropropan-2-yl 3-(1-phenylpyrazol-3-yl)azetidine-1-carboxylate",O=C(OC(C(F)(F)F)C(F)(F)F)N1CC(c2ccn(-c3ccccc3)n2)C1,False,True,False
O=C(OC(C(F)(F)F)C(F)(F)F)N1CCC(C(O)(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1,kml29,OC(C1CCN(CC1)C(=O)OC(C(F)(F)F)C(F)(F)F)(c1ccc2OCOc2c1)c1ccc2OCOc2c1,True,False,False
O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2ccc(C(F)(F)F)cc2N2CCCC2)CC1,abx-1431,FC(F)(F)C(OC(=O)N1CCN(Cc2ccc(cc2N2CCCC2)C(F)(F)F)CC1)C(F)(F)F,True,False,False
O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2cccc(Oc3ccccc3)c2)CC1,jw-642,FC(F)(F)C(OC(=O)N1CCN(Cc2cccc(Oc3ccccc3)c2)CC1)C(F)(F)F,True,False,False
O=C(OC1CCCCC1N1CCC(c2ccccc2)CC1)c1ccccc1,[2-(4-phenylpiperidin-1-yl)cyclohexyl] benzoate,O=C(OC1CCCCC1N1CCC(c2ccccc2)CC1)c1ccccc1,False,True,False
O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,niceritrol,O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,True,False,False
O=C(OCCN1CCCC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,florifenine,FC(F)(F)c1ccc2c(Nc3ccccc3C(=O)OCCN3CCCC3)ccnc2c1,True,False,False
O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,sb-203186,O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,True,False,False
O=C(OCCN1CCOCC1)C1(c2ccccc2)CCCCC1,pre-084,O=C(OCCN1CCOCC1)C1(CCCCC1)c1ccccc1,True,False,False
O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1,morniflumate,FC(F)(F)c1cccc(Nc2ncccc2C(=O)OCCN2CCOCC2)c1,True,False,False
O=C(OCCO)c1ccccc1O,2-hydroxyethyl-salicylate,OCCOC(=O)c1ccccc1O,True,False,False
O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,etofenamate,OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,True,False,False
O=C(OC[C@H](O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,floctafenine,"OC[C@@H](O)COC(=O)c1ccccc1Nc1ccnc2c(cccc12)C(F)(F)F |&1:2,r|",True,False,False
O=C(OC[C@H](O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,glafenine,OC[C@@H](O)COC(=O)c1ccccc1Nc1ccnc2cc(Cl)ccc12 |&1:2|,True,False,False
O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,tannic-acid,Oc1cc(cc(O)c1O)C(=O)Oc1cc(cc(O)c1O)C(=O)OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,True,False,False
O=C(OCc1ccccc1)c1ccccc1,benzyl-benzoate,O=C(OCc1ccccc1)c1ccccc1,True,False,False
O=C(OOC(=O)c1ccccc1)c1ccccc1,benzoyl-peroxide,O=C(OOC(=O)c1ccccc1)c1ccccc1,True,False,False
O=C(O[C@@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,dolasetron,O=C(O[C@H]1C[C@H]2C[C@H]3C[C@@H](C1)N2CC3=O)c1c[nH]c2ccccc12,True,False,False
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,epigallocatechin-gallate-(-),Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c1cc(O)c(O)c(O)c1,True,False,False
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,epicatechin-gallate-(-),Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c1ccc(O)c(O)c1,True,False,False
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,"[(2S,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate",O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,False,True,False
O=C(O[C@H]1CN2CCC1CC2)c1ccccc1,benzoclidine,"O=C(O[C@H]1CN2CCC1CC2)c1ccccc1 |&1:3,r|",True,False,False
O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,trospium,"[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(c1ccccc1)c1ccccc1)[N+]21CCCC1 |&1:1,4,7|",True,False,False
O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,aclidinium,OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c1cccs1)c1cccs1,True,False,False
O=C(O[C@H]1C[N@]2CC[C@@H]1CC2)N(Cc1cc(F)c(F)c(F)c1)c1cccc(F)c1,tarafenacin,Fc1cccc(c1)N(Cc1cc(F)c(F)c(F)c1)C(=O)O[C@H]1C[N@@]2CC[C@H]1CC2,True,False,False
O=C(O[C@H]1C[N@]2CC[C@@H]1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,solifenacin-succinate,[H][C@@]1(C[N@@]2CC[C@H]1CC2)OC(=O)N1CCc2ccccc2[C@@H]1c1ccccc1,True,False,False
O=C(O[C@H]1[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2[C@@]2(CO)O[C@@H]12)c1ccc(O)c(O)c1,"[(1S,2S,4S,5S,6R,10S)-2-(hydroxymethyl)-10-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,9-dioxatricyclo[4.4.0.02,4]dec-7-en-5-yl] 3,4-dihydroxybenzoate",O=C(O[C@H]1[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2[C@@]2(CO)O[C@@H]12)c1ccc(O)c(O)c1,False,True,False
O=C(O[C@H]1[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H]1OC(=O)c1cccnc1)c1cccnc1,inositol-hexanicotinate,O=C(O[C@H]1[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1,True,False,False
O=C(Oc1cc(S(=O)(=O)c2ccccc2)ccc1[N+](=O)[O-])c1ccc(Cl)cc1,btb06584,[O-][N+](=O)c1ccc(cc1OC(=O)c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1,True,False,False
O=C(Oc1ccc(Br)cc1)N1CC[N@]2CC[C@@H]1CC2,ssr180711,Brc1ccc(OC(=O)N2CC[N@@]3CC[C@H]2CC3)cc1 |r|,True,False,False
O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCC(C(O)(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1,jzl-184,OC(C1CCN(CC1)C(=O)Oc1ccc(cc1)[N+]([O-])=O)(c1ccc2OCOc2c1)c1ccc2OCOc2c1,True,True,False
O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(Cc2cccc(Oc3ccccc3)c2)CC1,jzl-195,[O-][N+](=O)c1ccc(OC(=O)N2CCN(Cc3cccc(Oc4ccccc4)c3)CC2)cc1,True,False,False
O=C(Oc1cccc2c(O)nccc12)c1ccccc1,(1-oxo-2H-isoquinolin-5-yl) benzoate,O=C(Oc1cccc2c(O)nccc12)c1ccccc1,False,True,False
O=C(Oc1cccc2cccnc12)c1ccccc1,benzoxiquine,O=C(Oc1cccc2cccnc12)c1ccccc1,True,False,False
O=C(Oc1ccccc1)c1ccccc1O,phenyl-salicylate,Oc1ccccc1C(=O)Oc1ccccc1,True,False,False
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,sasapyrine,OC(=O)c1ccccc1OC(=O)c1ccccc1O,True,True,False
O=C([C@@H](Cc1cccc(C(F)(F)F)c1)NS(=O)(=O)c1cc(F)c2c(c1)CCNC2)N1CCCC1,"8-fluoro-N-[(2R)-1-oxo-1-pyrrolidin-1-yl-3-[3-(trifluoromethyl)phenyl]propan-2-yl]-1,2,3,4-tetrahydroisoquinoline-6-sulfonamide",O=C([C@@H](Cc1cccc(C(F)(F)F)c1)NS(=O)(=O)c1cc(F)c2c(c1)CCNC2)N1CCCC1,False,True,False
O=C([C@@H](Cc1ccccc1)NS(=O)(=O)c1ccc2[nH]c(=O)ccc2c1)N(Cc1ccco1)Cc1cccs1,(2R)-N-(furan-2-ylmethyl)-2-[(2-oxo-1H-quinolin-6-yl)sulfonylamino]-3-phenyl-N-(thiophen-2-ylmethyl)propanamide,O=C([C@@H](Cc1ccccc1)NS(=O)(=O)c1ccc2[nH]c(=O)ccc2c1)N(Cc1ccco1)Cc1cccs1,False,True,False
O=C([C@@H]1CSC(c2cccnc2)N1)N1CCN(CCCc2ccccc2)CC1,"[4-(3-phenylpropyl)piperazin-1-yl]-[(4R)-2-pyridin-3-yl-1,3-thiazolidin-4-yl]methanone",O=C([C@@H]1CSC(c2cccnc2)N1)N1CCN(CCCc2ccccc2)CC1,False,True,False
O=C([C@@H]1CSCN1C(=O)CC1Cc2ccccc2C1)N1CCCC1,"2-(2,3-dihydro-1H-inden-2-yl)-1-[(4R)-4-(pyrrolidine-1-carbonyl)-1,3-thiazolidin-3-yl]ethanone",O=C([C@@H]1CSCN1C(=O)CC1Cc2ccccc2C1)N1CCCC1,False,True,False
O=C([C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)[C@@H]1C[C@H]1c1ccccc1)N1CCSC1,s-17092,O=C([C@@H]1C[C@H]1c1ccccc1)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)N1CCSC1,True,False,False
O=C([C@H](NS(=O)(=O)c1ccc2[nH]c(=O)ccc2c1)c1ccccc1)N(Cc1ccco1)Cc1cccs1,(2R)-N-(furan-2-ylmethyl)-2-[(2-oxo-1H-quinolin-6-yl)sulfonylamino]-2-phenyl-N-(thiophen-2-ylmethyl)acetamide,O=C([C@H](NS(=O)(=O)c1ccc2[nH]c(=O)ccc2c1)c1ccccc1)N(Cc1ccco1)Cc1cccs1,False,True,False
O=C([C@H]1CC[C@H](NS(=O)(=O)c2ccc(-c3cocn3)cc2)CC1)N1CCNC[C@@H]1c1ccccc1,,O=C([C@H]1CC[C@H](NS(=O)(=O)c2ccc(-c3cocn3)cc2)CC1)N1CCNC[C@@H]1c1ccccc1,False,True,False
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Ca+2],Pitavastatin (Calcium), C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.[Ca+2],False,False,True
O=C([O-])c1ccccc1O.[Na+],Sodium Salicylate,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],False,False,True
O=C([O][Cr]([O]C(=O)c1ccccn1)[O]C(=O)c1ccccn1)c1ccccn1,chromium-picolinate,O=C(O[Cr](OC(=O)c1ccccn1)OC(=O)c1ccccn1)c1ccccn1,True,False,False
O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,plx8394,F[C@@H]1CCN(C1)S(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2cnc(nc2)C2CC2)c1F,True,False,False
O=C(c1c(O)c2ccc(Cl)cc2[nH]c1=O)C1CC1,l-701252,Oc1c(C(=O)C2CC2)c(=O)[nH]c2cc(Cl)ccc12,True,False,False
O=C(c1c2ccccc2cc2ccccc12)N1CCC(N2CCC[C@@H](C(=O)N3CCOCC3)C2)CC1,cp-640186,O=C([C@@H]1CCCN(C1)C1CCN(CC1)C(=O)c1c2ccccc2cc2ccccc12)N1CCOCC1,True,False,False
O=C(c1cc(C2CC2)on1)N(C1CCCCC1)C1CCCCC1,cym-5541,O=C(N(C1CCCCC1)C1CCCCC1)c1cc(on1)C1CC1,True,False,False
O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,olaparib,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,True,True,True
O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,exifone,Oc1ccc(C(=O)c2cc(O)c(O)c(O)c2)c(O)c1O,True,False,False
O=C(c1cc(S(=O)(=O)Nc2ccccc2F)c(F)cc1Cl)N1CCN2CCC[C@@H]2C1,abt-639,Fc1ccccc1NS(=O)(=O)c1cc(C(=O)N2CCN3CCC[C@@H]3C2)c(Cl)cc1F,True,False,False
O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,befuraline,O=C(N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2o1,True,False,False
O=C(c1ccc(-c2cc[n+]([O-])cc2)cc1)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,[4-(6-chloronaphthalen-2-yl)sulfonylpiperazin-1-yl]-[4-(1-oxidopyridin-1-ium-4-yl)phenyl]methanone,O=C(c1ccc(-c2cc[n+]([O-])cc2)cc1)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,False,True,False
O=C(c1ccc(-c2ccc(Cl)cc2)o1)N(Cc1ccccn1)c1ccc(N2CCNCC2)cc1,mk2-in-1,Clc1ccc(cc1)-c1ccc(o1)C(=O)N(Cc1ccccn1)c1ccc(cc1)N1CCNCC1,True,False,False
O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,"N-(3-chloropyridin-2-yl)-N-[(3R)-piperidin-3-yl]-4-(triazolo[4,5-b]pyridin-3-yl)benzamide",O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,False,True,False
O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,kw-2449,O=C(N1CCNCC1)c1ccc(\C=C\c2[nH]nc3ccccc23)cc1,True,False,False
O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1,unc1215,O=C(N1CCC(CC1)N1CCCC1)c1ccc(C(=O)N2CCC(CC2)N2CCCC2)c(Nc2ccccc2)c1,True,True,False
