name,pubchem_cid,UMAP1,UMAP2,pubchem_cid_clean,name_clean,valid_smiles_ring,ring_count,aromatic_ring_count,aliphatic_ring_count,has_ring,ring_category
cf102,3035850,6.301489,8.725339,3035850,cf102,True,4.0,3.0,1.0,True,4+ rings
calcium-gluceptate,25588,-1.7803091,5.632259,25588,calcium-gluceptate,True,0.0,0.0,0.0,False,0 rings
parthenolide,6473881,-2.7839313,5.908486,6473881,parthenolide,True,3.0,0.0,3.0,True,3 rings
epz005687,60160561,6.4215627,6.5263877,60160561,epz005687,True,6.0,4.0,2.0,True,4+ rings
buthionine-sulfoximine,1548918,-1.5921444,7.211206,1548918,buthionine-sulfoximine,True,0.0,0.0,0.0,False,0 rings
tiotidine,50287,4.833361,8.765599,50287,tiotidine,True,1.0,1.0,0.0,True,1 ring
tofisopam,129009868,9.963827,2.5931444,129009868,tofisopam,True,3.0,2.0,1.0,True,3 rings
az7550,71496459,8.437737,7.6493177,71496459,az7550,True,4.0,4.0,0.0,True,4+ rings
benzyldimethyloctylammonium,13741,6.5937,2.1194665,13741,benzyldimethyloctylammonium,True,1.0,1.0,0.0,True,1 ring
oltipraz,47318,5.719567,7.222676,47318,oltipraz,True,2.0,2.0,0.0,True,2 rings
lrrk2-in-1,46843906,8.361205,7.400457,46843906,lrrk2-in-1,True,6.0,3.0,3.0,True,4+ rings
t-1095,6918410,10.874407,1.7436967,6918410,t-1095,True,4.0,3.0,1.0,True,4+ rings
gr-144053,173614,6.897253,3.639989,173614,gr-144053,True,3.0,1.0,2.0,True,3 rings
ro-15-4513,5081,6.8610044,7.9267077,5081,ro-15-4513,True,3.0,2.0,1.0,True,3 rings
ta-01,91691129,6.5405393,8.248427,91691129,ta-01,True,4.0,4.0,0.0,True,4+ rings
edaravone,70335,6.677026,3.600296,70335,edaravone,True,2.0,2.0,0.0,True,2 rings
zk-200775,208953,6.8904085,3.6565647,208953,zk-200775,True,3.0,2.0,1.0,True,3 rings
pexidartinib,25151352,6.2471385,8.13982,25151352,pexidartinib,True,4.0,4.0,0.0,True,4+ rings
ledipasvir,67505836,6.6551285,7.8464184,67505836,ledipasvir,True,10.0,5.0,5.0,True,4+ rings
brd9876,613000,6.561084,2.0379875,613000,brd9876,True,2.0,2.0,0.0,True,2 rings
drotaverine,13492,9.907202,2.7266626,13492,drotaverine,True,3.0,2.0,1.0,True,3 rings
skf-91488,5227,-0.9247079,6.4753156,5227,skf-91488,True,0.0,0.0,0.0,False,0 rings
cl316243,5486546,9.504776,2.5815902,5486546,cl316243,True,3.0,2.0,1.0,True,3 rings
caffeine,2519,4.8822026,9.220638,2519,caffeine,True,2.0,2.0,0.0,True,2 rings
pd-98059,4713,9.250908,3.2637515,4713,pd-98059,True,3.0,3.0,0.0,True,3 rings
reparixin,9838712,7.062411,2.2025774,9838712,reparixin,True,1.0,1.0,0.0,True,1 ring
4-galactosyllactose,67743883,-1.6674587,5.4639125,67743883,4-galactosyllactose,True,3.0,0.0,3.0,True,3 rings
cfm-2,4377504,9.761229,3.0141447,4377504,cfm-2,True,3.0,2.0,1.0,True,3 rings
bw-180c,6917707,8.583903,2.377635,6917707,bw-180c,True,2.0,2.0,0.0,True,2 rings
polydatin,5281718,9.971717,1.6696332,5281718,polydatin,True,3.0,2.0,1.0,True,3 rings
menatetrenone,5282367,7.218601,1.5741189,5282367,menatetrenone,True,2.0,1.0,1.0,True,2 rings
isamoltane,6604790,7.7624364,6.692346,6604790,isamoltane,True,2.0,2.0,0.0,True,2 rings
pha-680632,11249084,6.292408,7.324067,11249084,pha-680632,True,5.0,3.0,2.0,True,4+ rings
9-aminocamptothecin,72402,7.4851894,6.098731,72402,9-aminocamptothecin,True,5.0,3.0,2.0,True,4+ rings
histamine,774,4.9281054,8.85596,774,histamine,True,1.0,1.0,0.0,True,1 ring
4-hydroxy-phenazone,98889,6.6955576,3.6226547,98889,4-hydroxy-phenazone,True,2.0,2.0,0.0,True,2 rings
tolnaftate,5510,9.116538,3.19941,5510,tolnaftate,True,3.0,3.0,0.0,True,3 rings
ex-527,707029,6.5154576,6.209985,707029,ex-527,True,3.0,2.0,1.0,True,3 rings
cafestol,108052,10.344667,1.6981511,108052,cafestol,True,5.0,1.0,4.0,True,4+ rings
indacaterol,6918554,8.779081,2.97436,6918554,indacaterol,True,4.0,3.0,1.0,True,4+ rings
tak-960,53357478,8.401571,7.4676046,53357478,tak-960,True,5.0,2.0,3.0,True,4+ rings
rufinamide,129228,6.3406577,6.7881837,129228,rufinamide,True,2.0,2.0,0.0,True,2 rings
trichloroethylene,6575,-1.211647,6.035533,6575,trichloroethylene,True,0.0,0.0,0.0,False,0 rings
remodelin,44442376,6.5512023,7.421998,44442376,remodelin,True,3.0,2.0,1.0,True,3 rings
prucalopride,3052762,9.222104,3.818124,3052762,prucalopride,True,3.0,1.0,2.0,True,3 rings
bio-5192,10350459,7.368078,3.20817,10350459,bio-5192,True,4.0,3.0,1.0,True,4+ rings
oxacillin,6196,8.057959,3.7539093,6196,oxacillin,True,4.0,2.0,2.0,True,4+ rings
pleconaril,1684,8.321065,6.8800693,1684,pleconaril,True,3.0,3.0,0.0,True,3 rings
dexpanthenol,131204,-1.7056818,6.8666763,131204,dexpanthenol,True,0.0,0.0,0.0,False,0 rings
ritodrine,688570,8.810607,2.1255093,688570,ritodrine,True,2.0,2.0,0.0,True,2 rings
tolmetin,5509,6.809417,6.58843,5509,tolmetin,True,2.0,2.0,0.0,True,2 rings
oxyphenonium,5748,7.850723,1.6141927,5748,oxyphenonium,True,2.0,1.0,1.0,True,2 rings
metrifonate,6604183,-1.2440109,6.046235,6604183,metrifonate,True,0.0,0.0,0.0,False,0 rings
pi-103,9884685,8.293533,7.5453506,9884685,pi-103,True,5.0,4.0,1.0,True,4+ rings
guadecitabine,135564655,4.975382,9.38309,135564655,guadecitabine,True,5.0,3.0,2.0,True,4+ rings
ono-8130,9827317,7.716693,6.885931,9827317,ono-8130,True,4.0,3.0,1.0,True,4+ rings
amlexanox,2161,8.02213,6.829268,2161,amlexanox,True,3.0,3.0,0.0,True,3 rings
saccharin,5143,7.004597,2.563672,5143,saccharin,True,2.0,1.0,1.0,True,2 rings
jak3-inhibitor-v,3799,7.211901,1.566591,3799,jak3-inhibitor-v,True,2.0,2.0,0.0,True,2 rings
mk-3207,25019940,6.5614157,7.732018,25019940,mk-3207,True,7.0,3.0,4.0,True,4+ rings
nexturastat-a,71462653,7.1665545,3.3873932,71462653,nexturastat-a,True,2.0,2.0,0.0,True,2 rings
fumagillin,12015870,-2.9691834,5.684638,12015870,fumagillin,True,3.0,0.0,3.0,True,3 rings
wh-4-023,11844351,8.415142,7.5016656,11844351,wh-4-023,True,5.0,4.0,1.0,True,4+ rings
ajmaline,98054312,6.7961383,3.4639103,98054312,ajmaline,True,7.0,1.0,6.0,True,4+ rings
teijin-compound-1,44453327,6.978761,2.5793033,44453327,teijin-compound-1,True,3.0,2.0,1.0,True,3 rings
mpi-0479605,46909588,6.347744,8.409972,46909588,mpi-0479605,True,5.0,3.0,2.0,True,4+ rings
phenothrin,187827,9.98652,1.9647107,187827,phenothrin,True,3.0,2.0,1.0,True,3 rings
meclinertant,119192,8.030038,6.5191736,119192,meclinertant,True,8.0,4.0,4.0,True,4+ rings
oxfendazole,12940581,6.811736,8.523905,12940581,oxfendazole,True,3.0,3.0,0.0,True,3 rings
pd-168077,3645619,7.205584,3.464659,3645619,pd-168077,True,3.0,2.0,1.0,True,3 rings
su014813,10138259,6.5952005,6.363704,10138259,su014813,True,4.0,2.0,2.0,True,4+ rings
cgs-15943,2690,8.285924,7.6386476,2690,cgs-15943,True,4.0,4.0,0.0,True,4+ rings
latanoprost,5311221,7.638818,1.4570129,5311221,latanoprost,True,2.0,1.0,1.0,True,2 rings
bamaquimast,184838,6.9149594,3.485674,184838,bamaquimast,True,2.0,2.0,0.0,True,2 rings
bvt-2733,6918651,6.672071,7.363252,6918651,bvt-2733,True,3.0,2.0,1.0,True,3 rings
rutin,5280805,10.916859,1.679573,5280805,rutin,True,5.0,3.0,2.0,True,4+ rings
aminophylline,2153,4.8873296,9.193511,2153,aminophylline,True,2.0,2.0,0.0,True,2 rings
pentostatin,439693,5.1625185,9.341774,439693,pentostatin,True,3.0,1.0,2.0,True,3 rings
l-glutamic-acid,88747398,-1.7001404,7.029244,88747398,l-glutamic-acid,True,0.0,0.0,0.0,False,0 rings
norethindrone-acetate,5832,-3.1885808,4.742383,5832,norethindrone-acetate,True,4.0,0.0,4.0,True,4+ rings
org-27569,44828492,6.5465846,6.299259,44828492,org-27569,True,4.0,3.0,1.0,True,4+ rings
melperone,15387,7.013446,2.2681146,15387,melperone,True,2.0,1.0,1.0,True,2 rings
lirimilast,6433118,9.1836195,3.549241,6433118,lirimilast,True,3.0,3.0,0.0,True,3 rings
omeprazole-magnesium,9601083,8.152011,7.935913,9601083,omeprazole-magnesium,True,6.0,6.0,0.0,True,4+ rings
sc-10,5175,6.7128634,1.9786924,5175,sc-10,True,2.0,2.0,0.0,True,2 rings
moprolol,3034006,9.445553,2.4065757,3034006,moprolol,True,1.0,1.0,0.0,True,1 ring
naratriptan,4440,6.12709,6.33498,4440,naratriptan,True,3.0,2.0,1.0,True,3 rings
napirimus,3047779,6.976168,6.6282415,3047779,napirimus,True,3.0,3.0,0.0,True,3 rings
ibandronate,60852,-1.2361819,6.4031568,60852,ibandronate,True,0.0,0.0,0.0,False,0 rings
ac-264613,25108278,7.067397,2.3073413,25108278,ac-264613,True,3.0,2.0,1.0,True,3 rings
sulfanilate-zinc,64741,6.4749746,3.2710505,64741,sulfanilate-zinc,True,2.0,2.0,0.0,True,2 rings
ml167,44968231,8.47569,7.3011127,44968231,ml167,True,4.0,4.0,0.0,True,4+ rings
srt1720,24180125,6.59432,7.7279553,24180125,srt1720,True,6.0,5.0,1.0,True,4+ rings
suritozole,25431,6.5608463,2.1485288,25431,suritozole,True,2.0,2.0,0.0,True,2 rings
estetrol,27125,10.150459,1.1648318,27125,estetrol,True,4.0,1.0,3.0,True,4+ rings
gw-5074,5034,8.412226,3.3078868,5034,gw-5074,True,3.0,2.0,1.0,True,3 rings
op-0595,73386748,-1.4578692,6.854753,73386748,op-0595,True,2.0,0.0,2.0,True,2 rings
tyrphostin-ag-879,135419190,9.481956,1.5004152,135419190,tyrphostin-ag-879,True,1.0,1.0,0.0,True,1 ring
azaguanine-8,135403646,4.868733,9.179389,135403646,azaguanine-8,True,2.0,2.0,0.0,True,2 rings
milademetan,73297272,6.5652547,6.309527,73297272,milademetan,True,6.0,2.0,4.0,True,4+ rings
propoxur,4944,9.526882,2.3171248,4944,propoxur,True,1.0,1.0,0.0,True,1 ring
am-630,4302963,7.8895454,6.419558,4302963,am-630,True,4.0,3.0,1.0,True,4+ rings
enisamium-iodide,2132298,6.4218655,6.874167,2132298,enisamium-iodide,True,2.0,2.0,0.0,True,2 rings
cefetamet-pivoxil,5486182,4.7435017,7.7491384,5486182,cefetamet-pivoxil,True,3.0,1.0,2.0,True,3 rings
pf-4708671,51371303,6.4394574,8.392531,51371303,pf-4708671,True,4.0,3.0,1.0,True,4+ rings
gdc-0349,59239165,6.1140895,7.8017783,59239165,gdc-0349,True,5.0,2.0,3.0,True,4+ rings
ombitasvir,54767916,7.1160965,3.54345,54767916,ombitasvir,True,6.0,3.0,3.0,True,4+ rings
carbidopa,34359,8.885942,1.9714204,34359,carbidopa,True,1.0,1.0,0.0,True,1 ring
ly2874455,46944259,8.057335,6.6263804,46944259,ly2874455,True,4.0,4.0,0.0,True,4+ rings
clofedanol,688422,8.07436,1.9402924,688422,clofedanol,True,2.0,2.0,0.0,True,2 rings
unc669,46931242,6.497185,6.863585,46931242,unc669,True,3.0,1.0,2.0,True,3 rings
oxatomide,4615,6.9224353,3.7107527,4615,oxatomide,True,5.0,4.0,1.0,True,4+ rings
tolcapone,4659569,9.142335,2.4905133,4659569,tolcapone,True,2.0,2.0,0.0,True,2 rings
methyllycaconitine,5288811,8.214771,3.3735678,5288811,methyllycaconitine,True,8.0,1.0,7.0,True,4+ rings
pf-05212384,44516953,6.352234,7.733602,44516953,pf-05212384,True,6.0,3.0,3.0,True,4+ rings
valdecoxib,119607,8.029566,4.2659626,119607,valdecoxib,True,3.0,3.0,0.0,True,3 rings
2-aminobenzenesulfonamide,72894,6.4374514,3.2395098,72894,2-aminobenzenesulfonamide,True,1.0,1.0,0.0,True,1 ring
balaglitazone,76968728,9.168964,3.5381727,76968728,balaglitazone,True,4.0,3.0,1.0,True,4+ rings
relcovaptan,60943,9.093967,3.337057,60943,relcovaptan,True,5.0,3.0,2.0,True,4+ rings
nanchangmycin,86278938,-2.7539093,6.1787987,86278938,nanchangmycin,True,6.0,0.0,6.0,True,4+ rings
fluoromethylcholine,404592,-1.3658587,6.4332013,404592,fluoromethylcholine,True,0.0,0.0,0.0,False,0 rings
l-745870,5311200,6.2971363,8.1826725,5311200,l-745870,True,4.0,3.0,1.0,True,4+ rings
camobucol,9875498,9.873675,1.7246422,9875498,camobucol,True,2.0,2.0,0.0,True,2 rings
brl-44408,6604824,6.5023913,2.2342274,6604824,brl-44408,True,3.0,1.0,2.0,True,3 rings
harmane,5281404,6.146184,6.3968782,5281404,harmane,True,3.0,3.0,0.0,True,3 rings
uridine-5'-triphosphate,6133,-2.4591937,7.9527736,6133,uridine-5'-triphosphate,True,2.0,1.0,1.0,True,2 rings
jnj-17203212,11339118,6.164637,7.658651,11339118,jnj-17203212,True,3.0,2.0,1.0,True,3 rings
osimertinib,71496458,8.452048,7.604381,71496458,osimertinib,True,4.0,4.0,0.0,True,4+ rings
rolziracetam,71893,-1.4275504,6.8263755,71893,rolziracetam,True,2.0,0.0,2.0,True,2 rings
butenafine,2484,6.543491,2.068173,2484,butenafine,True,3.0,3.0,0.0,True,3 rings
r-428,46215462,6.0144167,7.966205,46215462,r-428,True,7.0,4.0,3.0,True,4+ rings
ml786,50992247,8.258352,7.219814,50992247,ml786,True,5.0,3.0,2.0,True,4+ rings
dacomitinib,11511120,8.704474,7.24742,11511120,dacomitinib,True,4.0,3.0,1.0,True,4+ rings
pipemidic-acid,6921791,5.5586557,8.555244,6921791,pipemidic-acid,True,3.0,2.0,1.0,True,3 rings
gimeracil,54679224,-1.3382791,6.7004447,54679224,gimeracil,True,1.0,1.0,0.0,True,1 ring
bw-a4c,6438354,9.599415,2.5329354,6438354,bw-a4c,True,2.0,2.0,0.0,True,2 rings
ds2-(806622),979718,6.6443205,7.788092,979718,ds2-(806622),True,4.0,4.0,0.0,True,4+ rings
"ici-185,282",5311390,10.059942,1.9162897,5311390,"ici-185,282",True,2.0,1.0,1.0,True,2 rings
mk-0354,11159621,5.8602843,6.940371,11159621,mk-0354,True,3.0,2.0,1.0,True,3 rings
plx4720,24180719,6.5360346,7.9163036,24180719,plx4720,True,3.0,3.0,0.0,True,3 rings
batefenterol,10372836,9.104162,3.528164,10372836,batefenterol,True,6.0,5.0,1.0,True,4+ rings
acefylline,69550,4.860368,9.223549,69550,acefylline,True,2.0,2.0,0.0,True,2 rings
fg-7142,4375,6.5511546,6.3475327,4375,fg-7142,True,3.0,3.0,0.0,True,3 rings
dronedarone,208898,9.17768,3.43885,208898,dronedarone,True,3.0,3.0,0.0,True,3 rings
pki-166,6918403,8.008773,7.699239,6918403,pki-166,True,4.0,4.0,0.0,True,4+ rings
crisdesalazine,16042343,8.363286,3.366156,16042343,crisdesalazine,True,2.0,2.0,0.0,True,2 rings
halobetasol-propionate,6918178,-3.6212173,4.9383883,6918178,halobetasol-propionate,True,4.0,0.0,4.0,True,4+ rings
azd5363,25227436,6.345172,8.140317,25227436,azd5363,True,4.0,3.0,1.0,True,4+ rings
pk-44,46208486,6.4339824,7.9840965,46208486,pk-44,True,4.0,3.0,1.0,True,4+ rings
clofilium,2798,6.6499414,2.114167,2798,clofilium,True,1.0,1.0,0.0,True,1 ring
unc0224,44251522,8.828028,7.345523,44251522,unc0224,True,4.0,2.0,2.0,True,4+ rings
pyrintegrin,46223724,8.223455,7.4251957,46223724,pyrintegrin,True,5.0,3.0,2.0,True,4+ rings
ro-1138452,9839644,9.149991,3.1421704,9839644,ro-1138452,True,3.0,2.0,1.0,True,3 rings
sulfamethoxypyridazine,5330,6.4914813,3.3396845,5330,sulfamethoxypyridazine,True,2.0,2.0,0.0,True,2 rings
bay-k-8644-(+/-),6604881,7.470049,0.9381597,6604881,bay-k-8644-(+/-),True,2.0,1.0,1.0,True,2 rings
10058-f4,1271002,6.9382586,2.077315,1271002,10058-f4,True,2.0,1.0,1.0,True,2 rings
sucrose-octaacetate,31340,-1.6422601,5.4925227,31340,sucrose-octaacetate,True,2.0,0.0,2.0,True,2 rings
avibactam,9835049,-1.4183097,6.837163,9835049,avibactam,True,2.0,0.0,2.0,True,2 rings
azd2461,44199317,7.0137334,2.4635158,44199317,azd2461,True,4.0,3.0,1.0,True,4+ rings
chlormidazole,71821,6.6327763,8.341371,71821,chlormidazole,True,3.0,3.0,0.0,True,3 rings
cvt-10216,23661666,10.528248,2.0475945,23661666,cvt-10216,True,4.0,4.0,0.0,True,4+ rings
epigallocatechin-gallate-(-),65064,10.657285,1.7811302,65064,epigallocatechin-gallate-(-),True,4.0,3.0,1.0,True,4+ rings
cinchophen,8593,7.10272,6.4913735,8593,cinchophen,True,3.0,3.0,0.0,True,3 rings
ioxilan,73416261,7.882918,3.2819307,73416261,ioxilan,True,1.0,1.0,0.0,True,1 ring
mln2480,25161177,6.573635,7.589155,25161177,mln2480,True,3.0,3.0,0.0,True,3 rings
bms-626531,59749702,6.383921,7.8105183,59749702,bms-626531,True,4.0,3.0,1.0,True,4+ rings
napamezole,55718,6.51912,2.113167,55718,napamezole,True,3.0,1.0,2.0,True,3 rings
propyl-benzoate,16846,7.879735,1.4679929,16846,propyl-benzoate,True,1.0,1.0,0.0,True,1 ring
deferasirox,214348,7.525715,7.0389247,214348,deferasirox,True,4.0,4.0,0.0,True,4+ rings
perospirone,115368,6.8947735,3.9745238,115368,perospirone,True,5.0,2.0,3.0,True,4+ rings
fomepizole,3406,-0.89511013,6.5428004,3406,fomepizole,True,1.0,1.0,0.0,True,1 ring
chlorzoxazone,2733,8.897173,3.3662112,2733,chlorzoxazone,True,2.0,2.0,0.0,True,2 rings
mirogabalin-besylate,59509752,-2.2190936,6.1479707,59509752,mirogabalin-besylate,True,2.0,0.0,2.0,True,2 rings
cefmenoxime,9570757,4.740116,7.749525,9570757,cefmenoxime,True,4.0,2.0,2.0,True,4+ rings
l-733060,132846,8.049301,1.9616911,132846,l-733060,True,3.0,2.0,1.0,True,3 rings
tenatoprazole,11552393,8.112394,7.91461,11552393,tenatoprazole,True,3.0,3.0,0.0,True,3 rings
calcium-levofolinate,135398559,7.2903066,3.2173808,135398559,calcium-levofolinate,True,3.0,2.0,1.0,True,3 rings
s-14506,131906,9.138529,3.5319257,131906,s-14506,True,4.0,3.0,1.0,True,4+ rings
bml-190,2415,7.9688864,6.4492607,2415,bml-190,True,4.0,3.0,1.0,True,4+ rings
arctigenin,64981,10.0325985,1.8588622,64981,arctigenin,True,3.0,2.0,1.0,True,3 rings
cefathiamidine,44537522,-1.7908536,7.349563,44537522,cefathiamidine,True,2.0,0.0,2.0,True,2 rings
jph203,24853505,7.9690914,6.4683733,24853505,jph203,True,4.0,4.0,0.0,True,4+ rings
nvp-231,4096211,6.6846533,7.398039,4096211,nvp-231,True,7.0,3.0,4.0,True,4+ rings
bms-309403,16122583,7.995458,6.549251,16122583,bms-309403,True,5.0,5.0,0.0,True,4+ rings
butylidenephthalide,642376,7.9181824,1.4232497,642376,butylidenephthalide,True,2.0,1.0,1.0,True,2 rings
gr-127935,107780,8.357254,7.252226,107780,gr-127935,True,5.0,4.0,1.0,True,4+ rings
nvp-tae226,9934347,8.489948,7.4411054,9934347,nvp-tae226,True,4.0,3.0,1.0,True,4+ rings
bay1217389,78320750,8.296312,7.4628053,78320750,bay1217389,True,5.0,4.0,1.0,True,4+ rings
acriflavinium,2016,6.0635867,6.5570755,2016,acriflavinium,True,3.0,3.0,0.0,True,3 rings
ly411575,10435235,7.5843368,3.3275976,10435235,ly411575,True,4.0,3.0,1.0,True,4+ rings
levodopa,6971033,8.882557,2.0114791,6971033,levodopa,True,1.0,1.0,0.0,True,1 ring
7-hydroxy-pipat,10317104,8.982823,2.0629036,10317104,7-hydroxy-pipat,True,2.0,1.0,1.0,True,2 rings
dibenzepine,9419,7.1757455,3.388725,9419,dibenzepine,True,3.0,2.0,1.0,True,3 rings
levomepromazine,72287,8.803927,3.287345,72287,levomepromazine,True,3.0,2.0,1.0,True,3 rings
meclofenamic-acid,4037,7.95075,3.3675933,4037,meclofenamic-acid,True,2.0,2.0,0.0,True,2 rings
chenodeoxycholic-acid,10133,-2.6650455,5.070327,10133,chenodeoxycholic-acid,True,4.0,0.0,4.0,True,4+ rings
selenomethionine,53262363,-1.5841472,7.029882,53262363,selenomethionine,True,0.0,0.0,0.0,False,0 rings
int-747,447715,-2.6861215,5.080362,447715,int-747,True,4.0,0.0,4.0,True,4+ rings
azd4547,51039095,8.162097,6.7441278,51039095,azd4547,True,4.0,3.0,1.0,True,4+ rings
agmatine,199,-0.99798757,6.5394278,199,agmatine,True,0.0,0.0,0.0,False,0 rings
meprednisone,5284587,-3.3907738,4.847341,5284587,meprednisone,True,4.0,0.0,4.0,True,4+ rings
st-91,20864,6.6209435,3.712173,20864,st-91,True,2.0,1.0,1.0,True,2 rings
4-phenolsulfonic-acid,4765,9.419529,1.576285,4765,4-phenolsulfonic-acid,True,1.0,1.0,0.0,True,1 ring
benidipine,656667,7.3974543,0.7267955,656667,benidipine,True,4.0,2.0,2.0,True,4+ rings
cefepime,5464263,4.7583656,7.7590275,5464263,cefepime,True,4.0,1.0,3.0,True,4+ rings
gemcitabine-elaidate,9828310,-2.6007187,8.080407,9828310,gemcitabine-elaidate,True,2.0,1.0,1.0,True,2 rings
chloropyramine,25295,6.0483775,7.6485257,25295,chloropyramine,True,2.0,2.0,0.0,True,2 rings
"1,2,3,4,5,6-hexabromocyclohexane",74603,-1.1814017,6.0839167,74603,"1,2,3,4,5,6-hexabromocyclohexane",True,1.0,0.0,1.0,True,1 ring
donepezil,1150567,9.913732,2.8858967,1150567,donepezil,True,4.0,2.0,2.0,True,4+ rings
verinurad,54767229,6.0470314,6.843794,54767229,verinurad,True,3.0,3.0,0.0,True,3 rings
bismuth-subcitrate-potassium,129856537,-1.7326106,5.700242,129856537,bismuth-subcitrate-potassium,True,1.0,0.0,1.0,True,1 ring
cysteamine,6058,-1.0100113,6.4775043,6058,cysteamine,True,0.0,0.0,0.0,False,0 rings
tofacitinib,9926791,6.2010694,8.256415,9926791,tofacitinib,True,3.0,2.0,1.0,True,3 rings
dicloxacillin,18381,8.06826,3.9068027,18381,dicloxacillin,True,4.0,2.0,2.0,True,4+ rings
etc-206,71766360,6.6314416,7.8786826,71766360,etc-206,True,5.0,4.0,1.0,True,4+ rings
a-438079,11673921,6.0050406,7.6040936,11673921,a-438079,True,3.0,3.0,0.0,True,3 rings
dopamine,681,8.96062,2.030545,681,dopamine,True,1.0,1.0,0.0,True,1 ring
linoleic-acid,5280450,-2.2454703,6.1177716,5280450,linoleic-acid,True,0.0,0.0,0.0,False,0 rings
furamidine,126437,9.746232,2.6921678,126437,furamidine,True,3.0,3.0,0.0,True,3 rings
piboserod,177336,7.8795104,6.5745616,177336,piboserod,True,4.0,2.0,2.0,True,4+ rings
gr-159897,9953599,6.1769276,6.3188763,9953599,gr-159897,True,4.0,3.0,1.0,True,4+ rings
norethindrone,6230,-3.1714559,4.746318,6230,norethindrone,True,4.0,0.0,4.0,True,4+ rings
bilastine,40467029,6.8355117,8.180713,40467029,bilastine,True,4.0,3.0,1.0,True,4+ rings
azd2014,25262792,6.4090137,7.727262,25262792,azd2014,True,5.0,3.0,2.0,True,4+ rings
sb-297006,9840971,7.372215,3.0331328,9840971,sb-297006,True,2.0,2.0,0.0,True,2 rings
lgd-6972,44625560,7.1801505,3.3801346,44625560,lgd-6972,True,5.0,5.0,0.0,True,4+ rings
droxinostat,568416,9.728409,2.2228673,568416,droxinostat,True,1.0,1.0,0.0,True,1 ring
pronethalol,25271722,8.2674,2.0399659,25271722,pronethalol,True,2.0,2.0,0.0,True,2 rings
mexeneone,71645,10.577382,1.9469643,71645,mexeneone,True,2.0,2.0,0.0,True,2 rings
aminohydroxybutyric-acid,6971281,-1.6495514,6.897237,6971281,aminohydroxybutyric-acid,True,0.0,0.0,0.0,False,0 rings
sc-9,124172,6.7303324,1.9790772,124172,sc-9,True,3.0,3.0,0.0,True,3 rings
beta-funaltrexamine,5311018,10.383624,3.2102165,5311018,beta-funaltrexamine,True,6.0,1.0,5.0,True,4+ rings
flibanserin,6918248,6.884111,3.6660612,6918248,flibanserin,True,4.0,3.0,1.0,True,4+ rings
4-iodo-l-phenylalanine,7047041,7.495894,1.8947333,7047041,4-iodo-l-phenylalanine,True,1.0,1.0,0.0,True,1 ring
betaxolol,6093355,9.450306,2.4919374,6093355,betaxolol,True,2.0,1.0,1.0,True,2 rings
cicloprofen,14694110,7.6542296,1.4344596,14694110,cicloprofen,True,3.0,2.0,1.0,True,3 rings
ikk-16,9549298,6.502578,7.715928,9549298,ikk-16,True,6.0,4.0,2.0,True,4+ rings
dmp-543,9887884,6.448817,6.7933755,9887884,dmp-543,True,5.0,4.0,1.0,True,4+ rings
zaprinast,135399235,8.313748,6.7027144,135399235,zaprinast,True,3.0,3.0,0.0,True,3 rings
zm-447439,9914412,8.653887,7.2273765,9914412,zm-447439,True,5.0,4.0,1.0,True,4+ rings
cefcapene-pivoxil,5282438,4.7561846,7.7490754,5282438,cefcapene-pivoxil,True,3.0,1.0,2.0,True,3 rings
adrenosterone,223997,-3.1845834,4.797685,223997,adrenosterone,True,4.0,0.0,4.0,True,4+ rings
betrixaban,10275777,8.261222,7.256242,10275777,betrixaban,True,3.0,3.0,0.0,True,3 rings
czc-54252,44252734,8.51324,7.5882645,44252734,czc-54252,True,4.0,3.0,1.0,True,4+ rings
mkt-077,6912334,6.0681252,6.947396,6912334,mkt-077,True,4.0,3.0,1.0,True,4+ rings
piclamilast,154575,8.076499,6.8992214,154575,piclamilast,True,3.0,2.0,1.0,True,3 rings
skf-89976a,6604015,7.527997,1.9532131,6604015,skf-89976a,True,3.0,2.0,1.0,True,3 rings
landiolol,114905,9.452625,2.5521195,114905,landiolol,True,3.0,1.0,2.0,True,3 rings
plerixafor,65015,6.612683,2.1502187,65015,plerixafor,True,3.0,1.0,2.0,True,3 rings
cct128930,17751819,6.2305117,8.189092,17751819,cct128930,True,4.0,3.0,1.0,True,4+ rings
fagomine,72259,-2.124599,6.6522064,72259,fagomine,True,1.0,0.0,1.0,True,1 ring
tecovirimat,16124688,7.075511,2.409614,16124688,tecovirimat,True,6.0,1.0,5.0,True,4+ rings
tavilermide,9808372,9.1572075,3.6393688,9808372,tavilermide,True,2.0,1.0,1.0,True,2 rings
letosteine,76956360,-1.7513812,7.3192434,76956360,letosteine,True,1.0,0.0,1.0,True,1 ring
thk5351,91936858,8.463314,7.264214,91936858,thk5351,True,3.0,3.0,0.0,True,3 rings
choline,305,-1.3514595,6.473935,305,choline,True,0.0,0.0,0.0,False,0 rings
alpha-tochopheryl-acetate,9804881,9.900342,1.5787873,9804881,alpha-tochopheryl-acetate,True,2.0,1.0,1.0,True,2 rings
naloxone-benzoylhydrazone,9601084,10.4047165,3.2250233,9601084,naloxone-benzoylhydrazone,True,6.0,2.0,4.0,True,4+ rings
guaiacol,460,9.684208,1.8656923,460,guaiacol,True,1.0,1.0,0.0,True,1 ring
paracetamol,1983,8.676598,3.2549531,1983,paracetamol,True,1.0,1.0,0.0,True,1 ring
