name,pubchem_cid,UMAP1,UMAP2,pubchem_cid_clean,name_clean,valid_smiles_ring,ring_count,aromatic_ring_count,aliphatic_ring_count,has_ring,ring_category
ha-130,46911532.0,9.61154,-0.1307222,46911532,ha-130,True,4.0,3.0,1.0,True,4+ rings
pd-407824,4369491.0,9.204985,0.08986792,4369491,pd-407824,True,5.0,4.0,1.0,True,4+ rings
bx-912,11754511.0,10.657931,-0.84289396,11754511,bx-912,True,4.0,3.0,1.0,True,4+ rings
itopride,3792.0,11.33531,0.883792,3792,itopride,True,2.0,2.0,0.0,True,2 rings
azm-475271,5330175.0,11.421829,-1.3097731,5330175,azm-475271,True,4.0,3.0,1.0,True,4+ rings
cilazapril,56330.0,11.903695,-0.5382973,56330,cilazapril,True,3.0,1.0,2.0,True,3 rings
methylprednisolone-sodium-succinate,16923.0,7.526188,4.179156,16923,methylprednisolone-sodium-succinate,True,4.0,0.0,4.0,True,4+ rings
benfluralin,2319.0,7.7610583,-0.9712967,2319,benfluralin,True,1.0,1.0,0.0,True,1 ring
"cp-105,696",9867257.0,7.419057,1.5055252,9867257,"cp-105,696",True,5.0,3.0,2.0,True,4+ rings
nedocromil,50294.0,11.223852,-0.21667284,50294,nedocromil,True,3.0,3.0,0.0,True,3 rings
l-ergothioneine,3037043.0,9.2817135,0.41573444,3037043,l-ergothioneine,True,1.0,1.0,0.0,True,1 ring
ikk-2-inhibitor,2807869.0,9.14953,0.029151676,2807869,ikk-2-inhibitor,True,2.0,2.0,0.0,True,2 rings
modaline,17860.0,10.624989,-0.17382932,17860,modaline,True,2.0,1.0,1.0,True,2 rings
ite,4668801.0,8.599755,0.46781418,4668801,ite,True,3.0,3.0,0.0,True,3 rings
istaroxime,9841834.0,7.9749336,3.4111001,9841834,istaroxime,True,4.0,0.0,4.0,True,4+ rings
antimonyl,,7.8710146,1.7992547,,antimonyl,True,5.0,0.0,5.0,True,4+ rings
