minimum_test_signatures,n_compounds,count_adjusted_spearman,spearman_pvalue,count_adjusted_pearson,pearson_pvalue,linear_r2
10,108,-0.39174216658568883,2.758089328239259e-05,-0.4268724974800255,4.085041069548347e-06,0.18222012910483454
