compound_embedding_row_index,compound_name,n_test_signatures,n_test_cell_lines,mean_response_mse,median_response_mse,mean_response_mae,mean_response_cosine,mean_response_pearson,source_normalized_inverted_score,n_profiles
6874,4-methoxy-6-phenyl-1H-pyrimidine-2-thione; BRD-K03954795,1,1,0.8674435,0.8674435,0.74324274,0.617131769657135,0.6122210621833801,0.4624491662917555,1
6886,"3,4,5-Trimethoxybenzoic Acid; eudesmic-acid",1,1,0.7782898,0.7782898,0.6986785,0.6098333597183228,0.6088343262672424,0.5656873366418333,1
6892,"2-thiophen-2-yl-1-[(E)-3-(3,4,5-trimethoxyphenyl)prop-2-enoyl]-2,3-dihydropyridin-6-one; BRD-A43155244",14,10,0.59148896,0.5779942,0.6070855,0.6678171242986407,0.6663835006100791,0.7222227306303297,14
6897,"1-[(E)-3-[3,5-dimethoxy-4-(2-morpholin-4-ylethoxy)phenyl]prop-2-enoyl]piperidin-2-one; CT-200783",18,16,0.77285236,0.7453915,0.69581795,0.6104685597949557,0.6067443688710531,0.5583025169592046,18
6906,5-Chloro-4-(1H-indol-3-yl)-N-(2-methoxy-4-(4-(4-methylpiperazin-1-yl)piperidin-1-yl)phenyl)pyrimidin-2-amine; HG-14-10-04,23,16,0.66643625,0.6193571,0.6479623,0.6481152876563694,0.6488448666489642,0.7492871797531938,23
6910,"3-[2-(tert-butylamino)-2-oxoethoxy]-N-(4-chloro-2,5-dimethoxyphenyl)naphthalene-2-carboxamide; ST-4066738",4,4,0.82531345,0.84378564,0.7147071,0.6213907152414322,0.6201525181531906,0.5289729440364938,4
6914,"2-[2-methoxy-4-(methylthio)phenyl]-3H-imidazo[4,5-c]pyridine; EMD-41000",1,1,0.69563645,0.69563645,0.65905225,0.6381691694259644,0.641013503074646,0.3982080264688955,1
6917,(+)-Boldine; boldine,1,1,0.8523588,0.8523588,0.75664663,0.5892483592033386,0.5868106484413147,1.0,5
6960,2-[[[2-[[(4-Methoxyphenyl)-oxomethyl]amino]phenyl]-oxomethyl]amino]-3-methylbutanoic acid; BRD-A36884011,1,1,0.45780826,0.45780826,0.5357324,0.638383686542511,0.6354010701179504,0.4170209031817141,1
6969,"6-[4-methoxy-3-(3-oxolanyloxy)phenyl]-3-[2-(trifluoromethyl)phenyl]-7H-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazine; BRD-A01999384",1,1,1.11393,1.11393,0.8357024,0.6446359157562256,0.6433392763137817,0.8347091599731133,1
6976,"6-[3-(cyclopropylmethoxy)-4-methoxyphenyl]-3-(2-methoxyphenyl)-7H-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazine; BRD-K49712247",12,8,0.71667814,0.7056969,0.6750074,0.6506276875734329,0.6519892861445745,0.8245705013371172,12
6988,"BRD-A98248982; N-[2-(3,4-dimethoxyphenyl)ethyl]-1-[(3,4-dimethoxyphenyl)methyl]-N-methyl-3-piperidinecarboxamide",3,3,0.7682,0.75882715,0.6988444,0.6011524796485901,0.5965500275293986,0.1942178052022629,3
6990,"(3S,4S)-3-[4-(hydroxymethyl)phenyl]-N-[2-(4-methoxyphenyl)ethyl]-4-methyl-2-(5-methyl-2-pyridinyl)-1-oxo-3H-isoquinoline-4-carboxamide; BRD-K63549648",1,1,0.8345348,0.8345348,0.7359393,0.5741883516311646,0.5758376717567444,0.0,1
6991,"6-amino-1-(3,4-dimethoxyphenethyl)-2-thioxo-2,3-dihydropyrimidin-4(1H)-one; BRD-K70917163",2,2,0.6567154,0.6567154,0.6579318,0.5888064205646515,0.6070647835731506,0.5469103567459079,2
7020,"1-[(2S,3R,6R)-6-[2-[[(2,5-difluoroanilino)-oxomethyl]amino]ethyl]-2-(hydroxymethyl)-3-oxanyl]-3-(4-methoxyphenyl)urea; BRD-K01070670",1,1,0.5673543,0.5673543,0.5909338,0.613616406917572,0.6169955730438232,0.4204784490619793,1
7021,"1-[(2R,3S)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[(4-phenylphenyl)methyl]amino]methyl]-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-3-(4-methoxyphenyl)urea; SA-90030",1,1,0.773998,0.773998,0.7107623,0.6320276260375977,0.6315994262695312,0.8344518059707511,1
7064,4-methoxy-N-[[4-[oxo-[4-(phenylmethyl)-1-piperazinyl]methyl]phenyl]methyl]benzenesulfonamide; BRD-K43782924,2,2,0.82235104,0.82235104,0.72314185,0.6738272905349731,0.6780083477497101,0.6096414464862551,2
7069,"3-cyclohexyl-1-[[(2R,3S)-5-[(2R)-1-hydroxypropan-2-yl]-10-[(4-methoxyphenyl)sulfonylamino]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-2-yl]methyl]-1-methylurea; BRD-K22828860",1,1,1.021292,1.021292,0.80654776,0.5710021257400513,0.573516309261322,0.5064483341198818,1
7092,"(1S)-1'-[(2,5-difluorophenyl)methyl]-N-(4-fluorophenyl)-1-(hydroxymethyl)-7-methoxy-2-spiro[3,9-dihydro-1H-pyrido[3,4-b]indole-4,3'-azetidine]carboxamide; BRD-K28138218",6,5,0.62134105,0.60657406,0.6255145,0.6908037662506104,0.6910487612088522,0.6896716236051481,6
7101,"2-(4-Fluorophenyl)-6-methoxy-1,3-benzothiazole; BRD-K25150581",1,1,0.8673558,0.8673558,0.74104714,0.6419875025749207,0.6384894847869873,0.427441449985681,1
7103,"BRD-K57309821; N-[6-methoxy-1-(2-methylpropyl)-3-pyrazolo[3,4-b]quinolinyl]-3-methylbutanamide",5,4,0.9023315,0.8950182,0.76178044,0.6261097192764282,0.6246726393699646,0.4396982031069016,5
7124,2-(3-Methoxyphenyl)-4-propan-2-yloxyquinazoline; BRD-K77014406,5,3,0.9148881,0.9623903,0.7722455,0.6481261730194092,0.6478131413459778,0.5129437976998077,5
7132,"2-[(2R,3R,6S)-2-(hydroxymethyl)-3-[(3-methoxyphenyl)carbamoylamino]-3,6-dihydro-2H-pyran-6-yl]-N-(4-phenylphenyl)acetamide; BRD-K22428007",9,6,0.7894392,0.81703776,0.7041578,0.5825108289718628,0.5840824908680387,0.4616889764090059,9
7133,"2,3-dimethoxy-N-[4-(1-piperidinyl)phenyl]aniline; BRD-K11928012",2,2,0.76409245,0.76409245,0.68316877,0.6146969199180603,0.6252340376377106,0.6305956758302436,2
7144,Efflux inhibitor-1; KU-C104486,7,6,0.6971007,0.7059608,0.668279,0.6329220192773002,0.6333132982254028,0.742954649104318,7
7173,"(8S,9S,10R)-9-[4-(3-cyanophenyl)phenyl]-10-(hydroxymethyl)-N-(2-methoxyphenyl)-1,6-diazabicyclo[6.2.0]decane-6-carboxamide; SA-1921617",2,2,0.8273947,0.8273947,0.7383517,0.5960328876972198,0.6016940176486969,0.6236918485656393,2
7182,"BRD-K55502647; N-(2-methoxyphenyl)-4,6-bis(4-morpholinyl)-1,3,5-triazin-2-amine",2,2,1.0856062,1.0856062,0.82662624,0.6281415522098541,0.6303081810474396,0.4814741286903202,2
7184,"2-[[4-(2-Methoxyanilino)-6-(1-pyrrolidinyl)-1,3,5-triazin-2-yl]amino]ethanol; BRD-K12540328",1,1,0.7406715,0.7406715,0.70636487,0.6695080399513245,0.6694579720497131,0.5241187759388142,1
7188,(E)-3-[1-(benzenesulfonyl)pyrrol-2-yl]-2-methylsulfonylprop-2-enenitrile; BRD-K31412180,2,2,0.9158968,0.9158968,0.742003,0.6506215631961823,0.6483426690101624,0.5408984111369657,2
7190,"4-(3-hydroxypropyl)-2-[4-(1-pyrrolidinylmethyl)phenyl]-1-[[3-(trifluoromethoxy)phenyl]methyl]-2H-azocine-6,7-dicarboxylic acid bis(2-methylsulfonylethyl) ester; BRD-A84102390",2,2,0.75267214,0.75267214,0.6783452,0.6196100115776062,0.6164997518062592,0.5838807128193617,2
7196,(2-Morpholin-4-yl-2-oxoethyl) 4-methylsulfonyl-3-nitrobenzoate; BRD-K10057859,6,4,0.722312,0.77196455,0.6675957,0.639136403799057,0.6381081243356069,0.7273633748243443,6
7224,"1-[[(3R,9R,10R)-16-(benzenesulfonamido)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-9-yl]methyl]-3-(4-fluorophenyl)-1-methylurea; BRD-K36022244",1,1,0.8083669,0.8083669,0.7135729,0.6266857981681824,0.631829559803009,0.7209095665090215,1
7241,"1-[(3R,9R,10R)-9-[[(4-fluorophenyl)sulfonyl-methylamino]methyl]-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3-phenylurea; BRD-K79131428",5,4,0.7144444,0.6489462,0.67473197,0.6189482927322387,0.6216517329216004,0.8658514958183685,5
7254,"1-[[(3R,9S,10R)-16-(benzenesulfonamido)-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-9-yl]methyl]-3-(4-fluorophenyl)-1-methylurea; BRD-K32582686",3,2,0.7936616,0.7574439,0.7172485,0.594428559144338,0.5952311158180237,0.7396104931401974,3
7257,"BRD-K50204028; N-[(3R,9S,10R)-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[(1-naphthalenylamino)-oxomethyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-4-pyridinecarboxamide",8,6,0.736845,0.752631,0.6821225,0.6199951842427254,0.6188200861215591,0.8214974580412385,8
7306,"BRD-K62719675; N-[(3S,9S,10R)-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[(1-naphthalenylamino)-oxomethyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-4-pyridinecarboxamide",1,1,0.6575365,0.6575365,0.6502991,0.6777345538139343,0.678199052810669,0.8187374134879714,1
7323,"1-[(2S,3R)-2-[[(4-chlorophenyl)sulfonyl-methylamino]methyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-3-(4-fluorophenyl)urea; BRD-K88217904",1,1,0.65239584,0.65239584,0.657676,0.6548037528991699,0.6535166501998901,0.9290493881395204,1
7348,"1-[(2R,3R)-2-[[(4-fluorophenyl)sulfonyl-methylamino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-3-[4-(trifluoromethyl)phenyl]urea; BRD-K36754064",1,1,1.0516229,1.0516229,0.79348445,0.5791094899177551,0.5770666599273682,0.6342300182077726,1
7351,"(2S)-2-(dimethylamino)-N-[[(10R,11R)-13-[(2R)-1-hydroxypropan-2-yl]-11,16-dimethyl-14-oxo-9-oxa-13,16-diazatetracyclo[13.7.0.02,7.017,22]docosa-1(15),2,4,6,17,19,21-heptaen-10-yl]methyl]-N-methyl-3-phenylpropanamide; BRD-K78822642",4,4,0.57642365,0.52352846,0.60123193,0.6691990047693253,0.6678004562854767,0.5328218376688981,4
7355,"BRD-K65455015; N-[(3S,9S,10R)-9-[[benzenesulfonyl(methyl)amino]methyl]-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-4-(dimethylamino)butanamide",1,1,0.73995703,0.73995703,0.70374364,0.5597633719444275,0.5545362830162048,0.7592697089802662,1
7361,"1-[(2R,3R)-2-[[benzenesulfonyl(methyl)amino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-3-[4-(trifluoromethyl)phenyl]urea; BRD-K55179756",1,1,0.7381179,0.7381179,0.6542568,0.6040787100791931,0.608641505241394,0.4172188030810969,1
7364,"1-[(2S,3R)-2-[(dimethylamino)methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-3-phenylurea; BRD-K71672862",1,1,0.78075564,0.78075564,0.7289725,0.605189859867096,0.5991730690002441,0.7203737784725017,1
7365,"1-[(2S,3R)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]methyl]-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-3-phenylurea; BRD-K69347381",1,1,0.99354804,0.99354804,0.80480963,0.6384040713310242,0.6451320052146912,0.7624807259920137,1
7366,"1-[(2R,3R)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]methyl]-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-3-phenylurea; BRD-K63368502",1,1,1.0728726,1.0728726,0.823161,0.6165332198143005,0.6185245513916016,0.7814464165761223,1
7375,"BRD-K73945663; N-(2-aminophenyl)-N'-[(2S,3R)-2-[[(4-chlorophenyl)sulfonyl-methylamino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]heptanediamide",4,3,0.7827962,0.7629055,0.6974048,0.6654570996761322,0.6660039275884628,0.8589385181373018,4
7380,"1-[(2S,3R)-2-[[(4-chlorophenyl)sulfonyl-methylamino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-3-(4-fluorophenyl)urea; BRD-K28377013",2,2,0.87511384,0.87511384,0.7258003,0.6230241358280182,0.6283156275749207,0.8953839767449858,2
7398,Taurodeoxycholic Acid; taurodeoxycholic-acid,1,1,0.7895564,0.7895564,0.71728647,0.538645327091217,0.5482738614082336,0.5808267724259103,1
7408,"BRD-K43226598; N'-(2-aminophenyl)-N-[(2S,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[(4-phenylphenyl)methyl]amino]methyl]-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]heptanediamide",6,4,0.8018353,0.8218502,0.7239594,0.6457998752593994,0.6451548039913177,0.901166547302858,6
7413,"BRD-K60067222; N-(2-aminophenyl)-4-[[[(2S,3S)-8-(dimethylamino)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-2-yl]methyl-methylamino]methyl]benzamide",6,5,0.7793309,0.7154442,0.70092726,0.6538353661696116,0.6533101797103882,0.8034649179880464,6
7421,"(8S,9S)-9-[[2,3-dihydro-1,4-benzodioxin-6-ylmethyl(methyl)amino]methyl]-6-[(2R)-1-hydroxypropan-2-yl]-8-methyl-10-oxa-1,6,13,14-tetrazabicyclo[10.2.1]pentadeca-12(15),13-dien-5-one; BRD-K38594532",1,1,0.727588,0.727588,0.6851479,0.6973138451576233,0.6922684907913208,0.757791349056417,1
7422,"(3S,9S,10S)-9-[[1,3-benzodioxol-5-ylmethyl(methyl)amino]methyl]-16-(dimethylamino)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-13-one; SD-6-035-A3",1,1,1.0761137,1.0761137,0.8281406,0.6622990965843201,0.6576593518257141,0.8799618184723892,1
7455,"(3S,9R,10S)-9-[[1,3-benzodioxol-5-ylmethyl(methyl)amino]methyl]-16-(dimethylamino)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-13-one; SD-6-035-A11",4,3,0.6785419,0.65931404,0.66202295,0.6293106526136398,0.6294171959161758,0.8487247461130663,4
7468,(2S)-2-amino-N-[(2S)-1-[[(2S)-4-chloro-3-oxo-1-phenylbutan-2-yl]amino]-1-oxopropan-2-yl]propanamide; BRD-K93080877,3,3,0.7350567,0.7696438,0.671377,0.648803194363912,0.6469745834668478,0.4706747411523397,3
7481,"BRD-K24754728; N-[(3S,9S,10S)-9-[[[anilino(oxo)methyl]-methylamino]methyl]-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]cyclohexanecarboxamide",2,2,0.8676578,0.8676578,0.74721134,0.6080678999423981,0.6068325340747833,0.8008133802887598,2
7487,"1-[[(8S,9S)-6-[(2S)-1-hydroxypropan-2-yl]-8-methyl-5-oxo-10-oxa-1,6,13,14-tetrazabicyclo[10.2.1]pentadeca-12(15),13-dien-9-yl]methyl]-1-methyl-3-phenylurea; BRD-K26581628",1,1,0.7418047,0.7418047,0.6847607,0.5965149402618408,0.59288090467453,0.27982607345457,1
7510,"BRD-K32568627; N-[(2R,3S)-2-[[1,3-benzodioxol-5-ylmethyl(methyl)amino]methyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-2-(1-methyl-3-indolyl)acetamide",3,3,0.8644751,0.8490421,0.75513154,0.6204754114151001,0.6205111543337504,0.6846770520569668,3
7532,"BRD-K57678861; N-(2-aminophenyl)-4-[[[(2R,3S)-10-[[anilino(oxo)methyl]amino]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-2-yl]methyl-methylamino]methyl]benzamide",5,4,0.9140812,0.91005975,0.7634188,0.6285997986793518,0.6269610404968262,0.8342541117302151,5
7541,"(2S,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6S)-4,5-dihydroxy-6-[(2R,3R,4S,5S,6R)-5-hydroxy-2-[[(1S,2S,4S,5R,9R,10S,13S,17S,18R)-2-hydroxy-9-(hydroxymethyl)-4,5,9,13,20,20-hexamethyl-24-oxahexacyclo[15.5.2.01,18.04,17.05,14.08,13]tetracos-15-en-10-yl]oxy]-6-methyl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-4-yl]oxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol; BRD-A14178283",6,6,0.69672006,0.6881189,0.6551184,0.6344328125317892,0.6357924044132233,0.6893969708893326,6
7543,"(10R,13S)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-dione; BRD-A95513702",3,3,0.65755624,0.62614816,0.6425931,0.6126697858174642,0.6115259528160095,0.7481872522939677,3
7544,"4-[2-[(8S,10R,11S,13S,14S,17R)-11,17-dihydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethoxy]-4-oxobutanoic acid; BRD-K09295900",3,2,0.65958685,0.6958612,0.65786976,0.7089110215504965,0.7070727348327637,0.872230432472498,3
7570,Eugenitol; eugenitol,4,3,0.7254102,0.6810651,0.6889525,0.6055801510810852,0.6030108034610748,0.8157391295199311,4
7573,2-[(7-Hydroxy-4-methyl-2-oxo-1-benzopyran-8-yl)methylamino]-4-methylpentanoic acid; ST-208960,1,1,0.7740044,0.7740044,0.6887665,0.6999796628952026,0.7060626149177551,0.0246152232384351,1
7575,"2-chloro-1-{1-[2-(4-chlorophenyl)ethyl]-2,5-dimethyl-1H-pyrrol-3-yl}ethan-1-one; BRD-K79390395",8,6,0.6924895,0.69392383,0.65553135,0.636309303343296,0.6350557804107666,0.7060452052750992,8
7582,"8,10-Dimethyl-4-(2-methylphenyl)-1,3-dihydropyrido[2,3]thieno[2,4-d][1,4]diazepine-2,5-dione; BRD-K26048285",1,1,0.6288631,0.6288631,0.6486598,0.5129033327102661,0.5100080370903015,0.0648211071189208,1
7587,"BRD-K69396629; N-(2,3-dihydro-1H-inden-5-yl)-5,7-dimethyl-3-pyrazolo[1,5-a]pyrimidinecarboxamide",1,1,1.0554626,1.0554626,0.8057872,0.5303550362586975,0.5315709710121155,0.0854913636620827,1
7589,"2-(4,6-Dimethyl-2-pyrimidinyl)-4-[(4-fluorophenyl)thio]-5-methyl-3-pyrazolamine; BRD-K12707296",1,1,1.1350925,1.1350925,0.857192,0.5265827775001526,0.518896222114563,0.4342969941619379,1
7599,2-[[1-[(3-bromophenyl)methyl]-3-indolyl]sulfonyl]-N-(5-methyl-3-isoxazolyl)acetamide; VU-0402604,3,2,0.7594072,0.76023746,0.68376285,0.6229450901349386,0.622819741566976,0.4045968185442463,3
7604,"BRD-K38061943; N-(4-chloro-3-methylphenyl)-2-oxo-3,4-dihydro-1H-quinoline-6-sulfonamide",3,3,0.83269006,0.80535674,0.73518413,0.5780923763910929,0.5761638283729553,0.2945969124964334,3
7619,"1-[2-(4-Methylphenyl)-3-indolizinyl]-2-[(5-methyl-1,3,4-thiadiazol-2-yl)thio]ethanone; BRD-K02223034",2,2,0.8075659,0.8075659,0.72363114,0.6117632389068604,0.6099340319633484,0.2580021876325663,2
7621,"2-cyclopropyl-N-[[(4R,5R)-2-[(2S)-1-hydroxypropan-2-yl]-4-methyl-8-(4-methylphenyl)-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-N-methylacetamide; BRD-K75636715",3,3,0.704752,0.65775096,0.6503696,0.6616909503936768,0.6611606280008951,0.5395547967082992,3
7627,"2-Amino-1-(4-methylphenyl)-6-oxo-4-phenylpyridine-3,5-dicarbonitrile; BRD-K50776152",4,4,0.81335366,0.8259276,0.72132415,0.6622432172298431,0.6611266136169434,0.5836156582954066,4
7631,"ARG-CSC-81; N-(4,5-dihydro-1,3-thiazol-2-yl)-3-(4-methylphenyl)acrylamide",2,2,0.76982814,0.76982814,0.70573175,0.6298505961894989,0.6289672553539276,0.1121938979956302,2
7632,4-methyl-N-(2-phenylphenyl)-3-(phenylsulfamoyl)benzamide; BRD-K44931544,1,1,0.5283522,0.5283522,0.5739802,0.5966632962226868,0.5940914750099182,0.627916899239909,1
7638,"1-[2-(2,5-dimethylphenoxy)ethyl]indole-3-carboxylic Acid; BRD-K76595177",2,1,0.83554816,0.83554816,0.73698914,0.6333584487438202,0.629544734954834,0.8532626027247785,2
7643,6-(2-methyl-3-furanyl)-N-[(5-methyl-2-furanyl)methyl]-4-quinazolinamine; BRD-K74980345,5,4,0.9178727,0.97617596,0.7671568,0.6538520216941833,0.6574761033058166,0.5228096638977389,5
7646,"2-[5-[(4-Methylphenyl)methylthio]-4-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]pyridine; KU-C103898N",4,4,0.82402575,0.8295847,0.7185383,0.6409287005662918,0.6413503140211105,0.4841392686968937,4
7662,"3-[(4-Methylanilino)methyl]-1,3-benzoxazol-2-one; BRD-K66224104",1,1,0.80932105,0.80932105,0.7219442,0.6865782737731934,0.6842136979103088,0.0802142043942474,1
7670,VU-0418000-1; [1-[3-(4-Methylphenoxy)propyl]-4-piperidinyl]-diphenylmethanol,3,2,0.7655778,0.73240733,0.68703556,0.5883552233378092,0.5837180415789286,0.791195105530055,3
7674,"3,5-Dimethyl-4-[(4-methylphenyl)sulfonyl-phenylmethyl]-1,2-oxazole; BRD-A45206415",1,1,0.9335417,0.9335417,0.7861049,0.6201730370521545,0.6227758526802063,0.5641105876560565,1
7681,4-methyl-N-[[4-[oxo-[4-(phenylmethyl)-1-piperazinyl]methyl]phenyl]methyl]benzenesulfonamide; BRD-K16472144,3,3,0.8479924,0.81404924,0.7355705,0.6405603488286337,0.6418354908625284,0.5581403269141272,3
7685,BRD-K50311478; N-[(2R)-4-chloro-3-oxo-1-phenylbutan-2-yl]-4-methylbenzenesulfonamide,7,5,0.8342797,0.78402424,0.7243368,0.6086477722440448,0.6099085807800293,0.4684012004071013,7
7687,"N-[3-(2,1,3-benzothiadiazol-4-ylamino)-2-quinoxalinyl]-4-methylbenzenesulfonamide; SAR-245408",13,8,0.737903,0.75472724,0.6863549,0.6294473363802984,0.6286976337432861,0.5540651489259734,13
7696,(E)-2-(6-methyl-1H-benzimidazol-2-yl)-3-(5-methylfuran-2-yl)prop-2-enenitrile; BAS-09104376,2,2,0.8246133,0.8246133,0.71150434,0.6061881482601166,0.6020600497722626,0.6811957447897903,2
7703,"BRD-K73008154; [(8S,9S,10S)-6-(2-fluorophenyl)sulfonyl-9-[4-(3-methylphenyl)phenyl]-1,6-diazabicyclo[6.2.0]decan-10-yl]methanol",8,8,0.70852154,0.70856905,0.6711243,0.5771346464753151,0.5826637372374535,0.6250915439805937,8
7706,BRD-K45443730; [1-(3-Methylphenyl)-5-benzimidazolyl]-(1-piperidinyl)methanone,3,3,0.93889266,0.92216825,0.7840473,0.6218064427375793,0.6210609475771586,0.5492166088216595,3
7729,"1-[(4-Chlorophenyl)methyl]-4-[4-(2-methylphenyl)-1-piperazinyl]pyrazolo[3,4-d]pyrimidine; BRD-K53566850",1,1,1.004049,1.004049,0.8002645,0.5788202881813049,0.5766991376876831,0.5125216735686537,1
7730,1-(2-Methylphenyl)-3-[[1-[4-(4-morpholinylsulfonyl)phenyl]-4-piperidinyl]methyl]urea; BRD-K23978082,1,1,0.858218,0.858218,0.72253287,0.6048946976661682,0.6005005240440369,0.1070736704500853,1
7737,4-[(1-methyl-2-oxo-4-quinolinyl)oxy]-N-(4-methyl-2-pyridinyl)butanamide; BRD-K84203638,22,6,0.73092747,0.6762122,0.6756985,0.6220684837211262,0.6162610501050949,0.8317083382003987,22
7742,6-(3-furanyl)-N-methyl-N-[(3-methyl-2-thiophenyl)methyl]-4-quinazolinamine; BRD-K17025677,8,7,0.8665092,0.8426254,0.75150496,0.6299914866685867,0.6334638968110085,0.6982653618831979,8
7745,"N-[(3R,5S)-5-(hydroxymethyl)-3-pyrrolidinyl]-4-methyl-5-isoquinolinesulfonamide; TUL-XX025TFA",2,2,0.7316676,0.7316676,0.68888474,0.6412556171417236,0.6369629204273224,0.5788746960447524,2
7754,"BRD-A11929187; [4-(2,7-Dimethyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-yl)-1-piperazinyl]-(2-furanyl)methanone",2,2,0.79488,0.79488,0.7069956,0.6294605731964111,0.628667950630188,0.355052176764202,2
7755,"2-Furanyl-[4-(2-methyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-yl)-1-piperazinyl]methanone; BRD-K91134378",1,1,0.8346409,0.8346409,0.738309,0.5671314597129822,0.5695512890815735,0.602201784444484,1
7759,"1-(3,4-Dihydroxyphenyl)-2-(2-methyl-1-imidazolyl)ethanone; BRD-K89190195",2,2,0.84909475,0.84909475,0.7645803,0.6057822704315186,0.6104070544242859,0.4249015398575727,2
7773,"BRD-K78559095; N-[(2S,3R)-2-[[(3,5-dimethyl-4-isoxazolyl)sulfonyl-methylamino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-2-pyrazinecarboxamide",1,1,0.94002527,0.94002527,0.7812077,0.5975419878959656,0.5961298942565918,0.6910248120763411,1
7779,"BRD-K79947405; N-[(3R,9R,10S)-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3,5-dimethyl-4-isoxazolesulfonamide",2,2,0.6991211,0.6991211,0.6744684,0.6578091979026794,0.6575616002082825,0.8264427026266229,2
