compound_embedding_row_index,compound_name,n_profiles,actual_predictability,predicted_predictability,source_normalized_inverted_score,mean_source_normalized_error_z,target_handoff_difference,absolute_target_handoff_difference
3459,"9-(6-Aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-2",98,0.93574995,0.8311734,0.9357499656084424,-0.5528460327158488,-1.5608442316406013e-08,1.5608442316406013e-08
5,Pralatrexate; pralatrexate,89,0.9354466,0.82335985,0.9354466145908806,-0.5513416617892783,-1.4590880614839818e-08,1.4590880614839818e-08
6372,MLN-9708; Mln9708,86,0.9348374,0.8434452,0.934837399200004,-0.5483204557639264,7.999960693894081e-10,7.999960693894081e-10
998,CYT-997; Lexibulin,85,0.9344735,0.8239315,0.934473538218865,-0.5465160053099992,-3.8218865072714436e-08,3.8218865072714436e-08
6997,"1-[(3R,9S,10S)-12-[(2S)-1-hydroxypropan-2-yl]-9-[[(4-methoxyphenyl)methyl-methylamino]methyl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3-[4-(trifluoromethyl)phenyl]urea; BRD-K80786583",27,0.93436193,0.8305055,0.9343619515432068,-0.545962627404753,-2.154320677405508e-08,2.154320677405508e-08
7446,"BRD-K58479490; N-(2-aminophenyl)-4-[[[(2R,3S)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-9-[[oxo-[4-(trifluoromethyl)anilino]methyl]amino]-2,3,4,7-tetrahydro-1,5-benzoxazonin-2-yl]methyl-methylamino]methyl]benzamide",24,0.9341607,0.8278481,0.9341606917270376,-0.544964544660328,8.272962315203358e-09,8.272962315203358e-09
736,Thapsigargin; thapsigargin,84,0.9335373,0.8728024,0.933537300649909,-0.5418730389193767,-6.499090154932219e-10,6.499090154932219e-10
4757,alvespimycin,111,0.9787444,0.91724795,0.9787443935123648,-0.766062945133227,6.487635206831044e-09,6.487635206831044e-09
747,"1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-1",165,0.93151283,0.843577,0.9315128067172488,-0.5318332182594966,2.3282751171471716e-08,2.3282751171471716e-08
1443,BRD-K89997465; Chlorpromazine,55,0.9319946,0.8290256,0.9319946068789338,-0.5342225498051149,-6.87893375594939e-09,6.87893375594939e-09
631,(S)-Crizotinib; Crizotinib; crizotinib,460,0.9537751,0.8121026,0.9537750937930022,-0.6422358063401815,6.206997804625303e-09,6.206997804625303e-09
743,"(3S,6S,9S,12R)-3-[(2S)-butan-2-yl]-6-[(1-methoxyindol-3-yl)methyl]-9-(6-oxooctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone; Apicidin",92,0.935299,0.84639347,0.9352989936573622,-0.5506095836761964,6.342637748346647e-09,6.342637748346647e-09
5086,genistein,47,0.941713,0.821169,0.9417129484892016,-0.5824175111752042,5.1510798404486025e-08,5.1510798404486025e-08
527,Triptolide (PG490); triptolide,127,0.9325779,0.87285644,0.9325779055333792,-0.5371152301867675,-5.533379199285093e-09,5.533379199285093e-09
250,Pharmakon1600-01500231; dexamethasone-acetate,21,0.923443,0.8221884,0.9234430289305268,-0.4918137741719002,-2.8930526752013463e-08,2.8930526752013463e-08
457,Delanzomib; delanzomib,92,0.92331344,0.83802205,0.9233134340611,-0.4911710904737691,5.938900038415795e-09,5.938900038415795e-09
2916,LY-2603618; Rabusertib,30,0.9223703,0.81305873,0.9223702874128404,-0.4864938607465111,1.2587159536892045e-08,1.2587159536892045e-08
1471,Abexinostat; PCI-24781,117,0.9791202,0.8278991,0.9791201853585024,-0.7679265628402504,1.4641497569911621e-08,1.4641497569911621e-08
5349,"bruceantin; methyl (1R,2S,3R,6R,8S,13S,14R,15R,16S,17S)-3-[(E)-3,4-dimethylpent-2-enoyl]oxy-15,16-dihydroxy-9,13-dimethyl-4,10,11-trioxo-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadecane-17-carboxylate",82,0.9364466,0.8796705,0.9364466015090166,-0.5563007723888934,-1.5090165783604448e-09,1.5090165783604448e-09
6351,"(8S,9R,13S,14S,16R)-17-[(E,2R)-2,6-dihydroxy-6-methyl-3-oxohept-4-en-2-yl]-16-hydroxy-4,4,9,13,14-pentamethyl-1,7,8,10,12,15,16,17-octahydrocyclopenta[a]phenanthrene-2,3,11-trione; BRD-A49680073",20,0.9211745,0.89100903,0.9211745007969456,-0.4805637450877827,-7.969456206069481e-10,7.969456206069481e-10
3502,Cladribine; cladribine,53,0.9205965,0.80574924,0.9205964727394622,-0.4776972025213219,2.7260537827089593e-08,2.7260537827089593e-08
575,TW-37,136,0.92035604,0.8206026,0.9203560332045652,-0.4765048206766708,6.795434881468054e-09,6.795434881468054e-09
1703,Genz-644282; genz-644282,78,0.91984713,0.84323424,0.91984713438195,-0.4739811021163643,-4.381950025056369e-09,4.381950025056369e-09
4246,"N-([1,1'-Biphenyl]-4-ylmethyl)-6-phenyl-3-(pyridin-2-yl)-1,2,4-triazin-5-amine; VU-0418946-1",55,0.9191047,0.8352764,0.9191047138964168,-0.4702993086524635,-1.3896416795056155e-08,1.3896416795056155e-08
4764,YM-155,219,0.92397904,0.83165944,0.9239790339380716,-0.4944719170597267,6.06192840368891e-09,6.06192840368891e-09
2090,KU-0063794; Ku-0063794,77,0.9185589,0.86802703,0.9185589017271972,-0.4675925303289829,-1.7271972740928732e-09,1.7271972740928732e-09
2385,5-(6-((4-Methyl-1-piperazinyl)methyl)-1H-benzimidazol-1-yl)-3-((1R)-1-(2-(trifluoromethyl)phenyl)ethoxy)-2-thiophenecarboxamide; GSK-461364,227,0.91812235,0.8013717,0.9181223272339254,-0.4654274808089932,2.276607458107094e-08,2.276607458107094e-08
2026,"(8aR,9R)-5-[[(2R,4aR,6R,7R,8R)-7,8-dihydroxy-2-thiophen-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-isobenzofuro[6,5-f][1,3]benzodioxol-8-one; teniposide",47,0.9181108,0.8738375,0.918110815540478,-0.4653703923011744,-1.554047801555214e-08,1.554047801555214e-08
930,"(R)-2,4,6-Trimethyl-deca-2,4-dienoic acid {(1S,5S,6R)-5-hydroxy-5-[(1E,3E,5E)-6-(2-hydroxy-5-oxo-cyclopent-1-enylcarbamoyl)-hexa-1,3,5-trienyl]-2-oxo-7-oxa-bicyclo[4.1.0]hept-3-en-3-yl}-amide; manumycin-a",110,0.9171814,0.8550231,0.917181360407685,-0.4607610612016317,3.959231498207316e-08,3.959231498207316e-08
1905,Cabazitaxel (Jevtana); cabazitaxel,53,0.9158393,0.8797431,0.9158393238940884,-0.4541056666370183,-2.38940883745542e-08,2.38940883745542e-08
812,Valrubicin; valrubicin,41,0.9157727,0.89115036,0.9157726862698992,-0.4537751989654352,1.3730100834052905e-08,1.3730100834052905e-08
1106,"2-[4-[(4-Ethyl-1-piperazinyl)methyl]-3-(trifluoromethyl)anilino]-5,11-dimethyl-6-pyrimido[4,5-b][1,4]benzodiazepinone; JWE-035",49,0.915565,0.8350673,0.9155650332284088,-0.452745411094793,-3.3228408802266074e-08,3.3228408802266074e-08
260,"4,15-Diacetoxyscirpen-3-ol; anguidine",58,0.91499454,0.8746227,0.9149945606879136,-0.4499163376628792,-2.068791360443356e-08,2.068791360443356e-08
6445,"(9E,11E)-16-chloro-17,19-dihydroxy-4-methyl-3,7-dioxatricyclo[13.4.0.06,8]nonadeca-1(15),9,11,16,18-pentaene-2,13-dione; radicicol",188,0.91462487,0.8359562,0.9146248941653802,-0.4480830965104497,-2.4165380141383253e-08,2.4165380141383253e-08
1294,Dolastatin 10; dolastatin-10,112,0.91265225,0.83842325,0.912652239960552,-0.4383003581574586,1.0039448050669364e-08,1.0039448050669364e-08
737,Ingenol Mebutate; ingenol-mebutate,67,0.91240287,0.8748418,0.9124028421898644,-0.4370635508495765,2.7810135527772673e-08,2.7810135527772673e-08
3547,5-Azacytidine; Azacitidine; Azacytidine,300,0.8802452,0.85037327,0.8802451941957478,-0.277588131587516,5.804252189989256e-09,5.804252189989256e-09
2547,"(8R,9R,13S,14S,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol; estradiol",122,0.9070566,0.83556426,0.9070566258447572,-0.4105507258675488,-2.5844757223225656e-08,2.5844757223225656e-08
5354,"N-[(2S)-3-methoxy-1-[[(2S)-3-methoxy-1-[[(2S)-1-(2-methyloxiran-2-yl)-1-oxo-3-phenylpropan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]-2-methyl-1,3-thiazole-5-carboxamide; oprozomib",77,0.9116222,0.82581127,0.911622225075182,-0.4331923335991756,-2.5075181930844792e-08,2.5075181930844792e-08
2491,"(6S,8S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one; methylprednisolone",37,0.91151184,0.8195351,0.911511836220544,-0.4326448958985563,3.779455970409629e-09,3.779455970409629e-09
2093,BGT-226; BGT-226 free base,73,0.9104511,0.84572184,0.9104511335929012,-0.427384685441415,-3.359290123849945e-08,3.359290123849945e-08
147,"[(3R,4aR,5S,6S,10S,10aR,10bS)-3-ethenyl-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-5,6,6a,8,9,10-hexahydro-2H-benzo[f]chromen-5-yl] acetate; colforsin",23,0.9086275,0.8264739,0.908627493745131,-0.4183409354333497,6.254869067134905e-09,6.254869067134905e-09
253,"[2-[(4R,8S,9S,11S,12R,13S,19S)-12,19-Difluoro-11-hydroxy-6,6,9,13-tetramethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-8-yl]-2-oxoethyl] acetate; fluocinolone-acetonide",32,0.9088218,0.86362094,0.9088218502408372,-0.4193047834002392,-5.0240837157211615e-08,5.0240837157211615e-08
8882,BRD-A28105619,52,0.90867716,0.9011095,0.9086771854665224,-0.4185873653993779,-2.546652244639347e-08,2.546652244639347e-08
1585,Prochlorperazine; prochlorperazine,35,0.91062564,0.84042585,0.9106256132823036,-0.4282499608379636,2.671769638862287e-08,2.671769638862287e-08
5274,"4-(6,6-dimethyl-4-oxo-3-(trifluoromethyl)-4,5,6,7-tetrahydro-1H-indazol-1-yl)-2-((1r,4r)-4-hydroxycyclohexylamino)benzamide; SNX-2112",123,0.9083014,0.8424082,0.9083013946423032,-0.4167237527602277,5.357696841734594e-09,5.357696841734594e-09
2483,Brefeldin A; brefeldin-a,82,0.9082413,0.8131793,0.908241255978848,-0.4164255145753285,4.4021152056927804e-08,4.4021152056927804e-08
24036,Clozapine,38,0.9184022,0.7964816,0.9184022020764918,-0.4668154292642827,-2.076491867342156e-09,2.076491867342156e-09
5371,BRD-K61195623; Combretastatin A4,88,0.90737754,0.8144447,0.9073775571844368,-0.4121422806964073,-1.718443676246295e-08,1.718443676246295e-08
1322,Vinblastine; vinblastine,88,0.9055919,0.8329443,0.9055919262464004,-0.4032870235413197,-2.624640038639825e-08,2.624640038639825e-08
762,Fluticasone Propionate; fluticasone-propionate,53,0.90529895,0.8840521,0.9052989775488436,-0.4018342395449998,-2.754884353972642e-08,2.754884353972642e-08
2430,"5-[(3S,10R,13R,14S,17R)-14-hydroxy-10,13-dimethyl-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-1,2,3,6,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pyran-2-one; proscillaridin",29,0.9521718,0.8619731,0.9521718241471394,-0.6342849108328085,-2.4147139399133266e-08,2.4147139399133266e-08
70,thiostrepton,40,0.9049246,0.8237578,0.9049245942228104,-0.399977606936334,5.777189615585598e-09,5.777189615585598e-09
27,Levonorgestrel; levonorgestrel,27,0.9057701,0.82411546,0.9057701483849488,-0.4041708583998884,-4.838494882530853e-08,4.838494882530853e-08
768,"[(1S,3R,7S,8R,8aS)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate; simvastatin",67,0.90168935,0.83783305,0.9016893788062872,-0.383933605986777,-2.8806287244442785e-08,2.8806287244442785e-08
4611,cycloheximide,71,0.90699303,0.8369358,0.9069930604536788,-0.4102354939390625,-3.045367880094574e-08,3.045367880094574e-08
942,Parbendazole; parbendazole,125,0.9026363,0.7685053,0.9026362844453126,-0.3886294772088527,1.5554687315955107e-08,1.5554687315955107e-08
3610,Scriptaid; scriptaid,48,0.9024168,0.83108634,0.902416829714766,-0.38754116269128,-2.971476598112588e-08,2.971476598112588e-08
1678,"N,1,4,4-Tetramethyl-8-((4-(4-methylpiperazin-1-yl)phenyl)amino)-4,5-dihydro-1H-pyrazolo(4,3-h)quinazoline-3-carboxamide; PHA-848125",90,0.90213525,0.86144197,0.9021352822673436,-0.3861449194950105,-3.226734357486549e-08,3.226734357486549e-08
1914,"(1R,9S,12S,15R,16Z,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-12-[(2R)-1-[(1S,3R,4R)-4-dimethylphosphoryloxy-3-methoxycyclohexyl]propan-2-yl]-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone; deforolimus",68,0.90203506,0.8893547,0.9020350770563356,-0.3856479842701239,-1.705633556614572e-08,1.705633556614572e-08
1118,GDC-0349; Gdc-0349,40,0.9001205,0.84585905,0.9001204827423555,-0.3761531751039005,1.7257644535639827e-08,1.7257644535639827e-08
4440,GDC-0068,62,0.89933425,0.86562777,0.8993342237009948,-0.372253978549087,2.6299005195795644e-08,2.6299005195795644e-08
2277,"(7R,9S)-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione; doxorubicin",386,0.9721764,0.962845,0.9721763892698888,-0.7334910595750715,1.0730111243972829e-08,1.0730111243972829e-08
1312,Birinapant; birinapant,88,0.8982473,0.8485246,0.8982473219523498,-0.3668638420536087,-2.1952349826825923e-08,2.1952349826825923e-08
109,N-[3-[[2-[[4-(dimethylamino)cyclohexyl]amino]-9-propan-2-yl-6-purinyl]amino]phenyl]-2-propenamide; WZ-3105,78,0.89773357,0.79510224,0.897733583767022,-0.3643161242444242,-1.376702196687063e-08,1.376702196687063e-08
6744,Chelidonine; chelidonine,50,0.8973186,0.8453294,0.8973186116983027,-0.3622582049384741,-1.1698302770923874e-08,1.1698302770923874e-08
642,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoic acid; Doconexent",29,0.8918671,0.75504464,0.8918671179412342,-0.3352232907969903,-1.7941234164986497e-08,1.7941234164986497e-08
722,"6,9-difluoro-11-hydroxy-17-(3-hydroxy-2-oxopropyl)-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthrene-17-carbothioic acid S-(fluoromethyl) ester; fluticasone",21,0.9019079,0.8659023,0.9019079268967468,-0.3850174243170655,-2.6896746829763174e-08,2.6896746829763174e-08
3117,fluphenazine; fluphenazine-N-mustard,43,0.8956429,0.8223411,0.8956428673584135,-0.3539478947059362,3.264158654481264e-08,3.264158654481264e-08
1724,"(9S,10R,11R,13R)-2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-9,13-epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one; staurosporine",68,0.90096915,0.8530458,0.9009691531094972,-0.3803618803748828,-3.109497215270096e-09,3.109497215270096e-09
7187,"2,4-difluoro-N-[2-methoxy-4-[4-(4-pyridazinyl)-6-quinolinyl]-3-pyridinyl]benzenesulfonamide; GSK-2126458",109,0.8923436,0.8228453,0.8923436044538158,-0.337586271024293,-4.453815760641078e-09,4.453815760641078e-09
2654,AZD-8330; Azd-8330,83,0.89220595,0.84472036,0.8922059342741988,-0.3369035404459155,1.5725801216781576e-08,1.5725801216781576e-08
671,Halcinonide; halcinonide,33,0.8920327,0.8438511,0.8920326800279437,-0.336044342236969,1.9972056342076883e-08,1.9972056342076883e-08
7273,"1-[(3S,9R,10R)-12-[(2S)-1-(dimethylamino)propan-2-yl]-9-[[(4-fluorophenyl)sulfonyl-methylamino]methyl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3-phenylurea; CAM-9-027-3",29,0.8901533,0.84012926,0.890153309189908,-0.3267242124687887,-9.18990794573915e-09,9.18990794573915e-09
3096,JNJ-26481585; Quisinostat,165,0.91556025,0.8254409,0.9155602687474532,-0.4527217831976873,-1.8747453256473534e-08,1.8747453256473534e-08
1921,Mycophenolate Mofetil; mycophenolate-mofetil,81,0.889985,0.8532382,0.8899850391935004,-0.3258897320294465,-3.9193500334100406e-08,3.9193500334100406e-08
367,"BMS-387032; N-(5-(((5-(1,1-Dimethylethyl)-2-oxazolyl)methyl)thio)-2-thiazolyl)-4-piperidinecarboxamide; N-[5-[(5-tert-butyl-1,3-oxazol-2-yl)methylsulfanyl]-1,3-thiazol-2-yl]piperidine-4-carboxamide",137,0.88984644,0.80760604,0.889846432787355,-0.3252023585394301,7.2126450367804296e-09,7.2126450367804296e-09
7642,"BRD-K61717269; N-[(4-methylphenyl)methyl]-6-phenyl-3-(2-pyridinyl)-1,2,4-triazin-5-amine",26,0.8892805,0.8410637,0.8892805032415517,-0.3223958146153757,-3.2415516937334132e-09,3.2415516937334132e-09
103,Canertinib; canertinib,114,0.88923293,0.8175284,0.889232933553618,-0.3221599081856274,-3.553617955454058e-09,3.553617955454058e-09
1828,"2-[5-[(3,5-dimethyl-1H-pyrrol-2-yl)methylidene]-4-methoxy-2-pyrrolylidene]indole; obatoclax",114,0.9557634,0.8146883,0.9557633948674448,-0.6520961402652229,5.132555269682371e-09,5.132555269682371e-09
7131,2-[(chloroacetyl)(3-methoxyphenyl)amino]-N-(2-phenylethyl)-2-thien-2-ylacetamide; K784-3187,31,0.88897306,0.780319,0.8889730822992687,-0.3208712602179435,-2.2299268764847113e-08,2.2299268764847113e-08
72,"(1R,3S,5Z)-5-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5S)-5-cyclopropyl-5-hydroxypent-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol; Calcipotriol",44,0.88828325,0.8237947,0.8882832476356304,-0.3174502490723097,2.3643695890029903e-09,2.3643695890029903e-09
6913,"9-(3,5-Dimethoxyphenyl)-1-[4-(1-piperazinyl)-3-(trifluoromethyl)phenyl]-2-benzo[h][1,6]naphthyridinone; JW-7-24-1",46,0.88808733,0.85645807,0.8880873377298905,-0.3164786974724794,-7.729890505459025e-09,7.729890505459025e-09
6877,Piperlongumine; piperlongumine,50,0.915502,0.809306,0.9155020304006968,-0.452432969016755,-3.0400696737764576e-08,3.0400696737764576e-08
3995,6-Bromoindirubin-3'-oxime; BRD-K04923131,108,0.88632685,0.79900706,0.8863268242541283,-0.3077480022202948,2.5745871656823738e-08,2.5745871656823738e-08
88,"(8R,9R,10R,13S,14R)-10,13-dimethyl-6-methylidene-7,8,9,11,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,17-dione; exemestane",38,0.88601387,0.8146303,0.886013865258639,-0.3061959836452226,4.741360970506037e-09,4.741360970506037e-09
1982,"N-[3,4-difluoro-2-(2-fluoro-4-iodoanilino)-6-methoxyphenyl]-1-[(2S)-2,3-dihydroxypropyl]cyclopropane-1-sulfonamide; Refametinib; refametinib",50,0.8827255,0.8317245,0.8827254803892288,-0.2898883060488965,1.9610771229139345e-08,1.9610771229139345e-08
2206,ABT-751; N-(2-((4-hydroxyphenyl)amino)-3-pyridinyl)-4-methoxybenzenesulfonamide,75,0.88553953,0.82185173,0.8855395536290356,-0.3038437890442454,-2.3629035617034333e-08,2.3629035617034333e-08
3780,Adarotene; adarotene,45,0.8853391,0.79263353,0.8853390673307577,-0.3028495423107782,3.2669242311378355e-08,3.2669242311378355e-08
2752,"4-Piperidinone, 3,5-bis[(4-methylphenyl)methylene]-, hydrochloride; NSC-632839",54,0.88493514,0.8295706,0.8849351270943545,-0.3008463317970924,1.290564544120798e-08,1.290564544120798e-08
6314,Rottlerin; rottlerin,57,0.88497573,0.8511511,0.8849757311140151,-0.3010476942555738,-1.1140151023880662e-09,1.1140151023880662e-09
2934,Taselisib; taselisib,137,0.8844002,0.8499714,0.8844002094605458,-0.2981935813864299,-9.460545791206698e-09,9.460545791206698e-09
2133,"4-(4,5-bis(4-chlorophenyl)-2-(2-isopropoxy-4-methoxyphenyl)-4,5-dihydro-1H-imidazole-1-carbonyl)piperazin-2-one; nutlin-3",63,0.8842117,0.8221594,0.8842117066071322,-0.2972587626588381,-6.607132174707431e-09,6.607132174707431e-09
3006,"(6S)-4-(4-Chlorophenyl)-N-(4-hydroxyphenyl)-2,3,9-trimethyl-6H-thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepine-6-acetamide; OTX-015",82,0.88216674,0.8693061,0.8821667412335137,-0.2871174205310218,-1.23351373559899e-09,1.23351373559899e-09
2519,Pharmakon1600-00300024; hydrocortisone,44,0.8805427,0.8244246,0.8805426961534906,-0.2790634960000813,3.8465094442940995e-09,3.8465094442940995e-09
6308,Prostratin; prostratin,32,0.8815022,0.8647938,0.8815021966618993,-0.2838218273895111,3.3381006847577055e-09,3.3381006847577055e-09
710,"(4-Benzoyloxy-5,6-dihydroxy-3,11,11,14-tetramethyl-15-oxo-7-tetracyclo[7.5.1.01,5.010,12]pentadeca-2,7-dienyl)methyl benzoate; ingenol",36,0.8814762,0.887434,0.8814762129682053,-0.2836929696929973,-1.296820528740028e-08,1.296820528740028e-08
6695,"(E)-4-(dimethylamino)-N-[3-[(5,11-dimethyl-6-oxopyrimido[4,5-b][1,4]benzodiazepin-2-yl)amino]phenyl]but-2-enamide; XMD-16144",36,0.87824404,0.8413889,0.8782440291947954,-0.2676640031936165,1.0805204619934727e-08,1.0805204619934727e-08
1422,Gedatolisib; PF-05212384,44,0.8779828,0.8151474,0.8779827969409102,-0.2663685066069028,3.05908975928304e-09,3.05908975928304e-09
6224,"9-(1-Methyl-4-pyrazolyl)-1-[1-(1-oxoprop-2-enyl)-2,3-dihydroindol-6-yl]-2-benzo[h][1,6]naphthyridinone; QL-XII-47",103,0.87677795,0.85258263,0.8767779612253712,-0.2603935148751496,-1.1225371188139377e-08,1.1225371188139377e-08
2970,4-(2-Methyl-1-(1-methylethyl)-1H-imidazol-5-yl)-N-(4-(methylsulfonyl)phenyl)-2-pyrimidinamine; AZD-5438,201,0.87663394,0.8161651,0.8766339259567045,-0.2596792187032605,1.4043295415433477e-08,1.4043295415433477e-08
3316,AZD-5363; Capivasertib,49,0.8763689,0.80006945,0.8763688689441167,-0.2583647544669915,3.1055883309427657e-08,3.1055883309427657e-08
1601,NMS-1286937; Onvansertib,83,0.8758155,0.8430456,0.8758155287729522,-0.2556206434608902,-2.8772952243016903e-08,2.8772952243016903e-08
7652,"2-(N-(2-chloro-1-oxoethyl)-3,4-dimethylanilino)-N-cyclohexyl-2-(3-pyridinyl)acetamide; K784-3131",31,0.8752832,0.82502186,0.875283163539661,-0.2529805508522765,3.646033908122348e-08,3.646033908122348e-08
7868,"1H-Benzimidazole-2-acetonitrile, alpha-((5-nitro-2-furanyl)methylene)-; BRD-K06765193",22,0.8750828,0.80962837,0.8750827873249124,-0.2519868500423473,1.2675087646130123e-08,1.2675087646130123e-08
3530,"9-Chloro-2-(2-furanyl)(1,2,4)triazolo(1,5-c)quinazolin-5-amine; CGS-15943",78,0.8747146,0.8142503,0.8747146106710731,-0.2501609974102065,-1.0671073136236942e-08,1.0671073136236942e-08
2708,Ceritinib; ceritinib,50,0.8747898,0.8145009,0.8747897467726503,-0.2505336105224255,5.3227349638973465e-08,5.3227349638973465e-08
1099,KU-0060648,29,0.87415165,0.83240825,0.8741516757680285,-0.2473693044450771,-2.5768028599770787e-08,2.5768028599770787e-08
7328,"BRD-K55116708; N-(2-aminophenyl)-4-[[[(2S,3R)-10-[[anilino(oxo)methyl]amino]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-2-yl]methyl-methylamino]methyl]benzamide",23,0.87393224,0.8624136,0.8739322130276905,-0.2462809502055437,2.6972309496997582e-08,2.6972309496997582e-08
1796,"BRD-K22848513; methyl (4aS,6aR,6bS,8aR,12aR,14aS,14bR)-11-cyano-2,2,6a,6b,9,9,12a-heptamethyl-10,14-dioxo-1,3,4,5,6,7,8,8a,14a,14b-decahydropicene-4a-carboxylate",68,0.8736292,0.84941006,0.8736292353931276,-0.2447784309507843,-3.539312765088454e-08,3.539312765088454e-08
673,"(1S,2S,4R,8S,9S,11S,13R,19S)-19-fluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one; flunisolide",24,0.8747673,0.84003496,0.8747673060209835,-0.2504223228971216,-6.0209834895630365e-09,6.0209834895630365e-09
1630,Triciribine; triciribine,73,0.87321126,0.8322525,0.8732112583993226,-0.2427056096940449,1.6006774794519174e-09,1.6006774794519174e-09
3150,"1,3-Benzothiazol-2-yl(2-((2-(3-pyridinyl)ethyl)amino)-4-pyrimidinyl)acetonitrile; AS-601245",76,0.8730961,0.7986444,0.8730961025473323,-0.242134531617066,-2.5473322340374693e-09,2.5473322340374693e-09
1280,"(1R,4E,5'R,6R,6'R,7S,8R,10S,11S,12R,14S,15R,16S,18E,20E,22S,25S,27R,28R,29S)-22-ethyl-7,11,14,15-tetrahydroxy-6'-[(2R)-2-hydroxypropyl]-5',6,8,10,12,14,16,28,29-nonamethylspiro[2,26-dioxabicyclo[23.3.1]nonacosa-4,18,20-triene-27,2'-oxane]-3,9,13-trione; oligomycin-a",41,0.8727179,0.87164944,0.8727179061462376,-0.2402589893000716,-6.146237518933617e-09,6.146237518933617e-09
6322,"N-(3,3-dimethylbutyl)-6-phenyl-3-(2-pyridinyl)-1,2,4-triazin-5-amine; VU-0410183-2",30,0.87265104,0.81784475,0.8726510643305955,-0.2399275090072432,-2.433059542727989e-08,2.433059542727989e-08
1923,"(6-Chloro-9-(4-methoxy-3,5-dimethylpyridin-2-ylmethyl)-9H-purin-2-yl)amine; BIIB-021",113,0.8721668,0.82446635,0.8721667939096492,-0.2375259270124796,6.090350779253129e-09,6.090350779253129e-09
2757,SB-743921; Sb-743921,119,0.870406,0.83868015,0.8704059873065493,-0.2287937780903899,1.2693450734957423e-08,1.2693450734957423e-08
3145,"(2E,3Z)-2,3-bis[amino-(2-aminophenyl)sulfanylmethylidene]butanedinitrile; U-0126",67,0.8703807,0.80629015,0.8703806747394529,-0.2286682486284393,2.526054709850456e-08,2.526054709850456e-08
5318,Lasalocid A; lasalocid,80,0.87004197,0.83882225,0.8700419944857876,-0.2269886738206382,-2.4485787508687906e-08,2.4485787508687906e-08
