compound_embedding_row_index,compound_name,n_profiles,actual_predictability,predicted_predictability,source_normalized_inverted_score,mean_source_normalized_error_z,target_handoff_difference,absolute_target_handoff_difference
5525,"16H-1,24:6,9-Dietheno-11,15-metheno-2H-pyrido(2',3':17,18)(1,11)dioxacycloeicosino(2,3,4-ij)isoquinolin-12-ol, 3,4,4a,5,16a,17,18,19-octahydro-21,22,26-trimethoxy-4,17-dimethyl-, hydrochloride (1:2), (4aS,16aR)-; Berbamine (dihydrochloride)",139,0.7573773,0.839635,0.7573773287388941,0.3317351734362539,-2.873889404231278e-08,2.873889404231278e-08
2591,Sonidegib,168,0.8928492,0.8206232,0.8928492230025518,-0.340093722130826,-2.300255175224919e-08,2.300255175224919e-08
5209,Pentamidine (isethionate); Pentamidine Isethionate,145,0.7558431,0.8214515,0.7558431250742621,0.3393435586233591,-2.507426211106889e-08,2.507426211106889e-08
5213,Balsalazide (sodium hydrate); CID 92044433,141,0.7556114,0.8158456,0.7556114136129406,0.3404926564195919,-1.3612940552576447e-08,1.3612940552576447e-08
5133,Tirabrutinib (hydrochloride); Tirabrutinib hydrochloride,140,0.75492316,0.82959163,0.754923147074847,0.3439058909554826,1.2925153058951366e-08,1.2925153058951366e-08
5162,Irinotecan (hydrochloride); Irinotecan Hydrochloride,374,0.91185445,0.8875643,0.9118544327938256,-0.4343438924225508,1.72061743741736e-08,1.72061743741736e-08
3779,Baicalin,145,0.77520335,0.8356584,0.775203317944656,0.2433329649516675,3.205534393480036e-08,3.205534393480036e-08
755,Betamethasone Dipropionate; Betamethasone dipropionate,141,0.7509124,0.8758499,0.7509124267939256,0.3637957566092084,-2.679392552273896e-08,2.679392552273896e-08
198,(R)-2-((R)-2-Acetamido-3-(4-hydroxyphenyl)propanamido)-N-((R)-1-amino-1-oxo-3-phenylpropan-2-yl)-5-guanidinopentanamide; DTP3,140,0.7493618,0.8279756,0.7493618220064271,0.371485477842593,-2.2006427125020878e-08,2.2006427125020878e-08
3774,"(2E)-2-[[4-(3,4-dichlorophenyl)-1,3-thiazol-2-yl]hydrazinylidene]-3-(2-nitrophenyl)propanoic acid; 4EGI-1",141,0.7519172,0.8087632,0.7519171907232296,0.3588129559729654,9.276770351895891e-09,9.276770351895891e-09
1113,Bimatoprost,147,0.7648465,0.82502544,0.7648465247562416,0.294694119729996,-2.4756241612244878e-08,2.4756241612244878e-08
5220,"2,6-Difluoro-4-(4-(4-morpholinophenyl)pyridin-3-yl)phenol; LJI308",159,0.8360259,0.8253602,0.8360259076896124,-0.0582969304298542,-7.689612391281742e-09,7.689612391281742e-09
5281,Artesunate,180,0.8873689,0.85152435,0.887368893006398,-0.3129158040196833,6.993602030824775e-09,6.993602030824775e-09
5167,Lumateperone (tosylate); Lumateperone Tosylate,138,0.7436862,0.83171386,0.7436861852649672,0.3996319563751358,1.4735032749513266e-08,1.4735032749513266e-08
5517,Diammonium Glycyrrhizinate,144,0.7436214,0.8721005,0.7436214072302518,0.3999532020162071,-7.230251841683355e-09,7.230251841683355e-09
5176,Palmatine (chloride); Palmatine Chloride,142,0.7406397,0.8271102,0.7406396603545313,0.4147402079945624,3.964546868573393e-08,3.964546868573393e-08
3793,5-[(3R)-dithiolan-3-yl]pentanoic acid; Lipoic acid,139,0.740573,0.77778375,0.7405730077155315,0.4150707501272264,-7.715531435970036e-09,7.715531435970036e-09
1555,Glasdegib,137,0.7524925,0.80947256,0.7524924941037484,0.3559599255576841,5.896251598080937e-09,5.896251598080937e-09
1537,Piroxicam,150,0.79223454,0.820259,0.7922345138925923,0.1588722756988853,2.6107407791187143e-08,2.6107407791187143e-08
5514,Acetomenaphthone; Vitamin K4,141,0.7376841,0.80368245,0.7376840632731543,0.4293975325541372,3.6726845675794095e-08,3.6726845675794095e-08
5177,Ivabradine (hydrochloride); Ivabradine Hydrochloride,138,0.73736846,0.83642817,0.7373684538187741,0.430962695219938,6.1812258644877716e-09,6.1812258644877716e-09
5168,Edoxaban (tosylate monohydrate); Edoxaban tosylate monohydrate,137,0.73311913,0.82466996,0.7331191057591466,0.4520359579014471,2.4240853324641876e-08,2.4240853324641876e-08
5127,Citalopram (hydrobromide); Citalopram Hydrobromide,142,0.7316587,0.82826805,0.7316587064698289,0.4592783342405551,-6.469828894850593e-09,6.469828894850593e-09
5156,"2-Piperidinecarboxamide, 1-butyl-N-(2,6-dimethylphenyl)-, hydrochloride (1:1), (2S)-; Levobupivacaine (hydrochloride)",136,0.728756,0.79536736,0.7287560138170655,0.4736732964552373,-1.3817065491750213e-08,1.3817065491750213e-08
2947,Alpelisib,167,0.85157865,0.82551396,0.8515786767932582,-0.1354258415350355,-2.6793258167678857e-08,2.6793258167678857e-08
5215,ERK5-IN-2; Erk5-IN-2,143,0.7239834,0.8107355,0.7239833782258824,0.4973416338295437,2.1774117620054767e-08,2.1774117620054767e-08
694,Drospirenone,147,0.75218123,0.8665415,0.7521812171399541,0.3575036026424263,1.2860045917051366e-08,1.2860045917051366e-08
4684,methotrexate,183,0.8630909,0.8492732,0.8630908992862327,-0.1925169729834902,7.137672675128215e-10,7.137672675128215e-10
1262,TAK-901; Tak-901,154,0.89135283,0.8404455,0.8913528046145792,-0.3326727207610417,2.5385420765466904e-08,2.5385420765466904e-08
625,Cinacalcet,145,0.73707235,0.81260777,0.7370723287809908,0.4324312312448088,2.1219009216366658e-08,2.1219009216366658e-08
5171,Esmolol (hydrochloride); Esmolol Hydrochloride,139,0.7209868,0.7718973,0.7209867717791052,0.5122023310282514,2.8220894843222766e-08,2.8220894843222766e-08
5537,Fumaric Acid; Fumaric acid,139,0.71181434,0.7789119,0.7118143433384649,0.5576900131961123,-3.338464948932085e-09,3.338464948932085e-09
2057,E6 berbamine; berbamine,153,0.7632989,0.82808256,0.7632989228959164,0.3023689489205907,-2.2895916385046178e-08,2.2895916385046178e-08
3734,Asciminib,140,0.7108838,0.82473564,0.7108837812059695,0.5623048341014306,1.8794030443025633e-08,1.8794030443025633e-08
5516,Bestatin (hydrochloride); Ubenimex hydrochloride,141,0.7103375,0.8580983,0.7103374923274053,0.5650139765102034,7.672594670715682e-09,7.672594670715682e-09
5513,Chlorhexidine (diacetate); Chlorhexidine Acetate,144,0.70984393,0.8140274,0.7098439620542941,0.5674614797367238,-3.2054294107908277e-08,3.2054294107908277e-08
1019,sildenafil,145,0.9015753,0.82175076,0.9015753169665534,-0.3833679533085505,-1.6966553384456518e-08,1.6966553384456518e-08
5519,Oleic Acid; Oleic acid,138,0.7036039,0.78438807,0.7036039187011207,0.5984069496959328,-1.8701120763076062e-08,1.8701120763076062e-08
1117,"1-[2-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]ethyl]-3-ethylurea; Adenosine, 5'-S-[2-[[(ethylamino)carbonyl]amino]ethyl]-5'-thio-",156,0.7506948,0.8133995,0.7506948324265562,0.3648748452593372,-3.242655621793489e-08,3.242655621793489e-08
786,Vincristine Sulfate; vincristine,197,0.89443463,0.8282684,0.894434605317796,-0.3479559112268842,2.4682204058379398e-08,2.4682204058379398e-08
5406,Lopinavir,156,0.77776325,0.836199,0.7777632755543732,0.2306376859568405,-2.555437317308673e-08,2.555437317308673e-08
5205,Riluzole hydrochloride,144,0.69669443,0.7797619,0.6966944372632076,0.6326722805869305,-7.263207590924026e-09,7.263207590924026e-09
5200,Pexidartinib (hydrochloride); Pexidartinib Hydrochloride,136,0.69635063,0.8108374,0.6963506315822158,0.6343772732882274,-1.5822158028200306e-09,1.5822158028200306e-09
8551,verteporfin,151,0.9477924,0.86976004,0.9477924397043374,-0.6125667749090191,-3.970433737343626e-08,3.970433737343626e-08
2914,Meloxicam,152,0.77688366,0.81895673,0.7768836790812463,0.234999759214157,-1.908124636074149e-08,1.908124636074149e-08
5169,Phenylephrine (hydrochloride); Phenylephrine Hydrochloride,140,0.69308037,0.7746539,0.6930803685712084,0.6505950814088031,1.428791640556426e-09,1.428791640556426e-09
5219,"5,5-Diphenyl Hydantoin Sodium; Phenytoin (sodium)",140,0.73375314,0.8146483,0.7337531291696819,0.4488917245534238,1.0830318086796353e-08,1.0830318086796353e-08
1417,Ribociclib,140,0.73999316,0.8313015,0.739993145368812,0.4179463892558804,1.4631188038904952e-08,1.4631188038904952e-08
1774,Encorafenib; methyl N-[(2S)-1-[[4-[3-[5-chloro-2-fluoro-3-(methanesulfonamido)phenyl]-1-propan-2-ylpyrazol-4-yl]pyrimidin-2-yl]amino]propan-2-yl]carbamate,136,0.6825441,0.8283641,0.6825441204884208,0.7028461844981535,-2.0488420848785438e-08,2.0488420848785438e-08
5485,Idoxuridine,146,0.69503653,0.8596261,0.6950365571413286,0.640893999027634,-2.714132862902119e-08,2.714132862902119e-08
5529,Darinaparsin,145,0.6817481,0.806567,0.6817480986554485,0.706793796449694,1.344551470161548e-09,1.344551470161548e-09
24143,Olanzapine,147,0.69736874,0.8319396,0.6973687220421717,0.6293283840480104,1.7957828335468662e-08,1.7957828335468662e-08
161,"(8S,11R,13S,14R,17S)-11-[4-(dimethylamino)phenyl]-17-hydroxy-13-methyl-17-prop-1-ynyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one; mifepristone",188,0.87577605,0.84681493,0.8757760384021864,-0.2554248037826946,1.1597813598385187e-08,1.1597813598385187e-08
3450,Tucidinostat,159,0.9288761,0.8356487,0.9288760976883396,-0.5187573155089507,2.3116604186412815e-09,2.3116604186412815e-09
5211,"5-(4-Chlorophenyl)-[3,3'-bipyridine]-6,6'-diamine; PF-06260933",149,0.70981854,0.8259927,0.7098185679270942,0.5675874136695396,-2.792709419274786e-08,2.792709419274786e-08
3522,Pemetrexed,155,0.78764975,0.8431379,0.7876497686809392,0.181608831711062,-1.8680939128934426e-08,1.8680939128934426e-08
2733,Sulfatinib; Surufatinib,131,0.6653186,0.8018695,0.6653186126450907,0.7882705005370487,-1.2645090752272381e-08,1.2645090752272381e-08
5189,Flumatinib (mesylate); Flumatinib Mesylate,139,0.6589662,0.80989903,0.6589661890464624,0.819773283853378,1.0953537521452006e-08,1.0953537521452006e-08
4069,Trifluridine,201,0.86627907,0.8156989,0.866279060850349,-0.2083276256221919,9.149651036821638e-09,9.149651036821638e-09
5218,Sodium Salicylate,145,0.6548505,0.7730544,0.6548504817183609,0.8401837986966597,1.8281639091455304e-08,1.8281639091455304e-08
1597,Entrectinib,138,0.6545364,0.81842077,0.6545364165069413,0.8417413031906428,-1.650694125832075e-08,1.650694125832075e-08
3057,TAK-733; Tak-733,228,0.86363864,0.8394561,0.8636386599693552,-0.1952334143293313,-1.996935516945797e-08,1.996935516945797e-08
5141,Imiquimod (hydrochloride); Imiquimod hydrochloride,153,0.73966587,0.80724096,0.7396658697613996,0.4195694064216848,2.386003616905441e-10,2.386003616905441e-10
3904,Cobimetinib,231,0.9322075,0.8331615,0.9322075364630388,-0.5352785049764841,-3.646303881055246e-08,3.646303881055246e-08
1996,N-[4-(9-acridinylmethyl)-3-methoxyphenyl]methanesulfonamide; amsacrine,233,0.9100606,0.82199526,0.9100605967132264,-0.4254479445256978,3.2867736310393525e-09,3.2867736310393525e-09
412,Acyclic retinoid; Peretinoin,142,0.641953,0.7972671,0.6419530075592457,0.9041446362343676,-7.55924567386046e-09,7.55924567386046e-09
5466,"Oxaliplatin; cis-oxalato-trans-l-1,2-diaminocyclohexaneplatinum(II)",148,0.7163492,0.7673465,0.7163491685527494,0.5352010192105922,3.144725058135123e-08,3.144725058135123e-08
5201,Noradrenaline hydrochloride; Norepinephrine (hydrochloride),144,0.6393844,0.7750036,0.6393843979720855,0.9168828219035392,2.0279145029888923e-09,2.0279145029888923e-09
771,Ivermectin; Ivermectin B1a,175,0.85446143,0.87583065,0.8544614526763018,-0.1497220329937843,-2.2676301836277446e-08,2.2676301836277446e-08
5166,Loperamide (hydrochloride); Loperamide Hydrochloride,176,0.8073832,0.8123852,0.8073831887953028,0.0837473386445213,1.120469717008632e-08,1.120469717008632e-08
2091,AZD-8055; Azd8055,346,0.9556898,0.85822886,0.955689815717982,-0.6517312483517452,-1.571798191601914e-08,1.571798191601914e-08
5511,Lactate (calcium),140,0.62096995,0.77666163,0.6209699472258055,1.0082033144277696,2.774194540755559e-09,2.774194540755559e-09
5138,Sivelestat (sodium tetrahydrate); Sivelestat Sodium,140,0.6199203,0.83164656,0.619920302502548,1.0134086867966785,-2.5025480576701398e-09,2.5025480576701398e-09
804,Budesonide; budesonide,177,0.77917314,0.83911103,0.7791731257771117,0.2236459913089898,1.4222888311543613e-08,1.4222888311543613e-08
2960,Raltitrexed,187,0.88676,0.8304879,0.8867600208174877,-0.3098962999931063,-2.0817487733637563e-08,2.0817487733637563e-08
629,Aprepitant,147,0.65434486,0.83337516,0.6543448425379295,0.8426913521193906,1.746207056729787e-08,1.746207056729787e-08
1055,"N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide; Sunitinib",207,0.88345486,0.8249723,0.883454883825221,-0.2935055456799578,-2.3825221018292098e-08,2.3825221018292098e-08
592,BRD-K68202742; Trichostatin A,1346,1.0,0.827145,1.0,-1.0932114858352378,0.0,0.0
1764,Homoharringtonine; Omacetaxine Mepesuccinate,363,0.96739143,0.8966031,0.9673914598895887,-0.7097617551432824,-2.988958869298841e-08,2.988958869298841e-08
429,Ixazomib,343,0.93570065,0.81232816,0.9357006494637874,-0.5526014653007606,5.362126298535941e-10,5.362126298535941e-10
692,Triamcinolone,190,0.77153456,0.8604304,0.7715345520968447,0.2615270185671888,7.9031552413511e-09,7.9031552413511e-09
5179,BI-3406,143,0.5914497,0.82886505,0.5914496745210536,1.1545995268367724,2.5478946397150537e-08,2.5478946397150537e-08
5196,Fedratinib (hydrochloride hydrate); Fedratinib Hydrochloride,157,0.8293293,0.81472147,0.8293292838402175,-0.0250871976714779,1.6159782512126242e-08,1.6159782512126242e-08
1229,Dapagliflozin,144,0.6663662,0.8235332,0.666366220549563,0.7830752291099058,-2.0549562940175292e-08,2.0549562940175292e-08
4302,cyclosporin-a,248,0.8455639,0.8544164,0.8455638657203595,-0.1055973379763145,3.427964057056698e-08,3.427964057056698e-08
6647,Cephaeline; cephaeline,22,1.0,0.8852676,1.0,-0.9781224321033118,0.0,0.0
2769,Canagliflozin,146,0.88545275,0.8159089,0.8854527686591251,-0.3034134071498783,-1.8659125133879684e-08,1.8659125133879684e-08
257,"Auranofin; Gold(1+);3,4,5-triacetyloxy-6-(acetyloxymethyl)oxane-2-thiolate;triethylphosphane",205,0.79919684,0.8090538,0.7991968137716317,0.1243450088900336,2.6228368366076893e-08,2.6228368366076893e-08
734,Digitoxin,260,0.8677765,0.88979006,0.8677765217566387,-0.2157537970232462,-2.175663871284428e-08,2.175663871284428e-08
5170,Rucaparib (phosphate); Rucaparib Phosphate,194,0.9198891,0.82420766,0.919889104233618,-0.4741892379754405,-4.23361801171751e-09,4.23361801171751e-09
1364,Dinaciclib,377,0.9382522,0.8197977,0.938252225254567,-0.5652551773846773,-2.525456699320472e-08,2.525456699320472e-08
1420,(E)-N-[4-(3-chloro-4-fluoroanilino)-7-[(3S)-oxolan-3-yl]oxyquinazolin-6-yl]-4-(dimethylamino)but-2-enamide; Afatinib,352,0.9044579,0.8207016,0.9044579155808994,-0.3976632656607216,-1.55808993484996e-08,1.55808993484996e-08
1916,"[(1S,2R,4S)-4-[(2R)-2-[(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32R,35R)-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-2,3,10,14,20-pentaoxo-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraen-12-yl]propyl]-2-methoxycyclohexyl] 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoate; temsirolimus",232,0.8723075,0.89803535,0.8723074748004331,-0.2382235882358388,2.5199566877631696e-08,2.5199566877631696e-08
1823,Mithramycin; Plicamycin,138,0.77579683,0.85199785,0.7757968224880114,0.2403896717760331,7.51198858672808e-09,7.51198858672808e-09
3484,Gemcitabine,360,0.93554246,0.83394814,0.9355424724762328,-0.5518170378633895,-1.247623282463195e-08,1.247623282463195e-08
6642,XL-888; XL888,181,0.9929398,0.8307249,0.9929397776513676,-0.836460346011788,2.2348632389146417e-08,2.2348632389146417e-08
3661,"4-(2,6-dichlorobenzoylamino)-1H-pyrazole-3-carboxylic acid piperidin-4-ylamide; AT7519",323,0.8961087,0.810835,0.8961087032517681,-0.3562580566435765,-3.2517680770283164e-09,3.2517680770283164e-09
3578,(E)-N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide; Belinostat,400,0.9278086,0.81202203,0.927808609462776,-0.5134634540810193,-9.462776007218565e-09,9.462776007218565e-09
1832,"1,18-Dihydroxy-12-[1-[4-(2-hydroxyethoxy)-3-methoxycyclohexyl]propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone; Everolimus; everolimus",334,0.90866876,0.88977706,0.9086687524281016,-0.4185455444820641,7.5718983305606e-09,7.5718983305606e-09
2431,"3-[(1R,3R,5S,8R,9S,10R,11R,13R,14S,17R)-1,5,11,14-tetrahydroxy-10-(hydroxymethyl)-13-methyl-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one; ouabain",79,0.98882693,0.87249756,0.9888269389727592,-0.8160640573047188,-8.972759202308112e-09,8.972759202308112e-09
2278,"(7R,9S)-9-acetyl-7-[[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyl-2-oxanyl]oxy]-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione; daunorubicin",325,0.99367535,0.95455563,0.9936753681671956,-0.8401082684574326,-1.8167195636742406e-08,1.8167195636742406e-08
1827,Geldanamycin; geldanamycin,938,0.9876737,0.92657024,0.9876737020591848,-0.810344953086202,-2.0591848226558795e-09,2.0591848226558795e-09
3968,"(5Z)-5-[(4-pyridin-4-ylquinolin-6-yl)methylidene]-1,3-thiazolidine-2,4-dione; Gsk-1059615",491,0.91537964,0.8143678,0.9153796701789212,-0.4518261632058257,-3.017892113987841e-08,3.017892113987841e-08
4527,topotecan,151,0.9881312,0.9088901,0.9881312346751584,-0.8126139376142935,-3.4675158411268114e-08,3.4675158411268114e-08
132,"Tanespimycin; [(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",645,0.9956928,0.92377836,0.9956927939258136,-0.8501130368019504,6.074186487126099e-09,6.074186487126099e-09
2275,Epirubicin; epirubicin,194,0.98371625,0.96144885,0.9837162505923074,-0.7907192568286582,-5.923074253288974e-10,5.923074253288974e-10
3589,"(Z)-3-[3-[3,5-bis(trifluoromethyl)phenyl]-1,2,4-triazol-1-yl]-N'-pyrazin-2-ylprop-2-enehydrazide; Selinexor",162,0.84889704,0.80499995,0.8488970666541983,-0.1221272663002358,-2.6654198292952458e-08,2.6654198292952458e-08
1880,Wortmannin from Penicillium funiculosum; wortmannin,682,0.9781579,0.88112414,0.9781579069411,-0.7631544553126682,-6.941100028079461e-09,6.941100028079461e-09
295,Idarubicin; idarubicin,134,0.9757721,0.9563592,0.9757720736121944,-0.7513226891808213,2.638780560726417e-08,2.638780560726417e-08
4117,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one; LY-294002,192,0.97693914,0.81660175,0.9769391684207188,-0.7571105171321085,-2.8420718778399134e-08,2.8420718778399134e-08
789,Volasertib,299,0.92006755,0.83676374,0.9200675286068608,-0.4750740757513464,2.1393139149061824e-08,2.1393139149061824e-08
1919,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid; Mycophenolic Acid,140,0.9747945,0.83228314,0.9747944898482642,-0.746474679754104,1.0151735785335347e-08,1.0151735785335347e-08
5028,PD-0325901,536,0.9661639,0.8485049,0.966163881738302,-0.703673979681929,1.8261697931620802e-08,1.8261697931620802e-08
3990,Narciclasine; narciclasine,69,0.965633,0.8495949,0.9656329558754694,-0.701041025163993,4.412453058488808e-08,4.412453058488808e-08
4018,Mitoxantrone; mitoxantrone,1040,0.9699286,0.8621439,0.9699286310577588,-0.7223440321760286,-3.1057758809183156e-08,3.1057758809183156e-08
724,Tofacitinib,247,0.9060779,0.81976604,0.9060779364414148,-0.4056972333809738,-3.644141477465723e-08,3.644141477465723e-08
706,Withaferin A; withaferin-a,482,0.96450067,0.85827017,0.9645006361940354,-0.6954256531701085,3.3805964583244474e-08,3.3805964583244474e-08
5161,Neratinib (maleate); Neratinib Maleate,386,0.8672275,0.82223874,0.8672275153259938,-0.2130311777968448,-1.53259938073802e-08,1.53259938073802e-08
4528,camptothecin,292,0.9619089,0.89575016,0.9619088985330456,-0.6825727713244198,1.4669543357825887e-09,1.4669543357825887e-09
4646,emetine,158,0.965197,0.8885366,0.9651970493102644,-0.6988792880164922,-4.931026442722697e-08,4.931026442722697e-08
5534,Folic Acid; Folic acid,172,0.91912085,0.83491516,0.9191208514023208,-0.4703793373759694,-1.4023208150248934e-09,1.4023208150248934e-09
3065,Dactolisib; NVP-BEZ235,371,0.9572974,0.8578371,0.9572973800067192,-0.6597034417467338,1.999328080870555e-08,1.999328080870555e-08
444,MG-132,2842,0.95635915,0.8199617,0.9563591319335716,-0.655050504913032,1.8066428464358353e-08,1.8066428464358353e-08
3482,Entinostat; entinostat,410,0.97721076,0.8149605,0.977210735658462,-0.758457266717305,2.43415380074552e-08,2.43415380074552e-08
3637,Pitavastatin Calcium; pitavastatin,65,0.9560451,0.8493881,0.9560450877209852,-0.6534931045559478,1.2279014804938981e-08,1.2279014804938981e-08
3737,Niclosamide; niclosamide,107,0.9565416,0.8235319,0.9565416257395402,-0.6559555237199084,-2.5739540165936603e-08,2.5739540165936603e-08
1671,AZD-2014; Vistusertib,50,0.95493567,0.8456129,0.9549356631645508,-0.6479912735044547,6.835449206654687e-09,6.835449206654687e-09
2953,PF-03758309; PF-3758309,179,0.95454603,0.8556226,0.9545460173928284,-0.6460589517494408,1.2607171639977821e-08,1.2607171639977821e-08
5360,"[(6R,7S,8R)-11-Amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),11-dien-8-yl]methyl carbamate; mitomycin-c",139,0.95447344,0.8726095,0.9544734519524716,-0.6456990869973006,-1.1952471568044132e-08,1.1952471568044132e-08
4070,2'-Deoxy-alpha-D-ribofuranosyl-5-fluorouracil; floxuridine,197,0.9533738,0.8118119,0.9533737808115224,-0.640245624844678,1.918847769566412e-08,1.918847769566412e-08
1112,NVP-AUY922,217,0.952999,0.8412918,0.9529989845659332,-0.6383869444954777,1.54340668023778e-08,1.54340668023778e-08
3692,Ro-4987655,67,0.9519396,0.845664,0.9519396082454084,-0.6331333114280687,-8.245408356089001e-09,8.245408356089001e-09
1956,Lrrk2-IN-1; XMD-1150,120,0.9486556,0.8474164,0.9486555862195034,-0.6168472699382537,1.3780496632698203e-08,1.3780496632698203e-08
3007,BRD-K54606188; JQ1 compound,279,0.9483127,0.8419914,0.9483127185063904,-0.6151469287842578,-1.850639042011437e-08,1.850639042011437e-08
267,"[(1S,2S,3S,4S,7S,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate; paclitaxel",345,0.9022159,0.8798685,0.9022159005873492,-0.386544719890407,-5.873492803232239e-10,5.873492803232239e-10
136,"(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-1,14-dihydroxy-12-[(E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-17-prop-2-enyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetrone; Tacrolimus",24,0.9389223,0.893438,0.9389223013515764,-0.5685782023312667,-1.3515764063498636e-09,1.3515764063498636e-09
559,Ganetespib; ganetespib,75,0.9470695,0.80960524,0.9470695223525076,-0.608981700907464,-2.235250762261387e-08,2.235250762261387e-08
424,PHA-793887; Pha-793887,300,0.9468645,0.8484451,0.9468644890358022,-0.6079649047117263,1.0964197771912154e-08,1.0964197771912154e-08
1760,Hydroflumethiazide; reserpine; mepireserpate,35,0.9406644,0.8599051,0.9406644059707884,-0.5772176048335277,-5.970788419240591e-09,5.970788419240591e-09
3756,"1-(4-(4-(3-Oxa-8-azabicyclo(3.2.1)octan-8-yl)-6-morpholino-1,3,5-triazin-2-yl)phenyl)-3-(pyridin-4-yl)urea; PKI-179",57,0.94641685,0.8299387,0.9464168633167084,-0.605745050223674,-1.3316708402655308e-08,1.3316708402655308e-08
2545,Strophanthidin; strophanthidin,31,0.9470727,0.88539255,0.9470727002903288,-0.608997460858767,-2.903287610322991e-10,2.903287610322991e-10
24172,Mln4924,250,0.94636256,0.8197029,0.9463625690349882,-0.6054757953533407,-9.034988202039074e-09,9.034988202039074e-09
2171,"(4-Amino-2-(1-methanesulfonylpiperidin-4-ylamino)pyrimidin-5-yl)(2,3-difluoro-6-methoxyphenyl)methanone; R-547",173,0.94320333,0.825387,0.9432033048926032,-0.589808450099775,2.510739682826113e-08,2.510739682826113e-08
4657,SN-38,123,0.9413311,0.91555727,0.9413311033882736,-0.5805238743154814,-3.3882736616419606e-09,3.3882736616419606e-09
1278,Ascomycin; sirolimus,676,0.9443877,0.8897667,0.9443876559653588,-0.5956818548934262,4.4034641266677e-08,4.4034641266677e-08
3488,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one; Cytarabine; cytarabine",235,0.9028313,0.84524715,0.9028313446502464,-0.3895968149932833,-4.465024638911075e-08,4.465024638911075e-08
427,Bortezomib,3036,0.94386816,0.83560085,0.9438681382157874,-0.5931054752109899,2.1784212544950776e-08,2.1784212544950776e-08
4915,lestaurtinib,104,0.9366466,0.8506893,0.9366465788807232,-0.557292495266191,2.1119276771841555e-08,2.1119276771841555e-08
20066,digitoxigenin,20,0.9507042,0.86922103,0.9507042395980364,-0.6270069015295929,-3.9598036405408266e-08,3.9598036405408266e-08
242,Docetaxel,256,0.87595475,0.9138187,0.8759547648051416,-0.2563111393769426,-1.4805141557161505e-08,1.4805141557161505e-08
760,Clobetasol Propionate; clobetasol,62,0.93696475,0.8318402,0.936964726076148,-0.558870243035141,2.392385201055447e-08,2.392385201055447e-08
1643,"1-(4-(1-(1,4-Dioxaspiro(4.5)decan-8-yl)-4-(8-oxa-3-azabicyclo(3.2.1)octan-3-yl)pyrazolo(3,4-d)pyrimidin-6-yl)phenyl)-3-methylurea; WYE-125132",93,0.93622917,0.82261866,0.9362291689674308,-0.5552224862612218,1.0325692523238672e-09,1.0325692523238672e-09
