compound_embedding_row_index,compound_name,n_profiles,mean_source_normalized_error_z,source_normalized_inverted_score,recomputed_n_profiles,recomputed_mean_source_normalized_error_z,profile_count_difference,mean_error_difference
1770,"1-O-[(2S,3S,6R)-4-methoxy-16,18-dioxa-10-azapentacyclo[11.7.0.02,6.06,10.015,19]icosa-1(20),4,13,15(19)-tetraen-3-yl] 4-O-methyl (2R)-2-hydroxy-2-(3-hydroxy-3-methylbutyl)butanedioate; Harringtonine",147,-0.5272630634964957,0.930591251352621,147,-0.5272630634964957,0,0.0
5140,Perindopril (erbumine); Perindopril Erbumine,133,-0.3233209976284106,0.889467063087583,133,-0.3233209976284106,0,0.0
3093,9-ING-41; Elraglusib,142,-0.312228315943645,0.8872302634943912,142,-0.312228315943645,0,0.0
2136,Hesperidin,144,-0.4213448735872601,0.9092332271314832,144,-0.42134487358726014,0,5.551115123125783e-17
1831,Rifaximin,136,-0.3232846670388427,0.8894597371541184,136,-0.32328466703884273,0,5.551115123125783e-17
5147,Estrone sulfate (potassium); Potassium estrone sulfate,142,-0.2923926042968915,0.8832304631753156,142,-0.2923926042968915,0,0.0
5239,Fusidic Acid; Fusidic acid,145,-0.3442893591151145,0.8936952581964153,145,-0.3442893591151145,0,0.0
5154,Azithromycin (hydrate); Azithromycin Dihydrate,142,-0.2890592691511415,0.8825583080635155,142,-0.2890592691511415,0,0.0
5207,Bentamapimod,141,-0.285610776514083,0.8818629318554079,141,-0.285610776514083,0,0.0
643,Glycyrrhizic acid; Glycyrrhizin,140,-0.2903659177350777,0.8828217890777601,140,-0.2903659177350777,0,0.0
5158,Procainamide (hydrochloride); Procainamide Hydrochloride,131,-0.2758697848582956,0.8798986957227806,131,-0.2758697848582956,0,0.0
5212,Lenalidomide (hemihydrate); Lenalidomide hemihydrate,143,-0.2696606552839016,0.8786466469485734,143,-0.2696606552839016,0,0.0
5164,Daraxonrasib; RMC-6236,143,-0.2670740454724772,0.8781250663300756,143,-0.26707404547247726,0,5.551115123125783e-17
5328,Demeclocycline,150,-0.3880501083292511,0.902519456782622,150,-0.38805010832925113,0,5.551115123125783e-17
483,Ipatasertib,149,-0.2626070961408028,0.8772243219716018,149,-0.26260709614080285,0,5.551115123125783e-17
5259,Thymopentin,135,-0.2581413446426381,0.8763238191519717,135,-0.25814134464263816,0,5.551115123125783e-17
5132,Almonertinib (hydrochloride); HS-10296 hydrochloride,145,-0.2508798127393095,0.8748595572116311,145,-0.25087981273930954,0,5.551115123125783e-17
791,Erythromycin,151,-0.4324201579995078,0.9114665186268862,151,-0.4324201579995078,0,0.0
5280,Artenimol; Dihydroartemisinin,143,-0.2512173828896065,0.8749276270252538,143,-0.25121738288960654,0,5.551115123125783e-17
5524,Gamma-Oryzanol; γ-Oryzanol,138,-0.2373142279421224,0.8721241055491689,138,-0.23731422794212254,0,1.3877787807814457e-16
5217,Pitavastatin (Calcium); Pitavastatin Calcium,142,-0.2359281090319918,0.871844599627841,142,-0.2359281090319918,0,0.0
5539,Talc,140,-0.2345339686070784,0.8715634761967431,140,-0.2345339686070784,0,0.0
5515,"2-((4-Acetylphenyl)hydrazinylidene)-2-(3,3-dimethyl-4H-isoquinolin-1-yl)acetamide; IQ 1",140,-0.2340743322245833,0.8714707921639188,140,-0.23407433222458338,0,8.326672684688674e-17
2355,Pentagastrin,144,-0.2233988524227188,0.8693181198384582,144,-0.2233988524227188,0,0.0
2709,Tucatinib,142,-0.2148212808084778,0.867588483196702,142,-0.21482128080847787,0,8.326672684688674e-17
5190,MK-8353; Mk-8353,135,-0.2124749871608116,0.8671153614732312,135,-0.21247498716081162,0,2.7755575615628914e-17
637,(E)-3-(4-((Z)-1-(4-Hydroxyphenyl)-2-phenylbut-1-en-1-yl)phenyl)acrylic acid; (E)-3-[4-[(Z)-1-(4-hydroxyphenyl)-2-phenylbut-1-enyl]phenyl]prop-2-enoic acid,1,-1.1299359624122578,1.0,1,-1.1299359624122578,0,0.0
5143,Belumosudil (mesylate),278,-0.2064331276424642,0.8658970421076515,278,-0.2064331276424642,0,0.0
4050,Hydroxyfasudil; hydroxyfasudil,145,-0.2954282724988947,0.8838425948123959,145,-0.2954282724988947,0,0.0
430,Ixazomib citrate,143,-0.2003011815194085,0.864660557100391,143,-0.2003011815194085,0,0.0
1061,Lucanthone,140,-0.1898068364865176,0.8625444099533379,140,-0.1898068364865176,0,0.0
754,Clobetasol Propionate; Clobetasol propionate,144,-0.188541833695371,0.8622893266642799,144,-0.18854183369537103,0,2.7755575615628914e-17
1545,Tadalafil,137,-0.2385693330051576,0.8723771929967483,137,-0.23856933300515762,0,2.7755575615628914e-17
