compound_embedding_row_index,compound_name,n_profiles,mean_source_normalized_error_z,source_normalized_inverted_score,recomputed_n_profiles,recomputed_mean_source_normalized_error_z,profile_count_difference,mean_error_difference
4120,"4-(4-phenoxybutoxy)furo[3,2-g]chromen-7-one; AS-77; Pap-1",3,-0.2103112745526734,0.8666790565634532,3,-0.2103112745526734,0,0.0
2265,"3-methoxy-N-[2-(2,2,6,6-tetramethyl-4-phenyloxan-4-yl)ethyl]aniline; Icmt-IN-1",3,-0.2859423013994799,0.8819297826629819,3,-0.2859423013994799,0,0.0
24058,"(2S)-2-[(4S,5S)-5-[[1,3-benzodioxol-5-ylmethyl(methyl)amino]methyl]-8-(3-methoxyprop-1-ynyl)-4-methyl-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-2-yl]-1-propanol; BRD-K85392418",1,-0.0062966356941232,0.8255402342144162,1,-0.0062966356941232,0,0.0
2704,N-[4-[(2-amino-6-methylpyrimidin-4-yl)amino]phenyl]-4-(quinolin-4-ylamino)benzamide; SGI-1027; Sgi-1027,4,-0.2852230929358366,0.8817847568482499,4,-0.28522309293583664,0,5.551115123125783e-17
1366,TAK-715; Tak-715,35,-0.0042152762328838,0.8251205355222073,35,-0.004215276232883796,0,-4.336808689942018e-18
2724,N-(4-fluoro-2-methylphenyl)-3-methyl-N-((2-methyl-1H-indol-4-yl)methyl)isonicotinamide; N-(4-fluoro-2-methylphenyl)-3-methyl-N-[(2-methyl-1H-indol-4-yl)methyl]pyridine-4-carboxamide,1,-0.284152559879247,0.8815688876857221,1,-0.284152559879247,0,0.0
7856,2-(4-morpholinyl)-9-(3-thiophenyl)-N-[[6-(trifluoromethyl)-1H-benzimidazol-2-yl]methyl]-6-purinamine; BRD-K79222491,10,-0.0031699751708346,0.8249097543011464,10,-0.0031699751708346045,0,4.336808689942018e-18
7508,"BRD-K31856043; N'-(2-aminophenyl)-N-[(2R,3S)-2-[[(3,4-dichlorophenyl)methyl-methylamino]methyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]heptanediamide",5,-0.0026984808184099,0.8248146791510911,5,-0.0026984808184099653,0,6.548581121812447e-17
24152,Triiodothyronine-[13c6] hydrochloride (t3 thyronine),6,-0.0831424379103019,0.8410359154230205,6,-0.0831424379103019,0,0.0
3179,"3-(4-Morpholinyl)-5-[2-[4-[3-(3-pyridinyl)-1,2,4-triazol-1-yl]anilino]-4-pyrimidinyl]benzonitrile; JNK-9L",77,-0.0018209983035149,0.8246377379399279,77,-0.0018209983035149895,0,8.955509944730267e-17
6976,"6-[3-(cyclopropylmethoxy)-4-methoxyphenyl]-3-(2-methoxyphenyl)-7H-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazine; BRD-K49712247",12,-0.0014875601918421,0.8245705013371172,12,-0.001487560191842106,0,6.071532165918825e-18
5813,3-(3-Cyclopentyloxy-4-methoxyphenyl)cyclopentan-1-one; 3-(3-cyclopentyloxy-4-methoxyphenyl)cyclopentan-1-one,1,-0.2829212147571375,0.8813205913452622,1,-0.2829212147571375,0,0.0
1368,"2-(4-ethyl-6-methylpyrazolo[1,5-a]pyrazin-2-yl)-9-methyl-7-(1-methylpiperidin-4-yl)pyrido[1,2-a]pyrimidin-4-one; RG7800",4,-0.2828364783693174,0.8813035045556841,4,-0.2828364783693174,0,0.0
7809,"4-Chloro-1-methyl-3-nitro-1,2-dihydroquinolin-2-one; MW-A1-12",21,-0.0011161295636784,0.824495603679221,21,-0.001116129563678432,0,3.209238430557093e-17
6895,"1-[(E)-3-[4-[2-[2-[2,6-dimethoxy-4-[(E)-3-oxo-3-(6-oxo-2,3-dihydropyridin-1-yl)prop-1-enyl]phenoxy]ethyl-methylamino]ethoxy]-3,5-dimethoxyphenyl]prop-2-enoyl]-2,3-dihydropyridin-6-one; MD-040",14,-0.0010287384070445,0.8244779815650054,14,-0.0010287384070446193,0,1.192622389734055e-16
9636,heptaminol,5,0.0587540636630386,0.8124229933168632,5,0.05875406366303861,0,-1.3877787807814457e-17
2477,8-chloro-2-phenyl-3-[(1S)-1-(7H-purin-6-ylamino)ethyl]isoquinolin-1-one; Duvelisib; IPI-145,9,-0.0448608368040259,0.833316567458781,9,-0.04486083680402599,0,9.020562075079397e-17
2834,2-Methyl-7-[(3-methylthiophen-2-yl)-(pyridin-2-ylamino)methyl]quinolin-8-ol; 2-methyl-7-[(3-methylthiophen-2-yl)-(pyridin-2-ylamino)methyl]quinolin-8-ol,3,-0.2820212168566298,0.8811391099871074,3,-0.2820212168566298,0,0.0
2601,Apitolisib; GDC-0980,60,0.0002549974950566,0.8242191208111149,60,0.00025499749505661546,0,-1.5449880957918438e-17
24138,"1-[(2R,3S)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-(phenylmethyl)amino]methyl]-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-3-phenylurea; BRD-K11180501",2,0.0002599892018948,0.8242181142512819,2,0.0002599892018948502,0,-5.0198560586078855e-17
898,Dinoprost; dinoprost,12,-0.0053159685412114,0.8253424861899956,12,-0.0053159685412114315,0,3.122502256758253e-17
7895,3-amino-5-(1-naphthalenylmethyl)-1H-pyrazole-4-carbonitrile; BRD-K78481586,2,0.0006947672151895,0.8241304428197107,2,0.0006947672151895526,0,-5.2583805365546965e-17
3577,(E)-3-(4-hydroxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]prop-2-enamide; Paprazine,4,-0.2816249835948045,0.8810592109668303,4,-0.28162498359480453,0,5.551115123125783e-17
2354,(2S)-2-amino-5-[[amino(methylsulfanyl)methylidene]amino]pentanoic acid; S-methyl-L-thiocitrulline,1,-0.2814290783318761,0.8810197073711376,1,-0.2814290783318761,0,0.0
1140,Diphenoxylate; diphenoxylate,2,0.0012311410077811,0.824022284962561,2,0.0012311410077811835,0,-8.348356728138384e-17
536,(2S)-2-[[(2S)-2-amino-1-oxopropyl]amino]-3-methyl-N-[(2S)-1-(1-naphthalenylamino)-1-oxopropan-2-yl]butanamide; BRD-K71427192,1,0.0019256917563212,0.823882231287901,1,0.0019256917563212,0,0.0
1376,Voxtalisib; voxtalisib,17,0.0021225007694802,0.8238425454542062,17,0.002122500769480239,0,-3.903127820947816e-17
1237,"6-ethoxy-1,3-benzothiazole-2-sulfonamide; Ethoxzolamide",2,-0.2072621079164886,0.866064203015392,2,-0.2072621079164886,0,0.0
2576,2-fluoro-N-[2-(2-methyl-1H-indol-3-yl)ethyl]benzamide; CK-666,1,-0.2802223989121905,0.8807763847813644,1,-0.2802223989121905,0,0.0
2857,2-Methyl-6-styryl-pyridine; SIB-1893,31,0.0263843005123041,0.8189502402986926,31,0.02638430051230415,0,-4.85722573273506e-17
7093,"BRD-K23319301; [(1R)-1'-[(3-fluorophenyl)methyl]-1-(hydroxymethyl)-7-methoxy-2-spiro[3,9-dihydro-1H-pyrido[3,4-b]indole-4,4'-piperidine]yl]-(4-oxanyl)methanone",9,0.0038199571275323,0.823500259449879,9,0.0038199571275323954,0,-9.540979117872439e-17
1940,"(E)-3-[4-[[2,4-bis(trifluoromethyl)phenyl]methoxy]-3-methoxyphenyl]-2-cyano-N-[5-(trifluoromethyl)-1,3,4-thiadiazol-2-yl]prop-2-enamide; Xct790",2,-0.1298328767471458,0.8504508754447827,2,-0.1298328767471459,0,8.326672684688674e-17
11410,ajmaline,3,0.0636960641156604,0.8114264565986808,3,0.06369606411566046,0,-6.938893903907228e-17
815,Pharmakon1600-01505438; hydrocortisone-valerate,4,0.0045857082390303,0.8233458484766482,4,0.004585708239030373,0,-7.28583859910259e-17
8231,KIN001-043,40,0.0049777855439688,0.8232667874902151,40,0.004977785543968806,0,-6.071532165918825e-18
23911,tetryzoline,3,0.0644807253918117,0.8112682324583722,3,0.06448072539181171,0,-1.3877787807814457e-17
4806,diltiazem,17,0.0287927788652121,0.8184645792517886,17,0.028792778865212143,0,-4.163336342344337e-17
7506,"BRD-K23282736; N-(2-aminophenyl)-4-[[[(2R,3S)-8-(dimethylamino)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-2-yl]methyl-methylamino]methyl]benzamide",8,0.0057813680576597,0.8231047479500209,8,0.005781368057659733,0,-3.2959746043559335e-17
1586,Thioproperazine; thioproperazine,9,0.0165588214103328,0.8209315130227073,9,0.01655882141033281,0,-1.0408340855860843e-17
1722,"Sertraline, trans-(A+-)-; sertraline",46,0.0099642933283478,0.8222612760277465,46,0.009964293328347862,0,-6.245004513516506e-17
2995,"2-[4-[4-[4-[[(1R)-1-(2-chlorophenyl)ethoxy]carbonylamino]-3-methyl-1,2-oxazol-5-yl]phenyl]phenyl]acetic acid; AM-966",4,-0.1983132366872618,0.8642596951340786,4,-0.1983132366872618,0,0.0
7299,"1-[(3S,9S,10R)-9-[[cyclohexylmethyl(methyl)amino]methyl]-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3-[4-(trifluoromethyl)phenyl]urea; SA-425500",11,0.0070894010727394,0.8228409877701871,11,0.007089401072739446,0,-4.597017211338539e-17
1644,"2-chloro-4,5-difluoro-N-[[2-methoxy-5-(methylcarbamoylamino)phenyl]carbamoyl]benzamide; Glycogen Phosphorylase Inhibitor",2,-0.2778586832632301,0.8802997499736356,2,-0.27785868326323016,0,5.551115123125783e-17
6835,"DM-163; N-[[(3S,9R,10R)-16-[[anilino(oxo)methyl]amino]-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-9-yl]methyl]-N-methylcarbamic acid 2-methoxyethyl ester",1,0.0071749460970342,0.8228237379219556,1,0.0071749460970342,0,0.0
1674,CEP-37440; Cep-37440,43,0.0075463206117955,0.8227488515791266,43,0.007546320611795591,0,-9.107298248878237e-17
4270,1-(Naphthalen-2-yl)piperazine; 1-naphthalen-2-ylpiperazine,4,-0.2774772655895181,0.8802228384637194,4,-0.27747726558951813,0,5.551115123125783e-17
1719,"(5S,8S,10aR)-N-benzhydryl-5-[[(2S)-2-(methylamino)propanoyl]amino]-3-(3-methylbutanoyl)-6-oxo-1,2,4,5,8,9,10,10a-octahydropyrrolo[1,2-a][1,5]diazocine-8-carboxamide; Xevinapant",3,-0.277171704188849,0.8801612230999927,3,-0.27717170418884896,0,-5.551115123125783e-17
7511,"BRD-K29251608; N-[(2R,3S)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl(pyridin-4-ylmethyl)amino]methyl]-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-2-(1-methyl-3-indolyl)acetamide",1,0.0083544353120742,0.8225858981397145,1,0.0083544353120742,0,0.0
148,Sdccgsbi-0050471.P002; forskolin,68,-0.1288630012130474,0.8502553035117038,68,-0.12886300121304747,0,8.326672684688674e-17
1149,"(3R,16S)-Vinpocetine; vinpocetine",12,-0.0858030134253457,0.8415724109611444,12,-0.08580301342534573,0,2.7755575615628914e-17
183,Deferoxamine; N-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentyl]-N'-(5-aminopentyl)-N'-hydroxybutanediamide; deferoxamine-mesylate,11,-0.0621045917412423,0.8367937089764754,11,-0.06210459174124232,0,2.0816681711721685e-17
3129,6-Fluoro-3-((1E)-2-(3-pyridinyl)ethenyl)-1H-indole; 6-fluoro-3-[(E)-2-pyridin-3-ylethenyl]-1H-indole,3,-0.2760970832770825,0.879944529636087,3,-0.27609708327708243,0,-5.551115123125783e-17
2931,"DW-1350; N'-hydroxy-4-[5-[4-(2-methyl-5-propan-2-yl-1,3-thiazol-4-yl)phenoxy]pentoxy]benzenecarboximidamide",3,-0.2754221945540297,0.8798084407385531,3,-0.2754221945540297,0,0.0
3967,Ro-3306,20,0.0059532182301666,0.8230700949772882,20,0.005953218230166602,0,-1.734723475976807e-18
2424,Halometasone; halometasone,4,0.0112815434593723,0.8219956572494438,4,0.011281543459372323,0,-2.2551405187698492e-17
23598,furazolidone,4,0.0717886415964653,0.8097946172895445,4,0.07178864159646528,0,1.3877787807814457e-17
764,"(8S,9S,10R,11S,13S,14R,16R,17S)-11-hydroxy-10,13,16,17-tetramethyl-17-propanoyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one; rimexolone",39,0.0096179818070992,0.8223311085075615,39,0.009617981807099238,0,-3.8163916471489756e-17
7257,"BRD-K50204028; N-[(3R,9S,10R)-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[(1-naphthalenylamino)-oxomethyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-4-pyridinecarboxamide",8,0.0137522007543057,0.8214974580412385,8,0.013752200754305798,0,-9.71445146547012e-17
1756,BRD-K59333713; Niguldipine,13,0.0151968849261962,0.8212061426443121,13,0.015196884926196282,0,-8.153200337090993e-17
5779,"3-(dimethoxyphosphinothioylsulfanylmethyl)-1,2,3-benzotriazin-4-one; Azinphos-Methyl",3,-0.2727242563277081,0.8792644111433128,3,-0.27272425632770797,0,-1.1102230246251565e-16
8155,"4-(Trifluoromethyl)benzoic acid 4-[[5-(1-naphthalenyl)-1,3,4-oxadiazol-2-yl]thio]but-2-ynyl ester; BRD-K73285375",3,0.0162786897551635,0.8209880005691934,3,0.016278689755163528,0,-2.7755575615628914e-17
7396,"(3S,3'S,4'R,5'S)-4'-[fluoro(dimethyl)silyl]-5'-(2-hydroxyethyl)-3'-methyl-1-[[4-(2-oxo-1-piperidinyl)phenyl]methyl]-2-spiro[indole-3,2'-oxolane]one; BRD-K16057611",1,0.0163263313686054,0.820978393808214,1,0.0163263313686054,0,0.0
7076,"(3R,3'R,4'S,5'R)-5'-(2-hydroxyethyl)-4'-[(4-methoxyphenyl)-dimethylsilyl]-3'-methyl-1-[[4-(2-oxo-1-azetidinyl)phenyl]methyl]-2-spiro[indole-3,2'-oxolane]one; BRD-K08448573",11,0.0167435835673601,0.8208942563944708,11,0.0167435835673602,0,-1.0061396160665481e-16
7887,"(2S,3R,4R)-3-[4-(2-cyclohexylethynyl)phenyl]-4-(hydroxymethyl)-2-azetidinecarbonitrile; BRD-K86961442",8,0.0173468265500743,0.8207726146042638,8,0.01734682655007433,0,-2.7755575615628914e-17
2083,"5,7-dihydroxy-2-(4-methoxyphenyl)chromen-4-one; Acacetin",7,0.0630698943753459,0.8115527214875695,7,0.06306989437534592,0,-2.7755575615628914e-17
1598,JP1302; N-[4-(4-methylpiperazin-1-yl)phenyl]acridin-9-amine,1,-0.1330978991357223,0.8511092555333919,1,-0.1330978991357223,0,0.0
24091,"2-fluoro-N-[[(4R,5S)-2-[(2R)-1-hydroxypropan-2-yl]-8-(3-methoxyphenyl)-4-methyl-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-N-methylbenzamide; BRD-K00328666",1,0.0180219123075888,0.8206364859754354,1,0.0180219123075888,0,0.0
2156,N-[5-bromo-3-[[3-[2-(dimethylamino)ethoxy]-4-methoxyphenyl]methoxy]pyrazin-2-yl]-4-methylbenzenesulfonamide,4,-0.2712480844781022,0.8789667463687781,4,-0.27124808447810217,0,-5.551115123125783e-17
6346,ML228 Analog; VU-0418939-2,15,0.0183813090187332,0.8205640149138717,15,0.018381309018733204,0,-3.469446951953614e-18
5546,"(3S,6S,9S,12R,15S,18S,21S,24S,30S,33S)-24-butan-2-yl-30-ethyl-33-[(E,1R,2R)-1-hydroxy-2-methylhex-4-enyl]-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18-tris(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone; cyclo[Abu-Sar-N(Me)xiIle-Val-N(Me)Leu-Ala-D-Ala-N(Me)Leu-N(Me)Leu-N(Me)Val-N(Me)Bmt(E)]",4,-0.2710122671986539,0.8789191946576836,4,-0.2710122671986539,0,0.0
7509,"BRD-K42197878; N-[(2R,3S)-2-[[1,3-benzodioxol-5-ylmethyl(methyl)amino]methyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-2-phenylacetamide",6,0.0189811614366171,0.8204430568189378,6,0.01898116143661721,0,-1.1102230246251565e-16
7059,"1-[(2S,3R)-5-[(2R)-1-hydroxypropan-2-yl]-2-[[(4-methoxyphenyl)sulfonyl-methylamino]methyl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-3-[4-(trifluoromethyl)phenyl]urea; BRD-K38519699",1,0.019243611404924,0.820390134721376,1,0.019243611404924,0,0.0
2634,Skatole; skatole,8,0.0196680455632083,0.8203045490911771,8,0.019668045563208312,0,-1.0408340855860843e-17
4726,NMDA,7,-0.6908802773411589,0.9635840774128472,7,-0.6908802773411589,0,0.0
7034,"6-[3-(cyclopropylmethoxy)-4-methoxyphenyl]-3-(2,5-dimethoxyphenyl)-7H-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazine; BRD-K97534490",10,0.0203464228107206,0.8201677567451613,10,0.02034642281072066,0,-5.898059818321144e-17
459,(2S)-4-methyl-N-[(2S)-1-[[(2S)-4-methyl-1-[(2R)-2-methyloxiran-2-yl]-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]-2-[[(2S)-2-[(2-morpholin-4-ylacetyl)amino]-4-phenylbutanoyl]amino]pentanamide; Carfilzomib; carfilzomib,85,-0.285076156817546,0.8817551277054548,85,-0.285076156817546,0,0.0
4589,lisuride,5,0.082771492721288,0.807579964636,5,0.08277149272128805,0,-4.163336342344337e-17
74,Seocalcitol; seocalcitol,36,0.0219042176773119,0.8198536329811437,36,0.021904217677311977,0,-7.632783294297951e-17
8330,Pentachlorophenol; pentachlorophenol,3,0.0221376346691929,0.8198065652794534,3,0.022137634669192895,0,3.469446951953614e-18
3141,Tyrphostin 47; tyrphostin-47,4,0.0223214848607986,0.8197694925457828,4,0.02232148486079863,0,-2.7755575615628914e-17
2288,(S)-1-(5-((2-aminopropanamido)methyl)thiophen-3-yl)-N-(2-methoxybenzyl)-3-(trifluoromethyl)-1H-pyrazole-5-carboxamide; 2-[5-[[[(2S)-2-aminopropanoyl]amino]methyl]thiophen-3-yl]-N-[(2-methoxyphenyl)methyl]-5-(trifluoromethyl)pyrazole-3-carboxamide,4,-0.2686088196759444,0.8784345480596985,4,-0.2686088196759444,0,0.0
7367,"BRD-K58191509; N-[(3S,9R,10R)-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[(1-naphthalenylamino)-oxomethyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-4-pyridinecarboxamide",5,0.023288245309079,0.8195745487586192,5,0.02328824530907897,0,3.122502256758253e-17
1715,(2S)-N-[(1S)-1-cyclohexyl-2-[(2S)-2-[5-(4-fluorophenoxy)-3-pyridinyl]pyrrolidin-1-yl]-2-oxoethyl]-2-(methylamino)propanamide; (2S)-N-[(1S)-1-cyclohexyl-2-[(2S)-2-[5-(4-fluorophenoxy)pyridin-3-yl]pyrrolidin-1-yl]-2-oxoethyl]-2-(methylamino)propanamide,3,-0.2678302853479748,0.8782775593965801,3,-0.2678302853479748,0,0.0
4075,3-[[(2R)-oxolan-2-yl]methyl]-2-sulfanylidene-7H-purin-6-one; Azd-5904,3,-0.2676435188663656,0.8782398986034593,3,-0.26764351886636567,0,5.551115123125783e-17
284,"(6S,9R,11S,13S,17R)-17-acetyl-9-fluoro-11,17-dihydroxy-6,10,13-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one; BRD-A13133631",32,0.0246886137850369,0.8192921694633003,32,0.02468861378503691,0,-6.938893903907228e-18
1627,"Trans-2,3,3a,12b-tetrahydro-2-methyl-1H-dibenz(2,3:6,7)oxepino(4,5-c)pyrrole (e)-2-butenedioate; asenapine",6,-0.0150845952791994,0.8273122948381229,6,-0.015084595279199439,0,3.8163916471489756e-17
9631,prenylamine,4,0.0873844142416128,0.806649785507696,4,0.08738441424161289,0,-8.326672684688674e-17
6428,"(15S)-13-Benzyl-10,10-dimethyl-8,11,13-triazatetracyclo[7.7.0.02,7.011,15]hexadeca-1(9),2,4,6-tetraene-12,14-dione; JAS07-001",1,0.0269070809409613,0.8188448234947691,1,0.0269070809409613,0,0.0
7306,"BRD-K62719675; N-[(3S,9S,10R)-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-9-[[methyl-[(1-naphthalenylamino)-oxomethyl]amino]methyl]-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-4-pyridinecarboxamide",1,0.0274397460124285,0.8187374134879714,1,0.0274397460124285,0,0.0
6071,1-(4-fluorophenyl)-4-[4-hydroxy-4-[3-(trifluoromethyl)phenyl]piperidin-1-yl]butan-1-one; Trifluperidol,2,-0.2650132288694155,0.8777095100317549,2,-0.2650132288694155,0,0.0
8016,"2-[(3S,6aR,8S,10aR)-3-hydroxy-1-[(4-phenoxyphenyl)methyl]-3,4,6,6a,8,9,10,10a-octahydro-2H-pyrano[2,3-c][1,5]oxazocin-8-yl]-1-(3,4-dihydro-1H-isoquinolin-2-yl)ethanone; SA-1460192",1,0.0288129000086745,0.8184605218951646,1,0.0288129000086745,0,0.0
225,Practolol; practolol,5,0.0605325663328296,0.8120643646136037,5,0.0605325663328297,0,-9.71445146547012e-17
3042,Clonidine; clonidine,7,0.0328753305045039,0.817641347313339,7,0.03287533050450398,0,-8.326672684688674e-17
4380,triflusal,3,0.091255817709018,0.8058691308430205,3,0.09125581770901799,0,1.3877787807814457e-17
4146,Azacyclonol; azacyclonol,6,0.0832987468313575,0.807473645730218,6,0.0832987468313575,0,0.0
302,Suprofen; suprofen,6,0.0499003005055629,0.8142083229956241,6,0.04990030050556296,0,-6.245004513516506e-17
4025,"2-hydroxyisoindole-1,3-dione; N-Hydroxyphthalimide",3,-0.2642496013557056,0.8775555272744238,3,-0.26424960135570547,0,-1.1102230246251565e-16
2274,OSI-027,52,0.0297026871402352,0.8182810995020533,52,0.02970268714023528,0,-7.979727989493313e-17
2844,Apilimod; N-[(E)-(3-methylphenyl)methylideneamino]-6-morpholin-4-yl-2-(2-pyridin-2-ylethoxy)pyrimidin-4-amine,4,-0.263497039920007,0.8774037759521502,4,-0.263497039920007,0,0.0
886,"Antimycin A; [(2R,3S,6S,7R,8R)-3-[(3-formamido-2-hydroxybenzoyl)amino]-8-hexyl-2,6-dimethyl-4,9-dioxo-1,5-dioxonan-7-yl] 3-methylbutanoate",9,-0.293160562400639,0.8833853191806411,9,-0.29316056240063904,0,5.551115123125783e-17
8377,"BRD-K08307026; N-(cyclohexylmethyl)-6-phenyl-3-(2-pyridinyl)-1,2,4-triazin-5-amine",16,0.032491170504267,0.8177188118035922,16,0.03249117050426705,0,-4.85722573273506e-17
1924,Moxifloxacin; moxifloxacin,21,0.03275463367918,0.8176656853965417,21,0.03275463367918009,0,-9.020562075079397e-17
1608,Mianserin; mianserin,10,0.0323559663230869,0.8177460752432235,10,0.032355966323086946,0,-4.85722573273506e-17
1561,N-[(4-chlorophenyl)methyl]-N-methyl-1-[4-(1-methylpiperidin-4-yl)phenyl]methanamine,4,-0.2623522014348665,0.8771729233656788,4,-0.2623522014348665,0,0.0
4103,"5-fluoro-2-(2-morpholin-4-yl-5-morpholin-4-ylsulfonylphenyl)-1,2-benzothiazol-3-one; 5-fluoro-2-(2-morpholino-5-(morpholinosulfonyl)phenyl)benzo[d]isothiazol-3(2H)-one",2,-0.2621289976136378,0.8771279151133272,2,-0.26212899761363784,0,5.551115123125783e-17
5248,Piperacetazine; piperacetazine,5,0.0742438272344254,0.8092995378856396,5,0.07424382723442546,0,-6.938893903907228e-17
7802,"N-[(3-chlorophenyl)methyl]-6-phenyl-3-(2-pyridinyl)-1,2,4-triazin-5-amine; VU-0418934-2",17,0.0344114477042693,0.8173315947733154,17,0.034411447704269356,0,-5.551115123125783e-17
1610,(-)-Mirtazapine; mirtazapine,9,0.0348037208646795,0.8172524942933268,9,0.034803720864679526,0,-2.7755575615628914e-17
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,52,0.0348591134972496,0.8172413245670587,52,0.03485911349724964,0,-4.163336342344337e-17
1892,Danusertib; danusertib,71,-0.548300727307689,0.9348334210273544,71,-0.548300727307689,0,0.0
7229,"BRD-K46499837; N-[(3R,9R,10R)-9-[[[anilino(oxo)methyl]-methylamino]methyl]-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]cyclohexanecarboxamide",3,0.0362746614745677,0.8169558843795739,3,0.036274661474567704,0,-6.938893903907228e-18
24067,"BRD-K50919513; N-[(5S,6S,9S)-5-methoxy-3,6,9-trimethyl-2-oxo-8-(pyridin-4-ylmethyl)-11-oxa-3,8-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]acetamide",2,0.0374874828207116,0.8167113232922946,2,0.03748748282071168,0,-8.326672684688674e-17
2449,BRD-K20986251; Lithocholic Acid,14,0.0366524670006633,0.8168797012463072,14,0.036652467000663325,0,-2.7755575615628914e-17
8244,Alizarin; alizarin,1,0.0383936856479101,0.8165285907328621,1,0.0383936856479101,0,0.0
2546,"(9beta)-3-Hydroxyestra-1,3,5(10)-trien-17-one; estrone",13,0.0385425198963536,0.8164985788389096,13,0.03854251989635366,0,-6.245004513516506e-17
5938,[3-(Hydroxymethyl)-5-[2-(6-methyl-2-pyridinyl)ethynyl]phenyl]methanol; [3-(hydroxymethyl)-5-[2-(6-methylpyridin-2-yl)ethynyl]phenyl]methanol,4,-0.2586074281643679,0.8764178032273672,4,-0.2586074281643678,0,-5.551115123125783e-17
1116,"4-[4,4-bis(4-fluorophenyl)butyl]-N-ethylpiperazine-1-carboxamide; Amperozide; amperozide",10,0.0724581681452657,0.8096596096552728,10,0.07245816814526573,0,-2.7755575615628914e-17
7451,"BRD-K83816656; N'-(2-aminophenyl)-N-[(2R,3S)-2-[[(3,4-dichlorophenyl)methyl-methylamino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]heptanediamide",4,0.0410137870195196,0.816000256661022,4,0.04101378701951963,0,-3.469446951953614e-17
11029,pentoxyverine,4,0.1043688426857676,0.8032249362499501,4,0.1043688426857677,0,-9.71445146547012e-17
1269,2-[4-[[(2R)-2-aminobutyl]amino]pyrimidin-2-yl]-4-(1-methylpyrazol-4-yl)phenol; Crt 0066101,2,-0.2573833788244642,0.8761709780552986,2,-0.25738337882446427,0,5.551115123125783e-17
6497,"BRD-K09635134; N-[(1R,2S)-1-hydroxy-1-phenylpropan-2-yl]tetradecanamide",1,0.0419743168163114,0.8158065692624499,1,0.0419743168163114,0,0.0
