murcko_scaffold,n_compounds
O=C(Nc1cccc(NC(=O)c2ccno2)c1)c1cccc(-n2ccnc2)c1,1
O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,1
O=C(CCC=CCc1ccc2c(c1)C(=O)OC2)OCCN1CCOCC1,1
O=C(CCCCC=Cc1c(C2CC2)nc2ccccc2c1-c1ccccc1)[O][Ca][O]C(=O)CCCCC=Cc1c(C2CC2)nc2ccccc2c1-c1ccccc1,1
O=C(CCCCCCCn1cc(-c2cccnc2)nn1)Nc1ccccc1-c1ccccc1,1
O=C(CCCCCNC(=O)c1ccccc1)Nc1ccccc1,1
O=C(CCCCCc1ccccc1)CC1CCC(C2CCCCO2)O1,1
O=C(CCCN1CCC2C(C1)c1cccc3c1N2CCN3)c1ccccc1,1
O=C(CCCNC(=O)C(NC(=O)c1ccncn1)C(OC1OCCCC1OC1CCCCO1)c1c[nH]cn1)NCC(=O)NCCc1nc(-c2nccs2)cs1,1
O=C(CCCOc1cc(=O)[nH]c2ccccc12)Nc1ccccn1,1
O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NC1COC(=O)C(CC(=O)c2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC1=O,1
O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NCCc1ccccc1,1
O=C(CCc1ccccc1)NC1COC(n2cnc3cncnc32)C1,1
O=C(CCc1ccccc1)NCC(=O)NCCc1ccccc1,1
O=C(CN1CCNCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)c2sc3ccccc3c12,1
O=C(CN1CCNCC1)Nc1ccc(NC(=C2C(=O)Nc3ccccc32)c2ccccc2)cc1,1
O=C(CN1CCOCC1)NC(CCc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)C1CO1,1
O=C(NCCc1ccccc1)c1cnccn1,1
O=C(NCCn1ccc(-c2ccccc2)n1)c1cc[nH]n1,1
O=C(NCNC(=S)Nc1ccccc1)C(c1ccccc1)c1ccccc1,1
O=C(NCc1ccc(-n2cccn2)nc1)C1CCC(c2nccc(Nc3cc[nH]n3)n2)CC1,1
O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(Oc2ccnc3[nH]ccc23)c1,1
O=C(Nc1ccc(N2CCOCC2)nc1)c1cccc(-c2ccccc2)c1,1
O=C(Nc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)cc1)c1ccccc1,1
O=C(Nc1ccc(Oc2ccnc3ccccc23)cc1)Nc1ccon1,1
O=C(Nc1ccc(Oc2ccncc2)cc1)Nc1ccnn1-c1ccc2ncccc2c1,1
O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)c1cccc(Cc2ccccc2)c1,1
O=C(Nc1ccc(Sc2nc(Nc3cc[nH]n3)cc(N3CCNCC3)n2)cc1)C1CC1,1
O=C(Nc1ccc2[nH]nc(-c3cccnc3)c2c1)C1CCN(CC(=O)N2CC=C(c3ccc(-c4nc[nH]n4)cc3)CC2)C1,1
O=C(Nc1ccc2c(c1)CCCC2)c1ccccc1,1
O=C(Nc1ccc2ncccc2c1)c1ccccc1COc1ccccc1,1
O=C(Nc1cccc(-c2c[nH]c(=O)c(Nc3ccc(C(=O)N4CCOCC4)cc3)n2)c1)c1ccccc1,1
O=C(Nc1cccc(-c2cccs2)c1)c1ccccc1,1
O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccccc1,1
O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cnccn3)n2)c1,1
O=C(Nc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,1
O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C=Cc2cnc3[nH]ccc3c2)c1,1
O=C(Nc1ccc(C(=O)N2CCCCC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,1
O=C(Nc1ccc(-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc23)cc1)Nc1ccon1,1
O=C(NCc1cnccn1)c1c(=O)c2ccc(N3CCCNCC3)nc2n2c1sc1ccccc12,1
O=C(NCc1ccc(C(=O)Nc2ccccc2)cc1)OCc1cccnc1,1
O=C(NCc1ccc[nH]c1=O)c1cc(-c2ccc(N3CCNCC3)nc2)cc2[nH]ncc12,1
O=C(NCc1ccc[nH]c1=O)c1cc(NC2CCOCC2)cc(-c2ccc(CN3CCOCC3)cc2)c1,1
O=C(NCc1ccccc1)N1Cc2[nH]nc(Nc3ncnc4ccsc34)c2C1,1
O=C(NCc1ccccc1)Nc1nccs1,1
O=C(NCc1ccccc1)c1cc(-c2ccncc2)c[nH]1,1
O=C(NCc1oc2ccccc2c(=O)c1Cc1ccccc1)c1ccccc1,1
O=C(Nc1cc2c(s1)CNCC2)c1cccs1,1
O=C(NN1CCCCC1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,1
O=C(NOCC1CC1)c1ccccc1Nc1ccccc1,1
O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CC1,1
O=C(Nc1cc(-c2scnc2-c2ccccc2)ccn1)c1ccccc1,1
O=C(Nc1cc(CCc2ccccc2)n[nH]1)c1ccc(N2CCNCC2)cc1,1
O=C(Nc1cc2c(s1)CCCC2)c1cccc2ccccc12,1
O=C(CCC1CCCN1)NC(Cc1ccccc1)c1nccs1,1
O=C(CC1N=C(c2ccccc2)c2ccsc2-n2cnnc21)Nc1ccccc1,1
O=C(CC1CCNCC1)N1CCC(C2c3ccccc3CCc3cccnc32)CC1,1
C=C1C(=O)CC2C1CCC1C3CCC(=O)C=C3CCC21,1
C1=CC2=CCCCC2CC1,1
C1=CC2CC(c3ccc4c(c3)C35CCN6CC=CC(CCC3N4)C65)c3[nH]c4ccccc4c3CN(C1)C2,1
C1=CC2OC3CCC(C2CC1)C31CO1,1
C1=CCC2C(=C1)c1cc3ccc(cc4nc(cc5ccc(cc2n1)[nH]5)C=C4)[nH]3,1
C1=CCCCC1,1
C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,1
C1=NC=c2c(=C3C=c4ccccc4=N3)nc(C3CCCCC3)n2N1,1
C1=NNc2ncnc3c2c1cn3C1CCCO1,1
C1=NOCC1,1
C1C2CC3CC1CC(C2)C3,1
C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,1
C1CCC2C(C1)CCC1CC3CCCC12C3,1
C1CCC2NCCC2C1,1
C1CCNC1,1
C1CCOCC1,1
C1=CC(c2ccccc2)CC=N1,1
C1=CC(c2cc3ccccc3[nH]2)=NC1=Cc1ccc[nH]1,1
C1=C2CCCCC2C2CCC3C(c4cccnc4)=CCC3C2C1,1
C(=Cc1nc(Nc2cc[nH]n2)cc(N2CCNCC2)n1)c1ccccc1,1
C(=CC1CCCC1)CCCc1ccccc1,1
C(=Cc1[nH+]c2cc(-c3nc4ccccc4s3)ccc2n1-c1ccccc1)Nc1ccccc1,1
C(=Cc1ccccn1)c1ccccc1,1
C(=Cc1ccco1)c1nc2ccccc2[nH]1,1
C(=Cc1n[nH]c2cc(Sc3ccccc3)ccc12)c1ccccn1,1
C(=Cc1n[nH]c2ccc(OCc3ccncc3)cc12)c1cn[nH]c1,1
C(=NC=NCCCCCCN=CN=CNc1ccccc1)Nc1ccccc1,1
C1=C2CCC3C4CCCC4CCC3C2Cc2cnoc21,1
C(=NNc1cc(N2CCOCC2)nc(OCCc2ccccn2)n1)c1ccccc1,1
C(=NNc1ccccc1)C1=NCCc2ccccc21,1
C(C=C1CCCC2CCCC12)=C1CCCCC1,1
C(C=CSc1ccccc1)=CSc1ccccc1,1
C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21,1
C(Cc1ccccc1)=NNc1nc(-c2ccccc2)cs1,1
C1CSSC1,1
C=C1C(=O)OC2C1CCC=CCCC1OC12,1
O=C(CC1CCCCC1)Nc1cc2c3c(c(-c4cn[nH]c4)[nH]c3c1)C=NNC2=O,1
C=C1CC2C(CCC3C(=O)CCC32)C2C=CC(=O)C=C12,1
O=C(C=CC=CC=CC1C=CC(=O)C2OC12)NC1C(=O)CCC1=O,1
O=C(C=CC=CC=CC=CC1=CCCCC1)Nc1ccccc1,1
O=C(C=CCN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1,1
O=C(C=Cc1cc[nH]c1)c1ccccc1,1
O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1,1
O=C(C=Cc1ccccc1)NCC(=O)NC1CCS(=O)(=O)CC1,1
O=C(C=Cc1ccccc1)NCc1ccccc1,1
O=C(C=Cc1ccccc1)OC1CCC23CC24CCC2CCCC2C4CCC3C1,1
O=C(C=Cc1ccccc1)c1cc(Cc2ccccc2)cc2c1OCC=C2,1
O=C(C=Cc1ccccc1)c1ccccc1,1
O=C(C=Cc1cccnc1)NCc1ccc(C(=O)Nc2ccccc2)cc1,1
O=C(C=Cc1cccnc1)c1c(-c2ccccc2)c2ccccc2[nH]c1=O,1
O=C(C=Cn1cnc(-c2ccccc2)n1)NNc1cnccn1,1
O=C(CC(=O)NNC(=S)c1ccccc1)NNC(=S)c1ccccc1,1
O=C(CC(NC(=O)c1ccccc1)c1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1,1
O=C(C1CCNCC1)N1Cc2cn[nH]c2C1,1
O=C(C1CC2CCC1O2)N1CCNCC1,1
O1[SiH]2O[SiH]3O[SiH]1O[SiH](O2)O3,1
N=C1C(=C2C(=O)Nc3ccccc32)Nc2ccccc21,1
C=C1CCC2C1CCC1C3CCCCC3CCC21,1
C=C1CCC2CCCCC2C1CC=C1CCOC1=O,1
C=C1CCCC1n1cnc2c(=O)[nH]cnc21,1
C=C1CCCCC1=CC=C1CCCC2C(CC=CCC3CC3)CCC12,1
C=C1NC(=O)C2CSSCCC=CC(CC(=O)NCC(=O)N2)OC(=O)CNC1=O,1
C=C1NC(=O)CNC(=O)CNC2C=Cc3ccc(nc3C2)C(=O)OCC2NC(=O)c3csc(n3)CNC(=O)C3CSC(=N3)C(=C)NC(=O)CNC(=O)c3csc(n3)C3(CCC(c4nccs4)=NC3c3csc2n3)NC(=O)CNC1=O,1
N=C1C(=O)N(Cc2ccccc2)c2ccccc21,1
N=c1sccn1Cc1ccccc1,1
N=C1CCC2C(C1)C(=O)CC1C3CCC(=O)C3CCC21,1
N=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,1
N=C1CCc2cc(-c3c[nH]nc3-c3ccncc3)ccc21,1
N=C1c2cc(S(=O)(=O)N3CCCCC3)ccc2-c2ccc(S(=O)(=O)N3CCCCC3)cc21,1
N=c1c[n+](N2CCOCC2)[n-]o1,1
N=c1cc2n(-c3ccccc3)c3ccccc3nc-2cc1Nc1ccccc1,1
O=C(Nc1cccc(NC(=O)c2ccccc2)n1)c1ccccc1,1
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,1
O=C1OCC2C(OC3CCC4OC(c5cccs5)OCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4,1
O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,1
O=C1CC2CCCC3CCC=C3C2O1,1
O=C1CCC(c2ccccc2)C(c2ccccc2)N1,1
O=C1CCC2C1CCC1c3ccccc3CCC12,1
O=C1CCCC=CC(=O)OC2CC(CCCC=CC=CCCCCC(=O)CCC1)OC1(CCCCO1)C2,1
O=C1CCCCCCC2OC2CC(C=Cc2cscn2)NC(=O)CCC1,1
O=C1CCCCCCC2OC2CC(C=Cc2cscn2)OC(=O)CCC1,1
O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1,1
O=C1CCCOC(=O)C(NC(=O)c2ccccc2)CO1,1
O=C1CCCON1Cc1ccc(Nc2ccccc2)cc1,1
O=C1CCCc2c1cnn2-c1cccc(NC2CCCCC2)c1,1
O=C1CCO1,1
O=C1CN(C(=O)N2C(c3ccccc3)=NC(c3ccccc3)C2c2ccccc2)CCN1,1
O=C1CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)N1,1
O=C1CNC(=O)C2CCCCN2C(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)N1,1
O=C1CNC(=O)C2CCCN2C(=O)C(CCCCCC(=O)C2CO2)NC(=O)CN1,1
O=C1CC2C3CCC4C5CC(=O)C(=O)CC5CC(O1)C24CO3,1
O=C1CC(c2ccccc2)C(C(=O)Nc2ccc3[nH]ncc3c2)=CN1,1
O=C(Nc1cccc2ccccc12)OCc1ccccc1,1
O=C1CC(OC2CCCCO2)CC(OC2CCCCO2)CCCCNCCCCO1,1
O=C1C=CC2C(=C1)CCC1C3CCCC3CC(=O)C21,1
O=C1C=CC2C(CCC3C4CCCC4CCC23)N1,1
O=C1C=CC2C1CC=CC1C3CC3CCC21,1
O=C1C=CC2C3=CC(=O)C4C5CCCCC5CCC4C3CCC2C1,1
O=C1C=CC2C3Cc4ccccc4C2(CCN3)C1,1
O=C1C=CC=CC1=C1ONC=C1c1ccc(CN2CCOCC2)cc1,1
O=C1C=CC=CC2OC2CCOC(=O)c2ccccc2C1,1
O=C1C=CC=CCCCCCCCCC=COC2Oc3ccc4cc(c5c(nc6ccccn65)c4c3C2=O)N1,1
O=C1C=CCC(C2CCCCC2)N1C(=O)C=Cc1ccccc1,1
O=C1C=CCC(CC2CCC3C2CCC2C3CC3OC34CC=CC(=O)C24)O1,1
O=C1C=CCC2CCCC2C=CCCCCO1,1
O=C1C=CCCC=CCCCC2CC(CC(C3CSC(=O)N3)O2)O1,1
O=C1C=CCCN1C(=O)C=Cc1ccccc1,1
O=C1CC(=O)C2C(=O)C3C(=O)c4ccccc4CC3CC2C1,1
O=C1CC(CCC2CCCCC2=O)CC(=O)N1,1
O=C1CNC(=O)C2CCCN2C(=O)CNC(=O)C(COC(=O)c2cc(=O)cc3oc4cccc(C(=O)OCC5NC(=O)CNC(=O)CNC(=O)C6CCCN6C(=O)CNC5=O)c4nc2-3)NC(=O)CN1,1
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,1
O=C1CNc2nc(Nc3ccc(C(=O)NC4CCC(N5CCN(CC6CC6)CC5)CC4)cc3)ncc2N1,1
O=C1CNc2nc(Nc3ccccc3)ncc2N1,1
O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,1
O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1,1
O=C1Nc2c(cnc3[nH]c(CN4CCOCC4)cc23)CN1c1ccccc1,1
O=C1Nc2ccc(S(=O)(=O)Cc3ccccc3)cc2C1=Cc1cc(C(=O)N2CCCC2CN2CCCC2)c[nH]1,1
O=C1Nc2ccccc2C1=C1C(=O)Nc2ccccc21,1
O=C1Nc2ccccc2C1=C1C=c2ccccc2=N1,1
O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O,1
O=C1Nc2cnc(Nc3ccc(C(=O)N4CCC(N5CCNCC5)CC4)cc3)nc2Nc2ccccc21,1
O=C1Nc2cnc(Nc3ccc(CN4CCNCC4)cc3)nc2Nc2ccccc21,1
O=C1Nc2cnc(Nc3ccc(N4CCCCC4)cc3)nc2Nc2ccccc21,1
O=C1Nc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2Nc2ccccc21,1
O=C1Nc2cnc(Nc3ccccc3)nc2Nc2ccccc21,1
O=C1OC2CC(CC=CC(OC3CCC(OC4CCCCO4)CO3)CC=CC=C3COC4CC=CC1C34)OC1(CCCCO1)C2,1
O=C1OC2CCCOC2c2ccccc21,1
O=C1OCC2=C1CCC1C2CC2OC23CC2OC2C2OC123,1
O=C1NCC(=O)N2C1Cc1c([nH]c3ccccc13)C2c1ccc2c(c1)OCO2,1
O=C1NC=NC1(c1ccccc1)c1ccccc1,1
O=C1NC2CCCC=C2c2cc3c(cc21)OCO3,1
O=C1N=C(NCc2cccs2)SC1=Cc1ccc2ncccc2c1,1
O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1,1
O=C1Cc2cc(NC(=O)Nc3ccccc3)ccc2OC(CNCc2ccc(C(=O)Nc3ccccc3)cc2)CCN1,1
O=C1Cc2cc(Nc3nccc(NCc4ccccc4)n3)ccc2N1,1
O=C1Cc2cc(Nc3nccc(NCc4cccnc4)n3)ccc2N1,1
O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC(=O)N4CCC(N5CCCCC5)CC4)ccc2nc1-3,1
O=C1Cc2ccccc2CCN1CCCNCC1Cc2ccccc21,1
O=C1NC(=O)C(=Cc2ccc3nccc(-c4ccncc4)c3c2)S1,1
O=C1NC2(CCCCC2)n2c1ccc(Nc1ccncn1)c2=O,1
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,1
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1ccccc1,1
O=C1NC(=O)C(c2cn3c4c(cccc24)CCC3)C1c1c[nH]c2ccccc12,1
O=C1NC(=O)C(c2coc3ccccc23)=C1c1c[nH]c2cc3c(cc12)OCO3,1
O=C1NC(=O)c2c1c(-c1ccccc1)cc1[nH]c3ccccc3c21,1
O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1,1
O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OC3(CCCC3)OC12,1
O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OC(C3CCCCC3)OC12,1
O=C1C=CC2=CC=C3C(CCC4C3CCC3CCCCC34)C2=C1,1
O=C(OC1CC2CCC(C1)N2)c1ccccc1,1
O=C(Nc1ccccn1)C(=O)NC1CCCCC1NC(=O)c1nc2c(s1)CNCC2,1
O=C(Nc1ccccn1)C1=Cc2ccccc2S(=O)(=O)N1,1
O=C(Nc1cccnc1)C1CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,1
O=C(Nc1cccnc1)c1cncc(-c2ccc(S(=O)(=O)N3CCNCC3)cc2)n1,1
O=C(Nc1ccn2c(c1)cc1nc3ccccc3nc12)c1cccs1,1
O=C(Nc1ccncc1)C(=O)c1cn(Cc2ccccc2)c2ccccc12,1
O=C(Nc1ccncc1)C1CCCCC1,1
O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,1
O=C(Nc1cn[nH]c1C(=O)NC1CCNCC1)c1ccccc1,1
O=C(Nc1cnccn1)Nc1ccccc1OCC1CNCCO1,1
O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,1
O=C(Nc1n[nH]c2ccc(Cc3ccccc3)cc12)c1ccc(N2CCNCC2)cc1NC1CCOCC1,1
O=C(Nc1ncc(-c2ccncc2)s1)N1CCCC1,1
O=C(Nc1ncc(SCc2ncco2)s1)C1CCNCC1,1
O=C(Nc1ncc(Sc2cccc(C(=O)N3CCNCC3)c2)s1)c1ccccc1,1
O=C(Nc1ccccc1)c1cnc(N2CCCC2)c(-c2ccn[nH]2)c1,1
O=C(Nc1ccccc1)c1cccc(OC(=O)N(c2ccccc2)c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)c1,1
O=C(Nc1ccccc1)c1cccc(NC(=O)c2ccno2)c1,1
O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3ccccc23)cc1,1
O=C(Nc1ccccc1)C1(C(=O)Nc2ccc(Oc3ccnc(-c4cn[nH]c4)c3)cc2)CC1,1
O=C(Nc1ccccc1)N(c1ccccc1)c1cc(Nc2ccc(N3CCNCC3)cc2)ncn1,1
O=C(Nc1ccccc1)NC1CCNC(c2nc3ccccc3[nH]2)C1,1
O=C(Nc1ccccc1)Nc1ccc(-c2cccc3[nH]ncc23)cc1,1
O=C(Nc1ccccc1)Nc1ccc(-c2cnco2)cc1,1
O=C(Nc1ccccc1)Nc1ccc(Oc2ccccc2)cc1,1
O=C(Nc1ccccc1)Nc1ccc2c(c1)C(=O)NCCC(CNCc1ccccc1)OCCCCCO2,1
O=C(Nc1ccccc1)c1ccc2c(c1)CCCC2,1
O=C(Nc1ccccc1)Nc1ccc2c(c1)C(=O)NCCC(CNS(=O)(=O)c1ccccc1)OCCCCCO2,1
O=C(Nc1ccccc1)Nc1cccc2c1OC(CNCc1ccc(C(=O)Nc3ccccc3)cc1)CCNC2=O,1
O=C(Nc1ccccc1)Nc1ncc(CCNc2ncnc3ccsc23)s1,1
O=C(Nc1ccccc1)OCc1ccc2ccccc2c1,1
O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1-c1ccccc1,1
O=C(Nc1ccccc1)c1ccc(Nc2ccnc(Nc3ccc(CC(=O)N4CCNCC4)cc3)n2)cc1,1
O=C(Nc1nccs1)C1=Cc2ccccc2S(=O)(=O)N1,1
O=C(OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1)c1ccccc1,1
O=C1C=CC2(CC1)Oc1ccccc1C2=O,1
O=C(OCC1=CC2C(=O)C3(C=CC(OC(=O)c4ccccc4)C3C1)CCC1CC12)c1ccccc1,1
O=C(c1ccccc1)c1coc2ccccc12,1
O=C(c1ccccc1Nc1ccccc1)N1CC(C2CCCCN2)C1,1
O=C1C(=Cc2ccc(-c3ccccc3)o2)C=NN1c1ccccc1,1
O=C1C(=Cc2ccccc2)CNCC1=Cc1ccccc1,1
O=C1C2C=CCC3CC=CC13CCC1CC12,1
O=C1C2NC(=O)C3(CC4(C56CC78SSC(NC7=O)C(=O)N8C5Nc5ccccc56)c5ccccc5NC4N13)SS2,1
O=C1C=C(NCCN2CCOCC2)C(=O)c2ncccc21,1
O=C1C=C2C(CC1)C1CCC3C(C4CC4C34CCC(=O)O4)C1C1CC21,1
O=C1C=C2C=CC3C4CCCC4CCC3C2CC1,1
O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,1
O=C1C=C2CCC3C(=C2CC1)C=CC1CCCC13,1
O=C1C=C2CCC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,1
O=C1C=C2CCC3C4CCC5(CCC(=O)O5)C4CC4OC43C2CC1,1
O=C1C=CC(=O)C2=C1CC1C3NC3CN21,1
O=C1C=CC(=O)c2ccccc21,1
O=C(c1ccccc1)c1cnc2[nH]ncc2c1,1
O=C(c1ccccc1)c1cnc(NC2CCNCC2)nc1,1
O=C(c1ccccc1)c1ccc(OCCN2CCOCC2)cc1,1
O=C(c1ccc(C=Cc2n[nH]c3ccccc23)cc1)N1CCNCC1,1
O=C(OCCCN1CCC(c2ccccc2)(c2ccccc2)CC1)C1=CNC=CC1c1ccccc1,1
O=C(ON1CCC(c2ccccc2)(c2ccccc2)CC1)C1=CNC=CC1c1ccccc1,1
O=C(Oc1ccc2cc1Oc1ccc(cc1)CC1NCCc3ccc(cc31)Oc1cccc3c1C(C2)NCC3)c1ccccc1,1
O=C(Oc1ccc2ccccc2c1)c1ccccc1,1
O=C(Oc1cccc(C=NNc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)c1)c1ccco1,1
O=C(c1ccc(-c2ccc3ncc(-c4ccccc4)n3c2)cc1)N1CCOCC1,1
O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1,1
O=C(c1ccccc1)c1cc2ccccc2[nH]1,1
O=C(c1ccc2[nH]ccc2c1)N1CCN(Cc2ccccc2)CC1,1
O=C(c1ccccc1)C(CN1CCOCC1)c1ccccc1,1
O=C(c1ccccc1)N(c1ccccc1)S(=O)(=O)c1ccccc1,1
O=C(c1ccccc1)N1Cc2ccc(CN3CCNCC3)cc2C1,1
O=C(c1ccccc1)N1c2ccccc2Sc2ccccc21,1
O=C(c1ccccc1)c1c[nH]c(C(=O)Nc2cccnc2)c1,1
c1nonc1-c1nc2cncc(OCC3CCCNC3)c2[nH]1,1
