compound_1,compound_2,pubchem_cid_1,pubchem_cid_2,morgan_tanimoto,maccs_tanimoto,cactvs_pubchem_tanimoto
agmatine,pyrimethamine,199.0,4993.0,0.0425531914893617,0.2653061224489796,0.16546762589928057
agmatine,salicylamide,199.0,5147.0,0.08571428571428572,0.13333333333333333,0.11382113821138211
agmatine,sodium-picosulfate,199.0,5243.0,0.04,0.06451612903225806,0.1111111111111111
agmatine,thiethylperazine,199.0,5440.0,0.03225806451612903,0.21052631578947367,0.1328125
agmatine,trimethoprim,199.0,5578.0,0.0392156862745098,0.21052631578947367,0.1404494382022472
agmatine,zardaverine,199.0,5723.0,0.0,0.08064516129032258,0.11971830985915492
agmatine,zomepirac,199.0,5733.0,0.03773584905660377,0.09836065573770492,0.1
agmatine,hydrocortisone-acetate,199.0,5744.0,0.027777777777777776,0.14516129032258066,0.07563025210084033
agmatine,sorbitol,199.0,5780.0,0.07142857142857142,0.21052631578947367,0.17647058823529413
agmatine,floxuridine,199.0,5790.0,0.05454545454545454,0.2222222222222222,0.23255813953488372
agmatine,levothyroxine,199.0,5819.0,0.057692307692307696,0.19607843137254902,0.1366906474820144
agmatine,benzylpenicillin,199.0,5904.0,0.05084745762711865,0.13043478260869565,0.15671641791044777
agmatine,pilocarpine,199.0,5910.0,0.018518518518518517,0.16071428571428573,0.16058394160583941
agmatine,demecarium,199.0,5966.0,0.057692307692307696,0.2,0.1276595744680851
agmatine,uridine,199.0,6029.0,0.038461538461538464,0.18840579710144928,0.23333333333333334
agmatine,phenylephrine,199.0,6041.0,0.06976744186046512,0.20930232558139536,0.17094017094017094
agmatine,cloxacillin,199.0,6098.0,0.02666666666666667,0.07058823529411765,0.10837438423645321
agmatine,diphemanil,199.0,6127.0,0.023809523809523808,0.17647058823529413,0.1839080459770115
agmatine,mannitol-d,199.0,6251.0,0.07142857142857142,0.21052631578947367,0.17647058823529413
agmatine,md-920,199.0,6466.0,0.014492753623188406,0.1206896551724138,0.06870229007633588
agmatine,cyclizine,199.0,6726.0,0.0,0.24444444444444444,0.17708333333333334
agmatine,isosorbide-dinitrate,199.0,6883.0,0.0,0.09836065573770492,0.18333333333333332
agmatine,ephedrine-(racemic),199.0,7028.0,0.05128205128205128,0.13513513513513514,0.19230769230769232
agmatine,methyl-nicotinate,199.0,7151.0,0.047619047619047616,0.024390243902439025,0.11409395973154363
agmatine,benzoyl-peroxide,199.0,7187.0,0.02857142857142857,0.0,0.08490566037735849
agmatine,triclocarban,199.0,7547.0,0.046511627906976744,0.20930232558139536,0.16521739130434782
agmatine,phthalylsulfacetamide,199.0,8574.0,0.03773584905660377,0.10294117647058823,0.11320754716981132
agmatine,phenethicillin,199.0,8604.0,0.03125,0.0821917808219178,0.1282051282051282
agmatine,yohimbine,199.0,8969.0,0.028169014084507043,0.25806451612903225,0.11518324607329843
agmatine,chlormadinone-acetate,199.0,9324.0,0.014925373134328358,0.047619047619047616,0.08333333333333333
agmatine,azacitidine,199.0,9444.0,0.05660377358490566,0.21739130434782608,0.3333333333333333
agmatine,chenodeoxycholic-acid,199.0,10133.0,0.031746031746031744,0.1509433962264151,0.09473684210526316
agmatine,clomethiazole,199.0,10783.0,0.024390243902439025,0.13636363636363635,0.17346938775510204
agmatine,isovaleramide,199.0,10930.0,0.13333333333333333,0.22857142857142856,0.4
agmatine,clopamide,199.0,12492.0,0.05172413793103448,0.16883116883116883,0.1366906474820144
agmatine,hydroxychloroquine,199.0,12947.0,0.0625,0.3,0.13529411764705881
agmatine,levonorgestrel,199.0,13109.0,0.03125,0.1320754716981132,0.08823529411764706
agmatine,norgestrel,199.0,13109.0,0.03125,0.1320754716981132,0.08823529411764706
agmatine,st-1859,199.0,14187.0,0.07894736842105263,0.07142857142857142,0.0703125
agmatine,guancydine,199.0,14211.0,0.16216216216216217,0.45714285714285713,0.6111111111111112
agmatine,denatonium-benzoate,199.0,15488.0,0.057692307692307696,0.2222222222222222,0.1724137931034483
agmatine,phenethyl-isothiocyanate,199.0,16741.0,0.025,0.3225806451612903,0.23376623376623376
agmatine,bitoscanate,199.0,19958.0,0.0,0.18181818181818182,0.18823529411764706
agmatine,flucloxacillin,199.0,21319.0,0.039473684210526314,0.06976744186046512,0.1073170731707317
agmatine,zalcitabine,199.0,24066.0,0.05660377358490566,0.26865671641791045,0.31645569620253167
agmatine,danazol,199.0,28417.0,0.014492753623188406,0.10606060606060606,0.09815950920245399
agmatine,clonixin,199.0,28718.0,0.037037037037037035,0.1346153846153846,0.1358695652173913
agmatine,taurolidine,199.0,29566.0,0.02564102564102564,0.29850746268656714,0.37037037037037035
