compound_1,compound_2,pubchem_cid_1,pubchem_cid_2,morgan_tanimoto,maccs_tanimoto,cactvs_pubchem_tanimoto
isosorbide-dinitrate,doconexent-ethyl-ester,6883.0,9831416.0,0.044444444444444446,0.1509433962264151,0.2647058823529412
isosorbide-dinitrate,doramectin,6883.0,9832750.0,0.07476635514018691,0.3333333333333333,0.288135593220339
isosorbide-dinitrate,brl-37344,6883.0,9841972.0,0.029850746268656716,0.2318840579710145,0.17177914110429449
isosorbide-dinitrate,upamostat,6883.0,9852201.0,0.036585365853658534,0.26,0.13095238095238096
isosorbide-dinitrate,80841-78-7,6883.0,9855518.0,0.05128205128205128,0.2962962962962963,0.24193548387096775
isosorbide-dinitrate,sobetirome,6883.0,9862248.0,0.03333333333333333,0.23333333333333334,0.18055555555555555
isosorbide-dinitrate,afobazole,6883.0,9862937.0,0.046153846153846156,0.35135135135135137,0.12558139534883722
isosorbide-dinitrate,fimasartan,6883.0,9870652.0,0.024096385542168676,0.2159090909090909,0.10843373493975904
isosorbide-dinitrate,l-368899,6883.0,9872389.0,0.03614457831325301,0.23469387755102042,0.11560693641618497
isosorbide-dinitrate,ranitidine,6883.0,9883333.0,0.1,0.3888888888888889,0.16766467065868262
isosorbide-dinitrate,dmp-543,6883.0,9887884.0,0.018518518518518517,0.1864406779661017,0.09444444444444444
isosorbide-dinitrate,zibotentan,6883.0,9910224.0,0.05555555555555555,0.2823529411764706,0.10548523206751055
isosorbide-dinitrate,trodusquemine,6883.0,9917968.0,0.060240963855421686,0.30952380952380953,0.22807017543859648
isosorbide-dinitrate,avn-944,6883.0,9918559.0,0.03488372093023256,0.2857142857142857,0.125
isosorbide-dinitrate,u-75799e,6883.0,9919153.0,0.01098901098901099,0.20270270270270271,0.10091743119266056
isosorbide-dinitrate,mavoglurant,6883.0,9926832.0,0.05970149253731343,0.30985915492957744,0.17391304347826086
isosorbide-dinitrate,tak-715,6883.0,9952773.0,0.0136986301369863,0.125,0.0861244019138756
isosorbide-dinitrate,chf5074,6883.0,9996409.0,0.03571428571428571,0.06349206349206349,0.13138686131386862
isosorbide-dinitrate,azd2858,6883.0,10138980.0,0.04,0.21052631578947367,0.08173076923076923
isosorbide-dinitrate,ica-069673,6883.0,10149311.0,0.018867924528301886,0.10294117647058823,0.08064516129032258
isosorbide-dinitrate,entasobulin,6883.0,10203597.0,0.013333333333333334,0.26865671641791045,0.09259259259259259
isosorbide-dinitrate,cr8-(r),6883.0,10224714.0,0.0,0.21518987341772153,0.10194174757281553
isosorbide-dinitrate,cp-316819,6883.0,10273347.0,0.0273972602739726,0.3561643835616438,0.13270142180094788
isosorbide-dinitrate,ko143,6883.0,10322450.0,0.04819277108433735,0.3,0.11842105263157894
