latent_dim,epoch,train_bce,val_bce
4,23,0.02950756604383766,0.0324376485077121
4,24,0.02905796765670211,0.03224849901012155
4,25,0.02869175162270101,0.03211824398277466
4,26,0.02848878486082796,0.032086533350444986
4,27,0.028043779550818413,0.031670240315943746
4,28,0.027701280178730085,0.03155683607168972
4,29,0.027357445583421704,0.031235155432623677
4,30,0.027043312276925368,0.031059397632239635
4,31,0.026741114414997037,0.03093197496066403
4,32,0.02636149832320898,0.030717887507592526
4,33,0.026222696081012478,0.030771926313124136
4,34,0.02588492663566303,0.030547374460500255
4,35,0.025611655334685242,0.0304610870632539
4,36,0.025322317957511564,0.030277779380600976
4,37,0.025115855139861386,0.030195967428563522
4,38,0.024782172419176622,0.030032518354118066
4,39,0.024583919465424126,0.030055647461257468
4,40,0.024398472312737077,0.029946721600028772
4,41,0.02411503468699145,0.0301547364526912
4,42,0.023905241293022916,0.029802804556381908
4,43,0.02368098803994748,0.029542893131328306
4,44,0.02351110294216511,0.02993341487177443
4,45,0.023364647133516603,0.02953851455931234
4,46,0.023048821047174175,0.02940134576865573
4,47,0.022824659876621883,0.02946714633259604
4,48,0.02266079961190426,0.02930873490929103
4,49,0.022462336862340854,0.029408433714927604
4,50,0.022325894977562332,0.029356633925335017
8,1,0.12394420561131987,0.08073241630420472
8,2,0.068536557348813,0.05767185416383772
8,3,0.053173369307138584,0.049237765636029114
8,4,0.04676861672700241,0.04441239852223561
8,5,0.04211583711114903,0.040518536755221504
8,6,0.038581740909216136,0.03722931947898097
8,7,0.035069780298235605,0.03429017802139782
8,8,0.03244462701338398,0.032626860778964796
8,9,0.03039651027189649,0.03080198485656314
8,10,0.028705929280590948,0.02959879949459449
8,11,0.027232339544783598,0.028630930526209
8,12,0.025946164100916706,0.027641375943309118
8,13,0.0247469119277619,0.026802381700512353
8,14,0.023678823732054596,0.026084022715555637
8,15,0.02270440329353301,0.025420837511964285
8,16,0.02187469040108981,0.025124540175274327
8,17,0.021087381771590242,0.02461658916825092
8,18,0.02043219172429245,0.024244966418267243
8,19,0.019823812106802584,0.02396864009516099
8,20,0.019156045563272026,0.023675466830721817
8,21,0.01863761534229421,0.023310721847104848
8,22,0.018126554573151737,0.023360841924509768
8,23,0.017702169789649606,0.023321902708811456
8,24,0.01727167740304031,0.02317854815966272
8,25,0.016906322089810025,0.022981246074594685
8,26,0.01639952638669055,0.02288262226205533
8,27,0.01607257112926614,0.023029368064821296
8,28,0.01570475260914713,0.022924612672165962
8,29,0.015437175913042283,0.022959427847220583
8,30,0.015137887591541091,0.022927993233174404
8,31,0.014789724578156834,0.022974514129093133
8,32,0.014560721836750222,0.02285946946724992
8,33,0.014307106186226357,0.023093889184501257
8,34,0.014079554827982461,0.02310202641536908
8,35,0.01382839428143116,0.023165629945462462
8,36,0.013654048415513213,0.023152426965586836
8,37,0.013387881713289286,0.023338946219615384
8,38,0.0131902336804396,0.02341198035860473
8,39,0.012945217804155447,0.023457205037765008
8,40,0.012797832158457251,0.023585964282831186
8,41,0.012550999686201285,0.02373165751116831
8,42,0.012380963442974251,0.023933636647793827
8,43,0.012278220118374313,0.024019674401916304
8,44,0.012048302095948317,0.024240899326065074
8,45,0.011889704464564166,0.024348660568196918
8,46,0.011788459385843802,0.024589068586171034
8,47,0.011720096121431009,0.02463338490639871
8,48,0.0115096751546909,0.02508744515819328
8,49,0.011447567648293123,0.024939253350882346
8,50,0.011376518640952358,0.024893514436508415
16,1,0.12650622478758214,0.07760573302648137
16,2,0.06745211295546975,0.05773966184569974
16,3,0.05217230653857882,0.04718721224446192
16,4,0.04407627612235403,0.041520863597603305
16,5,0.03926739684202201,0.037857895265922224
16,6,0.03545338939125687,0.03435808355340711
16,7,0.03195340597785927,0.03142805923014615
16,8,0.029030902435717466,0.02917167958875182
16,9,0.0267159167226799,0.02755373715137523
16,10,0.024798322628057992,0.025979068125039688
16,11,0.02290518312914706,0.02454937066981935
16,12,0.021253797701862115,0.023234096190158142
16,13,0.019781036006301548,0.022213061051152044
16,14,0.018544089903360362,0.021708392425571932
16,15,0.01745780267897567,0.02102415999932179
16,16,0.016593927611033413,0.02052358910093728
16,17,0.01580223039036232,0.02035483779021501
16,18,0.015073746370062143,0.01995827353155702
16,19,0.014372865884926572,0.019723133256591984
16,20,0.01368953214752405,0.019541086524731913
16,21,0.013175151001072145,0.019438721432523978
16,22,0.012611309848872937,0.019180480096136307
16,23,0.012038230903260047,0.01943932014386675
16,24,0.011631359177324052,0.01932393022427423
16,25,0.011202115473621464,0.019323287031087873
16,26,0.010810814257412232,0.019486218103308906
16,27,0.010436281232272922,0.01964922423152461
16,28,0.01007948482751736,0.019888123521703847
16,29,0.009703566302173743,0.020068257000615427
16,30,0.009449769405152766,0.020093319987999018
16,31,0.009159278818371475,0.020738694577804247
16,32,0.008992618316766154,0.020752066084910818
16,33,0.008711050307096648,0.020814298256202606
16,34,0.008402335732695857,0.02101864295129847
16,35,0.00820724303218986,0.0213821074971864
16,36,0.007979552976658201,0.021939755004113153
16,37,0.007738839603227041,0.021868927483379534
16,38,0.007594590040624014,0.022300094634649135
16,39,0.007365423395617337,0.022640520821504098
16,40,0.007361750203855722,0.023103937058180667
16,41,0.007038926566934633,0.023230975224344017
16,42,0.006794545751859022,0.023702900870640146
16,43,0.006709640475869973,0.0237940306541898
16,44,0.0065519104777692315,0.024150475895278262
16,45,0.006469290472671757,0.024482894628871505
16,46,0.0063446170020786865,0.024610045351647798
16,47,0.006160707130729608,0.024957740475126812
16,48,0.005951158961338081,0.02541188251294936
16,49,0.005892599762099951,0.025823340761226245
16,50,0.005846891447231765,0.026238220397468155
32,1,0.12724015464430052,0.08525471861082652
32,2,0.07364745563709416,0.06227263421988409
32,3,0.05581704822056151,0.05042931516935099
32,4,0.04679631279715061,0.043705637347278226
32,5,0.04144412015782798,0.039799263194112984
32,6,0.03752854539338579,0.03657191986938642
32,7,0.03418107213095128,0.03361636482968377
32,8,0.031147689886328208,0.030898250555997687
32,9,0.028197919531653126,0.028257044078282424
32,10,0.025680987645754737,0.02655272294449517
32,11,0.0236623493540494,0.024971094122395524
32,12,0.021947107179700647,0.02362986686550397
32,13,0.020354864000584963,0.022497323060489068
32,14,0.01892802598415199,0.02140331546794684
32,15,0.01768960229708644,0.02076184495716828
32,16,0.01668784493296142,0.02007506970390921
32,17,0.01574509023121074,0.019580997108571783
32,18,0.01490566508527768,0.019240523909700567
32,19,0.01419865708109212,0.018891261766238353
32,20,0.013475808809440075,0.018701819510894904
32,21,0.012910203827088441,0.0185903433825068
32,22,0.012372485304300764,0.018421834301702397
32,23,0.011828934281157747,0.018404103046334407
32,24,0.01138960282733131,0.01840248909169166
32,25,0.010921115304051586,0.018520345613256103
32,26,0.010498395870498797,0.018349889206916888
32,27,0.010033466004203614,0.018504652798321832
32,28,0.009779050444510705,0.018675765836184625
32,29,0.009369338731613972,0.018749725481219733
32,30,0.009019362586325278,0.01891396454667105
32,31,0.008776615392206246,0.019141759111524687
32,32,0.008450558835246712,0.019318368676154624
32,33,0.008270163000658848,0.019443979046150618
32,34,0.007923103080682755,0.019520529182093252
32,35,0.007554765619835047,0.019672593508633675
32,36,0.007283548040447843,0.020109503317452232
32,37,0.007168881805160758,0.0205659385000469
32,38,0.007022216010138986,0.02064034511907547
32,39,0.006913259259070893,0.020878919963935687
32,40,0.006666195037731949,0.02107413022983619
32,41,0.006368050891972144,0.021403002677414944
32,42,0.006091742244552402,0.02164688943248595
32,43,0.005874749262957408,0.02214482162761399
32,44,0.005799959528207642,0.02243349011909222
32,45,0.0057903526420794655,0.022852523126337388
32,46,0.005629745343034934,0.023250085615035367
32,47,0.005451404614251393,0.023384359903803952
32,48,0.005279522918440947,0.02368238794900272
32,49,0.0051004805383842175,0.024230598342116893
32,50,0.005068764814279177,0.02461132786149351
64,1,0.1274570579850151,0.08489175061588804
64,2,0.07334635742662442,0.06473417123983911
64,3,0.057202977947989474,0.05206220861779881
64,4,0.04892037602561598,0.04582125530328308
64,5,0.04336008023658572,0.04123845849424337
64,6,0.038416109300811234,0.03659617271043127
64,7,0.034100197389342654,0.0334106449366339
64,8,0.0306250764170004,0.030215028463069712
64,9,0.02758711445561636,0.027890711993229372
64,10,0.02488435477071998,0.025496158382072663
64,11,0.02252939541302042,0.02374086250184687
64,12,0.020629718127699054,0.022276959040845826
64,13,0.018970483357114622,0.021167145397060393
64,14,0.01764323690909054,0.020363784519015937
64,15,0.016515872725830154,0.019672537293777086
64,16,0.015486128222962617,0.0192285169861651
64,17,0.01458412313405539,0.0186928737338422
64,18,0.013718441643959228,0.018456730058106427
64,19,0.013075312220603548,0.018153272703901886
64,20,0.012406680763092249,0.01800860444060342
64,21,0.011822690603352476,0.018044053174023366
64,22,0.01136442994052856,0.01831107368545865
64,23,0.010894354805983572,0.017854242214026487
64,24,0.01031637597701705,0.01832469776742129
64,25,0.0099145553822033,0.01805498311752423
64,26,0.009498628418212604,0.018410769402042095
64,27,0.009201757739291574,0.018465466461849725
64,28,0.009040898105575587,0.02029708755079603
64,29,0.00887976999681289,0.018687566385938638
64,30,0.00803337744761475,0.018804155681256207
64,31,0.007729547007945226,0.019073976300277833
64,32,0.007448402216006941,0.019581702365303117
64,33,0.007281022888757421,0.019970185053415294
64,34,0.007153775617988755,0.020274122146089056
64,35,0.0068977430580084865,0.020320747865557782
64,36,0.0065727197484536405,0.020822419689788308
64,37,0.006478413541541774,0.021275333803785053
64,38,0.006294209321597703,0.0214766698437028
64,39,0.0060590810306967394,0.021833740707575523
64,40,0.0057480166627608305,0.022029419024129422
64,41,0.005539719997995761,0.022323383426018202
64,42,0.005472533981007586,0.022860368014918662
64,43,0.005467704327482838,0.02316930753188021
64,44,0.005242489906019811,0.023569301243591575
64,45,0.005050336236635105,0.023820469314097745
64,46,0.004960797009652963,0.02440220660543503
64,47,0.00475749684938487,0.02458635345449027
64,48,0.004727628010608102,0.024757428987388905
64,49,0.004501757566450135,0.025470187655479287
64,50,0.004349711861808395,0.025900074545462667
128,1,0.12460820336790897,0.08555219145131011
128,2,0.07463211496345466,0.06256504856637578
128,3,0.056676184059435065,0.052621245130416786
128,4,0.049498812122418814,0.045903988017401184
128,5,0.043666652385565434,0.04191532691595602
128,6,0.039449148921057685,0.0376329658778121
128,7,0.03542888225649221,0.03458246613739252
128,8,0.03243224789923915,0.03218886428662566
128,9,0.02990334119703059,0.02999777662534331
128,10,0.027722963637879898,0.02819645511463625
128,11,0.025688576910671404,0.026767053654851113
128,12,0.023770960413366907,0.025111906488595084
128,13,0.02209252937879451,0.02370223472598024
128,14,0.020567378453330353,0.022678831121108547
128,15,0.019197910227480127,0.021799834800612074
128,16,0.01806657015318099,0.021009252395792037
128,17,0.017031848092859736,0.02042359359148669
128,18,0.016109729440823478,0.019925552217365423
128,19,0.01526643042872406,0.01961466085775901
128,20,0.014595771960550565,0.019179996572403612
128,21,0.013840562021950695,0.01900507710401249
128,22,0.013139966937011749,0.018836401758443456
128,23,0.012686060882119883,0.01873788434700937
128,24,0.01210468808049995,0.01866010786914208
128,25,0.011668327268771614,0.01875932245483562
128,26,0.011398423035231392,0.018770890365164803
128,27,0.010768178682503304,0.01857470388546398
128,28,0.012778983211762148,0.018365239756676397
128,29,0.009884574116317503,0.01851972325422944
128,30,0.009343152636347633,0.01853942969745278
128,31,0.009012841149838843,0.018895385686066513
128,32,0.008744064750334518,0.01902701751673633
128,33,0.00860669638626853,0.019349898564109055
128,34,0.008400886390913437,0.019669530931486462
128,35,0.00829231918431231,0.01982485279666866
128,36,0.008113361535704968,0.020156642960969445
128,37,0.00798770031594174,0.02024337992322428
128,38,0.007575226616410338,0.020359652309851897
128,39,0.0072489146023156535,0.020778691274432506
128,40,0.0071923445998127835,0.021144970635241622
128,41,0.007252824419228311,0.021459148736080444
128,42,0.006779501687525409,0.02135014264117292
128,43,0.006514589776191446,0.021834356885888397
128,44,0.006437175449844966,0.02235628875964193
128,45,0.006461623652509105,0.022656262632784474
128,46,0.00632501133083351,0.022772856216618686
128,47,0.0060076514484070165,0.022990363305395473
128,48,0.005847772446723968,0.023267438603939712
128,49,0.005886813672909015,0.02355084250317352
128,50,0.005636719216910501,0.02386020500051241
