name,pubchem_cid,UMAP1,UMAP2
palmatine-chloride,19009.0,8.730334,3.1599994
nifedipine,4485.0,12.041954,4.0455236
nifekalant,4486.0,8.40632,2.1708977
mephentermine,3677.0,10.017103,2.7125835
cefotiam,43708.0,13.353823,1.5928435
tetrahydrozoline,716128.0,8.4354725,1.8812082
misonidazole,73050801.0,9.377787,1.4582211
clavulanate,5280980.0,10.168257,1.4582257
levopropoxyphene,133687039.0,10.157493,2.601259
dr-2313,135522417.0,9.059741,1.7252663
drospirenone,68873.0,8.455152,-0.47717774
ave-0991,9851724.0,10.754336,2.5226483
cts21166,445649.0,11.190563,2.240667
lidamidine,47510.0,10.066455,3.6561856
salidroside,159278.0,9.720387,0.2531177
ornidazole,688540.0,8.661495,1.4288764
rad140,44200882.0,9.464632,1.9642459
flubendazole,35802.0,7.982563,2.832901
cantharidin,5944.0,9.15815,1.2017481
metirosine,6918925.0,10.295996,2.465648
glycopyrrolate,9933193.0,10.598484,2.9872704
nafamostat,4413.0,9.896876,3.1648526
aim-100,11501591.0,9.527962,2.588317
n-acetylmannosamine,11869379.0,9.77173,0.34286293
bms-182874,122272.0,8.771295,2.4037757
stetaderm,92730.0,8.385041,-0.64373934
cefuroxime,5479529.0,13.375978,1.566632
aminothiazole,2155.0,8.985655,1.9693054
doxylamine,43833352.0,9.579916,3.124577
icariin,5318997.0,9.56563,0.36984175
pi-828,25181195.0,9.130883,2.627014
nxy-059,6913176.0,8.990947,2.2065907
f-11440,208928.0,9.637027,3.8524528
azd1283,23649325.0,10.49379,2.737744
ly2109761,11655119.0,9.439208,3.1434875
ym-201636,9956222.0,9.408522,3.1991565
tinoridine,5480.0,10.403852,2.7261958
aloxistatin,65663.0,10.617288,1.9702727
anagrelide,135409400.0,8.990965,1.6939173
dibenzothiophene,3023.0,9.27731,2.5354836
bu-224,2457.0,8.529519,1.8642732
brivanib,11234052.0,9.727458,2.023724
talmapimod,9871074.0,9.604362,2.2515981
pf-06412562,74223726.0,8.957889,1.9028141
kynurenic-acid,3845.0,9.575958,2.8929815
denopamine,5311064.0,8.927711,3.2766974
pifithrin-cyclic,443278.0,9.007338,1.8651167
fusidic-acid,3000226.0,9.816472,1.1117622
scriptaid,5186.0,10.212862,2.1385171
gpi-688,24901657.0,9.680585,2.854217
mrs-3777,11771279.0,8.605206,1.7010976
kd-023,115175.0,10.723872,1.6287447
dolutegravir,54726191.0,9.488526,1.7042996
purmorphamine,5284329.0,9.21554,2.6410067
pha-568487,9932000.0,9.842926,2.256278
ripretinib,71584930.0,9.8335,3.1516237
nitrofurantoin,6604200.0,8.329779,1.9678344
skf-77434,6603997.0,9.507373,2.3658116
2-chloropyrazine,73277.0,9.099102,1.9749583
oxytetracycline,,9.62207,1.9901935
azd7687,,10.2454,1.8750584
l-701324,54682505.0,9.526073,2.3103743
nqdi-1,5522952.0,10.518002,2.7001798
pf-4981517,71315139.0,8.905961,1.9055129
lithocholic-acid,9903.0,8.898428,-0.29731864
betahistine,2366.0,9.469484,3.0204706
ehop-016,51031035.0,9.458485,3.0331075
gka-50,11340230.0,10.261105,2.763686
oac2,2814138.0,9.916012,3.46171
iwp-l6,71601111.0,9.901406,2.8218417
treosulfan,9882105.0,9.767535,1.4507494
temsirolimus,134812825.0,8.979465,1.0638053
phenylpiracetam,781884.0,9.668552,2.2103462
gilteritinib,49803313.0,9.141299,3.048905
moexipril,91270.0,11.190271,2.4371734
velneperit,,9.72816,2.8532488
voglibose,444020.0,9.89534,1.2744678
esculin,5281417.0,9.685816,0.2581493
st-2825,24808138.0,9.915444,2.8746917
st-1535,9860294.0,10.481891,1.2447923
gsk1838705a,25182616.0,8.895407,3.3913608
bafilomycin-a1,90656913.0,9.571487,1.4181056
rivaroxaban,9875401.0,9.653516,1.5950768
mizoribine,11949547.0,10.379095,-0.46329772
oxotremorine-sesquifumarate,4630.0,9.341078,1.6098455
scabertopin,93959111.0,10.234534,1.7096535
sodium-gluconate,10690.0,10.095517,1.0471346
ly2140023,9834591.0,9.830568,1.631106
lu-aa-47070,,10.09055,1.5748894
sulconazole,6604421.0,7.8092036,2.370254
vanitiolide,72146.0,8.918491,3.242745
ve-821,51000408.0,9.490402,3.3803227
cp-471474,9907286.0,8.8472185,2.6092455
artesunate,6917864.0,10.248157,1.5984272
bms-779788,59251511.0,9.26975,2.333778
ampiroxicam,25273583.0,9.430247,3.0919418
bq-788,5311032.0,10.863428,2.0092485
romidepsin,56840936.0,9.1728325,1.4355606
rv1729,52913198.0,9.172642,2.3604064
cariprazine,,9.894346,2.464747
ethimizol,6168.0,9.85352,1.8573344
jnj-7706621,5330790.0,8.664337,2.5441694
lurasidone,213046.0,9.089612,2.4087036
pi4kiii-beta-inhibitor-1,71549093.0,9.415727,2.789699
phenyl-salicylate,8361.0,10.092126,3.2118676
alafosfalin,71957.0,10.289569,1.7929472
cobimetinib,16222096.0,9.743398,1.3962312
bhq,2374.0,9.184242,2.0789063
cyanocobalamin,,10.432045,-0.5741544
arbidol,28446253.0,10.406341,2.702645
