name,pubchem_cid,UMAP1,UMAP2
nampt-in-1,92044379.0,4.084458,1.508393
vanillylacetone,31211.0,8.013414,1.853857
nsc-663284,379077.0,11.714279,-1.2000985
sitaxentan,216235.0,4.0527153,2.217265
osemozotan,198747.0,10.581193,1.1393954
drofenine,38988270.0,11.430891,1.0284897
semapimod,492132.0,9.568224,1.1579642
erteberel,10286159.0,7.411458,1.4185269
inc-280,25145656.0,9.525032,-1.119722
acoziborole,44178354.0,9.062501,0.5193041
merimepodib,153241.0,11.474165,-1.1872244
bqu57,,9.453393,-1.3099378
cnx-2006,56968072.0,11.404962,-1.4311572
s63845,122197581.0,11.210095,-1.5604243
estrone,5870.0,7.8470407,3.3100104
fk-3311,164009.0,4.330956,2.0995584
tubocurarine,6000.0,11.889471,0.09495043
clinofibrate,,7.847908,2.316003
indirubin,,9.391616,-0.1907645
droxidopa,92974.0,9.183288,1.5136174
amphotericin-b,91827561.0,10.458469,2.439839
s18986,637863.0,3.870827,2.034625
luzindole,122162.0,10.104245,0.28617942
posaconazole,468595.0,11.142825,-1.5763375
diphemanil,6127.0,11.016318,0.44828555
methoxyamine,4113.0,8.651664,1.7819424
perphenazine,4748.0,11.157552,0.14207146
ap-18,9584673.0,8.589503,1.5695502
isoleucine,76551.0,9.466282,1.8618968
vlx600,6806409.0,8.914136,-0.45978737
lamivudine,60825.0,11.823592,-2.8132286
hemomex-s,11468733.0,8.103523,3.8286903
baloxavir-marboxil,124081896.0,11.437973,-1.4487528
allylestrenol,235905.0,8.280777,3.92079
fulvestrant,57300161.0,7.799526,3.2820153
rwj-21757,135410906.0,11.904975,-2.5085304
ttp-22,1536915.0,8.75757,0.33825856
jnj-26990990,11687376.0,4.228937,2.2532716
taurocholate,6675.0,4.8038116,1.8111596
acy-1215,53340666.0,9.746774,1.1742083
aniracetam,2196.0,11.568178,-0.117949896
nocodazole,4122.0,8.644549,-0.36667836
tenofovir,464205.0,11.3627825,-2.3104627
opicapone,135565903.0,7.8308587,-1.0017844
trans-2-undecenoic-acid,5282728.0,8.609106,2.7321954
brefeldin-a,5287620.0,7.970366,3.121252
xibenolol,12179892.0,10.581138,1.9183604
plx647,11545419.0,9.048727,-0.1787472
ak-7,1328033.0,3.9710815,1.7847855
bi-2536,11364421.0,11.328838,-1.4706497
d-delta-tocopherol,92094.0,7.8700986,3.4000862
yk-4-279,93948843.0,9.570994,0.47037932
ha-130,46911532.0,9.61154,-0.1307222
pd-407824,4369491.0,9.204985,0.08986792
bx-912,11754511.0,10.657931,-0.84289396
itopride,3792.0,11.33531,0.883792
azm-475271,5330175.0,11.421829,-1.3097731
