name,pubchem_cid,PC1,PC2
be-2254,86308637.0,-1.3050324030347151,1.0237303433269074
tasimelteon,10220503.0,-0.5531233105171989,1.224561663758374
esaxerenone,25052023.0,2.2636028202075478,-0.21052983646885215
ixazomib-citrate,69040311.0,-0.2635840261696112,1.1173409297497097
alendronate,44400013.0,-2.1131934750182806,-0.05751983432892205
dazmegrel,53555.0,0.8083337516916984,0.6840269682739981
nobiletin,72344.0,-2.2127447907300963,-0.14074602806751946
azd7986,118253852.0,1.9852469793806335,2.329144173009796
bebt-908,59474330.0,2.7793103972847817,0.5775450165757823
nitromide,4511.0,-0.5925580750790043,-2.485692207719969
saroglitazar,60151560.0,0.02715925612715786,2.159648737981944
l-368899,9872389.0,2.2292635519366337,0.9056762275113304
betamethasone-valerate,16533.0,-2.8461701394212557,2.4492151944062206
2-methylimidazole,12749.0,-0.983243216685469,-2.7049716974646607
pnu-282987,9795278.0,0.83361598752965,-0.29713454757923907
kx2-391,23635314.0,1.3150882306337257,1.4747294597636063
asivatrep,56649347.0,0.9970585418964255,-1.9164697936787376
diclofenac,3033.0,-1.8126484100720526,-1.6040155082912884
emeramide,21133161.0,-1.1340290550151533,-0.8643733721395384
hemado,10981286.0,1.5850255426847157,1.4413355694625936
proadifen,4910.0,-1.354518566957671,1.5578272839642962
simvastatin,54454.0,-2.9858515736708435,2.2694650314098883
gabexate,3447.0,-1.3464315197635786,1.2595953693189466
cis-aconitic-acid,643757.0,-3.6504597318768366,-0.5357676665449702
thioperamide,6604452.0,1.1779968876182796,-0.6520827138389629
methicillin,6087.0,0.20941462316426174,0.13940166444024626
capadenoson,9936489.0,0.8762501122211575,-0.5342910240152641
fluvoxamine,5324346.0,-0.6791886047519404,0.21964469245914442
cp-316819,10273347.0,0.6993662845522834,-0.4925416116598871
bay-11-7085,5353432.0,-2.2634434091005975,-2.5069336217779585
capsazepine,2733484.0,0.6661671306318353,0.7353500905980401
montelukast,5281040.0,-1.3064440896695828,0.46856515130544674
cgp-52411,1697.0,-0.17163744773164247,-1.6957594035437626
sym-2206,92209239.0,1.8266018991862394,0.4507653438825945
pac-1,9675990.0,1.4721366937638294,1.1643027029944415
tenofovir-disoproxil,5481350.0,1.3811107327556646,0.7490977782477182
relebactam,44129647.0,2.295748675727526,0.573146196124275
cerulenin,5282054.0,-1.7205075707669935,0.3185307410746585
gr-135531,4284525.0,0.11781646762490805,0.2233126779843322
pipotiazine-palmitate,37767.0,1.486019857557503,0.7749996793088405
erlotinib,176870.0,0.32888812636402376,0.6963646875253984
farnesyl-thiosalicylic-acid-amide,25187973.0,-1.5802215634973966,-0.4694985794785216
losmapimod,11552706.0,0.507454779636316,-0.7036201242723619
ru-42173,3086576.0,1.3585418932191997,0.5344071879990815
(r)-baclofen,6918881.0,-2.3764435639287713,-0.9842245946633283
raloxifene,5035.0,0.43693849418288133,1.6752719402496998
butaprost,5311035.0,-3.29458627885955,1.9160283500537165
aee788,10297043.0,1.8627877714956567,-0.12508757701136286
thiamet-g,24808478.0,-0.31765624991143016,0.5145405000002783
mek1-2-inhibitor,54483521.0,-0.8461454125415964,-3.2928767896528655
abamectin,6858005.0,-2.5817138089504525,1.8305097094883163
gsk356278,10252640.0,2.8419747032684395,0.6363504095370462
salinomycin,3085092.0,-2.4147745076802476,2.1842029022821245
riodoxol,152256.0,-2.914094513855379,-1.4047078424899866
umeclidinium,11519070.0,-0.5336278662248848,1.29314520302621
a922500,24768273.0,-0.9460622699524586,-0.7776730565845258
dextran,5460037.0,-2.7141824496621068,1.0062831091235833
pf-4191834,24986635.0,1.5268363337793316,-0.1489576996070796
ursodeoxycholyltaurine,9848818.0,-0.511522989192954,1.6731714600810852
ethynodiol-diacetate,9270.0,-3.066358150818401,1.414628208746299
oxyclozanide,16779.0,-1.1424221704434876,-1.2225136698669188
cb-5083,73051434.0,2.623008375662476,0.6693129344148687
pindolol-(-),688095.0,-0.8610102143607157,0.6195578672226589
ambrisentan,6918493.0,-0.9879514639063713,-0.4330030692718363
sevoflurane,5206.0,-2.927100283683614,-1.5790845236956788
sulfacarbamide,11033.0,-0.26592341026953337,-3.2754517768936786
r306465,10309899.0,2.8378507242538342,-1.0592143280738848
dimethyl-fumarate,637568.0,-3.3917761452108253,-1.1055766464789745
relugolix,10348973.0,3.242266724694705,-0.25455957599507917
mirabegron,9865528.0,1.1284000953852154,-0.15048889871355486
sasapyrine,5161.0,-2.978382735943782,-0.6195627369991206
gdc-0927,87055263.0,0.058031008529370265,1.974490390558735
gnf-2,5311510.0,0.44537604841770984,-1.9630430562667236
mln0128,45375953.0,1.6881553067537904,-2.219040002121625
atropine-oxide,,-0.41241330206982374,1.6049322298940467
buclizine,3246096.0,0.5015216561807847,-0.19461342269502113
bremelanotide,,1.0606463394517593,1.7173918314292331
decamethoxine,,-1.3108252929451276,2.3125529600850214
mofegiline,6437850.0,-2.026697845871019,-1.2041782736542632
cefditoren-pivoxil,6437877.0,1.8859871889782998,0.20133720193967664
bix-02189,,0.8402926484527162,-0.07323183720078497
ly344864,5311097.0,1.0975062124624149,-0.28253144482975934
fenebrutinib,86567195.0,2.3662822040754037,2.1701029878473896
shikimic-acid,11332752.0,-3.695287237646172,0.11045441803009037
tegaserod,135409453.0,0.290262189290432,0.25796693344276767
apramycin,3081545.0,-1.1309940946663732,1.0121721191281634
alizarin,6293.0,-2.8016288996494443,-0.5566248414419497
azd3965,10369242.0,2.2238302506781418,1.422985968734182
cid-5458317,,-1.5495618704182605,0.018329752035175506
roflumilast,449193.0,0.2639059808837989,-0.7177393151686409
ssr128129e,11347895.0,0.13124646695937026,-0.24575873178468965
ombrabulin,6918405.0,-0.7972159502112173,0.6492306134091201
deferiprone,2972.0,-0.902163068648139,-0.512388633118114
cevimeline,18642481.0,-0.32384202980789034,0.7387974508405115
tc-f-2,25198728.0,2.428489395059975,0.5453113194734351
