compound_embedding_row_index,compound_name,n_profiles,actual_predictability,predicted_predictability,model_prediction_group,observed_predictability_group,moa,moa_annotation
4189,Chloroxine; chloroxine,30,0.8093655,0.7782372,Least predictable,Lower,opioid receptor antagonist,opioid receptor antagonist
2836,"4(2'-Aminoethyl)amino-1,8-dimethylimidazo(1,2-a)quinoxaline; BMS-345541",99,0.8075441,0.79929435,Least predictable,Lower,IKK inhibitor,IKK inhibitor
25,"(1R,2R,13R,14R,17R,18S)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol; danazol",32,0.8072222,0.85953826,Most predictable,Lower,"Estrogen receptor antagonist, Progesterone receptor agonist; estrogen receptor antagonist | progesterone receptor agonist",Estrogen receptor antagonist
25,"(1R,2R,13R,14R,17R,18S)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol; danazol",32,0.8072222,0.85953826,Most predictable,Lower,"Estrogen receptor antagonist, Progesterone receptor agonist; estrogen receptor antagonist | progesterone receptor agonist",Progesterone receptor agonist
25,"(1R,2R,13R,14R,17R,18S)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol; danazol",32,0.8072222,0.85953826,Most predictable,Lower,"Estrogen receptor antagonist, Progesterone receptor agonist; estrogen receptor antagonist | progesterone receptor agonist",estrogen receptor antagonist
25,"(1R,2R,13R,14R,17R,18S)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol; danazol",32,0.8072222,0.85953826,Most predictable,Lower,"Estrogen receptor antagonist, Progesterone receptor agonist; estrogen receptor antagonist | progesterone receptor agonist",progesterone receptor agonist
3962,Kenpaullone; kenpaullone,49,0.80653334,0.7931136,Least predictable,Lower,"CDK inhibitor | glycogen synthase kinase inhibitor; GSK-3 inhibitor, CDK inhibitor",CDK inhibitor
3962,Kenpaullone; kenpaullone,49,0.80653334,0.7931136,Least predictable,Lower,"CDK inhibitor | glycogen synthase kinase inhibitor; GSK-3 inhibitor, CDK inhibitor",GSK-3 inhibitor
3962,Kenpaullone; kenpaullone,49,0.80653334,0.7931136,Least predictable,Lower,"CDK inhibitor | glycogen synthase kinase inhibitor; GSK-3 inhibitor, CDK inhibitor",Glycogen synthase kinase inhibitor
2898,ALW-II-38-3; Awl-II-38.3,34,0.8051804,0.7656362,Least predictable,Lower,Ephrin inhibitor,Ephrin inhibitor
1098,"2,4-Bisanilinopyrimidine, 10; KIN-001-220",47,0.8045245,0.7943274,Least predictable,Lower,Aurora kinase inhibitor,Aurora kinase inhibitor
4184,An inositol; inositol,26,0.80402213,0.7725479,Least predictable,Lower,Insulin sensitizer; insulin sensitizer,Insulin sensitizer
4184,An inositol; inositol,26,0.80402213,0.7725479,Least predictable,Lower,Insulin sensitizer; insulin sensitizer,insulin sensitizer
5388,Aphidicolin; aphidicolin,47,0.8018819,0.8563732,Most predictable,Lower,RNA synthesis inhibitor,RNA synthesis inhibitor
294,"(6S,8S,10R,11S,13S,14S,17S)-17-acetyl-11-hydroxy-6,10,13-trimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one; medrysone",37,0.8020065,0.84607327,Most predictable,Lower,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
3532,thioguanine,45,0.8015245,0.80413723,Least predictable,Lower,Purine antagonist; purine antagonist,Purine antagonist
3532,thioguanine,45,0.8015245,0.80413723,Least predictable,Lower,Purine antagonist; purine antagonist,purine antagonist
420,NCH-51; Ptach,20,0.80143875,0.79656315,Least predictable,Lower,HDAC inhibitor,HDAC inhibitor
3022,AT-7867,25,0.80112046,0.80149174,Least predictable,Lower,AKT inhibitor,AKT inhibitor
649,AM-580; Ro 40-6055,47,0.7982884,0.79547775,Least predictable,Lower,Retinoid receptor agonist; retinoid receptor agonist,Retinoid receptor agonist
1383,GSK-1070916; Gsk-1070916,91,0.8874364,0.79743624,Least predictable,Higher,Aurora kinase inhibitor,Aurora kinase inhibitor
1725,7-hydroxystaurosporine; Ucn-01,37,0.7954092,0.89173985,Most predictable,Lower,"CDK inhibitor | CHK inhibitor | PKC inhibitor; CHK inhibitor, CDK inhibitor, PKC inhibitor",CDK inhibitor
1725,7-hydroxystaurosporine; Ucn-01,37,0.7954092,0.89173985,Most predictable,Lower,"CDK inhibitor | CHK inhibitor | PKC inhibitor; CHK inhibitor, CDK inhibitor, PKC inhibitor",CHK inhibitor
1725,7-hydroxystaurosporine; Ucn-01,37,0.7954092,0.89173985,Most predictable,Lower,"CDK inhibitor | CHK inhibitor | PKC inhibitor; CHK inhibitor, CDK inhibitor, PKC inhibitor",PKC inhibitor
2152,AR-A014418,21,0.789541,0.8037731,Least predictable,Lower,GSK-3 inhibitor; glycogen synthase kinase inhibitor,GSK-3 inhibitor
2152,AR-A014418,21,0.789541,0.8037731,Least predictable,Lower,GSK-3 inhibitor; glycogen synthase kinase inhibitor,Glycogen synthase kinase inhibitor
4230,Maxacalcitol-D6; maxacalcitol,33,0.7888826,0.85182893,Most predictable,Lower,Vitamin D receptor agonist; vitamin D receptor agonist,Vitamin D receptor agonist
4230,Maxacalcitol-D6; maxacalcitol,33,0.7888826,0.85182893,Most predictable,Lower,Vitamin D receptor agonist; vitamin D receptor agonist,vitamin D receptor agonist
189,"1-[4-[4-[[(2S,4R)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone; Ketoconazole",30,0.78143454,0.7884054,Least predictable,Lower,sterol demethylase inhibitor,sterol demethylase inhibitor
3347,"H-9; N'-(5-isoquinolinylmethyl)ethane-1,2-diamine",23,0.78415656,0.7652888,Least predictable,Lower,PKA inhibitor,PKA inhibitor
3220,Phenformin; phenformin,20,0.7744978,0.78544784,Least predictable,Lower,AMPK activator,AMPK activator
1310,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol; Roscovitine; roscovitine,97,0.88782173,0.779583,Least predictable,Higher,CDK inhibitor; CDK inhibitors,CDK inhibitor
1310,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol; Roscovitine; roscovitine,97,0.88782173,0.779583,Least predictable,Higher,CDK inhibitor; CDK inhibitors,CDK inhibitors
2761,RG-2833,26,0.7712396,0.7972573,Least predictable,Lower,HDAC inhibitor,HDAC inhibitor
593,Fenretinide; fenretinide,47,0.774925,0.80069005,Least predictable,Lower,"Retinoid receptor agonist, Apoptosis stimulant; apoptosis stimulant | retinoid receptor agonist",Apoptosis stimulant
593,Fenretinide; fenretinide,47,0.774925,0.80069005,Least predictable,Lower,"Retinoid receptor agonist, Apoptosis stimulant; apoptosis stimulant | retinoid receptor agonist",Retinoid receptor agonist
593,Fenretinide; fenretinide,47,0.774925,0.80069005,Least predictable,Lower,"Retinoid receptor agonist, Apoptosis stimulant; apoptosis stimulant | retinoid receptor agonist",apoptosis stimulant
139,"Estra-4,9,11-trien-3-one, 17-hydroxy-17-(2-propenyl)-, (17b)-; altrenogest",23,0.7668195,0.8481965,Most predictable,Lower,Progestogen hormone; progestogen hormone,Progestogen hormone
139,"Estra-4,9,11-trien-3-one, 17-hydroxy-17-(2-propenyl)-, (17b)-; altrenogest",23,0.7668195,0.8481965,Most predictable,Lower,Progestogen hormone; progestogen hormone,progestogen hormone
221,"HDAC inhibitor, Compound 1; Merck60",43,0.76474637,0.8006233,Least predictable,Lower,HDAC inhibitor,HDAC inhibitor
112,4-(4-((4-((3-acrylamidophenyl)amino)-5-fluoropyrimidin-2-yl)amino)phenoxy)-N-methylpicolinamide; CNX-774,28,0.76349556,0.79569423,Least predictable,Lower,BTK inhibitor; Bruton's tyrosine kinase (BTK) inhibitor,BTK inhibitor
112,4-(4-((4-((3-acrylamidophenyl)amino)-5-fluoropyrimidin-2-yl)amino)phenoxy)-N-methylpicolinamide; CNX-774,28,0.76349556,0.79569423,Least predictable,Lower,BTK inhibitor; Bruton's tyrosine kinase (BTK) inhibitor,Bruton's tyrosine kinase (BTK) inhibitor
788,"methyl (1R,9R,10S,11R,12S,19R)-11-acetyloxy-12-ethyl-4-[(12S,14R)-16-ethyl-12-methoxycarbonyl-1,10-diazatetracyclo[12.3.1.03,11.04,9]octadeca-3(11),4,6,8,15-pentaen-12-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate; vinorelbine",36,0.7925,0.8687617,Most predictable,Lower,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin inhibitor
788,"methyl (1R,9R,10S,11R,12S,19R)-11-acetyloxy-12-ethyl-4-[(12S,14R)-16-ethyl-12-methoxycarbonyl-1,10-diazatetracyclo[12.3.1.03,11.04,9]octadeca-3(11),4,6,8,15-pentaen-12-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate; vinorelbine",36,0.7925,0.8687617,Most predictable,Lower,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin polymerization inhibitor
2216,D-64131,27,0.75060874,0.78125685,Least predictable,Lowest observed predictability,Microtubule inhibitor; microtubule inhibitor,Microtubule inhibitor
4457,Y-27632,28,0.7474828,0.79483235,Least predictable,Lowest observed predictability,Rho associated kinase inhibitor,Rho associated kinase inhibitor
1762,"BRD-K88741031; Methyl 2,5-dihydroxycinnamate; erbstatin-analog; methyl (E)-3-(2,5-dihydroxyphenyl)acrylate",20,0.74674225,0.7952843,Least predictable,Lowest observed predictability,"EGFR inhibitor | tyrosine kinase inhibitor; EGFR inhibitor, Tyrosine kinase inhibitor",EGFR inhibitor
1762,"BRD-K88741031; Methyl 2,5-dihydroxycinnamate; erbstatin-analog; methyl (E)-3-(2,5-dihydroxyphenyl)acrylate",20,0.74674225,0.7952843,Least predictable,Lowest observed predictability,"EGFR inhibitor | tyrosine kinase inhibitor; EGFR inhibitor, Tyrosine kinase inhibitor",Tyrosine kinase inhibitor
99,Ibrutinib; ibrutinib,149,0.85756654,0.79795396,Least predictable,Middle,BTK inhibitor; Bruton's tyrosine kinase (BTK) inhibitor,BTK inhibitor
99,Ibrutinib; ibrutinib,149,0.85756654,0.79795396,Least predictable,Middle,BTK inhibitor; Bruton's tyrosine kinase (BTK) inhibitor,Bruton's tyrosine kinase (BTK) inhibitor
5117,serdemetan,47,0.7463338,0.7960733,Least predictable,Lowest observed predictability,MDM inhibitor,MDM inhibitor
2808,(2E)-3-(4-methylbenzenesulfonyl)prop-2-enenitrile; BAY-11-7082,25,0.7351815,0.7746872,Least predictable,Lowest observed predictability,NFkB pathway inhibitor,NFkB pathway inhibitor
652,Tamibarotene; tamibarotene,50,0.72667164,0.8045561,Least predictable,Lowest observed predictability,Retinoid receptor agonist; retinoid receptor agonist,Retinoid receptor agonist
5256,Tyrphostin 9; tyrphostin-A9,26,0.7254088,0.78257465,Least predictable,Lowest observed predictability,protein tyrosine kinase inhibitor | tyrosine kinase inhibitor,Tyrosine kinase inhibitor
5256,Tyrphostin 9; tyrphostin-A9,26,0.7254088,0.78257465,Least predictable,Lowest observed predictability,protein tyrosine kinase inhibitor | tyrosine kinase inhibitor,protein tyrosine kinase inhibitor
1810,"AG-957; Benzoic acid, 4-[[(2,5-dihydroxyphenyl)methyl]amino]-, methyl ester",24,0.7244472,0.79724556,Least predictable,Lowest observed predictability,Protein tyrosine kinase inhibitor,Protein tyrosine kinase inhibitor
5410,CX-5461; Cx-5461,38,0.72118026,0.85351676,Most predictable,Lowest observed predictability,RNA polymerase inhibitor,RNA polymerase inhibitor
354,"2-Propenethioamide, 3-(3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl)-2-cyano-, (E)-; AG-879",22,0.7114427,0.79232585,Least predictable,Lowest observed predictability,tyrosine kinase inhibitor,Tyrosine kinase inhibitor
3608,CAY-10618; N-(2-phenylphenyl)-8-(4-pyridin-3-yltriazol-1-yl)octanamide,22,0.7063934,0.7929487,Least predictable,Lowest observed predictability,NAMPT inhibitor,NAMPT inhibitor
4161,"2-((3-(2,3-Dichlorophenoxy)propyl)amino)ethanol; BRD-K61734568",23,0.7039946,0.76738346,Least predictable,Lowest observed predictability,BCL-XL downregulator,BCL-XL downregulator
5230,"N,N-Dimethyl-beta-alanine (3R,4aR,5S,6S,6aS,10S,10aR,10bS)-5-(acetyloxy)-3-ethenyldodecahydro-10,10b-dihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-1H-naphtho(2,1-b)pyran-6-yl ester; colforsin-daproate",22,0.703539,0.87974614,Most predictable,Lowest observed predictability,adenylyl cyclase activator,adenylyl cyclase activator
4067,oxypurinol,42,0.6980431,0.80261725,Least predictable,Lowest observed predictability,Xanthine oxidase inhibitor; xanthine oxidase inhibitor,Xanthine oxidase inhibitor
4067,oxypurinol,42,0.6980431,0.80261725,Least predictable,Lowest observed predictability,Xanthine oxidase inhibitor; xanthine oxidase inhibitor,xanthine oxidase inhibitor
251,Dexamethasone Acetate; dexamethasone,334,0.8323172,0.9052108,Most predictable,Middle,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
5293,Suloctidil (USAN/INN); suloctidil,24,0.6836525,0.79563105,Least predictable,Lowest observed predictability,adrenergic receptor antagonist,Adrenergic receptor antagonist
3368,2-Phenylethynesulfonamide; pifithrin-mu,32,0.6787166,0.7906376,Least predictable,Lowest observed predictability,HSP inhibitor,HSP inhibitor
1528,Chaetocin from Chaetomium minutum; chaetocin,35,0.80920017,0.8541292,Most predictable,Lower,Histone lysine methyltransferase inhibitor,Histone lysine methyltransferase inhibitor
3928,"2,3-Bis(2-hydroxyethylsulfanyl)-(1,4)naphthoquinone; NSC-95397",20,0.66776216,0.8034406,Least predictable,Lowest observed predictability,CDC inhibitor,CDC inhibitor
3667,BX-795; N-(3-((5-Iodo-4-((3-((2-thienylcarbonyl)amino)propyl)amino)-2-pyrimidinyl)amino)phenyl)-1-pyrrolidinecarboxamide,57,0.66522664,0.8038063,Least predictable,Lowest observed predictability,IKK inhibitor,IKK inhibitor
2308,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol; Carvedilol; carvedilol,21,0.69254273,0.77433246,Least predictable,Lowest observed predictability,Adrenergic receptor antagonist; beta1-Adrenoceptor Antagonists,Adrenergic receptor antagonist
2308,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol; Carvedilol; carvedilol,21,0.69254273,0.77433246,Least predictable,Lowest observed predictability,Adrenergic receptor antagonist; beta1-Adrenoceptor Antagonists,beta1-Adrenoceptor Antagonists
5480,Oncrasin 1; oncrasin-1,31,0.65698934,0.7900087,Least predictable,Lowest observed predictability,apoptosis stimulant,apoptosis stimulant
419,Ciclesonide; ciclesonide,30,0.64994425,0.849716,Most predictable,Lowest observed predictability,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
5442,"(2R)-4-amino-N-[(1R,2S,3S,4R,5S)-5-amino-2-[(2S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2R,3R,4S,5S,6R)-6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-3-hydroxycyclohexyl]-2-hydroxybutanamide; amikacin",21,0.6416419,0.8461974,Most predictable,Lowest observed predictability,bacterial 30S ribosomal subunit inhibitor,Bacterial 30S ribosomal subunit inhibitor
3476,TWS-119; Tws119,47,0.6418797,0.8014827,Least predictable,Lowest observed predictability,GSK-3 inhibitor; glycogen synthase kinase inhibitor,GSK-3 inhibitor
3476,TWS-119; Tws119,47,0.6418797,0.8014827,Least predictable,Lowest observed predictability,GSK-3 inhibitor; glycogen synthase kinase inhibitor,Glycogen synthase kinase inhibitor
2632,Ellipticine; ellipticine,27,0.63472193,0.799349,Least predictable,Lowest observed predictability,Topoisomerase inhibitor,Topoisomerase inhibitor
5271,Rimantadine; rimantadine,30,0.61533123,0.7932038,Least predictable,Lowest observed predictability,antiviral | RNA synthesis inhibitor,RNA synthesis inhibitor
5271,Rimantadine; rimantadine,30,0.61533123,0.7932038,Least predictable,Lowest observed predictability,antiviral | RNA synthesis inhibitor,antiviral
2076,WHI-P154; Whi-P154,35,0.85956204,0.8037677,Least predictable,Higher,JAK inhibitor,JAK inhibitor
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",20,0.6020027,0.79520935,Least predictable,Lowest observed predictability,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,AP-1 Inhibitors
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",20,0.6020027,0.79520935,Least predictable,Lowest observed predictability,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,Dardarin) Inhibitors
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",20,0.6020027,0.79520935,Least predictable,Lowest observed predictability,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,Inhibitors of signal transduction pathways
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",20,0.6020027,0.79520935,Least predictable,Lowest observed predictability,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,JNK inhibitor
