compound_embedding_row_index,compound_name,n_profiles,actual_predictability,predicted_predictability,model_prediction_group,observed_predictability_group,moa,moa_annotation
1796,"BRD-K22848513; methyl (4aS,6aR,6bS,8aR,12aR,14aS,14bR)-11-cyano-2,2,6a,6b,9,9,12a-heptamethyl-10,14-dioxo-1,3,4,5,6,7,8,8a,14a,14b-decahydropicene-4a-carboxylate",68,0.8736292,0.84941006,Most predictable,Higher,"nuclear factor erythroid derived, like (NRF2) activator",nuclear factor erythroid derived
3150,"1,3-Benzothiazol-2-yl(2-((2-(3-pyridinyl)ethyl)amino)-4-pyrimidinyl)acetonitrile; AS-601245",76,0.8730961,0.7986444,Least predictable,Higher,JNK inhibitor,JNK inhibitor
1280,"(1R,4E,5'R,6R,6'R,7S,8R,10S,11S,12R,14S,15R,16S,18E,20E,22S,25S,27R,28R,29S)-22-ethyl-7,11,14,15-tetrahydroxy-6'-[(2R)-2-hydroxypropyl]-5',6,8,10,12,14,16,28,29-nonamethylspiro[2,26-dioxabicyclo[23.3.1]nonacosa-4,18,20-triene-27,2'-oxane]-3,9,13-trione; oligomycin-a",41,0.8727179,0.87164944,Most predictable,Higher,"ATP synthase inhibitor, ATPase inhibitor; ATPase inhibitor | ATP synthase inhibitor",ATP synthase inhibitor
1280,"(1R,4E,5'R,6R,6'R,7S,8R,10S,11S,12R,14S,15R,16S,18E,20E,22S,25S,27R,28R,29S)-22-ethyl-7,11,14,15-tetrahydroxy-6'-[(2R)-2-hydroxypropyl]-5',6,8,10,12,14,16,28,29-nonamethylspiro[2,26-dioxabicyclo[23.3.1]nonacosa-4,18,20-triene-27,2'-oxane]-3,9,13-trione; oligomycin-a",41,0.8727179,0.87164944,Most predictable,Higher,"ATP synthase inhibitor, ATPase inhibitor; ATPase inhibitor | ATP synthase inhibitor",ATPase inhibitor
2703,Tozasertib; tozasertib,187,0.91471213,0.803887,Least predictable,Highest observed predictability,"Abl kinase inhibitor, Aurora kinase inhibitor, JAK inhibitor, FLT3 inhibitor; Aurora kinase inhibitor | Bcr-Abl kinase inhibitor | FLT3 inhibitor | JAK inhibitor",Abl kinase inhibitor
2703,Tozasertib; tozasertib,187,0.91471213,0.803887,Least predictable,Highest observed predictability,"Abl kinase inhibitor, Aurora kinase inhibitor, JAK inhibitor, FLT3 inhibitor; Aurora kinase inhibitor | Bcr-Abl kinase inhibitor | FLT3 inhibitor | JAK inhibitor",Aurora kinase inhibitor
2703,Tozasertib; tozasertib,187,0.91471213,0.803887,Least predictable,Highest observed predictability,"Abl kinase inhibitor, Aurora kinase inhibitor, JAK inhibitor, FLT3 inhibitor; Aurora kinase inhibitor | Bcr-Abl kinase inhibitor | FLT3 inhibitor | JAK inhibitor",Bcr-Abl kinase inhibitor
2703,Tozasertib; tozasertib,187,0.91471213,0.803887,Least predictable,Highest observed predictability,"Abl kinase inhibitor, Aurora kinase inhibitor, JAK inhibitor, FLT3 inhibitor; Aurora kinase inhibitor | Bcr-Abl kinase inhibitor | FLT3 inhibitor | JAK inhibitor",FLT3 inhibitor
2703,Tozasertib; tozasertib,187,0.91471213,0.803887,Least predictable,Highest observed predictability,"Abl kinase inhibitor, Aurora kinase inhibitor, JAK inhibitor, FLT3 inhibitor; Aurora kinase inhibitor | Bcr-Abl kinase inhibitor | FLT3 inhibitor | JAK inhibitor",JAK inhibitor
170,Epothilone-B; epothilone-b,69,0.8687346,0.8472382,Most predictable,Higher,"Microtubule stabilizing agent, Tubulin inhibitor, Microtubule stimulant; microtubule stabilizing agent | tubulin polymerization inhibitor",Microtubule stabilizing agent
170,Epothilone-B; epothilone-b,69,0.8687346,0.8472382,Most predictable,Higher,"Microtubule stabilizing agent, Tubulin inhibitor, Microtubule stimulant; microtubule stabilizing agent | tubulin polymerization inhibitor",Microtubule stimulant
170,Epothilone-B; epothilone-b,69,0.8687346,0.8472382,Most predictable,Higher,"Microtubule stabilizing agent, Tubulin inhibitor, Microtubule stimulant; microtubule stabilizing agent | tubulin polymerization inhibitor",Tubulin inhibitor
170,Epothilone-B; epothilone-b,69,0.8687346,0.8472382,Most predictable,Higher,"Microtubule stabilizing agent, Tubulin inhibitor, Microtubule stimulant; microtubule stabilizing agent | tubulin polymerization inhibitor",Tubulin polymerization inhibitor
170,Epothilone-B; epothilone-b,69,0.8687346,0.8472382,Most predictable,Higher,"Microtubule stabilizing agent, Tubulin inhibitor, Microtubule stimulant; microtubule stabilizing agent | tubulin polymerization inhibitor",microtubule stabilizing agent
1992,"2-[2-Methoxy-4-(4-methyl-1-piperazinyl)anilino]-5,11-dimethyl-6-pyrimido[4,5-b][1,4]benzodiazepinone; XMD-885",45,0.8652678,0.85948056,Most predictable,Higher,"MAP kinase inhibitor; MAP kinase inhibitor, Leucine rich repeat kinase inhibitor",Leucine rich repeat kinase inhibitor
1992,"2-[2-Methoxy-4-(4-methyl-1-piperazinyl)anilino]-5,11-dimethyl-6-pyrimido[4,5-b][1,4]benzodiazepinone; XMD-885",45,0.8652678,0.85948056,Most predictable,Higher,"MAP kinase inhibitor; MAP kinase inhibitor, Leucine rich repeat kinase inhibitor",MAP kinase inhibitor
114,WZ-4002,48,0.8632015,0.78941405,Least predictable,Higher,EGFR inhibitor,EGFR inhibitor
255,"[2-[(1R,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-9,13-dimethyl-16-oxospiro[5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-diene-6,1'-cyclopentane]-8-yl]-2-oxoethyl] acetate; amcinonide",25,0.8587767,0.868096,Most predictable,Middle,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
3782,Caffeic Acid; caffeic-acid,25,0.85903496,0.7618855,Least predictable,Higher,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",HIV integrase inhibitor
3782,Caffeic Acid; caffeic-acid,25,0.85903496,0.7618855,Least predictable,Higher,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",Lipoxygenase inhibitor
3782,Caffeic Acid; caffeic-acid,25,0.85903496,0.7618855,Least predictable,Higher,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",NFKB pathway inhibitor
3782,Caffeic Acid; caffeic-acid,25,0.85903496,0.7618855,Least predictable,Higher,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",Nitric oxide production inhibitor
3782,Caffeic Acid; caffeic-acid,25,0.85903496,0.7618855,Least predictable,Higher,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",PPAR receptor modulator
3782,Caffeic Acid; caffeic-acid,25,0.85903496,0.7618855,Least predictable,Higher,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",TNF production inhibitor
3782,Caffeic Acid; caffeic-acid,25,0.85903496,0.7618855,Least predictable,Higher,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",Tumor necrosis factor production inhibitor
3782,Caffeic Acid; caffeic-acid,25,0.85903496,0.7618855,Least predictable,Higher,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",lipoxygenase inhibitor
3782,Caffeic Acid; caffeic-acid,25,0.85903496,0.7618855,Least predictable,Higher,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",nitric oxide production inhibitor
3782,Caffeic Acid; caffeic-acid,25,0.85903496,0.7618855,Least predictable,Higher,"HIV integrase inhibitor | lipoxygenase inhibitor | nitric oxide production inhibitor | tumor necrosis factor production inhibitor; Nitric oxide production inhibitor, PPAR receptor modulator, NFKB pathway inhibitor, TNF production inhibitor, Tumor necrosis factor production inhibitor, HIV integrase inhibitor, Lipoxygenase inhibitor",tumor necrosis factor production inhibitor
351,"4-[3-(3,5-Ditert-butylphenyl)-3-oxoprop-1-enyl]benzoic acid; SA-792709",30,0.8558405,0.7851427,Least predictable,Middle,Retinoid receptor agonist,Retinoid receptor agonist
2778,Meclofenamic Acid; meclofenamic-acid,23,0.85550356,0.7962718,Least predictable,Middle,"Cyclooxygenase inhibitor, Prostanoid receptor antagonist; cyclooxygenase inhibitor | prostanoid receptor antagonist",Cyclooxygenase inhibitor
2778,Meclofenamic Acid; meclofenamic-acid,23,0.85550356,0.7962718,Least predictable,Middle,"Cyclooxygenase inhibitor, Prostanoid receptor antagonist; cyclooxygenase inhibitor | prostanoid receptor antagonist",Prostanoid receptor antagonist
2778,Meclofenamic Acid; meclofenamic-acid,23,0.85550356,0.7962718,Least predictable,Middle,"Cyclooxygenase inhibitor, Prostanoid receptor antagonist; cyclooxygenase inhibitor | prostanoid receptor antagonist",cyclooxygenase inhibitor
2778,Meclofenamic Acid; meclofenamic-acid,23,0.85550356,0.7962718,Least predictable,Middle,"Cyclooxygenase inhibitor, Prostanoid receptor antagonist; cyclooxygenase inhibitor | prostanoid receptor antagonist",prostanoid receptor antagonist
3973,Tivantinib; tivantinib,97,0.85259074,0.85301,Most predictable,Middle,Tyrosine kinase inhibitor; tyrosine kinase inhibitor,Tyrosine kinase inhibitor
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",65,0.8477371,0.8044772,Least predictable,Middle,Angiogenesis Inhibitors;VEGFR-2 (FLK-1/KDR) Inhibitors;VEGFR-3 (FLT4) Inhibitors;VEGFR-1 (Flt-1) Inhibitors; VEGFR inhibitor,Angiogenesis Inhibitors
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",65,0.8477371,0.8044772,Least predictable,Middle,Angiogenesis Inhibitors;VEGFR-2 (FLK-1/KDR) Inhibitors;VEGFR-3 (FLT4) Inhibitors;VEGFR-1 (Flt-1) Inhibitors; VEGFR inhibitor,VEGFR inhibitor
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",65,0.8477371,0.8044772,Least predictable,Middle,Angiogenesis Inhibitors;VEGFR-2 (FLK-1/KDR) Inhibitors;VEGFR-3 (FLT4) Inhibitors;VEGFR-1 (Flt-1) Inhibitors; VEGFR inhibitor,VEGFR-1 (Flt-1) Inhibitors
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",65,0.8477371,0.8044772,Least predictable,Middle,Angiogenesis Inhibitors;VEGFR-2 (FLK-1/KDR) Inhibitors;VEGFR-3 (FLT4) Inhibitors;VEGFR-1 (Flt-1) Inhibitors; VEGFR inhibitor,VEGFR-2 (FLK-1/KDR) Inhibitors
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",65,0.8477371,0.8044772,Least predictable,Middle,Angiogenesis Inhibitors;VEGFR-2 (FLK-1/KDR) Inhibitors;VEGFR-3 (FLT4) Inhibitors;VEGFR-1 (Flt-1) Inhibitors; VEGFR inhibitor,VEGFR-3 (FLT4) Inhibitors
5452,5-Fluoro-2'-deoxycytidine; fdcyd,50,0.8507118,0.87112695,Most predictable,Middle,DNA methyltransferase inhibitor,DNA methyltransferase inhibitor
1223,XMD-892; Xmd8-92,46,0.85047877,0.85778826,Most predictable,Middle,MAP kinase inhibitor,MAP kinase inhibitor
168,Ixabepilone; ixabepilone,38,0.84927243,0.8544563,Most predictable,Middle,Microtubule stabilizing agent; microtubule stabilizing agent,Microtubule stabilizing agent
168,Ixabepilone; ixabepilone,38,0.84927243,0.8544563,Most predictable,Middle,Microtubule stabilizing agent; microtubule stabilizing agent,microtubule stabilizing agent
1986,"5-Chloro-N2-(4-(4-(dimethylamino)-1-piperidinyl)-2-methoxyphenyl)-N4-(2-(dimethylphosphinyl)phenyl)-2,4-pyrimidinediamine; AP-26113",35,0.8479275,0.8014634,Least predictable,Middle,ALK tyrosine kinase receptor inhibitor,ALK tyrosine kinase receptor inhibitor
1369,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine; Pyrimethamine; pyrimethamine",46,0.843687,0.78964657,Least predictable,Middle,Dihydrofolate Reductase (DHFR) Inhibitors;Pharmacological Chaperones; dihydrofolate reductase inhibitor,Dihydrofolate Reductase (DHFR) Inhibitors
1369,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine; Pyrimethamine; pyrimethamine",46,0.843687,0.78964657,Least predictable,Middle,Dihydrofolate Reductase (DHFR) Inhibitors;Pharmacological Chaperones; dihydrofolate reductase inhibitor,Pharmacological Chaperones
1369,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine; Pyrimethamine; pyrimethamine",46,0.843687,0.78964657,Least predictable,Middle,Dihydrofolate Reductase (DHFR) Inhibitors;Pharmacological Chaperones; dihydrofolate reductase inhibitor,dihydrofolate reductase inhibitor
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",52,0.8486051,0.80416745,Least predictable,Middle,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",Cytokine Production Inhibitors
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",52,0.8486051,0.80416745,Least predictable,Middle,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",Cytokine production inhibitor
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",52,0.8486051,0.80416745,Least predictable,Middle,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",NF-kappaB (NFKB) Activation Inhibitors
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",52,0.8486051,0.80416745,Least predictable,Middle,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",NFKB pathway inhibitor
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",52,0.8486051,0.80416745,Least predictable,Middle,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",NFkB pathway inhibitor
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",52,0.8486051,0.80416745,Least predictable,Middle,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",Secretory Phospholipase A2 (sPLA2) Inhibitors
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",52,0.8486051,0.80416745,Least predictable,Middle,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",TP53 Expression Enhancers
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",52,0.8486051,0.80416745,Least predictable,Middle,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",TP53 activator
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",52,0.8486051,0.80416745,Least predictable,Middle,"Cytokine production inhibitor, NFKB pathway inhibitor, TP53 activator; Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors;TP53 Expression Enhancers; cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator",cytokine production inhibitor
3650,CGK-733; Diphenyl acetamidotrichloroethyl fluoronitrophenyl thiourea,43,0.84530383,0.8043442,Least predictable,Middle,"ATM kinase inhibitor | ATR kinase inhibitor; ATM kinase inhibitor, ATR kinase inhibitor",ATM kinase inhibitor
3650,CGK-733; Diphenyl acetamidotrichloroethyl fluoronitrophenyl thiourea,43,0.84530383,0.8043442,Least predictable,Middle,"ATM kinase inhibitor | ATR kinase inhibitor; ATM kinase inhibitor, ATR kinase inhibitor",ATR kinase inhibitor
4231,"3-(3,5-Ditert-butyl-4-hydroxyphenyl)-2-isocyano-2-propenenitrile; malonoben",26,0.84522885,0.80158293,Least predictable,Middle,Protein tyrosine kinase inhibitor,Protein tyrosine kinase inhibitor
2976,Metronidazole; metronidazole,20,0.8433817,0.79793775,Least predictable,Middle,DNA inhibitor,DNA inhibitor
2633,"4-[2-[[4-(2,4-dichlorophenyl)-5-(5-methyl-1H-imidazol-2-yl)pyrimidin-2-yl]amino]ethylamino]benzonitrile; CHIR-99021",75,0.84191453,0.7949928,Least predictable,Middle,glycogen synthase kinase inhibitor,Glycogen synthase kinase inhibitor
2495,Digoxin; digoxin,207,0.913874,0.87188804,Most predictable,Highest observed predictability,ATPase inhibitor,ATPase inhibitor
2157,"Anisomycin, (+)-; anisomycin",20,0.83608174,0.7938937,Least predictable,Middle,DNA synthesis inhibitor,DNA synthesis inhibitor
4177,Salmeterol; salmeterol,20,0.8333114,0.797907,Least predictable,Middle,Adrenergic receptor agonist; adrenergic receptor agonist,Adrenergic receptor agonist
2691,Dequalinium; dequalinium,31,0.83078796,0.7743633,Least predictable,Middle,PKC inhibitor,PKC inhibitor
2974,Flumatinib; flumatinib,26,0.82993823,0.7902171,Least predictable,Middle,Abl kinase inhibitor; Bcr-Abl kinase inhibitor,Abl kinase inhibitor
2974,Flumatinib; flumatinib,26,0.82993823,0.7902171,Least predictable,Middle,Abl kinase inhibitor; Bcr-Abl kinase inhibitor,Bcr-Abl kinase inhibitor
2067,Cabozantinib; cabozantinib,42,0.82446074,0.8021885,Least predictable,Middle,"RET tyrosine kinase inhibitor | VEGFR inhibitor; VEGFR inhibitor, RET tyrosine kinase inhibitor",RET tyrosine kinase inhibitor
2067,Cabozantinib; cabozantinib,42,0.82446074,0.8021885,Least predictable,Middle,"RET tyrosine kinase inhibitor | VEGFR inhibitor; VEGFR inhibitor, RET tyrosine kinase inhibitor",VEGFR inhibitor
2601,Apitolisib; GDC-0980,60,0.8242191,0.85309285,Most predictable,Middle,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",PI3K inhibitor
2601,Apitolisib; GDC-0980,60,0.8242191,0.85309285,Most predictable,Middle,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",mTOR inhibitor
2857,2-Methyl-6-styryl-pyridine; SIB-1893,31,0.81895024,0.7679352,Least predictable,Middle,Glutamate receptor antagonist; glutamate receptor antagonist,Glutamate receptor antagonist
2857,2-Methyl-6-styryl-pyridine; SIB-1893,31,0.81895024,0.7679352,Least predictable,Middle,Glutamate receptor antagonist; glutamate receptor antagonist,glutamate receptor antagonist
148,Sdccgsbi-0050471.P002; forskolin,68,0.8502553,0.8725786,Most predictable,Middle,Adenylyl cyclase activator; adenylyl cyclase activator,Adenylyl cyclase activator
148,Sdccgsbi-0050471.P002; forskolin,68,0.8502553,0.8725786,Most predictable,Middle,Adenylyl cyclase activator; adenylyl cyclase activator,adenylyl cyclase activator
3967,Ro-3306,20,0.8230701,0.8003751,Least predictable,Middle,CDK inhibitor,CDK inhibitor
459,(2S)-4-methyl-N-[(2S)-1-[[(2S)-4-methyl-1-[(2R)-2-methyloxiran-2-yl]-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]-2-[[(2S)-2-[(2-morpholin-4-ylacetyl)amino]-4-phenylbutanoyl]amino]pentanamide; Carfilzomib; carfilzomib,85,0.8817551,0.85557353,Most predictable,Higher,Proteasome inhibitor; proteasome inhibitor,Proteasome inhibitor
284,"(6S,9R,11S,13S,17R)-17-acetyl-9-fluoro-11,17-dihydroxy-6,10,13-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one; BRD-A13133631",32,0.8192922,0.8598019,Most predictable,Middle,glucocorticoid receptor agonist,Glucocorticoid receptor agonist
1924,Moxifloxacin; moxifloxacin,21,0.8176657,0.85208625,Most predictable,Middle,bacterial DNA gyrase inhibitor,bacterial DNA gyrase inhibitor
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,52,0.8172413,0.7963637,Least predictable,Middle,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Antimitotic Drugs
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,52,0.8172413,0.7963637,Least predictable,Middle,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Aurora kinase inhibitor
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,52,0.8172413,0.7963637,Least predictable,Middle,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Aurora-B (ARK2) Kinase Inhibitors
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,52,0.8172413,0.7963637,Least predictable,Middle,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Aurora-C (ARK3) Kinase Inhibitors
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,52,0.8172413,0.7963637,Least predictable,Middle,Aurora kinase inhibitor; Aurora-C (ARK3) Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Aurora-B (ARK2) Kinase Inhibitors;Antimitotic Drugs,Inhibitors of signal transduction pathways
1553,"N-[(1-methylpiperidin-4-yl)methyl]-3-[3-(trifluoromethoxy)phenyl]imidazo[1,2-b]pyridazin-6-amine; SGI-1776",45,0.81440425,0.80117404,Least predictable,Lower,Pim kinase inhibitor,Pim kinase inhibitor
282,"S-[(7R,8R,9R,10R,13S,14R,17R)-10,13-dimethyl-3,5'-dioxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl] ethanethioate; spironolactone",20,0.812434,0.8500043,Most predictable,Lower,Mineralocorticoid receptor antagonist; mineralocorticoid receptor antagonist,Mineralocorticoid receptor antagonist
282,"S-[(7R,8R,9R,10R,13S,14R,17R)-10,13-dimethyl-3,5'-dioxospiro[2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-17,2'-oxolane]-7-yl] ethanethioate; spironolactone",20,0.812434,0.8500043,Most predictable,Lower,Mineralocorticoid receptor antagonist; mineralocorticoid receptor antagonist,mineralocorticoid receptor antagonist
3444,Buparlisib; buparlisib,63,0.8829222,0.8489254,Most predictable,Higher,PI3K inhibitor,PI3K inhibitor
2551,Ethylmercury thiosalicylate; thiomersal,20,0.812118,0.7718809,Least predictable,Lower,other antibiotic,other antibiotic
4928,dactinomycin,30,0.83826405,0.85512066,Most predictable,Middle,RNA polymerase inhibitor,RNA polymerase inhibitor
