compound_embedding_row_index,compound_name,normalized_compound_name,actual_predictability,predicted_predictability,n_profiles,moa,clean_moa
2613,"3-[[2-[2-[2-[[(2S,3R)-2-[[(2S,3S,4R)-4-[[(2S,3R)-2-[[6-amino-2-[(1S)-3-amino-1-[[(2S)-2,3-diamino-3-oxopropyl]amino]-3-oxopropyl]-5-methylpyrimidine-4-carbonyl]amino]-3-[3-[4-carbamoyloxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxy-2-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]ethyl]-1,3-thiazol-4-yl]-1,3-thiazole-4-carbonyl]amino]propyl-dimethylsulfanium; Bleomycin",3 2 2 2 2s 3r 2 2s 3s 4r 4 2s 3r 2 6 amino 2 1s 3 amino 1 2s 2 3 diamino 3 oxopropyl amino 3 oxopropyl 5 methylpyrimidine 4 carbonyl amino 3 3 4 carbamoyloxy 3 5 dihydroxy 6 hydroxymethyl oxan 2 yl oxy 4 5 dihydroxy 6 hydroxymethyl oxan 2 yl oxy 3 1h imidazol 5 yl propanoyl amino 3 hydroxy 2 methylpentanoyl amino 3 hydroxybutanoyl amino ethyl 1 3 thiazol 4 yl 1 3 thiazole 4 carbonyl amino propyl dimethylsulfanium bleomycin,0.9032785,0.82977426,37,dna damage inducer | DNA synthesis inhibitor,DNA synthesis inhibitor
1662,Rebastinib; rebastinib,rebastinib rebastinib,0.6996597,0.80867547,34,"Bcr-Abl kinase inhibitor | TIE tyrosine kinase inhibitor | VEGFR inhibitor; TIE tyrosine kinase inhibitor, Abl kinase inhibitor, VEGFR inhibitor",Bcr-Abl kinase inhibitor
1662,Rebastinib; rebastinib,rebastinib rebastinib,0.6996597,0.80867547,34,"Bcr-Abl kinase inhibitor | TIE tyrosine kinase inhibitor | VEGFR inhibitor; TIE tyrosine kinase inhibitor, Abl kinase inhibitor, VEGFR inhibitor",TIE tyrosine kinase inhibitor
1662,Rebastinib; rebastinib,rebastinib rebastinib,0.6996597,0.80867547,34,"Bcr-Abl kinase inhibitor | TIE tyrosine kinase inhibitor | VEGFR inhibitor; TIE tyrosine kinase inhibitor, Abl kinase inhibitor, VEGFR inhibitor",VEGFR inhibitor
1662,Rebastinib; rebastinib,rebastinib rebastinib,0.6996597,0.80867547,34,"Bcr-Abl kinase inhibitor | TIE tyrosine kinase inhibitor | VEGFR inhibitor; TIE tyrosine kinase inhibitor, Abl kinase inhibitor, VEGFR inhibitor",Abl kinase inhibitor
4263,Purmorphamine; purmorphamine,purmorphamine purmorphamine,0.6987879,0.81194353,43,Smoothened receptor agonist; smoothened receptor agonist,Smoothened receptor agonist
3092,Bisindolylmaleimide IX; bisindolylmaleimide-ix,bisindolylmaleimide ix bisindolylmaleimide ix,0.9012109,0.83839464,49,PKC inhibitor,PKC inhibitor
4067,oxypurinol,oxypurinol,0.6980431,0.80261725,42,Xanthine oxidase inhibitor; xanthine oxidase inhibitor,Xanthine oxidase inhibitor
2800,Pazopanib; pazopanib,pazopanib pazopanib,0.8043622,0.81803006,63,"KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor; KIT inhibitor, PDGFR inhibitor, VEGFR inhibitor",KIT inhibitor
2800,Pazopanib; pazopanib,pazopanib pazopanib,0.8043622,0.81803006,63,"KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor; KIT inhibitor, PDGFR inhibitor, VEGFR inhibitor",PDGFR tyrosine kinase receptor inhibitor
2800,Pazopanib; pazopanib,pazopanib pazopanib,0.8043622,0.81803006,63,"KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor; KIT inhibitor, PDGFR inhibitor, VEGFR inhibitor",VEGFR inhibitor
2800,Pazopanib; pazopanib,pazopanib pazopanib,0.8043622,0.81803006,63,"KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | VEGFR inhibitor; KIT inhibitor, PDGFR inhibitor, VEGFR inhibitor",PDGFR inhibitor
3110,Afuresertib; GSK-2110183,afuresertib gsk 2110183,0.6941564,0.8174106,41,AKT inhibitor,AKT inhibitor
251,Dexamethasone Acetate; dexamethasone,dexamethasone acetate dexamethasone,0.8323172,0.9052108,334,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
2035,4-(4-(N-benzoylamino)anilino)-6-methoxy-7-(3-(1-morpholino)propoxy)quinazoline; ZM-447439,4 4 n benzoylamino anilino 6 methoxy 7 3 1 morpholino propoxy quinazoline zm 447439,0.8612989,0.8096695,66,Aurora kinase inhibitor,Aurora kinase inhibitor
238,AMG-517; Amg-517,amg 517 amg 517,0.68947893,0.8105296,28,TRPV antagonist,TRPV antagonist
5293,Suloctidil (USAN/INN); suloctidil,suloctidil usan inn suloctidil,0.6836525,0.79563105,24,adrenergic receptor antagonist,Adrenergic receptor antagonist
1197,"Ethyl 4-(methoxymethyl)-6-(phenylmethoxy)-9H-pyrido(3,4-b)indole-3-carboxylate; ZK-93423; ethyl 4-(methoxymethyl)-6-phenylmethoxy-9H-pyrido[3,4-b]indole-3-carboxylate",ethyl 4 methoxymethyl 6 phenylmethoxy 9h pyrido 3 4 b indole 3 carboxylate zk 93423 ethyl 4 methoxymethyl 6 phenylmethoxy 9h pyrido 3 4 b indole 3 carboxylate,0.68252754,0.81822234,22,Anxiolytics; Benzodiazepine receptor agonist; benzodiazepine receptor agonist,Anxiolytics
1197,"Ethyl 4-(methoxymethyl)-6-(phenylmethoxy)-9H-pyrido(3,4-b)indole-3-carboxylate; ZK-93423; ethyl 4-(methoxymethyl)-6-phenylmethoxy-9H-pyrido[3,4-b]indole-3-carboxylate",ethyl 4 methoxymethyl 6 phenylmethoxy 9h pyrido 3 4 b indole 3 carboxylate zk 93423 ethyl 4 methoxymethyl 6 phenylmethoxy 9h pyrido 3 4 b indole 3 carboxylate,0.68252754,0.81822234,22,Anxiolytics; Benzodiazepine receptor agonist; benzodiazepine receptor agonist,Benzodiazepine receptor agonist
1308,AVN-944; Avn 944,avn 944 avn 944,0.68182975,0.8209151,28,IMPDH inhibitor; inosine monophosphate dehydrogenase inhibitor,IMPDH inhibitor
1308,AVN-944; Avn 944,avn 944 avn 944,0.68182975,0.8209151,28,IMPDH inhibitor; inosine monophosphate dehydrogenase inhibitor,Inosine monophosphate dehydrogenase inhibitor
1425,2-(dimethylamino)-N-(6-oxo-5H-phenanthridin-2-yl)acetamide; PJ-34,2 dimethylamino n 6 oxo 5h phenanthridin 2 yl acetamide pj 34,0.85578483,0.81759834,59,NAD+ ADP-Ribosyltransferase (poly(ADP-ribose)polymerase PARP) Inhibitors;poly(ADP-ribose) Glycohydrolase (PARG) Inhibitors; PARP inhibitor,NAD+ ADP-Ribosyltransferase (poly(ADP-ribose)polymerase PARP) Inhibitors
1425,2-(dimethylamino)-N-(6-oxo-5H-phenanthridin-2-yl)acetamide; PJ-34,2 dimethylamino n 6 oxo 5h phenanthridin 2 yl acetamide pj 34,0.85578483,0.81759834,59,NAD+ ADP-Ribosyltransferase (poly(ADP-ribose)polymerase PARP) Inhibitors;poly(ADP-ribose) Glycohydrolase (PARG) Inhibitors; PARP inhibitor,Poly(ADP-ribose) Glycohydrolase (PARG) Inhibitors
1425,2-(dimethylamino)-N-(6-oxo-5H-phenanthridin-2-yl)acetamide; PJ-34,2 dimethylamino n 6 oxo 5h phenanthridin 2 yl acetamide pj 34,0.85578483,0.81759834,59,NAD+ ADP-Ribosyltransferase (poly(ADP-ribose)polymerase PARP) Inhibitors;poly(ADP-ribose) Glycohydrolase (PARG) Inhibitors; PARP inhibitor,PARP inhibitor
3368,2-Phenylethynesulfonamide; pifithrin-mu,2 phenylethynesulfonamide pifithrin mu,0.6787166,0.7906376,32,HSP inhibitor,HSP inhibitor
3708,AT-9283; At-9283,at 9283 at 9283,0.81711954,0.8084033,60,"Aurora kinase inhibitor | JAK inhibitor; JAK inhibitor, Protein kinase inhibitor, Mitotic inhibitor, Aurora kinase inhibitor, FLT3 inhibitor, Abl kinase inhibitor",Aurora kinase inhibitor
3708,AT-9283; At-9283,at 9283 at 9283,0.81711954,0.8084033,60,"Aurora kinase inhibitor | JAK inhibitor; JAK inhibitor, Protein kinase inhibitor, Mitotic inhibitor, Aurora kinase inhibitor, FLT3 inhibitor, Abl kinase inhibitor",JAK inhibitor
3708,AT-9283; At-9283,at 9283 at 9283,0.81711954,0.8084033,60,"Aurora kinase inhibitor | JAK inhibitor; JAK inhibitor, Protein kinase inhibitor, Mitotic inhibitor, Aurora kinase inhibitor, FLT3 inhibitor, Abl kinase inhibitor",Protein kinase inhibitor
3708,AT-9283; At-9283,at 9283 at 9283,0.81711954,0.8084033,60,"Aurora kinase inhibitor | JAK inhibitor; JAK inhibitor, Protein kinase inhibitor, Mitotic inhibitor, Aurora kinase inhibitor, FLT3 inhibitor, Abl kinase inhibitor",Mitotic inhibitor
3708,AT-9283; At-9283,at 9283 at 9283,0.81711954,0.8084033,60,"Aurora kinase inhibitor | JAK inhibitor; JAK inhibitor, Protein kinase inhibitor, Mitotic inhibitor, Aurora kinase inhibitor, FLT3 inhibitor, Abl kinase inhibitor",FLT3 inhibitor
3708,AT-9283; At-9283,at 9283 at 9283,0.81711954,0.8084033,60,"Aurora kinase inhibitor | JAK inhibitor; JAK inhibitor, Protein kinase inhibitor, Mitotic inhibitor, Aurora kinase inhibitor, FLT3 inhibitor, Abl kinase inhibitor",Abl kinase inhibitor
798,Bucladesine; bucladesine,bucladesine bucladesine,0.6738985,0.8285271,22,"CAMP stimulant, Adenosine receptor agonist; adenosine receptor agonist | adenosine receptor agonist, camp stimulant | cAMP stimulant",CAMP stimulant
798,Bucladesine; bucladesine,bucladesine bucladesine,0.6738985,0.8285271,22,"CAMP stimulant, Adenosine receptor agonist; adenosine receptor agonist | adenosine receptor agonist, camp stimulant | cAMP stimulant",Adenosine receptor agonist
4802,curcumin,curcumin,0.82830185,0.8326802,68,"Cyclooxygenase inhibitor, NFKB pathway inhibitor, Lipoxygenase inhibitor, Histone acetyltransferase inhibitor",Cyclooxygenase inhibitor
4802,curcumin,curcumin,0.82830185,0.8326802,68,"Cyclooxygenase inhibitor, NFKB pathway inhibitor, Lipoxygenase inhibitor, Histone acetyltransferase inhibitor",NFKB pathway inhibitor
4802,curcumin,curcumin,0.82830185,0.8326802,68,"Cyclooxygenase inhibitor, NFKB pathway inhibitor, Lipoxygenase inhibitor, Histone acetyltransferase inhibitor",Lipoxygenase inhibitor
4802,curcumin,curcumin,0.82830185,0.8326802,68,"Cyclooxygenase inhibitor, NFKB pathway inhibitor, Lipoxygenase inhibitor, Histone acetyltransferase inhibitor",Histone acetyltransferase inhibitor
1528,Chaetocin from Chaetomium minutum; chaetocin,chaetocin from chaetomium minutum chaetocin,0.80920017,0.8541292,35,Histone lysine methyltransferase inhibitor,Histone lysine methyltransferase inhibitor
2416,(3R)-4-(2-(1H-indol-4-yl)-6-(1-methylsulfonylcyclopropyl)pyrimidin-4-yl)-3-methylmorpholine; AZ-20,3r 4 2 1h indol 4 yl 6 1 methylsulfonylcyclopropyl pyrimidin 4 yl 3 methylmorpholine az 20,0.6743301,0.842523,40,ATR kinase inhibitor,ATR kinase inhibitor
1419,"5-([1,1'-Biphenyl]-4-ylmethyl)-N,N-dimethyl-1H-tetrazole-1-carboxamide; LY-2183240",5 1 1 biphenyl 4 ylmethyl n n dimethyl 1h tetrazole 1 carboxamide ly 2183240,0.67090225,0.81988335,50,"FAAH inhibitor | FAAH reuptake inhibitor; FAAH inhibitor, FAAH reuptake inhibitor",FAAH inhibitor
1419,"5-([1,1'-Biphenyl]-4-ylmethyl)-N,N-dimethyl-1H-tetrazole-1-carboxamide; LY-2183240",5 1 1 biphenyl 4 ylmethyl n n dimethyl 1h tetrazole 1 carboxamide ly 2183240,0.67090225,0.81988335,50,"FAAH inhibitor | FAAH reuptake inhibitor; FAAH inhibitor, FAAH reuptake inhibitor",FAAH reuptake inhibitor
3928,"2,3-Bis(2-hydroxyethylsulfanyl)-(1,4)naphthoquinone; NSC-95397",2 3 bis 2 hydroxyethylsulfanyl 1 4 naphthoquinone nsc 95397,0.66776216,0.8034406,20,CDC inhibitor,CDC inhibitor
1472,AG-14361,ag 14361,0.80769736,0.8283703,74,PARP inhibitor,PARP inhibitor
58,Pacritinib; pacritinib,pacritinib pacritinib,0.6653249,0.83241594,24,"FLT3 inhibitor | JAK inhibitor; JAK inhibitor, FLT3 inhibitor",FLT3 inhibitor
58,Pacritinib; pacritinib,pacritinib pacritinib,0.6653249,0.83241594,24,"FLT3 inhibitor | JAK inhibitor; JAK inhibitor, FLT3 inhibitor",JAK inhibitor
3667,BX-795; N-(3-((5-Iodo-4-((3-((2-thienylcarbonyl)amino)propyl)amino)-2-pyrimidinyl)amino)phenyl)-1-pyrrolidinecarboxamide,bx 795 n 3 5 iodo 4 3 2 thienylcarbonyl amino propyl amino 2 pyrimidinyl amino phenyl 1 pyrrolidinecarboxamide,0.66522664,0.8038063,57,IKK inhibitor,IKK inhibitor
2308,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol; Carvedilol; carvedilol,1 9h carbazol 4 yloxy 3 2 2 methoxyphenoxy ethylamino propan 2 ol carvedilol carvedilol,0.69254273,0.77433246,21,Adrenergic receptor antagonist; beta1-Adrenoceptor Antagonists,Adrenergic receptor antagonist
2308,1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol; Carvedilol; carvedilol,1 9h carbazol 4 yloxy 3 2 2 methoxyphenoxy ethylamino propan 2 ol carvedilol carvedilol,0.69254273,0.77433246,21,Adrenergic receptor antagonist; beta1-Adrenoceptor Antagonists,Beta1-Adrenoceptor Antagonists
2582,Bazedoxifene; bazedoxifene,bazedoxifene bazedoxifene,0.6641734,0.8119052,21,Selective estrogen receptor modulator; selective estrogen receptor modulator (SERM),Selective estrogen receptor modulator
2582,Bazedoxifene; bazedoxifene,bazedoxifene bazedoxifene,0.6641734,0.8119052,21,Selective estrogen receptor modulator; selective estrogen receptor modulator (SERM),Selective estrogen receptor modulator (SERM)
599,Trimipramine; trimipramine,trimipramine trimipramine,0.65748376,0.8057354,20,"Tricyclic antidepressant, Norepinephrine reputake inhibitor; norepinephrine reputake inhibitor | tricyclic antidepressant",Tricyclic antidepressant
599,Trimipramine; trimipramine,trimipramine trimipramine,0.65748376,0.8057354,20,"Tricyclic antidepressant, Norepinephrine reputake inhibitor; norepinephrine reputake inhibitor | tricyclic antidepressant",Norepinephrine reputake inhibitor
2439,"(2S)-1-[4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]pyrrolo[2,1-f][1,2,4]triazin-2-yl]-N-(6-fluoropyridin-3-yl)-2-methylpyrrolidine-2-carboxamide; Bms-754807",2s 1 4 5 cyclopropyl 1h pyrazol 3 yl amino pyrrolo 2 1 f 1 2 4 triazin 2 yl n 6 fluoropyridin 3 yl 2 methylpyrrolidine 2 carboxamide bms 754807,0.82878315,0.82811147,57,IGF-1 inhibitor; IGF-1R Inhibitors,IGF-1 inhibitor
2439,"(2S)-1-[4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]pyrrolo[2,1-f][1,2,4]triazin-2-yl]-N-(6-fluoropyridin-3-yl)-2-methylpyrrolidine-2-carboxamide; Bms-754807",2s 1 4 5 cyclopropyl 1h pyrazol 3 yl amino pyrrolo 2 1 f 1 2 4 triazin 2 yl n 6 fluoropyridin 3 yl 2 methylpyrrolidine 2 carboxamide bms 754807,0.82878315,0.82811147,57,IGF-1 inhibitor; IGF-1R Inhibitors,IGF-1R Inhibitors
2725,Brivanib; brivanib,brivanib brivanib,0.65926594,0.8228682,28,"FGFR inhibitor | VEGFR inhibitor; FGFR inhibitor, VEGFR inhibitor",FGFR inhibitor
2725,Brivanib; brivanib,brivanib brivanib,0.65926594,0.8228682,28,"FGFR inhibitor | VEGFR inhibitor; FGFR inhibitor, VEGFR inhibitor",VEGFR inhibitor
2702,ENMD-2076; Enmd-2076,enmd 2076 enmd 2076,0.82841134,0.8164182,55,"Aurora kinase inhibitor | FLT3 inhibitor | VEGFR inhibitor; Aurora kinase inhibitor, VEGFR inhibitor, FLT3 inhibitor",Aurora kinase inhibitor
2702,ENMD-2076; Enmd-2076,enmd 2076 enmd 2076,0.82841134,0.8164182,55,"Aurora kinase inhibitor | FLT3 inhibitor | VEGFR inhibitor; Aurora kinase inhibitor, VEGFR inhibitor, FLT3 inhibitor",FLT3 inhibitor
2702,ENMD-2076; Enmd-2076,enmd 2076 enmd 2076,0.82841134,0.8164182,55,"Aurora kinase inhibitor | FLT3 inhibitor | VEGFR inhibitor; Aurora kinase inhibitor, VEGFR inhibitor, FLT3 inhibitor",VEGFR inhibitor
2700,Gandotinib; LY-2784544,gandotinib ly 2784544,0.85741925,0.8112291,41,JAK inhibitor,JAK inhibitor
639,4-Hydroxytamoxifen; tamoxifen,4 hydroxytamoxifen tamoxifen,0.8842557,0.81071293,115,"Selective estrogen receptor modulator, Estrogen receptor antagonist; estrogen receptor antagonist",Selective estrogen receptor modulator
639,4-Hydroxytamoxifen; tamoxifen,4 hydroxytamoxifen tamoxifen,0.8842557,0.81071293,115,"Selective estrogen receptor modulator, Estrogen receptor antagonist; estrogen receptor antagonist",Estrogen receptor antagonist
5480,Oncrasin 1; oncrasin-1,oncrasin 1 oncrasin 1,0.65698934,0.7900087,31,apoptosis stimulant,Apoptosis stimulant
3901,KW-2449; [4-[2-(1H-indazol-3-yl)ethenyl]phenyl]-(1-piperazinyl)methanone,kw 2449 4 2 1h indazol 3 yl ethenyl phenyl 1 piperazinyl methanone,0.8136101,0.8225398,52,"Abl kinase inhibitor | Aurora kinase inhibitor | FLT3 inhibitor; Aurora kinase inhibitor, Abl kinase inhibitor, FLT3 inhibitor",Abl kinase inhibitor
3901,KW-2449; [4-[2-(1H-indazol-3-yl)ethenyl]phenyl]-(1-piperazinyl)methanone,kw 2449 4 2 1h indazol 3 yl ethenyl phenyl 1 piperazinyl methanone,0.8136101,0.8225398,52,"Abl kinase inhibitor | Aurora kinase inhibitor | FLT3 inhibitor; Aurora kinase inhibitor, Abl kinase inhibitor, FLT3 inhibitor",Aurora kinase inhibitor
3901,KW-2449; [4-[2-(1H-indazol-3-yl)ethenyl]phenyl]-(1-piperazinyl)methanone,kw 2449 4 2 1h indazol 3 yl ethenyl phenyl 1 piperazinyl methanone,0.8136101,0.8225398,52,"Abl kinase inhibitor | Aurora kinase inhibitor | FLT3 inhibitor; Aurora kinase inhibitor, Abl kinase inhibitor, FLT3 inhibitor",FLT3 inhibitor
419,Ciclesonide; ciclesonide,ciclesonide ciclesonide,0.64994425,0.849716,30,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
2533,"(1S,9R,11S,14S,15S)-15-methyl-9-[9-(4,4,5,5,5-pentafluoropentanesulfinyl)nonyl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-triene-5,14-diol; fulvestrant",1s 9r 11s 14s 15s 15 methyl 9 9 4 4 5 5 5 pentafluoropentanesulfinyl nonyl tetracyclo 8 7 0 0 2 7 0 11 15 heptadeca 2 7 3 5 triene 5 14 diol fulvestrant,0.9220224,0.8425499,282,"Estrogen receptor antagonist, -",Estrogen receptor antagonist
2533,"(1S,9R,11S,14S,15S)-15-methyl-9-[9-(4,4,5,5,5-pentafluoropentanesulfinyl)nonyl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-triene-5,14-diol; fulvestrant",1s 9r 11s 14s 15s 15 methyl 9 9 4 4 5 5 5 pentafluoropentanesulfinyl nonyl tetracyclo 8 7 0 0 2 7 0 11 15 heptadeca 2 7 3 5 triene 5 14 diol fulvestrant,0.9220224,0.8425499,282,"Estrogen receptor antagonist, -",-
2719,AZD-6482; Azd-6482,azd 6482 azd 6482,0.6496479,0.84534824,27,PI3K inhibitor,PI3K inhibitor
4216,Amuvatinib; amuvatinib,amuvatinib amuvatinib,0.6481494,0.8244117,48,"FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RAD51 inhibitor | RET tyrosine kinase inhibitor; PDGFR inhibitor, RET tyrosine kinase inhibitor, RAD51 inhibitor, FLT3 inhibitor, KIT inhibitor",FLT3 inhibitor
4216,Amuvatinib; amuvatinib,amuvatinib amuvatinib,0.6481494,0.8244117,48,"FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RAD51 inhibitor | RET tyrosine kinase inhibitor; PDGFR inhibitor, RET tyrosine kinase inhibitor, RAD51 inhibitor, FLT3 inhibitor, KIT inhibitor",KIT inhibitor
4216,Amuvatinib; amuvatinib,amuvatinib amuvatinib,0.6481494,0.8244117,48,"FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RAD51 inhibitor | RET tyrosine kinase inhibitor; PDGFR inhibitor, RET tyrosine kinase inhibitor, RAD51 inhibitor, FLT3 inhibitor, KIT inhibitor",PDGFR tyrosine kinase receptor inhibitor
4216,Amuvatinib; amuvatinib,amuvatinib amuvatinib,0.6481494,0.8244117,48,"FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RAD51 inhibitor | RET tyrosine kinase inhibitor; PDGFR inhibitor, RET tyrosine kinase inhibitor, RAD51 inhibitor, FLT3 inhibitor, KIT inhibitor",RAD51 inhibitor
4216,Amuvatinib; amuvatinib,amuvatinib amuvatinib,0.6481494,0.8244117,48,"FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RAD51 inhibitor | RET tyrosine kinase inhibitor; PDGFR inhibitor, RET tyrosine kinase inhibitor, RAD51 inhibitor, FLT3 inhibitor, KIT inhibitor",RET tyrosine kinase inhibitor
4216,Amuvatinib; amuvatinib,amuvatinib amuvatinib,0.6481494,0.8244117,48,"FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RAD51 inhibitor | RET tyrosine kinase inhibitor; PDGFR inhibitor, RET tyrosine kinase inhibitor, RAD51 inhibitor, FLT3 inhibitor, KIT inhibitor",PDGFR inhibitor
5442,"(2R)-4-amino-N-[(1R,2S,3S,4R,5S)-5-amino-2-[(2S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2R,3R,4S,5S,6R)-6-(aminomethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-3-hydroxycyclohexyl]-2-hydroxybutanamide; amikacin",2r 4 amino n 1r 2s 3s 4r 5s 5 amino 2 2s 4s 5s 6r 4 amino 3 5 dihydroxy 6 hydroxymethyl oxan 2 yl oxy 4 2r 3r 4s 5s 6r 6 aminomethyl 3 4 5 trihydroxyoxan 2 yl oxy 3 hydroxycyclohexyl 2 hydroxybutanamide amikacin,0.6416419,0.8461974,21,bacterial 30S ribosomal subunit inhibitor,Bacterial 30S ribosomal subunit inhibitor
84,"(3E)-3-[2-[(1S,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethylidene]-4-hydroxyoxolan-2-one; BRD-A63236097",3e 3 2 1s 4as 5r 6r 8as 6 hydroxy 5 hydroxymethyl 5 8a dimethyl 2 methylidene 3 4 4a 6 7 8 hexahydro 1h naphthalen 1 yl ethylidene 4 hydroxyoxolan 2 one brd a63236097,0.642667,0.8356185,42,tumor necrosis factor production inhibitor,Tumor necrosis factor production inhibitor
3476,TWS-119; Tws119,tws 119 tws119,0.6418797,0.8014827,47,GSK-3 inhibitor; glycogen synthase kinase inhibitor,GSK-3 inhibitor
3476,TWS-119; Tws119,tws 119 tws119,0.6418797,0.8014827,47,GSK-3 inhibitor; glycogen synthase kinase inhibitor,Glycogen synthase kinase inhibitor
110,Rociletinib; rociletinib,rociletinib rociletinib,0.6358751,0.81821597,24,EGFR inhibitor,EGFR inhibitor
2632,Ellipticine; ellipticine,ellipticine ellipticine,0.63472193,0.799349,27,Topoisomerase inhibitor,Topoisomerase inhibitor
1335,CCT-018159; Cct-018159,cct 018159 cct 018159,0.63457423,0.82917535,22,HSP inhibitor,HSP inhibitor
1837,Mibefradil; mibefradil,mibefradil mibefradil,0.62110174,0.8396446,32,T-type calcium channel blocker,T-type calcium channel blocker
923,BMS-265246; Sdccgsbi-0654469.P001,bms 265246 sdccgsbi 0654469 p001,0.8345966,0.8191082,46,CDK inhibitor,CDK inhibitor
950,Amiodarone; amiodarone,amiodarone amiodarone,0.7576875,0.8288542,33,Potassium channel blocker; potassium channel blocker,Potassium channel blocker
5242,"3-(Acetoxyimino)-5-chloro-1-(2,5-dichlorobenzyl)indolin-2-one; LDN-57444",3 acetoxyimino 5 chloro 1 2 5 dichlorobenzyl indolin 2 one ldn 57444,0.61934084,0.82055473,31,ubiquitin C-terminal hydrolase inhibitor,Ubiquitin C-terminal hydrolase inhibitor
5271,Rimantadine; rimantadine,rimantadine rimantadine,0.61533123,0.7932038,30,antiviral | RNA synthesis inhibitor,Antiviral
5271,Rimantadine; rimantadine,rimantadine rimantadine,0.61533123,0.7932038,30,antiviral | RNA synthesis inhibitor,RNA synthesis inhibitor
2092,Adapalene; adapalene,adapalene adapalene,0.6146019,0.8234642,22,Retinoid receptor agonist; retinoid receptor agonist,Retinoid receptor agonist
2076,WHI-P154; Whi-P154,whi p154 whi p154,0.85956204,0.8037677,35,JAK inhibitor,JAK inhibitor
101,AZD-9291; Osimertinib,azd 9291 osimertinib,0.9134467,0.83079255,65,EGFR inhibitor,EGFR inhibitor
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",14 15 diazatetracyclo 7 6 1 02 7 013 16 hexadeca 1 15 2 4 6 9 16 10 12 heptaen 8 one anthra 1 9 cd pyrazol 6 2h one pyrazolanthrone,0.6020027,0.79520935,20,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,Dardarin) Inhibitors
4023,"14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one; anthra(1,9-cd)pyrazol-6(2H)-one; pyrazolanthrone",14 15 diazatetracyclo 7 6 1 02 7 013 16 hexadeca 1 15 2 4 6 9 16 10 12 heptaen 8 one anthra 1 9 cd pyrazol 6 2h one pyrazolanthrone,0.6020027,0.79520935,20,Dardarin) Inhibitors;AP-1 Inhibitors;SAPK1a (JNK2) Inhibitors;Leucine-Rich Repeat Kinase 2 (LRRK2;Inhibitors of Signal Transduction Pathways;SAPK1b (JNK3) Inhibitors;SAPK1c (JNK1) Inhibitors; JNK inhibitor,AP-1 Inhibitors
