compound_embedding_row_index,compound_name,normalized_compound_name,actual_predictability,predicted_predictability,n_profiles,moa,clean_moa
2431,"3-[(1R,3R,5S,8R,9S,10R,11R,13R,14S,17R)-1,5,11,14-tetrahydroxy-10-(hydroxymethyl)-13-methyl-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one; ouabain",3 1r 3r 5s 8r 9s 10r 11r 13r 14s 17r 1 5 11 14 tetrahydroxy 10 hydroxymethyl 13 methyl 3 2r 3r 4r 5r 6s 3 4 5 trihydroxy 6 methyloxan 2 yl oxy 2 3 4 6 7 8 9 11 12 15 16 17 dodecahydro 1h cyclopenta a phenanthren 17 yl 2h furan 5 one ouabain,0.98882693,0.87249756,79,ATPase inhibitor,ATPase inhibitor
2278,"(7R,9S)-9-acetyl-7-[[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyl-2-oxanyl]oxy]-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione; daunorubicin",7r 9s 9 acetyl 7 2r 4s 5s 6s 4 amino 5 hydroxy 6 methyl 2 oxanyl oxy 6 9 11 trihydroxy 4 methoxy 8 10 dihydro 7h tetracene 5 12 dione daunorubicin,0.99367535,0.95455563,325,"RNA synthesis inhibitor | topoisomerase inhibitor; RNA synthesis inhibitor, Topoisomerase inhibitor",RNA synthesis inhibitor
2278,"(7R,9S)-9-acetyl-7-[[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyl-2-oxanyl]oxy]-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione; daunorubicin",7r 9s 9 acetyl 7 2r 4s 5s 6s 4 amino 5 hydroxy 6 methyl 2 oxanyl oxy 6 9 11 trihydroxy 4 methoxy 8 10 dihydro 7h tetracene 5 12 dione daunorubicin,0.99367535,0.95455563,325,"RNA synthesis inhibitor | topoisomerase inhibitor; RNA synthesis inhibitor, Topoisomerase inhibitor",Topoisomerase inhibitor
1827,Geldanamycin; geldanamycin,geldanamycin geldanamycin,0.9876737,0.92657024,938,HSP inhibitor,HSP inhibitor
3968,"(5Z)-5-[(4-pyridin-4-ylquinolin-6-yl)methylidene]-1,3-thiazolidine-2,4-dione; Gsk-1059615",5z 5 4 pyridin 4 ylquinolin 6 yl methylidene 1 3 thiazolidine 2 4 dione gsk 1059615,0.91537964,0.8143678,491,PI3K inhibitor; Phosphatidylinositol 3-Kinase alpha (PI3Kalpha) Inhibitors,PI3K inhibitor
3968,"(5Z)-5-[(4-pyridin-4-ylquinolin-6-yl)methylidene]-1,3-thiazolidine-2,4-dione; Gsk-1059615",5z 5 4 pyridin 4 ylquinolin 6 yl methylidene 1 3 thiazolidine 2 4 dione gsk 1059615,0.91537964,0.8143678,491,PI3K inhibitor; Phosphatidylinositol 3-Kinase alpha (PI3Kalpha) Inhibitors,Phosphatidylinositol 3-Kinase alpha (PI3Kalpha) Inhibitors
4527,topotecan,topotecan,0.9881312,0.9088901,151,Topoisomerase inhibitor,Topoisomerase inhibitor
132,"Tanespimycin; [(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",tanespimycin 4e 6z 8s 9s 10e 12s 13r 14s 16r 13 hydroxy 8 14 dimethoxy 4 10 12 16 tetramethyl 3 20 22 trioxo 19 prop 2 enylamino 2 azabicyclo 16 3 1 docosa 1 21 4 6 10 18 pentaen 9 yl carbamate,0.9956928,0.92377836,645,CHK1 Expression Inhibitors;Inhibitors of Signal Transduction Pathways;Heat Shock Protein 90 (hsp90) Inhibitors; HSP inhibitor,CHK1 Expression Inhibitors
132,"Tanespimycin; [(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",tanespimycin 4e 6z 8s 9s 10e 12s 13r 14s 16r 13 hydroxy 8 14 dimethoxy 4 10 12 16 tetramethyl 3 20 22 trioxo 19 prop 2 enylamino 2 azabicyclo 16 3 1 docosa 1 21 4 6 10 18 pentaen 9 yl carbamate,0.9956928,0.92377836,645,CHK1 Expression Inhibitors;Inhibitors of Signal Transduction Pathways;Heat Shock Protein 90 (hsp90) Inhibitors; HSP inhibitor,Inhibitors of Signal Transduction Pathways
132,"Tanespimycin; [(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",tanespimycin 4e 6z 8s 9s 10e 12s 13r 14s 16r 13 hydroxy 8 14 dimethoxy 4 10 12 16 tetramethyl 3 20 22 trioxo 19 prop 2 enylamino 2 azabicyclo 16 3 1 docosa 1 21 4 6 10 18 pentaen 9 yl carbamate,0.9956928,0.92377836,645,CHK1 Expression Inhibitors;Inhibitors of Signal Transduction Pathways;Heat Shock Protein 90 (hsp90) Inhibitors; HSP inhibitor,Heat Shock Protein 90 (hsp90) Inhibitors
132,"Tanespimycin; [(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",tanespimycin 4e 6z 8s 9s 10e 12s 13r 14s 16r 13 hydroxy 8 14 dimethoxy 4 10 12 16 tetramethyl 3 20 22 trioxo 19 prop 2 enylamino 2 azabicyclo 16 3 1 docosa 1 21 4 6 10 18 pentaen 9 yl carbamate,0.9956928,0.92377836,645,CHK1 Expression Inhibitors;Inhibitors of Signal Transduction Pathways;Heat Shock Protein 90 (hsp90) Inhibitors; HSP inhibitor,HSP inhibitor
2275,Epirubicin; epirubicin,epirubicin epirubicin,0.98371625,0.96144885,194,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
3589,"(Z)-3-[3-[3,5-bis(trifluoromethyl)phenyl]-1,2,4-triazol-1-yl]-N'-pyrazin-2-ylprop-2-enehydrazide; Selinexor",z 3 3 3 5 bis trifluoromethyl phenyl 1 2 4 triazol 1 yl n pyrazin 2 ylprop 2 enehydrazide selinexor,0.84889704,0.80499995,162,Exportin 1 inhibitor; exportin antagonist,Exportin 1 inhibitor
3589,"(Z)-3-[3-[3,5-bis(trifluoromethyl)phenyl]-1,2,4-triazol-1-yl]-N'-pyrazin-2-ylprop-2-enehydrazide; Selinexor",z 3 3 3 5 bis trifluoromethyl phenyl 1 2 4 triazol 1 yl n pyrazin 2 ylprop 2 enehydrazide selinexor,0.84889704,0.80499995,162,Exportin 1 inhibitor; exportin antagonist,Exportin antagonist
1880,Wortmannin from Penicillium funiculosum; wortmannin,wortmannin from penicillium funiculosum wortmannin,0.9781579,0.88112414,682,PI3K inhibitor,PI3K inhibitor
295,Idarubicin; idarubicin,idarubicin idarubicin,0.9757721,0.9563592,134,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
4117,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one; LY-294002,2 4 morpholinyl 8 phenyl 4h 1 benzopyran 4 one ly 294002,0.97693914,0.81660175,192,"DNA dependent protein kinase inhibitor | mTOR inhibitor | phosphodiesterase inhibitor | PI3K inhibitor | PLK inhibitor; Phosphodiesterase inhibitor, MTOR inhibitor, DNA dependent protein kinase inhibitor, PLK inhibitor",DNA dependent protein kinase inhibitor
4117,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one; LY-294002,2 4 morpholinyl 8 phenyl 4h 1 benzopyran 4 one ly 294002,0.97693914,0.81660175,192,"DNA dependent protein kinase inhibitor | mTOR inhibitor | phosphodiesterase inhibitor | PI3K inhibitor | PLK inhibitor; Phosphodiesterase inhibitor, MTOR inhibitor, DNA dependent protein kinase inhibitor, PLK inhibitor",mTOR inhibitor
4117,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one; LY-294002,2 4 morpholinyl 8 phenyl 4h 1 benzopyran 4 one ly 294002,0.97693914,0.81660175,192,"DNA dependent protein kinase inhibitor | mTOR inhibitor | phosphodiesterase inhibitor | PI3K inhibitor | PLK inhibitor; Phosphodiesterase inhibitor, MTOR inhibitor, DNA dependent protein kinase inhibitor, PLK inhibitor",Phosphodiesterase inhibitor
4117,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one; LY-294002,2 4 morpholinyl 8 phenyl 4h 1 benzopyran 4 one ly 294002,0.97693914,0.81660175,192,"DNA dependent protein kinase inhibitor | mTOR inhibitor | phosphodiesterase inhibitor | PI3K inhibitor | PLK inhibitor; Phosphodiesterase inhibitor, MTOR inhibitor, DNA dependent protein kinase inhibitor, PLK inhibitor",PI3K inhibitor
4117,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one; LY-294002,2 4 morpholinyl 8 phenyl 4h 1 benzopyran 4 one ly 294002,0.97693914,0.81660175,192,"DNA dependent protein kinase inhibitor | mTOR inhibitor | phosphodiesterase inhibitor | PI3K inhibitor | PLK inhibitor; Phosphodiesterase inhibitor, MTOR inhibitor, DNA dependent protein kinase inhibitor, PLK inhibitor",PLK inhibitor
789,Volasertib,volasertib,0.92006755,0.83676374,299,PLK inhibitor; inhibitor/antagonist,PLK inhibitor
1919,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid; Mycophenolic Acid,e 6 4 hydroxy 6 methoxy 7 methyl 3 oxo 1h 2 benzofuran 5 yl 4 methylhex 4 enoic acid mycophenolic acid,0.9747945,0.83228314,140,IMPDH inhibitor;Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors;antiviral;Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor,IMPDH inhibitor
1919,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid; Mycophenolic Acid,e 6 4 hydroxy 6 methoxy 7 methyl 3 oxo 1h 2 benzofuran 5 yl 4 methylhex 4 enoic acid mycophenolic acid,0.9747945,0.83228314,140,IMPDH inhibitor;Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors;antiviral;Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor,Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors
1919,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid; Mycophenolic Acid,e 6 4 hydroxy 6 methoxy 7 methyl 3 oxo 1h 2 benzofuran 5 yl 4 methylhex 4 enoic acid mycophenolic acid,0.9747945,0.83228314,140,IMPDH inhibitor;Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors;antiviral;Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor,Antiviral
1919,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid; Mycophenolic Acid,e 6 4 hydroxy 6 methoxy 7 methyl 3 oxo 1h 2 benzofuran 5 yl 4 methylhex 4 enoic acid mycophenolic acid,0.9747945,0.83228314,140,IMPDH inhibitor;Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors;antiviral;Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor,Immunosuppressant
1919,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid; Mycophenolic Acid,e 6 4 hydroxy 6 methoxy 7 methyl 3 oxo 1h 2 benzofuran 5 yl 4 methylhex 4 enoic acid mycophenolic acid,0.9747945,0.83228314,140,IMPDH inhibitor;Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors;antiviral;Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor,Dehydrogenase inhibitor
1919,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid; Mycophenolic Acid,e 6 4 hydroxy 6 methoxy 7 methyl 3 oxo 1h 2 benzofuran 5 yl 4 methylhex 4 enoic acid mycophenolic acid,0.9747945,0.83228314,140,IMPDH inhibitor;Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors;antiviral;Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor,Inositol monophosphatase inhibitor
5028,PD-0325901,pd 0325901,0.9661639,0.8485049,536,"MEK inhibitor, Protein kinase inhibitor, MAP kinase inhibitor",MEK inhibitor
5028,PD-0325901,pd 0325901,0.9661639,0.8485049,536,"MEK inhibitor, Protein kinase inhibitor, MAP kinase inhibitor",Protein kinase inhibitor
5028,PD-0325901,pd 0325901,0.9661639,0.8485049,536,"MEK inhibitor, Protein kinase inhibitor, MAP kinase inhibitor",MAP kinase inhibitor
3990,Narciclasine; narciclasine,narciclasine narciclasine,0.965633,0.8495949,69,"LIM kinase activator, Coflilin signaling pathway activator, Rho associated kinase activator",LIM kinase activator
3990,Narciclasine; narciclasine,narciclasine narciclasine,0.965633,0.8495949,69,"LIM kinase activator, Coflilin signaling pathway activator, Rho associated kinase activator",Coflilin signaling pathway activator
3990,Narciclasine; narciclasine,narciclasine narciclasine,0.965633,0.8495949,69,"LIM kinase activator, Coflilin signaling pathway activator, Rho associated kinase activator",Rho associated kinase activator
4018,Mitoxantrone; mitoxantrone,mitoxantrone mitoxantrone,0.9699286,0.8621439,1040,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
724,Tofacitinib,tofacitinib,0.9060779,0.81976604,247,JAK inhibitor; inhibitor/antagonist,JAK inhibitor
706,Withaferin A; withaferin-a,withaferin a withaferin a,0.96450067,0.85827017,482,IKK inhibitor,IKK inhibitor
5161,Neratinib (maleate); Neratinib Maleate,neratinib maleate neratinib maleate,0.8672275,0.82223874,386,EGFR inhibitor; inhibitor/antagonist,EGFR inhibitor
4528,camptothecin,camptothecin,0.9619089,0.89575016,292,Topoisomerase inhibitor,Topoisomerase inhibitor
4646,emetine,emetine,0.965197,0.8885366,158,Protein synthesis inhibitor,Protein synthesis inhibitor
3065,Dactolisib; NVP-BEZ235,dactolisib nvp bez235,0.9572974,0.8578371,371,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",mTOR inhibitor
3065,Dactolisib; NVP-BEZ235,dactolisib nvp bez235,0.9572974,0.8578371,371,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",PI3K inhibitor
444,MG-132,mg 132,0.95635915,0.8199617,2842,Proteasome inhibitor; proteasome inhibitor,Proteasome inhibitor
3482,Entinostat; entinostat,entinostat entinostat,0.97721076,0.8149605,410,HDAC inhibitor,HDAC inhibitor
3637,Pitavastatin Calcium; pitavastatin,pitavastatin calcium pitavastatin,0.9560451,0.8493881,65,HMGCR inhibitor,HMGCR inhibitor
3737,Niclosamide; niclosamide,niclosamide niclosamide,0.9565416,0.8235319,107,"DNA replication inhibitor | STAT inhibitor; STAT inhibitor, DNA replication inhibitor",DNA replication inhibitor
3737,Niclosamide; niclosamide,niclosamide niclosamide,0.9565416,0.8235319,107,"DNA replication inhibitor | STAT inhibitor; STAT inhibitor, DNA replication inhibitor",STAT inhibitor
1671,AZD-2014; Vistusertib,azd 2014 vistusertib,0.95493567,0.8456129,50,mTOR inhibitor,mTOR inhibitor
2953,PF-03758309; PF-3758309,pf 03758309 pf 3758309,0.95454603,0.8556226,179,P21 activated kinase inhibitor; p21 activated kinase inhibitor,P21 activated kinase inhibitor
5360,"[(6R,7S,8R)-11-Amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),11-dien-8-yl]methyl carbamate; mitomycin-c",6r 7s 8r 11 amino 7 methoxy 12 methyl 10 13 dioxo 2 5 diazatetracyclo 7 4 0 02 7 04 6 trideca 1 9 11 dien 8 yl methyl carbamate mitomycin c,0.95447344,0.8726095,139,DNA alkylating agent | DNA synthesis inhibitor,DNA alkylating agent
5360,"[(6R,7S,8R)-11-Amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),11-dien-8-yl]methyl carbamate; mitomycin-c",6r 7s 8r 11 amino 7 methoxy 12 methyl 10 13 dioxo 2 5 diazatetracyclo 7 4 0 02 7 04 6 trideca 1 9 11 dien 8 yl methyl carbamate mitomycin c,0.95447344,0.8726095,139,DNA alkylating agent | DNA synthesis inhibitor,DNA synthesis inhibitor
4070,2'-Deoxy-alpha-D-ribofuranosyl-5-fluorouracil; floxuridine,2 deoxy alpha d ribofuranosyl 5 fluorouracil floxuridine,0.9533738,0.8118119,197,DNA synthesis inhibitor,DNA synthesis inhibitor
1112,NVP-AUY922,nvp auy922,0.952999,0.8412918,217,HSP inhibitor,HSP inhibitor
3692,Ro-4987655,ro 4987655,0.9519396,0.845664,67,MEK inhibitor,MEK inhibitor
1956,Lrrk2-IN-1; XMD-1150,lrrk2 in 1 xmd 1150,0.9486556,0.8474164,120,Leucine rich repeat kinase inhibitor; leucine rich repeat kinase inhibitor,Leucine rich repeat kinase inhibitor
3007,BRD-K54606188; JQ1 compound,brd k54606188 jq1 compound,0.9483127,0.8419914,279,bromodomain inhibitor,Bromodomain inhibitor
267,"[(1S,2S,3S,4S,7S,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate; paclitaxel",1s 2s 3s 4s 7s 9s 10s 12r 15s 4 12 diacetyloxy 15 2r 3s 3 benzamido 2 hydroxy 3 phenylpropanoyl oxy 1 9 dihydroxy 10 14 17 17 tetramethyl 11 oxo 6 oxatetracyclo 11 3 1 03 10 04 7 heptadec 13 en 2 yl benzoate paclitaxel,0.9022159,0.8798685,345,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin inhibitor
267,"[(1S,2S,3S,4S,7S,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate; paclitaxel",1s 2s 3s 4s 7s 9s 10s 12r 15s 4 12 diacetyloxy 15 2r 3s 3 benzamido 2 hydroxy 3 phenylpropanoyl oxy 1 9 dihydroxy 10 14 17 17 tetramethyl 11 oxo 6 oxatetracyclo 11 3 1 03 10 04 7 heptadec 13 en 2 yl benzoate paclitaxel,0.9022159,0.8798685,345,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin polymerization inhibitor
136,"(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-1,14-dihydroxy-12-[(E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-17-prop-2-enyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetrone; Tacrolimus",1r 9s 12s 13r 14s 17r 18e 21s 23s 24r 25s 27r 1 14 dihydroxy 12 e 1 1r 3r 4r 4 hydroxy 3 methoxycyclohexyl prop 1 en 2 yl 23 25 dimethoxy 13 19 21 27 tetramethyl 17 prop 2 enyl 11 28 dioxa 4 azatricyclo 22 3 1 04 9 octacos 18 ene 2 3 10 16 tetrone tacrolimus,0.9389223,0.893438,24,FKBP12 gene modulator;Calcineurin inhibitor; calcineurin inhibitor,FKBP12 gene modulator
136,"(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-1,14-dihydroxy-12-[(E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-17-prop-2-enyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetrone; Tacrolimus",1r 9s 12s 13r 14s 17r 18e 21s 23s 24r 25s 27r 1 14 dihydroxy 12 e 1 1r 3r 4r 4 hydroxy 3 methoxycyclohexyl prop 1 en 2 yl 23 25 dimethoxy 13 19 21 27 tetramethyl 17 prop 2 enyl 11 28 dioxa 4 azatricyclo 22 3 1 04 9 octacos 18 ene 2 3 10 16 tetrone tacrolimus,0.9389223,0.893438,24,FKBP12 gene modulator;Calcineurin inhibitor; calcineurin inhibitor,Calcineurin inhibitor
559,Ganetespib; ganetespib,ganetespib ganetespib,0.9470695,0.80960524,75,HSP inhibitor,HSP inhibitor
424,PHA-793887; Pha-793887,pha 793887 pha 793887,0.9468645,0.8484451,300,CDK inhibitor,CDK inhibitor
1760,Hydroflumethiazide; reserpine; mepireserpate,hydroflumethiazide reserpine mepireserpate,0.9406644,0.8599051,35,Catecholamine depleting sympatholytic,Catecholamine depleting sympatholytic
3756,"1-(4-(4-(3-Oxa-8-azabicyclo(3.2.1)octan-8-yl)-6-morpholino-1,3,5-triazin-2-yl)phenyl)-3-(pyridin-4-yl)urea; PKI-179",1 4 4 3 oxa 8 azabicyclo 3 2 1 octan 8 yl 6 morpholino 1 3 5 triazin 2 yl phenyl 3 pyridin 4 yl urea pki 179,0.94641685,0.8299387,57,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",mTOR inhibitor
3756,"1-(4-(4-(3-Oxa-8-azabicyclo(3.2.1)octan-8-yl)-6-morpholino-1,3,5-triazin-2-yl)phenyl)-3-(pyridin-4-yl)urea; PKI-179",1 4 4 3 oxa 8 azabicyclo 3 2 1 octan 8 yl 6 morpholino 1 3 5 triazin 2 yl phenyl 3 pyridin 4 yl urea pki 179,0.94641685,0.8299387,57,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",PI3K inhibitor
2545,Strophanthidin; strophanthidin,strophanthidin strophanthidin,0.9470727,0.88539255,31,ATPase inhibitor,ATPase inhibitor
2171,"(4-Amino-2-(1-methanesulfonylpiperidin-4-ylamino)pyrimidin-5-yl)(2,3-difluoro-6-methoxyphenyl)methanone; R-547",4 amino 2 1 methanesulfonylpiperidin 4 ylamino pyrimidin 5 yl 2 3 difluoro 6 methoxyphenyl methanone r 547,0.94320333,0.825387,173,CDK inhibitor,CDK inhibitor
4657,SN-38,sn 38,0.9413311,0.91555727,123,Topoisomerase inhibitor,Topoisomerase inhibitor
1278,Ascomycin; sirolimus,ascomycin sirolimus,0.9443877,0.8897667,676,MTOR inhibitor; mTOR inhibitor,mTOR inhibitor
3488,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one; Cytarabine; cytarabine",4 amino 1 2r 3s 4s 5r 3 4 dihydroxy 5 hydroxymethyl oxolan 2 yl pyrimidin 2 one cytarabine cytarabine,0.9028313,0.84524715,235,DNA Polymerase Inhibitors;Antimetabolites; Ribonucleotide reductase inhibitor; ribonucleotide reductase inhibitor,DNA Polymerase Inhibitors
3488,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one; Cytarabine; cytarabine",4 amino 1 2r 3s 4s 5r 3 4 dihydroxy 5 hydroxymethyl oxolan 2 yl pyrimidin 2 one cytarabine cytarabine,0.9028313,0.84524715,235,DNA Polymerase Inhibitors;Antimetabolites; Ribonucleotide reductase inhibitor; ribonucleotide reductase inhibitor,Antimetabolites
3488,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one; Cytarabine; cytarabine",4 amino 1 2r 3s 4s 5r 3 4 dihydroxy 5 hydroxymethyl oxolan 2 yl pyrimidin 2 one cytarabine cytarabine,0.9028313,0.84524715,235,DNA Polymerase Inhibitors;Antimetabolites; Ribonucleotide reductase inhibitor; ribonucleotide reductase inhibitor,Ribonucleotide reductase inhibitor
427,Bortezomib,bortezomib,0.94386816,0.83560085,3036,NFkB pathway inhibitor | proteasome inhibitor; inhibitor/antagonist,NFkB pathway inhibitor
427,Bortezomib,bortezomib,0.94386816,0.83560085,3036,NFkB pathway inhibitor | proteasome inhibitor; inhibitor/antagonist,Proteasome inhibitor
4915,lestaurtinib,lestaurtinib,0.9366466,0.8506893,104,"Growth factor receptor inhibitor, JAK inhibitor, FLT3 inhibitor",Growth factor receptor inhibitor
4915,lestaurtinib,lestaurtinib,0.9366466,0.8506893,104,"Growth factor receptor inhibitor, JAK inhibitor, FLT3 inhibitor",JAK inhibitor
4915,lestaurtinib,lestaurtinib,0.9366466,0.8506893,104,"Growth factor receptor inhibitor, JAK inhibitor, FLT3 inhibitor",FLT3 inhibitor
242,Docetaxel,docetaxel,0.87595475,0.9138187,256,inhibitor/antagonist; tubulin polymerization inhibitor,Tubulin polymerization inhibitor
242,Docetaxel,docetaxel,0.87595475,0.9138187,256,Tubulin inhibitor,Tubulin inhibitor
760,Clobetasol Propionate; clobetasol,clobetasol propionate clobetasol,0.93696475,0.8318402,62,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
1643,"1-(4-(1-(1,4-Dioxaspiro(4.5)decan-8-yl)-4-(8-oxa-3-azabicyclo(3.2.1)octan-3-yl)pyrazolo(3,4-d)pyrimidin-6-yl)phenyl)-3-methylurea; WYE-125132",1 4 1 1 4 dioxaspiro 4 5 decan 8 yl 4 8 oxa 3 azabicyclo 3 2 1 octan 3 yl pyrazolo 3 4 d pyrimidin 6 yl phenyl 3 methylurea wye 125132,0.93622917,0.82261866,93,MTOR inhibitor; mTOR inhibitor,mTOR inhibitor
3459,"9-(6-Aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-2",9 6 aminopyridin 3 yl 1 3 trifluoromethyl phenyl benzo h 1 6 naphthyridin 2 1h one torin 2,0.93574995,0.8311734,98,MTOR inhibitor; mTOR inhibitor,mTOR inhibitor
5,Pralatrexate; pralatrexate,pralatrexate pralatrexate,0.9354466,0.82335985,89,Dihydrofolate reductase inhibitor; dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor
998,CYT-997; Lexibulin,cyt 997 lexibulin,0.9344735,0.8239315,85,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin inhibitor
998,CYT-997; Lexibulin,cyt 997 lexibulin,0.9344735,0.8239315,85,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin polymerization inhibitor
736,Thapsigargin; thapsigargin,thapsigargin thapsigargin,0.9335373,0.8728024,84,ATPase inhibitor,ATPase inhibitor
4757,alvespimycin,alvespimycin,0.9787444,0.91724795,111,HSP inhibitor,HSP inhibitor
