compound_embedding_row_index,compound_name,n_profiles,actual_predictability,predicted_predictability,model_prediction_group,observed_predictability_group,moa,moa_annotation
1919,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid; Mycophenolic Acid,140,0.9747945,0.83228314,Higher,Highest observed predictability,IMPDH inhibitor;Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors;antiviral;Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor,Immunosuppressant
1919,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid; Mycophenolic Acid,140,0.9747945,0.83228314,Higher,Highest observed predictability,IMPDH inhibitor;Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors;antiviral;Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor,Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors
1919,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid; Mycophenolic Acid,140,0.9747945,0.83228314,Higher,Highest observed predictability,IMPDH inhibitor;Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors;antiviral;Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor,antiviral
1919,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid; Mycophenolic Acid,140,0.9747945,0.83228314,Higher,Highest observed predictability,IMPDH inhibitor;Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors;antiviral;Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor,dehydrogenase inhibitor
1919,(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid; Mycophenolic Acid,140,0.9747945,0.83228314,Higher,Highest observed predictability,IMPDH inhibitor;Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors;antiviral;Immunosuppressant; dehydrogenase inhibitor | inositol monophosphatase inhibitor,inositol monophosphatase inhibitor
5028,PD-0325901,536,0.9661639,0.8485049,Most predictable,Highest observed predictability,"MEK inhibitor, Protein kinase inhibitor, MAP kinase inhibitor",MAP kinase inhibitor
5028,PD-0325901,536,0.9661639,0.8485049,Most predictable,Highest observed predictability,"MEK inhibitor, Protein kinase inhibitor, MAP kinase inhibitor",MEK inhibitor
5028,PD-0325901,536,0.9661639,0.8485049,Most predictable,Highest observed predictability,"MEK inhibitor, Protein kinase inhibitor, MAP kinase inhibitor",Protein kinase inhibitor
3990,Narciclasine; narciclasine,69,0.965633,0.8495949,Most predictable,Highest observed predictability,"LIM kinase activator, Coflilin signaling pathway activator, Rho associated kinase activator",Coflilin signaling pathway activator
3990,Narciclasine; narciclasine,69,0.965633,0.8495949,Most predictable,Highest observed predictability,"LIM kinase activator, Coflilin signaling pathway activator, Rho associated kinase activator",LIM kinase activator
3990,Narciclasine; narciclasine,69,0.965633,0.8495949,Most predictable,Highest observed predictability,"LIM kinase activator, Coflilin signaling pathway activator, Rho associated kinase activator",Rho associated kinase activator
4018,Mitoxantrone; mitoxantrone,1040,0.9699286,0.8621439,Most predictable,Highest observed predictability,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
724,Tofacitinib,247,0.9060779,0.81976604,Middle,Highest observed predictability,JAK inhibitor; inhibitor/antagonist,JAK inhibitor
706,Withaferin A; withaferin-a,482,0.96450067,0.85827017,Most predictable,Highest observed predictability,IKK inhibitor,IKK inhibitor
4528,camptothecin,292,0.9619089,0.89575016,Most predictable,Highest observed predictability,Topoisomerase inhibitor,Topoisomerase inhibitor
4646,emetine,158,0.965197,0.8885366,Most predictable,Highest observed predictability,Protein synthesis inhibitor,Protein synthesis inhibitor
3065,Dactolisib; NVP-BEZ235,371,0.9572974,0.8578371,Most predictable,Highest observed predictability,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",PI3K inhibitor
3065,Dactolisib; NVP-BEZ235,371,0.9572974,0.8578371,Most predictable,Highest observed predictability,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",mTOR inhibitor
444,MG-132,2842,0.95635915,0.8199617,Middle,Highest observed predictability,Proteasome inhibitor; proteasome inhibitor,Proteasome inhibitor
3482,Entinostat; entinostat,410,0.97721076,0.8149605,Lower,Highest observed predictability,HDAC inhibitor,HDAC inhibitor
3637,Pitavastatin Calcium; pitavastatin,65,0.9560451,0.8493881,Most predictable,Highest observed predictability,HMGCR inhibitor,HMGCR inhibitor
3737,Niclosamide; niclosamide,107,0.9565416,0.8235319,Middle,Highest observed predictability,"DNA replication inhibitor | STAT inhibitor; STAT inhibitor, DNA replication inhibitor",DNA replication inhibitor
3737,Niclosamide; niclosamide,107,0.9565416,0.8235319,Middle,Highest observed predictability,"DNA replication inhibitor | STAT inhibitor; STAT inhibitor, DNA replication inhibitor",STAT inhibitor
1671,AZD-2014; Vistusertib,50,0.95493567,0.8456129,Higher,Highest observed predictability,mTOR inhibitor,mTOR inhibitor
2953,PF-03758309; PF-3758309,179,0.95454603,0.8556226,Most predictable,Highest observed predictability,P21 activated kinase inhibitor; p21 activated kinase inhibitor,P21 activated kinase inhibitor
2953,PF-03758309; PF-3758309,179,0.95454603,0.8556226,Most predictable,Highest observed predictability,P21 activated kinase inhibitor; p21 activated kinase inhibitor,p21 activated kinase inhibitor
5360,"[(6R,7S,8R)-11-Amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),11-dien-8-yl]methyl carbamate; mitomycin-c",139,0.95447344,0.8726095,Most predictable,Highest observed predictability,DNA alkylating agent | DNA synthesis inhibitor,DNA alkylating agent
5360,"[(6R,7S,8R)-11-Amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]trideca-1(9),11-dien-8-yl]methyl carbamate; mitomycin-c",139,0.95447344,0.8726095,Most predictable,Highest observed predictability,DNA alkylating agent | DNA synthesis inhibitor,DNA synthesis inhibitor
4070,2'-Deoxy-alpha-D-ribofuranosyl-5-fluorouracil; floxuridine,197,0.9533738,0.8118119,Lower,Highest observed predictability,DNA synthesis inhibitor,DNA synthesis inhibitor
1112,NVP-AUY922,217,0.952999,0.8412918,Higher,Highest observed predictability,HSP inhibitor,HSP inhibitor
3692,Ro-4987655,67,0.9519396,0.845664,Higher,Highest observed predictability,MEK inhibitor,MEK inhibitor
1956,Lrrk2-IN-1; XMD-1150,120,0.9486556,0.8474164,Most predictable,Highest observed predictability,Leucine rich repeat kinase inhibitor; leucine rich repeat kinase inhibitor,Leucine rich repeat kinase inhibitor
1956,Lrrk2-IN-1; XMD-1150,120,0.9486556,0.8474164,Most predictable,Highest observed predictability,Leucine rich repeat kinase inhibitor; leucine rich repeat kinase inhibitor,leucine rich repeat kinase inhibitor
3007,BRD-K54606188; JQ1 compound,279,0.9483127,0.8419914,Higher,Highest observed predictability,bromodomain inhibitor,bromodomain inhibitor
267,"[(1S,2S,3S,4S,7S,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate; paclitaxel",345,0.9022159,0.8798685,Most predictable,Highest observed predictability,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin inhibitor
267,"[(1S,2S,3S,4S,7S,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate; paclitaxel",345,0.9022159,0.8798685,Most predictable,Highest observed predictability,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin polymerization inhibitor
136,"(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-1,14-dihydroxy-12-[(E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-17-prop-2-enyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetrone; Tacrolimus",24,0.9389223,0.893438,Most predictable,Highest observed predictability,FKBP12 gene modulator;Calcineurin inhibitor; calcineurin inhibitor,Calcineurin inhibitor
136,"(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-1,14-dihydroxy-12-[(E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-17-prop-2-enyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetrone; Tacrolimus",24,0.9389223,0.893438,Most predictable,Highest observed predictability,FKBP12 gene modulator;Calcineurin inhibitor; calcineurin inhibitor,FKBP12 gene modulator
136,"(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-1,14-dihydroxy-12-[(E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-17-prop-2-enyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetrone; Tacrolimus",24,0.9389223,0.893438,Most predictable,Highest observed predictability,FKBP12 gene modulator;Calcineurin inhibitor; calcineurin inhibitor,calcineurin inhibitor
559,Ganetespib; ganetespib,75,0.9470695,0.80960524,Lower,Highest observed predictability,HSP inhibitor,HSP inhibitor
424,PHA-793887; Pha-793887,300,0.9468645,0.8484451,Most predictable,Highest observed predictability,CDK inhibitor,CDK inhibitor
1760,Hydroflumethiazide; reserpine; mepireserpate,35,0.9406644,0.8599051,Most predictable,Highest observed predictability,Catecholamine depleting sympatholytic,Catecholamine depleting sympatholytic
3756,"1-(4-(4-(3-Oxa-8-azabicyclo(3.2.1)octan-8-yl)-6-morpholino-1,3,5-triazin-2-yl)phenyl)-3-(pyridin-4-yl)urea; PKI-179",57,0.94641685,0.8299387,Middle,Highest observed predictability,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",PI3K inhibitor
3756,"1-(4-(4-(3-Oxa-8-azabicyclo(3.2.1)octan-8-yl)-6-morpholino-1,3,5-triazin-2-yl)phenyl)-3-(pyridin-4-yl)urea; PKI-179",57,0.94641685,0.8299387,Middle,Highest observed predictability,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor | PI3K inhibitor",mTOR inhibitor
2545,Strophanthidin; strophanthidin,31,0.9470727,0.88539255,Most predictable,Highest observed predictability,ATPase inhibitor,ATPase inhibitor
2171,"(4-Amino-2-(1-methanesulfonylpiperidin-4-ylamino)pyrimidin-5-yl)(2,3-difluoro-6-methoxyphenyl)methanone; R-547",173,0.94320333,0.825387,Middle,Highest observed predictability,CDK inhibitor,CDK inhibitor
4657,SN-38,123,0.9413311,0.91555727,Most predictable,Highest observed predictability,Topoisomerase inhibitor,Topoisomerase inhibitor
1278,Ascomycin; sirolimus,676,0.9443877,0.8897667,Most predictable,Highest observed predictability,MTOR inhibitor; mTOR inhibitor,mTOR inhibitor
3488,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one; Cytarabine; cytarabine",235,0.9028313,0.84524715,Higher,Highest observed predictability,DNA Polymerase Inhibitors;Antimetabolites; Ribonucleotide reductase inhibitor; ribonucleotide reductase inhibitor,Antimetabolites
3488,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one; Cytarabine; cytarabine",235,0.9028313,0.84524715,Higher,Highest observed predictability,DNA Polymerase Inhibitors;Antimetabolites; Ribonucleotide reductase inhibitor; ribonucleotide reductase inhibitor,DNA Polymerase Inhibitors
3488,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one; Cytarabine; cytarabine",235,0.9028313,0.84524715,Higher,Highest observed predictability,DNA Polymerase Inhibitors;Antimetabolites; Ribonucleotide reductase inhibitor; ribonucleotide reductase inhibitor,Ribonucleotide reductase inhibitor
3488,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one; Cytarabine; cytarabine",235,0.9028313,0.84524715,Higher,Highest observed predictability,DNA Polymerase Inhibitors;Antimetabolites; Ribonucleotide reductase inhibitor; ribonucleotide reductase inhibitor,ribonucleotide reductase inhibitor
427,Bortezomib,3036,0.94386816,0.83560085,Higher,Highest observed predictability,NFkB pathway inhibitor | proteasome inhibitor; inhibitor/antagonist,NFkB pathway inhibitor
427,Bortezomib,3036,0.94386816,0.83560085,Higher,Highest observed predictability,NFkB pathway inhibitor | proteasome inhibitor; inhibitor/antagonist,Proteasome inhibitor
4915,lestaurtinib,104,0.9366466,0.8506893,Most predictable,Highest observed predictability,"Growth factor receptor inhibitor, JAK inhibitor, FLT3 inhibitor",FLT3 inhibitor
4915,lestaurtinib,104,0.9366466,0.8506893,Most predictable,Highest observed predictability,"Growth factor receptor inhibitor, JAK inhibitor, FLT3 inhibitor",Growth factor receptor inhibitor
4915,lestaurtinib,104,0.9366466,0.8506893,Most predictable,Highest observed predictability,"Growth factor receptor inhibitor, JAK inhibitor, FLT3 inhibitor",JAK inhibitor
760,Clobetasol Propionate; clobetasol,62,0.93696475,0.8318402,Higher,Highest observed predictability,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
1643,"1-(4-(1-(1,4-Dioxaspiro(4.5)decan-8-yl)-4-(8-oxa-3-azabicyclo(3.2.1)octan-3-yl)pyrazolo(3,4-d)pyrimidin-6-yl)phenyl)-3-methylurea; WYE-125132",93,0.93622917,0.82261866,Middle,Highest observed predictability,MTOR inhibitor; mTOR inhibitor,mTOR inhibitor
3459,"9-(6-Aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-2",98,0.93574995,0.8311734,Higher,Highest observed predictability,MTOR inhibitor; mTOR inhibitor,mTOR inhibitor
5,Pralatrexate; pralatrexate,89,0.9354466,0.82335985,Middle,Highest observed predictability,Dihydrofolate reductase inhibitor; dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor
5,Pralatrexate; pralatrexate,89,0.9354466,0.82335985,Middle,Highest observed predictability,Dihydrofolate reductase inhibitor; dihydrofolate reductase inhibitor,dihydrofolate reductase inhibitor
998,CYT-997; Lexibulin,85,0.9344735,0.8239315,Middle,Highest observed predictability,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin inhibitor
998,CYT-997; Lexibulin,85,0.9344735,0.8239315,Middle,Highest observed predictability,Tubulin inhibitor; tubulin polymerization inhibitor,Tubulin polymerization inhibitor
736,Thapsigargin; thapsigargin,84,0.9335373,0.8728024,Most predictable,Highest observed predictability,ATPase inhibitor,ATPase inhibitor
4757,alvespimycin,111,0.9787444,0.91724795,Most predictable,Highest observed predictability,HSP inhibitor,HSP inhibitor
747,"1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-1",165,0.93151283,0.843577,Higher,Highest observed predictability,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor",PI3K inhibitor
747,"1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo(h)(1,6)naphthyridin-2(1H)-one; torin-1",165,0.93151283,0.843577,Higher,Highest observed predictability,"MTOR inhibitor, PI3K inhibitor; mTOR inhibitor",mTOR inhibitor
1443,BRD-K89997465; Chlorpromazine,55,0.9319946,0.8290256,Middle,Highest observed predictability,dopamine receptor antagonist,Dopamine receptor antagonist
631,(S)-Crizotinib; Crizotinib; crizotinib,460,0.9537751,0.8121026,Lower,Highest observed predictability,ALK tyrosine kinase receptor inhibitor; MTH1 inhibitor; inhibitor/antagonist,ALK tyrosine kinase receptor inhibitor
631,(S)-Crizotinib; Crizotinib; crizotinib,460,0.9537751,0.8121026,Lower,Highest observed predictability,ALK tyrosine kinase receptor inhibitor; MTH1 inhibitor; inhibitor/antagonist,MTH1 inhibitor
743,"(3S,6S,9S,12R)-3-[(2S)-butan-2-yl]-6-[(1-methoxyindol-3-yl)methyl]-9-(6-oxooctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone; Apicidin",92,0.935299,0.84639347,Most predictable,Highest observed predictability,HDAC inhibitor,HDAC inhibitor
5086,genistein,47,0.941713,0.821169,Middle,Highest observed predictability,Tyrosine kinase inhibitor,Tyrosine kinase inhibitor
527,Triptolide (PG490); triptolide,127,0.9325779,0.87285644,Most predictable,Highest observed predictability,RNA polymerase inhibitor,RNA polymerase inhibitor
250,Pharmakon1600-01500231; dexamethasone-acetate,21,0.923443,0.8221884,Middle,Highest observed predictability,"Glucocorticoid receptor agonist, Cytochrome P450 inhibitor, Corticosteroid agonist; glucocorticoid receptor agonist",Corticosteroid agonist
250,Pharmakon1600-01500231; dexamethasone-acetate,21,0.923443,0.8221884,Middle,Highest observed predictability,"Glucocorticoid receptor agonist, Cytochrome P450 inhibitor, Corticosteroid agonist; glucocorticoid receptor agonist",Cytochrome P450 inhibitor
250,Pharmakon1600-01500231; dexamethasone-acetate,21,0.923443,0.8221884,Middle,Highest observed predictability,"Glucocorticoid receptor agonist, Cytochrome P450 inhibitor, Corticosteroid agonist; glucocorticoid receptor agonist",Glucocorticoid receptor agonist
457,Delanzomib; delanzomib,92,0.92331344,0.83802205,Higher,Highest observed predictability,proteasome inhibitor,Proteasome inhibitor
2916,LY-2603618; Rabusertib,30,0.9223703,0.81305873,Lower,Highest observed predictability,CHK inhibitor,CHK inhibitor
1471,Abexinostat; PCI-24781,117,0.9791202,0.8278991,Middle,Highest observed predictability,HDAC inhibitor,HDAC inhibitor
5349,"bruceantin; methyl (1R,2S,3R,6R,8S,13S,14R,15R,16S,17S)-3-[(E)-3,4-dimethylpent-2-enoyl]oxy-15,16-dihydroxy-9,13-dimethyl-4,10,11-trioxo-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadecane-17-carboxylate",82,0.9364466,0.8796705,Most predictable,Highest observed predictability,protein synthesis inhibitor,Protein synthesis inhibitor
3502,Cladribine; cladribine,53,0.9205965,0.80574924,Lower,Highest observed predictability,"Adenosine deaminase inhibitor, Ribonucleoside reductase inhibitor; adenosine deaminase inhibitor | ribonucleotide reductase inhibitor",Adenosine deaminase inhibitor
3502,Cladribine; cladribine,53,0.9205965,0.80574924,Lower,Highest observed predictability,"Adenosine deaminase inhibitor, Ribonucleoside reductase inhibitor; adenosine deaminase inhibitor | ribonucleotide reductase inhibitor",Ribonucleoside reductase inhibitor
3502,Cladribine; cladribine,53,0.9205965,0.80574924,Lower,Highest observed predictability,"Adenosine deaminase inhibitor, Ribonucleoside reductase inhibitor; adenosine deaminase inhibitor | ribonucleotide reductase inhibitor",adenosine deaminase inhibitor
3502,Cladribine; cladribine,53,0.9205965,0.80574924,Lower,Highest observed predictability,"Adenosine deaminase inhibitor, Ribonucleoside reductase inhibitor; adenosine deaminase inhibitor | ribonucleotide reductase inhibitor",ribonucleotide reductase inhibitor
575,TW-37,136,0.92035604,0.8206026,Middle,Highest observed predictability,BCL inhibitor,BCL inhibitor
1703,Genz-644282; genz-644282,78,0.91984713,0.84323424,Higher,Highest observed predictability,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
4246,"N-([1,1'-Biphenyl]-4-ylmethyl)-6-phenyl-3-(pyridin-2-yl)-1,2,4-triazin-5-amine; VU-0418946-1",55,0.9191047,0.8352764,Higher,Highest observed predictability,HIF modulator; hypoxia inducible factor activator,HIF modulator
4246,"N-([1,1'-Biphenyl]-4-ylmethyl)-6-phenyl-3-(pyridin-2-yl)-1,2,4-triazin-5-amine; VU-0418946-1",55,0.9191047,0.8352764,Higher,Highest observed predictability,HIF modulator; hypoxia inducible factor activator,hypoxia inducible factor activator
4764,YM-155,219,0.92397904,0.83165944,Higher,Highest observed predictability,Survivin inhibitor,Survivin inhibitor
2090,KU-0063794; Ku-0063794,77,0.9185589,0.86802703,Most predictable,Highest observed predictability,MTOR inhibitor; mTOR inhibitor,mTOR inhibitor
2385,5-(6-((4-Methyl-1-piperazinyl)methyl)-1H-benzimidazol-1-yl)-3-((1R)-1-(2-(trifluoromethyl)phenyl)ethoxy)-2-thiophenecarboxamide; GSK-461364,227,0.91812235,0.8013717,Least predictable,Highest observed predictability,PLK inhibitor,PLK inhibitor
2026,"(8aR,9R)-5-[[(2R,4aR,6R,7R,8R)-7,8-dihydroxy-2-thiophen-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-isobenzofuro[6,5-f][1,3]benzodioxol-8-one; teniposide",47,0.9181108,0.8738375,Most predictable,Highest observed predictability,Topoisomerase inhibitor; topoisomerase inhibitor,Topoisomerase inhibitor
930,"(R)-2,4,6-Trimethyl-deca-2,4-dienoic acid {(1S,5S,6R)-5-hydroxy-5-[(1E,3E,5E)-6-(2-hydroxy-5-oxo-cyclopent-1-enylcarbamoyl)-hexa-1,3,5-trienyl]-2-oxo-7-oxa-bicyclo[4.1.0]hept-3-en-3-yl}-amide; manumycin-a",110,0.9171814,0.8550231,Most predictable,Highest observed predictability,"Farnesyltransferase inhibitor, NFKB pathway inhibitor",Farnesyltransferase inhibitor
930,"(R)-2,4,6-Trimethyl-deca-2,4-dienoic acid {(1S,5S,6R)-5-hydroxy-5-[(1E,3E,5E)-6-(2-hydroxy-5-oxo-cyclopent-1-enylcarbamoyl)-hexa-1,3,5-trienyl]-2-oxo-7-oxa-bicyclo[4.1.0]hept-3-en-3-yl}-amide; manumycin-a",110,0.9171814,0.8550231,Most predictable,Highest observed predictability,"Farnesyltransferase inhibitor, NFKB pathway inhibitor",NFKB pathway inhibitor
1905,Cabazitaxel (Jevtana); cabazitaxel,53,0.9158393,0.8797431,Most predictable,Highest observed predictability,microtubule inhibitor,Microtubule inhibitor
812,Valrubicin; valrubicin,41,0.9157727,0.89115036,Most predictable,Highest observed predictability,"DNA inhibitor | topoisomerase inhibitor; Topoisomerase inhibitor, DNA inhibitor",DNA inhibitor
812,Valrubicin; valrubicin,41,0.9157727,0.89115036,Most predictable,Highest observed predictability,"DNA inhibitor | topoisomerase inhibitor; Topoisomerase inhibitor, DNA inhibitor",Topoisomerase inhibitor
1106,"2-[4-[(4-Ethyl-1-piperazinyl)methyl]-3-(trifluoromethyl)anilino]-5,11-dimethyl-6-pyrimido[4,5-b][1,4]benzodiazepinone; JWE-035",49,0.915565,0.8350673,Higher,Highest observed predictability,Aurora kinase inhibitor,Aurora kinase inhibitor
260,"4,15-Diacetoxyscirpen-3-ol; anguidine",58,0.91499454,0.8746227,Most predictable,Highest observed predictability,Protein synthesis inhibitor; apoptosis stimulant | protein synthesis inhibitor,Protein synthesis inhibitor
260,"4,15-Diacetoxyscirpen-3-ol; anguidine",58,0.91499454,0.8746227,Most predictable,Highest observed predictability,Protein synthesis inhibitor; apoptosis stimulant | protein synthesis inhibitor,apoptosis stimulant
1294,Dolastatin 10; dolastatin-10,112,0.91265225,0.83842325,Higher,Highest observed predictability,tubulin polymerization inhibitor,Tubulin polymerization inhibitor
737,Ingenol Mebutate; ingenol-mebutate,67,0.91240287,0.8748418,Most predictable,Highest observed predictability,PKC activator,PKC activator
2547,"(8R,9R,13S,14S,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol; estradiol",122,0.9070566,0.83556426,Higher,Highest observed predictability,Estrogen receptor agonist; estrogen receptor agonist,Estrogen receptor agonist
2547,"(8R,9R,13S,14S,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol; estradiol",122,0.9070566,0.83556426,Higher,Highest observed predictability,Estrogen receptor agonist; estrogen receptor agonist,estrogen receptor agonist
5354,"N-[(2S)-3-methoxy-1-[[(2S)-3-methoxy-1-[[(2S)-1-(2-methyloxiran-2-yl)-1-oxo-3-phenylpropan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]-2-methyl-1,3-thiazole-5-carboxamide; oprozomib",77,0.9116222,0.82581127,Middle,Highest observed predictability,proteasome inhibitor,Proteasome inhibitor
2491,"(6S,8S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one; methylprednisolone",37,0.91151184,0.8195351,Middle,Highest observed predictability,Glucocorticoid receptor agonist; glucocorticoid receptor agonist,Glucocorticoid receptor agonist
2093,BGT-226; BGT-226 free base,73,0.9104511,0.84572184,Higher,Highest observed predictability,PI3K inhibitor,PI3K inhibitor
147,"[(3R,4aR,5S,6S,10S,10aR,10bS)-3-ethenyl-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-5,6,6a,8,9,10-hexahydro-2H-benzo[f]chromen-5-yl] acetate; colforsin",23,0.9086275,0.8264739,Middle,Highest observed predictability,Adenylyl cyclase activator; adenylyl cyclase activator,Adenylyl cyclase activator
147,"[(3R,4aR,5S,6S,10S,10aR,10bS)-3-ethenyl-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-5,6,6a,8,9,10-hexahydro-2H-benzo[f]chromen-5-yl] acetate; colforsin",23,0.9086275,0.8264739,Middle,Highest observed predictability,Adenylyl cyclase activator; adenylyl cyclase activator,adenylyl cyclase activator
253,"[2-[(4R,8S,9S,11S,12R,13S,19S)-12,19-Difluoro-11-hydroxy-6,6,9,13-tetramethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-8-yl]-2-oxoethyl] acetate; fluocinolone-acetonide",32,0.9088218,0.86362094,Most predictable,Highest observed predictability,"Glucocorticoid receptor agonist, Corticosteroid agonist; glucocorticoid receptor agonist",Corticosteroid agonist
253,"[2-[(4R,8S,9S,11S,12R,13S,19S)-12,19-Difluoro-11-hydroxy-6,6,9,13-tetramethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-8-yl]-2-oxoethyl] acetate; fluocinolone-acetonide",32,0.9088218,0.86362094,Most predictable,Highest observed predictability,"Glucocorticoid receptor agonist, Corticosteroid agonist; glucocorticoid receptor agonist",Glucocorticoid receptor agonist
1585,Prochlorperazine; prochlorperazine,35,0.91062564,0.84042585,Higher,Highest observed predictability,Dopamine receptor antagonist; dopamine receptor antagonist,Dopamine receptor antagonist
5274,"4-(6,6-dimethyl-4-oxo-3-(trifluoromethyl)-4,5,6,7-tetrahydro-1H-indazol-1-yl)-2-((1r,4r)-4-hydroxycyclohexylamino)benzamide; SNX-2112",123,0.9083014,0.8424082,Higher,Highest observed predictability,HSP inhibitor,HSP inhibitor
