pubchem_cid_clean,name,pubchem_cid,UMAP1,UMAP2,representation,name_clean,ring_category,ring_count
10000456,rs-102895,10000456.0,7.3115673,8.120886,Morgan + MACCS + CACTVS + descriptors,rs-102895,4+ rings,4.0
10001434,tp-003,10001434.0,7.0893335,10.46412,Morgan + MACCS + CACTVS + descriptors,tp-003,4+ rings,4.0
100016,zebularine,100016.0,2.3976676,9.659479,Morgan + MACCS + CACTVS + descriptors,zebularine,2 rings,2.0
10006324,n-benzylnaltrindole,10006324.0,9.341678,10.468032,Morgan + MACCS + CACTVS + descriptors,n-benzylnaltrindole,4+ rings,9.0
100094,oglufanide,100094.0,8.579142,10.59319,Morgan + MACCS + CACTVS + descriptors,oglufanide,2 rings,2.0
10016012,pbt-1033,10016012.0,9.294668,10.898028,Morgan + MACCS + CACTVS + descriptors,pbt-1033,2 rings,2.0
10020651,bmy-14802,10020651.0,7.3353662,10.485834,Morgan + MACCS + CACTVS + descriptors,bmy-14802,3 rings,3.0
10021239,rosiglitazone,10021239.0,9.750411,9.941205,Morgan + MACCS + CACTVS + descriptors,rosiglitazone,3 rings,3.0
10026128,way-362450,10026128.0,8.528566,10.56091,Morgan + MACCS + CACTVS + descriptors,way-362450,4+ rings,4.0
10027278,ar-12,10027278.0,7.6102505,10.445921,Morgan + MACCS + CACTVS + descriptors,ar-12,4+ rings,5.0
10029385,ly2090314,10029385.0,7.548055,11.105783,Morgan + MACCS + CACTVS + descriptors,ly2090314,4+ rings,7.0
10033059,ceftaroline-fosamil,10033059.0,3.1101394,8.069974,Morgan + MACCS + CACTVS + descriptors,ceftaroline-fosamil,4+ rings,5.0
10034073,fidaxomicin,10034073.0,8.927438,4.8162155,Morgan + MACCS + CACTVS + descriptors,fidaxomicin,4+ rings,4.0
10039361,compound-401,10039361.0,7.1112456,8.084786,Morgan + MACCS + CACTVS + descriptors,compound-401,4+ rings,4.0
10041070,altrenogest,10041070.0,0.08586963,6.779793,Morgan + MACCS + CACTVS + descriptors,altrenogest,4+ rings,4.0
10044,triptan,10044.0,0.46738037,9.061611,Morgan + MACCS + CACTVS + descriptors,triptan,0 rings,0.0
100472,difenpiramide,100472.0,7.801765,10.98639,Morgan + MACCS + CACTVS + descriptors,difenpiramide,3 rings,3.0
10047612,sb-612111,10047612.0,7.54117,6.965419,Morgan + MACCS + CACTVS + descriptors,sb-612111,4+ rings,4.0
10052040,"cp-945,598",10052040.0,7.329645,10.9562645,Morgan + MACCS + CACTVS + descriptors,"cp-945,598",4+ rings,5.0
10057685,gepefrine,10057685.0,8.0407915,6.3899856,Morgan + MACCS + CACTVS + descriptors,gepefrine,1 ring,1.0
100606,hepsulfam,100606.0,0.52434605,8.905011,Morgan + MACCS + CACTVS + descriptors,hepsulfam,0 rings,0.0
100651,clomesone,100651.0,0.47862834,8.917478,Morgan + MACCS + CACTVS + descriptors,clomesone,0 rings,0.0
10065474,azd1080,10065474.0,8.27389,10.681476,Morgan + MACCS + CACTVS + descriptors,azd1080,4+ rings,4.0
10071196,pimavanserin,10071196.0,8.850304,6.862759,Morgan + MACCS + CACTVS + descriptors,pimavanserin,3 rings,3.0
10074640,masitinib,10074640.0,7.6443763,10.633409,Morgan + MACCS + CACTVS + descriptors,masitinib,4+ rings,5.0
10077130,vorapaxar,10077130.0,8.4767475,10.775183,Morgan + MACCS + CACTVS + descriptors,vorapaxar,4+ rings,5.0
10077147,bx-795,10077147.0,7.61565,10.6367,Morgan + MACCS + CACTVS + descriptors,bx-795,4+ rings,4.0
10090485,ly2157299,10090485.0,8.07448,10.616668,Morgan + MACCS + CACTVS + descriptors,ly2157299,4+ rings,5.0
10090750,endoxifen,10090750.0,8.602881,6.4587426,Morgan + MACCS + CACTVS + descriptors,endoxifen,3 rings,3.0
100942142,ardeparin,100942142.0,1.5738115,7.5742974,Morgan + MACCS + CACTVS + descriptors,ardeparin,2 rings,2.0
10094345,er-50891,10094345.0,8.679191,10.643222,Morgan + MACCS + CACTVS + descriptors,er-50891,4+ rings,5.0
10096344,linagliptin,10096344.0,7.583233,11.1321535,Morgan + MACCS + CACTVS + descriptors,linagliptin,4+ rings,5.0
10099206,lb42708,10099206.0,7.6104193,11.165254,Morgan + MACCS + CACTVS + descriptors,lb42708,4+ rings,6.0
10106002,cpccoet,10106002.0,8.398891,5.3584614,Morgan + MACCS + CACTVS + descriptors,cpccoet,3 rings,3.0
10107248,nisoxetine,10107248.0,8.787081,6.3435497,Morgan + MACCS + CACTVS + descriptors,nisoxetine,2 rings,2.0
10113978,pazopanib,10113978.0,7.94354,9.7275095,Morgan + MACCS + CACTVS + descriptors,pazopanib,4+ rings,4.0
10114,enoxolone,10114.0,0.26933363,6.9107375,Morgan + MACCS + CACTVS + descriptors,enoxolone,4+ rings,5.0
10117987,preladenant,10117987.0,10.040529,9.728401,Morgan + MACCS + CACTVS + descriptors,preladenant,4+ rings,6.0
10125797,8-hydroxy-dpat,10125797.0,8.2063875,6.7295833,Morgan + MACCS + CACTVS + descriptors,8-hydroxy-dpat,2 rings,2.0
10126189,ym-155,10126189.0,7.647513,11.193311,Morgan + MACCS + CACTVS + descriptors,ym-155,4+ rings,4.0
10127622,selumetinib,10127622.0,7.540802,11.099985,Morgan + MACCS + CACTVS + descriptors,selumetinib,3 rings,3.0
10130337,solriamfetol,10130337.0,7.2123275,7.08341,Morgan + MACCS + CACTVS + descriptors,solriamfetol,1 ring,1.0
10131112,emd-386088,10131112.0,7.579814,10.242719,Morgan + MACCS + CACTVS + descriptors,emd-386088,3 rings,3.0
10133,chenodeoxycholic-acid,10133.0,0.114558,7.273058,Morgan + MACCS + CACTVS + descriptors,chenodeoxycholic-acid,4+ rings,4.0
1013376,tenovin-1,1013376.0,7.467733,8.2265005,Morgan + MACCS + CACTVS + descriptors,tenovin-1,2 rings,2.0
10138259,su014813,10138259.0,8.366651,10.572513,Morgan + MACCS + CACTVS + descriptors,su014813,4+ rings,4.0
10138980,azd2858,10138980.0,8.154793,9.760054,Morgan + MACCS + CACTVS + descriptors,azd2858,4+ rings,4.0
10138988,sis3,10138988.0,10.226113,10.144491,Morgan + MACCS + CACTVS + descriptors,sis3,4+ rings,5.0
10145345,cp-532623,10145345.0,7.1159153,8.2159,Morgan + MACCS + CACTVS + descriptors,cp-532623,3 rings,3.0
10149311,ica-069673,10149311.0,7.9372478,10.939596,Morgan + MACCS + CACTVS + descriptors,ica-069673,2 rings,2.0
101498,5-fp,101498.0,1.5211242,9.178622,Morgan + MACCS + CACTVS + descriptors,5-fp,1 ring,1.0
10152654,odanacatib,10152654.0,8.230227,8.4572315,Morgan + MACCS + CACTVS + descriptors,odanacatib,3 rings,3.0
101541332,pf-03882845,101541332.0,7.9295454,8.082959,Morgan + MACCS + CACTVS + descriptors,pf-03882845,4+ rings,5.0
10156152,hydroxyprogesterone-acetate,10156152.0,0.30363527,6.6437798,Morgan + MACCS + CACTVS + descriptors,hydroxyprogesterone-acetate,4+ rings,4.0
10158940,cp-673451,10158940.0,10.287536,10.026517,Morgan + MACCS + CACTVS + descriptors,cp-673451,4+ rings,5.0
101592120,3-hydroxy-3-phenylpentanamide,101592120.0,7.352426,6.818298,Morgan + MACCS + CACTVS + descriptors,3-hydroxy-3-phenylpentanamide,1 ring,1.0
1016023,en460,1016023.0,8.757162,8.072342,Morgan + MACCS + CACTVS + descriptors,en460,4+ rings,4.0
10160238,tasisulam,10160238.0,8.203887,8.476344,Morgan + MACCS + CACTVS + descriptors,tasisulam,2 rings,2.0
10161381,azd9056,10161381.0,7.052617,7.5800514,Morgan + MACCS + CACTVS + descriptors,azd9056,4+ rings,5.0
101616,lobeline,101616.0,7.2795362,6.992464,Morgan + MACCS + CACTVS + descriptors,lobeline,3 rings,3.0
101671780,gadoteridol,101671780.0,1.3649344,8.890636,Morgan + MACCS + CACTVS + descriptors,gadoteridol,3 rings,3.0
10168,rhein,10168.0,8.114098,5.09555,Morgan + MACCS + CACTVS + descriptors,rhein,3 rings,3.0
101691640,cyclothiazide,101691640.0,8.342924,8.801307,Morgan + MACCS + CACTVS + descriptors,cyclothiazide,4+ rings,4.0
10173277,sta-5326,10173277.0,7.091336,10.987141,Morgan + MACCS + CACTVS + descriptors,sta-5326,4+ rings,4.0
10173280,palosuran,10173280.0,7.94769,10.808755,Morgan + MACCS + CACTVS + descriptors,palosuran,4+ rings,4.0
101744,cinchonidine,101744.0,9.288572,10.785712,Morgan + MACCS + CACTVS + descriptors,cinchonidine,4+ rings,5.0
10176749,ns-8,10176749.0,6.957606,10.146573,Morgan + MACCS + CACTVS + descriptors,ns-8,2 rings,2.0
10177784,ns-1643,10177784.0,8.161618,7.5544705,Morgan + MACCS + CACTVS + descriptors,ns-1643,2 rings,2.0
10178705,besifloxacin,10178705.0,9.974138,7.6430435,Morgan + MACCS + CACTVS + descriptors,besifloxacin,4+ rings,4.0
1018,picolinic-acid,1018.0,8.848857,10.995715,Morgan + MACCS + CACTVS + descriptors,picolinic-acid,1 ring,1.0
10180,lucanthone,10180.0,7.2028117,8.324208,Morgan + MACCS + CACTVS + descriptors,lucanthone,3 rings,3.0
10182969,apixaban,10182969.0,9.504323,9.837662,Morgan + MACCS + CACTVS + descriptors,apixaban,4+ rings,5.0
10184653,afatinib,10184653.0,10.373074,10.256748,Morgan + MACCS + CACTVS + descriptors,afatinib,4+ rings,4.0
10186367,ct-7758,10186367.0,7.743831,11.275778,Morgan + MACCS + CACTVS + descriptors,ct-7758,4+ rings,5.0
10187,dithranol,10187.0,7.8845463,5.487656,Morgan + MACCS + CACTVS + descriptors,dithranol,3 rings,3.0
101873359,ntrc-824,101873359.0,8.386304,9.769399,Morgan + MACCS + CACTVS + descriptors,ntrc-824,3 rings,3.0
10197959,dihydroxyphenylglycine,10197959.0,7.889444,6.6085267,Morgan + MACCS + CACTVS + descriptors,dihydroxyphenylglycine,1 ring,1.0
10200390,bay-61-3606,10200390.0,10.080122,10.045812,Morgan + MACCS + CACTVS + descriptors,bay-61-3606,4+ rings,4.0
10200813,radiprodil,10200813.0,9.088767,7.3392677,Morgan + MACCS + CACTVS + descriptors,radiprodil,4+ rings,4.0
10201696,balicatib,10201696.0,7.2060513,8.096828,Morgan + MACCS + CACTVS + descriptors,balicatib,3 rings,3.0
10202642,gw-788388,10202642.0,8.036577,10.51405,Morgan + MACCS + CACTVS + descriptors,gw-788388,4+ rings,5.0
10203597,entasobulin,10203597.0,8.1712475,10.601643,Morgan + MACCS + CACTVS + descriptors,entasobulin,4+ rings,5.0
10205,plumbagin,10205.0,8.118398,5.1647506,Morgan + MACCS + CACTVS + descriptors,plumbagin,2 rings,2.0
10206,cepharanthine,10206.0,9.276481,6.670483,Morgan + MACCS + CACTVS + descriptors,cepharanthine,4+ rings,9.0
10207,aloe-emodin,10207.0,8.1582985,5.070392,Morgan + MACCS + CACTVS + descriptors,aloe-emodin,3 rings,3.0
10208,chrysophanic-acid,10208.0,8.128759,5.0735645,Morgan + MACCS + CACTVS + descriptors,chrysophanic-acid,3 rings,3.0
10210160,ndt-9513727,10210160.0,10.275617,10.018551,Morgan + MACCS + CACTVS + descriptors,ndt-9513727,4+ rings,7.0
102175,n6-methyladenosine,102175.0,6.1145573,11.788347,Morgan + MACCS + CACTVS + descriptors,n6-methyladenosine,3 rings,3.0
10218693,rgx-104,10218693.0,8.713422,6.7686944,Morgan + MACCS + CACTVS + descriptors,rgx-104,4+ rings,4.0
10219,emetine,10219.0,9.153976,6.661344,Morgan + MACCS + CACTVS + descriptors,emetine,4+ rings,5.0
10219606,pinanediol,10219606.0,0.06676298,7.4631486,Morgan + MACCS + CACTVS + descriptors,pinanediol,3 rings,3.0
10219864,lta,10219864.0,6.7954955,8.812876,Morgan + MACCS + CACTVS + descriptors,lta,2 rings,2.0
10220232,tc-g-1000,10220232.0,6.9274955,10.2671175,Morgan + MACCS + CACTVS + descriptors,tc-g-1000,3 rings,3.0
10220323,zset1446,10220323.0,7.0706396,8.093003,Morgan + MACCS + CACTVS + descriptors,zset1446,4+ rings,4.0
10220503,tasimelteon,10220503.0,8.882381,6.356342,Morgan + MACCS + CACTVS + descriptors,tasimelteon,3 rings,3.0
10223146,jte-013,10223146.0,6.9337783,10.6755085,Morgan + MACCS + CACTVS + descriptors,jte-013,3 rings,3.0
10224714,cr8-(r),10224714.0,6.848115,11.018904,Morgan + MACCS + CACTVS + descriptors,cr8-(r),4+ rings,4.0
10226546,ar-c155858,10226546.0,7.9443855,10.31417,Morgan + MACCS + CACTVS + descriptors,ar-c155858,4+ rings,4.0
10228,osthol,10228.0,8.391908,5.476459,Morgan + MACCS + CACTVS + descriptors,osthol,2 rings,2.0
10235,cytisine,10235.0,1.4503781,9.089851,Morgan + MACCS + CACTVS + descriptors,cytisine,3 rings,3.0
10237,bicuculline-(+),10237.0,9.295282,6.745385,Morgan + MACCS + CACTVS + descriptors,bicuculline-(+),4+ rings,6.0
10247560,iclaprim,10247560.0,10.125897,10.440946,Morgan + MACCS + CACTVS + descriptors,iclaprim,4+ rings,4.0
102486242,morinidazole,102486242.0,5.236941,11.057589,Morgan + MACCS + CACTVS + descriptors,morinidazole,2 rings,2.0
102514675,mm-206,102514675.0,8.64846,8.273174,Morgan + MACCS + CACTVS + descriptors,mm-206,4+ rings,4.0
10252640,gsk356278,10252640.0,7.5367455,10.808133,Morgan + MACCS + CACTVS + descriptors,gsk356278,4+ rings,5.0
10252734,gp1a,10252734.0,8.255551,10.152743,Morgan + MACCS + CACTVS + descriptors,gp1a,4+ rings,5.0
10253143,gw-842166,10253143.0,7.573854,11.015199,Morgan + MACCS + CACTVS + descriptors,gw-842166,3 rings,3.0
10257882,sparsentan,10257882.0,8.8444395,9.485407,Morgan + MACCS + CACTVS + descriptors,sparsentan,4+ rings,5.0
10273347,cp-316819,10273347.0,8.375574,10.512594,Morgan + MACCS + CACTVS + descriptors,cp-316819,3 rings,3.0
10275777,betrixaban,10275777.0,9.907483,10.361618,Morgan + MACCS + CACTVS + descriptors,betrixaban,3 rings,3.0
10275789,pik-75,10275789.0,7.944852,9.694711,Morgan + MACCS + CACTVS + descriptors,pik-75,3 rings,3.0
10280735,edoxaban,10280735.0,7.664267,10.628644,Morgan + MACCS + CACTVS + descriptors,edoxaban,4+ rings,4.0
10286159,erteberel,10286159.0,8.409502,5.1825275,Morgan + MACCS + CACTVS + descriptors,erteberel,4+ rings,4.0
10288191,binimetinib,10288191.0,7.609794,11.095749,Morgan + MACCS + CACTVS + descriptors,binimetinib,3 rings,3.0
10294813,genz-644282,10294813.0,9.784103,10.349362,Morgan + MACCS + CACTVS + descriptors,genz-644282,4+ rings,5.0
10295295,palovarotene,10295295.0,8.718011,10.608622,Morgan + MACCS + CACTVS + descriptors,palovarotene,4+ rings,4.0
10296561,ban-orl-24,10296561.0,7.717817,7.418323,Morgan + MACCS + CACTVS + descriptors,ban-orl-24,4+ rings,5.0
10296883,sotrastaurin,10296883.0,7.7528496,10.979659,Morgan + MACCS + CACTVS + descriptors,sotrastaurin,4+ rings,6.0
10297043,aee788,10297043.0,6.903118,10.773509,Morgan + MACCS + CACTVS + descriptors,aee788,4+ rings,5.0
10297982,dilmapimod,10297982.0,7.355451,11.135029,Morgan + MACCS + CACTVS + descriptors,dilmapimod,4+ rings,4.0
10302451,saracatinib,10302451.0,10.478548,10.322796,Morgan + MACCS + CACTVS + descriptors,saracatinib,4+ rings,6.0
10309899,r306465,10309899.0,8.140984,9.750941,Morgan + MACCS + CACTVS + descriptors,r306465,4+ rings,4.0
10310632,az-10606120,10310632.0,7.643298,11.27716,Morgan + MACCS + CACTVS + descriptors,az-10606120,4+ rings,6.0
10311306,rolapitant,10311306.0,7.743786,7.431163,Morgan + MACCS + CACTVS + descriptors,rolapitant,4+ rings,4.0
10313094,4-pyrimidinecarbonitrile,10313094.0,5.8754716,11.009908,Morgan + MACCS + CACTVS + descriptors,4-pyrimidinecarbonitrile,1 ring,1.0
10313098,ammonium-lactate,10313098.0,0.28746596,8.673103,Morgan + MACCS + CACTVS + descriptors,ammonium-lactate,0 rings,0.0
10313324,ndd-094,10313324.0,7.003178,10.361022,Morgan + MACCS + CACTVS + descriptors,ndd-094,2 rings,2.0
10314719,ec-23,10314719.0,7.10787,6.0832114,Morgan + MACCS + CACTVS + descriptors,ec-23,3 rings,3.0
10316032,sd-208,10316032.0,6.9393783,10.377879,Morgan + MACCS + CACTVS + descriptors,sd-208,4+ rings,4.0
10316203,gsk369796,10316203.0,9.259434,10.857971,Morgan + MACCS + CACTVS + descriptors,gsk369796,3 rings,3.0
10317104,7-hydroxy-pipat,10317104.0,8.2109,6.7296596,Morgan + MACCS + CACTVS + descriptors,7-hydroxy-pipat,2 rings,2.0
10317566,osi-420,10317566.0,10.3315115,10.411799,Morgan + MACCS + CACTVS + descriptors,osi-420,3 rings,3.0
10322450,ko143,10322450.0,9.356626,10.259331,Morgan + MACCS + CACTVS + descriptors,ko143,4+ rings,4.0
10324368,boceprevir,10324368.0,1.5196815,8.620472,Morgan + MACCS + CACTVS + descriptors,boceprevir,3 rings,3.0
10326374,snap-5089,10326374.0,8.408245,7.9370513,Morgan + MACCS + CACTVS + descriptors,snap-5089,4+ rings,5.0
10331844,napabucasin,10331844.0,8.419951,5.0791297,Morgan + MACCS + CACTVS + descriptors,napabucasin,3 rings,3.0
10331863,adx-10059,10331863.0,6.9674273,10.1013365,Morgan + MACCS + CACTVS + descriptors,adx-10059,2 rings,2.0
10335364,orteronel,10335364.0,7.7984924,11.086775,Morgan + MACCS + CACTVS + descriptors,orteronel,4+ rings,4.0
10337743,way-208466,10337743.0,7.919081,9.773648,Morgan + MACCS + CACTVS + descriptors,way-208466,3 rings,3.0
10340038,nilvadipine,10340038.0,8.37306,8.007303,Morgan + MACCS + CACTVS + descriptors,nilvadipine,2 rings,2.0
10341154,vx-702,10341154.0,7.777201,10.898836,Morgan + MACCS + CACTVS + descriptors,vx-702,3 rings,3.0
10343454,vercirnon,10343454.0,8.200728,9.578081,Morgan + MACCS + CACTVS + descriptors,vercirnon,3 rings,3.0
10347428,ly393558,10347428.0,8.154051,9.746434,Morgan + MACCS + CACTVS + descriptors,ly393558,4+ rings,5.0
10348973,relugolix,10348973.0,9.658133,9.670382,Morgan + MACCS + CACTVS + descriptors,relugolix,4+ rings,5.0
10350459,bio-5192,10350459.0,8.288346,8.495819,Morgan + MACCS + CACTVS + descriptors,bio-5192,4+ rings,4.0
10364,antioxine,10364.0,7.8208685,5.5914044,Morgan + MACCS + CACTVS + descriptors,antioxine,1 ring,1.0
10366136,crenolanib,10366136.0,10.186261,9.933739,Morgan + MACCS + CACTVS + descriptors,crenolanib,4+ rings,6.0
10368038,ins316,10368038.0,2.3986244,9.668463,Morgan + MACCS + CACTVS + descriptors,ins316,2 rings,2.0
10369242,azd3965,10369242.0,7.8923464,10.236974,Morgan + MACCS + CACTVS + descriptors,azd3965,4+ rings,4.0
10370504,uk-356618,10370504.0,7.261527,7.5460706,Morgan + MACCS + CACTVS + descriptors,uk-356618,3 rings,3.0
10372836,batefenterol,10372836.0,9.054293,7.2692595,Morgan + MACCS + CACTVS + descriptors,batefenterol,4+ rings,6.0
10374,chlorazanil,10374.0,6.8522444,9.402951,Morgan + MACCS + CACTVS + descriptors,chlorazanil,2 rings,2.0
10389639,mm-11253,10389639.0,7.114255,6.060804,Morgan + MACCS + CACTVS + descriptors,mm-11253,4+ rings,5.0
10389826,dpi-201106,10389826.0,9.448889,10.470869,Morgan + MACCS + CACTVS + descriptors,dpi-201106,4+ rings,5.0
10391,beclamide,10391.0,6.987139,7.523874,Morgan + MACCS + CACTVS + descriptors,beclamide,1 ring,1.0
10392802,cur-61414,10392802.0,9.176894,6.8837814,Morgan + MACCS + CACTVS + descriptors,cur-61414,4+ rings,5.0
10404,dixanthogen,10404.0,0.43836647,8.946658,Morgan + MACCS + CACTVS + descriptors,dixanthogen,0 rings,0.0
10404245,macelignan,10404245.0,8.584744,5.5436144,Morgan + MACCS + CACTVS + descriptors,macelignan,3 rings,3.0
10407120,afn-1252,10407120.0,9.792659,9.997814,Morgan + MACCS + CACTVS + descriptors,afn-1252,4+ rings,4.0
10408514,tcs-ox2-29,10408514.0,9.800054,10.350811,Morgan + MACCS + CACTVS + descriptors,tcs-ox2-29,3 rings,3.0
10409068,bms-582949,10409068.0,7.47776,11.062079,Morgan + MACCS + CACTVS + descriptors,bms-582949,4+ rings,4.0
10410059,cp-775146,10410059.0,8.830239,6.737521,Morgan + MACCS + CACTVS + descriptors,cp-775146,3 rings,3.0
10410894,le-135,10410894.0,7.7949038,7.911891,Morgan + MACCS + CACTVS + descriptors,le-135,4+ rings,5.0
10419027,norvancomycin,10419027.0,5.986981,5.484395,Morgan + MACCS + CACTVS + descriptors,norvancomycin,4+ rings,12.0
10425450,a-412997,10425450.0,7.857481,10.848219,Morgan + MACCS + CACTVS + descriptors,a-412997,3 rings,3.0
10427712,tg100-115,10427712.0,9.86464,10.205139,Morgan + MACCS + CACTVS + descriptors,tg100-115,4+ rings,4.0
10429706,cj-033466,10429706.0,7.4261665,11.039174,Morgan + MACCS + CACTVS + descriptors,cj-033466,3 rings,3.0
10430040,sacubitrilat,10430040.0,7.269921,7.283483,Morgan + MACCS + CACTVS + descriptors,sacubitrilat,2 rings,2.0
10430360,cc-401,10430360.0,10.125331,9.803703,Morgan + MACCS + CACTVS + descriptors,cc-401,4+ rings,5.0
10430623,sam-315,10430623.0,8.077319,9.73961,Morgan + MACCS + CACTVS + descriptors,sam-315,4+ rings,5.0
10430788,daa-1106,10430788.0,8.818267,7.170716,Morgan + MACCS + CACTVS + descriptors,daa-1106,3 rings,3.0
10435235,ly411575,10435235.0,7.4673433,8.118568,Morgan + MACCS + CACTVS + descriptors,ly411575,4+ rings,4.0
10436840,nh125,10436840.0,6.4365926,8.613595,Morgan + MACCS + CACTVS + descriptors,nh125,2 rings,2.0
10437018,bms-599626,10437018.0,7.0739217,10.933976,Morgan + MACCS + CACTVS + descriptors,bms-599626,4+ rings,6.0
10443938,mr-948,10443938.0,9.653008,9.67741,Morgan + MACCS + CACTVS + descriptors,mr-948,2 rings,2.0
10445549,galidesivir,10445549.0,6.5054116,11.5059185,Morgan + MACCS + CACTVS + descriptors,galidesivir,3 rings,3.0
10446295,jnj-10191584,10446295.0,7.4088397,10.906301,Morgan + MACCS + CACTVS + descriptors,jnj-10191584,3 rings,3.0
1045,putrescine,1045.0,0.9205119,9.204445,Morgan + MACCS + CACTVS + descriptors,putrescine,0 rings,0.0
10452732,bevenopran,10452732.0,9.74357,10.274483,Morgan + MACCS + CACTVS + descriptors,bevenopran,3 rings,3.0
10453870,ipragliflozin-l-proline,10453870.0,8.835706,5.0347304,Morgan + MACCS + CACTVS + descriptors,ipragliflozin-l-proline,4+ rings,4.0
1046,pyrazinamide,1046.0,5.671696,11.144694,Morgan + MACCS + CACTVS + descriptors,pyrazinamide,1 ring,1.0
10461815,pha-665752,10461815.0,8.154462,9.669836,Morgan + MACCS + CACTVS + descriptors,pha-665752,4+ rings,6.0
10468,pentacosanoic-acid,10468.0,0.4096028,8.286263,Morgan + MACCS + CACTVS + descriptors,pentacosanoic-acid,0 rings,0.0
10472693,bempedoic-acid,10472693.0,0.45603248,8.267753,Morgan + MACCS + CACTVS + descriptors,bempedoic-acid,0 rings,0.0
10474339,bms-191011,10474339.0,8.658346,7.5645413,Morgan + MACCS + CACTVS + descriptors,bms-191011,3 rings,3.0
10474776,sb-328437,10474776.0,8.077049,8.027637,Morgan + MACCS + CACTVS + descriptors,sb-328437,3 rings,3.0
10475082,2'-meccpa,10475082.0,6.08924,11.78245,Morgan + MACCS + CACTVS + descriptors,2'-meccpa,4+ rings,4.0
10477896,perfluorohexyloctane,10477896.0,0.463744,8.7184305,Morgan + MACCS + CACTVS + descriptors,perfluorohexyloctane,0 rings,0.0
10482134,glycerol-phenylbutyrate,10482134.0,7.1412916,6.256579,Morgan + MACCS + CACTVS + descriptors,glycerol-phenylbutyrate,3 rings,3.0
1048267,ml161,1048267.0,7.508606,8.113708,Morgan + MACCS + CACTVS + descriptors,ml161,2 rings,2.0
104838,imipenem,104838.0,1.9170434,8.290887,Morgan + MACCS + CACTVS + descriptors,imipenem,2 rings,2.0
104842,sn-38,104842.0,8.990236,10.456576,Morgan + MACCS + CACTVS + descriptors,sn-38,4+ rings,5.0
104850,rimonabant,104850.0,8.264929,10.154035,Morgan + MACCS + CACTVS + descriptors,rimonabant,4+ rings,4.0
104865,bosentan,104865.0,9.236045,9.549334,Morgan + MACCS + CACTVS + descriptors,bosentan,4+ rings,4.0
104872,bicuculline-methochloride-(-),104872.0,9.103538,6.6637635,Morgan + MACCS + CACTVS + descriptors,bicuculline-methochloride-(-),4+ rings,6.0
1048845,tcs-359,1048845.0,8.86204,7.3676915,Morgan + MACCS + CACTVS + descriptors,tcs-359,3 rings,3.0
10494,oleanolic-acid,10494.0,0.26518857,6.9082837,Morgan + MACCS + CACTVS + descriptors,oleanolic-acid,4+ rings,5.0
1050,pyridoxal,1050.0,9.078338,10.9681015,Morgan + MACCS + CACTVS + descriptors,pyridoxal,1 ring,1.0
1051,mc-1,1051.0,9.095648,10.970016,Morgan + MACCS + CACTVS + descriptors,mc-1,1 ring,1.0
10521421,10-debc,10521421.0,8.58257,7.1438627,Morgan + MACCS + CACTVS + descriptors,10-debc,3 rings,3.0
10531,dihydroergotamine,10531.0,8.475457,10.679363,Morgan + MACCS + CACTVS + descriptors,dihydroergotamine,4+ rings,8.0
1054,pyridoxine,1054.0,9.151831,10.974023,Morgan + MACCS + CACTVS + descriptors,pyridoxine,1 ring,1.0
10607,podophyllotoxin,10607.0,8.772731,5.0849833,Morgan + MACCS + CACTVS + descriptors,podophyllotoxin,4+ rings,5.0
10609936,sib-1553a,10609936.0,8.152708,6.7965374,Morgan + MACCS + CACTVS + descriptors,sib-1553a,2 rings,2.0
10621,hesperidin,10621.0,8.969755,4.765188,Morgan + MACCS + CACTVS + descriptors,hesperidin,4+ rings,5.0
10630591,ethosuximide,10630591.0,1.3754143,8.997835,Morgan + MACCS + CACTVS + descriptors,ethosuximide,1 ring,1.0
10631,medroxyprogesterone,10631.0,0.11032063,6.7366796,Morgan + MACCS + CACTVS + descriptors,medroxyprogesterone,4+ rings,4.0
10638,monosodium-alpha-luminol,10638.0,7.3920527,8.426559,Morgan + MACCS + CACTVS + descriptors,monosodium-alpha-luminol,2 rings,2.0
10639,rheochrysidin,10639.0,8.424481,4.9834223,Morgan + MACCS + CACTVS + descriptors,rheochrysidin,3 rings,3.0
1066,quinolinic-acid,1066.0,8.855829,10.905254,Morgan + MACCS + CACTVS + descriptors,quinolinic-acid,1 ring,1.0
10668211,r-96544,10668211.0,8.8254595,6.642822,Morgan + MACCS + CACTVS + descriptors,r-96544,3 rings,3.0
10681296,zileuton,10681296.0,7.120044,7.9624267,Morgan + MACCS + CACTVS + descriptors,zileuton,2 rings,2.0
10690,sodium-gluconate,10690.0,0.05042382,8.745756,Morgan + MACCS + CACTVS + descriptors,sodium-gluconate,0 rings,0.0
1069686,jk-184,1069686.0,9.817503,9.659526,Morgan + MACCS + CACTVS + descriptors,jk-184,4+ rings,4.0
10701,azomycin-(2-nitroimidazole),10701.0,5.367442,11.073401,Morgan + MACCS + CACTVS + descriptors,azomycin-(2-nitroimidazole),1 ring,1.0
10718,benzoylpas,10718.0,8.160955,7.472831,Morgan + MACCS + CACTVS + descriptors,benzoylpas,2 rings,2.0
10718956,s-3304,10718956.0,8.353254,9.837236,Morgan + MACCS + CACTVS + descriptors,s-3304,4+ rings,4.0
10745,acetylsalicylsalicylic-acid,10745.0,8.374976,5.323433,Morgan + MACCS + CACTVS + descriptors,acetylsalicylsalicylic-acid,2 rings,2.0
