pubchem_cid_clean,name,pubchem_cid,UMAP1,UMAP2,representation,name_clean,ring_category,ring_count
216456,ocinaplon,216456.0,7.3648415,10.847543,Morgan + MACCS + CACTVS + descriptors,ocinaplon,4+ rings,4.0
216468,indisulam,216468.0,8.170914,9.597431,Morgan + MACCS + CACTVS + descriptors,indisulam,3 rings,3.0
2167221,bay-w-9798,2167221.0,7.3172965,6.679857,Morgan + MACCS + CACTVS + descriptors,bay-w-9798,2 rings,2.0
21678144,dpo-1,21678144.0,6.501636,7.268835,Morgan + MACCS + CACTVS + descriptors,dpo-1,3 rings,3.0
2170,amoxapine,2170.0,8.633766,7.229159,Morgan + MACCS + CACTVS + descriptors,amoxapine,4+ rings,4.0
21700,beclomethasone-dipropionate,21700.0,0.26814434,6.1555705,Morgan + MACCS + CACTVS + descriptors,beclomethasone-dipropionate,4+ rings,4.0
21704,vidarabine,21704.0,6.0966773,11.788011,Morgan + MACCS + CACTVS + descriptors,vidarabine,3 rings,3.0
21706,diadenosine-tetraphosphate,21706.0,6.095658,11.7998495,Morgan + MACCS + CACTVS + descriptors,diadenosine-tetraphosphate,4+ rings,6.0
21744,cefalonium,21744.0,3.2172494,8.046985,Morgan + MACCS + CACTVS + descriptors,cefalonium,4+ rings,4.0
2178,amprolium,2178.0,6.3941517,8.825094,Morgan + MACCS + CACTVS + descriptors,amprolium,2 rings,2.0
2179,amsacrine,2179.0,9.180539,9.679275,Morgan + MACCS + CACTVS + descriptors,amsacrine,4+ rings,4.0
21800,betamethasone-dipropionate,21800.0,0.27269027,6.117693,Morgan + MACCS + CACTVS + descriptors,betamethasone-dipropionate,4+ rings,4.0
21826,triamcinolone-hexacetonide,21826.0,0.30973715,6.0911455,Morgan + MACCS + CACTVS + descriptors,triamcinolone-hexacetonide,4+ rings,5.0
2187,anastrozole,2187.0,7.0501146,9.933124,Morgan + MACCS + CACTVS + descriptors,anastrozole,2 rings,2.0
21874557,vipadenant,21874557.0,9.953231,9.673694,Morgan + MACCS + CACTVS + descriptors,vipadenant,4+ rings,4.0
219024,regadenoson,219024.0,6.1127048,11.790985,Morgan + MACCS + CACTVS + descriptors,regadenoson,4+ rings,4.0
219046,moguisteine,219046.0,8.807593,6.5536137,Morgan + MACCS + CACTVS + descriptors,moguisteine,2 rings,2.0
219100,idronoxil,219100.0,8.423079,5.1708694,Morgan + MACCS + CACTVS + descriptors,idronoxil,3 rings,3.0
219101,traxoprodil,219101.0,7.9990454,6.834394,Morgan + MACCS + CACTVS + descriptors,traxoprodil,3 rings,3.0
2194,anethole-trithione,2194.0,8.256138,5.689404,Morgan + MACCS + CACTVS + descriptors,anethole-trithione,2 rings,2.0
21952380,succinic-acid,21952380.0,0.2603718,8.634822,Morgan + MACCS + CACTVS + descriptors,succinic-acid,0 rings,0.0
2196,aniracetam,2196.0,9.086125,6.7664847,Morgan + MACCS + CACTVS + descriptors,aniracetam,2 rings,2.0
2197,anisindione,2197.0,8.420109,5.225142,Morgan + MACCS + CACTVS + descriptors,anisindione,3 rings,3.0
2200,antazoline,2200.0,6.549219,8.181104,Morgan + MACCS + CACTVS + descriptors,antazoline,3 rings,3.0
2201,9-anthracenecarboxylic-acid,2201.0,7.109249,6.1220875,Morgan + MACCS + CACTVS + descriptors,9-anthracenecarboxylic-acid,3 rings,3.0
2202,anthralin,2202.0,8.111782,5.0895305,Morgan + MACCS + CACTVS + descriptors,anthralin,3 rings,3.0
22024915,icotinib,22024915.0,10.311769,10.386569,Morgan + MACCS + CACTVS + descriptors,icotinib,4+ rings,4.0
22049997,ph-797804,22049997.0,8.659849,7.504101,Morgan + MACCS + CACTVS + descriptors,ph-797804,3 rings,3.0
2206,phenazone,2206.0,7.128605,8.687717,Morgan + MACCS + CACTVS + descriptors,phenazone,2 rings,2.0
2210370,fph1-(brd-6125),2210370.0,8.348687,8.62779,Morgan + MACCS + CACTVS + descriptors,fph1-(brd-6125),2 rings,2.0
221354,nsc-5844,221354.0,7.3375363,10.258542,Morgan + MACCS + CACTVS + descriptors,nsc-5844,4+ rings,4.0
2214,apocynin,2214.0,8.370715,5.5293403,Morgan + MACCS + CACTVS + descriptors,apocynin,1 ring,1.0
221493,cholic-acid,221493.0,0.113586,7.2908497,Morgan + MACCS + CACTVS + descriptors,cholic-acid,4+ rings,4.0
22152353,org-9768,22152353.0,6.435493,7.45751,Morgan + MACCS + CACTVS + descriptors,org-9768,2 rings,2.0
2216,apraclonidine,2216.0,6.791773,8.839711,Morgan + MACCS + CACTVS + descriptors,apraclonidine,2 rings,2.0
2218,aprindine,2218.0,6.575245,8.129685,Morgan + MACCS + CACTVS + descriptors,aprindine,3 rings,3.0
22200891,hjc-0350,22200891.0,8.184383,9.578449,Morgan + MACCS + CACTVS + descriptors,hjc-0350,2 rings,2.0
22227931,y-320,22227931.0,8.168091,10.314663,Morgan + MACCS + CACTVS + descriptors,y-320,4+ rings,5.0
222284,sitosterol,222284.0,-0.13388291,7.146028,Morgan + MACCS + CACTVS + descriptors,sitosterol,4+ rings,4.0
222285,erythritol,222285.0,0.19910581,8.817567,Morgan + MACCS + CACTVS + descriptors,erythritol,0 rings,0.0
22245705,sun-11602,22245705.0,7.2115116,8.241506,Morgan + MACCS + CACTVS + descriptors,sun-11602,3 rings,3.0
222528,deoxycholic-acid,222528.0,0.085201465,7.2683287,Morgan + MACCS + CACTVS + descriptors,deoxycholic-acid,4+ rings,4.0
222656,malic-acid,222656.0,0.10032024,8.736039,Morgan + MACCS + CACTVS + descriptors,malic-acid,0 rings,0.0
222757,estradiol-benzoate,222757.0,8.014232,4.7004123,Morgan + MACCS + CACTVS + descriptors,estradiol-benzoate,4+ rings,5.0
222786,cortisone,222786.0,0.1733027,6.284073,Morgan + MACCS + CACTVS + descriptors,cortisone,4+ rings,4.0
2229,arecaidine-propargyl-ester,2229.0,0.90583897,8.654501,Morgan + MACCS + CACTVS + descriptors,arecaidine-propargyl-ester,1 ring,1.0
2230,arecoline,2230.0,0.96794283,8.701051,Morgan + MACCS + CACTVS + descriptors,arecoline,1 ring,1.0
22347110,pci-29732,22347110.0,10.083266,9.727896,Morgan + MACCS + CACTVS + descriptors,pci-29732,4+ rings,5.0
223997,adrenosterone,223997.0,0.1718377,6.7360263,Morgan + MACCS + CACTVS + descriptors,adrenosterone,4+ rings,4.0
224246,isoflupredone-acetate,224246.0,0.27058148,6.127486,Morgan + MACCS + CACTVS + descriptors,isoflupredone-acetate,4+ rings,4.0
2244,aspirin,2244.0,8.308705,5.3726506,Morgan + MACCS + CACTVS + descriptors,aspirin,1 ring,1.0
2247,astemizole,2247.0,10.153787,9.927219,Morgan + MACCS + CACTVS + descriptors,astemizole,4+ rings,5.0
22494954,adipic-acid,22494954.0,0.27438453,8.583292,Morgan + MACCS + CACTVS + descriptors,adipic-acid,0 rings,0.0
2250650,hlcl-61,2250650.0,9.486482,10.449871,Morgan + MACCS + CACTVS + descriptors,hlcl-61,4+ rings,4.0
2250975,"2,3-dcpe",2250975.0,8.6976385,6.147886,Morgan + MACCS + CACTVS + descriptors,"2,3-dcpe",1 ring,1.0
2252542,sal003,2252542.0,7.1328363,8.483241,Morgan + MACCS + CACTVS + descriptors,sal003,2 rings,2.0
22530,mebhydrolin,22530.0,7.6239157,10.208585,Morgan + MACCS + CACTVS + descriptors,mebhydrolin,4+ rings,4.0
225362,plurisin-1,225362.0,8.239963,11.065593,Morgan + MACCS + CACTVS + descriptors,plurisin-1,2 rings,2.0
225609,fludrocortisone-acetate,225609.0,0.27168214,6.12129,Morgan + MACCS + CACTVS + descriptors,fludrocortisone-acetate,4+ rings,4.0
22609888,mrk-409,22609888.0,10.079419,9.677219,Morgan + MACCS + CACTVS + descriptors,mrk-409,4+ rings,5.0
2265,azathioprine,2265.0,5.6255255,11.158471,Morgan + MACCS + CACTVS + descriptors,azathioprine,3 rings,3.0
2266,azelaic-acid,2266.0,0.36212912,8.453032,Morgan + MACCS + CACTVS + descriptors,azelaic-acid,0 rings,0.0
2273,azosemide,2273.0,8.277468,9.07412,Morgan + MACCS + CACTVS + descriptors,azosemide,3 rings,3.0
2275,sodium-gualenate,2275.0,8.131707,8.339252,Morgan + MACCS + CACTVS + descriptors,sodium-gualenate,2 rings,2.0
22752,lobendazole,22752.0,7.542595,10.672785,Morgan + MACCS + CACTVS + descriptors,lobendazole,2 rings,2.0
227681,mira-1,227681.0,1.3484834,8.921719,Morgan + MACCS + CACTVS + descriptors,mira-1,1 ring,1.0
22839211,mivacurium,22839211.0,7.644972,6.576518,Morgan + MACCS + CACTVS + descriptors,mivacurium,4+ rings,6.0
22879197,sq-22536,22879197.0,6.0507493,11.534131,Morgan + MACCS + CACTVS + descriptors,sq-22536,3 rings,3.0
22880,nmda,22880.0,1.1929287,8.519876,Morgan + MACCS + CACTVS + descriptors,nmda,0 rings,0.0
22884799,cleviprex,22884799.0,7.317696,6.712826,Morgan + MACCS + CACTVS + descriptors,cleviprex,2 rings,2.0
229295,norethisterone-enanthate,229295.0,0.29519233,6.647449,Morgan + MACCS + CACTVS + descriptors,norethisterone-enanthate,4+ rings,4.0
2295463,tcs-3035,2295463.0,8.664956,6.1260977,Morgan + MACCS + CACTVS + descriptors,tcs-3035,2 rings,2.0
2296132,vu0357121,2296132.0,8.631978,7.269355,Morgan + MACCS + CACTVS + descriptors,vu0357121,2 rings,2.0
2298706,reversan,2298706.0,7.1800895,10.99202,Morgan + MACCS + CACTVS + descriptors,reversan,4+ rings,5.0
23009,nimorazole,23009.0,5.2570333,11.058873,Morgan + MACCS + CACTVS + descriptors,nimorazole,2 rings,2.0
2305942,salubrinal,2305942.0,7.795236,10.701985,Morgan + MACCS + CACTVS + descriptors,salubrinal,3 rings,3.0
230710,ml204,230710.0,6.9552684,10.534546,Morgan + MACCS + CACTVS + descriptors,ml204,3 rings,3.0
230748,inca-6,230748.0,6.9023776,6.374853,Morgan + MACCS + CACTVS + descriptors,inca-6,4+ rings,6.0
23087,enbucrilate,23087.0,0.48142907,8.572363,Morgan + MACCS + CACTVS + descriptors,enbucrilate,0 rings,0.0
2310,bemegride,2310.0,1.31869,9.002225,Morgan + MACCS + CACTVS + descriptors,bemegride,1 ring,1.0
23116322,kw-2478,23116322.0,9.154724,6.722523,Morgan + MACCS + CACTVS + descriptors,kw-2478,3 rings,3.0
2313,bendazac,2313.0,9.354533,10.035509,Morgan + MACCS + CACTVS + descriptors,bendazac,3 rings,3.0
231345,cis-acpd,231345.0,1.0532908,8.600912,Morgan + MACCS + CACTVS + descriptors,cis-acpd,1 ring,1.0
23188887,aa-29504,23188887.0,7.1289907,8.209774,Morgan + MACCS + CACTVS + descriptors,aa-29504,2 rings,2.0
2319,benfluralin,2319.0,7.803023,8.253674,Morgan + MACCS + CACTVS + descriptors,benfluralin,1 ring,1.0
233085,ah-7614,233085.0,8.883181,7.970225,Morgan + MACCS + CACTVS + descriptors,ah-7614,4+ rings,4.0
2333,benzbromarone,2333.0,8.438755,5.082528,Morgan + MACCS + CACTVS + descriptors,benzbromarone,3 rings,3.0
23342,creatinol-phosphate,23342.0,0.9058998,9.032991,Morgan + MACCS + CACTVS + descriptors,creatinol-phosphate,0 rings,0.0
2335,benzethonium,2335.0,7.5416045,6.560147,Morgan + MACCS + CACTVS + descriptors,benzethonium,2 rings,2.0
2337,benzocaine,2337.0,8.064419,7.3563266,Morgan + MACCS + CACTVS + descriptors,benzocaine,1 ring,1.0
23384,bonaphthone,23384.0,6.8749995,6.392206,Morgan + MACCS + CACTVS + descriptors,bonaphthone,2 rings,2.0
2345,benzyl-benzoate,2345.0,7.1557746,6.235142,Morgan + MACCS + CACTVS + descriptors,benzyl-benzoate,2 rings,2.0
2346,benzyl-isothiocyanate,2346.0,6.5074415,7.3998747,Morgan + MACCS + CACTVS + descriptors,benzyl-isothiocyanate,1 ring,1.0
23497,melevodopa,23497.0,7.9200034,6.4956737,Morgan + MACCS + CACTVS + descriptors,melevodopa,1 ring,1.0
2353,berberine,2353.0,9.787928,10.538185,Morgan + MACCS + CACTVS + descriptors,berberine,4+ rings,5.0
2354,diminazene-aceturate,2354.0,6.7889385,8.70364,Morgan + MACCS + CACTVS + descriptors,diminazene-aceturate,2 rings,2.0
235414,oxacyclohexadecan-2-one,235414.0,0.34526515,8.488057,Morgan + MACCS + CACTVS + descriptors,oxacyclohexadecan-2-one,1 ring,1.0
2355,bergapten,2355.0,8.456554,5.027038,Morgan + MACCS + CACTVS + descriptors,bergapten,3 rings,3.0
23582412,fevipiprant,23582412.0,8.2857895,9.882394,Morgan + MACCS + CACTVS + descriptors,fevipiprant,3 rings,3.0
23582824,gsk1059615,23582824.0,8.136862,10.7346115,Morgan + MACCS + CACTVS + descriptors,gsk1059615,4+ rings,4.0
23583507,am-1241,23583507.0,8.227796,10.644325,Morgan + MACCS + CACTVS + descriptors,am-1241,4+ rings,4.0
235905,allylestrenol,235905.0,-0.039905425,6.984135,Morgan + MACCS + CACTVS + descriptors,allylestrenol,4+ rings,4.0
23622192,alaproclate,23622192.0,7.2976108,6.9471083,Morgan + MACCS + CACTVS + descriptors,alaproclate,1 ring,1.0
23626877,t-5224,23626877.0,8.584436,5.143406,Morgan + MACCS + CACTVS + descriptors,t-5224,4+ rings,5.0
23631116,yil-781,23631116.0,9.139583,7.5107017,Morgan + MACCS + CACTVS + descriptors,yil-781,4+ rings,4.0
23633604,lx1031,23633604.0,9.948211,10.216501,Morgan + MACCS + CACTVS + descriptors,lx1031,4+ rings,4.0
23634407,emd534085,23634407.0,7.463175,8.120095,Morgan + MACCS + CACTVS + descriptors,emd534085,4+ rings,4.0
23634441,vadadustat,23634441.0,9.230061,10.589984,Morgan + MACCS + CACTVS + descriptors,vadadustat,2 rings,2.0
23635314,kx2-391,23635314.0,9.687046,10.201937,Morgan + MACCS + CACTVS + descriptors,kx2-391,4+ rings,4.0
23636017,tcs-hdac6-20b,23636017.0,1.2953687,8.286837,Morgan + MACCS + CACTVS + descriptors,tcs-hdac6-20b,4+ rings,4.0
23642227,onx-0914,23642227.0,8.71908,6.878718,Morgan + MACCS + CACTVS + descriptors,onx-0914,4+ rings,4.0
23642301,elacestrant,23642301.0,8.713518,6.8984118,Morgan + MACCS + CACTVS + descriptors,elacestrant,4+ rings,4.0
23642319,a-867744,23642319.0,8.2516365,9.540667,Morgan + MACCS + CACTVS + descriptors,a-867744,3 rings,3.0
23642339,int-767,23642339.0,0.091912545,7.2922893,Morgan + MACCS + CACTVS + descriptors,int-767,4+ rings,4.0
23643976,p276-00,23643976.0,9.017147,6.879562,Morgan + MACCS + CACTVS + descriptors,p276-00,4+ rings,4.0
23648966,ft011,23648966.0,8.621064,7.259529,Morgan + MACCS + CACTVS + descriptors,ft011,2 rings,2.0
23649154,tegobuvir,23649154.0,6.8818088,10.593152,Morgan + MACCS + CACTVS + descriptors,tegobuvir,4+ rings,5.0
23649181,crolibulin,23649181.0,8.876841,6.9425,Morgan + MACCS + CACTVS + descriptors,crolibulin,3 rings,3.0
23649245,pavinetant,23649245.0,8.372821,9.8346405,Morgan + MACCS + CACTVS + descriptors,pavinetant,4+ rings,4.0
23649325,azd1283,23649325.0,8.66316,9.711192,Morgan + MACCS + CACTVS + descriptors,azd1283,3 rings,3.0
2365,propiolactone,2365.0,0.32849103,8.702763,Morgan + MACCS + CACTVS + descriptors,propiolactone,1 ring,1.0
23652731,eliglustat,23652731.0,9.112122,6.7212152,Morgan + MACCS + CACTVS + descriptors,eliglustat,3 rings,3.0
23652732,genz-123346,23652732.0,9.1166525,6.714191,Morgan + MACCS + CACTVS + descriptors,genz-123346,3 rings,3.0
23653175,actb-1003,23653175.0,7.2189393,10.887161,Morgan + MACCS + CACTVS + descriptors,actb-1003,4+ rings,5.0
23653541,aai101,23653541.0,1.9189847,8.483427,Morgan + MACCS + CACTVS + descriptors,aai101,3 rings,3.0
2366,betahistine,2366.0,7.0218315,10.063475,Morgan + MACCS + CACTVS + descriptors,betahistine,1 ring,1.0
23661637,pf-429242,23661637.0,9.042524,7.060731,Morgan + MACCS + CACTVS + descriptors,pf-429242,3 rings,3.0
23661666,cvt-10216,23661666.0,8.950861,8.070666,Morgan + MACCS + CACTVS + descriptors,cvt-10216,4+ rings,4.0
236702,dexamethasone-acetate,236702.0,0.2777424,6.109713,Morgan + MACCS + CACTVS + descriptors,dexamethasone-acetate,4+ rings,4.0
23674,actinoquinol,23674.0,9.172739,9.817392,Morgan + MACCS + CACTVS + descriptors,actinoquinol,2 rings,2.0
23725123,pf-915275,23725123.0,8.274515,9.539843,Morgan + MACCS + CACTVS + descriptors,pf-915275,3 rings,3.0
23725625,olaparib,23725625.0,7.135786,8.119077,Morgan + MACCS + CACTVS + descriptors,olaparib,4+ rings,5.0
23727689,almorexant,23727689.0,9.151354,6.8211603,Morgan + MACCS + CACTVS + descriptors,almorexant,4+ rings,4.0
23729157,tirasemtiv,23729157.0,5.774783,11.331221,Morgan + MACCS + CACTVS + descriptors,tirasemtiv,2 rings,2.0
237332,5-hmf,237332.0,8.33035,5.539218,Morgan + MACCS + CACTVS + descriptors,5-hmf,1 ring,1.0
2374,bhq,2374.0,7.8284316,5.571787,Morgan + MACCS + CACTVS + descriptors,bhq,1 ring,1.0
2375,bicalutamide,2375.0,8.326789,8.627932,Morgan + MACCS + CACTVS + descriptors,bicalutamide,2 rings,2.0
2377,bifemelane,2377.0,8.750606,6.4070745,Morgan + MACCS + CACTVS + descriptors,bifemelane,2 rings,2.0
23872188,diclofensine,23872188.0,8.764277,6.7530007,Morgan + MACCS + CACTVS + descriptors,diclofensine,3 rings,3.0
2391,bisacodyl,2391.0,9.451035,10.559686,Morgan + MACCS + CACTVS + descriptors,bisacodyl,3 rings,3.0
2392,pibenzimol,2392.0,7.326746,10.764932,Morgan + MACCS + CACTVS + descriptors,pibenzimol,4+ rings,6.0
23928184,7-hydroxy-dpat,23928184.0,8.1980715,6.735146,Morgan + MACCS + CACTVS + descriptors,7-hydroxy-dpat,2 rings,2.0
2396,gf109203x,2396.0,8.277456,10.692403,Morgan + MACCS + CACTVS + descriptors,gf109203x,4+ rings,5.0
2406,bithionol,2406.0,7.8044424,5.6271605,Morgan + MACCS + CACTVS + descriptors,bithionol,2 rings,2.0
24066,zalcitabine,24066.0,2.4183714,9.680701,Morgan + MACCS + CACTVS + descriptors,zalcitabine,2 rings,2.0
240767,fluorometholone-acetate,240767.0,0.25817412,6.0962043,Morgan + MACCS + CACTVS + descriptors,fluorometholone-acetate,4+ rings,4.0
24144,acrisorcin,24144.0,9.406499,10.677859,Morgan + MACCS + CACTVS + descriptors,acrisorcin,4+ rings,4.0
2415,bml-190,2415.0,9.228722,10.161214,Morgan + MACCS + CACTVS + descriptors,bml-190,4+ rings,4.0
24180125,srt1720,24180125.0,7.6573396,10.5943985,Morgan + MACCS + CACTVS + descriptors,srt1720,4+ rings,6.0
24180719,plx4720,24180719.0,7.9445515,9.879971,Morgan + MACCS + CACTVS + descriptors,plx4720,3 rings,3.0
2419,bmy-7378,2419.0,9.110306,7.2805676,Morgan + MACCS + CACTVS + descriptors,bmy-7378,4+ rings,4.0
24267,sodium-monofluorophosphate,24267.0,0.41385937,9.09107,Morgan + MACCS + CACTVS + descriptors,sodium-monofluorophosphate,0 rings,0.0
24278976,vuf10166,24278976.0,6.925346,10.568464,Morgan + MACCS + CACTVS + descriptors,vuf10166,3 rings,3.0
243,benzoic-acid,243.0,7.1525207,6.194718,Morgan + MACCS + CACTVS + descriptors,benzoic-acid,1 ring,1.0
2431,bretylium,2431.0,6.4804745,8.163637,Morgan + MACCS + CACTVS + descriptors,bretylium,1 ring,1.0
2435,brimonidine,2435.0,6.967704,10.255766,Morgan + MACCS + CACTVS + descriptors,brimonidine,3 rings,3.0
24360,camptothecin,24360.0,8.886174,10.487068,Morgan + MACCS + CACTVS + descriptors,camptothecin,4+ rings,5.0
2438,brl-54443,2438.0,9.254226,10.714441,Morgan + MACCS + CACTVS + descriptors,brl-54443,3 rings,3.0
244,benzyl-alcohol,244.0,7.425354,5.9688272,Morgan + MACCS + CACTVS + descriptors,benzyl-alcohol,1 ring,1.0
2442,bromhexine,2442.0,6.613877,8.204709,Morgan + MACCS + CACTVS + descriptors,bromhexine,2 rings,2.0
2446,bromopride,2446.0,8.979151,7.3341665,Morgan + MACCS + CACTVS + descriptors,bromopride,1 ring,1.0
2448,bromperidol,2448.0,7.311991,7.0544033,Morgan + MACCS + CACTVS + descriptors,bromperidol,3 rings,3.0
2450,bronopol,2450.0,0.52477825,8.911236,Morgan + MACCS + CACTVS + descriptors,bronopol,0 rings,0.0
2453,broxyquinoline,2453.0,9.269105,10.925372,Morgan + MACCS + CACTVS + descriptors,broxyquinoline,2 rings,2.0
2455,ym-58483,2455.0,7.809472,10.17278,Morgan + MACCS + CACTVS + descriptors,ym-58483,3 rings,3.0
2457,bu-224,2457.0,7.0997143,10.277823,Morgan + MACCS + CACTVS + descriptors,bu-224,3 rings,3.0
2466,bufexamac,2466.0,8.707098,6.3222184,Morgan + MACCS + CACTVS + descriptors,bufexamac,1 ring,1.0
2467,buflomedil,2467.0,9.068433,6.755742,Morgan + MACCS + CACTVS + descriptors,buflomedil,2 rings,2.0
24705,octamethyltrisiloxane,24705.0,0.4533844,9.068417,Morgan + MACCS + CACTVS + descriptors,octamethyltrisiloxane,0 rings,0.0
2471,bumetanide,2471.0,8.949784,8.083687,Morgan + MACCS + CACTVS + descriptors,bumetanide,2 rings,2.0
2472,bunazosin,2472.0,10.636902,10.378999,Morgan + MACCS + CACTVS + descriptors,bunazosin,3 rings,3.0
24733,alfadolone-acetate,24733.0,0.15721738,7.2865553,Morgan + MACCS + CACTVS + descriptors,alfadolone-acetate,4+ rings,4.0
24737642,lcl-161,24737642.0,7.958801,10.280776,Morgan + MACCS + CACTVS + descriptors,lcl-161,4+ rings,4.0
24739943,ast-1306,24739943.0,10.316613,10.303916,Morgan + MACCS + CACTVS + descriptors,ast-1306,4+ rings,4.0
24744336,apararenone,24744336.0,8.983174,8.028125,Morgan + MACCS + CACTVS + descriptors,apararenone,3 rings,3.0
24748573,cx-4945,24748573.0,8.554504,10.881143,Morgan + MACCS + CACTVS + descriptors,cx-4945,4+ rings,4.0
24749700,pbi-4050,24749700.0,7.134344,6.2121167,Morgan + MACCS + CACTVS + descriptors,pbi-4050,1 ring,1.0
24750357,4-p-pdot,24750357.0,6.6941686,7.555352,Morgan + MACCS + CACTVS + descriptors,4-p-pdot,3 rings,3.0
24752728,fps-zm1,24752728.0,6.9065948,7.839408,Morgan + MACCS + CACTVS + descriptors,fps-zm1,3 rings,3.0
24753719,pci-34051,24753719.0,9.33429,10.331487,Morgan + MACCS + CACTVS + descriptors,pci-34051,3 rings,3.0
24756034,bfh772,24756034.0,9.98388,10.274011,Morgan + MACCS + CACTVS + descriptors,bfh772,4+ rings,4.0
24756910,cudc-101,24756910.0,10.359591,10.403035,Morgan + MACCS + CACTVS + descriptors,cudc-101,3 rings,3.0
247573,bornyl-acetate,247573.0,0.08381212,7.4704285,Morgan + MACCS + CACTVS + descriptors,bornyl-acetate,2 rings,2.0
24764,dimethicone,24764.0,0.4957365,9.08897,Morgan + MACCS + CACTVS + descriptors,dimethicone,0 rings,0.0
24764449,amg458,24764449.0,10.134054,10.127358,Morgan + MACCS + CACTVS + descriptors,amg458,4+ rings,5.0
24764487,gefapixant,24764487.0,9.092894,9.553562,Morgan + MACCS + CACTVS + descriptors,gefapixant,2 rings,2.0
24764491,dwk-1339,24764491.0,8.619171,4.989463,Morgan + MACCS + CACTVS + descriptors,dwk-1339,3 rings,3.0
24765037,pexmetinib,24765037.0,10.122748,9.933269,Morgan + MACCS + CACTVS + descriptors,pexmetinib,4+ rings,5.0
24765256,vaniprevir,24765256.0,8.292203,8.479499,Morgan + MACCS + CACTVS + descriptors,vaniprevir,4+ rings,6.0
24765479,mk-8998,24765479.0,9.710479,10.257683,Morgan + MACCS + CACTVS + descriptors,mk-8998,2 rings,2.0
24767976,tak-593,24767976.0,10.044838,9.822575,Morgan + MACCS + CACTVS + descriptors,tak-593,4+ rings,5.0
24768261,a-922500,24768261.0,7.8935523,7.7105813,Morgan + MACCS + CACTVS + descriptors,a-922500,4+ rings,4.0
24768273,a922500,24768273.0,7.893938,7.7085466,Morgan + MACCS + CACTVS + descriptors,a922500,4+ rings,4.0
2477,buspirone,2477.0,6.9245954,11.306889,Morgan + MACCS + CACTVS + descriptors,buspirone,4+ rings,4.0
24771824,pf-04457845,24771824.0,10.107988,10.0337925,Morgan + MACCS + CACTVS + descriptors,pf-04457845,4+ rings,4.0
24771867,alisertib,24771867.0,10.024532,10.301898,Morgan + MACCS + CACTVS + descriptors,alisertib,4+ rings,5.0
24772043,tenovin-6,24772043.0,7.273805,8.161318,Morgan + MACCS + CACTVS + descriptors,tenovin-6,2 rings,2.0
24773090,api-1,24773090.0,6.087109,11.773327,Morgan + MACCS + CACTVS + descriptors,api-1,3 rings,3.0
24775005,sonidegib,24775005.0,9.946938,10.085842,Morgan + MACCS + CACTVS + descriptors,sonidegib,4+ rings,4.0
24776341,tc-fpr-43,24776341.0,7.106554,8.645781,Morgan + MACCS + CACTVS + descriptors,tc-fpr-43,3 rings,3.0
24776445,vismodegib,24776445.0,8.2196045,9.621511,Morgan + MACCS + CACTVS + descriptors,vismodegib,3 rings,3.0
24779724,sgx523,24779724.0,6.737746,10.651885,Morgan + MACCS + CACTVS + descriptors,sgx523,4+ rings,5.0
2478,busulfan,2478.0,0.46055263,8.922307,Morgan + MACCS + CACTVS + descriptors,busulfan,0 rings,0.0
24780598,danirixin,24780598.0,8.805444,8.134744,Morgan + MACCS + CACTVS + descriptors,danirixin,3 rings,3.0
24783396,tc-a-2317,24783396.0,6.958427,10.764594,Morgan + MACCS + CACTVS + descriptors,tc-a-2317,2 rings,2.0
247839,medrysone,247839.0,0.13603325,6.7181244,Morgan + MACCS + CACTVS + descriptors,medrysone,4+ rings,4.0
24785538,bms-754807,24785538.0,7.2997055,10.982195,Morgan + MACCS + CACTVS + descriptors,bms-754807,4+ rings,6.0
24786010,apck-110,24786010.0,10.080916,9.732709,Morgan + MACCS + CACTVS + descriptors,apck-110,4+ rings,4.0
24786555,bnc105,24786555.0,8.604197,4.95195,Morgan + MACCS + CACTVS + descriptors,bnc105,3 rings,3.0
24788740,gdc-0068,24788740.0,7.531011,11.117553,Morgan + MACCS + CACTVS + descriptors,gdc-0068,4+ rings,4.0
24794418,bms-777607,24794418.0,10.044512,10.287947,Morgan + MACCS + CACTVS + descriptors,bms-777607,4+ rings,4.0
24795069,valbenazine,24795069.0,9.244246,6.656797,Morgan + MACCS + CACTVS + descriptors,valbenazine,3 rings,3.0
24795070,sgi-1776,24795070.0,10.146595,9.74196,Morgan + MACCS + CACTVS + descriptors,sgi-1776,4+ rings,4.0
248,betaine,248.0,1.2376302,9.700885,Morgan + MACCS + CACTVS + descriptors,betaine,0 rings,0.0
2480,butacaine,2480.0,8.120869,7.2936573,Morgan + MACCS + CACTVS + descriptors,butacaine,1 ring,1.0
24800108,mcoppb,24800108.0,6.923109,10.73205,Morgan + MACCS + CACTVS + descriptors,mcoppb,4+ rings,5.0
24800541,delanzomib,24800541.0,8.377986,10.887918,Morgan + MACCS + CACTVS + descriptors,delanzomib,2 rings,2.0
24801690,bms-ccr2-22,24801690.0,7.394499,8.320498,Morgan + MACCS + CACTVS + descriptors,bms-ccr2-22,3 rings,3.0
24808138,st-2825,24808138.0,9.109764,7.4628468,Morgan + MACCS + CACTVS + descriptors,st-2825,4+ rings,5.0
24808478,thiamet-g,24808478.0,1.5251287,8.531368,Morgan + MACCS + CACTVS + descriptors,thiamet-g,2 rings,2.0
