pubchem_cid_clean,name,pubchem_cid,UMAP1,UMAP2,representation,name_clean,moa_clean,moa_category
73415769,bismuth-subgallate,73415769.0,8.295355,5.2355614,Morgan + MACCS + CACTVS + descriptors,bismuth-subgallate,nitric oxide synthase inhibitor,Other MoA
73415990,2-octyldodecan-1-ol,73415990.0,0.5052823,8.471124,Morgan + MACCS + CACTVS + descriptors,2-octyldodecan-1-ol,,Unknown
73416025,chlorphensin-carbamate,73416025.0,8.564846,5.7897105,Morgan + MACCS + CACTVS + descriptors,chlorphensin-carbamate,muscle relaxant,Other MoA
73416109,atracurium,73416109.0,7.646389,6.577867,Morgan + MACCS + CACTVS + descriptors,atracurium,acetylcholine receptor antagonist,acetylcholine receptor antagonist
73416161,pinaverium,73416161.0,7.759366,6.529977,Morgan + MACCS + CACTVS + descriptors,pinaverium,T-type calcium channel blocker,Other MoA
73416261,ioxilan,73416261.0,7.604598,7.9220905,Morgan + MACCS + CACTVS + descriptors,ioxilan,radiopaque medium,Other MoA
73416445,lumefantrine,73416445.0,7.6894665,6.8254824,Morgan + MACCS + CACTVS + descriptors,lumefantrine,antimalarial agent,Other MoA
73425805,bet-bay-002,73425805.0,7.3135815,10.309401,Morgan + MACCS + CACTVS + descriptors,bet-bay-002,bromodomain inhibitor,Other MoA
73427235,ptc-028,73427235.0,6.9234924,10.514296,Morgan + MACCS + CACTVS + descriptors,ptc-028,BMI-1 inhibitor,Other MoA
73442743,cpi-360,73442743.0,8.593413,10.448031,Morgan + MACCS + CACTVS + descriptors,cpi-360,histone lysine methyltransferase inhibitor,Other MoA
7347,tetramethylthiuram-monosulfide,7347.0,0.8567734,9.326575,Morgan + MACCS + CACTVS + descriptors,tetramethylthiuram-monosulfide,,Unknown
73549,tryptanthrin,73549.0,7.462032,8.6065445,Morgan + MACCS + CACTVS + descriptors,tryptanthrin,cyclooxygenase inhibitor,cyclooxygenase inhibitor
73554252,carboplatin,73554252.0,0.53522134,8.799586,Morgan + MACCS + CACTVS + descriptors,carboplatin,DNA alkylating agent|DNA inhibitor,Other MoA
73555129,k-ras(g12c)-inhibitor-12,73555129.0,8.402526,7.6684093,Morgan + MACCS + CACTVS + descriptors,k-ras(g12c)-inhibitor-12,K-Ras inhibitor,Other MoA
73581,bilobalide,73581.0,0.46378952,7.3516273,Morgan + MACCS + CACTVS + descriptors,bilobalide,GABA receptor modulator,Other MoA
73602827,thz1,73602827.0,7.706728,11.058109,Morgan + MACCS + CACTVS + descriptors,thz1,CDK inhibitor,Other MoA
736041,orphenadrine,736041.0,7.7214127,6.826793,Morgan + MACCS + CACTVS + descriptors,orphenadrine,acetylcholine receptor antagonist,acetylcholine receptor antagonist
736190,fenclonine-(+/-),736190.0,7.345595,7.0325766,Morgan + MACCS + CACTVS + descriptors,fenclonine-(+/-),tryptophan hydroxylase inhibitor,Other MoA
73669656,ce3f4,73669656.0,6.758837,8.243803,Morgan + MACCS + CACTVS + descriptors,ce3f4,rap guanine nucleotide exchange factor inhibitor,Other MoA
736715,cis-urocanic-acid,736715.0,5.6909194,11.142741,Morgan + MACCS + CACTVS + descriptors,cis-urocanic-acid,serotonin receptor agonist,Other MoA
736879,petcm,736879.0,8.980628,11.018194,Morgan + MACCS + CACTVS + descriptors,petcm,caspase activator,Other MoA
73707353,dihydrostreptomycin,73707353.0,1.6025385,7.5308123,Morgan + MACCS + CACTVS + descriptors,dihydrostreptomycin,bacterial 30S ribosomal subunit inhibitor,Other MoA
73707377,6-diazo-5-oxo-l-norleucine,73707377.0,1.1912948,9.232887,Morgan + MACCS + CACTVS + descriptors,6-diazo-5-oxo-l-norleucine,glutamate receptor antagonist|glutaminase inhibitor,Other MoA
73707447,lanatoside-c,73707447.0,0.7843184,7.201292,Morgan + MACCS + CACTVS + descriptors,lanatoside-c,cardiac glycoside,Other MoA
73774610,td139,73774610.0,7.226734,10.5432825,Morgan + MACCS + CACTVS + descriptors,td139,anti-inflammatory agent,Other MoA
73777259,onc201,73777259.0,7.166164,8.463437,Morgan + MACCS + CACTVS + descriptors,onc201,AKT inhibitor|MAP kinase inhibitor,Other MoA
738301,necrostatin-1,738301.0,8.265679,10.694221,Morgan + MACCS + CACTVS + descriptors,necrostatin-1,RIPK inhibitor,Other MoA
7389,arsanilic-acid,7389.0,6.956626,8.651852,Morgan + MACCS + CACTVS + descriptors,arsanilic-acid,,Unknown
7393,4-tert-butylphenol,7393.0,7.7878675,5.57506,Morgan + MACCS + CACTVS + descriptors,4-tert-butylphenol,,Unknown
73952246,bivalirudin,73952246.0,5.786802,5.4680586,Morgan + MACCS + CACTVS + descriptors,bivalirudin,thrombin inhibitor,Other MoA
7405,pidolic-acid,7405.0,1.3439157,8.5601845,Morgan + MACCS + CACTVS + descriptors,pidolic-acid,,Unknown
74223726,pf-06412562,74223726.0,10.072368,9.79045,Morgan + MACCS + CACTVS + descriptors,pf-06412562,dopamine receptor partial agonist,Other MoA
7427,cabaletta,7427.0,-0.042556167,8.65204,Morgan + MACCS + CACTVS + descriptors,cabaletta,pharmacological chaperone,Other MoA
7436,adrenalone,7436.0,8.084276,6.360352,Morgan + MACCS + CACTVS + descriptors,adrenalone,adrenergic receptor agonist,adrenergic receptor agonist
743974,gsk37647,743974.0,8.932233,8.109751,Morgan + MACCS + CACTVS + descriptors,gsk37647,free fatty acid receptor agonist,Other MoA
7454812,ml141,7454812.0,9.000846,8.326339,Morgan + MACCS + CACTVS + descriptors,ml141,GTPase inhibitor,Other MoA
7456,methylparaben,7456.0,8.196593,5.4988694,Morgan + MACCS + CACTVS + descriptors,methylparaben,other antifungal,Other MoA
74603,"1,2,3,4,5,6-hexabromocyclohexane",74603.0,0.37804645,9.129548,Morgan + MACCS + CACTVS + descriptors,"1,2,3,4,5,6-hexabromocyclohexane",JAK inhibitor,Other MoA
7464118,heclin,7464118.0,8.684333,7.316004,Morgan + MACCS + CACTVS + descriptors,heclin,ubiquitin ligase inhibitor,Other MoA
74663,"2,5-furandimethanol",74663.0,8.383045,5.5445623,Morgan + MACCS + CACTVS + descriptors,"2,5-furandimethanol",hemoglobin modulator,Other MoA
747218,caccinh-a01,747218.0,8.858121,7.6366105,Morgan + MACCS + CACTVS + descriptors,caccinh-a01,calcium-activated chloride channel inhibitor,Other MoA
74765349,ornithine,74765349.0,1.1105566,8.571104,Morgan + MACCS + CACTVS + descriptors,ornithine,NFkB pathway modulator,Other MoA
74839,afalanine,74839.0,7.267918,7.2190065,Morgan + MACCS + CACTVS + descriptors,afalanine,dopamine receptor agonist,Other MoA
74891315,asc-j9,74891315.0,8.413536,5.6291113,Morgan + MACCS + CACTVS + descriptors,asc-j9,androgen receptor enhancer,Other MoA
750,azd4282,750.0,1.0291936,8.624239,Morgan + MACCS + CACTVS + descriptors,azd4282,glutamate receptor antagonist,glutamate receptor antagonist
7510,nicotinyl-alcohol-tartrate,7510.0,8.966034,11.02359,Morgan + MACCS + CACTVS + descriptors,nicotinyl-alcohol-tartrate,,Unknown
7533,cyclamic-acid,7533.0,0.8055581,8.999269,Morgan + MACCS + CACTVS + descriptors,cyclamic-acid,,Unknown
753704,ski-ii,753704.0,8.89107,9.824075,Morgan + MACCS + CACTVS + descriptors,ski-ii,sphingosine kinase inhibitor,Other MoA
7547,triclocarban,7547.0,6.9033504,8.711815,Morgan + MACCS + CACTVS + descriptors,triclocarban,other antibiotic,Other MoA
75593290,desidustat,75593290.0,7.7100263,7.900088,Morgan + MACCS + CACTVS + descriptors,desidustat,hypoxia inducible factor prolyl hydroxylase inhibitor,Other MoA
75645652,u-0124,75645652.0,0.86155653,9.3112545,Morgan + MACCS + CACTVS + descriptors,u-0124,MEK inhibitor,Other MoA
7566768,benaxibine,7566768.0,7.768605,7.64839,Morgan + MACCS + CACTVS + descriptors,benaxibine,,Unknown
75743,zami-633,75743.0,1.0789202,8.877127,Morgan + MACCS + CACTVS + descriptors,zami-633,urease inhibitor,Other MoA
7582,dicyclohexylamine,7582.0,0.9586607,9.272715,Morgan + MACCS + CACTVS + descriptors,dicyclohexylamine,,Unknown
7588,phenacaine,7588.0,8.622591,7.0707903,Morgan + MACCS + CACTVS + descriptors,phenacaine,local anesthetic,Other MoA
75919,2-pyridylethylamine,75919.0,6.993959,10.066767,Morgan + MACCS + CACTVS + descriptors,2-pyridylethylamine,histamine receptor agonist,Other MoA
7594,diphenylguanidine,7594.0,6.763681,8.683816,Morgan + MACCS + CACTVS + descriptors,diphenylguanidine,,Unknown
760423,remacemide,760423.0,6.8785214,7.6041727,Morgan + MACCS + CACTVS + descriptors,remacemide,glutamate receptor antagonist,glutamate receptor antagonist
76071881,pf-06260414,76071881.0,8.060736,9.768929,Morgan + MACCS + CACTVS + descriptors,pf-06260414,androgen receptor modulator,Other MoA
761523,m-3m3fbs,761523.0,8.299688,8.648907,Morgan + MACCS + CACTVS + descriptors,m-3m3fbs,phospholipase activator,Other MoA
7616033,h-151,7616033.0,7.969897,10.564587,Morgan + MACCS + CACTVS + descriptors,h-151,STING antagonist,Other MoA
7619,n-oxydiethylenebenzothiazole-2-sulfenamide,7619.0,7.1124167,9.775644,Morgan + MACCS + CACTVS + descriptors,n-oxydiethylenebenzothiazole-2-sulfenamide,,Unknown
76285486,a-366,76285486.0,9.2109785,6.7353225,Morgan + MACCS + CACTVS + descriptors,a-366,histone lysine methyltransferase inhibitor,Other MoA
7638,monobenzone,7638.0,8.170762,5.6747494,Morgan + MACCS + CACTVS + descriptors,monobenzone,melanin inhibitor,Other MoA
76551,isoleucine,76551.0,1.0645968,8.59622,Morgan + MACCS + CACTVS + descriptors,isoleucine,,Unknown
76685059,azd8835,76685059.0,6.382841,11.376485,Morgan + MACCS + CACTVS + descriptors,azd8835,PI3K inhibitor,Other MoA
76685216,zoliflodacin,76685216.0,9.278214,8.285163,Morgan + MACCS + CACTVS + descriptors,zoliflodacin,antibacterial,Other MoA
76956332,nicainoprol,76956332.0,9.649834,10.295274,Morgan + MACCS + CACTVS + descriptors,nicainoprol,angiotensin converting enzyme inhibitor,Other MoA
76956360,letosteine,76956360.0,1.3910768,8.519724,Morgan + MACCS + CACTVS + descriptors,letosteine,mucolytic agent,Other MoA
76956376,liarozole,76956376.0,7.029846,10.398237,Morgan + MACCS + CACTVS + descriptors,liarozole,cytochrome P450 inhibitor,Other MoA
76958126,mifobate,76958126.0,7.654655,5.846548,Morgan + MACCS + CACTVS + descriptors,mifobate,PPAR receptor antagonist,Other MoA
76958312,pki-179,76958312.0,7.0857563,11.05601,Morgan + MACCS + CACTVS + descriptors,pki-179,mTOR inhibitor|PI3K inhibitor,Other MoA
76958517,floctafenine,76958517.0,8.781634,10.829224,Morgan + MACCS + CACTVS + descriptors,floctafenine,cyclooxygenase inhibitor,cyclooxygenase inhibitor
76958553,talarozole,76958553.0,7.3077064,10.233743,Morgan + MACCS + CACTVS + descriptors,talarozole,cytochrome P450 inhibitor,Other MoA
76958671,talopram,76958671.0,7.5968504,6.8794856,Morgan + MACCS + CACTVS + descriptors,talopram,adrenergic inhibitor,Other MoA
76958673,mdl-11939,76958673.0,7.435848,6.9859195,Morgan + MACCS + CACTVS + descriptors,mdl-11939,serotonin receptor antagonist,serotonin receptor antagonist
76958749,topilutamide,76958749.0,7.778834,8.153355,Morgan + MACCS + CACTVS + descriptors,topilutamide,androgen receptor antagonist,Other MoA
76959723,letrazuril,76959723.0,7.1243396,8.627973,Morgan + MACCS + CACTVS + descriptors,letrazuril,antiinfective drug,Other MoA
76959758,ozolinone,76959758.0,1.6806962,8.659114,Morgan + MACCS + CACTVS + descriptors,ozolinone,diuretic,Other MoA
76960918,picartamide,76960918.0,7.0743103,10.066098,Morgan + MACCS + CACTVS + descriptors,picartamide,H+/K+-ATPase inhibitor,Other MoA
76961135,isotiquimide,76961135.0,7.030013,10.132188,Morgan + MACCS + CACTVS + descriptors,isotiquimide,,Unknown
76961142,apronal,76961142.0,1.1824915,8.92945,Morgan + MACCS + CACTVS + descriptors,apronal,cytochrome P450 modulator,Other MoA
76961439,edaglitazone,76961439.0,9.389315,9.677209,Morgan + MACCS + CACTVS + descriptors,edaglitazone,PPAR receptor agonist,Other MoA
76961763,parcetasal,76961763.0,8.657786,7.286777,Morgan + MACCS + CACTVS + descriptors,parcetasal,anti-inflammatory agent,Other MoA
76961845,flumecinol,76961845.0,7.515609,5.814536,Morgan + MACCS + CACTVS + descriptors,flumecinol,,Unknown
76962234,pirmenol,76962234.0,8.607062,10.864428,Morgan + MACCS + CACTVS + descriptors,pirmenol,acetylcholine receptor inhibitor,Other MoA
76962475,efatutazone,76962475.0,9.738728,9.695091,Morgan + MACCS + CACTVS + descriptors,efatutazone,PPAR receptor agonist,Other MoA
76962943,cgp-12177,76962943.0,8.7199335,6.934165,Morgan + MACCS + CACTVS + descriptors,cgp-12177,adrenergic receptor agonist,adrenergic receptor agonist
76963054,trebenzomine,76963054.0,8.500624,6.685955,Morgan + MACCS + CACTVS + descriptors,trebenzomine,,Unknown
76963724,atb-346,76963724.0,8.499657,5.754717,Morgan + MACCS + CACTVS + descriptors,atb-346,cyclooxygenase inhibitor,cyclooxygenase inhibitor
76964490,iocetamic-acid,76964490.0,7.418325,7.8726897,Morgan + MACCS + CACTVS + descriptors,iocetamic-acid,radiopaque medium,Other MoA
76964677,cloranolol,76964677.0,8.652831,6.133379,Morgan + MACCS + CACTVS + descriptors,cloranolol,adrenergic receptor antagonist,adrenergic receptor antagonist
76965201,04/01/46,76965201.0,1.3021241,8.579455,Morgan + MACCS + CACTVS + descriptors,04/01/46,,Unknown
76965484,rosiptor,76965484.0,-0.033036325,7.1421213,Morgan + MACCS + CACTVS + descriptors,rosiptor,SHIP1 phosphatase activator,Other MoA
76965811,prisotinol,76965811.0,9.253485,10.93103,Morgan + MACCS + CACTVS + descriptors,prisotinol,,Unknown
76965948,proglumetacin,76965948.0,9.275627,10.122215,Morgan + MACCS + CACTVS + descriptors,proglumetacin,cyclooxygenase inhibitor,cyclooxygenase inhibitor
76966048,imiloxan,76966048.0,9.747472,9.685633,Morgan + MACCS + CACTVS + descriptors,imiloxan,adrenergic receptor antagonist,adrenergic receptor antagonist
76966156,seclazone,76966156.0,8.995236,6.917858,Morgan + MACCS + CACTVS + descriptors,seclazone,anti-inflammatory agent,Other MoA
76966339,tiprenolol,76966339.0,8.7892275,6.201088,Morgan + MACCS + CACTVS + descriptors,tiprenolol,adrenergic receptor antagonist,adrenergic receptor antagonist
76966449,otenzepad,76966449.0,7.5644693,11.254202,Morgan + MACCS + CACTVS + descriptors,otenzepad,acetylcholine receptor antagonist,acetylcholine receptor antagonist
76967443,mangafodipir,76967443.0,8.964091,10.515514,Morgan + MACCS + CACTVS + descriptors,mangafodipir,contrast agent,Other MoA
76968095,ilaprazole,76968095.0,9.852545,9.620375,Morgan + MACCS + CACTVS + descriptors,ilaprazole,proton pump inhibitor,Other MoA
76968108,avex-73,76968108.0,7.5940027,6.907833,Morgan + MACCS + CACTVS + descriptors,avex-73,sigma receptor agonist,Other MoA
76968376,cromakalim,76968376.0,9.143472,6.6518083,Morgan + MACCS + CACTVS + descriptors,cromakalim,,Unknown
76968625,ibuprofen-piconol,76968625.0,8.766773,10.935799,Morgan + MACCS + CACTVS + descriptors,ibuprofen-piconol,cyclooxygenase inhibitor,cyclooxygenase inhibitor
76968728,balaglitazone,76968728.0,9.085931,7.7405434,Morgan + MACCS + CACTVS + descriptors,balaglitazone,insulin sensitizer|PPAR receptor partial agonist,Other MoA
76968745,cadralazine,76968745.0,6.40371,11.044452,Morgan + MACCS + CACTVS + descriptors,cadralazine,adrenergic receptor antagonist,adrenergic receptor antagonist
76969188,tafenoquine,76969188.0,9.946957,10.4976225,Morgan + MACCS + CACTVS + descriptors,tafenoquine,antimalarial agent,Other MoA
76969700,acifran,76969700.0,7.3244853,6.00747,Morgan + MACCS + CACTVS + descriptors,acifran,cholesterol inhibitor,Other MoA
76969933,pgl5001,76969933.0,9.66629,9.778018,Morgan + MACCS + CACTVS + descriptors,pgl5001,JNK inhibitor,Other MoA
76971447,ci-923,76971447.0,8.910641,6.600682,Morgan + MACCS + CACTVS + descriptors,ci-923,acetylcholine receptor antagonist,acetylcholine receptor antagonist
76971765,flumexadol,76971765.0,7.755573,6.867755,Morgan + MACCS + CACTVS + descriptors,flumexadol,,Unknown
76972174,nuclomedone,76972174.0,6.8916035,7.946628,Morgan + MACCS + CACTVS + descriptors,nuclomedone,immunosuppressant,Other MoA
7699,benzonatate,7699.0,8.139581,7.286806,Morgan + MACCS + CACTVS + descriptors,benzonatate,local anesthetic,Other MoA
770820,o-3m3fbs,770820.0,8.302779,8.61588,Morgan + MACCS + CACTVS + descriptors,o-3m3fbs,phospholipase activator,Other MoA
77108121,gsk2982772,77108121.0,9.789254,9.475967,Morgan + MACCS + CACTVS + descriptors,gsk2982772,RIPK inhibitor,Other MoA
77262,broxaldine,77262.0,9.17557,10.567067,Morgan + MACCS + CACTVS + descriptors,broxaldine,,Unknown
774,histamine,774.0,5.7035975,11.116138,Morgan + MACCS + CACTVS + descriptors,histamine,histamine receptor agonist,Other MoA
7741,betazole,7741.0,6.9538507,10.017784,Morgan + MACCS + CACTVS + descriptors,betazole,histamine receptor agonist,Other MoA
777417,nky-80,777417.0,9.816877,9.95722,Morgan + MACCS + CACTVS + descriptors,nky-80,adenylyl cyclase inhibitor,Other MoA
77991,rivastigmine,77991.0,8.764061,6.5516295,Morgan + MACCS + CACTVS + descriptors,rivastigmine,acetylcholinesterase inhibitor,Other MoA
77992,frovatriptan,77992.0,8.288558,10.602032,Morgan + MACCS + CACTVS + descriptors,frovatriptan,serotonin receptor agonist,Other MoA
77993,eletriptan,77993.0,8.111286,9.826203,Morgan + MACCS + CACTVS + descriptors,eletriptan,serotonin receptor agonist,Other MoA
78094,cresopirine,78094.0,8.28348,5.349896,Morgan + MACCS + CACTVS + descriptors,cresopirine,,Unknown
781301,ml133,781301.0,8.70155,6.399794,Morgan + MACCS + CACTVS + descriptors,ml133,potassium channel blocker,Other MoA
78144,rlx,78144.0,7.3162117,8.493787,Morgan + MACCS + CACTVS + descriptors,rlx,,Unknown
78162481,lorlatinib,78162481.0,10.064458,9.691198,Morgan + MACCS + CACTVS + descriptors,lorlatinib,ALK tyrosine kinase receptor inhibitor,Other MoA
7817,piperazinedione,7817.0,1.5053351,9.0398,Morgan + MACCS + CACTVS + descriptors,piperazinedione,DNA synthesis inhibitor,Other MoA
781884,phenylpiracetam,781884.0,7.0196095,7.8016195,Morgan + MACCS + CACTVS + descriptors,phenylpiracetam,noradrenaline uptake inhibitor,Other MoA
78209992,azd3759,78209992.0,10.508797,10.380148,Morgan + MACCS + CACTVS + descriptors,azd3759,EGFR inhibitor,Other MoA
78243717,pfi-3,78243717.0,8.956852,10.60348,Morgan + MACCS + CACTVS + descriptors,pfi-3,bromodomain inhibitor,Other MoA
78243729,gsk-j5,78243729.0,7.280004,11.13343,Morgan + MACCS + CACTVS + descriptors,gsk-j5,histone demethylase control,Other MoA
78320408,cpi-1205,78320408.0,8.452699,10.561394,Morgan + MACCS + CACTVS + descriptors,cpi-1205,EZH2 inhibitor,Other MoA
78320750,bay1217389,78320750.0,10.159247,9.851253,Morgan + MACCS + CACTVS + descriptors,bay1217389,kinase inhibitor,Other MoA
78357763,thz2,78357763.0,7.6813474,11.068704,Morgan + MACCS + CACTVS + descriptors,thz2,CDK inhibitor,Other MoA
78357765,g-749,78357765.0,10.250168,10.059974,Morgan + MACCS + CACTVS + descriptors,g-749,tyrosine kinase inhibitor,Other MoA
78357766,hth-01-015,78357766.0,7.48111,11.0964575,Morgan + MACCS + CACTVS + descriptors,hth-01-015,protein kinase inhibitor,Other MoA
78357780,delivert,78357780.0,5.815427,5.5174413,Morgan + MACCS + CACTVS + descriptors,delivert,angiotensin receptor agonist,Other MoA
78357816,vt-464,78357816.0,9.584647,9.465569,Morgan + MACCS + CACTVS + descriptors,vt-464,cytochrome P450 inhibitor,Other MoA
78357827,actinomycin-d,78357827.0,6.1183286,5.6130247,Morgan + MACCS + CACTVS + descriptors,actinomycin-d,RNA polymerase inhibitor,Other MoA
78427026,gsk3179106,78427026.0,9.069468,9.408763,Morgan + MACCS + CACTVS + descriptors,gsk3179106,RET tyrosine kinase inhibitor,Other MoA
785,hydroquinone,785.0,7.859068,5.634393,Morgan + MACCS + CACTVS + descriptors,hydroquinone,melanin inhibitor,Other MoA
789882,oac1,789882.0,7.812201,10.867512,Morgan + MACCS + CACTVS + descriptors,oac1,Oct activator,Other MoA
790,hypoxanthine,790.0,5.6632915,11.288089,Morgan + MACCS + CACTVS + descriptors,hypoxanthine,PARP inhibitor,Other MoA
79025,alpha-d-glucopyranose,79025.0,-0.021016035,8.718932,Morgan + MACCS + CACTVS + descriptors,alpha-d-glucopyranose,,Unknown
791637,id-8,791637.0,9.432077,10.23687,Morgan + MACCS + CACTVS + descriptors,id-8,,Unknown
794325,monastrol,794325.0,7.9377227,6.4306087,Morgan + MACCS + CACTVS + descriptors,monastrol,kinesin inhibitor,Other MoA
7959890,nsc-23766,7959890.0,6.8243504,10.6645155,Morgan + MACCS + CACTVS + descriptors,nsc-23766,Ras GTPase inhibitor,Other MoA
80263,dhbp,80263.0,6.341683,8.54041,Morgan + MACCS + CACTVS + descriptors,dhbp,ryanodine receptor blocker,Other MoA
8042,isopropyl-myristate,8042.0,0.44647267,8.342118,Morgan + MACCS + CACTVS + descriptors,isopropyl-myristate,,Unknown
8064,"1,4-butanediol",8064.0,0.34956172,8.841012,Morgan + MACCS + CACTVS + descriptors,"1,4-butanediol",benzodiazepine receptor agonist|gamma hydroxybutyric acid agonist,Other MoA
81409,crt0044876,81409.0,8.791875,10.537318,Morgan + MACCS + CACTVS + descriptors,crt0044876,,Unknown
817368,4-iodo-6-phenylpyrimidine,817368.0,6.896119,10.249192,Morgan + MACCS + CACTVS + descriptors,4-iodo-6-phenylpyrimidine,macrophage migration inhibiting factor inhibitor,Other MoA
8197,tetraethylenepentamine,8197.0,0.9028844,9.158913,Morgan + MACCS + CACTVS + descriptors,tetraethylenepentamine,superoxide dismutase inhibitor,Other MoA
82017756,nab-2,82017756.0,7.686005,10.962033,Morgan + MACCS + CACTVS + descriptors,nab-2,ubiquitin ligase transport promoter,Other MoA
82146,bexarotene,82146.0,7.0840497,6.0293593,Morgan + MACCS + CACTVS + descriptors,bexarotene,retinoid receptor agonist,Other MoA
82148,agomelatine,82148.0,8.784526,6.3922715,Morgan + MACCS + CACTVS + descriptors,agomelatine,melatonin receptor agonist|serotonin receptor antagonist,Other MoA
8215,agp-103,8215.0,0.3932556,8.272125,Morgan + MACCS + CACTVS + descriptors,agp-103,membrane permeability inhibitor,Other MoA
82153,flunisolide,82153.0,0.31549045,6.083671,Morgan + MACCS + CACTVS + descriptors,flunisolide,cytochrome P450 inhibitor,Other MoA
8221,octadecan-1-ol,8221.0,0.46838388,8.474332,Morgan + MACCS + CACTVS + descriptors,octadecan-1-ol,,Unknown
8223,ergotamine,8223.0,8.48221,10.704923,Morgan + MACCS + CACTVS + descriptors,ergotamine,adrenergic receptor antagonist,adrenergic receptor antagonist
8226,methylergometrine,8226.0,8.420177,10.622885,Morgan + MACCS + CACTVS + descriptors,methylergometrine,dopamine receptor antagonist|serotonin receptor antagonist,Other MoA
82320,1-ebio,82320.0,7.108507,8.663002,Morgan + MACCS + CACTVS + descriptors,1-ebio,potassium channel activator,Other MoA
824226,ro-90-7501,824226.0,6.8986225,10.524079,Morgan + MACCS + CACTVS + descriptors,ro-90-7501,beta amyloid protein neurotoxicity inhibitor,Other MoA
8249,phenformin,8249.0,6.399555,7.4665623,Morgan + MACCS + CACTVS + descriptors,phenformin,AMPK activator,Other MoA
8251,obidoxime,8251.0,6.394026,8.688424,Morgan + MACCS + CACTVS + descriptors,obidoxime,cholinesterase reactivator,Other MoA
83030,propagermanium,83030.0,0.2883051,8.638485,Morgan + MACCS + CACTVS + descriptors,propagermanium,CCR agonist|interferon receptor agonist,Other MoA
831629,alda-1,831629.0,9.063695,6.7998643,Morgan + MACCS + CACTVS + descriptors,alda-1,aldehyde dehydrogenase activator,Other MoA
836002,vu0364770,836002.0,8.190043,11.04754,Morgan + MACCS + CACTVS + descriptors,vu0364770,glutamate receptor positive allosteric modulator,Other MoA
8361,phenyl-salicylate,8361.0,8.339203,5.35333,Morgan + MACCS + CACTVS + descriptors,phenyl-salicylate,antiseptic,Other MoA
836891,metoxibutropate,836891.0,8.405495,5.4652824,Morgan + MACCS + CACTVS + descriptors,metoxibutropate,cyclooxygenase inhibitor,cyclooxygenase inhibitor
8378,neomycin,8378.0,1.5816393,7.5495343,Morgan + MACCS + CACTVS + descriptors,neomycin,bacterial 30S ribosomal subunit inhibitor,Other MoA
8395,efloxate,8395.0,8.494123,5.177212,Morgan + MACCS + CACTVS + descriptors,efloxate,vasodilator,Other MoA
84008,fit,84008.0,6.9810877,8.219832,Morgan + MACCS + CACTVS + descriptors,fit,opioid receptor agonist,Other MoA
8421,homoveratrylamine,8421.0,8.680701,6.1980886,Morgan + MACCS + CACTVS + descriptors,homoveratrylamine,monoamine oxidase inhibitor,Other MoA
8430,lauric-diethanolamide,8430.0,1.0143352,8.567109,Morgan + MACCS + CACTVS + descriptors,lauric-diethanolamide,,Unknown
8434,ethyl-paraben,8434.0,8.277361,5.4892797,Morgan + MACCS + CACTVS + descriptors,ethyl-paraben,,Unknown
8456,butylated-hydroxyanisole,8456.0,8.066022,5.6014485,Morgan + MACCS + CACTVS + descriptors,butylated-hydroxyanisole,antioxidant,Other MoA
8467,ethyl-vanillin,8467.0,8.354266,5.5592494,Morgan + MACCS + CACTVS + descriptors,ethyl-vanillin,,Unknown
8480,carbarsone,8480.0,6.951772,8.548078,Morgan + MACCS + CACTVS + descriptors,carbarsone,antiprotozoal agent,Other MoA
84815,methionine,84815.0,1.106812,8.57651,Morgan + MACCS + CACTVS + descriptors,methionine,,Unknown
84951,fosfructose,84951.0,0.049613804,8.790358,Morgan + MACCS + CACTVS + descriptors,fosfructose,fructose diphosphate stimulant,Other MoA
85040,carboxypyridine-disulfide,85040.0,8.736417,11.012371,Morgan + MACCS + CACTVS + descriptors,carboxypyridine-disulfide,,Unknown
851474,lh846,851474.0,7.8235836,10.167138,Morgan + MACCS + CACTVS + descriptors,lh846,casein kinase inhibitor,Other MoA
8515,pyrazolanthrone,8515.0,7.488571,9.110225,Morgan + MACCS + CACTVS + descriptors,pyrazolanthrone,JNK inhibitor,Other MoA
8522,iodoantipyrine,8522.0,7.0909853,8.71701,Morgan + MACCS + CACTVS + descriptors,iodoantipyrine,,Unknown
85336038,indole-3-pyrubate,85336038.0,8.65476,10.597579,Morgan + MACCS + CACTVS + descriptors,indole-3-pyrubate,melatonin receptor agonist,Other MoA
854019,cotinine,854019.0,8.111517,10.930089,Morgan + MACCS + CACTVS + descriptors,cotinine,nicotine metabolite,Other MoA
854026,huperzine-a,854026.0,1.4230725,9.078048,Morgan + MACCS + CACTVS + descriptors,huperzine-a,acetylcholinesterase inhibitor,Other MoA
854190,4-cmtb,854190.0,7.558103,10.106136,Morgan + MACCS + CACTVS + descriptors,4-cmtb,free fatty acid receptor agonist,Other MoA
854498,sobrepin,854498.0,0.023649035,7.5525613,Morgan + MACCS + CACTVS + descriptors,sobrepin,mucolytic agent,Other MoA
8546,pyrantel,8546.0,8.143726,5.101227,Morgan + MACCS + CACTVS + descriptors,pyrantel,acetylcholine receptor agonist|nicotinic receptor agonist,Other MoA
85473309,hc-070,85473309.0,10.162462,9.956269,Morgan + MACCS + CACTVS + descriptors,hc-070,transient receptor potential channel antagonist,Other MoA
8550,deserpidine,8550.0,9.348751,10.281134,Morgan + MACCS + CACTVS + descriptors,deserpidine,angiotensin converting enzyme inhibitor,Other MoA
