pubchem_cid_clean,name,pubchem_cid,UMAP1,UMAP2,representation,name_clean,moa_clean,moa_category
2438,brl-54443,2438.0,9.254226,10.714441,Morgan + MACCS + CACTVS + descriptors,brl-54443,serotonin receptor agonist,Other MoA
244,benzyl-alcohol,244.0,7.425354,5.9688272,Morgan + MACCS + CACTVS + descriptors,benzyl-alcohol,local anesthetic,Other MoA
2442,bromhexine,2442.0,6.613877,8.204709,Morgan + MACCS + CACTVS + descriptors,bromhexine,mucolytic agent,Other MoA
2446,bromopride,2446.0,8.979151,7.3341665,Morgan + MACCS + CACTVS + descriptors,bromopride,dopamine receptor antagonist,dopamine receptor antagonist
2448,bromperidol,2448.0,7.311991,7.0544033,Morgan + MACCS + CACTVS + descriptors,bromperidol,dopamine receptor antagonist,dopamine receptor antagonist
2450,bronopol,2450.0,0.52477825,8.911236,Morgan + MACCS + CACTVS + descriptors,bronopol,,Unknown
2453,broxyquinoline,2453.0,9.269105,10.925372,Morgan + MACCS + CACTVS + descriptors,broxyquinoline,antiprotozoal agent,Other MoA
2455,ym-58483,2455.0,7.809472,10.17278,Morgan + MACCS + CACTVS + descriptors,ym-58483,calcium channel blocker,Other MoA
2457,bu-224,2457.0,7.0997143,10.277823,Morgan + MACCS + CACTVS + descriptors,bu-224,imidazoline receptor ligand,Other MoA
2466,bufexamac,2466.0,8.707098,6.3222184,Morgan + MACCS + CACTVS + descriptors,bufexamac,cyclooxygenase inhibitor,cyclooxygenase inhibitor
2467,buflomedil,2467.0,9.068433,6.755742,Morgan + MACCS + CACTVS + descriptors,buflomedil,adrenergic receptor antagonist|calcium channel blocker,Other MoA
24705,octamethyltrisiloxane,24705.0,0.4533844,9.068417,Morgan + MACCS + CACTVS + descriptors,octamethyltrisiloxane,,Unknown
2471,bumetanide,2471.0,8.949784,8.083687,Morgan + MACCS + CACTVS + descriptors,bumetanide,solute carrier family member inhibitor,Other MoA
2472,bunazosin,2472.0,10.636902,10.378999,Morgan + MACCS + CACTVS + descriptors,bunazosin,adrenergic receptor antagonist,adrenergic receptor antagonist
24733,alfadolone-acetate,24733.0,0.15721738,7.2865553,Morgan + MACCS + CACTVS + descriptors,alfadolone-acetate,benzodiazepine receptor agonist,Other MoA
24737642,lcl-161,24737642.0,7.958801,10.280776,Morgan + MACCS + CACTVS + descriptors,lcl-161,XIAP inhibitor,Other MoA
24739943,ast-1306,24739943.0,10.316613,10.303916,Morgan + MACCS + CACTVS + descriptors,ast-1306,EGFR inhibitor,Other MoA
24744336,apararenone,24744336.0,8.983174,8.028125,Morgan + MACCS + CACTVS + descriptors,apararenone,mineralocorticoid receptor antagonist,Other MoA
24748573,cx-4945,24748573.0,8.554504,10.881143,Morgan + MACCS + CACTVS + descriptors,cx-4945,casein kinase inhibitor,Other MoA
24749700,pbi-4050,24749700.0,7.134344,6.2121167,Morgan + MACCS + CACTVS + descriptors,pbi-4050,free fatty acid receptor agonist,Other MoA
24750357,4-p-pdot,24750357.0,6.6941686,7.555352,Morgan + MACCS + CACTVS + descriptors,4-p-pdot,melatonin receptor antagonist,Other MoA
24752728,fps-zm1,24752728.0,6.9065948,7.839408,Morgan + MACCS + CACTVS + descriptors,fps-zm1,RAGE receptor antagonist,Other MoA
24753719,pci-34051,24753719.0,9.33429,10.331487,Morgan + MACCS + CACTVS + descriptors,pci-34051,HDAC inhibitor,Other MoA
24756034,bfh772,24756034.0,9.98388,10.274011,Morgan + MACCS + CACTVS + descriptors,bfh772,VEGFR inhibitor,Other MoA
24756910,cudc-101,24756910.0,10.359591,10.403035,Morgan + MACCS + CACTVS + descriptors,cudc-101,EGFR inhibitor,Other MoA
247573,bornyl-acetate,247573.0,0.08381212,7.4704285,Morgan + MACCS + CACTVS + descriptors,bornyl-acetate,,Unknown
24764,dimethicone,24764.0,0.4957365,9.08897,Morgan + MACCS + CACTVS + descriptors,dimethicone,,Unknown
24764449,amg458,24764449.0,10.134054,10.127358,Morgan + MACCS + CACTVS + descriptors,amg458,MET inhibitor,Other MoA
24764487,gefapixant,24764487.0,9.092894,9.553562,Morgan + MACCS + CACTVS + descriptors,gefapixant,purinergic receptor antagonist,Other MoA
24764491,dwk-1339,24764491.0,8.619171,4.989463,Morgan + MACCS + CACTVS + descriptors,dwk-1339,beta amyloid aggregation inhibitor,Other MoA
24765037,pexmetinib,24765037.0,10.122748,9.933269,Morgan + MACCS + CACTVS + descriptors,pexmetinib,MAP kinase inhibitor|TIE tyrosine kinase inhibitor,Other MoA
24765256,vaniprevir,24765256.0,8.292203,8.479499,Morgan + MACCS + CACTVS + descriptors,vaniprevir,serine protease inhibitor,Other MoA
24765479,mk-8998,24765479.0,9.710479,10.257683,Morgan + MACCS + CACTVS + descriptors,mk-8998,T-type calcium channel blocker,Other MoA
24767976,tak-593,24767976.0,10.044838,9.822575,Morgan + MACCS + CACTVS + descriptors,tak-593,VEGFR inhibitor,Other MoA
24768261,a-922500,24768261.0,7.8935523,7.7105813,Morgan + MACCS + CACTVS + descriptors,a-922500,diacylglycerol O acyltransferase inhibitor,Other MoA
24768273,a922500,24768273.0,7.893938,7.7085466,Morgan + MACCS + CACTVS + descriptors,a922500,diacylglycerol O acyltransferase inhibitor,Other MoA
2477,buspirone,2477.0,6.9245954,11.306889,Morgan + MACCS + CACTVS + descriptors,buspirone,serotonin receptor agonist,Other MoA
24771824,pf-04457845,24771824.0,10.107988,10.0337925,Morgan + MACCS + CACTVS + descriptors,pf-04457845,FAAH inhibitor,Other MoA
24771867,alisertib,24771867.0,10.024532,10.301898,Morgan + MACCS + CACTVS + descriptors,alisertib,Aurora kinase inhibitor,Other MoA
24772043,tenovin-6,24772043.0,7.273805,8.161318,Morgan + MACCS + CACTVS + descriptors,tenovin-6,SIRT inhibitor,Other MoA
24773090,api-1,24773090.0,6.087109,11.773327,Morgan + MACCS + CACTVS + descriptors,api-1,AKT inhibitor,Other MoA
24775005,sonidegib,24775005.0,9.946938,10.085842,Morgan + MACCS + CACTVS + descriptors,sonidegib,smoothened receptor antagonist,Other MoA
24776341,tc-fpr-43,24776341.0,7.106554,8.645781,Morgan + MACCS + CACTVS + descriptors,tc-fpr-43,formyl peptide receptor agonist,Other MoA
24776445,vismodegib,24776445.0,8.2196045,9.621511,Morgan + MACCS + CACTVS + descriptors,vismodegib,hedgehog pathway inhibitor|smoothened receptor antagonist,Other MoA
24779724,sgx523,24779724.0,6.737746,10.651885,Morgan + MACCS + CACTVS + descriptors,sgx523,hepatocyte growth factor receptor inhibitor,Other MoA
2478,busulfan,2478.0,0.46055263,8.922307,Morgan + MACCS + CACTVS + descriptors,busulfan,DNA inhibitor,Other MoA
24780598,danirixin,24780598.0,8.805444,8.134744,Morgan + MACCS + CACTVS + descriptors,danirixin,CC chemokine receptor antagonist,Other MoA
24783396,tc-a-2317,24783396.0,6.958427,10.764594,Morgan + MACCS + CACTVS + descriptors,tc-a-2317,Aurora kinase inhibitor,Other MoA
247839,medrysone,247839.0,0.13603325,6.7181244,Morgan + MACCS + CACTVS + descriptors,medrysone,glucocorticoid receptor agonist,Other MoA
24785538,bms-754807,24785538.0,7.2997055,10.982195,Morgan + MACCS + CACTVS + descriptors,bms-754807,IGF-1 inhibitor,Other MoA
24786010,apck-110,24786010.0,10.080916,9.732709,Morgan + MACCS + CACTVS + descriptors,apck-110,KIT inhibitor,Other MoA
24786555,bnc105,24786555.0,8.604197,4.95195,Morgan + MACCS + CACTVS + descriptors,bnc105,tubulin polymerization inhibitor,Other MoA
24788740,gdc-0068,24788740.0,7.531011,11.117553,Morgan + MACCS + CACTVS + descriptors,gdc-0068,AKT inhibitor,Other MoA
24794418,bms-777607,24794418.0,10.044512,10.287947,Morgan + MACCS + CACTVS + descriptors,bms-777607,AXL kinase inhibitor|c-Met inhibitor|FLT3 inhibitor|hepatocyte growth factor receptor inhibitor|macrophage migration inhibiting factor inhibitor|tyrosine kinase inhibitor,Other MoA
24795069,valbenazine,24795069.0,9.244246,6.656797,Morgan + MACCS + CACTVS + descriptors,valbenazine,vesicular monoamine transporter inhibitor,Other MoA
24795070,sgi-1776,24795070.0,10.146595,9.74196,Morgan + MACCS + CACTVS + descriptors,sgi-1776,Pim kinase inhibitor,Other MoA
248,betaine,248.0,1.2376302,9.700885,Morgan + MACCS + CACTVS + descriptors,betaine,nitric oxide donor,Other MoA
2480,butacaine,2480.0,8.120869,7.2936573,Morgan + MACCS + CACTVS + descriptors,butacaine,local anesthetic,Other MoA
24800108,mcoppb,24800108.0,6.923109,10.73205,Morgan + MACCS + CACTVS + descriptors,mcoppb,nociceptin/orphanin FQ receptor agonist,Other MoA
24800541,delanzomib,24800541.0,8.377986,10.887918,Morgan + MACCS + CACTVS + descriptors,delanzomib,proteasome inhibitor,Other MoA
24801690,bms-ccr2-22,24801690.0,7.394499,8.320498,Morgan + MACCS + CACTVS + descriptors,bms-ccr2-22,CC chemokine receptor antagonist,Other MoA
24808138,st-2825,24808138.0,9.109764,7.4628468,Morgan + MACCS + CACTVS + descriptors,st-2825,myeloid differentiation primary response inhibitor,Other MoA
24808478,thiamet-g,24808478.0,1.5251287,8.531368,Morgan + MACCS + CACTVS + descriptors,thiamet-g,GLCNAC phosphotransferase inhibitor,Other MoA
24808572,as-2034178,24808572.0,9.00038,7.173287,Morgan + MACCS + CACTVS + descriptors,as-2034178,free fatty acid receptor agonist,Other MoA
2481,butalbital,2481.0,1.4223406,9.079215,Morgan + MACCS + CACTVS + descriptors,butalbital,GABA receptor antagonist,Other MoA
24812758,canagliflozin,24812758.0,8.861385,5.01574,Morgan + MACCS + CACTVS + descriptors,canagliflozin,sodium/glucose cotransporter inhibitor,Other MoA
24812808,imeglimin,24812808.0,0.9245173,9.303524,Morgan + MACCS + CACTVS + descriptors,imeglimin,gluconeogenesis inhibitor,Other MoA
2482,butamben,2482.0,8.075314,7.325635,Morgan + MACCS + CACTVS + descriptors,butamben,sodium channel blocker,Other MoA
24821094,ibrutinib,24821094.0,10.213979,9.643585,Morgan + MACCS + CACTVS + descriptors,ibrutinib,Bruton's tyrosine kinase (BTK) inhibitor,Other MoA
24822698,imexon,24822698.0,1.411889,9.163583,Morgan + MACCS + CACTVS + descriptors,imexon,apoptosis stimulant|ribonucleotide reductase inhibitor,Other MoA
24825675,madecassoside,24825675.0,0.8391038,7.2186766,Morgan + MACCS + CACTVS + descriptors,madecassoside,anti-inflammatory agent,Other MoA
24825677,ns-11021,24825677.0,7.1578913,10.015168,Morgan + MACCS + CACTVS + descriptors,ns-11021,calcium-activated potassium channel activator,Other MoA
24826799,ponatinib,24826799.0,7.497908,11.011036,Morgan + MACCS + CACTVS + descriptors,ponatinib,Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor,Other MoA
24831508,daprodustat,24831508.0,1.4964784,8.882718,Morgan + MACCS + CACTVS + descriptors,daprodustat,hypoxia inducible factor inhibitor,Other MoA
24831714,sotagliflozin,24831714.0,8.703928,5.28748,Morgan + MACCS + CACTVS + descriptors,sotagliflozin,sodium/glucose cotransporter inhibitor,Other MoA
24839733,pk-11195,24839733.0,8.152472,10.566252,Morgan + MACCS + CACTVS + descriptors,pk-11195,benzodiazepine receptor antagonist,Other MoA
2484,butenafine,2484.0,6.4282594,7.552769,Morgan + MACCS + CACTVS + descriptors,butenafine,fungal squalene epoxidase inhibitor,Other MoA
24847884,gadodiamide,24847884.0,1.4284736,8.872426,Morgan + MACCS + CACTVS + descriptors,gadodiamide,radiopaque medium,Other MoA
24848783,desisobutyryl-ciclesonide,24848783.0,0.33516553,6.148714,Morgan + MACCS + CACTVS + descriptors,desisobutyryl-ciclesonide,cytochrome P450 inhibitor,Other MoA
24853505,jph203,24853505.0,9.211312,10.136916,Morgan + MACCS + CACTVS + descriptors,jph203,solute carrier family member inhibitor,Other MoA
24856041,amg900,24856041.0,10.010767,9.738016,Morgan + MACCS + CACTVS + descriptors,amg900,Aurora kinase inhibitor,Other MoA
24856436,mk-1775,24856436.0,7.444195,11.105731,Morgan + MACCS + CACTVS + descriptors,mk-1775,WEE1 kinase inhibitor,Other MoA
24857242,oxa-06,24857242.0,6.950938,10.489786,Morgan + MACCS + CACTVS + descriptors,oxa-06,rho associated kinase inhibitor,Other MoA
24857286,tak-875,24857286.0,8.46834,5.2879305,Morgan + MACCS + CACTVS + descriptors,tak-875,insulin secretagogue,Other MoA
24857397,tulrampator,24857397.0,9.190763,7.4993606,Morgan + MACCS + CACTVS + descriptors,tulrampator,antidepressant,Other MoA
24858111,sgi-1027,24858111.0,7.6975555,11.061439,Morgan + MACCS + CACTVS + descriptors,sgi-1027,DNA methyltransferase inhibitor,Other MoA
24864132,oxymatrine,24864132.0,1.3203006,9.120774,Morgan + MACCS + CACTVS + descriptors,oxymatrine,,Unknown
24864553,lotamilast,24864553.0,10.237494,10.417508,Morgan + MACCS + CACTVS + descriptors,lotamilast,phosphodiesterase inhibitor,phosphodiesterase inhibitor
24864821,amg-208,24864821.0,10.115207,9.804045,Morgan + MACCS + CACTVS + descriptors,amg-208,tyrosine kinase inhibitor,Other MoA
24868317,ucl-2077,24868317.0,7.1648407,10.215079,Morgan + MACCS + CACTVS + descriptors,ucl-2077,slow afterhyperpolarization channel blocker,Other MoA
24872560,apalutamide,24872560.0,7.9150686,10.901737,Morgan + MACCS + CACTVS + descriptors,apalutamide,androgen receptor antagonist,Other MoA
24873435,simeprevir,24873435.0,9.147679,9.820413,Morgan + MACCS + CACTVS + descriptors,simeprevir,HCV inhibitor,Other MoA
24875489,remetinostat,24875489.0,8.550857,6.0835333,Morgan + MACCS + CACTVS + descriptors,remetinostat,HDAC inhibitor,Other MoA
24882589,bag-956,24882589.0,6.8327675,10.649035,Morgan + MACCS + CACTVS + descriptors,bag-956,phosphoinositide dependent kinase inhibitor,Other MoA
24882669,gsk9027,24882669.0,8.158588,9.64647,Morgan + MACCS + CACTVS + descriptors,gsk9027,glucocorticoid receptor agonist,Other MoA
24882686,lpa2-antagonist-1,24882686.0,7.9432716,9.782389,Morgan + MACCS + CACTVS + descriptors,lpa2-antagonist-1,lysophosphatidic acid receptor antagonist,Other MoA
24885053,gw-542573x,24885053.0,8.982208,7.1873827,Morgan + MACCS + CACTVS + descriptors,gw-542573x,calcium channel activator,Other MoA
24889392,quizartinib,24889392.0,9.7267,9.763955,Morgan + MACCS + CACTVS + descriptors,quizartinib,FLT3 inhibitor,Other MoA
24901657,gpi-688,24901657.0,8.160421,10.334213,Morgan + MACCS + CACTVS + descriptors,gpi-688,glycogen phosphorylase inhibitor,Other MoA
24901704,mgcd-265,24901704.0,9.775626,9.690611,Morgan + MACCS + CACTVS + descriptors,mgcd-265,VEGFR inhibitor,Other MoA
24905142,pp-121,24905142.0,6.757064,10.668411,Morgan + MACCS + CACTVS + descriptors,pp-121,protein tyrosine kinase inhibitor,Other MoA
24905149,pik-294,24905149.0,8.953521,10.421386,Morgan + MACCS + CACTVS + descriptors,pik-294,PI3K inhibitor,Other MoA
24905400,a-939572,24905400.0,9.026358,7.4563293,Morgan + MACCS + CACTVS + descriptors,a-939572,stearoyl-CoA desaturase inhibitor,Other MoA
24905401,at13148,24905401.0,7.235642,10.02459,Morgan + MACCS + CACTVS + descriptors,at13148,protein kinase inhibitor,Other MoA
24944925,tc-ask-10,24944925.0,7.6091375,11.018483,Morgan + MACCS + CACTVS + descriptors,tc-ask-10,MAP kinase inhibitor,Other MoA
24946690,bitopertin,24946690.0,9.327148,9.675151,Morgan + MACCS + CACTVS + descriptors,bitopertin,glycine transporter inhibitor,Other MoA
24952929,mk-2894,24952929.0,7.6757245,7.641871,Morgan + MACCS + CACTVS + descriptors,mk-2894,prostaglandin inhibitor,Other MoA
24957182,amg-487,24957182.0,9.930036,10.104929,Morgan + MACCS + CACTVS + descriptors,amg-487,CC chemokine receptor antagonist,Other MoA
24958200,niraparib,24958200.0,8.025807,10.567837,Morgan + MACCS + CACTVS + descriptors,niraparib,PARP inhibitor,Other MoA
24961094,az505,24961094.0,9.085075,7.3930483,Morgan + MACCS + CACTVS + descriptors,az505,histone lysine methyltransferase inhibitor,Other MoA
24963252,tak-733,24963252.0,7.3588157,8.278457,Morgan + MACCS + CACTVS + descriptors,tak-733,MEK inhibitor,Other MoA
24963293,pf-03049423,24963293.0,9.939246,10.071606,Morgan + MACCS + CACTVS + descriptors,pf-03049423,phosphodiesterase inhibitor,phosphodiesterase inhibitor
24963749,ly2452473,24963749.0,8.326311,10.591407,Morgan + MACCS + CACTVS + descriptors,ly2452473,androgen receptor modulator,Other MoA
24964624,mk-2206,24964624.0,7.3890224,10.41839,Morgan + MACCS + CACTVS + descriptors,mk-2206,AKT inhibitor,Other MoA
24964679,mk-4074,24964679.0,9.393443,10.259714,Morgan + MACCS + CACTVS + descriptors,mk-4074,acetyl-CoA carboxylase inhibitor,Other MoA
24967954,avadomide,24967954.0,7.3504305,8.500397,Morgan + MACCS + CACTVS + descriptors,avadomide,antitumor agent,Other MoA
24971422,tc-s-7005,24971422.0,9.929128,10.048312,Morgan + MACCS + CACTVS + descriptors,tc-s-7005,PLK inhibitor,Other MoA
24978538,navitoclax,24978538.0,8.193502,8.7119665,Morgan + MACCS + CACTVS + descriptors,navitoclax,BCL inhibitor,Other MoA
24983461,cyc065,24983461.0,6.8318596,11.0813055,Morgan + MACCS + CACTVS + descriptors,cyc065,CDK inhibitor,Other MoA
24986635,pf-4191834,24986635.0,7.9524965,10.466812,Morgan + MACCS + CACTVS + descriptors,pf-4191834,lipoxygenase inhibitor,Other MoA
24988881,mk-8245,24988881.0,9.943142,9.433969,Morgan + MACCS + CACTVS + descriptors,mk-8245,stearoyl-CoA desaturase inhibitor,Other MoA
24993924,hexoprenaline,24993924.0,8.158842,6.443303,Morgan + MACCS + CACTVS + descriptors,hexoprenaline,adrenergic receptor agonist,adrenergic receptor agonist
24994634,jnj-39758979,24994634.0,6.539353,10.7770195,Morgan + MACCS + CACTVS + descriptors,jnj-39758979,histamine receptor antagonist,histamine receptor antagonist
24995524,sns-314,24995524.0,7.588589,10.504924,Morgan + MACCS + CACTVS + descriptors,sns-314,Aurora kinase inhibitor,Other MoA
24996872,gsk1292263,24996872.0,9.3966875,9.571589,Morgan + MACCS + CACTVS + descriptors,gsk1292263,glucose dependent insulinotropic receptor agonist,Other MoA
25009726,kr-33494,25009726.0,8.006211,10.389059,Morgan + MACCS + CACTVS + descriptors,kr-33494,cell death inhibitor,Other MoA
25015515,upf-1069,25015515.0,8.818971,6.805366,Morgan + MACCS + CACTVS + descriptors,upf-1069,PARP inhibitor,Other MoA
25017320,gpr120-modulator-1,25017320.0,9.3077965,9.674214,Morgan + MACCS + CACTVS + descriptors,gpr120-modulator-1,G protein-coupled receptor modulator,Other MoA
25017411,anlotinib,25017411.0,9.955802,10.511614,Morgan + MACCS + CACTVS + descriptors,anlotinib,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,Other MoA
25019940,mk-3207,25019940.0,7.596175,11.055959,Morgan + MACCS + CACTVS + descriptors,mk-3207,calcitonin antagonist,Other MoA
25021165,jzl-184,25021165.0,9.251196,6.8668194,Morgan + MACCS + CACTVS + descriptors,jzl-184,monoacylglucerol lipase inhibitor,Other MoA
25021707,lisadimate,25021707.0,7.839036,7.4153433,Morgan + MACCS + CACTVS + descriptors,lisadimate,topical sunscreen agent,Other MoA
25022340,at-406,25022340.0,7.3335657,7.5706215,Morgan + MACCS + CACTVS + descriptors,at-406,IAP antagonist,Other MoA
25022668,gsk650394,25022668.0,8.3259735,10.891306,Morgan + MACCS + CACTVS + descriptors,gsk650394,serum/glucocorticoid regulated kinase inhibitor,Other MoA
25025298,telotristat,25025298.0,10.095304,9.914696,Morgan + MACCS + CACTVS + descriptors,telotristat,tryptophan hydroxylase inhibitor,Other MoA
25025505,mbx-2982,25025505.0,9.711443,9.643973,Morgan + MACCS + CACTVS + descriptors,mbx-2982,glucose dependent insulinotropic receptor agonist,Other MoA
25031915,lucitanib,25031915.0,9.96766,10.377268,Morgan + MACCS + CACTVS + descriptors,lucitanib,FGFR inhibitor|VEGFR inhibitor,Other MoA
25033736,cor-170,25033736.0,7.258435,8.33762,Morgan + MACCS + CACTVS + descriptors,cor-170,cannabinoid receptor inverse agonist,Other MoA
25051,cyclocytidine,25051.0,2.389908,9.6474905,Morgan + MACCS + CACTVS + descriptors,cyclocytidine,DNA synthesis inhibitor|RNA synthesis inhibitor,Other MoA
25052023,esaxerenone,25052023.0,8.2287855,9.623302,Morgan + MACCS + CACTVS + descriptors,esaxerenone,mineralocorticoid receptor antagonist,Other MoA
25060093,al-8697,25060093.0,7.399351,10.890328,Morgan + MACCS + CACTVS + descriptors,al-8697,p38 MAPK inhibitor,Other MoA
25062766,cyt387,25062766.0,7.4400616,11.253853,Morgan + MACCS + CACTVS + descriptors,cyt387,JAK inhibitor,Other MoA
25066467,rebastinib,25066467.0,10.060673,10.032665,Morgan + MACCS + CACTVS + descriptors,rebastinib,Bcr-Abl kinase inhibitor|TIE tyrosine kinase inhibitor|VEGFR inhibitor,Other MoA
25067547,oprozomib,25067547.0,8.163893,10.31648,Morgan + MACCS + CACTVS + descriptors,oprozomib,proteasome inhibitor,Other MoA
25068278,17-pa,25068278.0,-0.06450547,7.048243,Morgan + MACCS + CACTVS + descriptors,17-pa,glucocorticoid receptor agonist,Other MoA
25071151,dsr-6434,25071151.0,10.185353,9.990196,Morgan + MACCS + CACTVS + descriptors,dsr-6434,toll-like receptor agonist,Other MoA
25073775,vs-4718,25073775.0,10.086767,10.0522,Morgan + MACCS + CACTVS + descriptors,vs-4718,focal adhesion kinase inhibitor,Other MoA
25074316,tc-g-1004,25074316.0,7.2366924,11.018875,Morgan + MACCS + CACTVS + descriptors,tc-g-1004,adenosine receptor antagonist,Other MoA
25074470,triptorelin,25074470.0,5.8041015,5.5065722,Morgan + MACCS + CACTVS + descriptors,triptorelin,gonadotropin releasing factor hormone receptor agonist,Other MoA
25074887,cetrorelix,25074887.0,5.80441,5.4945936,Morgan + MACCS + CACTVS + descriptors,cetrorelix,gonadotropin releasing factor hormone receptor antagonist,Other MoA
25077385,alx-40-4c,25077385.0,5.819577,5.504259,Morgan + MACCS + CACTVS + descriptors,alx-40-4c,CC chemokine receptor antagonist,Other MoA
25077495,deslorelin,25077495.0,5.7845306,5.5150514,Morgan + MACCS + CACTVS + descriptors,deslorelin,gonadotropin releasing factor hormone receptor agonist,Other MoA
25099184,az960,25099184.0,6.939003,10.421159,Morgan + MACCS + CACTVS + descriptors,az960,JAK inhibitor,Other MoA
25099191,act-132577,25099191.0,9.228065,9.5868635,Morgan + MACCS + CACTVS + descriptors,act-132577,endothelin receptor antagonist,Other MoA
25101874,gepotidacin,25101874.0,9.765104,10.125647,Morgan + MACCS + CACTVS + descriptors,gepotidacin,topoisomerase inhibitor,Other MoA
25102847,cabozantinib,25102847.0,10.193367,10.392165,Morgan + MACCS + CACTVS + descriptors,cabozantinib,RET tyrosine kinase inhibitor|VEGFR inhibitor,Other MoA
25105689,evenamide,25105689.0,8.831436,6.5684133,Morgan + MACCS + CACTVS + descriptors,evenamide,voltage-gated sodium channel blocker,Other MoA
25105713,vu0155069,25105713.0,7.240098,8.47783,Morgan + MACCS + CACTVS + descriptors,vu0155069,phospholipase inhibitor,Other MoA
25108278,ac-264613,25108278.0,7.081534,8.105196,Morgan + MACCS + CACTVS + descriptors,ac-264613,PAR agonist,Other MoA
25108829,srt2104,25108829.0,7.627714,10.627081,Morgan + MACCS + CACTVS + descriptors,srt2104,SIRT activator,Other MoA
25109291,a-987306,25109291.0,6.725466,10.946738,Morgan + MACCS + CACTVS + descriptors,a-987306,histamine receptor antagonist,histamine receptor antagonist
25110470,cym-5520,25110470.0,8.23394,10.729549,Morgan + MACCS + CACTVS + descriptors,cym-5520,sphingosine 1-phosphate receptor agonist,Other MoA
25110841,arq-621,25110841.0,7.1994653,8.471055,Morgan + MACCS + CACTVS + descriptors,arq-621,kinesin-like spindle protein inhibitor,Other MoA
25113764,byk-204165,25113764.0,8.193847,10.816348,Morgan + MACCS + CACTVS + descriptors,byk-204165,PARP inhibitor,Other MoA
25114442,pf-04418948,25114442.0,8.877457,6.8607244,Morgan + MACCS + CACTVS + descriptors,pf-04418948,prostaglandin inhibitor,Other MoA
25117126,defactinib,25117126.0,7.9669323,9.902148,Morgan + MACCS + CACTVS + descriptors,defactinib,focal adhesion kinase inhibitor,Other MoA
25118925,ly2584702,25118925.0,6.882834,10.749409,Morgan + MACCS + CACTVS + descriptors,ly2584702,ribosomal protein inhibitor,Other MoA
25124816,gsk1904529a,25124816.0,9.810436,9.823484,Morgan + MACCS + CACTVS + descriptors,gsk1904529a,IGF-1 inhibitor|insulin growth factor receptor inhibitor|insulin receptor ligand,Other MoA
25124826,psb-06126,25124826.0,8.449679,8.474323,Morgan + MACCS + CACTVS + descriptors,psb-06126,NTPDase inhibitor,Other MoA
25126798,ruxolitinib,25126798.0,6.7700996,10.7053995,Morgan + MACCS + CACTVS + descriptors,ruxolitinib,JAK inhibitor,Other MoA
25127713,poziotinib,25127713.0,10.492932,10.375001,Morgan + MACCS + CACTVS + descriptors,poziotinib,EGFR inhibitor,Other MoA
25128145,mk-6096,25128145.0,9.892267,10.146975,Morgan + MACCS + CACTVS + descriptors,mk-6096,orexin receptor antagonist,Other MoA
25129523,vuf10460,25129523.0,6.906075,10.562238,Morgan + MACCS + CACTVS + descriptors,vuf10460,histamine receptor agonist,Other MoA
25134326,asp3026,25134326.0,9.499295,9.534323,Morgan + MACCS + CACTVS + descriptors,asp3026,ALK tyrosine kinase receptor inhibitor,Other MoA
25136943,nebracetam,25136943.0,6.9948597,7.8110933,Morgan + MACCS + CACTVS + descriptors,nebracetam,acetylcholine receptor agonist,Other MoA
25138295,a-1120,25138295.0,7.695333,7.814743,Morgan + MACCS + CACTVS + descriptors,a-1120,retinoid receptor ligand,Other MoA
25141092,entrectinib,25141092.0,7.466877,10.953344,Morgan + MACCS + CACTVS + descriptors,entrectinib,ALK tyrosine kinase receptor inhibitor|proto-oncogene tyrosine protein kinase inhibitor,Other MoA
25141190,c-021,25141190.0,10.668504,10.404713,Morgan + MACCS + CACTVS + descriptors,c-021,CC chemokine receptor antagonist,Other MoA
25142799,pfk-015,25142799.0,8.374558,10.932751,Morgan + MACCS + CACTVS + descriptors,pfk-015,phosphofructokinase inhibitor,Other MoA
25145656,inc-280,25145656.0,7.460754,10.972444,Morgan + MACCS + CACTVS + descriptors,inc-280,c-Met inhibitor,Other MoA
25147683,tarafenacin,25147683.0,7.066641,8.156798,Morgan + MACCS + CACTVS + descriptors,tarafenacin,acetylcholine receptor antagonist,acetylcholine receptor antagonist
25147749,it1t,25147749.0,0.9967802,9.31087,Morgan + MACCS + CACTVS + descriptors,it1t,CC chemokine receptor antagonist,Other MoA
25150857,bix-01294,25150857.0,10.640891,10.390287,Morgan + MACCS + CACTVS + descriptors,bix-01294,histone lysine methyltransferase inhibitor,Other MoA
25151352,pexidartinib,25151352.0,6.993212,10.474057,Morgan + MACCS + CACTVS + descriptors,pexidartinib,tyrosine kinase inhibitor,Other MoA
25151504,cobicistat,25151504.0,8.183832,10.503831,Morgan + MACCS + CACTVS + descriptors,cobicistat,cytochrome P450 inhibitor,Other MoA
25154041,cct137690,25154041.0,7.2892275,11.059654,Morgan + MACCS + CACTVS + descriptors,cct137690,Aurora kinase inhibitor,Other MoA
25154714,daclatasvir,25154714.0,7.718243,10.976092,Morgan + MACCS + CACTVS + descriptors,daclatasvir,HCV inhibitor,Other MoA
25154867,pf-3845,25154867.0,9.947111,10.195332,Morgan + MACCS + CACTVS + descriptors,pf-3845,FAAH inhibitor,Other MoA
