compound_embedding_row_index,compound_name,n_profiles,mean_total_error,variance_total_error,std_total_error,median_total_error,mean_signature_error,variance_signature_error,std_signature_error,mean_compound_error,variance_compound_error,mean_numeric_error,mean_categorical_error,mean_signature_reconstruction_loss,mean_compound_reconstruction_bce,mean_signature_sign_accuracy,mean_compound_bitwise_accuracy,error_percentile,predictability_score
749,Ramelteon; ramelteon,14,0.3699338,0.021406455,0.14630945,0.35866356,0.2868405,0.021134185,0.14537601,0.077733114,0.00017305554,0.00072036404,0.010432219,0.4409653378571428,0.026136493,0.8813063278571428,0.99018025,0.997123391370174,0.0028766086298258
4595,amisulpride,12,0.36461905,0.020733677,0.14399195,0.33226165,0.30593976,0.020125838,0.14186558,0.054235917,3.826026e-05,0.00064511504,0.008628782,0.4771972708333333,0.02200195,0.8642165675000001,0.992965,0.9965177895533688,0.0034822104466313
2815,BRD-K40853697; S 3I201,14,0.36415905,0.014991717,0.122440666,0.37429017,0.26965928,0.01517226,0.12317573,0.08550792,8.406486e-05,0.00295127,0.016803175,0.3599915778571428,0.01433684,0.9125376157142858,0.99516344,0.9963663890991672,0.0036336109008326
22660,lomustine,16,0.35562214,0.037643,0.19401805,0.36274272,0.254363,0.03245447,0.18015122,0.09513096,0.00045222352,0.0018302826,0.01152424,0.3588739875,0.032283116,0.91282687125,0.9913528,0.9959121877365632,0.0040878122634367
21252,glutamine,22,0.34212747,0.0621046,0.24920796,0.3064896,0.29302117,0.055016626,0.23455621,0.045429107,0.00042261224,0.0005875007,0.0071194214,0.2671828406363636,0.0011977431,0.959633365,1.0,0.9947009841029524,0.0052990158970477
3753,N-3-Pyridinyl-4-((3-((5-(trifluoromethyl)-2-pyridinyl)oxy)phenyl)methyl)-1-piperidinecarboxamide; PF-3845,15,0.33662382,0.033898037,0.18411419,0.2889265,0.25476423,0.0297441,0.17246477,0.07626231,0.00032517753,0.0005336887,0.010981097,0.4456786553333333,0.010282364,0.8765365026666667,0.9964825,0.9943981831945496,0.0056018168054504
11983,streptozotocin,14,0.33645296,0.016420394,0.12814207,0.3452975,0.27035955,0.016497301,0.12844183,0.060980435,0.00020643962,0.00068577233,0.009951672,0.5973660507142856,0.03434368,0.8177341428571429,0.9920856,0.9942467827403482,0.0057532172596518
4459,sirtinol,12,0.33570215,0.017085591,0.13071187,0.2933315,0.2693706,0.015325907,0.12379784,0.05860843,0.00014181442,0.00087407074,0.015096571,0.5271810408333334,0.009754475,0.8396378391666667,0.9969222,0.9939439818319457,0.0060560181680544
2989,"4,4-difluoro-N-[(1S)-3-[3-(3-methyl-5-propan-2-yl-1,2,4-triazol-4-yl)-8-azabicyclo[3.2.1]octan-8-yl]-1-phenylpropyl]-1-cyclohexanecarboxamide; maraviroc",17,0.33345127,0.028270368,0.16813795,0.37465194,0.27395,0.02618902,0.16183023,0.05233664,0.00012255351,0.0008919066,0.013972503,0.3772804205882353,0.020859236,0.90803323,0.99179244,0.9936411809235428,0.0063588190764571
21246,cyclocytidine,12,0.32644147,0.01037869,0.10187586,0.2809614,0.19394708,0.009721438,0.09859735,0.11576576,0.0001257973,0.0009395345,0.033081423,0.4146235433333333,0.016929334,0.8925927675,0.99457717,0.9927327781983346,0.0072672218016653
