compound_embedding_row_index,compound_name,n_profiles,mean_total_error,variance_total_error,std_total_error,median_total_error,mean_signature_error,variance_signature_error,std_signature_error,mean_compound_error,variance_compound_error,mean_numeric_error,mean_categorical_error,mean_signature_reconstruction_loss,mean_compound_reconstruction_bce,mean_signature_sign_accuracy,mean_compound_bitwise_accuracy,error_percentile,predictability_score
1911,"(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-1,14-dihydroxy-12-[(E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-17-(2-oxopropyl)-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetrone; FK-1706",2,0.030199103,1.1943988e-06,0.0010928849,0.030199103,0.0152408285,1.7618942e-06,0.0013273637,0.012122251,9.07824e-07,0.00012174152,0.005623349,0.049115539,0.02402925,1.0,0.9956031,0.0001514004542013626,0.9998485995457986
2536,"Emate; [(8R,9S,13S,14S)-13-methyl-17-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-yl] sulfamate",2,0.03296748,1.8259527e-05,0.0042731175,0.03296748,0.017885571,4.588207e-05,0.00677363,0.012870694,3.201538e-06,0.00046111035,0.0042379824,0.052128683499999995,0.011984442,1.0,0.9960428,0.0003028009084027252,0.9996971990915973
3116,"5-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)methyl]-N-[[6-(trifluoromethyl)pyridin-3-yl]methyl]pyridin-2-amine; Pexidartinib",1,0.03308677,0.0,0.0,0.03308677,0.018454915,0.0,0.0,0.0070081875,0.0,0.00011248403,0.015202343,0.038353767,0.017385561,1.0,0.9932581,0.0004542013626040878,0.9995457986373959
761,"Halobetasol Propionate; [(6S,8S,9R,10S,11S,13S,14S,16S,17R)-17-(2-chloroacetyl)-6,9-difluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] propanoate",4,0.034145623,2.616186e-05,0.0051148664,0.033607755,0.016936142,1.7239752e-05,0.004152078,0.012826294,4.7378717e-07,0.00017356196,0.008696952,0.1853606925,0.020621253,0.99271845,0.99369776,0.0006056018168054504,0.9993943981831945
5185,Doxorubicin (hydrochloride); Doxorubicin Hydrochloride; Epirubicin (hydrochloride); Epirubicin Hydrochloride,280,0.035060328,0.00010290772,0.010144345,0.03337767,0.026342776,9.6453114e-05,0.009821054,0.0038626266,4.873465e-07,8.637833e-05,0.0096753,0.1832299974142857,0.0057315817,0.9738846024642858,0.9986809500000001,0.000757002271006813,0.9992429977289932
5134,Idarubicin (hydrochloride); Idarubicin Hydrochloride,142,0.035563786,8.005203e-05,0.008947181,0.034379695,0.027919438,7.611443e-05,0.00872436,0.0046255193,5.647963e-07,0.00010598657,0.005995262,0.13125356300704225,0.008396865,0.987940145,0.9975084,0.0009084027252081756,0.9990915972747918
5547,"(3S,6S,9S,12R,15S,18S,21S,24S,30S,33S)-15,30-diethyl-33-[(E,1R,2R)-1-hydroxy-2-methylhex-4-enyl]-1,4,7,10,12,19,25,28-octamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone; Cyclosporin V",4,0.036086474,0.000106541695,0.010321904,0.031326596,0.015834281,8.855498e-05,0.0094103655,0.014510722,6.2300563e-07,0.00050071604,0.011282653,0.058382802,0.010504993,0.99780701,0.99824125,0.0010598031794095382,0.9989401968205904
5150,Doxycycline (monohydrate); Invertin,139,0.03643017,9.426315e-05,0.0097089205,0.03616372,0.024623841,8.051736e-05,0.008973149,0.0061192396,1.7158272e-06,0.00019946301,0.011294396,0.1640526409352518,0.039728098,0.9765747777697843,0.9853437,0.0012112036336109008,0.9987887963663891
5137,Docetaxel (Trihydrate); Docetaxel Trihydrate,136,0.036664996,0.000105826664,0.01028721,0.034693435,0.026756767,9.740533e-05,0.009869412,0.0051512364,7.297209e-07,0.00014802568,0.009454779,0.16698138341911764,0.009997434,0.9790762863235294,0.99721533,0.0013626040878122634,0.9986373959121877
3111,Temuterkib,143,0.036769375,0.000120321645,0.010969122,0.035419535,0.028988315,0.0001262751,0.011237216,0.0053253025,1.2137752e-06,0.0004312057,0.0047390363,0.13000000772727272,0.0743816,0.9859007486713287,0.9765499,0.001514004542013626,0.9984859954579863
611,Silodosin,135,0.036897227,0.00016414441,0.012811885,0.034347214,0.02429092,0.00013250268,0.011510981,0.0062726676,9.803953e-07,0.00026854288,0.012559865,0.18192025041481483,0.03961927,0.9728280708148148,0.9863696000000001,0.0016654049962149886,0.998334595003785
2020,Erdafitinib,138,0.037073098,9.6505144e-05,0.009823703,0.03636059,0.026791297,0.00010494712,0.01024437,0.005714767,1.3832687e-06,0.00043374393,0.008960573,0.14206429138405796,0.0053257374,0.9847994442028986,0.9991205999999999,0.0018168054504163512,0.9981831945495836
6017,4-Aminobenzamide; 4-aminobenzamide,4,0.037383668,1.1114687e-05,0.0033338699,0.035899203,0.010677181,5.7214565e-06,0.0023919565,0.02357199,1.3201039e-06,0.0005382741,0.0060536824,0.11787381075,0.0015780899,0.9871794875,0.9994137,0.001968205904617714,0.9980317940953823
5198,Mitoxantrone (dihydrochloride); Mitoxantrone Hydrochloride,144,0.03780337,8.6014275e-05,0.009274385,0.03677765,0.027325295,8.359486e-05,0.009143024,0.00780433,1.6483361e-06,0.00031291915,0.0052223294,0.14883392970138887,0.006506887,0.9830414186805556,0.9980946999999999,0.0021196063588190765,0.997880393641181
2389,"(2S,3S)-2-(2,4-difluorophenyl)-3-(5-fluoropyrimidin-4-yl)-1-(1,2,4-triazol-1-yl)butan-2-ol; Voriconazole Impurity 7; voriconazole",4,0.037892736,0.000115280964,0.010736897,0.03775616,0.02325184,7.5599055e-05,0.008694772,0.012698073,4.7104736e-06,0.00031692052,0.0037588808,0.11854496625,0.020910304,0.989046075,0.9925253,0.002271006813020439,0.9977289931869796
5181,Simotinib,135,0.038177907,8.381227e-05,0.009154905,0.037470683,0.021846686,6.916957e-05,0.008316824,0.007828559,1.0579118e-06,0.00017823573,0.01693403,0.24668960484444444,0.05150522,0.9620929532592593,0.9838781,0.0024224072672218017,0.9975775927327782
3445,Bimiralisib,145,0.038225774,8.98635e-05,0.009479635,0.038376868,0.028733632,9.102552e-05,0.009540729,0.0067634317,1.7500208e-06,0.00018671452,0.0053827353,0.14532680028275863,0.014507559999999997,0.9850145312413794,0.99531,0.0025738077214231643,0.9974261922785769
5152,Topotecan (hydrochloride); Topotecan Hydrochloride,142,0.038516268,0.00010410001,0.010202942,0.03820412,0.027199514,8.773122e-05,0.009366495,0.005892525,1.1064345e-06,0.00013287178,0.010795314,0.23611846709859152,0.011704549,0.9581267512676057,0.9964825,0.002725208175624527,0.9972747918243755
5536,SBI-0640756; Sbi-756,140,0.038828164,9.129558e-05,0.009554869,0.036940586,0.026625738,0.00010052593,0.010026259,0.008357242,1.4057739e-06,0.00015357709,0.0076289442,0.17440616377142856,0.015433571999999998,0.9760428096428572,0.9948703000000001,0.0028766086298258895,0.9971233913701741
1089,Pemigatinib,139,0.03898922,9.084415e-05,0.00953122,0.037102755,0.026153933,9.232477e-05,0.00960858,0.008625701,1.5511877e-06,7.589017e-05,0.008388806,0.18041733215107914,0.030058853,0.9774569998561152,0.9897406,0.003028009084027252,0.9969719909159728
5512,Entecavir (monohydrate); Entecavir Hydrate,132,0.039227292,9.792513e-05,0.009895712,0.039459396,0.02413555,9.363887e-05,0.009676716,0.007941721,8.2585444e-07,0.0001350872,0.014246002,0.17608675523484849,0.034533557,0.977444179090909,0.98812836,0.0031794095382286147,0.9968205904617714
1298,"(2S,3S)-2-amino-3-methylpentanoic acid; L-Isoleucine",3,0.0393684,6.834397e-07,0.0008267051,0.03933741,0.0146023305,2.3412929e-06,0.0015301282,0.022120284,3.857702e-07,6.818411e-05,0.005264292,0.096793429,0.0037195988,1.0,0.9989741,0.0033308099924299773,0.99666919000757
5531,Cloxacillin (sodium); Cloxacillin Sodium,139,0.03940328,0.00014113808,0.011880155,0.03802955,0.031987894,0.00014022969,0.011841863,0.0050301366,1.4913479e-06,0.00016893129,0.0047029187,0.15025228302158272,0.019444326,0.9804095403597123,0.9935512,0.00348221044663134,0.9965177895533687
5197,Pyridoxine (hydrochloride); Pyridoxine Hydrochloride,287,0.0394177,0.000118321084,0.01087755,0.03810492,0.030334456,0.00011598423,0.010769597,0.0050031636,1.5492817e-06,0.00046662005,0.007973507,0.17108596026132405,0.010517847,0.9767053226829269,0.9958962000000001,0.0036336109008327025,0.9963663890991673
1770,"1-O-[(2S,3S,6R)-4-methoxy-16,18-dioxa-10-azapentacyclo[11.7.0.02,6.06,10.015,19]icosa-1(20),4,13,15(19)-tetraen-3-yl] 4-O-methyl (2R)-2-hydroxy-2-(3-hydroxy-3-methylbutyl)butanedioate; Harringtonine",147,0.03970697,0.00043532002,0.020864327,0.03642036,0.030139323,0.00037553406,0.019378703,0.0042046416,3.95674e-06,0.00016588203,0.010659654,0.1552262257823129,0.051410105,0.9818659889115646,0.9827055299999999,0.003785011355034065,0.9962149886449659
5140,Perindopril (erbumine); Perindopril Erbumine,133,0.03981391,0.00010645753,0.010317828,0.03843356,0.028354764,0.00010287564,0.010142763,0.007428326,1.1688953e-06,0.00030452464,0.007939828,0.16934424935338344,0.02544261,0.9743715489473683,0.991939,0.003936411809235428,0.9960635881907646
3093,9-ING-41; Elraglusib,142,0.039947152,6.1071005e-05,0.007814794,0.039715298,0.026911244,6.5729226e-05,0.008107356,0.009398657,1.1601043e-06,0.00019122189,0.007198021,0.1573704197112676,0.0367338,0.9813446847183099,0.9875421500000001,0.00408781226343679,0.9959121877365632
2136,Hesperidin,144,0.039952002,0.00015537815,0.012465078,0.038936906,0.02724086,0.00012339602,0.011108373,0.007527301,2.2897486e-06,0.00015999372,0.010303692,0.17559888747916666,0.013541906,0.9727556016666666,0.9954565,0.004239212717638153,0.9957607872823618
1831,Rifaximin,136,0.040119294,0.00014581047,0.012075202,0.03797813,0.026160987,0.00012295641,0.0110885715,0.008056976,4.252116e-06,0.00021349969,0.011717259,0.1711276531397059,0.06975117,0.9732617051470588,0.97508425,0.0043906131718395155,0.9956093868281605
5147,Estrone sulfate (potassium); Potassium estrone sulfate,142,0.040185425,9.741591e-05,0.009869951,0.039064053,0.029082617,9.668956e-05,0.009833085,0.007015494,1.3184123e-06,0.00015594682,0.008112247,0.18516245936619719,0.01328421,0.9730010811971831,0.9954564999999999,0.004542013626040878,0.9954579863739591
5239,Fusidic Acid; Fusidic acid,145,0.040190786,0.0001624006,0.012743648,0.03841349,0.033323865,0.00014795859,0.012163824,0.005051913,2.4142971e-06,0.00024745002,0.003531035,0.1577472882965517,0.0121509405,0.977425190551724,0.9963358999999999,0.004693414080242241,0.9953065859197577
5154,Azithromycin (hydrate); Azithromycin Dihydrate,142,0.040225465,0.00010679063,0.010333954,0.039050598,0.029557997,0.00010364893,0.010180811,0.008649095,1.3736392e-06,0.00010221288,0.0039958623,0.1738085612394366,0.011198509,0.9760984978873238,0.99706876,0.004844814534443603,0.9951551854655564
5207,Bentamapimod,141,0.04026689,9.964878e-05,0.009982425,0.039388634,0.031021034,0.00010212266,0.010105574,0.006625545,1.3281089e-06,0.00030709998,0.005117778,0.16404702276595745,0.034227468,0.9786566761702128,0.9890078,0.004996214988644966,0.995003785011355
643,Glycyrrhizic acid; Glycyrrhizin,140,0.040368516,9.894257e-05,0.009946989,0.03967969,0.026441747,7.767703e-05,0.008813458,0.006909492,1.3542501e-06,0.00010371298,0.013993071,0.20703447929285715,0.011159303,0.9676019895714286,0.99662906,0.0051476154428463285,0.9948523845571536
5158,Procainamide (hydrochloride); Procainamide Hydrochloride,131,0.040383898,7.4086754e-05,0.008607366,0.038565006,0.022853687,6.503312e-05,0.008064311,0.010940397,1.7261765e-06,0.0004159375,0.013013254,0.16293258035114502,0.0015234016,0.977331583053435,0.9994136999999998,0.005299015897047691,0.9947009841029523
5212,Lenalidomide (hemihydrate); Lenalidomide hemihydrate,143,0.04045848,9.8038676e-05,0.009901447,0.03976515,0.029856382,9.388664e-05,0.009689513,0.007782911,1.3296461e-06,0.0002690233,0.0055307746,0.18165498451748252,0.021019876,0.9780382735664335,0.9938443300000002,0.005450416351249054,0.9945495836487509
5164,Daraxonrasib; RMC-6236,143,0.040489554,0.00013635948,0.011677306,0.03804197,0.03169815,0.00013431687,0.011589519,0.00545102,1.5336944e-06,0.00017649043,0.0066101803,0.1610307607972028,0.04236534,0.979376393916084,0.9846108600000001,0.005601816805450416,0.9943981831945495
5328,Demeclocycline,150,0.040509053,0.00019652487,0.014018731,0.037625395,0.03203701,0.0001743322,0.013203491,0.006208146,2.5704512e-06,0.00024570382,0.004429516,0.18049289652,0.047761824,0.9714243870666667,0.9822659,0.005753217259651779,0.9942467827403482
483,Ipatasertib,149,0.04054196,0.00010342978,0.010170043,0.03944194,0.029245133,9.8652476e-05,0.009932396,0.008012308,1.6714224e-06,0.0002055532,0.0064868233,0.1705902473691275,0.036154475,0.9792718722818792,0.9873956000000002,0.0059046177138531416,0.9940953822861469
5259,Thymopentin,135,0.040596858,9.0624635e-05,0.009519697,0.03941864,0.026543098,8.267146e-05,0.009092387,0.009192563,1.4849552e-06,0.000279665,0.009610523,0.13584005481481481,0.0041207406,0.9839341496296298,0.9988275,0.006056018168054504,0.9939439818319455
5132,Almonertinib (hydrochloride); HS-10296 hydrochloride,145,0.04068408,0.000119613615,0.010936801,0.040129423,0.03149602,0.00011265712,0.010614006,0.0070925993,1.7931582e-06,0.0002070232,0.0041081198,0.15754596171034482,0.018930508,0.9804351941379311,0.99311155,0.006207418622255867,0.9937925813777442
791,Erythromycin,151,0.040735878,0.00019825577,0.0140803335,0.037917756,0.03136378,0.00016543992,0.012862344,0.0063857967,1.9698712e-06,0.00016073696,0.0059083086,0.19590908378807947,0.0061833397,0.970650100463576,0.9989741,0.006358819076457229,0.9936411809235428
5280,Artenimol; Dihydroartemisinin,143,0.040785216,0.00011941732,0.010927823,0.039365657,0.030375347,0.000115701114,0.010756444,0.0075482987,2.0509954e-06,0.00011916964,0.0056754746,0.17418418944755243,0.009622964,0.9738219279720279,0.9975083999999999,0.006510219530658592,0.9934897804693414
5524,Gamma-Oryzanol; γ-Oryzanol,138,0.040847033,0.0001126865,0.010615391,0.040664602,0.031072281,0.00010718356,0.01035295,0.0061158114,2.152883e-06,0.00015072335,0.007257591,0.19023294478985506,0.024213089,0.9695546830434782,0.9913528000000001,0.006661619984859955,0.9933383800151401
5217,Pitavastatin (Calcium); Pitavastatin Calcium,142,0.040863685,9.989796e-05,0.009994898,0.040157773,0.02882346,8.769335e-05,0.009364474,0.006656119,1.2533019e-06,0.0002776091,0.010657167,0.17662337366197184,0.043460086,0.9749041359859154,0.9843177,0.006813020439061317,0.9931869795609387
5539,Talc,140,0.04088043,8.404329e-05,0.009167513,0.04108877,0.028253218,8.5369065e-05,0.009239538,0.008696303,2.7911635e-06,0.00022826799,0.0077705104,0.21015970427857142,0.05314932,0.9656415367857142,0.9838781,0.00696442089326268,0.9930355791067373
5515,"2-((4-Acetylphenyl)hydrazinylidene)-2-(3,3-dimethyl-4H-isoquinolin-1-yl)acetamide; IQ 1",140,0.04088595,0.000112842434,0.0106227305,0.03961943,0.030709682,0.00011722426,0.010827017,0.0073505742,1.4415566e-06,0.00028560328,0.0055371462,0.15486363688571428,0.045909446,0.9823231273571429,0.9844642999999998,0.007115821347464042,0.992884178652536
2355,Pentagastrin,144,0.041014187,0.00014010626,0.011836647,0.038496166,0.031298924,0.00013939003,0.011806355,0.0070777857,1.4887314e-06,0.00021501046,0.0051889457,0.1663538136597222,0.009095625,0.9765550504861111,0.9969222,0.007267221801665405,0.9927327781983346
2709,Tucatinib,142,0.04111722,0.00013571154,0.011649529,0.038942862,0.030019673,0.00014406127,0.012002552,0.007679056,1.0095156e-06,0.0002675621,0.006729963,0.15218358466197185,0.0732188,0.9803558759859154,0.9733255,0.007418622255866768,0.9925813777441332
5190,MK-8353; Mk-8353,135,0.041145407,0.00012734269,0.011284626,0.03911479,0.026911568,0.00012805789,0.011316268,0.010091856,1.2742654e-06,0.00016697479,0.008217173,0.17608978232592593,0.049775504,0.9768035827407406,0.9822659,0.00757002271006813,0.9924299772899319
637,(E)-3-(4-((Z)-1-(4-Hydroxyphenyl)-2-phenylbut-1-en-1-yl)phenyl)acrylic acid; (E)-3-[4-[(Z)-1-(4-hydroxyphenyl)-2-phenylbut-1-enyl]phenyl]prop-2-enoic acid,1,0.041155625,0.0,0.0,0.041155625,0.015744511,0.0,0.0,0.023290044,0.0,0.00057523465,0.004012047,0.03489319,0.004066713,1.0,0.99868095,0.007721423164269493,0.9922785768357305
5143,Belumosudil (mesylate),278,0.041217983,0.00011860031,0.010890378,0.040052496,0.029761456,9.935138e-05,0.009967518,0.0055475226,1.6937275e-06,0.00019832389,0.011738682,0.2070744227122302,0.020358725,0.966098486438849,0.9922321400000002,0.007872823618470855,0.9921271763815291
4050,Hydroxyfasudil; hydroxyfasudil,145,0.04122825,0.00015414086,0.012415347,0.03977717,0.027466008,0.00013921616,0.011798991,0.009838835,3.4096074e-06,0.00020509654,0.0077647753,0.17694014269655173,0.020973826,0.9782939579310345,0.9932581,0.008024224072672219,0.9919757759273278
430,Ixazomib citrate,143,0.04129164,0.00013923344,0.011799723,0.038831383,0.029659005,0.0001448168,0.012033984,0.008635994,1.385162e-06,0.0002374955,0.005898283,0.1588218339090909,0.06060800300000001,0.9795463907692309,0.9796276999999999,0.00817562452687358,0.9918243754731264
1061,Lucanthone,140,0.0414177,0.000111989626,0.010582514,0.04047542,0.02875141,9.376375e-05,0.0096831685,0.006969435,2.2078852e-06,0.00043470212,0.011219825,0.15009634410714284,0.012792584,0.9786760794285714,0.9964825,0.008327024981074944,0.991672975018925
754,Clobetasol Propionate; Clobetasol propionate,144,0.041432895,0.00012369647,0.011121892,0.040542528,0.031925503,0.00011228689,0.01059655,0.0062325723,2.3339699e-06,0.00019604168,0.006471223,0.17548843629166666,0.017262954,0.9747448511805555,0.9950169,0.008478425435276306,0.9915215745647237
1545,Tadalafil,137,0.041466452,0.00013761834,0.011731085,0.03939796,0.028478535,0.000117459735,0.010837884,0.0070923744,1.5079543e-06,0.00018806341,0.011715859,0.15789467379562044,0.013589875,0.9777005700729926,0.9964824999999999,0.00862982588947767,0.9913701741105223
5195,"(1S)-1,5-Anhydro-1-(3-((5-(4-fluorophenyl)-2-thienyl)methyl)-4-methylphenyl)-D-glucitol hemihydrate; Canagliflozin (hemihydrate)",142,0.041540142,0.00010883182,0.010432249,0.041090477,0.030755695,0.0001019955,0.0100992825,0.0069988244,1.1948547e-06,0.0003774476,0.0074202647,0.17230355623239435,0.033279028,0.977569207112676,0.9882749300000001,0.008781226343679031,0.9912187736563209
2240,"Naproxen, (-)-; naproxen",151,0.041546565,0.00023232038,0.015242059,0.038945436,0.027787622,0.00020055528,0.014161753,0.0072532347,5.2717796e-06,0.00027711265,0.012900569,0.2695502433245033,0.0034019481,0.9459241898675497,0.9992671600000002,0.008932626797880395,0.9910673732021196
5142,Imiquimod (maleate); Imiquimod maleate,136,0.0415826,0.0001239795,0.01113461,0.04149769,0.028099,0.000112654234,0.01061387,0.0073099094,9.2073157e-07,0.00026409776,0.012241743,0.18956069152941177,0.022500291,0.9725932377205881,0.99149936,0.009084027252081756,0.9909159727479182
5206,"CP21R7; Iron oxide, spent",139,0.041618034,8.584858e-05,0.009265453,0.041757062,0.031377744,9.742839e-05,0.009870581,0.0074824463,1.7260426e-06,0.00038581513,0.0053613647,0.15491436856115107,0.014057786,0.9817097551079137,0.9956031,0.00923542770628312,0.9907645722937168
428,Bestatin; Ubenimex,142,0.041657936,0.00031542082,0.017760092,0.03823279,0.02796721,0.00024900777,0.01577998,0.00793896,6.5935615e-06,0.0005900571,0.0112675065,0.17042201807042254,0.005135421,0.9754129626056337,0.9980947,0.009386828160484481,0.9906131718395155
1666,Capmatinib,141,0.041668065,0.00014578633,0.012074202,0.039250173,0.031427674,0.00013681139,0.01169664,0.007555275,2.6842952e-06,0.00010730838,0.0053273067,0.18021752625531914,0.020174593,0.9774928383687943,0.9923787,0.009538228614685845,0.9904617713853141
2349,Belzutifan,140,0.041801233,8.2448e-05,0.009080088,0.040098004,0.028418165,9.411868e-05,0.009701477,0.008857232,1.8477763e-06,8.974043e-05,0.009015781,0.19592822445714284,0.054155722,0.9724157317142856,0.98241246,0.009689629068887207,0.9903103709311127
1784,Eplerenone; eplerenone,138,0.041842245,0.00025545142,0.015982848,0.04054416,0.027257362,0.00020840755,0.014436327,0.008769356,2.25178e-06,0.00011917347,0.011583384,0.14867736752173913,0.049428053,0.9782913578260869,0.98153305,0.00984102952308857,0.9901589704769115
5186,Bosentan (hydrate); Bosentan Monohydrate,147,0.041843224,0.00027633677,0.01662338,0.039003145,0.029457875,0.00020413355,0.014287531,0.0070687695,5.4560414e-06,0.0002578187,0.010530032,0.1715154223265306,0.021103013,0.9753792975510205,0.9934047000000001,0.009992429977289932,0.9900075700227101
5204,Cytarabine (hydrochloride); Cytarabine Hydrochloride,135,0.041847035,0.00013079165,0.011436418,0.040999394,0.030239996,0.00010744646,0.010365639,0.0055575427,1.378654e-06,0.00019260873,0.01202195,0.1790708675037037,0.0029860279,0.9716311482962963,0.9997068600000001,0.010143830431491295,0.9898561695685087
155,Tirabrutinib,139,0.041853067,0.00010712047,0.0103499,0.04025369,0.029075516,9.1502014e-05,0.009565669,0.0058989143,7.4710346e-07,0.0001891566,0.013681611,0.15335933336690646,0.035599034,0.9784079476978417,0.98812836,0.010295230885692657,0.9897047691143074
2574,APTO-253; Apto-253,140,0.041904643,0.00012233728,0.011060618,0.040523477,0.030628571,0.00013278687,0.0115233185,0.008272808,1.7438588e-06,0.00014094748,0.005950148,0.15960887455714284,0.032725044,0.9811759425714286,0.9873956,0.01044663133989402,0.989553368660106
1888,Relugolix,138,0.041964866,0.00012471367,0.011167527,0.04024197,0.030598657,0.000113604925,0.01065856,0.008884208,2.2854847e-06,0.0011390218,0.0045083957,0.18240312586956522,0.044996433,0.9703036354347825,0.9834384,0.010598031794095382,0.9894019682059046
5214,"(S)-N-(1-cyclopropyl-2,2,2-trifluoroethyl)-4-(6-(4-fluorophenyl)pyrazolo[1,5-a]pyrimidin-3-yl)thiophene-2-carboxamide; ULK-101",141,0.04198058,0.00010069007,0.010034446,0.04110668,0.029450024,9.850749e-05,0.009925094,0.01000893,1.949745e-06,0.00015733285,0.004980314,0.1682473445957447,0.027347472,0.9777584341843971,0.99105966,0.010749432248296746,0.9892505677517033
5131,Almonertinib (mesylate); Almonertinib mesylate,139,0.041983966,0.00012582248,0.01121706,0.041525822,0.029378353,9.455528e-05,0.009723954,0.005542012,1.6752653e-06,0.00021150828,0.014042596,0.2628133047482014,0.02815618,0.9478577784172663,0.99061996,0.010900832702498107,0.9890991672975019
5192,"5-((6-([1,1'-biphenyl]-4-yl)-5-chloro-1H-benzo[d]imidazol-2-yl)oxy)-2-methylbenzoic acid; MK-3903",143,0.041990664,0.00010045219,0.0100225825,0.04012954,0.029664714,9.832952e-05,0.009916126,0.010077848,2.4192698e-06,0.00014214782,0.0044393465,0.15102289227272728,0.021389902,0.9823169060139859,0.99311155,0.011052233156699471,0.9889477668433005
2711,"(R)-9-(4-(1-aminopropan-2-yl)phenyl)-8-hydroxy-6-methylthieno[2,3-c]quinolin-4(5H)-one; OTS514",143,0.042133212,8.294342e-05,0.009107328,0.04006884,0.029666377,9.066282e-05,0.0095217,0.007905099,1.910058e-06,0.00026207004,0.009018644,0.20266447988811187,0.02925798,0.9696184224475525,0.98959404,0.011203633610900833,0.9887963663890992
5130,Osimertinib (mesylate); Osimertinib Mesylate,140,0.0421846,0.0001040871,0.010202309,0.042188123,0.031891204,9.163388e-05,0.009572559,0.007246398,2.4595404e-06,0.00020803377,0.006010786,0.1628854129357143,0.014052855,0.9788323455714285,0.99574965,0.011355034065102196,0.9886449659348978
5210,Niclosamide (olamine); Niclosamide ethanolamine salt,139,0.042337965,0.00012061244,0.010982367,0.04128971,0.030227609,0.000106415566,0.010315792,0.0073495694,1.7951198e-06,0.00015536712,0.009459428,0.17157436257553957,0.00914696,0.9764085756834533,0.9972153299999998,0.011506434519303558,0.9884935654806964
241,Medroxyprogesterone Acetate; Medroxyprogesterone acetate,146,0.042380158,0.000103248014,0.010161102,0.04060432,0.030644884,9.363889e-05,0.009676719,0.009392477,1.5899125e-06,0.00012623209,0.0046350975,0.18389819256849316,0.0166776,0.9741245175342466,0.9951634400000001,0.011657834973504921,0.9883421650264951
5518,Ouabain (Octahydrate); Ouabain Octahydrate,144,0.04250286,8.9047935e-05,0.00943652,0.04259409,0.032662094,8.232905e-05,0.009073534,0.006701136,1.3192823e-06,9.040263e-05,0.0062430995,0.16190473846527775,0.029597277,0.9804377079861111,0.9901802500000001,0.011809235427706283,0.9881907645722937
5160,Dorzolamide (hydrochloride); Dorzolamide Hydrochloride,138,0.042561825,0.00013412297,0.011581148,0.040459067,0.029994523,0.00011745172,0.010837513,0.007943446,2.3809844e-06,0.00011894061,0.009200138,0.1568169923550725,0.05446431,0.9799492629710146,0.9796277,0.011960635881907647,0.9880393641180923
2504,"(2R)-2-methyl-6-nitro-2-[[4-[4-[4-(trifluoromethoxy)phenoxy]piperidin-1-yl]phenoxy]methyl]-3H-imidazo[2,1-b][1,3]oxazole; Delamanid",142,0.042564668,0.00012751644,0.011292319,0.041419223,0.032123767,0.0001205928,0.010981476,0.006945203,2.2549414e-06,0.00037058492,0.0068431566,0.1594513566408451,0.02659207,0.9753846161971831,0.9882749300000001,0.012112036336109008,0.987887963663891
1590,AZD2858; Azd2858,140,0.04257625,0.00011657181,0.010796844,0.041638523,0.03177871,0.000117092946,0.01082095,0.0077662384,1.4936873e-06,0.0002371452,0.005967743,0.14636169875714286,0.007284260399999999,0.9862823009285714,0.9975084,0.012263436790310372,0.9877365632096896
5194,LY-2584702 (tosylate salt),144,0.042677317,9.657972e-05,0.0098274965,0.0417154,0.028922208,9.379734e-05,0.009684901,0.010805352,2.9757634e-06,0.00036412012,0.0057538697,0.17699157221527778,0.0416467,0.9745922734027778,0.9854902600000001,0.012414837244511734,0.9875851627554882
1829,Sinomenine,143,0.04272854,0.00015931553,0.012622027,0.041621376,0.03246639,0.00015432508,0.012422765,0.008374856,1.7838439e-06,0.00036191577,0.0036298241,0.17202840445454545,0.020865822,0.9758159504195804,0.9929649999999999,0.012566237698713097,0.9874337623012869
5199,Clonidine (hydrochloride); Clonidine Hydrochloride,142,0.042804316,0.00013857496,0.011771787,0.041073747,0.031125048,0.000144987,0.012041053,0.008837411,1.8726845e-06,0.00049913087,0.005484063,0.131137968971831,0.0075208396,0.9854190420422536,0.9982412500000001,0.012717638152914459,0.9872823618470855
278,"Estradiol Acetate; [(8R,9S,13S,14S,17S)-17-hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-yl] acetate",1,0.04282844,0.0,0.0,0.04282844,0.01867069,0.0,0.0,0.020213574,0.0,9.0646805e-05,0.007852095,0.41858673,0.0047507132,1.0,0.9994137,0.012869038607115822,0.9871309613928841
581,Ritonavir; ritonavir,146,0.042942334,0.00022223082,0.014907407,0.04081373,0.03337201,0.00017620882,0.013274368,0.007431831,5.2224723e-06,0.00029148566,0.004160392,0.1638949897191781,0.01129489,0.9773461036986302,0.99662906,0.013020439061317184,0.9869795609386828
