compound_embedding_row_index,compound_name,n_profiles,source_normalized_inverted_score
4246,"N-([1,1'-Biphenyl]-4-ylmethyl)-6-phenyl-3-(pyridin-2-yl)-1,2,4-triazin-5-amine; VU-0418946-1",55,0.9191047138964168
4764,YM-155,219,0.9239790339380716
2090,KU-0063794; Ku-0063794,77,0.9185589017271972
2385,5-(6-((4-Methyl-1-piperazinyl)methyl)-1H-benzimidazol-1-yl)-3-((1R)-1-(2-(trifluoromethyl)phenyl)ethoxy)-2-thiophenecarboxamide; GSK-461364,227,0.9181223272339254
930,"(R)-2,4,6-Trimethyl-deca-2,4-dienoic acid {(1S,5S,6R)-5-hydroxy-5-[(1E,3E,5E)-6-(2-hydroxy-5-oxo-cyclopent-1-enylcarbamoyl)-hexa-1,3,5-trienyl]-2-oxo-7-oxa-bicyclo[4.1.0]hept-3-en-3-yl}-amide; manumycin-a",110,0.917181360407685
1905,Cabazitaxel (Jevtana); cabazitaxel,53,0.9158393238940884
260,"4,15-Diacetoxyscirpen-3-ol; anguidine",58,0.9149945606879136
6445,"(9E,11E)-16-chloro-17,19-dihydroxy-4-methyl-3,7-dioxatricyclo[13.4.0.06,8]nonadeca-1(15),9,11,16,18-pentaene-2,13-dione; radicicol",188,0.9146248941653802
1294,Dolastatin 10; dolastatin-10,112,0.912652239960552
737,Ingenol Mebutate; ingenol-mebutate,67,0.9124028421898644
3547,5-Azacytidine; Azacitidine; Azacytidine,300,0.8802451941957478
2547,"(8R,9R,13S,14S,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol; estradiol",122,0.9070566258447572
5354,"N-[(2S)-3-methoxy-1-[[(2S)-3-methoxy-1-[[(2S)-1-(2-methyloxiran-2-yl)-1-oxo-3-phenylpropan-2-yl]amino]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]-2-methyl-1,3-thiazole-5-carboxamide; oprozomib",77,0.911622225075182
2093,BGT-226; BGT-226 free base,73,0.9104511335929012
8882,BRD-A28105619,52,0.9086771854665224
5274,"4-(6,6-dimethyl-4-oxo-3-(trifluoromethyl)-4,5,6,7-tetrahydro-1H-indazol-1-yl)-2-((1r,4r)-4-hydroxycyclohexylamino)benzamide; SNX-2112",123,0.9083013946423032
2483,Brefeldin A; brefeldin-a,82,0.908241255978848
5371,BRD-K61195623; Combretastatin A4,88,0.9073775571844368
1322,Vinblastine; vinblastine,88,0.9055919262464004
762,Fluticasone Propionate; fluticasone-propionate,53,0.9052989775488436
768,"[(1S,3R,7S,8R,8aS)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate; simvastatin",67,0.9016893788062872
4611,cycloheximide,71,0.9069930604536788
942,Parbendazole; parbendazole,125,0.9026362844453126
1678,"N,1,4,4-Tetramethyl-8-((4-(4-methylpiperazin-1-yl)phenyl)amino)-4,5-dihydro-1H-pyrazolo(4,3-h)quinazoline-3-carboxamide; PHA-848125",90,0.9021352822673436
1914,"(1R,9S,12S,15R,16Z,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-12-[(2R)-1-[(1S,3R,4R)-4-dimethylphosphoryloxy-3-methoxycyclohexyl]propan-2-yl]-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone; deforolimus",68,0.9020350770563356
4440,GDC-0068,62,0.8993342237009948
2277,"(7R,9S)-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione; doxorubicin",386,0.9721763892698888
1312,Birinapant; birinapant,88,0.8982473219523498
109,N-[3-[[2-[[4-(dimethylamino)cyclohexyl]amino]-9-propan-2-yl-6-purinyl]amino]phenyl]-2-propenamide; WZ-3105,78,0.897733583767022
6744,Chelidonine; chelidonine,50,0.8973186116983027
1724,"(9S,10R,11R,13R)-2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-9,13-epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one; staurosporine",68,0.9009691531094972
7187,"2,4-difluoro-N-[2-methoxy-4-[4-(4-pyridazinyl)-6-quinolinyl]-3-pyridinyl]benzenesulfonamide; GSK-2126458",109,0.8923436044538158
2654,AZD-8330; Azd-8330,83,0.8922059342741988
3096,JNJ-26481585; Quisinostat,165,0.9155602687474532
1921,Mycophenolate Mofetil; mycophenolate-mofetil,81,0.8899850391935004
367,"BMS-387032; N-(5-(((5-(1,1-Dimethylethyl)-2-oxazolyl)methyl)thio)-2-thiazolyl)-4-piperidinecarboxamide; N-[5-[(5-tert-butyl-1,3-oxazol-2-yl)methylsulfanyl]-1,3-thiazol-2-yl]piperidine-4-carboxamide",137,0.889846432787355
103,Canertinib; canertinib,114,0.889232933553618
1828,"2-[5-[(3,5-dimethyl-1H-pyrrol-2-yl)methylidene]-4-methoxy-2-pyrrolylidene]indole; obatoclax",114,0.9557633948674448
6877,Piperlongumine; piperlongumine,50,0.9155020304006968
3995,6-Bromoindirubin-3'-oxime; BRD-K04923131,108,0.8863268242541283
1982,"N-[3,4-difluoro-2-(2-fluoro-4-iodoanilino)-6-methoxyphenyl]-1-[(2S)-2,3-dihydroxypropyl]cyclopropane-1-sulfonamide; Refametinib; refametinib",50,0.8827254803892288
2206,ABT-751; N-(2-((4-hydroxyphenyl)amino)-3-pyridinyl)-4-methoxybenzenesulfonamide,75,0.8855395536290356
2752,"4-Piperidinone, 3,5-bis[(4-methylphenyl)methylene]-, hydrochloride; NSC-632839",54,0.8849351270943545
6314,Rottlerin; rottlerin,57,0.8849757311140151
2934,Taselisib; taselisib,137,0.8844002094605458
2133,"4-(4,5-bis(4-chlorophenyl)-2-(2-isopropoxy-4-methoxyphenyl)-4,5-dihydro-1H-imidazole-1-carbonyl)piperazin-2-one; nutlin-3",63,0.8842117066071322
3006,"(6S)-4-(4-Chlorophenyl)-N-(4-hydroxyphenyl)-2,3,9-trimethyl-6H-thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepine-6-acetamide; OTX-015",82,0.8821667412335137
6224,"9-(1-Methyl-4-pyrazolyl)-1-[1-(1-oxoprop-2-enyl)-2,3-dihydroindol-6-yl]-2-benzo[h][1,6]naphthyridinone; QL-XII-47",103,0.8767779612253712
2970,4-(2-Methyl-1-(1-methylethyl)-1H-imidazol-5-yl)-N-(4-(methylsulfonyl)phenyl)-2-pyrimidinamine; AZD-5438,201,0.8766339259567045
1601,NMS-1286937; Onvansertib,83,0.8758155287729522
3530,"9-Chloro-2-(2-furanyl)(1,2,4)triazolo(1,5-c)quinazolin-5-amine; CGS-15943",78,0.8747146106710731
2708,Ceritinib; ceritinib,50,0.8747897467726503
1796,"BRD-K22848513; methyl (4aS,6aR,6bS,8aR,12aR,14aS,14bR)-11-cyano-2,2,6a,6b,9,9,12a-heptamethyl-10,14-dioxo-1,3,4,5,6,7,8,8a,14a,14b-decahydropicene-4a-carboxylate",68,0.8736292353931276
1630,Triciribine; triciribine,73,0.8732112583993226
3150,"1,3-Benzothiazol-2-yl(2-((2-(3-pyridinyl)ethyl)amino)-4-pyrimidinyl)acetonitrile; AS-601245",76,0.8730961025473323
1923,"(6-Chloro-9-(4-methoxy-3,5-dimethylpyridin-2-ylmethyl)-9H-purin-2-yl)amine; BIIB-021",113,0.8721667939096492
2757,SB-743921; Sb-743921,119,0.8704059873065493
3145,"(2E,3Z)-2,3-bis[amino-(2-aminophenyl)sulfanylmethylidene]butanedinitrile; U-0126",67,0.8703806747394529
5318,Lasalocid A; lasalocid,80,0.8700419944857876
2703,Tozasertib; tozasertib,187,0.914712121267606
7751,A-443654,174,0.8693819102114989
170,Epothilone-B; epothilone-b,69,0.8687346151472519
3976,SB 218078; SB-218078,59,0.8623148001345382
5321,KW-2478; KW-2478 free base,84,0.8607081898112798
2194,HMN-214; N-((4-Methoxyphenyl)sulfonyl)-N-(2-((1E)-2-(1-oxido-4-pyridinyl)ethenyl)phenyl)acetamide,103,0.8589049631856505
82,"(1S,2S,4R,7E,11S)-4,8-dimethyl-12-methylidene-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-en-13-one; Parthenolide",88,0.8718717153653051
562,AT-13387; Onalespib,63,0.8546800688595293
3678,AS-703026; Pimasertib,84,0.8545404596290691
3565,(E)-N-hydroxy-3-[4-[[2-hydroxyethyl-[2-(1H-indol-3-yl)ethyl]amino]methyl]phenyl]prop-2-enamide; Dacinostat,168,0.898245982894015
3973,Tivantinib; tivantinib,97,0.8525907539176941
1518,PF-562271,77,0.852129591291646
992,Albendazole; albendazole,74,0.852087294706163
6225,"N-[2-methyl-5-[2-oxo-9-(1H-pyrazol-4-yl)-1-benzo[h][1,6]naphthyridinyl]phenyl]-2-propenamide; QL-X-138",56,0.8510694527763307
2069,"1-[2-chloro-4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-3-(5-methyl-1,2-oxazol-3-yl)urea; Tivozanib; tivozanib",65,0.8477370672449744
5452,5-Fluoro-2'-deoxycytidine; fdcyd,50,0.8507118108131617
2956,SB-2343; Vs-5584,57,0.8488958336708055
2821,PIK-75; Pik-75,72,0.8475438966394352
1045,"(+-)-Quinacrine; 4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine; mepacrine",52,0.8486051085319641
1999,Tamatinib; fostamatinib,113,0.8439763102914785
1458,TAS-103; TAS-103 free base,68,0.8438814954620089
2000,Alisertib; alisertib,156,0.8969329062220951
2633,"4-[2-[[4-(2,4-dichlorophenyl)-5-(5-methyl-1H-imidazol-2-yl)pyrimidin-2-yl]amino]ethylamino]benzonitrile; CHIR-99021",75,0.8419145563964376
739,Romidepsin; romidepsin,131,0.9024819002026976
4450,atorvastatin,64,0.8492079351803854
7031,BMCL181297 Compound 5F; BRD-K05402890,55,0.8404480464673536
1473,Resminostat; resminostat,97,0.9198927635812147
7896,JNK inhibitor IX; JNK-IN-5A,50,0.8380699214913438
2495,Digoxin; digoxin,207,0.9138739750877528
1602,Dovitinib; dovitinib,82,0.833576066311531
6752,"HG-5-113-01; N-methyl-6-[[4-(2-propan-2-ylsulfonylanilino)-1H-pyrrolo[2,3-b]pyridin-6-yl]amino]-3-pyridinecarboxamide",51,0.8333227287289415
1461,SB-590885,51,0.8276915467275712
3179,"3-(4-Morpholinyl)-5-[2-[4-[3-(3-pyridinyl)-1,2,4-triazol-1-yl]anilino]-4-pyrimidinyl]benzonitrile; JNK-9L",77,0.8246377379399279
2601,Apitolisib; GDC-0980,60,0.8242191208111149
148,Sdccgsbi-0050471.P002; forskolin,68,0.8502553035117038
459,(2S)-4-methyl-N-[(2S)-1-[[(2S)-4-methyl-1-[(2R)-2-methyloxiran-2-yl]-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]-2-[[(2S)-2-[(2-morpholin-4-ylacetyl)amino]-4-phenylbutanoyl]amino]pentanamide; Carfilzomib; carfilzomib,85,0.8817551277054548
2274,OSI-027,52,0.8182810995020533
1079,2-[3-[[7-[3-[ethyl(2-hydroxyethyl)amino]propoxy]quinazolin-4-yl]amino]-1H-pyrazol-5-yl]-N-(3-fluorophenyl)acetamide; Defosbarasertib; barasertib-HQPA,52,0.8172413245670587
1892,Danusertib; danusertib,71,0.9348334210273544
3444,Buparlisib; buparlisib,63,0.8829221451590679
2836,"4(2'-Aminoethyl)amino-1,8-dimethylimidazo(1,2-a)quinoxaline; BMS-345541",99,0.8075440987987226
2071,GW-843682X; GW843682X,100,0.8044954613663207
946,Pracinostat; SB-939,180,0.9183545571886134
5630,"(2R,4aS,6aR,6aS,14aS,14bR)-10-hydroxy-2,4a,6a,6a,9,14a-hexamethyl-11-oxo-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylic acid; Celastrol",75,0.8199461770105484
3120,"2-(Difluoromethyl)-1-(4,6-di-4-morpholinyl-1,3,5-triazin-2-yl)-1H-benzimidazole; ZSTK-474",73,0.800960064284267
2006,"2-[2-methoxy-5-[[(E)-2-(2,4,6-trimethoxyphenyl)ethenyl]sulfonylmethyl]anilino]acetic acid; Rigosertib",92,0.8782223069197109
1383,GSK-1070916; Gsk-1070916,91,0.88743636353072
3546,5-Aza-2'-deoxycytidine; Decitabine,287,0.887506597693353
3553,5-iodotubercidin; 7-Iodo-7-deaza-D-guanosine,51,0.7948833617876453
756,Beclomethasone Dipropionate; beclomethasone-dipropionate,55,0.7877762349573618
4465,linsitinib,53,0.7805517818963523
2072,CP-466722; CP466722,63,0.780147500895902
1226,Pelitinib; pelitinib,77,0.8768707830151398
111,AVL-292; Spebrutinib,61,0.7740072808646861
3072,RAF-265; Raf265,74,0.7734467642539797
1310,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol; Roscovitine; roscovitine,97,0.8878217295850764
2858,Apilimod; STA-5326,78,0.7587233540819387
73,"calcitriol; trans-(1R,3S,5Z)-5-[(2E)-2-[(1S,3aS,7aR)-1-[(2R)-6-hydroxy-6-methylheptan-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",100,0.8736339547603882
3867,MLN-8054; Mln8054,62,0.8749542837907751
99,Ibrutinib; ibrutinib,149,0.8575665277152715
2781,Linifanib; linifanib,113,0.8590664753704016
652,Tamibarotene; tamibarotene,50,0.7266716560212533
1252,Cerdulatinib; PRT-062070,51,0.8586402710220338
3159,Ruxolitinib; ruxolitinib,110,0.8668112279178818
2800,Pazopanib; pazopanib,63,0.8043621895361183
251,Dexamethasone Acetate; dexamethasone,334,0.8323171617930059
2035,4-(4-(N-benzoylamino)anilino)-6-methoxy-7-(3-(1-morpholino)propoxy)quinazoline; ZM-447439,66,0.8612989267910313
1425,2-(dimethylamino)-N-(6-oxo-5H-phenanthridin-2-yl)acetamide; PJ-34,59,0.8557848341037644
3708,AT-9283; At-9283,60,0.8171195225644092
4802,curcumin,68,0.828301826599838
1419,"5-([1,1'-Biphenyl]-4-ylmethyl)-N,N-dimethyl-1H-tetrazole-1-carboxamide; LY-2183240",50,0.670902231211931
1472,AG-14361,74,0.8076973575324965
3667,BX-795; N-(3-((5-Iodo-4-((3-((2-thienylcarbonyl)amino)propyl)amino)-2-pyrimidinyl)amino)phenyl)-1-pyrrolidinecarboxamide,57,0.6652266317711014
7015,BRD-A36275421; ML162,54,0.6613297082516324
2439,"(2S)-1-[4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]pyrrolo[2,1-f][1,2,4]triazin-2-yl]-N-(6-fluoropyridin-3-yl)-2-methylpyrrolidine-2-carboxamide; Bms-754807",57,0.82878312645372
2702,ENMD-2076; Enmd-2076,55,0.828411369061183
639,4-Hydroxytamoxifen; tamoxifen,115,0.8842556991474531
3901,KW-2449; [4-[2-(1H-indazol-3-yl)ethenyl]phenyl]-(1-piperazinyl)methanone,52,0.8136100492035772
2533,"(1S,9R,11S,14S,15S)-15-methyl-9-[9-(4,4,5,5,5-pentafluoropentanesulfinyl)nonyl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2(7),3,5-triene-5,14-diol; fulvestrant",282,0.9220223976857952
101,AZD-9291; Osimertinib,65,0.9134467086242072
2028,Etoposide; etoposide,103,0.9113440687222436
4724,sorafenib,189,0.8734737385178453
1813,nintedanib,50,0.7662545418842329
202,"(Z)-N-[2-(3-acetamido-4,5-dihydroxy-6-methyloxan-2-yl)oxy-6-[2-[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]-2-hydroxyethyl]-4,5-dihydroxyoxan-3-yl]-5-methylhex-2-enamide; tunicamycin",55,0.8695373292233727
1040,Disulfiram; disulfiram,59,0.790725918436916
2353,Sulforaphane; sulforaphane,81,0.8142040301884271
3503,Fludarabine; fludarabine,73,0.8442753440827195
2502,"(2Z,4S,4aR,5S,5aR,6R,12aS)-2-[amino(hydroxy)methylene]-4-(dimethylamino)-5,10,11,12a-tetrahydroxy-6-methyl-4a,5,5a,6-tetrahydro-4H-tetracene-1,3,12-trione;ethanol;hydrate;hydrochloride; doxycycline",104,0.8612154877758121
1403,"3-(diaminomethylidene)-1,1-dimethylguanidine; Metformin",84,0.8386552907260717
3298,Nicotinamide; nicotinamide,93,0.8154926230975454
5116,cisplatin,155,0.7859878844075918
3113,Talazoparib; talazoparib,82,0.7461773613319349
24002,Palmitic acid,57,0.7826446792434119
