compound_embedding_row_index,compound_name,n_profiles,mean_total_error,variance_total_error,raw_error_inverted_score,mean_source_normalized_error_z,source_normalized_inverted_score,predictability_score,source_normalized_predictability_score
1362,[2-(5-Ethyl-imidazol-1-yl)-1-hydroxy-1-phosphono-ethyl]-phosphonic acid; [2-(5-ethylimidazol-1-yl)-1-hydroxy-1-phosphonoethyl]phosphonic acid,2,0.111006945,4.788328e-06,0.74140261663783,-0.161996777197625,0.8569366109492912,0.6958364875094625,0.8115064345193036
1036,"3-[(6aR,9S,10aR)-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinolin-9-yl]-1,1-diethylurea; Terguride",9,0.11102473,0.0040490185,0.7413361161101639,0.0178721391069792,0.8206666872057342,0.6956850870552611,0.7315669947009842
8213,"1-[(E)-2-phenylethenyl]sulfonyl-2,3-dihydropyridin-6-one; RS-I-002-6",13,0.11104711,0.0003291621,0.7412524342541521,0.201878310077748,0.7835625008539825,0.6955336866010597,0.6458743376230129
3602,BRD-K33583600; Isoliquiritigenin,13,0.11105721,0.00049677485,0.7412146689840128,0.2021122804555949,0.7835153215639912,0.6953822861468584,0.6457229371688116
3395,"(2R)-2-amino-2-[(5S)-3-chloro-4,5-dihydro-1,2-oxazol-5-yl]acetic acid; acivicin",24,0.111073025,0.00048626564,0.7411555345535916,0.2024788951166407,0.7834413950286421,0.695230885692657,0.6455715367146102
7117,6-(3-methoxyphenyl)-N-(3-pyridinylmethyl)-4-quinazolinamine; BRD-K63569039,5,0.11108134,0.0013276231,0.7411244436406007,0.2026715805636746,0.7834025406973102,0.6950794852384556,0.6452687358062075
1902,"Rifapentine; [(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-26-[(E)-(4-cyclopentylpiperazin-1-yl)iminomethyl]-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",8,0.11114944,0.0015407327,0.7408698085023344,0.2123625784230008,0.7814483856349563,0.6949280847842543,0.6402725208175625
6621,5-Chloro-7-[(4-ethoxyphenyl)-(3-pyridinylamino)methyl]-8-quinolinol; BRD-A07614565,3,0.111165844,0.0009553003,0.7408084717210112,0.2046303879844504,0.7830075541858024,0.6947766843300529,0.644663133989402
5824,"(2S,3S,4R,5R)-2,5-bis(3,4-dimethoxyphenyl)-3,4-dimethyloxolane; Galgravin",4,0.11116928,7.508556e-06,0.7407956240508924,-0.1597471750652141,0.8564829867240931,0.6946252838758517,0.8102952308856927
4957,etofylline,5,0.11122668,0.00016128378,0.74058099766416,0.2851725999941937,0.7667665051610576,0.6944738834216503,0.6096896290688871
1507,(2S)-N-[(2S)-1-[benzyl(methyl)amino]-3-naphthalen-2-yl-1-oxopropan-2-yl]-1-(4-oxo-3H-quinazolin-2-yl)pyrrolidine-2-carboxamide,1,0.11127094,0.0,0.7404155035199652,-0.158338493242675,0.8561989310721654,0.6943224829674489,0.8092354277062831
8020,"2-[(3S,6aS,8S,10aS)-1-(1,3-benzodioxol-5-ylmethyl)-3-hydroxy-3,4,6,6a,8,9,10,10a-octahydro-2H-pyrano[2,3-c][1,5]oxazocin-8-yl]-N-(4-phenylphenyl)acetamide; BRD-K10211010",14,0.11129065,0.0008063064,0.7403418051561586,0.2075235298755593,0.7824241624696255,0.6941710825132476,0.6437547312641938
7176,"(8S,9R,10S)-9-[4-(3-cyanophenyl)phenyl]-10-(hydroxymethyl)-N-(2-methoxyphenyl)-1,6-diazabicyclo[6.2.0]decane-6-carboxamide; SA-1921456",9,0.111308694,0.0007392499,0.7402743361923572,0.2079415290531608,0.7823398744302691,0.6940196820590462,0.6431491294473883
210,"[4-(2-Acetylamino-2-{1-[2-carbamoyl-1-(3-naphthalen-1-yl-propylcarbamoyl)-ethylcarbamoyl]-cyclohexylcarbamoyl}-ethyl)-benzyl]-phosphonic acid; [4-[(2S)-2-acetamido-3-[[1-[[(2S)-4-amino-1-(3-naphthalen-1-ylpropylamino)-1,4-dioxobutan-2-yl]carbamoyl]cyclohexyl]amino]-3-oxopropyl]phenyl]methylphosphonic acid",2,0.11131691,0.00015496288,0.7402436154537964,-0.1577014391204744,0.8560704713865931,0.6938682816048448,0.8089326267978804
7014,2-[(chloroacetyl)(4-methoxyphenyl)amino]-N-(2-phenylethyl)-2-thien-2-ylacetamide; K784-3188,29,0.11132413,0.0010653782,0.7402166188943502,0.2082994961304649,0.7822676916492568,0.6937168811506434,0.642997728993187
6859,"1-[(5R,6R,9S)-5-methoxy-3,6,8,9-tetramethyl-2-oxo-11-oxa-3,8-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]-3-propan-2-ylurea; BRD-K95549765",2,0.11133613,0.0002899653,0.7401717492664619,0.2085776262359817,0.7822116077081005,0.6935654806964421,0.6428463285389856
5755,Methyl 3-(2-amino-3-(benzyloxy)-5-nitrophenyl)propiolate; methyl 3-(2-amino-5-nitro-3-phenylmethoxyphenyl)prop-2-ynoate,4,0.111344986,0.0019591618,0.7401386354810803,-0.1573124242718445,0.8559920279335229,0.6934140802422407,0.8086298258894776
1184,"(2S)-1-[(2S,3S)-2-[[(2S,3S)-3-ethoxycarbonyloxirane-2-carbonyl]amino]-3-methylpentanoyl]pyrrolidine-2-carboxylic acid; N-(3-Ethoxycarbonyloxirane-2-carbonyl)-isoleucyl-proline",3,0.11135676,1.402063e-05,0.7400946108978506,-0.1571493431002733,0.8559591431984702,0.6932626797880393,0.8084784254352764
3336,N-(6-Aminohexyl)-5-chloronaphthalene-2-sulfonamide; W-9,1,0.11136573,0.0,0.740061070851004,0.209263739643964,0.7820732553929912,0.693111279333838,0.6425435276305829
2164,Meglitinide; meglitinide,2,0.11137086,6.190986e-05,0.7400418890850817,0.2093827664125448,0.7820492540707584,0.6929598788796366,0.6423921271763815
6465,"2-[(3S,6aS,8S,10aS)-3-hydroxy-1-(1-oxopropyl)-3,4,6,6a,8,9,10,10a-octahydro-2H-pyrano[2,3-c][1,5]oxazocin-8-yl]-N-[(3,5-difluorophenyl)methyl]acetamide; BRD-K53407305",1,0.11138946,0.0,0.7399723411618548,0.2098137893457013,0.7819623398376687,0.6928084784254354,0.6420893262679788
7630,"2-[4-Methyl-3-(piperidine-1-sulfonyl)phenyl]-2,3-dihydro-1,2-benzothiazol-3-one; BRD-K70831943",1,0.11139325,0.0,0.7399581698377136,0.2099016396773315,0.781944625132457,0.692657077971234,0.6419379258137774
6888,"2,5-Di-tert-butyl-4-methoxyphenol; BRD-K88329126",1,0.11139943,0.0,0.739935061979351,0.2100448890307548,0.7819157394126133,0.6925056775170326,0.641786525359576
3917,(2Z)-2-(2-hydroxy-5-nitrobenzylidene)-1-benzothiophen-3(2H)-one; (2Z)-2-[(2-hydroxy-5-nitrophenyl)methylidene]-1-benzothiophen-3-one,4,0.11141757,1.9608991e-05,0.7398672340585265,-0.1563066144341283,0.8557892099766242,0.6923542770628313,0.8080242240726723
6310,3beta-Acetoxyandrost-5-en-17-one; BRD-K96527333,3,0.11143833,0.00051663414,0.7397896096022797,0.2109465409480736,0.7817339245278835,0.6922028766086299,0.6413323239969719
3147,"2-Cyano-3-(3,4-dihydroxyphenyl)prop-2-enamide; AG-99; TYRPHOSTIN-46; Tyrphostin A46",6,0.11144454,0.0007361773,0.7397663895698475,0.2110905359089731,0.7817048884589586,0.6920514761544285,0.6411809235427706
3894,(2R)-N-(furan-2-ylmethyl)-2-[(2-oxo-1H-quinolin-6-yl)sulfonylamino]-2-phenyl-N-(thiophen-2-ylmethyl)acetamide,2,0.11148301,2.1759253e-07,0.7396225450211089,-0.1553999142987485,0.8556063771367753,0.6919000757002272,0.8072672218016654
7366,"1-[(2R,3R)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[[4-(trifluoromethyl)phenyl]methyl]amino]methyl]-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-3-phenylurea; BRD-K63368502",1,0.11149984,0.0,0.7395596153679955,0.2123723433312791,0.7814464165761223,0.6917486752460258,0.6401211203633611
1124,1-(9-(4-chlorophenyl)-8-(2-chlorophenyl)-9H-purin-6-yl)-4-ethylaminopiperidine-4-carboxylic acid amide; CP-945598,3,0.111506365,1.9351697e-05,0.7395352175078311,0.2125234737170914,0.7814159416742806,0.6915972747918244,0.6398183194549584
665,"(Z)-7-[(2R)-2-amino-2-carboxyethyl]sulfanyl-2-[[(1S)-2,2-dimethylcyclopropanecarbonyl]amino]hept-2-enoic acid; Cilastatin",3,0.11151028,0.0006942448,0.7395205787917326,0.062028175145458,0.8117627804449841,0.6914458743376231,0.710219530658592
6484,"[11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] pentanoate; westcort",2,0.111513086,0.00017315552,0.7395100867770781,0.2126793559018443,0.7813845085891755,0.6912944738834217,0.639666919000757
199,BRD-A54632525; N-[(5-bromo-8-hydroxy-7-quinolinyl)-thiophen-2-ylmethyl]acetamide,9,0.11152054,0.00041776954,0.7394822152598881,0.2128521591267262,0.7813496634368398,0.6911430734292203,0.6395155185465556
6729,pseudopelletierine; psi-Pelletierine,5,0.11152478,0.0017218719,0.7394663613247009,0.2441674526901711,0.7750350464763985,0.690991672975019,0.6269492808478425
6259,"6-methyl-N-[(Z)-1-pyridin-2-ylethylideneamino]-5H-[1,2,4]triazino[5,6-b]indol-3-amine; VLX-600",6,0.111531414,0.0007008328,0.7394415558987499,0.2131043289836668,0.7812988142869723,0.6908402725208176,0.6392127176381529
7610,"2-Methyl-5-[(2-methyl-4-quinolinyl)thio]-1,3,4-thiadiazole; ST-056792",14,0.11153277,0.000660389,0.7394364856307986,0.2131357289372922,0.7812924825986132,0.6906888720666162,0.6390613171839515
14088,latamoxef,3,0.11154268,0.00036214394,0.7393994307964341,0.2932135162960156,0.7651450831439175,0.6905374716124149,0.6063588190764573
5373,"N,N-bis(3,4-dimethoxyphenethyl)-N-methylamine; YS-035",3,0.111555934,0.0006376548,0.7393498722924315,0.2136724818803917,0.7811842482871194,0.6903860711582135,0.6389099167297502
24854,Arachidonic acid,4,0.11155767,0.000721894,0.7393433811529304,-0.1588996201413705,0.8563120803046413,0.6902346707040121,0.8096896290688872
24211,Hypochlorous acid,13,0.11157991,0.00025839417,0.7392602227759106,-0.0728835837325327,0.8389672541647637,0.6900832702498108,0.7751703255109765
5299,Articaine; articaine,4,0.111586854,6.381764e-05,0.7392342582179059,0.2693222136747606,0.7699626788798016,0.6899318697956094,0.6155942467827403
285,BRD-K99615199; Medroxyprogesterone,14,0.11161951,0.0006779106,0.7391121530038791,0.2151461521531787,0.7808870879466046,0.689780469341408,0.6387585162755488
1436,"3-(4-bromophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine; Brompheniramine; brompheniramine",12,0.11162745,0.0032849512,0.7390824642667597,0.1348112278487922,0.7970863381468456,0.6896290688872067,0.6747918243754731
5241,Famciclovir; famciclovir,6,0.11162951,0.0007999019,0.7390747616473056,0.2153779295628662,0.7808403508608003,0.6894776684330053,0.6384557153671462
2421,Mometasone Furoate; mometasone,11,0.11165685,0.00048461845,0.7389725336784334,0.2296529021405182,0.777961853689249,0.6893262679788039,0.6328538985616956
7195,BRD-K78843060; [2-[4-(2-Cyclohexylethyl)piperazin-1-yl]-2-oxoethyl] 4-methylsulfonyl-3-nitrobenzoate,6,0.11167497,0.0009576821,0.7389047805403219,0.2164318901576046,0.78062782347594,0.6891748675246026,0.6383043149129448
7373,"BRD-K82594686; N-(2-aminophenyl)-4-[[[(2S,3R)-10-[[cyclohexyl(oxo)methyl]amino]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-2-yl]methyl-methylamino]methyl]benzamide",5,0.11169092,0.00022088134,0.7388451413265871,0.216801599431425,0.7805532729229915,0.6890234670704012,0.6380015140045421
4465,linsitinib,53,0.111691244,0.0006036506,0.738843929846634,0.2168089936941665,0.7805517818963523,0.6888720666161998,0.6378501135503407
2072,CP-466722; CP466722,63,0.11177774,0.00087013113,0.738520509568815,0.2188138941165573,0.780147500895902,0.6887206661619985,0.637547312641938
8395,BRD-K09784055; Benzo(E)Pyrene,2,0.11179963,0.0010137378,0.7384386598892755,0.219321095947663,0.7800452254604641,0.6885692657077971,0.6369417108251325
7032,"6-(3-cyclopentyloxy-4-methoxyphenyl)-3-(2,5-dimethoxyphenyl)-7H-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazine; BRD-K57238941",10,0.111856356,0.0007432625,0.738226553679976,0.2206361945506107,0.7797800405301041,0.6884178652535957,0.636336109008327
7795,"2-[5-[(2,4-Dichlorophenyl)methylthio]-4-(2-furanylmethyl)-1,2,4-triazol-3-yl]pyridine; BRD-K53833301",2,0.11186816,6.0894607e-05,0.7381824169226766,0.2209097614104872,0.7797248767511125,0.6882664647993944,0.6358819076457229
2217,(E)-3-(5-methoxy-2-methyl-1H-indol-3-yl)-1-pyridin-4-ylprop-2-en-1-one; Momipp,3,0.111890696,0.0026503836,0.7380981517615023,-0.1497504684204321,0.8544671865783974,0.688115064345193,0.8056018168054504
6813,"4,8-Dihydroxy-6-(hydroxymethyl)-9-oxo-1-xanthenecarboxylic acid methyl ester; BRD-K94493764",12,0.11190546,0.00055847724,0.7380429471626571,0.2217744806466108,0.7795505092094708,0.6879636638909916,0.6354277062831188
4205,Butorphanol; butorphanol-(+)-tartrate,6,0.11193779,0.00017002717,0.7379220609068546,0.2225239243310406,0.7793993865705913,0.6878122634367902,0.6352763058289175
2264,SB-366791,4,0.11194055,0.00013348465,0.7379117408924403,0.2225876969497471,0.7793865270500864,0.6876608629825889,0.6351249053747161
5004,sulfaphenazole,4,0.11194242,0.00023116359,0.737904748708761,0.3033849308827317,0.7630940537665039,0.6875094625283875,0.6018168054504163
200,"N-[(2S)-4-(4-acetamido-4-phenylpiperidin-1-yl)-2-(3,4-dichlorophenyl)butyl]-N-methylbenzamide; Saredutant",2,0.11200568,0.00013305829,0.7376682109870765,-0.148157135639076,0.8541458967209545,0.6873580620741861,0.8049962149886449
3077,PF-477736,47,0.11200621,0.00072203454,0.737666229245178,0.2241095919931528,0.7790796423570328,0.6872066616199848,0.6345193035579106
7235,"(3R,9R,10R)-9-[[1,3-benzodioxol-5-ylmethyl(methyl)amino]methyl]-16-(dimethylamino)-12-[(2S)-1-hydroxypropan-2-yl]-3,10-dimethyl-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-13-one; BRD-K65404805",5,0.11201067,0.0012493923,0.7376495527001461,0.2242132236236199,0.779058745409346,0.6870552611657834,0.6343679031037093
1445,ML324; N-[3-(dimethylamino)propyl]-4-(8-hydroxyquinolin-6-yl)benzamide,3,0.11203599,0.0001253287,0.7375548777853018,-0.1477370450077719,0.8540611869474384,0.6869038607115822,0.8048448145344436
5478,"1,8-Dihydroxyanthraquinone; dantron",3,0.11204854,0.0001640207,0.7375079516328019,0.225090938836683,0.7788817572754295,0.6867524602573808,0.6340651021953065
7462,"1-[(2R,3S)-2-[[(4-chlorophenyl)sulfonyl-methylamino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-3-[4-(trifluoromethyl)phenyl]urea; BRD-K62970326",11,0.1120682,0.0009907258,0.7374344402257782,0.2255465973713527,0.7787898753613939,0.6866010598031794,0.6339137017411052
6573,"(E)-N-(4-((4-Ethylpiperazin-1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-(2-(4-methoxy-1H-pyrrolo[2,3-b]pyridin-5-yl)vinyl)-4-methylbenzamide; HG-6-64-01",46,0.11211989,0.00092451356,0.7372411643036493,0.226744741233763,0.7785482739362214,0.6864496593489781,0.6337623012869038
462,(2S)-N-[(3S)-2-hydroxyoxolan-3-yl]-4-methyl-2-(phenylcarbamothioylamino)pentanamide; 1-((S)-1-((3S)-2-hydroxy-tetrahydrofuran-3-ylamino)-4-methyl-1-oxopentan-2-yl)-3-phenylthiourea,3,0.112122834,3.2694054e-06,0.7372301562882739,-0.1465336451103185,0.8538185256615954,0.6862982588947767,0.8046934140802422
1173,Loteprednol Etabonate; loteprednol,6,0.112124,0.0005360606,0.7372257964560975,0.2268400837531534,0.7785290484581406,0.6861468584405753,0.6336109008327024
9696,nystatin,3,0.11212651,6.196742e-05,0.7372164112255976,0.3080692382582659,0.76214947993578,0.685995457986374,0.6006056018168054
4711,atropine,4,0.11213511,7.849782e-05,0.7371842546589442,0.30828834077605,0.7621052986966014,0.6858440575321726,0.6004542013626041
1228,"(2S)-N-[(2S)-5-amino-1-[(2-amino-2-oxoethyl)amino]-1-oxopentan-2-yl]-1-[(4R,7S,10S,13S,16R)-7-(2-amino-2-oxoethyl)-13-[(2S)-butan-2-yl]-16-[(4-ethoxyphenyl)methyl]-10-[(1R)-1-hydroxyethyl]-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carbonyl]pyrrolidine-2-carboxamide; Atosiban",4,0.112144366,0.00024307176,0.7371496452192998,-0.0606852968701316,0.8365075132412566,0.6856926570779712,0.7697199091597275
8343,5-[[2-(Trifluoromethyl)anilino]methyl]-8-quinolinol; BRD-K23149109,8,0.11215932,0.0005950373,0.7370937301846796,0.2276587791122631,0.7783639614667128,0.6855412566237699,0.6334595003785011
128,"(4R,4aS,12bS)-4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7-one; naloxone",7,0.11217296,0.00043435916,0.7370427283743132,0.2868765137715566,0.7664229170412187,0.6853898561695685,0.6083270249810749
11884,rolitetracycline,4,0.11218801,0.0005648492,0.7369864543826699,0.3096342032305161,0.7618339103455973,0.6852384557153671,0.6
7063,"BRD-K90219001; [(3aS,4R,9bS)-8-(4-fluorophenyl)-1-(4-methoxyphenyl)sulfonyl-5-methyl-3,3a,4,9b-tetrahydro-2H-pyrrolo[3,2-c]quinolin-4-yl]methanol",3,0.11220348,0.00047975127,0.7369286099540506,0.2286824489203818,0.7781575421106516,0.6850870552611658,0.6331566994700983
353,AG-1024; Tyrphostin AG 1024,15,0.11222508,0.00032444843,0.7368478446238516,0.2291830304635238,0.7780566016326067,0.6849356548069645,0.633005299015897
4822,acemetacin,4,0.11223013,0.00010445109,0.7368289619887819,0.3107060725018795,0.7616177717401388,0.6847842543527631,0.5993943981831946
1499,Terbinafine; terbinafine,6,0.112255275,0.0006342889,0.7367349414226776,0.2170041083034446,0.7805124377331407,0.6846328538985618,0.6376987130961393
4592,bromopride,6,0.11227354,0.00023705632,0.7366666461098959,0.3118103532628278,0.7613950974737121,0.6844814534443604,0.5984859954579864
11239,ethaverine,4,0.112278715,0.000107237254,0.736647296082869,0.3119422257219236,0.7613685058639246,0.684330052990159,0.598334595003785
7206,"(Z)-2-cyano-3-(3,4-dihydroxyphenyl)-N-[(1R)-1-phenylethyl]prop-2-enamide; tyrphostin-B44",1,0.11230933,0.0,0.736532822444719,0.2311359224741064,0.7776628079424102,0.6841786525359577,0.632551097653293
3220,Phenformin; phenformin,20,0.11236765,0.00051123824,0.7363147560531818,0.2468318403454622,0.7744977822338263,0.6840272520817563,0.6246782740348221
7465,"1-[(2R,3S)-2-[[benzenesulfonyl(methyl)amino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-8-yl]-3-[4-(trifluoromethyl)phenyl]urea; BRD-K36895979",2,0.11238651,0.0008658884,0.7362442359546839,0.2329249168264063,0.777302063628892,0.6838758516275549,0.6322482967448902
21364,aminohippuric-acid,4,0.11239241,9.127895e-05,0.7362221750543054,0.3148353408050022,0.7607851195534912,0.6837244511733536,0.5969719909159728
7094,"BRD-K44242139; cyclopropyl-[(1S)-1'-[(3-fluorophenyl)methyl]-1-(hydroxymethyl)-7-methoxy-9-methyl-2-spiro[1,3-dihydropyrido[3,4-b]indole-4,4'-piperidine]yl]methanone",16,0.112409785,0.0005276643,0.7361572075722589,0.2334645256089475,0.7771932534475876,0.6835730507191522,0.6320968962906889
8714,sulfacetamide,4,0.11241991,0.00060865347,0.7361193488237281,0.315535136354221,0.7606440082835302,0.6834216502649508,0.59666919000757
1226,Pelitinib; pelitinib,77,0.11243624,0.0035168768,0.7360582887384434,-0.2608538344185037,0.8768707830151398,0.6832702498107495,0.8537471612414838
8285,Hyperoside; hyperoside,1,0.112451136,0.0,0.7360025905736913,0.2344229156474966,0.776999997523613,0.6831188493565481,0.6319454958364875
2570,"3-[2,4-dimethyl-5-[(Z)-(2-oxo-6-phenyl-1H-indol-3-ylidene)methyl]-1H-pyrrol-3-yl]propanoic acid; SU-16f",1,0.112463556,0.0,0.7359561505088269,0.2347108051247652,0.7769419456400434,0.6829674489023467,0.6314912944738834
6648,"BRD-K28296557; N-[(E)-2-[5-(1,3-benzothiazol-2-yl)-3-ethyl-1-phenylbenzimidazol-3-ium-2-yl]ethenyl]-N-methylaniline",25,0.11247876,0.00042575263,0.7358993006902925,0.2350632207865132,0.7768708822821256,0.6828160484481454,0.6310370931112793
346,Butaclamol; butaclamol,2,0.112484396,3.2258828e-05,0.7358782269217276,0.235193958769224,0.7768445194354441,0.682664647993944,0.630885692657078
6667,"5-chloro-N-(5-ethyl-1,3,4-thiadiazol-2-yl)-2-(phenylmethyl)sulfonyl-4-pyrimidinecarboxamide; BRD-K29003210",11,0.112493284,0.00023360764,0.735844993484005,0.2354000119433215,0.7768029695497541,0.6825132475397426,0.6307342922028767
5445,N-(Diaminophosphinyl)-4-fluorobenzamide; flurofamide,1,0.112517394,0.0,0.735754842923306,0.2359587434240543,0.7766903033447441,0.6823618470855413,0.6305828917486753
897,8-epi-15-D2c-IsoP; prostaglandin,9,0.1125662,0.0003611467,0.7355723506684129,0.2370903309000737,0.7764621227768751,0.6822104466313399,0.630431491294474
153,"7-ethenyl-2-(3-fluoro-4-hydroxyphenyl)-1,3-benzoxazol-5-ol; Prinaberel",3,0.11262071,7.201472e-06,0.7353685303837302,-0.1396345280472776,0.8524273433777672,0.6820590461771385,0.801665404996215
7217,"BRD-K01404579; N-[[(3R,9R,10R)-16-[(4-chlorophenyl)sulfonylamino]-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-9-yl]methyl]-4,4,4-trifluoro-N-methylbutanamide",4,0.11263843,0.00011929707,0.7353022728998817,0.2387641533645867,0.7761246024626628,0.6819076457229372,0.6301286903860712
1821,Methyl 3-(2-(2-thienyl)acetamido)thiophene-2-carboxylate; methyl 3-[(2-thiophen-2-ylacetyl)amino]thiophene-2-carboxylate,3,0.11266732,7.4957774e-05,0.7351942492707406,-0.1389887115959578,0.8522971167998629,0.6817562452687358,0.8013626040878122
7326,"1-[(2R,3R)-2-[[(4-chlorophenyl)sulfonyl-methylamino]methyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-3-(1-naphthalenyl)urea; EMF-BCA1-60",5,0.11267533,0.0017611474,0.7351642987941251,0.239619714763809,0.775952081566083,0.6816048448145344,0.6296744890234671
3243,1-(1-adamantyl)-3-[[4-(diaminomethylideneamino)phenyl]methyl]urea; N-(1-Adamantyl)-N'-(4-Guanidinobenzyl)Urea,4,0.11270014,0.0012593527,0.735071530838466,-0.138533894981354,0.8522054046559977,0.6814534443603331,0.8012112036336109
6984,Tyrphostin A1; tyrphostin-1,6,0.11272884,0.0010211992,0.7349642176450998,0.2408600888173051,0.7757019645738974,0.6813020439061317,0.6290688872066617
246,Pharmakon1600-01500338; hydrocortisone-acetate,3,0.11273729,0.00018599675,0.734932621948795,0.2410558243011387,0.775662495213552,0.6811506434519303,0.6289174867524603
3920,"15-benzyl-4-cyclopropylmethyl-10,17-dihydroxy-(1S,13R,15R,17S)-12-oxa-4-azapentacyclo[9.6.1.01,13.05,17.07,18]octadeca-7,9,11(18)-trien-14-one; BNTX",12,0.11274412,0.00080906734,0.7349070836522553,0.2412141480606316,0.7756305697936319,0.680999242997729,0.6287660862982589
7497,"BRD-K88278225; N-(2-aminophenyl)-4-[[[(2S,3S)-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-9-[[oxo-[4-(trifluoromethyl)anilino]methyl]amino]-2,3,4,7-tetrahydro-1,5-benzoxazonin-2-yl]methyl-methylamino]methyl]benzamide",7,0.11275738,0.0013247613,0.7348575027134387,0.2415214840405089,0.7755685965923539,0.6808478425435276,0.6286146858440576
3405,(2S)-2-amino-N-[1-[(5-chloro-1H-indol-3-yl)methyl]piperidin-4-yl]-3-(1H-indol-3-yl)propanamide; (S)-2-Amino-N-(1-((5-chloro-1H-indol-3-yl)methyl)piperidin-4-yl)-3-(1H-indol-3-yl)propanamide,3,0.11275845,0.0011943583,0.7348535018382854,-0.1377258645842363,0.8520424682160166,0.6806964420893262,0.8004542013626041
4209,"1,1'-Methylenebis(2-naphthalenol); 1-[(2-hydroxynaphthalen-1-yl)methyl]naphthalen-2-ol; ST-1859",4,0.11276434,0.0004923134,0.7348314783292635,0.2416829458637388,0.7755360383931033,0.6805450416351249,0.6284632853898562
6568,"BRD-K74316684; N-[[(2S,3R,4R)-3-[4-(1-cyclopentenyl)phenyl]-4-(hydroxymethyl)-2-azetidinyl]methyl]-N-ethyl-3-pyridinecarboxamide",11,0.11277562,0.0010643823,0.7347893008790485,0.2419442758404106,0.7754833421378495,0.6803936411809235,0.6283118849356548
5503,"(Z,2Z)-4-amino-2-[amino(methylsulfanyl)methylidene]-3-isocyano-4-methylsulfanylbut-3-enenitrile; U-0124",2,0.112783164,2.3220015e-05,0.7347610928396493,0.2421192421347437,0.7754480608102943,0.6802422407267221,0.6280090840272521
1134,"Cholesta-5,8-dien-3ss-ol; molsidomine",31,0.11279031,0.0005577471,0.7347343729762419,0.2448648043680525,0.7748944280043532,0.6800908402725208,0.6260408781226343
4202,Erteberel; erteberel,8,0.11283126,0.00017501935,0.7345812553710729,0.2432339851917823,0.7752232768592753,0.6799394398183194,0.6277062831188494
3879,"1H-Indazole-3-carboxylic acid, 1-(3,4-dichlorobenzyl)-; lonidamine",15,0.112868406,0.00043751363,0.7344423614379447,0.2440948740143696,0.7750496817068252,0.679788039364118,0.6271006813020439
5418,Tioconazole; tioconazole,10,0.11287737,0.00045844426,0.7344088438259121,0.2443027447427818,0.7750077653178075,0.6796366389099167,0.6267978803936411
6253,"1-(3,4-Dihydroxyphenyl)-2-[[5-(3-methoxyphenyl)-4-prop-2-enyl-1,2,4-triazol-3-yl]thio]ethanone; BRD-K40224283",2,0.1128926,3.922673e-05,0.7343518967898506,0.2446557176398788,0.7749365895953744,0.6794852384557153,0.6264950794852384
2770,"Benzoic acid, 2-phenoxy-, 2-[(5-methyl-2-furanyl)methylene]hydrazide; PNU-74654",17,0.112919465,0.000404563,0.7342514449104155,0.2452785250871712,0.7748110027008497,0.6793338380015139,0.625889477668433
