compound_embedding_row_index,compound_name,n_profiles,mean_total_error,variance_total_error,raw_error_inverted_score,mean_source_normalized_error_z,source_normalized_inverted_score,predictability_score,source_normalized_predictability_score
637,(E)-3-(4-((Z)-1-(4-Hydroxyphenyl)-2-phenylbut-1-en-1-yl)phenyl)acrylic acid; (E)-3-[4-[(Z)-1-(4-hydroxyphenyl)-2-phenylbut-1-enyl]phenyl]prop-2-enoic acid,1,0.041155625,0.0,1.0,-1.1299359624122578,1.0,0.9922785768357304,0.9984859954579864
5143,Belumosudil (mesylate),278,0.041217983,0.00011860031,1.0,-0.2064331276424642,0.8658970421076515,0.9921271763815293,0.8322482967448902
4050,Hydroxyfasudil; hydroxyfasudil,145,0.04122825,0.00015414086,1.0,-0.2954282724988947,0.8838425948123959,0.9919757759273278,0.8678274034822104
430,Ixazomib citrate,143,0.04129164,0.00013923344,1.0,-0.2003011815194085,0.864660557100391,0.9918243754731264,0.8305828917486753
1061,Lucanthone,140,0.0414177,0.000111989626,1.0,-0.1898068364865176,0.8625444099533379,0.991672975018925,0.8261922785768357
754,Clobetasol Propionate; Clobetasol propionate,144,0.041432895,0.00012369647,1.0,-0.188541833695371,0.8622893266642799,0.9915215745647236,0.8252838758516275
1545,Tadalafil,137,0.041466452,0.00013761834,1.0,-0.2385693330051576,0.8723771929967483,0.9913701741105224,0.8448145344436033
5195,"(1S)-1,5-Anhydro-1-(3-((5-(4-fluorophenyl)-2-thienyl)methyl)-4-methylphenyl)-D-glucitol hemihydrate; Canagliflozin (hemihydrate)",142,0.041540142,0.00010883182,1.0,-0.1796136005903446,0.8604889803869075,0.9912187736563208,0.8213474640423921
2240,"Naproxen, (-)-; naproxen",151,0.041546565,0.00023232038,1.0,-0.394175624206147,0.9037546451537397,0.9910673732021196,0.899772899318698
5142,Imiquimod (maleate); Imiquimod maleate,136,0.0415826,0.0001239795,1.0,-0.1760789518836328,0.859776231115457,0.9909159727479182,0.8198334595003784
5206,"CP21R7; Iron oxide, spent",139,0.041618034,8.584858e-05,1.0,-0.1731290426593844,0.8591813924695583,0.9907645722937168,0.8174110522331567
428,Bestatin; Ubenimex,142,0.041657936,0.00031542082,1.0,-0.3390372463376744,0.892636188436926,0.9906131718395156,0.8828160484481453
1666,Capmatinib,141,0.041668065,0.00014578633,1.0,-0.1689641109251163,0.8583415488795563,0.990461771385314,0.8148372445117336
