name,pubchem_cid,smiles,valid_smiles_ring,ring_count,aromatic_ring_count,aliphatic_ring_count,has_ring,ring_category
be-2254,86308637,Oc1ccc(CCNC[C@H]2CCc3ccccc3C2=O)cc1 |r|,True,3.0,2.0,1.0,True,3 rings
tasimelteon,10220503,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2OCCc12,True,3.0,1.0,2.0,True,3 rings
esaxerenone,25052023,Cc1c(cn(CCO)c1-c1ccccc1C(F)(F)F)C(=O)Nc1ccc(cc1)S(C)(=O)=O,True,3.0,3.0,0.0,True,3 rings
ixazomib-citrate,69040311,"CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C[C@@](CC(O)=O)(O1)C(O)=O |a:4,&1:25|",True,2.0,1.0,1.0,True,2 rings
alendronate,44400013,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,True,0.0,0.0,0.0,False,0 rings
dazmegrel,53555,Cc1c(Cn2ccnc2)c2ccccc2n1CCC(O)=O,True,3.0,3.0,0.0,True,3 rings
nobiletin,72344,COc1ccc(cc1OC)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1,True,3.0,3.0,0.0,True,3 rings
azd7986,118253852,Cn1c2cc(ccc2oc1=O)-c1ccc(C[C@H](NC(=O)[C@@H]2CNCCCO2)C#N)cc1,True,4.0,3.0,1.0,True,4+ rings
bebt-908,59474330,CNc1ccc(cn1)-c1nc(N2CCOCC2)c2sc(CN(C)c3ncc(cn3)C(=O)NO)cc2n1,True,5.0,4.0,1.0,True,4+ rings
nitromide,4511,NC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,True,1.0,1.0,0.0,True,1 ring
saroglitazar,60151560,CCO[C@@H](Cc1ccc(OCCn2c(C)ccc2-c2ccc(SC)cc2)cc1)C(O)=O,True,3.0,3.0,0.0,True,3 rings
l-368899,9872389,Cc1ccccc1N1CCN(CC1)S(=O)(=O)C[C@]12CC[C@H](C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C,True,4.0,1.0,3.0,True,4+ rings
betamethasone-valerate,16533,"CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO |c:19,t:15|",True,4.0,0.0,4.0,True,4+ rings
2-methylimidazole,12749,Cc1ncc[nH]1,True,1.0,1.0,0.0,True,1 ring
pnu-282987,9795278,Clc1ccc(cc1)C(=O)N[C@H]1CN2CCC1CC2,True,4.0,1.0,3.0,True,4+ rings
kx2-391,23635314,O=C(Cc1ccc(cn1)-c1ccc(OCCN2CCOCC2)cc1)NCc1ccccc1,True,4.0,3.0,1.0,True,4+ rings
asivatrep,56649347,CCCc1nc(ccc1\C=C\C(=O)N[C@H](C)c1cc(F)c(NS(C)(=O)=O)c(F)c1)C(F)(F)F,True,2.0,2.0,0.0,True,2 rings
diclofenac,3033,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,True,2.0,2.0,0.0,True,2 rings
emeramide,21133161,SCCNC(=O)c1cccc(c1)C(=O)NCCS,True,1.0,1.0,0.0,True,1 ring
hemado,10981286,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,True,3.0,2.0,1.0,True,3 rings
proadifen,4910,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,True,2.0,2.0,0.0,True,2 rings
simvastatin,54454,"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12 |c:14,t:12|",True,3.0,0.0,3.0,True,3 rings
gabexate,3447,CCOC(=O)c1ccc(OC(=O)CCCCCNC(N)=N)cc1,True,1.0,1.0,0.0,True,1 ring
cis-aconitic-acid,643757,OC(=O)C\C(=C\C(O)=O)C(O)=O,True,0.0,0.0,0.0,False,0 rings
thioperamide,6604452,"S=C(NC1CCCCC1)N1CCC(CC1)[C@H]1C=NC=N1 |r,c:18,20|",True,3.0,0.0,3.0,True,3 rings
methicillin,6087,COc1cccc(OC)c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,True,3.0,1.0,2.0,True,3 rings
capadenoson,9936489,Nc1nc(SCc2csc(n2)-c2ccc(Cl)cc2)c(C#N)c(-c2ccc(OCCO)cc2)c1C#N,True,4.0,4.0,0.0,True,4+ rings
fluvoxamine,5324346,COCCCC\C(=N/OCCN)c1ccc(cc1)C(F)(F)F,True,1.0,1.0,0.0,True,1 ring
cp-316819,10273347,CON(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1,True,3.0,3.0,0.0,True,3 rings
bay-11-7085,5353432,CC(C)(C)c1ccc(cc1)S(=O)(=O)\C=C\C#N,True,1.0,1.0,0.0,True,1 ring
capsazepine,2733484,Oc1cc2CCCN(Cc2cc1O)C(=S)NCCc1ccc(Cl)cc1,True,3.0,2.0,1.0,True,3 rings
montelukast,5281040,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(O)=O)CC1)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1,True,5.0,4.0,1.0,True,4+ rings
cgp-52411,1697,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12,True,4.0,3.0,1.0,True,4+ rings
sym-2206,92209239,"CCCNC(=O)N1N=C(c2ccc(N)cc2)c2cc3OCOc3cc2[C@@H]1C |r,t:7|",True,4.0,2.0,2.0,True,4+ rings
pac-1,9675990,Oc1c(CC=C)cccc1\C=N\NC(=O)CN1CCN(Cc2ccccc2)CC1,True,3.0,2.0,1.0,True,3 rings
tenofovir-disoproxil,5481350,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C,True,2.0,2.0,0.0,True,2 rings
relebactam,44129647,OS(=O)(=O)ON1[C@H]2CN([C@@H](CC2)C(=O)NC2CCNCC2)C1=O,True,3.0,0.0,3.0,True,3 rings
cerulenin,5282054,C\C=C\C\C=C\CCC(=O)[C@H]1O[C@H]1C(N)=O,True,1.0,0.0,1.0,True,1 ring
gr-135531,4284525,COC(=O)Nc1ccc2[nH]cc(CCNC(C)=O)c2c1,True,2.0,2.0,0.0,True,2 rings
pipotiazine-palmitate,37767,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(cc23)S(=O)(=O)N(C)C)CC1,True,4.0,2.0,2.0,True,4+ rings
erlotinib,176870,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,True,3.0,3.0,0.0,True,3 rings
farnesyl-thiosalicylic-acid-amide,25187973,CC(C)=CCC\C(C)=C\CC\C(C)=C\CSc1ccccc1C(N)=O,True,1.0,1.0,0.0,True,1 ring
losmapimod,11552706,Cc1c(F)cc(cc1-c1ccc(cn1)C(=O)NCC(C)(C)C)C(=O)NC1CC1,True,3.0,2.0,1.0,True,3 rings
ru-42173,3086576,CC(C)N[C@@H]1CCn2c3c(cccc3[nH]c2=O)[C@H]1O,True,3.0,2.0,1.0,True,3 rings
(r)-baclofen,6918881,NC[C@H](CC(O)=O)c1ccc(Cl)cc1,True,1.0,1.0,0.0,True,1 ring
raloxifene,5035,Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,True,5.0,4.0,1.0,True,4+ rings
butaprost,5311035,CCCC1(CCC1)[C@H](O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,True,2.0,0.0,2.0,True,2 rings
aee788,10297043,CCN1CCN(Cc2ccc(cc2)-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)CC1,True,5.0,4.0,1.0,True,4+ rings
thiamet-g,24808478,CCNC1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1 |t:3|,True,2.0,0.0,2.0,True,2 rings
mek1-2-inhibitor,54483521,Nc1ccc(SC(=N)C(C#N)c2ccccc2C(F)(F)F)cc1,True,2.0,2.0,0.0,True,2 rings
abamectin,6858005,"[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@@]4([H])C[C@H](OC)[C@@H](O[C@@]5([H])C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@@]5(O[C@H](C(C)C)[C@@H](C)C=C5)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O |c:4,54,t:6,37,64|",True,7.0,0.0,7.0,True,4+ rings
gsk356278,10252640,CCn1ncc2c(NC3CCOCC3)c(cnc12)-c1nnc(Cc2sc(C)nc2C)o1,True,5.0,4.0,1.0,True,4+ rings
salinomycin,3085092,CC[C@H]([C@H]1CC[C@H](C)[C@@H](O1)[C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]1O[C@@]2(O[C@@]3(CC[C@](C)(O3)[C@H]3CC[C@](O)(CC)[C@H](C)O3)[C@H](O)C=C2)[C@H](C)C[C@@H]1C)C(O)=O |c:46|,True,5.0,0.0,5.0,True,4+ rings
riodoxol,152256,Oc1c(I)cc(I)c(O)c1I,True,1.0,1.0,0.0,True,1 ring
umeclidinium,11519070,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,True,6.0,3.0,3.0,True,4+ rings
a922500,24768273,OC(=O)[C@H]1CCC[C@H]1C(=O)c1ccc(cc1)-c1ccc(NC(=O)Nc2ccccc2)cc1,True,4.0,3.0,1.0,True,4+ rings
dextran,5460037,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,True,2.0,0.0,2.0,True,2 rings
pf-4191834,24986635,Cn1nccc1-c1ccc(Sc2cccc(c2)C2(CCOCC2)C(N)=O)cc1,True,4.0,3.0,1.0,True,4+ rings
ursodeoxycholyltaurine,9848818,C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,True,4.0,0.0,4.0,True,4+ rings
ethynodiol-diacetate,9270,CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(C)=O)C#C)[C@@H]3CCC2=C1 |c:29|,True,4.0,0.0,4.0,True,4+ rings
oxyclozanide,16779,Oc1c(Cl)cc(Cl)cc1NC(=O)c1c(O)c(Cl)cc(Cl)c1Cl,True,2.0,2.0,0.0,True,2 rings
terreic-acid-(-),,,False,,,,,Invalid/missing SMILES
cb-5083,73051434,Cc1cc2c(cccc2n1-c1nc2CCOCc2c(NCc2ccccc2)n1)C(N)=O,True,5.0,4.0,1.0,True,4+ rings
pindolol-(-),688095,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,True,2.0,2.0,0.0,True,2 rings
ambrisentan,6918493,COC([C@H](Oc1nc(C)cc(C)n1)C(O)=O)(c1ccccc1)c1ccccc1,True,3.0,3.0,0.0,True,3 rings
sevoflurane,5206,FCOC(C(F)(F)F)C(F)(F)F,True,0.0,0.0,0.0,False,0 rings
sulfacarbamide,11033,NC(=O)NS(=O)(=O)c1ccc(N)cc1,True,1.0,1.0,0.0,True,1 ring
r306465,10309899,ONC(=O)c1cnc(nc1)N1CCN(CC1)S(=O)(=O)c1ccc2ccccc2c1,True,4.0,3.0,1.0,True,4+ rings
dimethyl-fumarate,637568,COC(=O)\C=C\C(=O)OC,True,0.0,0.0,0.0,False,0 rings
relugolix,10348973,CONC(=O)Nc1ccc(cc1)-c1sc2n(Cc3c(F)cccc3F)c(=O)n(-c3ccc(OC)nn3)c(=O)c2c1CN(C)C,True,5.0,5.0,0.0,True,4+ rings
mirabegron,9865528,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,True,3.0,3.0,0.0,True,3 rings
sasapyrine,5161,OC(=O)c1ccccc1OC(=O)c1ccccc1O,True,2.0,2.0,0.0,True,2 rings
gdc-0927,87055263,CC1=C([C@@H](Oc2ccc(O)cc12)c1ccc(OCCN2CC(CF)C2)cc1)c1cccc(O)c1 |t:1|,True,5.0,3.0,2.0,True,4+ rings
gnf-2,5311510,NC(=O)c1cccc(c1)-c1cc(Nc2ccc(OC(F)(F)F)cc2)ncn1,True,3.0,3.0,0.0,True,3 rings
mln0128,45375953,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12,True,4.0,4.0,0.0,True,4+ rings
atropine-oxide,,"C[N@@+]1([O-])[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)c1ccccc1 |&1:3,6,8,&2:1,&3:13|",True,3.0,1.0,2.0,True,3 rings
buclizine,3246096,CC(C)(C)c1ccc(CN2CCN(CC2)[C@@H](c2ccccc2)c2ccc(Cl)cc2)cc1 |&1:15|,True,4.0,3.0,1.0,True,4+ rings
bremelanotide,,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O)C(O)=O,True,5.0,4.0,1.0,True,4+ rings
decamethoxine,,"CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC(=O)O[C@H]1C[C@H](C)CC[C@@H]1C(C)C |&1:40,&2:36,&3:34,&4:9,&5:6,&6:3|",True,2.0,0.0,2.0,True,2 rings
mofegiline,6437850,NC\C(CCc1ccc(F)cc1)=C\F,True,1.0,1.0,0.0,True,1 ring
cefditoren-pivoxil,6437877,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(\C=C/c3scnc3C)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)c1csc(N)n1 |c:20|,True,4.0,2.0,2.0,True,4+ rings
bix-02189,,CN(C)Cc1cccc(N\C(=C2/C(=O)Nc3cc(ccc23)C(=O)N(C)C)c2ccccc2)c1,True,4.0,3.0,1.0,True,4+ rings
ly344864,5311097,CN(C)[C@@H]1CCc2[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc3c2C1,True,4.0,3.0,1.0,True,4+ rings
fenebrutinib,86567195,C[C@H]1CN(CCN1c1ccc(Nc2cc(cn(C)c2=O)-c2ccnc(N3CCn4c5CC(C)(C)Cc5cc4C3=O)c2CO)nc1)C1COC1,True,8.0,4.0,4.0,True,4+ rings
shikimic-acid,11332752,"O[C@@H]1CC(=C[C@@H](O)[C@@H]1O)C(O)=O |a:1,&1:5,&2:7,c:3|",True,1.0,0.0,1.0,True,1 ring
tegaserod,135409453,CCCCCNC(=N)N\N=C\c1c[nH]c2ccc(OC)cc12,True,2.0,2.0,0.0,True,2 rings
apramycin,3081545,CN[C@H]1[C@@H](O)[C@H]2O[C@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)[C@H](N)C[C@@H]2O[C@@H]1O[C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O,True,4.0,0.0,4.0,True,4+ rings
alizarin,6293,Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,True,3.0,2.0,1.0,True,3 rings
azd3965,10369242,CC(C)n1c2sc(Cc3c(C)[nH]nc3C(F)(F)F)c(C(=O)N3C[C@](C)(O)CO3)c2c(=O)n(C)c1=O,True,4.0,3.0,1.0,True,4+ rings
cid-5458317,,"OC1=c2ccccc2=C(NC2CCCCC2)\C1=C/c1ccccc1 |c:1,t:8|",True,4.0,2.0,2.0,True,4+ rings
roflumilast,449193,FC(F)Oc1ccc(cc1OCC1CC1)C(=O)Nc1c(Cl)cncc1Cl,True,3.0,2.0,1.0,True,3 rings
ssr128129e,11347895,COc1c(C)c(C(=O)c2ccc(N)c(c2)C(O)=O)n2ccccc12,True,3.0,3.0,0.0,True,3 rings
ombrabulin,6918405,COc1ccc(\C=C/c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,True,2.0,2.0,0.0,True,2 rings
deferiprone,2972,Cc1c(O)c(=O)ccn1C,True,1.0,1.0,0.0,True,1 ring
cevimeline,18642481,"C[C@H]1O[C@]2(CS1)CN1CCC2CC1 |&1:1,3|",True,4.0,0.0,4.0,True,4+ rings
tc-f-2,25198728,CCn1c2ccccc2n([C@H]2CCCN(C2)c2nccc(n2)-c2cc3ccccc3o2)c1=O,True,6.0,5.0,1.0,True,4+ rings
gsk269962,16095342,CCn1c(nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc12)-c1nonc1N,True,6.0,5.0,1.0,True,4+ rings
cgp-54626,197584,"C[C@H](NC[C@H](O)CP(O)(=O)CC1CCCCC1)c1ccc(Cl)c(Cl)c1 |a:1,4,&1:7|",True,2.0,1.0,1.0,True,2 rings
ticlopidine,5472,Clc1ccccc1CN1CCc2sccc2C1,True,3.0,2.0,1.0,True,3 rings
dofequidar,9960287,OC(COc1cccc2ncccc12)CN1CCN(CC1)C(=O)C(c1ccccc1)c1ccccc1,True,5.0,4.0,1.0,True,4+ rings
tgx-221,51601993,"C[C@@H](Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1 |&1:1,r|",True,4.0,3.0,1.0,True,4+ rings
rs-100329,3567002,Cc1c[nH]c(=O)n(CCCN2CCN(CC2)c2ccccc2OCC(F)(F)F)c1=O,True,3.0,2.0,1.0,True,3 rings
sa-47,9840648,CNC(=O)COC(=O)NCCC1CCN(CC1)c1cccc(C)n1,True,2.0,1.0,1.0,True,2 rings
olopatadine,5281071,CN(C)CC\C=C1\c2ccccc2COc2ccc(CC(O)=O)cc12,True,3.0,2.0,1.0,True,3 rings
khellin,3828,COc1c2ccoc2c(OC)c2oc(C)cc(=O)c12,True,3.0,3.0,0.0,True,3 rings
osi-930,9868037,FC(F)(F)Oc1ccc(NC(=O)c2sccc2NCc2ccnc3ccccc23)cc1,True,4.0,4.0,0.0,True,4+ rings
ammonium-lactate,10313098,"N.C[C@@H](O)C(O)=O |&1:2,r|",True,0.0,0.0,0.0,False,0 rings
azd4573,124155204,CC(=O)N[C@@H]1CCC[C@@H](C1)C(=O)Nc1cc(-c2cnn3CC(C)(C)Cc23)c(Cl)cn1,True,4.0,2.0,2.0,True,4+ rings
elactocin,,,False,,,,,Invalid/missing SMILES
cefoselis,9830520,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(Cn3ccc(=N)n3CCO)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:22|,True,4.0,2.0,2.0,True,4+ rings
isoflurane,4369440,"FC(F)O[C@@H](Cl)C(F)(F)F |&1:4,r|",True,0.0,0.0,0.0,False,0 rings
cp-775146,10410059,CC(C)c1ccc(CC(=O)N2CCC[C@H](C2)c2cccc(OC(C)(C)C(O)=O)c2)cc1,True,3.0,2.0,1.0,True,3 rings
n-methylpyrrolidone,13387,CN1CCCC1=O,True,1.0,0.0,1.0,True,1 ring
clomifene,1548955,CCN(CC)CCOc1ccc(cc1)C(=C(/Cl)c1ccccc1)\c1ccccc1,True,3.0,3.0,0.0,True,3 rings
minerval,11066464,"CCCCCCCC\C=C/CCCCCC[C@@H](O)C(O)=O |&1:16,r|",True,0.0,0.0,0.0,False,0 rings
pifithrin-alpha,4817,Cc1ccc(cc1)C(=O)Cn1c2CCCCc2sc1=N,True,3.0,2.0,1.0,True,3 rings
way-161503,6604916,Clc1cc2NC(=O)[C@H]3CNCCN3c2cc1Cl |&1:7|,True,3.0,1.0,2.0,True,3 rings
palonosetron,6337614,O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]1CN2CCC1CC2,True,6.0,1.0,5.0,True,4+ rings
quinethazone,6604207,"CC[C@H]1NC(=O)c2cc(c(Cl)cc2N1)S(N)(=O)=O |&1:2,r|",True,2.0,1.0,1.0,True,2 rings
xe-991,656732,O=C1c2ccccc2C(Cc2ccncc2)(Cc2ccncc2)c2ccccc12,True,5.0,4.0,1.0,True,4+ rings
megestrol,19090,"CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C |t:9,12|",True,4.0,0.0,4.0,True,4+ rings
ac-7954-(+/-),10937426,CN(C)CC[C@]1(Cc2ccccc2C(=O)O1)c1ccc(Cl)cc1 |&1:5|,True,3.0,2.0,1.0,True,3 rings
edonerpic-maleate,9901946,OC1CN(CCCOCCc2ccc3sccc3c2)C1,True,3.0,2.0,1.0,True,3 rings
norcyclobenzaprine,9918,CNCCC=C1c2ccccc2C=Cc2ccccc12 |c:13|,True,3.0,2.0,1.0,True,3 rings
tucatinib,51039094,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1 |t:14|,True,6.0,5.0,1.0,True,4+ rings
ldn-209929,46871867,COc1ccc2nc3ccc(Cl)cc3c(SCCCN)c2c1,True,3.0,3.0,0.0,True,3 rings
fosfructose,84951,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O,True,0.0,0.0,0.0,False,0 rings
liothyronine,7048703,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O,True,2.0,2.0,0.0,True,2 rings
deoxycorticosterone-acetate,5952,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C |t:14|,True,4.0,0.0,4.0,True,4+ rings
ganetespib,135564985,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3n(C)ccc3c2)c(O)cc1O,True,4.0,4.0,0.0,True,4+ rings
epirizole,3242,COc1cc(C)nn1-c1nc(C)cc(OC)n1,True,2.0,2.0,0.0,True,2 rings
opc-21268,114904,CC(=O)NCCCOc1ccc(cc1)C(=O)N1CCC(CC1)N1C(=O)CCc2ccccc12,True,4.0,2.0,2.0,True,4+ rings
acrivastine,5284514,Cc1ccc(cc1)C(=C/CN1CCCC1)\c1cccc(\C=C\C(O)=O)n1,True,3.0,2.0,1.0,True,3 rings
gsk1070916,46885626,CCn1cc(c(n1)-c1ccc(NC(=O)N(C)C)cc1)-c1ccnc2[nH]c(cc12)-c1cccc(CN(C)C)c1,True,5.0,5.0,0.0,True,4+ rings
zolmitriptan,60857,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,True,3.0,2.0,1.0,True,3 rings
"2,4-dinitrochlorobenzene",6,[O-][N+](=O)c1ccc(Cl)c(c1)[N+]([O-])=O,True,1.0,1.0,0.0,True,1 ring
astragaloside-a,13943299,CC(C)(O)[C@H]1CC[C@](C)(O1)[C@H]1[C@@H](O)C[C@@]2(C)[C@@H]3C[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]4[C@]5(C[C@@]35CC[C@]12C)CC[C@H](O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)C4(C)C,True,8.0,0.0,8.0,True,4+ rings
chir-98014,53396311,Nc1nc(NCCNc2ncc(c(n2)-c2ccc(Cl)cc2Cl)-n2ccnc2)ccc1[N+]([O-])=O,True,4.0,4.0,0.0,True,4+ rings
dizocilpine-(+),180081,C[C@]12N[C@H](Cc3ccccc13)c1ccccc21,True,4.0,2.0,2.0,True,4+ rings
amineptine,38988248,OC(=O)CCCCCCNC1c2ccccc2CCc2ccccc12,True,3.0,2.0,1.0,True,3 rings
lb42708,10099206,Brc1ccc(Cn2cncc2Cn2cc(C(=O)N3CCOCC3)c(c2)-c2cccc3ccccc23)cc1,True,6.0,5.0,1.0,True,4+ rings
p-dimethylinamyl-benzoate,26890,CCCCCOC(=O)c1ccc(cc1)N(C)C,True,1.0,1.0,0.0,True,1 ring
tc2559,9823180,CCOc1cncc(\C=C\CCNC)c1,True,1.0,1.0,0.0,True,1 ring
anisindione,2197,COc1ccc(cc1)C1C(=O)c2ccccc2C1=O,True,3.0,2.0,1.0,True,3 rings
dmh1,50997747,CC(C)Oc1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12,True,5.0,5.0,0.0,True,4+ rings
butabindide,9817923,CCCCNC(=O)[C@@H]1Cc2ccccc2N1C(=O)[C@@H](N)CC,True,2.0,1.0,1.0,True,2 rings
way-100635,5684,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,True,4.0,2.0,2.0,True,4+ rings
pivmecillinam,,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](\N=C\N1CCCCCC1)C2=O,True,3.0,0.0,3.0,True,3 rings
lercanidipine,9809926,"COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(c1ccccc1)c1ccccc1 |r,c:4,9|",True,4.0,3.0,1.0,True,4+ rings
asp-9521,25210792,COc1ccc2[nH]c(cc2c1)C(=O)N1CCC(CC(C)(C)O)CC1,True,3.0,2.0,1.0,True,3 rings
sb-452533,9842609,CCN(CCNC(=O)Nc1ccccc1Br)c1cccc(C)c1,True,2.0,2.0,0.0,True,2 rings
resibufogenin,6917974,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@]11O[C@@H]1C[C@@H]2c1ccc(=O)oc1,True,6.0,1.0,5.0,True,4+ rings
vinburnine,71203,CC[C@@]12CCCN3CCc4c([C@H]13)n(C(=O)C2)c1ccccc41,True,5.0,2.0,3.0,True,4+ rings
kl-001,1367681,"CS(=O)(=O)N(C[C@@H](O)Cn1c2ccccc2c2ccccc12)Cc1ccco1 |&1:6,r|",True,4.0,4.0,0.0,True,4+ rings
fenspiride,3344,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,True,3.0,1.0,2.0,True,3 rings
rimcazole,53389,C[C@H]1CN(CCCn2c3ccccc3c3ccccc23)C[C@@H](C)N1,True,4.0,3.0,1.0,True,4+ rings
cgp-78608,6604872,C[C@@H](NCc1cc(Br)cc2[nH]c(=O)c(=O)[nH]c12)P(O)(O)=O,True,2.0,2.0,0.0,True,2 rings
mn-64,2802462,CC(C)c1ccc(cc1)-c1cc(=O)c2ccccc2o1,True,3.0,3.0,0.0,True,3 rings
