name,pubchem_cid,smiles,valid_smiles_ring,ring_count,aromatic_ring_count,aliphatic_ring_count,has_ring,ring_category
tofisopam,129009868,"CCC1=C(C)NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc12 |c:2,t:6|",True,3.0,2.0,1.0,True,3 rings
az7550,71496459,CNCCN(C)c1cc(OC)c(Nc2nccc(n2)-c2cn(C)c3ccccc23)cc1NC(=O)C=C,True,4.0,4.0,0.0,True,4+ rings
benzyldimethyloctylammonium,13741,CCCCCCCC[N+](C)(C)Cc1ccccc1,True,1.0,1.0,0.0,True,1 ring
oltipraz,47318,Cc1c(ssc1=S)-c1cnccn1,True,2.0,2.0,0.0,True,2 rings
lrrk2-in-1,46843906,COc1cc(ccc1Nc1ncc2N(C)C(=O)c3ccccc3N(C)c2n1)C(=O)N1CCC(CC1)N1CCN(C)CC1,True,6.0,3.0,3.0,True,4+ rings
t-1095,6918410,COC(=O)OC[C@H]1O[C@@H](Oc2cc(C)cc(O)c2C(=O)CCc2ccc3occc3c2)[C@H](O)[C@@H](O)[C@@H]1O,True,4.0,3.0,1.0,True,4+ rings
gr-144053,173614,NC(=N)c1ccc(cc1)N1CCN(CC1)C1CCN(CC(O)=O)CC1,True,3.0,1.0,2.0,True,3 rings
ro-15-4513,5081,CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(ccc-21)N=[N+]=[N-],True,3.0,2.0,1.0,True,3 rings
ta-01,91691129,Fc1ccc(cc1)-c1[nH]c(nc1-c1ccncc1)-c1c(F)cccc1F,True,4.0,4.0,0.0,True,4+ rings
edaravone,70335,Cc1cc(=O)n([nH]1)-c1ccccc1,True,2.0,2.0,0.0,True,2 rings
mk-0557,,Fc1ccccc1-n1ccc(NC(=O)[C@H]2CC[C@]3(CC2)OC(=O)c2ccncc32)n1 |r|,True,5.0,3.0,2.0,True,4+ rings
zk-200775,208953,OP(O)(=O)Cn1c2cc(N3CCOCC3)c(cc2[nH]c(=O)c1=O)C(F)(F)F,True,3.0,2.0,1.0,True,3 rings
pexidartinib,25151352,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,True,4.0,4.0,0.0,True,4+ rings
ledipasvir,67505836,COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1c1nc(c[nH]1)-c1ccc2-c3ccc(cc3C(F)(F)c2c1)-c1ccc2nc([nH]c2c1)[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@@H](NC(=O)OC)C(C)C,True,10.0,5.0,5.0,True,4+ rings
brd9876,613000,CC(C)(C)c1ccc2cc(C#N)c(cc2c1)C#N,True,2.0,2.0,0.0,True,2 rings
drotaverine,13492,CCOc1ccc(CC2=NCCc3cc(OCC)c(OCC)cc23)cc1OCC |t:8|,True,3.0,2.0,1.0,True,3 rings
skf-91488,5227,CN(C)CCCCSC(N)=N,True,0.0,0.0,0.0,False,0 rings
cl316243,5486546,C[C@H](Cc1ccc2OC(Oc2c1)(C(O)=O)C(O)=O)NC[C@H](O)c1cccc(Cl)c1,True,3.0,2.0,1.0,True,3 rings
caffeine,2519,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,True,2.0,2.0,0.0,True,2 rings
pd-98059,4713,COc1cccc(c1N)-c1cc(=O)c2ccccc2o1,True,3.0,3.0,0.0,True,3 rings
reparixin,9838712,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(C)(=O)=O,True,1.0,1.0,0.0,True,1 ring
4-galactosyllactose,67743883,"OC[C@H]1O[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O |a:2,4,6,7,9,11,13,14,16,21,25,28,30,32,&1:18|",True,3.0,0.0,3.0,True,3 rings
cfm-2,4377504,COc1cc2CC(=O)NN=C(c3ccc(N)cc3)c2cc1OC |t:9|,True,3.0,2.0,1.0,True,3 rings
bw-180c,6917707,CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,True,2.0,2.0,0.0,True,2 rings
polydatin,5281718,OC[C@H]1O[C@@H](Oc2cc(O)cc(\C=C\c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,True,3.0,2.0,1.0,True,3 rings
menatetrenone,5282367,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=C(C)C(=O)c2ccccc2C1=O |c:20|,True,2.0,1.0,1.0,True,2 rings
isamoltane,6604790,CC(C)NC[C@@H](O)COc1ccccc1-n1cccc1 |&1:5|,True,2.0,2.0,0.0,True,2 rings
pha-680632,11249084,CCc1cccc(CC)c1NC(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1,True,5.0,3.0,2.0,True,4+ rings
9-aminocamptothecin,72402,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4cccc(N)c4cc3Cn1c2=O,True,5.0,3.0,2.0,True,4+ rings
histamine,774,NCCc1cnc[nH]1,True,1.0,1.0,0.0,True,1 ring
4-hydroxy-phenazone,98889,Cc1c(O)c(=O)n(-c2ccccc2)n1C,True,2.0,2.0,0.0,True,2 rings
tolnaftate,5510,CN(C(=S)Oc1ccc2ccccc2c1)c1cccc(C)c1,True,3.0,3.0,0.0,True,3 rings
ex-527,707029,"NC(=O)[C@H]1CCCc2c1[nH]c1ccc(Cl)cc21 |&1:3,r|",True,3.0,2.0,1.0,True,3 rings
cafestol,108052,C[C@@]12CCc3occc3[C@H]1CC[C@@]13C[C@@H](CC[C@@H]21)[C@@](O)(CO)C3,True,5.0,1.0,4.0,True,4+ rings
indacaterol,6918554,CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,True,4.0,3.0,1.0,True,4+ rings
tak-960,53357478,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2N(C)C(=O)C(F)(F)CN(C3CCCC3)c2n1,True,5.0,2.0,3.0,True,4+ rings
rufinamide,129228,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,True,2.0,2.0,0.0,True,2 rings
trichloroethylene,6575,ClC=C(Cl)Cl,True,0.0,0.0,0.0,False,0 rings
remodelin,44442376,N#Cc1ccc(cc1)-c1csc(NN=C2CCCC2)n1,True,3.0,2.0,1.0,True,3 rings
prucalopride,3052762,COCCCN1CCC(CC1)NC(=O)c1cc(Cl)c(N)c2CCOc12,True,3.0,1.0,2.0,True,3 rings
bio-5192,10350459,CC(C)C[C@H](N(C)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)NCC[C@H](NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1)C(O)=O,True,4.0,3.0,1.0,True,4+ rings
oxacillin,6196,Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)-c1ccccc1,True,4.0,2.0,2.0,True,4+ rings
pleconaril,1684,Cc1cc(CCCOc2c(C)cc(cc2C)-c2noc(n2)C(F)(F)F)on1,True,3.0,3.0,0.0,True,3 rings
dexpanthenol,131204,CC(C)(CO)[C@@H](O)C(=O)NCCCO,True,0.0,0.0,0.0,False,0 rings
ritodrine,688570,"C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1 |&1:1,12|",True,2.0,2.0,0.0,True,2 rings
tolmetin,5509,Cc1ccc(cc1)C(=O)c1ccc(CC(O)=O)n1C,True,2.0,2.0,0.0,True,2 rings
oxyphenonium,5748,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)c1ccccc1,True,2.0,1.0,1.0,True,2 rings
metrifonate,6604183,"COP(=O)(OC)[C@@H](O)C(Cl)(Cl)Cl |&1:6,r|",True,0.0,0.0,0.0,False,0 rings
pi-103,9884685,Oc1cccc(c1)-c1nc(N2CCOCC2)c2oc3ncccc3c2n1,True,5.0,4.0,1.0,True,4+ rings
guadecitabine,135564655,Nc1ncn([C@H]2C[C@H](OP(O)(=O)OC[C@H]3O[C@H](C[C@@H]3O)n3cnc4c3[nH]c(N)nc4=O)[C@@H](CO)O2)c(=O)n1,True,5.0,3.0,2.0,True,4+ rings
ono-8130,9827317,CC(C)CN(c1cc2CCCc2cc1OCc1ccc(cc1)C(O)=O)S(=O)(=O)c1nc(C)cs1,True,4.0,3.0,1.0,True,4+ rings
amlexanox,2161,CC(C)c1ccc2oc3nc(N)c(cc3c(=O)c2c1)C(O)=O,True,3.0,3.0,0.0,True,3 rings
saccharin,5143,O=C1NS(=O)(=O)c2ccccc12,True,2.0,1.0,1.0,True,2 rings
jak3-inhibitor-v,3799,C=CC(=O)c1ccc2ccccc2c1,True,2.0,2.0,0.0,True,2 rings
mk-3207,25019940,Fc1cc(F)cc(c1)[C@@H]1CNC2(CCCC2)C(=O)N1CC(=O)Nc1ccc2C[C@]3(Cc2c1)C(=O)Nc1ncccc31,True,7.0,3.0,4.0,True,4+ rings
nexturastat-a,71462653,CCCCN(Cc1ccc(cc1)C(=O)NO)C(=O)Nc1ccccc1,True,2.0,2.0,0.0,True,2 rings
fumagillin,12015870,"CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C\C(O)=O |a:2,3,6,10,13,&1:9|",True,3.0,0.0,3.0,True,3 rings
wh-4-023,11844351,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(cc3)N3CCN(C)CC3)n2)c(OC)c1,True,5.0,4.0,1.0,True,4+ rings
ajmaline,98054312,[H][C@]12C[C@]34[C@H](O)[C@@]1([H])[C@]1([H])C[C@]([H])(N2[C@H](O)[C@@]1([H])CC)[C@]3([H])N(C)c1ccccc41,True,7.0,1.0,6.0,True,4+ rings
teijin-compound-1,44453327,FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]1CCN(Cc2ccc(Cl)cc2)C1,True,3.0,2.0,1.0,True,3 rings
mpi-0479605,46909588,Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1,True,5.0,3.0,2.0,True,4+ rings
phenothrin,187827,"CC(C)=C[C@H]1[C@@H](C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C |&1:4,&2:5,r|",True,3.0,2.0,1.0,True,3 rings
meclinertant,119192,COc1cccc(OC)c1-c1cc(nn1-c1ccnc2cc(Cl)ccc12)C(=O)NC1(C2CC3CC(C2)CC1C3)C(O)=O,True,8.0,4.0,4.0,True,4+ rings
oxfendazole,12940581,COC(=O)Nc1nc2ccc(cc2[nH]1)[S@@](=O)c1ccccc1 |r|,True,3.0,3.0,0.0,True,3 rings
pd-168077,3645619,Cc1cccc(c1)C(=O)NCN1CCN(CC1)c1ccccc1C#N,True,3.0,2.0,1.0,True,3 rings
su014813,10138259,Cc1[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,True,4.0,2.0,2.0,True,4+ rings
cgs-15943,2690,Nc1nc2ccc(Cl)cc2c2nc(nn12)-c1ccco1,True,4.0,4.0,0.0,True,4+ rings
latanoprost,5311221,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,True,2.0,1.0,1.0,True,2 rings
bamaquimast,184838,CCCn1c2ccccc2nc(CCCOC(=O)NC)c1=O,True,2.0,2.0,0.0,True,2 rings
bvt-2733,6918651,CN1CCN(CC1)C(=O)Cc1csc(NS(=O)(=O)c2cccc(Cl)c2C)n1,True,3.0,2.0,1.0,True,3 rings
rutin,5280805,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(oc4cc(O)cc(O)c4c3=O)-c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,True,5.0,3.0,2.0,True,4+ rings
aminophylline,2153,Cn1c2nc[nH]c2c(=O)n(C)c1=O,True,2.0,2.0,0.0,True,2 rings
pentostatin,439693,OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2[C@H](O)CN=CNc12 |c:16|,True,3.0,1.0,2.0,True,3 rings
l-glutamic-acid,88747398,N[C@@H](CCC(O)=O)C(O)=O,True,0.0,0.0,0.0,False,0 rings
norethindrone-acetate,5832,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C |t:11|,True,4.0,0.0,4.0,True,4+ rings
org-27569,44828492,CCc1c([nH]c2ccc(Cl)cc12)C(=O)NCCc1ccc(cc1)N1CCCCC1,True,4.0,3.0,1.0,True,4+ rings
melperone,15387,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,True,2.0,1.0,1.0,True,2 rings
lirimilast,6433118,CS(=O)(=O)Oc1ccc2c(NC(N)=O)c(oc2c1)C(=O)c1ccc(Cl)cc1Cl,True,3.0,3.0,0.0,True,3 rings
omeprazole-magnesium,9601083,COc1ccc2n([Mg]n3c(nc4cc(OC)ccc34)[S@@](=O)Cc3ncc(C)c(OC)c3C)c(nc2c1)[S@@](=O)Cc1ncc(C)c(OC)c1C |r|,True,6.0,6.0,0.0,True,4+ rings
sc-10,5175,CCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,True,2.0,2.0,0.0,True,2 rings
lcz696,,,False,,,,,Invalid/missing SMILES
moprolol,3034006,COc1ccccc1OC[C@@H](O)CNC(C)C |&1:10|,True,1.0,1.0,0.0,True,1 ring
naratriptan,4440,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,True,3.0,2.0,1.0,True,3 rings
napirimus,3047779,Cn1cc(cc1C(O)=O)C(=O)c1cccc2ccccc12,True,3.0,3.0,0.0,True,3 rings
ibandronate,60852,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,True,0.0,0.0,0.0,False,0 rings
ac-264613,25108278,C\C(=N/NC(=O)[C@H]1[C@@H](CNC1=O)c1ccccc1)c1cccc(Br)c1,True,3.0,2.0,1.0,True,3 rings
sulfanilate-zinc,64741,Nc1ccc(cc1)S(=O)(=O)O[Zn]OS(=O)(=O)c1ccc(N)cc1,True,2.0,2.0,0.0,True,2 rings
ml167,44968231,Cc1ccc(CNc2ncnc3ccc(cc23)-c2ccc(CO)o2)o1,True,4.0,4.0,0.0,True,4+ rings
srt1720,24180125,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,True,6.0,5.0,1.0,True,4+ rings
suritozole,25431,Cn1nc(-c2cccc(F)c2)n(C)c1=S,True,2.0,2.0,0.0,True,2 rings
estetrol,27125,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,True,4.0,1.0,3.0,True,4+ rings
gw-5074,5034,Oc1c(Br)cc(C=C2C(=O)Nc3ccc(I)cc23)cc1Br,True,3.0,2.0,1.0,True,3 rings
op-0595,73386748,NCCONC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(O)(=O)=O,True,2.0,0.0,2.0,True,2 rings
tyrphostin-ag-879,135419190,CC(C)(C)c1cc(\C=C(/C#N)C(N)=S)cc(c1O)C(C)(C)C,True,1.0,1.0,0.0,True,1 ring
azaguanine-8,135403646,Nc1nc2nn[nH]c2c(=O)[nH]1,True,2.0,2.0,0.0,True,2 rings
milademetan,73297272,CC1(C)CCC2(CC1)N[C@H]([C@H](c1ccnc(Cl)c1F)[C@]21C(=O)Nc2cc(Cl)ccc12)C(=O)N[C@@H]1CC[C@H](OC1)C(N)=O,True,6.0,2.0,4.0,True,4+ rings
propoxur,4944,CNC(=O)Oc1ccccc1OC(C)C,True,1.0,1.0,0.0,True,1 ring
am-630,4302963,COc1ccc(cc1)C(=O)c1c(C)n(CCN2CCOCC2)c2cc(I)ccc12,True,4.0,3.0,1.0,True,4+ rings
enisamium-iodide,2132298,C[n+]1ccc(cc1)C(=O)NCc1ccccc1,True,2.0,2.0,0.0,True,2 rings
cefetamet-pivoxil,5486182,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)c1csc(N)n1 |c:12|,True,3.0,1.0,2.0,True,3 rings
teicoplanin,,CCCCCCCCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(C[C@H]4NC(=O)[C@@H](N)c5ccc(O)c(Oc6cc(O)cc(c6)[C@H](NC4=O)C(=O)N[C@@H]4c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)[C@@H]1NC(=O)[C@H](NC4=O)c2ccc(O)c(c2)-c2c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc2[C@@H](NC1=O)C(O)=O)c5)cc3Cl,True,16.0,7.0,9.0,True,4+ rings
pf-4708671,51371303,CCc1cncnc1N1CCN(Cc2nc3ccc(cc3[nH]2)C(F)(F)F)CC1,True,4.0,3.0,1.0,True,4+ rings
gdc-0349,59239165,CCNC(=O)Nc1ccc(cc1)-c1nc2CN(CCc2c(n1)N1CCOC[C@@H]1C)C1COC1,True,5.0,2.0,3.0,True,4+ rings
ombitasvir,54767916,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)Nc1ccc(cc1)[C@@H]1CC[C@H](N1c1ccc(cc1)C(C)(C)C)c1ccc(NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)C(C)C)cc1,True,6.0,3.0,3.0,True,4+ rings
setmelanotide,,[H][C@]1(Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](C)NC(=O)[C@]([H])(CSSC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(N)=N)NC1=O)C(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O,True,5.0,4.0,1.0,True,4+ rings
carbidopa,34359,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(O)=O,True,1.0,1.0,0.0,True,1 ring
ly2874455,46944259,C[C@@H](Oc1ccc2n[nH]c(\C=C\c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl,True,4.0,4.0,0.0,True,4+ rings
clofedanol,688422,"CN(C)CC[C@@](O)(c1ccccc1)c1ccccc1Cl |&1:5,r|",True,2.0,2.0,0.0,True,2 rings
unc669,46931242,Brc1cncc(c1)C(=O)N1CCC(CC1)N1CCCC1,True,3.0,1.0,2.0,True,3 rings
oxatomide,4615,O=c1[nH]c2ccccc2n1CCCN1CCN(CC1)C(c1ccccc1)c1ccccc1,True,5.0,4.0,1.0,True,4+ rings
tolcapone,4659569,Cc1ccc(cc1)C(=O)c1cc(O)c(O)c(c1)[N+]([O-])=O,True,2.0,2.0,0.0,True,2 rings
gamithromycin,,[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)N(CCC)C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C,True,3.0,0.0,3.0,True,3 rings
methyllycaconitine,5288811,CCN1C[C@]2(COC(=O)c3ccccc3N3C(=O)C[C@H](C)C3=O)CC[C@H](OC)[C@@]34[C@@H]5C[C@H]6[C@H](OC)[C@@H]5[C@](O)(C[C@@H]6OC)[C@@](O)([C@@H](OC)[C@H]23)[C@@H]14,True,8.0,1.0,7.0,True,4+ rings
pf-05212384,44516953,CN(C)C1CCN(CC1)C(=O)c1ccc(NC(=O)Nc2ccc(cc2)-c2nc(nc(n2)N2CCOCC2)N2CCOCC2)cc1,True,6.0,3.0,3.0,True,4+ rings
valdecoxib,119607,Cc1onc(c1-c1ccc(cc1)S(N)(=O)=O)-c1ccccc1,True,3.0,3.0,0.0,True,3 rings
fotemustine,,"CCOP(=O)(OCC)[C@@H](C)NC(=O)N(CCCl)[NH2+][O-] |&1:8,r|",True,0.0,0.0,0.0,False,0 rings
2-aminobenzenesulfonamide,72894,Nc1ccccc1S(N)(=O)=O,True,1.0,1.0,0.0,True,1 ring
balaglitazone,76968728,Cn1c(COc2ccc(C[C@H]3SC(=O)NC3=O)cc2)nc2ccccc2c1=O |r|,True,4.0,3.0,1.0,True,4+ rings
relcovaptan,60943,COc1ccc(cc1OC)S(=O)(=O)N1[C@@H](C(=O)N2CCC[C@H]2C(N)=O)[C@](O)(c2cc(Cl)ccc12)c1ccccc1Cl,True,5.0,3.0,2.0,True,4+ rings
nanchangmycin,86278938,"CO[C@H]1CC[C@@H](O[C@H]2C[C@@H](O[C@]3(O[C@H](C[C@@H]3C)[C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)[C@@H]2C)[C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@H](O3)[C@@H](C)\C=C(/C)C(=O)[C@H](C)C[C@H](C)C(O)=O)O2)O[C@@H]1C |a:2,7,11,13,15,19,23,26,28,30,34,36,38,40,42,49,52,59,&1:5,&2:9,&3:17|",True,6.0,0.0,6.0,True,4+ rings
fluoromethylcholine,404592,C[N+](C)(CF)CCO,True,0.0,0.0,0.0,False,0 rings
l-745870,5311200,Clc1ccc(cc1)N1CCN(Cc2c[nH]c3ncccc23)CC1,True,4.0,3.0,1.0,True,4+ rings
camobucol,9875498,CC(C)(C)c1cc(SC(C)(C)Sc2cc(c(OCC(O)=O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,True,2.0,2.0,0.0,True,2 rings
brl-44408,6604824,"C[C@H]1N(CC2=NCCN2)Cc2ccccc12 |&1:1,t:4|",True,3.0,1.0,2.0,True,3 rings
harmane,5281404,Cc1nccc2c3ccccc3[nH]c12,True,3.0,3.0,0.0,True,3 rings
uridine-5'-triphosphate,6133,"O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O |a:1,2,18,19,&1:5,&2:9|",True,2.0,1.0,1.0,True,2 rings
jnj-17203212,11339118,FC(F)(F)c1ccc(NC(=O)N2CCN(CC2)c2ncccc2C(F)(F)F)nc1,True,3.0,2.0,1.0,True,3 rings
osimertinib,71496458,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1cn(C)c2ccccc12,True,4.0,4.0,0.0,True,4+ rings
rolziracetam,71893,O=C1CCC2CCC(=O)N12,True,2.0,0.0,2.0,True,2 rings
butenafine,2484,CN(Cc1ccc(cc1)C(C)(C)C)Cc1cccc2ccccc12,True,3.0,3.0,0.0,True,3 rings
r-428,46215462,Nc1nc(Nc2ccc3CC[C@@H](CCc3c2)N2CCCC2)nn1-c1cc2CCCc3ccccc3-c2nn1,True,7.0,4.0,3.0,True,4+ rings
ml786,50992247,CC(C)(N)c1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]1CCc2ccc(Oc3ccnc4NC(=O)CCc34)cc2C1,True,5.0,3.0,2.0,True,4+ rings
dacomitinib,11511120,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CCCCC1,True,4.0,3.0,1.0,True,4+ rings
pipemidic-acid,6921791,CCn1cc(C(O)=O)c(=O)c2cnc(nc12)N1CCNCC1,True,3.0,2.0,1.0,True,3 rings
gimeracil,54679224,Oc1cc(=O)[nH]cc1Cl,True,1.0,1.0,0.0,True,1 ring
bw-a4c,6438354,CC(=O)N(O)C\C=C\c1cccc(Oc2ccccc2)c1,True,2.0,2.0,0.0,True,2 rings
ds2-(806622),979718,Clc1ccc(cc1)C(=O)Nc1c(nc2ccccn12)-c1cccs1,True,4.0,4.0,0.0,True,4+ rings
"ici-185,282",5311390,OC(=O)CCC\C=C/C[C@@H]1CO[C@@H](O[C@@H]1c1ccccc1O)C(F)(F)F,True,2.0,1.0,1.0,True,2 rings
mk-0354,11159621,C1Cc2[nH]nc(-c3nn[nH]n3)c2C1,True,3.0,2.0,1.0,True,3 rings
plx4720,24180719,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,True,3.0,3.0,0.0,True,3 rings
batefenterol,10372836,COc1cc(NC(=O)CCN2CCC(CC2)OC(=O)Nc2ccccc2-c2ccccc2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2nc(O)ccc12,True,6.0,5.0,1.0,True,4+ rings
acefylline,69550,Cn1c2ncn(CC(O)=O)c2c(=O)n(C)c1=O,True,2.0,2.0,0.0,True,2 rings
fg-7142,4375,CNC(=O)c1cc2c(cn1)[nH]c1ccccc21,True,3.0,3.0,0.0,True,3 rings
dronedarone,208898,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c1c(CCCC)oc2ccc(NS(C)(=O)=O)cc12,True,3.0,3.0,0.0,True,3 rings
pki-166,6918403,C[C@@H](Nc1ncnc2[nH]c(cc12)-c1ccc(O)cc1)c1ccccc1,True,4.0,4.0,0.0,True,4+ rings
crisdesalazine,16042343,OC(=O)c1cc(NCCc2ccc(cc2)C(F)(F)F)ccc1O,True,2.0,2.0,0.0,True,2 rings
azd3988,,OC(=O)C[C@H]1CC[C@@H](CC1)c1ccc(NC(=O)c2nnc(Nc3ccc(F)c(F)c3)o2)cc1 |r|,True,4.0,3.0,1.0,True,4+ rings
halobetasol-propionate,6918178,"CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl |c:18,t:14|",True,4.0,0.0,4.0,True,4+ rings
fluorometholone,,,False,,,,,Invalid/missing SMILES
azd5363,25227436,NC1(CCN(CC1)c1ncnc2[nH]ccc12)C(=O)N[C@@H](CCO)c1ccc(Cl)cc1,True,4.0,3.0,1.0,True,4+ rings
pk-44,46208486,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc1[nH]nc2c(F)c(F)ccc12,True,4.0,3.0,1.0,True,4+ rings
clofilium,2798,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,True,1.0,1.0,0.0,True,1 ring
unc0224,44251522,COc1cc2c(NC3CCN(C)CC3)nc(nc2cc1OCCCN(C)C)N1CCCN(C)CC1,True,4.0,2.0,2.0,True,4+ rings
pyrintegrin,46223724,Oc1ccc2N(CCCc2c1)c1ccnc(Nc2ccc(cc2)S(=O)(=O)NCC2CC2)n1,True,5.0,3.0,2.0,True,4+ rings
ro-1138452,9839644,CC(C)Oc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1 |t:14|,True,3.0,2.0,1.0,True,3 rings
sulfamethoxypyridazine,5330,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,True,2.0,2.0,0.0,True,2 rings
bay-k-8644-(+/-),6604881,"COC(=O)C1=C(C)NC(C)=C([C@@H]1c1ccccc1C(F)(F)F)[N+]([O-])=O |r,c:4,9|",True,2.0,1.0,1.0,True,2 rings
10058-f4,1271002,CCc1ccc(\C=C2\SC(=S)NC2=O)cc1,True,2.0,1.0,1.0,True,2 rings
