gene,gene_col
SLC35A5,5809
POLR3K,5810
CDK2AP2,5811
CCNF,5812
DUSP9,5813
EHD3,5814
PIH1D1,5815
RASGRP2,5816
RBBP5,5817
FASTKD3,5818
CETN3,5819
RMC1,5820
FGFR4,5821
RAE1,5822
ACLY,5823
EIF4E2,5824
ECPAS,5825
NOP16,5826
RHBDF2,5827
AARSD1,5828
CCT6A,5829
TWNK,5830
FAM189A2,5831
DPH2,5832
TCF7L1,5833
KIF13B,5834
ELAC2,5835
NOD2,5836
PFDN2,5837
CDC25A,5838
NUDC,5839
PLAAT1,5840
CST2,5841
HSD17B8,5842
PPP1CA,5843
NEK3,5844
CHFR,5845
GATAD1,5846
GP1BB,5847
DNAJC16,5848
EMD,5849
PNPLA2,5850
ATP11B,5851
ATM,5852
CHD9,5853
CELF3,5854
MLXIPL,5855
EEF1AKMT3,5856
UTP3,5857
DAG1,5858
GNAZ,5859
SERTAD3,5860
LACTB2,5861
LIPA,5862
MEGF9,5863
TLR8,5864
TLR1,5865
UBE2D1,5866
ST8SIA4,5867
PAMR1,5868
UPF3B,5869
SIRPG,5870
CHMP3,5871
ZMYM5,5872
ZNF136,5873
YBX1,5874
ADCY3,5875
NUCB1,5876
HPN,5877
CD151,5878
IVD,5879
SCP2,5880
CAMK1,5881
SRCAP,5882
OVGP1,5883
NCKAP1,5884
MAN2C1,5885
NKTR,5886
TUSC3,5887
DXO,5888
CTTN,5889
TPGS2,5890
HINT1,5891
PARVA,5892
PIGG,5893
ARHGAP33,5894
MOCS2,5895
TAOK1,5896
PPP2R5D,5897
SLC19A3,5898
PLXNB1,5899
MTIF2,5900
NPR1,5901
CUEDC1,5902
MAP2,5903
CEBPG,5904
HEATR6,5905
GAA,5906
LPCAT4,5907
TMEM8A,5908
ITPA,5909
MYH3,5910
ACTR2,5911
PTPN11,5912
C19ORF66,5913
OSTM1,5914
HLA-DRB1,5915
TTC9,5916
STAT5B,5917
DPF2,5918
NDUFB7,5919
ARHGAP5,5920
TTK,5921
FRMD4A,5922
F13B,5923
SLC2A2,5924
HPX,5925
RIF1,5926
NCAPG,5927
TRMT112,5928
SSSCA1,5929
U2SURP,5930
LRRC40,5931
TREM2,5932
SYNDIG1,5933
POLR3G,5934
EMC2,5935
MORF4L2,5936
ZBTB43,5937
BACH1,5938
POP1,5939
MED15,5940
CNTRL,5941
MCM10,5942
MPRIP,5943
ARPC5L,5944
HSP90B1,5945
SIN3B,5946
PLAGL2,5947
ORC6,5948
TARS,5949
KDM5A,5950
GATA4,5951
TAC3,5952
SNX3,5953
KCNK5,5954
LUZP1,5955
RBM48,5956
ZBTB11,5957
SEC23B,5958
ZFR,5959
PLA2G10,5960
TIAL1,5961
NELFCD,5962
CPSF1,5963
PIAS3,5964
PPM1B,5965
RCN2,5966
FHIT,5967
TRPV2,5968
PI4KA,5969
DIMT1,5970
EGF,5971
HLA-DMA,5972
SLC50A1,5973
PSMD4,5974
CNDP2,5975
RAPGEFL1,5976
ZNF467,5977
TSEN2,5978
FLT1,5979
COX4I1,5980
SIVA1,5981
THAP10,5982
ATP6V1F,5983
ATP5MPL,5984
TSKU,5985
BCL7B,5986
CA8,5987
RAB7A,5988
CAT,5989
PRDX6,5990
EPS15,5991
PAK4,5992
FCGR2B,5993
WIPI2,5994
ERG28,5995
IQSEC1,5996
ZNF589,5997
MYH14,5998
PAK1IP1,5999
BUB3,6000
ITGA10,6001
TBP,6002
GFRA1,6003
NFKB1,6004
SAA4,6005
SEC14L2,6006
LARP4,6007
BIRC2,6008
CDCA4,6009
HADHB,6010
SENP6,6011
CHTOP,6012
PIP5K1A,6013
ZBED5,6014
SCAF8,6015
CSAD,6016
NCKAP1L,6017
ASCC3,6018
ANKRA2,6019
HOXA10,6020
CCNL2,6021
C5,6022
ZNF432,6023
PAAF1,6024
GPC1,6025
USP46,6026
ANO3,6027
ATRN,6028
BMP2K,6029
SOD1,6030
TAF7,6031
SLC25A36,6032
CSNK1A1,6033
COX6B1,6034
MED6,6035
USP6NL,6036
NAE1,6037
POGLUT1,6038
DVL3,6039
SIAH2,6040
NSUN6,6041
ZBED1,6042
NAXD,6043
DDX5,6044
EHHADH,6045
ERBIN,6046
PAK2,6047
GDI2,6048
EMC3,6049
NAP1L2,6050
CLN3,6051
GKN1,6052
DNTTIP2,6053
XRCC4,6054
ATP6V0A1,6055
MAP7D1,6056
PARL,6057
TXNRD1,6058
APIP,6059
ZMIZ1,6060
ITSN1,6061
SLC5A1,6062
CCL17,6063
EML4,6064
TCL1B,6065
TINAGL1,6066
MAPK3,6067
RBM12B,6068
NECTIN2,6069
TMEM184B,6070
C5ORF30,6071
SEC16A,6072
KDM6B,6073
ATP13A2,6074
CORO2B,6075
CDK16,6076
SCNN1B,6077
NAT10,6078
DDB1,6079
TMEM184C,6080
MEX3C,6081
EDEM3,6082
MAP3K9,6083
SERINC3,6084
FAM168A,6085
NUMB,6086
PCSK2,6087
FAF2,6088
SIM2,6089
NOL8,6090
PIBF1,6091
ADAP1,6092
HDAC4,6093
RPL10A,6094
AVL9,6095
PTK6,6096
GNPAT,6097
SRP14,6098
ETF1,6099
ARPC4,6100
PELO,6101
RANBP2,6102
STEAP1B,6103
SNIP1,6104
CLP1,6105
PLA2G2D,6106
ADRM1,6107
TIMM17A,6108
ARCN1,6109
SNRPA1,6110
BRD8,6111
PAF1,6112
DHDDS,6113
HERC2,6114
HOXB5,6115
HDC,6116
PSMD1,6117
BAG5,6118
EFHC2,6119
C8ORF33,6120
ATG101,6121
CLMN,6122
CNMD,6123
BANP,6124
ANP32A,6125
OGDH,6126
GRK3,6127
ATP13A3,6128
PNMT,6129
HIVEP2,6130
TTC19,6131
KIF3B,6132
TANK,6133
CCPG1,6134
UBXN7,6135
TRIM44,6136
KPNA6,6137
ADAM23,6138
RALGAPA1,6139
CACNA1D,6140
CD84,6141
AKAP11,6142
CLCF1,6143
SNRPB,6144
VPS16,6145
GSR,6146
RAB6A,6147
MYD88,6148
APEH,6149
PTPRA,6150
TSPOAP1,6151
OS9,6152
ZMPSTE24,6153
WDR1,6154
C19ORF53,6155
MGST2,6156
SPEN,6157
NUBPL,6158
SH2B2,6159
OPRPN,6160
CCDC91,6161
BAZ2A,6162
GK3P,6163
GID4,6164
MTERF3,6165
ZNF227,6166
CYP2C8,6167
ZNF516,6168
MARK4,6169
ADGRE2,6170
ERO1B,6171
FBXW2,6172
B4GALT3,6173
SLC9A1,6174
FAAH,6175
EDRF1,6176
CSRNP2,6177
ACTR6,6178
PIAS1,6179
SPEG,6180
RHOA,6181
ATP6V1E1,6182
IQCE,6183
CASP9,6184
GLI3,6185
PMM1,6186
AASS,6187
DMPK,6188
POLR2E,6189
MAP3K3,6190
PSMD13,6191
GCDH,6192
ALDH9A1,6193
UNC50,6194
MRPL18,6195
ASF1A,6196
PDIA4,6197
SLC2A4RG,6198
CACNB3,6199
FKBP4,6200
TJP3,6201
XPO1,6202
GRHL2,6203
MLH1,6204
HNRNPF,6205
TMEM126B,6206
PALB2,6207
ELAVL4,6208
LUC7L2,6209
DUSP7,6210
URGCP,6211
BAZ1B,6212
PGM3,6213
SEC24B,6214
ZDHHC7,6215
HIVEP1,6216
SLC25A44,6217
CDIP1,6218
SSH1,6219
SPECC1L,6220
MDM1,6221
WDR60,6222
LY6H,6223
INTS3,6224
EHBP1L1,6225
POLR2G,6226
TOGARAM1,6227
PPARD,6228
GABARAPL2,6229
SHANK2,6230
NPTN,6231
DPEP3,6232
SLC25A38,6233
INSL4,6234
ZZZ3,6235
PPP1R26,6236
MAPK7,6237
WDR18,6238
PLEKHF1,6239
DUSP11,6240
HOOK1,6241
LIN37,6242
IL1B,6243
ISOC2,6244
PURA,6245
POLR1C,6246
ARHGEF9,6247
ASXL1,6248
MRPL33,6249
IP6K2,6250
RNF139,6251
RBM4,6252
TASOR,6253
CCDC90B,6254
CDKN2AIP,6255
POMP,6256
CHCHD3,6257
ARHGDIA,6258
ATXN10,6259
PEMT,6260
SHLD2,6261
SLC29A2,6262
UBE2V2,6263
ARPC1A,6264
PIGK,6265
PPP1R14B,6266
RUVBL1,6267
DNPEP,6268
RABEPK,6269
TESK1,6270
RPL26L1,6271
ATIC,6272
CACNG4,6273
MAP2K1,6274
ALAS1,6275
ZC3H13,6276
SETD3,6277
UBE4A,6278
NEDD4L,6279
DNAJC4,6280
HAVCR1,6281
COL4A3BP,6282
SLC17A9,6283
HPCA,6284
B9D1,6285
PGR,6286
MAST3,6287
BCAP29,6288
LSM2,6289
MORN1,6290
NDUFS4,6291
UCK2,6292
MRPL42,6293
MLC1,6294
PROCR,6295
PGAP1,6296
BAHCC1,6297
FJX1,6298
CPED1,6299
TRIM28,6300
ZNF93,6301
CCKBR,6302
NSD2,6303
DUSP12,6304
NOS3,6305
DUOX1,6306
TDRD12,6307
ASPSCR1,6308
TIE1,6309
NFE2L1,6310
EP300,6311
PMF1,6312
RRAD,6313
IRX4,6314
SEMA3E,6315
COMMD9,6316
TAF9B,6317
SNW1,6318
MPZL1,6319
B3GNT2,6320
PIGH,6321
CFHR2,6322
ADH1A,6323
SERPIND1,6324
ACVR2A,6325
TAF5,6326
TRMT12,6327
TM2D3,6328
ITIH1,6329
TRIM13,6330
GPSM3,6331
MINPP1,6332
ACAP2,6333
PCYOX1L,6334
SFXN1,6335
DCPS,6336
GMIP,6337
NUP37,6338
GABRB3,6339
GALNS,6340
PAQR3,6341
LARP7,6342
LOXL1,6343
LIPE,6344
SOX2,6345
MAEA,6346
ETV1,6347
KIT,6348
OIP5,6349
SP100,6350
SLC48A1,6351
KEAP1,6352
PSMC3IP,6353
PDCD10,6354
PSMA1,6355
HSPBAP1,6356
NCOA6,6357
VGLL3,6358
ABI1,6359
ZNF329,6360
SMIM7,6361
RAF1,6362
SIPA1L1,6363
AHI1,6364
KHNYN,6365
SREK1,6366
MRPL13,6367
BTK,6368
SULT2A1,6369
FEM1C,6370
YTHDC1,6371
PSPC1,6372
FAM53C,6373
PLCG1,6374
VEZF1,6375
GAL3ST1,6376
ATXN7,6377
FUBP1,6378
CYTH1,6379
SOCS5,6380
SRSF5,6381
GLUD2,6382
GMPS,6383
RFC4,6384
SRSF10,6385
DESI2,6386
OMD,6387
ITM2B,6388
HSD3B2,6389
KCNA5,6390
NDC1,6391
TGM3,6392
RNF219,6393
TDP2,6394
KIF16B,6395
TRIM9,6396
CIZ1,6397
CCDC22,6398
GOLPH3,6399
STN1,6400
CYP3A7,6401
BRINP3,6402
DUS4L,6403
SERPINC1,6404
MBL2,6405
RNF41,6406
SPTLC1,6407
CHERP,6408
FBXL2,6409
RRN3,6410
BRD3,6411
AKR1D1,6412
TRPA1,6413
ARL4C,6414
EXOC7,6415
MYL5,6416
ANKZF1,6417
PSPH,6418
CBX5,6419
SPC25,6420
SLF2,6421
CENPM,6422
CTBP1,6423
CAD,6424
SERPINA10,6425
ABCA6,6426
F9,6427
PJA2,6428
HPR,6429
FANCL,6430
MCOLN3,6431
TNPO1,6432
MMP2,6433
PBRM1,6434
SLC6A1,6435
SGCG,6436
CSF2RA,6437
BYSL,6438
BCAR3,6439
KCNQ2,6440
SP2,6441
GREM2,6442
ARIH1,6443
NDUFB11,6444
YIPF3,6445
KBTBD2,6446
PAPOLG,6447
ZDHHC17,6448
NAP1L1,6449
KCNMB4,6450
CDC34,6451
NUDCD3,6452
SS18L1,6453
MAK16,6454
MRPL58,6455
PLEC,6456
CEP76,6457
TRAF3,6458
SBNO2,6459
KRR1,6460
UBA2,6461
RSAD1,6462
PCGF1,6463
DBH,6464
GFOD1,6465
LMNA,6466
HYAL2,6467
DHX58,6468
NPY5R,6469
TRIM21,6470
GNG7,6471
SF3B5,6472
IDH3A,6473
GOLGB1,6474
SNAP29,6475
ORC5,6476
UBP1,6477
NLE1,6478
RAC2,6479
KPNA4,6480
ELAVL1,6481
WASF2,6482
CASK,6483
SULT2B1,6484
CORO1B,6485
SYK,6486
CTNS,6487
EHMT2,6488
KCND3,6489
FAM110B,6490
NSMCE4A,6491
VPS37C,6492
DEPDC1,6493
GRK6,6494
ATP8A2,6495
RDH5,6496
APOL6,6497
GSS,6498
DDX11,6499
PHF1,6500
CCDC28A,6501
NFKBIB,6502
OTUB1,6503
IFFO1,6504
ADORA3,6505
VAMP2,6506
GYS2,6507
CYP2C19,6508
CFHR4,6509
CYP2C18,6510
SRGAP2,6511
NCSTN,6512
SLC22A1,6513
POGZ,6514
AK5,6515
SLC38A4,6516
CYP2C9,6517
APOF,6518
CARTPT,6519
RBFOX1,6520
SLC12A5,6521
GNG3,6522
OSBPL2,6523
CUL7,6524
DEAF1,6525
CALCOCO1,6526
TBXT,6527
UBR2,6528
DLG3,6529
LRCH3,6530
CEP68,6531
PUM2,6532
PIDD1,6533
TMEM94,6534
NET1,6535
PHF3,6536
APBA2,6537
ATG14,6538
CYTH2,6539
RBBP4,6540
CTNNA1,6541
KIN,6542
CREBBP,6543
NAA16,6544
TTC28,6545
PRL,6546
PSMG2,6547
PTOV1,6548
ZNF711,6549
ST7,6550
AXIN1,6551
TPD52L2,6552
PRKCD,6553
MRPS31,6554
ZPR1,6555
TFPT,6556
DNAAF2,6557
FZD1,6558
CYP27A1,6559
TRRAP,6560
RAB3IL1,6561
PAX8,6562
SGSH,6563
TMEM214,6564
RPRD2,6565
SLC17A1,6566
FIG4,6567
TCTN3,6568
PRPF18,6569
GPN3,6570
GMCL1,6571
CHMP1B,6572
ADIPOR1,6573
CRLF3,6574
MAPK1IP1L,6575
RSRC1,6576
CIDEA,6577
EIF4A1,6578
ARPC2,6579
ARL1,6580
TUBGCP3,6581
NUP50,6582
WDR3,6583
AP3M2,6584
PLEKHB2,6585
STX18,6586
SACM1L,6587
CNIH1,6588
PCM1,6589
PGM1,6590
MAPRE1,6591
CYP4F2,6592
COX17,6593
ICAM1,6594
ASB9,6595
PDIA5,6596
PRUNE1,6597
MLLT10,6598
PAXBP1,6599
SATB1,6600
IGF2BP2,6601
WDR48,6602
CYP4F12,6603
DLAT,6604
STOML2,6605
LDAH,6606
ADD2,6607
APOO,6608
NCBP1,6609
NUP107,6610
MYO1E,6611
GART,6612
RHCE,6613
HCCS,6614
GLE1,6615
PIGN,6616
HJURP,6617
BTAF1,6618
TBC1D2,6619
UGGT2,6620
ARID5B,6621
TSPAN6,6622
VIPR1,6623
RPA2,6624
RAMP3,6625
NFKBIE,6626
SNTB1,6627
SNRPD2,6628
LRRFIP2,6629
P3H1,6630
PSMA6,6631
RPA1,6632
TTC38,6633
B4GAT1,6634
KDM1A,6635
BCAT2,6636
ABHD17B,6637
VILL,6638
EXOSC8,6639
TNFRSF11A,6640
SMAD4,6641
ZMYND11,6642
IER3IP1,6643
UQCR10,6644
ADAP2,6645
ZNHIT1,6646
IL10RA,6647
IRF2,6648
HPF1,6649
UFL1,6650
PRCC,6651
RMND5A,6652
SYNGR3,6653
ELP5,6654
FGF18,6655
SRF,6656
GTPBP4,6657
VCPKMT,6658
RMI1,6659
MYL3,6660
FABP3,6661
TOR3A,6662
PTPN3,6663
RALYL,6664
SERPINA7,6665
ICAM4,6666
WIPF2,6667
PRCP,6668
SMARCA5,6669
ARHGAP10,6670
TBCE,6671
DOP1B,6672
GLS2,6673
ABCD4,6674
UBE2N,6675
DLL3,6676
WWP2,6677
GAS2L1,6678
LYRM1,6679
THRAP3,6680
HPS4,6681
CYP46A1,6682
SEMA4A,6683
NEMP1,6684
CTSF,6685
ABLIM3,6686
EMID1,6687
BEND5,6688
UTP11,6689
SV2A,6690
DYRK2,6691
MYL9,6692
MRPS10,6693
ILKAP,6694
EBAG9,6695
COL11A2,6696
PPRC1,6697
HCFC2,6698
TBPL1,6699
FUT1,6700
HSPE1,6701
BAIAP2,6702
PTGES3,6703
CLTCL1,6704
BCL2L2,6705
LCAT,6706
CPEB1,6707
PARP6,6708
RBM6,6709
PAQR6,6710
RNF141,6711
DNASE2,6712
SASH3,6713
BCLAF1,6714
CXCR5,6715
TVP23B,6716
NRP2,6717
SLC39A1,6718
SUPT20H,6719
SF3B1,6720
CEP192,6721
FAM192A,6722
GRIA1,6723
TAP2,6724
RAB6B,6725
SLC4A3,6726
DGAT1,6727
HSPA12A,6728
PSMC4,6729
DCTPP1,6730
PSMD2,6731
POLB,6732
HYOU1,6733
IL16,6734
SCAMP4,6735
CCDC81,6736
PLA2G5,6737
SUOX,6738
THUMPD1,6739
TRPM3,6740
GFPT1,6741
ZC3H15,6742
CELF1,6743
ZNF419,6744
STIL,6745
MACROD1,6746
PPIP5K2,6747
SYNJ1,6748
SLC12A1,6749
RPRD1A,6750
LIG4,6751
SLC17A5,6752
HIF1A,6753
FZD4,6754
ACACB,6755
COMMD4,6756
AVIL,6757
DTNA,6758
NOL4,6759
METTL18,6760
ADGRG1,6761
BIN2,6762
DNAJC22,6763
CRYZ,6764
MRTO4,6765
ACTR3,6766
FAM98A,6767
CDYL,6768
HBZ,6769
PSMC6,6770
IPP,6771
RAB11FIP5,6772
FAM168B,6773
TSPAN9,6774
NCOA4,6775
LEP,6776
MST1R,6777
ELMO3,6778
ZNF195,6779
PRKAG2,6780
GJB3,6781
ZNF7,6782
CD82,6783
ADSL,6784
RALA,6785
SUCO,6786
TXNDC15,6787
PSD4,6788
MRPL3,6789
CDS2,6790
RBCK1,6791
PRR36,6792
AVEN,6793
KCTD3,6794
PLG,6795
RAB22A,6796
POLR3C,6797
CCN4,6798
ERCC1,6799
TMF1,6800
KLHDC3,6801
RAP1A,6802
SYNJ2BP,6803
CPSF4,6804
TINF2,6805
PEX12,6806
ZNF107,6807
TMEM231,6808
LRRC49,6809
BCL2L14,6810
PLCD1,6811
GJB1,6812
CASQ2,6813
LTN1,6814
ERC1,6815
LAD1,6816
TK1,6817
FIP1L1,6818
LGALSL,6819
MMP25,6820
GSK3B,6821
CCDC93,6822
MISP,6823
PTPN7,6824
DNA2,6825
HPD,6826
CYP11B2,6827
CLDN6,6828
OLFML1,6829
CNTNAP1,6830
PSMA4,6831
PKNOX2,6832
RPS6KB1,6833
LSAMP,6834
AIP,6835
RAD1,6836
HUWE1,6837
SLC1A2,6838
HECTD3,6839
SLC35B1,6840
TP53BP2,6841
SH2D2A,6842
PIK3CB,6843
TRAF1,6844
POLRMT,6845
RBFOX2,6846
RTL8A,6847
ITPR2,6848
CFHR5,6849
KLF7,6850
AOAH,6851
CR1,6852
APBB1IP,6853
YKT6,6854
ARRB2,6855
RNF187,6856
KIF21B,6857
CELSR3,6858
YY1AP1,6859
VGF,6860
TSC22D4,6861
MAP2K7,6862
PVR,6863
MEAK7,6864
TOR4A,6865
KCNAB2,6866
YIF1A,6867
C15ORF39,6868
HIKESHI,6869
IMP3,6870
KIFAP3,6871
FIBP,6872
PIGC,6873
MRPL49,6874
KIF1B,6875
GPHN,6876
TOMM22,6877
ABCF1,6878
ZNF131,6879
HMBS,6880
EMC7,6881
LSG1,6882
CFAP298,6883
TMEM43,6884
TRIO,6885
UBFD1,6886
TMCO6,6887
KANSL2,6888
SETD6,6889
FPR2,6890
POLD2,6891
TYK2,6892
GNG5,6893
TMEFF1,6894
WDR73,6895
WDR59,6896
MAIP1,6897
RDH14,6898
TRMT11,6899
A1CF,6900
MRPL46,6901
HEXA,6902
HMG20A,6903
NOTCH4,6904
GOLGA5,6905
NCLN,6906
EMC8,6907
GOLGA3,6908
FAM136A,6909
MTHFD2L,6910
TMEM80,6911
TBC1D15,6912
MKI67,6913
DYNC1LI1,6914
RAB5A,6915
HAUS3,6916
ABHD18,6917
YTHDC2,6918
SELENOT,6919
ADPGK,6920
PEX13,6921
PRRG4,6922
SCARB1,6923
GGA3,6924
CPA4,6925
ATR,6926
LCMT1,6927
HDLBP,6928
FASTKD2,6929
MTR,6930
SLC22A5,6931
CCDC198,6932
ARSJ,6933
PTPN12,6934
PPP1R13L,6935
NUP62CL,6936
TNNT2,6937
PRG3,6938
MAP3K6,6939
DPP3,6940
RELA,6941
PORCN,6942
RUBCN,6943
CYBC1,6944
WBP2,6945
KBTBD4,6946
MRM3,6947
ULK1,6948
LMAN2L,6949
POLDIP2,6950
DCAF8,6951
HNRNPUL1,6952
CIR1,6953
SLC18A2,6954
DERL2,6955
RPP40,6956
ILK,6957
GLT8D2,6958
WASHC5,6959
WDR37,6960
CAMK2G,6961
GUCA2A,6962
DNM2,6963
AASDHPPT,6964
ST8SIA1,6965
KDM5B,6966
MAGEC2,6967
PTPN4,6968
SPANXC,6969
CRADD,6970
ECE1,6971
MANF,6972
PATJ,6973
ASCC2,6974
SLC7A6,6975
MBIP,6976
IL18R1,6977
SMG7,6978
CBX7,6979
AP3D1,6980
APOM,6981
SUMO1,6982
RAB33B,6983
HMGN4,6984
ARHGAP22,6985
TMEM185B,6986
PSTPIP1,6987
MEAF6,6988
CHST3,6989
SRPRB,6990
ZRSR2,6991
TEX261,6992
ZNF562,6993
PPP4R1,6994
SEC61A1,6995
SLC52A2,6996
MGRN1,6997
NAP1L4,6998
PEX10,6999
PFAS,7000
NIPA2,7001
TRIM52,7002
DZANK1,7003
FAM174B,7004
BMPR1A,7005
PQLC1,7006
ITPKC,7007
NXPE3,7008
SRRD,7009
ZNF354A,7010
AHDC1,7011
FAM155A,7012
PNPLA3,7013
CA14,7014
NMRK2,7015
VTN,7016
PEX19,7017
LRRC32,7018
ALPK1,7019
FAM53B,7020
H6PD,7021
HDAC5,7022
PGS1,7023
CARD8,7024
PITX2,7025
MEF2D,7026
ACSBG1,7027
DMXL1,7028
PDCD5,7029
NDUFC1,7030
AGBL5,7031
HS2ST1,7032
CCT7,7033
KDM5C,7034
ZNF593,7035
SMG8,7036
CENPX,7037
TUBGCP4,7038
TRAPPC2,7039
ZNF267,7040
ZNF557,7041
AMPD1,7042
VEGFD,7043
NUP214,7044
UBE2NL,7045
DPH5,7046
IRF5,7047
GMPR2,7048
GNAO1,7049
LYL1,7050
NASP,7051
SMPD1,7052
UBA7,7053
MON2,7054
SBNO1,7055
NOL3,7056
IVL,7057
SPTLC2,7058
PTBP1,7059
EEF2,7060
AKAP17A,7061
HDAC6,7062
VDAC2,7063
ZNF654,7064
CRTAM,7065
ZNF675,7066
HSPB3,7067
KPNA5,7068
GABPA,7069
MYOC,7070
BRAP,7071
TRIM58,7072
SOX15,7073
MDH2,7074
CCDC88C,7075
SKIL,7076
POMZP3,7077
TAF13,7078
CDC40,7079
CDC6,7080
ANAPC15,7081
CBLL1,7082
GDAP1,7083
SLC35F5,7084
ADAM22,7085
CDC7,7086
CALCB,7087
SLC17A6,7088
SRRM1,7089
MAN2B1,7090
TNNT3,7091
HGH1,7092
GPR20,7093
PPIG,7094
NFATC1,7095
RAD50,7096
DPM2,7097
GPR35,7098
RNF111,7099
NR1I2,7100
HSP90AB1,7101
SLC6A6,7102
ITGB6,7103
EYA4,7104
PTPRB,7105
ITGA2,7106
ANKFY1,7107
CKLF,7108
PAM16,7109
AFM,7110
MYL12A,7111
PPAT,7112
TMED7,7113
RPL26,7114
GLP1R,7115
SNRNP27,7116
HTRA2,7117
IL21R,7118
GCAT,7119
DENND3,7120
SYNPO2L,7121
FRAT1,7122
ZFP69B,7123
NONO,7124
ANTXR1,7125
ZFYVE9,7126
MSH3,7127
FAM169A,7128
ZNF571,7129
PLAG1,7130
ITGB3BP,7131
COX5A,7132
KIAA1109,7133
GYS1,7134
PRR13,7135
CBX4,7136
EIF2AK2,7137
SDHA,7138
MAT2A,7139
ENDOU,7140
CEP135,7141
GSDMD,7142
ANKRD6,7143
KDM3B,7144
PRSS16,7145
FGGY,7146
CLK2,7147
TPR,7148
PRR4,7149
ZGPAT,7150
DPM3,7151
ELMO2,7152
STK17B,7153
WDYHV1,7154
EIF4E,7155
IMPACT,7156
NDUFA5,7157
ADAMTS2,7158
ZNHIT3,7159
LHX2,7160
IL12RB2,7161
GGT5,7162
ACADL,7163
FOXJ1,7164
CYB5B,7165
F7,7166
COPZ2,7167
ASGR1,7168
EIPR1,7169
EML2,7170
CDK12,7171
TICAM1,7172
PSME3,7173
RANBP6,7174
ZBED4,7175
BAAT,7176
SPATA2L,7177
TFCP2,7178
SNAPC5,7179
TUBA1B,7180
TUBA1C,7181
HOXD3,7182
JRKL,7183
TUBA4B,7184
BIRC7,7185
KDM4C,7186
EIF6,7187
N4BP1,7188
MVB12B,7189
ZCCHC8,7190
FICD,7191
MFF,7192
DDX27,7193
TDRD3,7194
ESF1,7195
MRPS27,7196
SH3PXD2A,7197
TNPO3,7198
MCM2,7199
ATP7B,7200
TAF1,7201
ALPP,7202
PEX6,7203
DDT,7204
EXTL2,7205
GLRB,7206
SLC22A17,7207
RBM7,7208
TBCC,7209
NXT1,7210
ARL2BP,7211
PSEN2,7212
FH,7213
ZNF263,7214
EXOSC10,7215
TRIM33,7216
TRA2A,7217
CBX3,7218
TMC6,7219
GRSF1,7220
BTNL8,7221
YIPF1,7222
SETD4,7223
P2RX1,7224
RALGPS1,7225
WBP11,7226
TUBG1,7227
MXD1,7228
RYR3,7229
LONP1,7230
ABCA7,7231
LIMD2,7232
ATP9B,7233
EIF2D,7234
COPS4,7235
MED7,7236
MAD2L1,7237
NSL1,7238
ATF1,7239
NGDN,7240
ZMIZ2,7241
CEBPZ,7242
GMNN,7243
MYDGF,7244
NLRP1,7245
FANCA,7246
STAG1,7247
SCFD1,7248
RAD54B,7249
NCOA1,7250
RAPGEF3,7251
ADGRL3,7252
MED14,7253
SLC25A3,7254
PHKA2,7255
EIF4G2,7256
HAGH,7257
BTN2A2,7258
BAP1,7259
CEP63,7260
C16ORF58,7261
NEK4,7262
NRXN3,7263
AP3B2,7264
SREBF2,7265
RHOQ,7266
VEGFB,7267
VPS41,7268
TCTN1,7269
YTHDF3,7270
MAP1S,7271
RNF38,7272
BCL10,7273
SMARCC1,7274
CDK6,7275
LAX1,7276
BBIP1,7277
IMP4,7278
ECD,7279
TOMM70,7280
SMNDC1,7281
CSF2,7282
IL2RA,7283
MRPL19,7284
TMEM39A,7285
MMP28,7286
CCDC130,7287
PRPF8,7288
MTCH1,7289
TNPO2,7290
MAX,7291
MRPL22,7292
PSMB6,7293
C1ORF116,7294
UBE2I,7295
ZNF274,7296
LGALS8,7297
GLRX2,7298
EIF4A2,7299
TM9SF2,7300
ZNF33B,7301
SF3B2,7302
ZNF140,7303
MRPL11,7304
RNF220,7305
HHIPL2,7306
FCHO1,7307
KIF4A,7308
PSRC1,7309
DNAJC3,7310
CCNA2,7311
ZNF34,7312
RPL36A,7313
TAF12,7314
RPL35,7315
DNAJC15,7316
RPS16,7317
MAGEF1,7318
RPL13,7319
RPL11,7320
ATP5ME,7321
BLMH,7322
C12ORF49,7323
FBXO7,7324
MAGOH,7325
TCERG1,7326
USPL1,7327
LPAR3,7328
WDR43,7329
CUEDC2,7330
ZNF248,7331
ZBED8,7332
RFXANK,7333
PRRC1,7334
FKBP2,7335
KDELR2,7336
SCAMP3,7337
ACAN,7338
CLSTN2,7339
CAPN15,7340
SHOC2,7341
BORA,7342
EBP,7343
AQP5,7344
HSD17B14,7345
MVD,7346
LAMTOR3,7347
TMCC2,7348
E2F3,7349
DPM1,7350
SOS1,7351
PROSER1,7352
ARHGEF17,7353
C12ORF10,7354
ARPC3,7355
UBA52,7356
AREL1,7357
TTLL12,7358
TOR1B,7359
PSMG1,7360
EPN3,7361
NUBP1,7362
DEXI,7363
RNF146,7364
U2AF2,7365
RPE,7366
POLD1,7367
PPFIA4,7368
RXYLT1,7369
PFKFB2,7370
GRPEL1,7371
PDK2,7372
FRAT2,7373
CTAG2,7374
NDUFA9,7375
TTC1,7376
CDK5,7377
APLNR,7378
RBX1,7379
METTL1,7380
TNKS2,7381
DOP1A,7382
MAP3K7,7383
PPM1F,7384
S100A3,7385
TFAM,7386
CUL2,7387
HSPA4,7388
