gene,gene_col
TIMM10B,11520
FOXP3,11521
UBOX5,11522
AGTR2,11523
AIRE,11524
BMP10,11525
C19ORF73,11526
CA5A,11527
CSN2,11528
IGL,11529
KCNQ3,11530
LOC51145,11531
ONECUT1,11532
POU3F4,11533
BTNL2,11534
FBXO4,11535
GCKR,11536
PCDHB11,11537
PYHIN1,11538
SHANK1,11539
TACR3,11540
ZNF613,11541
ZSCAN2,11542
MSX2,11543
NR2E3,11544
KHDC1L,11545
LOC100294391,11546
NPY4R,11547
NTNG1,11548
OR7C1,11549
PGAM2,11550
RIC3,11551
TOM1L2,11552
POU2F3,11553
ZNF710,11554
MED9,11555
C14ORF93,11556
MGAT5,11557
ADAM29,11558
CALM1,11559
EMG1,11560
TMSB15B,11561
MZT2B,11562
OGFOD2,11563
ATP5SL,11564
FAM89B,11565
ITFG2,11566
ZNF41,11567
PDGFB,11568
SRPR,11569
LEPRE1,11570
C5ORF28,11571
DCAF13,11572
NEFL,11573
QTRTD1,11574
DCAF4,11575
CACNB1,11576
MCHR1,11577
NPBWR2,11578
SYCE1L,11579
FBXO24,11580
HCN4,11581
KIR2DL1,11582
PSORS1C1,11583
HIST1H2AB,11584
LPPR4,11585
TBX19,11586
BCL2L10,11587
STK4,11588
TBC1D22B,11589
AKAP4,11590
LATS1,11591
NPHS1,11592
TULP2,11593
GPT,11594
MLN,11595
SCNN1G,11596
WRNIP1,11597
ATG10,11598
DENND6B,11599
DFNA5,11600
KCNH6,11601
PCNXL2,11602
PNMA3,11603
EMR1,11604
NDOR1,11605
DGCR6L,11606
GLRA3,11607
SNTG1,11608
UCP1,11609
RPL27A,11610
TRPC5,11611
ZNF234,11612
DOC2A,11613
SYNGR4,11614
CCDC177,11615
KIAA1045,11616
METTL13,11617
PRDM11,11618
SLMO2,11619
ZIM2,11620
CACNG1,11621
GP6,11622
IFNA7,11623
LILRA6,11624
PCNX,11625
PQLC3,11626
PRDM16,11627
ZNF484,11628
IL9R,11629
ZNF471,11630
GCM1,11631
RGS6,11632
RYR2,11633
BAI1,11634
NRDE2,11635
TCP11,11636
EMR2,11637
GAREM,11638
HHLA1,11639
OR7A10,11640
ZSCAN26,11641
IRGC,11642
KCNK15,11643
OR2H1,11644
SNX29,11645
VWA9,11646
CTAGE5,11647
PRUNE,11648
RIPPLY3,11649
B3GNT1,11650
TMEM30B,11651
OR10J1,11652
STX5,11653
GTPBP6,11654
IPO4,11655
PPAP2B,11656
ANKRD36B,11657
ADM2,11658
FLJ10038,11659
HTR6,11660
S100A1,11661
ZNF142,11662
CCBL2,11663
CLCN1,11664
LMO1,11665
MPPED1,11666
PDZD7,11667
PSG11,11668
TMSB4Y,11669
H2BFS,11670
HIST1H3H,11671
C14ORF159,11672
FUT5,11673
RAVER2,11674
SOCS7,11675
TMEM19,11676
ATP5G2,11677
KCNC4,11678
KLF15,11679
MOGAT2,11680
PAX1,11681
ZNF507,11682
GPR126,11683
IKZF4,11684
KCNJ10,11685
ZFR2,11686
BTRC,11687
IFNW1,11688
ASIC4,11689
RANGRF,11690
ATPIF1,11691
C11ORF48,11692
KCNMB2,11693
PRKRIR,11694
SHFM1,11695
HCN2,11696
SMG6,11697
ADAM18,11698
PCDHGA9,11699
ZIC4,11700
ZNF155,11701
C19ORF60,11702
FAM179B,11703
SELT,11704
CSH2,11705
EPB41,11706
HTR1D,11707
KCNC1,11708
OTUD7B,11709
TRIL,11710
CDY1,11711
ERICH1,11712
NTN1,11713
PDE7B,11714
USP53,11715
CRHR2,11716
DEFB126,11717
LEFTY2,11718
RIMS1,11719
MTL5,11720
ZNF770,11721
HIST1H2BM,11722
SAMD4B,11723
SPATA1,11724
SYN2,11725
KCNJ9,11726
LUZP4,11727
SEC22B,11728
SPAG11A,11729
ARSF,11730
CRYGB,11731
NEUROD6,11732
RBPJL,11733
TMPRSS5,11734
EMILIN2,11735
ESR2,11736
KIAA1024,11737
ZNF493,11738
HCRTR2,11739
POU3F1,11740
WAPAL,11741
DGKQ,11742
OCLM,11743
GOLGA6A,11744
JAK3,11745
KRTAP9-9,11746
AP4E1,11747
PSG9,11748
ASMT,11749
BPY2,11750
FFAR3,11751
HTR1A,11752
MUSK,11753
POU1F1,11754
SEC14L4,11755
TACR1,11756
ADGB,11757
TONSL,11758
KLHL35,11759
PDHA2,11760
APBA1,11761
CEACAM3,11762
HTR3B,11763
MTMR7,11764
RGR,11765
TMEM257,11766
GPR1,11767
BMP3,11768
MPL,11769
SCHIP1,11770
CDKL5,11771
KRT85,11772
OPRM1,11773
OR2S2,11774
PPP1R12B,11775
HIST1H4J,11776
ADAMTSL4,11777
GMPPB,11778
PPAP2C,11779
SRSF8,11780
LRRC16A,11781
EVI2B,11782
GOLGA8B,11783
PRR14L,11784
AGRP,11785
KIR2DS1,11786
NRG2,11787
HRH2,11788
IBA57,11789
ZNF549,11790
TBR1,11791
GUCY1A2,11792
CD28,11793
CYP4F8,11794
DCHS2,11795
DDX28,11796
KSR1,11797
CPSF3L,11798
OR2H2,11799
TRPM8,11800
WNT2B,11801
CCL16,11802
CPLX2,11803
CT55,11804
GNGT1,11805
GTPBP10,11806
HIST1H2BB,11807
HYPM,11808
CLUL1,11809
GHRH,11810
KCNA2,11811
PGK2,11812
GNRH2,11813
PCDHA10,11814
SLC52A1,11815
TREX1,11816
A4GNT,11817
ADAMTS12,11818
CYLC2,11819
GRM2,11820
PEX5L,11821
SLC5A12,11822
RPL31,11823
WNT6,11824
P2RX6,11825
RGS11,11826
RAPGEF6,11827
PPAP2A,11828
TMEM5,11829
ZNF154,11830
SKIV2L2,11831
KCNIP2,11832
PPARA,11833
TAS2R16,11834
TSPY1,11835
HIST1H3F,11836
GABRG3,11837
IKZF2,11838
LRRC48,11839
MAFK,11840
NEUROG2,11841
PURG,11842
HOXD13,11843
SPG20,11844
RAPSN,11845
FGF6,11846
KHDRBS2,11847
SCN2B,11848
UCP3,11849
LOC81691,11850
MYF5,11851
GALK2,11852
KIAA1033,11853
LRRC37A2,11854
C4ORF27,11855
GPR125,11856
KDELC1,11857
DDO,11858
HLA-DRB4,11859
MCPH1,11860
ZBTB33,11861
CYTH3,11862
IFNB1,11863
USP6,11864
NCR1,11865
BTC,11866
ANKRD26,11867
HIST1H4H,11868
GLTSCR1L,11869
KIAA0907,11870
RBM12,11871
KIAA0196,11872
RABGEF1,11873
LOC644450,11874
CLEC4M,11875
C8ORF4,11876
POU6F2,11877
RPS11,11878
FAM198B,11879
TSHB,11880
CST8,11881
GNB3,11882
KIR2DL3,11883
GPR22,11884
NSUN7,11885
PCDHGA1,11886
BRS3,11887
CCDC33,11888
RGSL1,11889
SHH,11890
SLC14A2,11891
PDE1C,11892
ADRA2B,11893
GRAP,11894
GUCY2D,11895
MS4A5,11896
PCDH11X,11897
PCDH11Y,11898
AFF3,11899
CACNG5,11900
XCR1,11901
KIAA0319,11902
ATF6B,11903
KRT38,11904
EMX1,11905
FAM127A,11906
NEUROD2,11907
P2RX2,11908
RNF17,11909
SLC2A4,11910
TECTA,11911
TSKS,11912
ZNF391,11913
HDGFRP3,11914
C1ORF27,11915
ZNF814,11916
OCM2,11917
OR7A17,11918
RPA4,11919
TRIM48,11920
RNASE4,11921
AES,11922
DSCR3,11923
IL36A,11924
FGF16,11925
SPTBN4,11926
KIAA0586,11927
HDHD1,11928
C21ORF33,11929
FAM35A,11930
MINA,11931
WDR83OS,11932
AVPR1B,11933
IFNA16,11934
S1PR2,11935
DRICH1,11936
SEMG2,11937
CHIA,11938
PVRL2,11939
KCNV2,11940
LARGE,11941
NPAP1,11942
KCNA4,11943
RNF185,11944
TAS2R8,11945
ZNF674,11946
FOLH1,11947
TMEM143,11948
MLNR,11949
MS4A2,11950
RS1,11951
ZNF839,11952
KIAA1598,11953
WISP2,11954
GUCY1A3,11955
GHRHR,11956
GIP,11957
MYO3A,11958
WBSCR16,11959
C16ORF70,11960
OXT,11961
DISC1,11962
GPR39,11963
LINC00094,11964
FAM110D,11965
PRSS2,11966
RFX3,11967
FAM69A,11968
KIAA1467,11969
CABP5,11970
HOXA3,11971
DDX4,11972
LOC79999,11973
SP4,11974
KISS1,11975
LHFP,11976
HES2,11977
PTTG2,11978
CDK5R2,11979
ATF7,11980
ITIH4,11981
ADRB3,11982
GUCY2F,11983
NMBR,11984
MYEF2,11985
PARP11,11986
DLGAP2,11987
MAGEC3,11988
MEPE,11989
PRDM9,11990
SLCO5A1,11991
ZKSCAN8,11992
CCR8,11993
HRH4,11994
NKX2-5,11995
ADRA1A,11996
OR7E24,11997
G6PC2,11998
ZNF236,11999
GALR2,12000
IL10,12001
CCDC87,12002
MMP24,12003
SCN4A,12004
ZNF550,12005
GNAT1,12006
GUCA1B,12007
THTPA,12008
MAS1,12009
RCVRN,12010
C11ORF73,12011
KCNAB3,12012
PRDM5,12013
TUBA8,12014
KCNK13,12015
UTF1,12016
KIAA0226,12017
KIAA0509,12018
ALG9,12019
CYP4A22,12020
ETV2,12021
SPACA1,12022
PSG1,12023
EPM2AIP1,12024
CACNA1S,12025
CEMP1,12026
IFNA2,12027
GLRA2,12028
PRO2012,12029
ZNF75D,12030
CTNNA3,12031
ECE2,12032
HAB1,12033
KCNC3,12034
TRIM62,12035
TRPC3,12036
KIAA1654,12037
BLK,12038
OR10H3,12039
THAP9,12040
C10ORF76,12041
KCNA1,12042
MT4,12043
TPSD1,12044
TAS2R13,12045
ACVRL1,12046
ASIP,12047
KIR3DS1,12048
PRMT8,12049
CACNG2,12050
OR5I1,12051
ZCCHC11,12052
KIAA0430,12053
C12ORF5,12054
UNC5C,12055
PAX4,12056
CHD2,12057
HCRT,12058
HUNK,12059
KCNJ13,12060
PIWIL1,12061
ALX3,12062
CCDC82,12063
MTMR10,12064
GPR12,12065
IFNA4,12066
RPGRIP1,12067
OR12D3,12068
OR52A1,12069
PROP1,12070
TLL2,12071
ZNF460,12072
IL25,12073
MRE11A,12074
TCEB2,12075
NEUROG1,12076
LGALS13,12077
OPRK1,12078
CRISP1,12079
GCGR,12080
TAS2R14,12081
THEG,12082
GRIK1,12083
DGCR14,12084
PRAMEF12,12085
SLC5A4,12086
CCT8L2,12087
MAPK4,12088
NRL,12089
THPO,12090
KCNE2,12091
KCNE1,12092
LPPR3,12093
ATP5G1,12094
TMEM251,12095
GCNT4,12096
SPIN2A,12097
CDH22,12098
HYDIN,12099
IFNA5,12100
NRIP2,12101
OPRD1,12102
PRPS1L1,12103
ADAMTS6,12104
ALLC,12105
EDA2R,12106
LFNG,12107
CECR1,12108
AMELY,12109
HRASLS,12110
CTAGE1,12111
CRX,12112
FOXE3,12113
FOXD3,12114
GAGE1,12115
OTOF,12116
PAPOLB,12117
LOC100129648,12118
FIGF,12119
C22ORF31,12120
ASCL3,12121
PCYT1B,12122
SLC38A3,12123
NIN,12124
B3GALT1,12125
GPX5,12126
LOC145678,12127
RSPH6A,12128
LRRC75B,12129
LOC57399,12130
ACSBG2,12131
C19ORF26,12132
TTC21B,12133
KLF8,12134
CCDC101,12135
ODF1,12136
DUX1,12137
AGBL3,12138
PF4V1,12139
PTCH2,12140
TNN,12141
ASIC2,12142
FAM189A1,12143
MC3R,12144
GUCY1B3,12145
TAS2R3,12146
MAGIX,12147
KIAA0226L,12148
ZBTB7B,12149
NME8,12150
FOXD2,12151
MOS,12152
ZNF682,12153
MUC7,12154
C6ORF106,12155
EFCAB6,12156
FAM13C,12157
GRIN1,12158
KLRC4,12159
FSCN2,12160
ZFP2,12161
NEU2,12162
FGF17,12163
AMELX,12164
LPHN3,12165
ADAM20,12166
CCR4,12167
DOPEY1,12168
PARK2,12169
JPH3,12170
KRTAP2-4,12171
PAX3,12172
HRSP12,12173
RAPGEF1,12174
SLC7A4,12175
EFTUD1,12176
EDDM3A,12177
NYX,12178
TRIM49,12179
GRIN2B,12180
NUPL1,12181
KIR2DS4,12182
WISP1,12183
CHRM5,12184
TRPV5,12185
GNAT3,12186
CATSPERG,12187
BFSP2,12188
P2RY4,12189
TLE6,12190
LBX1,12191
HYAL4,12192
KCND1,12193
PPP1R2P9,12194
GPR97,12195
GDNF,12196
ASB4,12197
DLGAP1,12198
GABRR1,12199
OR2W1,12200
GJC2,12201
PAK7,12202
PPP2R4,12203
VENTX,12204
GPR132,12205
LGALS14,12206
TRA,12207
ZNF81,12208
DOT1L,12209
CAMK1G,12210
IAPP,12211
ATP2B3,12212
PITPNM3,12213
IQCA1,12214
CYP2B6,12215
RNF32,12216
OR2F2,12217
CHRND,12218
TULP1,12219
TREML2,12220
FAM134C,12221
KCNH1,12222
KRTAP5-9,12223
ADRB1,12224
SCN7A,12225
EFNA2,12226
PDE6A,12227
CCDC53,12228
LUZP2,12229
ACOXL,12230
SLC24A2,12231
FAM178A,12232
ULK4,12233
C1ORF123,12234
RTFDC1,12235
SSTR3,12236
GML,12237
OR2C1,12238
GP9,12239
FTSJ2,12240
ZNRF4,12241
MSH4,12242
ABCD2,12243
TAAR2,12244
FGF12,12245
PTPLB,12246
ADAM30,12247
KLK15,12248
PABPN1,12249
FAM208A,12250
HMP19,12251
KIAA1614,12252
CMKLR1,12253
C6ORF211,12254
EID1,12255
SEPW1,12256
ACY1,12257
FAM208B,12258
CCDC30,12259
KIR3DL3,12260
C6ORF120,12261
KRT12,12262
SSX7,12263
ZNF780B,12264
CFAP43,12265
IL21,12266
BAIAP2L2,12267
PLEKHH3,12268
OR6A2,12269
NRD1,12270
CFAP46,12271
PCDHGA11,12272
RBP3,12273
TAS2R9,12274
CHRM2,12275
LRRC3,12276
KIR3DL1,12277
SLC6A5,12278
GNRHR,12279
OSM,12280
KIAA0408,12281
IFNA1,12282
MGAT4C,12283
PYGO1,12284
KCNA10,12285
ALX4,12286
AVPR2,12287
ZP2,12288
MAML3,12289
ERBB2IP,12290
NOTCH2NL,12291
KIR2DL2,12292
UTP11L,12293
PDC,12294
ASUN,12295
GPR31,12296
ATXN3L,12297
FNDC8,12298
STAMBPL1,12299
GPR32,12300
MROH7,12301
TCEB1,12302
GPR173,12303
UFD1L,12304
TEX12,12305
WISP3,12306
CCIN,12307
ZBTB7C,12308
NR5A1,12309
ATP5J,12310
GLI1,12311
KIR2DL4,12312
GRIN2C,12313
ANKRD53,12314
KRT36,12315
MST4,12316
ENTPD2,12317
GDAP1L1,12318
FAM175B,12319
LRTM1,12320
DKKL1,12321
TSSC1,12322
KCNV1,12323
MCF2,12324
DNAH2,12325
SCNN1D,12326
USH2A,12327
GRIK4,12328
FAM60A,12329
PLA2G2E,12330
OR2B2,12331
HTR2C,12332
RPL21,12333
RPS24,12334
SLC5A7,12335
ADAMTSL2,12336
KIR2DS2,12337
AVP,12338
RPL7A,12339
ICT1,12340
FAM134A,12341
EPO,12342
GPR50,12343
NKX2-8,12344
RBMXL2,12345
SDPR,12346
GCK,12347
CCDC144A,12348
CMA1,12349
KIAA1279,12350
MIA2,12351
OR1A1,12352
SOX14,12353
OR1A2,12354
SLC13A4,12355
TOMM70A,12356
WSCD2,12357
ZNF132,12358
DAB1,12359
NDST3,12360
ELTD1,12361
PAX7,12362
PRKCDBP,12363
PLA2G16,12364
C16ORF71,12365
SPICE1,12366
DUSP21,12367
TRPM6,12368
LOC100129973,12369
NOL7,12370
CDKL2,12371
SSX5,12372
SLC18A3,12373
GSG1,12374
LDHAL6B,12375
TEX28,12376
TUB,12377
INSL6,12378
HIST1H2BL,12379
TMEM151B,12380
PAPD7,12381
FOXC2,12382
GABRA3,12383
FAM96B,12384
GRK1,12385
TRIM46,12386
BTG4,12387
CCAR2,12388
MAGEB4,12389
PCDHA2,12390
MCF2L2,12391
MLLT1,12392
KIAA0195,12393
HIST3H3,12394
CMC4,12395
PDE6G,12396
C19ORF10,12397
MMP20,12398
ABCB11,12399
SHBG,12400
KRTAP4-7,12401
FEZF2,12402
SERPINA2,12403
SLC25A42,12404
APITD1,12405
PLA2G2F,12406
GAGE3,12407
C2ORF47,12408
GFRA2,12409
HIST1H4G,12410
PDE1B,12411
FOXH1,12412
PRRG3,12413
SMAD9,12414
KCNE1L,12415
IL17A,12416
SPINT3,12417
GLP2R,12418
CACNA1C,12419
ST8SIA2,12420
SBSPON,12421
LOC100129361,12422
RORB,12423
ATP5L,12424
MTNR1B,12425
ATP5I,12426
DIAPH3,12427
RNLS,12428
LOC440434,12429
SLC6A7,12430
RPS10,12431
CYP2A13,12432
LAMA1,12433
TNP1,12434
HCRTR1,12435
BOK,12436
SLC8A2,12437
KCNH4,12438
TNR,12439
TCEB3,12440
C21ORF59,12441
NAT8,12442
CRYBA1,12443
KIAA1661,12444
GPR45,12445
TM9SF1,12446
CELA2B,12447
LOC100130741,12448
PKDREJ,12449
PDZD3,12450
UBQLN3,12451
POU3F3,12452
MYCT1,12453
AMHR2,12454
GALR1,12455
IL26,12456
TLL1,12457
ZBP1,12458
IQCH,12459
RAD21L1,12460
CACNA1E,12461
KCNB2,12462
GJB4,12463
CACNA1F,12464
TEX11,12465
SRY,12466
TAS2R7,12467
ESRRB,12468
SAGE1,12469
S100G,12470
CADPS,12471
GJA5,12472
MROH9,12473
MYL7,12474
GNB2L1,12475
ATP5O,12476
LMAN1L,12477
ROS1,12478
ZNF556,12479
PSPN,12480
FAM83E,12481
LINC00483,12482
HAPLN2,12483
KRT35,12484
C6ORF25,12485
DLX6,12486
LOC440792,12487
GFRA4,12488
HSPB2,12489
TMEM35,12490
CARKD,12491
BRDT,12492
ATP1B4,12493
NHP2L1,12494
PIWIL2,12495
KIAA1211L,12496
CDH20,12497
CCR3,12498
OR10H2,12499
GCM2,12500
TNNI3K,12501
GRID2,12502
GABARAP,12503
NGFRAP1,12504
C14ORF166,12505
CALM2,12506
RPL30,12507
HEATR2,12508
MTX1,12509
RPS18,12510
RPS23,12511
NDUFC2,12512
OR3A2,12513
VWA7,12514
APOL5,12515
LHX5,12516
RPE65,12517
CPNE6,12518
SSTR1,12519
ATP5D,12520
SHCBP1L,12521
GGTLC2,12522
MAGEB3,12523
SRSF2,12524
C18ORF8,12525
HOXB8,12526
ANKRD34C,12527
TSSK1B,12528
FN3K,12529
B3GALT5,12530
LOC100131613,12531
ACTG1,12532
BPNT1,12533
GABRA6,12534
ETV3,12535
FOXB1,12536
CHRNB4,12537
ATP5J2,12538
CNTN6,12539
GCN1L1,12540
CXORF57,12541
TP73,12542
RPLP1,12543
MIDN,12544
GNG5B,12545
ANKRD33B,12546
RASA4B,12547
RPL19,12548
VMP1,12549
STMP1,12550
ROMO1,12551
NOMO3,12552
NAPSA,12553
H2AC8,12554
TTC14,12555
YPEL3,12556
TMEM35B,12557
RPS12,12558
UBE2R2,12559
NPC1,12560
H2AZ2,12561
RNF181,12562
UGT1A1,12563
FRRS1,12564
SBDS,12565
PHF23,12566
CRAMP1,12567
MARCHF7,12568
SERTAD1,12569
EPC1,12570
ZFP1,12571
PHAF1,12572
CARS1,12573
CPEB2,12574
TOMM7,12575
ZDHHC9,12576
ARID2,12577
TMSB4X,12578
ZCRB1,12579
POLR2J3,12580
LEMD2,12581
MRPL30,12582
EPRS1,12583
PPP1R18,12584
SLC66A3,12585
SMDT1,12586
MACROH2A1,12587
STK40,12588
SFT2D1,12589
CIP2A,12590
MAP1LC3A,12591
DNAAF10,12592
HLA-H,12593
RGS2,12594
COMMD3-BMI1,12595
H3-5,12596
LATS2,12597
KMT2E,12598
POLR2M,12599
UQCRHL,12600
SPATA13,12601
SHISA5,12602
RASD1,12603
LRRC58,12604
DDX39B,12605
TRNT1,12606
DYNLL2,12607
RAB24,12608
PDRG1,12609
ZNF598,12610
IRGM,12611
PPP1R15B,12612
EIF2S3B,12613
FAM107B,12614
PGAM4,12615
H2AZ1,12616
PCBD2,12617
FKBP1C,12618
TPRG1L,12619
ZBTB2,12620
BRK1,12621
CDCA7L,12622
PAIP2,12623
HSD3B7,12624
FBXO45,12625
ACSS1,12626
FAM76B,12627
C8ORF22,12628
PPTC7,12629
KLHL38,12630
USMG5,12631
ASB15,12632
NDUFB9,12633
COQ10A,12634
FBXO32,12635
ATP5B,12636
LRRC39,12637
ASB14,12638
MLIP,12639
NPIPB5,12640
FOXO3B,12641
ATP5H,12642
AK3,12643
ASB2,12644
ADHFE1,12645
SYPL2,12646
MRPS24,12647
RNASEK,12648
HINT2,12649
C1ORF43,12650
LMOD3,12651
IGFN1,12652
TMEM14C,12653
FUNDC2,12654
ARRDC2,12655
NEXN,12656
MYLK4,12657
TBX15,12658
TECRL,12659
C10ORF71,12660
MYLK2,12661
NT5C1A,12662
LOC613037,12663
RPL9,12664
SMCO1,12665
STRADB,12666
MRPL53,12667
TXLNB,12668
USP54,12669
BOD1,12670
MRPL37,12671
INS-IGF2,12672
MUSTN1,12673
XIRP1,12674
CMYA5,12675
OTUD1,12676
KLHL40,12677
PPP1R27,12678
RAB10,12679
XIRP2,12680
ZNF525,12681
NUDT4P1,12682
ASB5,12683
NBPF20,12684
MYPN,12685
SYNPO2,12686
MCU,12687
ANKRD23,12688
RNF144B,12689
ABRA,12690
NBPF19,12691
SLC44A2,12692
RSPO3,12693
CFL2,12694
RPS4X,12695
BVES,12696
MPEG1,12697
HLA-DRB3,12698
MYO18A,12699
KIAA2018,12700
CAMK2D,12701
PEBP4,12702
ALPK2,12703
ADPRHL1,12704
FNDC5,12705
RBM24,12706
FYTTD1,12707
BOLA2B,12708
MSS51,12709
RPL27,12710
RPL22L1,12711
LOC100505937,12712
RPS13,12713
EIF2A,12714
RLIM,12715
MRPS21,12716
RPL39,12717
LYSMD2,12718
LOC100507328,12719
C4ORF46,12720
C12ORF57,12721
TATDN1,12722
SEP15,12723
TOMM6,12724
EEF1G,12725
EIF3CL,12726
OST4,12727
TXNDC5,12728
LOC100510044,12729
TMEM192,12730
CCDC167,12731
SELK,12732
NDUFA12,12733
SEC11C,12734
BRI3,12735
TMEM126A,12736
WDR75,12737
ATP5A1,12738
CHAC2,12739
NT5DC1,12740
RASSF3,12741
PET100,12742
NDUFA13,12743
NBPF8,12744
GTF3C6,12745
MB21D2,12746
CHCHD1,12747
VPS29,12748
WDR54,12749
ATP5E,12750
FCRLA,12751
CTCFL,12752
TMEM60,12753
SUGT1,12754
HIST2H2AA4,12755
AHRR,12756
UHMK1,12757
MRPL1,12758
LAMTOR1,12759
IGK,12760
HLA-DQA2,12761
IGJ,12762
HLA-DRB5,12763
COX1,12764
LOC100133583,12765
ND2,12766
LOC100510678,12767
COX3,12768
YWHAG,12769
LOC652493,12770
LOC100287927,12771
DNAJB11,12772
TPRG1,12773
HSPA1B,12774
MOB1B,12775
ATP6,12776
DTX3L,12777
CENPW,12778
GTSF1,12779
GPBP1,12780
ZNF367,12781
DEPDC1B,12782
SRSF9,12783
LOC728825,12784
C12ORF45,12785
CYSTM1,12786
C20ORF24,12787
CBWD7,12788
CXXC5,12789
SLC25A39,12790
CYP4V2,12791
SEPTIN2,12792
MTPN,12793
ATP5MJ,12794
DSCAML1,12795
ZNF322,12796
MYADM,12797
PGM2,12798
TMED7-TICAM2,12799
NUDT19,12800
MARCHF6,12801
OSTC,12802
ZNF333,12803
BIRC6,12804
AMMECR1L,12805
SELENOH,12806
ZNF644,12807
H2AX,12808
TPTEP2-CSNK1E,12809
SLU7,12810
MAF1,12811
WDR5,12812
MBD6,12813
ORMDL3,12814
OCIAD1,12815
BROX,12816
CIAO2A,12817
KCTD10,12818
NPNT,12819
PDCL3,12820
GSTA5,12821
UGT2B7,12822
ERRFI1,12823
APOA5,12824
ORM2,12825
TMEM205,12826
TMT1B,12827
DDTL,12828
INMT,12829
H2BC8,12830
CYP2D7,12831
ACOT2,12832
ARRDC3,12833
TMT1A,12834
HACL1,12835
SELENOS,12836
H2BC13,12837
SLC47A2,12838
XBP1,12839
ETFBKMT,12840
GSTT2B,12841
PPP1R3B,12842
SPCS2,12843
AGMO,12844
MPND,12845
TTC36,12846
PRXL2B,12847
CYP3A7-CYP3A51P,12848
ABCG8,12849
GRPEL2,12850
EIF5AL1,12851
MFSD2A,12852
EMC10,12853
GUCD1,12854
SELENOK,12855
STARD10,12856
CRP,12857
SLC67A1,12858
PLIN5,12859
G6PC1,12860
HBA2,12861
HBD,12862
PAQR9,12863
SAA2,12864
PNPLA7,12865
C4B_2,12866
ELOVL3,12867
SLC22A9,12868
GJB2,12869
SLC25A47,12870
APOL4,12871
FAM25G,12872
CELA1,12873
SERPINA12,12874
SUCNR1,12875
TBCEL,12876
PEX39,12877
SERPINA11,12878
UGT3A2,12879
FOXA3,12880
DGAT2,12881
SDR42E1,12882
TTC39C,12883
ASIC5,12884
AMY2B,12885
RNF145,12886
ADH4,12887
RPL18A,12888
CDC50B,12889
H2AC19,12890
CLDN12,12891
AADAT,12892
ACBD5,12893
RBPMS2,12894
PTPMT1,12895
RNF149,12896
TMEM86A,12897
NLRP6,12898
GINM1,12899
CYP8B1,12900
COL27A1,12901
ADGRV1,12902
PYURF,12903
UQCC5,12904
SLC22A23,12905
PHLDB2,12906
DMGDH,12907
CHDH,12908
TMEM170A,12909
FGFBP2,12910
H3F3C,12911
SLFN5,12912
SULF2,12913
TDRD6,12914
HPS3,12915
CDC42SE2,12916
PROK2,12917
TMEM199,12918
C1ORF162,12919
KIAA2026,12920
GPR174,12921
SLC15A4,12922
GNG2,12923
TMEM71,12924
HIAT1,12925
MGC57346,12926
CNOT6L,12927
MRPL51,12928
TNFSF13B,12929
LPCAT2,12930
EOMES,12931
TMCC3,12932
DENND6A,12933
LY75-CD302,12934
PAN3,12935
SUMO2,12936
DNAJC25-GNG10,12937
CTDSPL2,12938
ANTXR2,12939
ANKIB1,12940
PRPF38A,12941
CEP78,12942
CCL4L1,12943
COMMD2,12944
UPK3BL,12945
PAPD5,12946
CCAR1,12947
KIAA1143,12948
RHBDD2,12949
DCAF12,12950
PPIAL4C,12951
SMAP2,12952
POTEM,12953
SH2D1B,12954
KLRC4-KLRK1,12955
FAM101B,12956
LGALS9C,12957
LOC653653,12958
HIST2H2AC,12959
GLTSCR2,12960
SCIMP,12961
POTEF,12962
FERMT3,12963
TREML1,12964
TRAPPC1,12965
SIGLEC14,12966
IFIT1B,12967
MICOS10,12968
ABRACL,12969
HYPK,12970
SF3B6,12971
FMC1-LUC7L2,12972
TIMM23B,12973
KRTCAP2,12974
MRPL27,12975
CDCA7,12976
RAB18,12977
AKIRIN2,12978
QARS1,12979
BLTP3A,12980
KIAA1191,12981
PLXDC2,12982
EMB,12983
MAP1LC3B2,12984
UBE2V1,12985
ZSWIM6,12986
GAPT,12987
SH3KBP1,12988
NPIPB9,12989
LOC728323,12990
UBLCP1,12991
GATAD2B,12992
HOOK3,12993
AMICA1,12994
CREBRF,12995
SLAMF6,12996
FCRL6,12997
FAM117B,12998
SSH2,12999
THEMIS,13000
DEFA1B,13001
SUMF2,13002
TXNDC11,13003
CCL3L3,13004
NME2,13005
RASGEF1B,13006
TMEM179B,13007
CMTM3,13008
NFKBIZ,13009
LRRC25,13010
SH3BGRL2,13011
RETNLB,13012
SCGB3A2,13013
ESAM,13014
VDAC3,13015
GPIHBP1,13016
MAL2,13017
DARS1,13018
PRICKLE2,13019
ANKRD50,13020
RHEB,13021
NAXE,13022
IFI27L2,13023
GET3,13024
SEPTIN4,13025
GLMP,13026
PALM2AKAP2,13027
LRG1,13028
BPIFB1,13029
ZNF526,13030
ITPRIPL2,13031
MCEMP1,13032
SLFN12L,13033
SWI5,13034
REG3G,13035
CDC42BPG,13036
CLEC4D,13037
DYNLRB2,13038
RP9,13039
SETSIP,13040
GDA,13041
FRMD6,13042
MS4A6E,13043
COX14,13044
TMEM234,13045
CSRNP1,13046
SLC10A6,13047
FBXO33,13048
GBP7,13049
GDPD1,13050
EIF4E3,13051
H3C15,13052
H3C8,13053
H4C9,13054
H2AC21,13055
H1-5,13056
SFRP2,13057
