phase,latent_dim,dropout,weight_decay,epoch,train_loss,val_loss,val_nonzero_mse,val_zero_mse,val_nonzero_sign_accuracy,elapsed_min,best_val_loss_so_far,best_epoch_so_far
fast_bottleneck_sweep,64,0.0,0.0,1,0.8958650868415833,0.7892883659998576,0.7812079731355602,0.08914659977523079,0.6964115239995983,5.69286431868871,0.7892883659998576,1
fast_bottleneck_sweep,64,0.0,0.0,2,0.719934266090393,0.6737310630480449,0.6628105997838813,0.1172627719870217,0.7600896136394405,5.952429429690043,0.6737310630480449,2
