latent_dim,epoch,train_loss,val_loss,train_compound_mse,train_signature_mse,train_numeric_mse,train_categorical_bce,val_compound_mse,val_signature_mse,val_numeric_mse,val_categorical_bce,elapsed_min,best_val_loss_so_far,best_epoch_so_far,batch_size,lr
256,24,0.3199984129799077,0.325780416398829,0.1292665807671817,0.1828560832294289,0.0058855899432725,0.0133972594243763,0.1317872113606365,0.1820082232825634,0.024473957806451,0.0141803771539885,0.0620380520820617,0.325780416398829,24,256,0.0003
256,25,0.309431125546736,0.3091244387307275,0.1236943594568788,0.1780571960832028,0.0050649663014743,0.0133331551168693,0.1237271050452679,0.1776849988249585,0.0034602383952886,0.0140405786022012,0.0623450835545857,0.3091244387307275,25,256,0.0003
256,26,0.2999483342228359,0.2977197790081155,0.1184931086444308,0.173701507726887,0.0055788416404105,0.013275898434111,0.1161447600071888,0.1739262196290427,0.0032542152132429,0.0139959131955667,0.0623382210731506,0.2977197790081155,26,256,0.0003
256,27,0.2900048373804666,0.2900270068679244,0.1132635291401473,0.169141973415707,0.0049644142749674,0.0132129010155375,0.1127550236702274,0.1699523323087051,0.0017727884845321,0.0139301924745453,0.061316967010498,0.2900270068679244,27,256,0.0003
256,28,0.282099047560104,0.2805768431963527,0.1087364056514306,0.1654490883983856,0.0066699951362585,0.0131591110676348,0.1076656885319373,0.1657176395170553,0.0013387747447808,0.0138515228663678,0.0609652320543925,0.2805768431963527,28,256,0.0003
256,29,0.2740030138084914,0.2724982357167246,0.1052032468792642,0.1612664650484492,0.0049026472541522,0.013105543075061,0.1037361547280537,0.1614325581771148,0.002034046057529,0.0138454197585111,0.0596463481585184,0.2724982357167246,29,256,0.0003
256,30,0.2664635970703717,0.268056392683747,0.1014185004447216,0.1576957601167651,0.0040913373145681,0.0130621366257899,0.101154817847952,0.1574406127791527,0.0127297956314015,0.0138300079621517,0.0602553963661193,0.268056392683747,30,256,0.0003
256,31,0.2589311095325603,0.2625942231103941,0.097438334184679,0.1539738937320936,0.0050513244873648,0.0130172326749329,0.1004672768002246,0.1548069522539249,0.0022329468159498,0.0137468128412685,0.060934034983317,0.2625942231103941,31,256,0.0003
256,32,0.2520484255001189,0.2523211918065163,0.0942009753678202,0.150398757436712,0.0048418306815766,0.0129606545334804,0.0923868381537767,0.1518422581152554,0.0061213683734211,0.0137356386263753,0.0608667016029357,0.2523211918065163,32,256,0.0003
256,33,0.2451789458800884,0.2440201564014105,0.0908058139485623,0.1472099425287146,0.003536309351178,0.0129118552885813,0.0895565783080238,0.1470582397687847,0.0027475882623646,0.0137116410493082,0.0628214875857035,0.2440201564014105,33,256,0.0003
256,34,0.2389367237679385,0.2385366093861962,0.0873518628667413,0.1441794544911749,0.0048135357799297,0.0128853991118581,0.086284791873314,0.1450032861792294,0.0018622068583083,0.0137521780147545,0.0620328823725382,0.2385366093861962,34,256,0.0003
256,35,0.233341361953541,0.2362822259167466,0.0850004208117919,0.1409781283576885,0.0047085788222494,0.0128421930632057,0.0858646989067442,0.1427970236083995,0.0039410642567513,0.0136645803277263,0.061038068930308,0.2362822259167466,35,256,0.0003
256,36,0.2277617751005029,0.2285739118601543,0.082455769303542,0.1381890132043996,0.0035934192326734,0.0127966173702006,0.0825882031388073,0.1390029032882067,0.0009206133776681,0.0135973644227749,0.0611443837483723,0.2285739118601543,36,256,0.0003
256,37,0.223147165041217,0.2243263193532678,0.0805220479220711,0.1354062870792851,0.0041792713856109,0.0127659516172184,0.0807346347013766,0.1363025087963011,0.0023382169261403,0.0136430629353302,0.0609919031461079,0.2243263193532678,37,256,0.0003
256,38,0.2175259205410633,0.2193745194047172,0.0778205793296902,0.1325667508402395,0.0038622667052986,0.0127322743499295,0.0780060293849139,0.134304726241992,0.0014856923416619,0.0135332477221521,0.0613322496414184,0.2193745194047172,38,256,0.0003
256,39,0.2130982024614384,0.2143948254655049,0.0757747456914521,0.1300725691511629,0.0045101970510287,0.0126976955961055,0.075728345702365,0.1315409246395543,0.0016259325573385,0.0136007391904277,0.0617096145947774,0.2143948254655049,39,256,0.0003
256,40,0.2082627524800827,0.2087263333573049,0.0738385489452358,0.1272886843439867,0.0040258409037762,0.0126607023332441,0.0738985679940815,0.1277382442626342,0.0016192200012988,0.0135313540541675,0.062087865670522,0.2087263333573049,40,256,0.0003
256,41,0.2036887666057457,0.2108056126677918,0.0719828694080687,0.1247953405820389,0.0029883199532963,0.0126257865548243,0.0727594480213935,0.1270699161633006,0.0210738918778871,0.0135229405370297,0.0624253114064534,0.2087263333573049,40,256,0.0003
256,42,0.199311454792683,0.1996469211774636,0.0697897804780621,0.1223489229791614,0.0043681778031318,0.0125982322570677,0.070458015045583,0.1220762280780928,0.0019795361655103,0.0134335419750721,0.0620118339856465,0.1996469211774636,42,256,0.0003
256,43,0.1950811849390344,0.1974251034439742,0.0680806290350438,0.1200367165218407,0.0034067223795823,0.0125649882722233,0.0697985884643256,0.1204843416829381,0.0020798178726067,0.0134524158248826,0.0626103679339091,0.1974251034439742,43,256,0.0003
256,44,0.1912840157918739,0.1937915003086563,0.0668252051530278,0.117481113441623,0.0035795866693504,0.0125235582245592,0.0683099163286621,0.1186140084701404,0.0008087889433413,0.0134116362321541,0.0625367164611816,0.1937915003086563,44,256,0.0003
256,45,0.1879872792943083,0.1887708397587229,0.0654594918357525,0.1155015183980729,0.003892774027889,0.0124954286968471,0.0653259171896007,0.1160729581235812,0.0033296133029054,0.0134120832396207,0.0625984708468119,0.1887708397587229,45,256,0.0003
256,46,0.1849067816760347,0.1923740542611701,0.06441706128424,0.1136574736474682,0.0029969061608663,0.012465730832012,0.0657739973015125,0.1163573317466288,0.0176488503720974,0.0134259091023429,0.0622337023417155,0.1887708397587229,45,256,0.0003
256,47,0.1818830444277304,0.1829394171387924,0.0630687261939948,0.1117192720136176,0.0043608198729468,0.012445765256826,0.0633242164476765,0.1122416346837888,0.0035057048099037,0.013344850997339,0.0630215525627136,0.1829394171387924,47,256,0.0003
256,48,0.178863588438623,0.1835390477440482,0.0619401654692786,0.1100858532588451,0.0031814136798419,0.0124025742840439,0.0644397841317797,0.1121208805555255,0.0014699301275034,0.0133687938443386,0.0625187357266744,0.1829394171387924,47,256,0.0003
256,49,0.1754202886608844,0.1749806147489499,0.0602693433831111,0.1082437784659256,0.0035714094932459,0.0123857704498732,0.0606454235842218,0.1073563143533573,0.0016347639302301,0.0133038444264713,0.0628070354461669,0.1749806147489499,49,256,0.0003
256,50,0.1718632937731845,0.1717661859666134,0.058749496379943,0.1063325907043196,0.0030015947033408,0.012361776037366,0.0582873659654897,0.1065798012499514,0.0011457574629245,0.0133397313129215,0.0619912306467692,0.1717661859666134,50,256,0.0003
256,51,0.21786104547901472,0.16591791291382071,0.08775508729463634,0.12237686395674914,0.006484080217539084,0.012864560104685249,0.05530176480035496,0.10388695719207486,0.0005016133334868208,0.01325773549084028,0.06339308420817057,0.16591791291382071,51,256,0.0003
256,52,0.16310105821933962,0.16421762873118229,0.054067119266507375,0.1025173196516584,0.0018448441754897035,0.012295300214393592,0.05418544401889862,0.1029856586396856,0.0020203704564854905,0.013284907142744813,0.061624582608540854,0.16421762873118229,52,256,0.0003
256,53,0.1629294763643634,0.16450274751956806,0.05440156365147226,0.10161634649501458,0.003857603024139623,0.012280090838093479,0.054901426123180594,0.10245890744891342,0.002549916489600914,0.013264865049063301,0.061009379227956136,0.16421762873118229,52,256,0.0003
256,54,0.16087731951387788,0.16210446856976624,0.0536116634668287,0.10051777168504099,0.00309283897293518,0.012258631643879445,0.053678895959824724,0.10122498979636577,0.0028103940895318133,0.013277007889226351,0.061570779482523603,0.16210446856976624,54,256,0.0003
256,55,0.15877288007775853,0.15917307425984578,0.052806152904783306,0.09935322472090843,0.0024954897770900885,0.012228809890707116,0.05258104332942447,0.09987517936683019,0.0005665258256863387,0.013207094614586034,0.06365050077438354,0.15917307425984578,55,256,0.0003
256,56,0.15619597179442485,0.15754669291110945,0.05154651926459182,0.09790308229089427,0.003187037962681911,0.012217925376861775,0.05230119373268168,0.09833524522826534,0.0015506258908691976,0.013200256729930037,0.059460151195526126,0.15754669291110945,56,256,0.0003
256,57,0.15340314549413678,0.1550841837168218,0.05024119547365147,0.09622446445735985,0.004186709312737085,0.012200287659886596,0.050290484819374384,0.09804420904244862,0.0007271930676645111,0.01320810389082765,0.062014412879943845,0.1550841837168218,57,256,0.0003
256,58,0.15045539480959014,0.15449646100002662,0.048865453278673504,0.09499044083029157,0.0025620056445134665,0.012174199329353342,0.04990328321861894,0.09774370248633152,0.0012674184941888827,0.013191983418662932,0.06092029809951782,0.15449646100002662,58,256,0.0003
256,59,0.14833200996428225,0.1498232432299798,0.0479506684561623,0.09371254831355409,0.002966344217758101,0.012151047168340185,0.04886824792018188,0.09425409703964918,0.0006926470922000502,0.013124736918451499,0.06208666960398356,0.1498232432299798,59,256,0.0003
256,60,0.1459286912938996,0.1464672319412541,0.04681895042169429,0.09237920710956488,0.003341986629599111,0.012124271864040092,0.047808500300711675,0.09176084905454798,0.0016198380928076376,0.013147828534859265,0.06738785107930502,0.1464672319412541,60,256,0.0003
256,61,0.14363473128095006,0.14379353479920912,0.046066463972934936,0.09104179037128525,0.0023860098197904184,0.01209855063259903,0.0455582342205652,0.09134255959980465,0.001589933922594009,0.01314950931984806,0.0664185365041097,0.14379353479920912,61,256,0.0003
256,62,0.1412690754921106,0.14163308888128595,0.04481429730638892,0.08982356030870974,0.0029308122898814605,0.012090110736016346,0.04476639535157174,0.09014495165316679,0.0006583174635714653,0.013180158646208124,0.06110109885533651,0.14163308888128595,62,256,0.0003
256,63,0.1392555947612404,0.14196013936140484,0.04386876807900174,0.08870110333669068,0.003219761749340302,0.012083542109041416,0.04534471077827134,0.08987324269989454,0.0009696226726876035,0.013096520354274199,0.06100269953409831,0.14163308888128595,62,256,0.0003
256,64,0.13751326030051783,0.14260791253729835,0.04327575226388831,0.08770319325511773,0.0025627984328219855,0.012043511112377111,0.04588508872702413,0.09003284976640812,0.0007620165139855174,0.013075140538875698,0.06626278559366862,0.14163308888128595,62,256,0.0003
256,65,0.1355204732816309,0.1356093544567066,0.04230659466588109,0.0865825231833322,0.0030971851870354944,0.012023837462566847,0.042312178711084725,0.08650792341744845,0.0012976429338345916,0.01305944741659933,0.061507248878479005,0.1356093544567066,65,256,0.0003
256,66,0.13363291588700404,0.13664135351648693,0.041544579108068205,0.08560336478953989,0.002393020223297391,0.012012734935317439,0.043041805634827957,0.0862596941885202,0.004003561006831026,0.0130782848223824,0.05994258324305216,0.1356093544567066,65,256,0.0003
256,67,0.13143981672887778,0.13480083499300316,0.04042902624961446,0.08441895625766396,0.0029887718827545547,0.011988159699902261,0.042365253431100175,0.08568444812623525,0.0010696638651658454,0.013074402891386994,0.06003546714782715,0.13480083499300316,67,256,0.0003
256,68,0.12964249189821397,0.13314709121863252,0.03979271308767755,0.08328900505912269,0.002876763260210699,0.011970842302294388,0.04285681285346594,0.08350881621915138,0.0013228721188093993,0.013033775082035005,0.05955009460449219,0.13314709121863252,68,256,0.0003
256,69,0.12805742155542185,0.12992621837259677,0.03923861878258787,0.08228811133794765,0.002787229983087349,0.011946491292437208,0.04000808160268865,0.0827207883212539,0.003397701769670636,0.013035616254994343,0.05880933205286662,0.12992621837259677,69,256,0.0003
256,70,0.12597485752477958,0.12902662746285543,0.03840586675350994,0.08106849018251032,0.0026903873280062795,0.011924846035951554,0.0404222982027807,0.08175259589125383,0.001761073373043447,0.012999039005268763,0.060994466145833336,0.12902662746285543,70,256,0.0003
256,71,0.12437848785800246,0.1260014228214132,0.03801837312197405,0.07991739922979439,0.002450435970880934,0.011905256580594421,0.03876790102269199,0.08009696175254927,0.003149251121383305,0.013013421060361569,0.060884531339009604,0.1260014228214132,71,256,0.0003
256,72,0.12273160722516764,0.1252122275838179,0.03740903624454024,0.07887116856957357,0.002523433346221453,0.011893431433433629,0.038803539211720764,0.07979534154699162,0.0006583211528641073,0.012963363847141422,0.05942118565241496,0.1252122275838179,72,256,0.0003
256,73,0.1212485666719702,0.12495303541601274,0.03684655774521678,0.07793153377851844,0.0026599171400752113,0.01187698393263551,0.03923493395766682,0.07816159156525161,0.005269041029033154,0.013005402316057377,0.060709595680236816,0.12495303541601274,73,256,0.0003
256,74,0.12019844558567874,0.12027694612555052,0.03649496731098231,0.07721724601164554,0.0028107001103461473,0.011848185389615098,0.03610346526449185,0.07758035967415569,0.0005731405312749179,0.012956986661042386,0.059380948543548584,0.12027694612555052,74,256,0.0003
256,75,0.11869647569478706,0.11943210028468064,0.03586653568257314,0.0763345941082671,0.0028769386303560164,0.011839916740749563,0.036177422808676474,0.07638628979922607,0.0020994371803257353,0.012897000181485724,0.0594795028368632,0.11943210028468064,75,256,0.0003
256,76,0.11735664009919781,0.11839631382210201,0.03565036954600328,0.0754238309118957,0.0018461517490714974,0.011826418104186928,0.03602661887221377,0.0758303981971237,0.0005024541722147625,0.012877611710387581,0.06028283437093099,0.11839631382210201,76,256,0.0003
256,77,0.11594999269875986,0.12021575692087451,0.034731716988853786,0.07463275715302668,0.0034175736627144924,0.01180400768484608,0.03734162754525292,0.07615023183102283,0.0013131536659880792,0.012922533978162353,0.05966407855351766,0.11839631382210201,76,256,0.0003
256,78,0.11448637874810719,0.11738206586688071,0.03415715773299198,0.07395137928841658,0.0024156362039941546,0.011789428572327551,0.03577907667949815,0.07441417076318813,0.003670109425281525,0.012909593858826361,0.05911538203557332,0.11738206586688071,78,256,0.0003
256,79,0.1132135007517402,0.11454841052256212,0.033886482898870945,0.07293724355446449,0.002503742515178462,0.011778051966210536,0.03471627265301094,0.0732405208957796,0.0006429201334027747,0.012926066364988793,0.06032210191090902,0.11454841052256212,79,256,0.0003
256,80,0.1116075743602126,0.11367997784766792,0.03345398900727074,0.07181208211562064,0.0022989601042385024,0.01176342232008271,0.03426082022105608,0.0727651658007728,0.0010174342575833108,0.012901011958171355,0.05833201408386231,0.11367997784766792,80,256,0.0003
256,81,0.11095967008849379,0.11385563503967101,0.033296871107208297,0.07115729770073134,0.0031447322896419904,0.01175310962331807,0.03512293179409008,0.07209384565889153,0.0010520406106803916,0.012856899593810249,0.060843499501546223,0.11367997784766792,80,256,0.0003
256,82,0.10835248904730427,0.10971265394101244,0.032055436467862776,0.07002196286834969,0.002054213564870968,0.011728494385560334,0.03239803039400127,0.07070878106926178,0.0007342950471967176,0.012917966404695634,0.06041371027628581,0.10971265394101244,82,256,0.0003
256,83,0.10746208294639895,0.10811690218675436,0.03189204701042141,0.06917485006059275,0.0026950978976947306,0.011712331882200788,0.031990029054085926,0.06944489016096608,0.0012211106126524234,0.0128755210212388,0.06282914876937866,0.10811690218675436,83,256,0.0003
256,84,0.10571419069153504,0.10663934534040348,0.031324128161584114,0.06816105735521152,0.001888207636644371,0.011702727236339725,0.031486145227841496,0.06816161789196125,0.0029448425513183838,0.012805226919202009,0.059803450107574464,0.10663934534040348,84,256,0.0003
256,85,0.10485846998412127,0.10583233136178526,0.0312912422214959,0.0672306890089882,0.002447602724868045,0.011694036618159534,0.03149712362141912,0.06755809471051612,0.0017849948999638925,0.012840227396941328,0.060714789231618244,0.10583233136178526,85,256,0.0003
256,86,0.10287970299816095,0.10663113172556143,0.03051694582945815,0.06598355290180297,0.002708394462436039,0.01167505115954471,0.03267381628070659,0.06724553587697521,0.001431096175818634,0.012851119695336179,0.06160523096720378,0.10583233136178526,85,256,0.0003
256,87,0.10192579565130554,0.10461956953127972,0.03039905834974665,0.06515950360742594,0.00270227275755965,0.01165355814730165,0.031223554711115764,0.06675107162729368,0.0011295587462674798,0.012838062418302263,0.06174333492914836,0.10461956953127972,87,256,0.0003
256,88,0.10012257234406015,0.10457177218992848,0.029786557666562147,0.06410026845815739,0.002066496784085573,0.011644893442773745,0.03220549029232506,0.06558355509928825,0.001693786148161156,0.012887940178423589,0.06196838617324829,0.10457177218992848,88,256,0.0003
256,89,0.09929179421535786,0.10549103485187983,0.029381655808529954,0.06361434455278923,0.0024081707688737098,0.011628319745052209,0.03233609216152095,0.06643552474337261,0.0016141965726499737,0.012793158105828786,0.062376836935679116,0.10457177218992848,88,256,0.0003
256,90,0.09822226921621101,0.10069420340350171,0.02902460486576568,0.06290513587782831,0.002425846444808939,0.011614717986616578,0.030196734435771047,0.06397997511944944,0.00063689255037078,0.01278023100324537,0.06317569812138875,0.10069420340350171,90,256,0.0003
256,91,0.09733181167180763,0.09832029887819661,0.028802448284165526,0.062246920388042186,0.0024136127675414253,0.011599440837435335,0.028929702737115287,0.06292259620864656,0.0003405141433490484,0.012799793682995976,0.06240814924240112,0.09832029887819661,91,256,0.0003
256,92,0.09631212200943125,0.10000267158721113,0.028120554985829917,0.06176204256021573,0.003208293236418857,0.011575732301788799,0.030050858050218992,0.06340644170497056,0.0008563314387890252,0.01274820955591772,0.06253801186879476,0.09832029887819661,91,256,0.0003
256,93,0.09564586827199516,0.09768105940017258,0.02816206644932457,0.06140740682677382,0.0014827253974880317,0.011559699957192143,0.028479168183418342,0.06208233040137878,0.003766508304779879,0.012732519315542283,0.06266396443049113,0.09768105940017258,93,256,0.0003
256,94,0.09453549497297285,0.09608757032032463,0.027522112854388776,0.060758101725308176,0.002389090653874295,0.011554924501465218,0.028481621906569318,0.061129101323332935,0.0005967924022720308,0.012714977242504531,0.06320292949676513,0.09608757032032463,94,256,0.0003
256,95,0.09370873917164924,0.09707185378673858,0.02716629873577333,0.06036907625295066,0.0020539992108725242,0.011525129064229516,0.028815822151962087,0.06168183255674678,0.0010450746390051747,0.012730368481289252,0.06202065149943034,0.09608757032032463,94,256,0.0003
256,96,0.09369515092738356,0.09576275840245128,0.02725285947306075,0.06009285329534044,0.0029200345071440205,0.011530862394322024,0.028053601501799946,0.06119270750409271,0.0007978159526272224,0.012713773020652085,0.06018093427022298,0.09576275840245128,96,256,0.0003
256,97,0.09270044171146578,0.09466638092369731,0.026755560677587564,0.059789758267470676,0.0020272484612129985,0.011499345408514269,0.027791535937744246,0.06012703366133563,0.0020864579889410683,0.012661040998655882,0.06159355243047079,0.09466638092369731,97,256,0.0003
256,98,0.09201907732500035,0.09446574520430935,0.02657996870162226,0.05932727400656995,0.0018391333728984315,0.01148801594587273,0.027730972032475664,0.060080275358099115,0.0015325594130127691,0.012695970953194075,0.06214456955591838,0.09446574520430935,98,256,0.0003
256,99,0.09122442010236081,0.0949165057516233,0.026160499107678304,0.05888525115105373,0.0022028874675006347,0.011476184552581887,0.02830822578771265,0.05989893675589103,0.0018346139840035576,0.012684840758543368,0.06142723560333252,0.09446574520430935,98,256,0.0003
256,100,0.09030480315356622,0.09108272939304893,0.025774483300961333,0.058316325266452876,0.0023987764371030894,0.01146847888967892,0.025675631842818774,0.05895738003897045,0.0005104203516349551,0.01269526717537823,0.061866013209025066,0.09108272939304893,100,256,0.0003
