feature_set,minimum_profiles,n_compounds,fold,r2,mae,spearman
128D_embedding_only,50,478,5,0.10082157531973635,0.05308293203073629,0.3390677491601343
128D_embedding_only,50,478,6,0.3195146719906897,0.0461068927403022,0.5362859468258274
128D_embedding_only,50,478,7,0.2207284094470987,0.0545985218760713,0.5054259359739556
128D_embedding_only,50,478,8,0.027609730688531342,0.0543844796104822,0.2557650569723277
128D_embedding_only,50,478,9,0.22491439320002804,0.05329496580971439,0.41293393057110866
128D_embedding_only,50,478,10,0.17347820221099797,0.05313767409026624,0.42348824188129897
128D_embedding_only,50,478,11,0.20142612318096698,0.05522184623188023,0.31074335322843194
128D_embedding_only,50,478,12,0.16659443138728525,0.05475006350763661,0.4673087357569181
128D_embedding_only,50,478,13,0.1036545885537713,0.05198703730980762,0.33585187194791105
128D_embedding_only,50,478,14,0.25709519014372173,0.04922259092506085,0.537067948869291
128D_embedding_only,50,478,15,0.1652496573606257,0.05289972197774211,0.37854143337066065
130D_embedding_plus_step1_QC,50,478,1,0.2257649845917662,0.053296344338217755,0.44582202930005427
130D_embedding_plus_step1_QC,50,478,2,0.11247844260411333,0.05168420749615565,0.3450081389039609
130D_embedding_plus_step1_QC,50,478,3,0.1991054270798447,0.0531389992268135,0.4338714053174173
130D_embedding_plus_step1_QC,50,478,4,0.2634212457459366,0.05246877100538268,0.5194988801791713
130D_embedding_plus_step1_QC,50,478,5,0.0972688491392123,0.05292614113711994,0.3249440089585666
130D_embedding_plus_step1_QC,50,478,6,0.321410625151077,0.04617511942022892,0.5507867607162236
130D_embedding_plus_step1_QC,50,478,7,0.24179919153620733,0.053622871683548366,0.5241861096039068
130D_embedding_plus_step1_QC,50,478,8,0.011729330749137623,0.054674138443311725,0.22906945198046663
130D_embedding_plus_step1_QC,50,478,9,0.21537770743889284,0.05390611274252859,0.40120380739081746
130D_embedding_plus_step1_QC,50,478,10,0.15600343715077403,0.05367509029167793,0.4143756998880179
130D_embedding_plus_step1_QC,50,478,11,0.2000155111942803,0.05460186210155701,0.3458898534997287
130D_embedding_plus_step1_QC,50,478,12,0.15863250581250754,0.0551285309883145,0.454869777536625
130D_embedding_plus_step1_QC,50,478,13,0.10279554114763811,0.05246932245664193,0.3406945198046663
130D_embedding_plus_step1_QC,50,478,14,0.26117518601634737,0.049670745970256495,0.5317767769376659
