epoch,train_loss,val_loss,train_compound_mse,train_signature_mse,train_numeric_mse,train_categorical_bce,val_compound_mse,val_signature_mse,val_numeric_mse,val_categorical_bce,elapsed_min,latent_dim,batch_size,lr,best_val_loss_so_far,best_epoch_so_far
34,0.4060755896042355,0.4099451129022574,0.17688149248819862,0.22149315443423606,0.005173876412681849,0.013332334109283523,0.17905508075865723,0.22280900355678626,0.0052281979693586346,0.014070771729986234,0.059641154607137044,128,256,0.0003,0.4099451129022574,34
35,0.4008844612738568,0.4022912269504999,0.1748947257140499,0.21851805044306474,0.0041394386219476415,0.013287596448927512,0.17506846270432624,0.2193415369849468,0.00430150664559103,0.014041850984489589,0.05893738269805908,128,256,0.0003,0.4022912269504999,35
36,0.396294533699893,0.4008125996176023,0.17246089914024568,0.21619766055267617,0.005034137848589937,0.013258290098460546,0.17443705311206187,0.2171195673222217,0.011179349103595837,0.014040220864635952,0.05892028411229452,128,256,0.0003,0.4008125996176023,36
37,0.39147277243329015,0.3954159689810627,0.17041685836743506,0.21358371468861762,0.004320089126407735,0.013216364046748603,0.171708637566011,0.21625594657750277,0.0022981477296853694,0.01398350532757681,0.05954253673553467,128,256,0.0003,0.3954159689810627,37
38,0.38634054606167756,0.39303697367619417,0.16816474618440488,0.21089378542735232,0.0034463469143579217,0.013185487192553889,0.1729036876236015,0.2127428166660609,0.0018206914935140542,0.014052663591987025,0.06074063380559285,128,256,0.0003,0.39303697367619417,38
39,0.38254233905215407,0.3880626415222915,0.16619313797840582,0.2087426879386876,0.00514710468869353,0.013154181861598642,0.1666289699337185,0.21346153729881795,0.004924264916956467,0.013974562671159074,0.06068741877873739,128,256,0.0003,0.3880626415222915,39
40,0.37847187813068095,0.385158293421401,0.16446614163784398,0.20678202708205456,0.0033207014707207745,0.01311913663693704,0.1682623729371805,0.2093470804749421,0.002867724396793791,0.013950588921133144,0.060451412200927736,128,256,0.0003,0.385158293421401,40
41,0.3757732725341962,0.3797336882280372,0.16317257632713253,0.2051255820778282,0.004643160281748923,0.013092962459639479,0.16396262243550122,0.20739611640887348,0.007114796807149056,0.013903981202523718,0.06065806945164998,128,256,0.0003,0.3797336882280372,41
42,0.3729138391603793,0.37848646046630496,0.16222476216874412,0.20332223350386314,0.004204172868260829,0.013052017936562802,0.16477274039651854,0.20593042223396962,0.004139816943840974,0.013910662428346545,0.06062659819920858,128,256,0.0003,0.37848646046630496,42
43,0.36963272469738145,0.37370886666412045,0.16063749401763916,0.20166540511238037,0.004087576217904474,0.013024622466148965,0.16245899983713286,0.20365760710794303,0.0032804693245092314,0.013872327459001117,0.06074151595433553,128,256,0.0003,0.37370886666412045,43
44,0.3667434728079574,0.37012006200838576,0.1591657776115103,0.20040517124666646,0.003350261163074342,0.013004944498521338,0.1604885393647029,0.2024068385309865,0.0015236310633002725,0.01383991765686476,0.06048311789830526,128,256,0.0003,0.37012006200838576,44
45,0.3637649867532859,0.3687290432749174,0.15751647175849218,0.19896082053863637,0.004024569613721763,0.012965555474528314,0.15834991865156392,0.20205136451764244,0.006974027010781571,0.013865908274353852,0.060922821362813316,128,256,0.0003,0.3687290432749174,45
46,0.36154378842494084,0.3649217309073013,0.1563301050324651,0.1980093662548125,0.0036390882298415507,0.01295300131372722,0.15692353904929646,0.2007937773993569,0.001501420013829459,0.013808264842796155,0.05942252079645793,128,256,0.0003,0.3649217309073013,46
47,0.35907209932406897,0.3644286951721313,0.15531609221288384,0.19651729515794963,0.0038889885555107072,0.012921828816650936,0.1574053343688388,0.1990655478888921,0.005231696436445245,0.013822951323199861,0.05922476450602213,128,256,0.0003,0.3644286951721313,47
48,0.35728956438778425,0.3625940644099498,0.15441847743740636,0.19571073294331096,0.0035523263317963055,0.012899775395130732,0.15604061829879182,0.19860142320974875,0.005245185084058422,0.013805973923030991,0.05925646622975667,128,256,0.0003,0.3625940644099498,48
49,0.3560650286534489,0.3609761713169604,0.1539370969624321,0.19485490007526896,0.004178886215544427,0.012874508569306362,0.1561495446475045,0.19718076135696325,0.003851823741762469,0.013750995969217129,0.05971844991048177,128,256,0.0003,0.3609761713169604,49
50,0.35355057521353056,0.3604666906546691,0.15267535964961726,0.193891231229664,0.002796271400860345,0.01284946113570418,0.15615063733894458,0.19630320648945562,0.005626254203144246,0.013775193925287891,0.0599403977394104,128,256,0.0003,0.3604666906546691,50
