latent_dim,epoch,train_loss,val_loss,train_compound_mse,train_signature_mse,train_numeric_mse,train_categorical_bce,val_compound_mse,val_signature_mse,val_numeric_mse,val_categorical_bce,elapsed_min,best_val_loss_so_far,best_epoch_so_far,batch_size,lr
32,1,3.2800740404969932,2.2539348018981205,2.248084300593727,0.9075511481104963,0.44311596024518374,0.07163078341259474,1.412991389873162,0.817774270179631,0.05902690697445099,0.02272748609655908,0.059700349966684975,2.2539348018981205,1,256,0.0003
32,2,1.984956111536648,1.7980233721675127,1.1946830357699798,0.7713153425088892,0.042029677635944306,0.021103587705674536,1.0475049966428098,0.7350998908108978,0.027235121549865886,0.01994295036346582,0.05777552127838135,1.7980233721675127,2,256,0.0003
32,3,1.6785419459070472,1.5984996956663515,0.9588394685842004,0.7038052057550911,0.03138248510754369,0.019241547020584254,0.8975582542279303,0.6861253143355793,0.02714987177607105,0.01877227859173898,0.062084682782491046,1.5984996956663515,3,256,0.0003
32,4,1.529372799993609,1.4845657714012872,0.8454537678677794,0.6688182378559617,0.02987790657713891,0.01825041739838605,0.8093721134651655,0.6618595053929303,0.021634968979444426,0.01801433669578842,0.06252756516138712,1.4845657714012872,4,256,0.0003
32,5,1.4347918207286254,1.4077643127631623,0.7720754315740032,0.6490459706255964,0.024330846135070815,0.01760850085471489,0.7456152197265941,0.6489543366584138,0.022000285158096287,0.01758937339908354,0.057365699609120684,1.4077643127631623,5,256,0.0003
32,6,1.3633094911451347,1.3466852296556617,0.7155013658833946,0.6342160793742793,0.02509198923840808,0.017147307271422055,0.6960504708050359,0.6374904399256941,0.022597932088256206,0.017249447293029997,0.05848989884058634,1.3466852296556617,6,256,0.0003
32,7,1.3052710767228308,1.2956005463025568,0.6697513052312287,0.6228699509461759,0.02130023252520307,0.016779555157710704,0.655936651762804,0.6273083714826546,0.019481007987781736,0.016918631175559976,0.05749180316925049,1.2956005463025568,7,256,0.0003
32,8,1.2567516451858414,1.254418150235922,0.631752761304126,0.6126516652620368,0.020512926019085168,0.01648926418134968,0.6226277949747279,0.6182120953880318,0.026067447038863115,0.016729577939887472,0.056561032931009926,1.254418150235922,8,256,0.0003
32,9,1.2177762760968722,1.2197702289626546,0.6002203372627015,0.6048934265039025,0.02271339899742472,0.016239665451727593,0.5945904533837462,0.6124676563980924,0.022235835067796816,0.016529914836068298,0.05665148099263509,1.2197702289626546,9,256,0.0003
32,10,1.1833625146605578,1.1847684149419657,0.5729931237601699,0.5978365768624254,0.022625614929772758,0.016015381967564944,0.5684491239288516,0.6039920013952351,0.020708991569883144,0.01637099421837353,0.05785696903864543,1.1847684149419657,10,256,0.0003
32,11,1.153423027773912,1.160487716628207,0.5501336168842484,0.5911481264443085,0.021127933691140584,0.015831396474671543,0.5495170060864843,0.599431005318303,0.0171056781629131,0.016237164264665534,0.05813675324122111,1.160487716628207,11,256,0.0003
32,12,1.1275480752117535,1.1362938538332636,0.5303094937391761,0.585597306668952,0.01905332077700417,0.01566122638319343,0.5302369128950059,0.5946746469810245,0.016545701193374063,0.016146279469828856,0.058268984158833824,1.1362938538332636,12,256,0.0003
32,13,1.1049672034774414,1.1184338334036397,0.5127907376791282,0.5801865837276167,0.021162486316809347,0.015514771311477849,0.5157197885708588,0.5913193997562417,0.01703530193433899,0.015975149441147713,0.059575517972310386,1.1184338334036397,13,256,0.0003
32,14,1.0843981146922481,1.0972342306419822,0.4975481697149588,0.575455906079678,0.01855873321903708,0.015364567798311584,0.4995254911794497,0.5852169603281708,0.022721905378229316,0.015894799979413947,0.05873638391494751,1.0972342306419822,14,256,0.0003
32,15,1.0658993694025254,1.0789170744398557,0.48347349805893475,0.5711193105986673,0.018454898765432864,0.015231159223036722,0.48601745653079303,0.5818613585707684,0.01573892795081461,0.01578094222699718,0.05968654950459798,1.0789170744398557,15,256,0.0003
32,16,1.050185983746679,1.0657236884479664,0.4711356614674367,0.5674201723575996,0.020367771106364424,0.015113196725298312,0.4745128800817494,0.5799611791815342,0.017026055891101524,0.015688853931250434,0.05922411282857259,1.0657236884479664,16,256,0.0003
32,17,1.0345515730203707,1.048367117549514,0.45958179909205443,0.563684037270597,0.018919002222836163,0.015003872576887267,0.4636964047621994,0.5735018691304131,0.01677561820561969,0.015627411848478653,0.05866795380910238,1.048367117549514,17,256,0.0003
32,18,1.0210045642837167,1.0389079897065772,0.44953423787697294,0.5604333627638663,0.017954764356414712,0.01489202288984446,0.4535878545824589,0.5742265164859177,0.01665814561096897,0.01552397306891114,0.05812393426895142,1.0389079897065772,18,256,0.0003
32,19,1.008846742906866,1.0313080882401446,0.4402893373924039,0.5576044150953932,0.017771196765476206,0.014797510785275615,0.4474038220726584,0.5724004616735114,0.018809533155781873,0.015483806407674628,0.05828861395517985,1.0313080882401446,19,256,0.0003
32,20,0.9967578944480241,1.0163728418843208,0.4316744573760187,0.5545082209156418,0.01612498891463546,0.014700433237750912,0.4391695151120252,0.5663512285816814,0.015721913663654812,0.015415450677215864,0.05936621427536011,1.0163728418843208,20,256,0.0003
32,21,0.9868945403953533,1.0059972857128952,0.42417928981667347,0.5519239133208181,0.017392870929463893,0.01462552024854514,0.4298600001436724,0.5645917730644885,0.01944081934698073,0.015314696289605098,0.05937376419703166,1.0059972857128952,21,256,0.0003
32,22,0.9764853212549736,1.0026578997321947,0.41674460912448436,0.5491144869117741,0.01679649217940642,0.014533856299750403,0.4251925111428971,0.5662300859926499,0.018038353131450673,0.01525526206400063,0.05911641518274943,1.0026578997321947,22,256,0.0003
32,23,0.9674527240184498,0.9889429069164721,0.41002837845050616,0.5467359105930863,0.01728349322407518,0.014463480762212908,0.41714249210994725,0.5608634381737152,0.01662227893519694,0.015225042096253102,0.05923105478286743,0.9889429069164721,23,256,0.0003
32,24,0.9586940175095819,0.9827502627419452,0.40352346917558496,0.544469711137809,0.017536172394424367,0.014387216205691594,0.4121834375979866,0.5598489499410069,0.0156558721415214,0.015173401199716484,0.05990788141886393,0.9827502627419452,24,256,0.0003
32,25,0.9509834585592485,0.9770707160456042,0.39789717629463517,0.5426088992031755,0.01658705938060539,0.01431993944740126,0.4085848635841004,0.5577480682695853,0.0158633504073443,0.015130249523334261,0.06033201615015666,0.9770707160456042,25,256,0.0003
32,26,0.9435448194556774,0.9712946519904585,0.3926403545781291,0.5404651394296603,0.016560944452610665,0.014254272383793782,0.40397793104175017,0.5568220842536022,0.014855888745487334,0.015046921473273023,0.059211552143096924,0.9712946519904585,26,256,0.0003
32,27,0.9357998212286078,0.9658054783790829,0.38701453052836216,0.5385954859715577,0.015494180726949757,0.014181943511514824,0.3990122187831221,0.5552210824402083,0.0202138674258922,0.015058810907301403,0.059743499755859374,0.9658054783790829,27,256,0.0003
32,28,0.9299961350650657,0.9547463775975468,0.3827216849843715,0.5370126415403357,0.015985012195894724,0.01412961626657224,0.3911555775937063,0.5527400646090972,0.01671749369610507,0.015014468430092227,0.05919490257898966,0.9547463775975468,28,256,0.0003
32,29,0.9234893428988543,0.9523972318387153,0.3778399276138113,0.5351773444441378,0.01717366601207312,0.014074673451847578,0.38934834318530753,0.5506873862191579,0.0243166107585449,0.01499635343747973,0.0597633957862854,0.9523972318387153,29,256,0.0003
32,30,0.9175630624979771,0.9459340639397454,0.3737844672076711,0.5336405300049103,0.01564017023325311,0.014020063701563284,0.38412820112813567,0.5498955782380223,0.022249235962301574,0.01492086784828621,0.05900486707687378,0.9459340639397454,30,256,0.0003
32,31,0.9115224843136396,0.9425454975497015,0.36946893564679234,0.5318887161271838,0.01592589895693204,0.013959301571250889,0.38275382594883295,0.5492220251686554,0.015627695630150304,0.014888213435863922,0.05917465289433797,0.9425454975497015,31,256,0.0003
32,32,0.9068884456816885,0.9364436528948056,0.36594645194451625,0.5308301421695769,0.01577008705799073,0.013915669124988154,0.37755295131995237,0.5478383536520581,0.0180743923255791,0.014874950340168261,0.06009026368459066,0.9364436528948056,32,256,0.0003
32,33,0.9013484701499358,0.928980436345333,0.3621809093302566,0.5291261357460421,0.015551832155411373,0.01386211586019724,0.3739994861019357,0.5447180376105757,0.014348921520138882,0.014786261770815786,0.05845956405003865,0.928980436345333,33,256,0.0003
32,34,0.8966684327192962,0.9286441434081127,0.3590597333647868,0.5277223405774881,0.014878821562441873,0.013821195994127445,0.37176285170754675,0.5463826250512217,0.015587400291745965,0.014762381590075355,0.05812373161315918,0.9286441434081127,34,256,0.0003
32,35,0.8919886848039299,0.9258447301003695,0.3553522192141944,0.5265466081074212,0.016000134634190543,0.013779656448173406,0.3679813091896732,0.5445943588660681,0.029392663906271772,0.014781070766632192,0.059341180324554446,0.9258447301003695,35,256,0.0003
32,36,0.8872522271847282,0.91912302129682,0.35211208874357347,0.5253726026925073,0.014512592104411085,0.013730028369415637,0.36511414945934567,0.5436264639281754,0.015126487163033886,0.014714233173638016,0.059405386447906494,0.91912302129682,36,256,0.0003
32,37,0.8830576744819257,0.9138054192790762,0.3493096422478904,0.5238671455649091,0.015185407430241724,0.01368760945773656,0.36166659520210687,0.5413575566857508,0.01725011913966052,0.014662474155545615,0.05952465136845907,0.9138054192790762,37,256,0.0003
32,38,0.8782512957845878,0.9091513942380617,0.34610088258079885,0.5225327173015105,0.013964015196502587,0.013649789437410822,0.3576889502549135,0.5406554773666213,0.017241986468874,0.014717146910566106,0.05989701747894287,0.9091513942380617,38,256,0.0003
32,39,0.8748413667168898,0.9076440642156638,0.3436285354911831,0.5214216143623566,0.014931237315191538,0.013609937029425638,0.3563741143438057,0.5407364026976492,0.016074147328882127,0.014637434452918988,0.05995216766993205,0.9076440642156638,39,256,0.0003
32,40,0.8712501813949305,0.9053628719304622,0.3411458932791604,0.5205283426291495,0.013951971821623185,0.013571103117002223,0.3545879387143622,0.5402690425794803,0.01603848269591995,0.014596376753618062,0.0594968835512797,0.9053628719304622,40,256,0.0003
32,41,0.8679149173761367,0.9055242901862505,0.3382890158084523,0.5195493821609009,0.016518913612829682,0.013545470426037135,0.35339196820362084,0.5408634670816515,0.019886513864631413,0.014583107626803591,0.05879271427790324,0.9053628719304622,40,256,0.0003
32,42,0.8638859584412583,0.8987519066223749,0.3360264449846241,0.5183685615799517,0.013708492762375433,0.013498515512039268,0.35054806740790745,0.5372277896125413,0.018457492933936472,0.014569110486792285,0.05966123342514038,0.8987519066223749,42,256,0.0003
32,43,0.8603483059530764,0.8939353819159624,0.33369895916696557,0.517243633655066,0.013370336847005372,0.013463295766741365,0.3484266213813301,0.5351390376375766,0.015575669935153604,0.014509182605484849,0.05929651657740275,0.8939353819159624,43,256,0.0003
32,44,0.85706577097326,0.8912349151042703,0.3313085376448302,0.5161562965570033,0.014388156967268376,0.013446612695964527,0.34522057401237727,0.5352028802619357,0.017666703697690137,0.01455623346151054,0.059631502628326415,0.8912349151042703,44,256,0.0003
32,45,0.8544668568193478,0.8915582318718481,0.3293138434881626,0.5155494541483399,0.014498197674945647,0.0134078367688027,0.34358891244341516,0.5377047380168027,0.015041061038094007,0.01451274042864005,0.060118114948272704,0.8912349151042703,44,256,0.0003
32,46,0.8514294712603875,0.8860609603367124,0.3272345770052958,0.5145414233022289,0.014809997777935202,0.013382946100646127,0.3416221293025128,0.5336177189544566,0.017915112981400177,0.014476181650493603,0.05996344486872355,0.8860609603367124,46,256,0.0003
32,47,0.8478373748377813,0.8827490083979671,0.32516814577190734,0.5133969172722481,0.013015010769765824,0.01333861551898383,0.33987002131523325,0.5324847351543797,0.01582790744872002,0.01445734576111868,0.059541229406992593,0.8827490083979671,47,256,0.0003
32,48,0.8456919316764251,0.8801008046735603,0.3234163921538052,0.5127488817887775,0.014342559285000157,0.013316288906226598,0.3376560046992757,0.5318173054721355,0.017082118788340796,0.014422157021021986,0.05957276423772176,0.8801008046735603,48,256,0.0003
32,49,0.8419661602084432,0.8786386670081995,0.32098836242716217,0.5115018073721471,0.014143145444464392,0.013294719627672766,0.33677026442677804,0.5316850967141598,0.014928076929124472,0.01439538651194248,0.05924298365910848,0.8786386670081995,49,256,0.0003
32,50,0.8397377485211788,0.8753821526721224,0.31945476609946843,0.5106898999658412,0.014787341163205008,0.013271230969158915,0.333380617875776,0.531652028003775,0.01565254271277958,0.014438011493587928,0.05992274681727092,0.8753821526721224,50,256,0.0003
64,1,3.220243931633679,2.167938536234621,2.2023799087948763,0.9017069593151643,0.4075901260672816,0.0692780739531032,1.3468526745016989,0.8025416049402382,0.0365931791482344,0.022451264918497683,0.05872473319371541,2.167938536234621,1,256,0.0003
64,2,1.8593270455507647,1.6392186231234975,1.1153096119696444,0.7262425160782164,0.03654482732501579,0.020931908380520444,0.954685753553659,0.6683536310284841,0.03134773115757279,0.01981937778973177,0.0589563528696696,1.6392186231234975,2,256,0.0003
