name,pubchem_cid,smiles,valid_smiles,has_metal,metal_count,metal_symbols,metal_category
pyrazolanthrone,8515,O=C1c2ccccc2-c2[nH]nc3cccc1c23,True,False,0,,No metal
ipsapirone,56971,O=C1N(CCCCN2CCN(CC2)c2ncccn2)S(=O)(=O)c2ccccc12,True,False,0,,No metal
loxoprofen,13049027,"C[C@@H](C(O)=O)c1ccc(C[C@H]2CCCC2=O)cc1 |&1:1,&2:10,r|",True,False,0,,No metal
cisapride,6917698,CO[C@H]1CN(CCCOc2ccc(F)cc2)CC[C@H]1NC(=O)c1cc(Cl)c(N)cc1OC,True,False,0,,No metal
ce3f4,73669656,"C[C@H]1CCc2c(Br)c(F)c(Br)cc2N1C=O |&1:1,r|",True,False,0,,No metal
taranabant,11226090,C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N,True,False,0,,No metal
isosteviol,99514,"C[C@]12C[C@@]3(CC1=O)CC[C@H]1[C@@](C)(CCC[C@@]1(C)C(O)=O)[C@@H]3CC2 |a:1,3,9,10,15,&1:20|",True,False,0,,No metal
pimodivir,67286591,OC(=O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(ncc1F)-c1c[nH]c2ncc(F)cc12,True,False,0,,No metal
sb-2343,46912230,CC(C)n1c(C)nc2c(nc(nc12)N1CCOCC1)-c1cnc(N)nc1,True,False,0,,No metal
venlafaxine,11846746,COc1ccc(cc1)[C@@H](CN(C)C)C1(O)CCCCC1 |&1:8|,True,False,0,,No metal
cgm097,,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c1ccc(cc1)N(C)C[C@H]1CC[C@@H](CC1)N1CCN(C)C(=O)C1,True,False,0,,No metal
e7046,56944705,C[C@H](NC(=O)c1c(nn(C)c1Oc1cccc(c1)C(F)(F)F)C(F)F)c1ccc(cc1)C(O)=O,True,False,0,,No metal
3-methyl-gaba,6604938,C[C@@H](CN)CC(O)=O |&1:1|,True,False,0,,No metal
sulfachlorpyridazine,6634,Nc1ccc(cc1)S(=O)(=O)Nc1ccc(Cl)nn1,True,False,0,,No metal
lypressin,133588927,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,True,False,0,,No metal
faropenem,14659032,"C[C@@H](O)[C@H]1[C@H]2SC([C@H]3CCCO3)=C(N2C1=O)C(O)=O |&1:1,&2:3,&3:4,&4:7,r,c:12|",True,False,0,,No metal
flumethasone-pivalate,443980,"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C |c:12,t:8|",True,False,0,,No metal
topiroxostat,5288320,N#Cc1cc(ccn1)-c1nnc([nH]1)-c1ccncc1,True,False,0,,No metal
felbinac-ethyl,26436,CCOC(=O)Cc1ccc(cc1)-c1ccccc1,True,False,0,,No metal
ml277,53347902,COc1ccc(cc1)-c1csc(NC(=O)[C@H]2CCCCN2S(=O)(=O)c2ccc(C)cc2)n1,True,False,0,,No metal
valsartan,60846,CCCCC(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)[C@@H](C(C)C)C(O)=O,True,False,0,,No metal
azd1446,96568205,"Clc1ccc(o1)C(=O)N1C[C@H]2CNC[C@@H]2C1 |&1:10,&2:14,r|",True,False,0,,No metal
bupropion,688387,"C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1 |&1:1,r|",True,False,0,,No metal
muscimol,4266,NCc1cc(=O)[nH]o1,True,False,0,,No metal
fosfosal,3418,OC(=O)c1ccccc1OP(O)(O)=O,True,False,0,,No metal
promethazine,89044377,CC(CN1c2ccccc2Sc2ccccc12)N(C)C,True,False,0,,No metal
go-6983,3499,COc1ccc2n(CCCN(C)C)cc(C3=C(C(=O)NC3=O)c3c[nH]c4ccccc34)c2c1 |t:15|,True,False,0,,No metal
cetrorelix,25074887,CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,True,False,0,,No metal
ncx-1015,9850209,"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)c1ccc(CO[N+]([O-])=O)cc1 |c:13,t:9|",True,False,0,,No metal
1-ebio,82320,CCn1c2ccccc2[nH]c1=O,True,False,0,,No metal
dcc-2618,46208890,Cn1cc(cn1)-c1cc(Oc2cc(F)c(NC(=O)C3(CC3)C(=O)Nc3ccccc3)cc2F)ccn1,True,False,0,,No metal
prednisone,5865,"C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO |c:13,t:9|",True,False,0,,No metal
ndt-9513727,10210160,CCCCn1c(CN(Cc2ccc3OCOc3c2)Cc2ccc3OCOc3c2)c(nc1-c1ccccc1)-c1ccccc1,True,False,0,,No metal
olmesartan,158781,CCCc1nc(c(C(O)=O)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)C(C)(C)O,True,False,0,,No metal
besifloxacin,10178705,N[C@@H]1CCCCN(C1)c1c(F)cc2c(c1Cl)n(cc(C(O)=O)c2=O)C1CC1,True,False,0,,No metal
mavacamten,117761397,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,True,False,0,,No metal
clorgiline,4380,CN(CCCOc1ccc(Cl)cc1Cl)CC#C,True,False,0,,No metal
chlorindione,70846,Clc1ccc(cc1)C1C(=O)c2ccccc2C1=O,True,False,0,,No metal
pr-619,2817763,Nc1nc(N)c(SC#N)cc1SC#N,True,False,0,,No metal
sulbentine,67686,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,True,False,0,,No metal
rlx,78144,O=c1n2CCCCCc2nc2ccccc12,True,False,0,,No metal
primidone,4909,CCC1(C(=O)NCNC1=O)c1ccccc1,True,False,0,,No metal
mitotane,6603772,"ClC(Cl)[C@@H](c1ccc(Cl)cc1)c1ccccc1Cl |&1:3,r|",True,False,0,,No metal
primaquine,3044369,COc1cc(N[C@@H](C)CCCN)c2ncccc2c1 |r|,True,False,0,,No metal
arsanilic-acid,7389,Nc1ccc(cc1)[As](O)(O)=O,True,False,0,,No metal
bntx,,,False,False,0,,Invalid/missing SMILES
ku-55933,5278396,O=c1cc(oc(c1)-c1cccc2Sc3ccccc3Sc12)N1CCOCC1,True,False,0,,No metal
tcs-359,1048845,COc1ccc(cc1OC)C(=O)Nc1sc2CCCCc2c1C(N)=O,True,False,0,,No metal
mk-8617,44230662,COc1ccc(cc1)C(NC(=O)c1cnc(nc1O)-c1cccnn1)c1ccc(OC)cc1,True,False,0,,No metal
cyt-997,11351021,CCC[C@H](Nc1nc(ncc1C)-c1ccc(NC(=O)NCC)c(OC)c1)c1cccnc1,True,False,0,,No metal
azd1981,11292191,CC(=O)Nc1cccc2n(CC(O)=O)c(C)c(Sc3ccc(Cl)cc3)c12,True,False,0,,No metal
threo-2-methylisocitrate-(dl),,"[NaH].[NaH].[NaH].[NaH].[NaH].[NaH].CC(O)([C@@H](CC(O)=O)C(O)=O)C(O)=O.CC(O)([C@H](CC(O)=O)C(O)=O)C(O)=O |a:9,23,&1:7,&2:21|",True,True,6,Na,Contains metal
imiloxan,76966048,CCn1ccnc1C[C@H]1COc2ccccc2O1 |&1:8|,True,False,0,,No metal
acenocoumarol,54683745,"CC(=O)C[C@@H](c1ccc(cc1)[N+]([O-])=O)c1c(O)c2ccccc2oc1=O |&1:4,r|",True,False,0,,No metal
cedrol,,"C[C@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O |&1:1,&2:4,&3:8,&4:10,&5:13,r|",True,False,0,,No metal
nifursol,9570327,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(=O)N\N=C\c1ccc(o1)[N+]([O-])=O,True,False,0,,No metal
ab-423,90259477,CC[C@@H](C)NS(=O)(=O)c1ccc(F)c(c1)C(=O)Nc1ccc(F)c(F)c1,True,False,0,,No metal
homatropine-methylbromide,,"C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@@H](O)c1ccccc1 |a:3,6,8,&1:13,THB:10:8:1:4.5|",False,False,0,,Invalid/missing SMILES
5-aminolevulinic-acid,7048523,NCC(=O)CCC(O)=O,True,False,0,,No metal
kaf-156,49856296,CC1(C)N(CCn2c(Nc3ccc(F)cc3)c(nc12)-c1ccc(F)cc1)C(=O)CN,True,False,0,,No metal
vatinoxan,163952,[H][C@@]12C[C@@]3(CNC(=O)N3CCNS(C)(=O)=O)CCN1CCc1c2oc2ccccc12,True,False,0,,No metal
iodixanol,6604448,"CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I |&1:20,&2:31,&3:45,&4:56,r|",True,False,0,,No metal
amyl-nitrite,129010055,CCCCCO[NH2+][O-],True,False,0,,No metal
tc-g-1000,10220232,Cc1sc(C)c2c1CCC=C2c1cnc[nH]1 |c:10|,True,False,0,,No metal
a205804,9839311,Cc1ccc(Sc2cncc3sc(cc23)C(N)=O)cc1,True,False,0,,No metal
ceftizoxim,6533629,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:11|,True,False,0,,No metal
naftidrofuryl,12898282,"CCN(CC)CCOC(=O)[C@@H](C[C@H]1CCCO1)Cc1cccc2ccccc12 |&1:10,&2:12|",True,False,0,,No metal
cinromide,688145,CCNC(=O)\C=C\c1cccc(Br)c1,True,False,0,,No metal
tilmicosin,16225190,"CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC |t:43,46|",True,False,0,,No metal
fasudil,3547,O=S(=O)(N1CCCNCC1)c1cccc2cnccc12,True,False,0,,No metal
nvp-dpp728,9796290,O=C(CNCCNc1ccc(cn1)C#N)N1CCC[C@H]1C#N,True,False,0,,No metal
terbinafine,1549008,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,True,False,0,,No metal
etofibrate,65777,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1,True,False,0,,No metal
phtpp,11201035,Oc1ccc(cc1)-c1c(nn2c(cc(nc12)C(F)(F)F)C(F)(F)F)-c1ccccc1,True,False,0,,No metal
mitoflaxone,55748,OC(=O)Cc1cccc2c1oc(cc2=O)-c1ccccc1,True,False,0,,No metal
famciclovir,3324,CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O,True,False,0,,No metal
enoxacin,3229,CCn1cc(C(O)=O)c(=O)c2cc(F)c(nc12)N1CCNCC1,True,False,0,,No metal
pik-293,53245636,Cc1ccccc1-n1c(Cn2ncc3c(N)ncnc23)nc2cccc(C)c2c1=O,True,False,0,,No metal
a-803467,16038374,COc1cc(NC(=O)c2ccc(o2)-c2ccc(Cl)cc2)cc(OC)c1,True,False,0,,No metal
sid-7969543,2149494,"CCOC(=O)[C@@H](C)Oc1cccc2c1ccn(CC(=O)Nc1ccc3OCCOc3c1)c2=O |&1:5,r|",True,False,0,,No metal
sep-227900,,,False,False,0,,Invalid/missing SMILES
donitriptan,197706,NCCc1c[nH]c2ccc(OCC(=O)N3CCN(CC3)c3ccc(cc3)C#N)cc12,True,False,0,,No metal
albuterol,182176,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1 |&1:6|,True,False,0,,No metal
madecassoside,24825675,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@@]4(CC[C@@]3(C)[C@]1(C)C[C@@H](O)[C@@]1([H])[C@](C)(CO)[C@@H](O)[C@H](O)C[C@]21C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O |t:3|,True,False,0,,No metal
cefamandole-nafate,5284527,Cn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](OC=O)c1ccccc1)C2=O)C(O)=O |t:9|,True,False,0,,No metal
cefonicid,43594,O[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CS(O)(=O)=O)=C(N2C1=O)C(O)=O)c1ccccc1 |c:22|,True,False,0,,No metal
imirestat,65673,Fc1ccc2-c3ccc(F)cc3C3(NC(=O)NC3=O)c2c1,True,False,0,,No metal
a-769662,54708532,Oc1ccccc1-c1ccc(cc1)-c1csc2[nH]c(=O)c(C#N)c(O)c12,True,False,0,,No metal
cholecalciferol,5280795,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,True,False,0,,No metal
tibolone,124484332,"C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@H](CC[C@@]3(O)C#C)[C@@H]12 |a:1,10,13,15,18,&1:22,t:3|",True,False,0,,No metal
ulifloxacin,40490637,"C[C@H]1Sc2c(C(O)=O)c(=O)c3cc(F)c(cc3n12)N1CCNCC1 |&1:1,r|",True,False,0,,No metal
oxiniacic-acid,16976,OC(=O)c1ccc[n+]([O-])c1,True,False,0,,No metal
vlx1570,71523377,[O-][N+](=O)c1cc(\C=C2/CCN(C\C(=C/c3ccc(F)c(c3)[N+]([O-])=O)C2=O)C(=O)C=C)ccc1F,True,False,0,,No metal
bw-348u87,9554761,C\C(=N/NC(=S)NNC(=S)Nc1ccccc1Cl)c1ccccn1,True,False,0,,No metal
trifluoperazine,5566,CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,True,False,0,,No metal
ccg-63808,5948316,Cc1cccn2c1nc(Oc1ccc(F)cc1)c(\C=C(/C#N)c1nc3ccccc3s1)c2=O,True,False,0,,No metal
naltrindole,5497186,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1[nH]c2ccccc2c1C[C@@]35O,True,False,0,,No metal
pranidipine,29986494,"COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1 |r,c:4,9|",True,False,0,,No metal
flutrimazole,3401,Fc1ccc(cc1)C(c1ccccc1)(c1ccccc1F)n1ccnc1 |&1:7|,True,False,0,,No metal
ceftiofur,6328657,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSC(=O)c3ccco3)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:21|,True,False,0,,No metal
propafenone,184819,"CCCNC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1 |&1:5,r|",True,False,0,,No metal
vidarabine,21704,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,True,False,0,,No metal
tozasertib,5494449,CN1CCN(CC1)c1cc(Nc2cc(C)n[nH]2)nc(Sc2ccc(NC(=O)C3CC3)cc2)n1,True,False,0,,No metal
gf109203x,2396,CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc12 |t:9|,True,False,0,,No metal
3-cpmt,,"CN1[C@H]2CC[C@@H]1C[C@@H](C2)O[C@H](c1ccccc1)c1ccc(Cl)cc1 |&1:2,5,7,&2:10,r,THB:0:1:3.4:6.7.8|",False,False,0,,Invalid/missing SMILES
hetacillin,443387,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@H](NC3(C)C)c3ccccc3)C(=O)N2[C@H]1C(O)=O,True,False,0,,No metal
paroxetine,43815,Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2OCOc2c1,True,False,0,,No metal
rx-821002,67743720,"CO[C@]1(COc2ccccc2O1)C1=NCCN1 |&1:2,t:14|",True,False,0,,No metal
perfluorohexyloctane,10477896,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,True,False,0,,No metal
stavudine,18283,Cc1cn([C@@H]2O[C@H](CO)C=C2)c(=O)[nH]c1=O |c:9|,True,False,0,,No metal
bibu-1361,17756796,CCN(CC)CC1CCN(CC1)c1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,True,False,0,,No metal
6-benzylaminopurine,62389,C(Nc1ncnc2nc[nH]c12)c1ccccc1,True,False,0,,No metal
a-33903,6923850,"CC(=O)N[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O |&1:4,r,t:5|",True,False,0,,No metal
aminolevulinic-acid-benzyl-ester,9964521,NCC(=O)CCC(=O)OCc1ccccc1,True,False,0,,No metal
kw-2449,11427553,O=C(N1CCNCC1)c1ccc(\C=C\c2[nH]nc3ccccc23)cc1,True,False,0,,No metal
tiaramide,5469,OCCN1CCN(CC1)C(=O)Cn1c2cc(Cl)ccc2sc1=O,True,False,0,,No metal
phenylacetylglutamine,92258,NC(=O)CC[C@H](NC(=O)Cc1ccccc1)C(O)=O,True,False,0,,No metal
metaraminol,5906,C[C@H](N)[C@H](O)c1cccc(O)c1,True,False,0,,No metal
oxcarbazepine,34312,NC(=O)N1c2ccccc2CC(=O)c2ccccc12,True,False,0,,No metal
pevonedistat,16720766,NS(=O)(=O)OC[C@@H]1C[C@H](C[C@@H]1O)n1ccc2c(N[C@H]3CCc4ccccc34)ncnc12,True,False,0,,No metal
acetylcholine,187,CC(=O)OCC[N+](C)(C)C,True,False,0,,No metal
pyridoxal,1050,Cc1ncc(CO)c(C=O)c1O,True,False,0,,No metal
salirasib,5469318,CC(C)=CCC\C(C)=C\CC\C(C)=C\CSc1ccccc1C(O)=O,True,False,0,,No metal
cbipes,9864510,CCS(=O)(=O)N(Cc1cccnc1)c1cccc(c1)-c1ccc(cc1)C#N,True,False,0,,No metal
alprostadil,5280723,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,True,False,0,,No metal
bml-284,11210285,COc1cccc(c1)-c1cc(NCc2ccc3OCOc3c2)nc(N)n1,True,False,0,,No metal
ambroxol,,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1 |r|,True,False,0,,No metal
thymol,6989,CC(C)c1ccc(C)cc1O,True,False,0,,No metal
tropicamide,688595,"CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1 |&1:12,r|",True,False,0,,No metal
chloramphenicol,5959,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+]([O-])=O,True,False,0,,No metal
doxorubicin,,,False,False,0,,Invalid/missing SMILES
glucaric-acid,33037,O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O,True,False,0,,No metal
emixustat,25221720,NCC[C@@H](O)c1cccc(OCC2CCCCC2)c1,True,False,0,,No metal
finasteride,57363,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C |c:18|,True,False,0,,No metal
acetophenazine,17676,CC(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(CCO)CC3)c2c1,True,False,0,,No metal
xaliproden,128919,FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1 |t:11|,True,False,0,,No metal
hc-067047,2742550,Cc1c(cc(-c2ccccc2)n1CCCN1CCOCC1)C(=O)Nc1cccc(c1)C(F)(F)F,True,False,0,,No metal
nps-2407,9948445,CC(C)(Cc1ccccc1)NC(=O)c1cnc2ccccc2n1,True,False,0,,No metal
epomediol,,"CC1(C)OC2(C)[C@@H](O)C[C@H]1C[C@@H]2O |&1:11,&2:9,&3:6,r,THB:12:11:1.3:8.6,7:6:1.3:11.10|",False,False,0,,Invalid/missing SMILES
benzyl-alcohol,244,OCc1ccccc1,True,False,0,,No metal
methazolamide,4100,CC(=O)N=c1sc(nn1C)S(N)(=O)=O,True,False,0,,No metal
lobendazole,22752,CCOC(=O)Nc1nc2ccccc2[nH]1,True,False,0,,No metal
edaglitazone,76961439,"Cc1oc(nc1CCOc1ccc(C[C@@H]2SC(=O)NC2=O)c2sccc12)-c1ccccc1 |&1:14,r|",True,False,0,,No metal
clomesone,100651,CS(=O)(=O)CS(=O)(=O)OCCCl,True,False,0,,No metal
ezutromid,886736,CCN(CC)c1ccc(cc1)-n1nc2cc(C)c(N)cc2n1,True,False,0,,No metal
impentamine,9793868,NCCCCCc1cnc[nH]1,True,False,0,,No metal
nifurtimox,6604371,"C[C@H]1CS(=O)(=O)CCN1\N=C\c1ccc(o1)[N+]([O-])=O |&1:1,r|",True,False,0,,No metal
pd-81723,122028,Cc1sc(N)c(C(=O)c2cccc(c2)C(F)(F)F)c1C,True,False,0,,No metal
t-0156,5368,COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1,True,False,0,,No metal
vu152100,864492,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,True,False,0,,No metal
rapastinel,14539800,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(N)=O,True,False,0,,No metal
abarelix,16131215,CC(C)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,True,False,0,,No metal
methysergide,9681,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34 |c:24|,True,False,0,,No metal
methylatropine-nitrate,,"C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@@H](CO)c1ccccc1 |&1:3,6,8,&2:13|",True,False,0,,No metal
ne-100,9841596,CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1,True,False,0,,No metal
y-27632,,C[C@@H](N)[C@H]1CC[C@@H](CC1)C(=O)Nc1ccncc1,True,False,0,,No metal
bithionol,2406,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,True,False,0,,No metal
gne-7915,58539171,CCNc1nc(Nc2cc(F)c(cc2OC)C(=O)N2CCOCC2)ncc1C(F)(F)F,True,False,0,,No metal
cilnidipine,28248392,"COCCOC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1 |&1:14,r,c:7,12|",True,False,0,,No metal
chlorocresol,1732,Cc1cc(O)ccc1Cl,True,False,0,,No metal
nemorexant,91801202,COc1ccc(c(c1)C(=O)N1CCC[C@@]1(C)c1nc2ccc(Cl)c(C)c2[nH]1)-n1nccn1,True,False,0,,No metal
lubiprostone,9800568,CCCCC(F)(F)C(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,True,False,0,,No metal
mibefradil,60663,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,True,False,0,,No metal
pinitol,,,False,False,0,,Invalid/missing SMILES
satraplatin,,CC(=O)O[Pt](N)(Cl)(Cl)(NC1CCCCC1)OC(C)=O,True,True,1,Pt,Contains metal
11/01/2,16401161,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,True,False,0,,No metal
irbesartan,3749,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1 |t:4|,True,False,0,,No metal
lsn-2463359,72551298,CC(C)NC(=O)c1ccc(cn1)C#Cc1ccncc1,True,False,0,,No metal
trofosfamide,9576166,"ClCCN(CCCl)[P@@]1(=O)OCCCN1CCCl |&1:7,r|",True,False,0,,No metal
bephenium-hydroxynaphthoate,19667,C[N+](C)(CCOc1ccccc1)Cc1ccccc1,True,False,0,,No metal
remimazolam,9867812,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc12 |t:7|,True,False,0,,No metal
uprifosbuvir,117885113,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(Cl)[C@@H]1O)Oc1ccccc1,True,False,0,,No metal
seladelpar,11236126,CCO[C@H](COc1ccc(cc1)C(F)(F)F)CSc1ccc(OCC(O)=O)c(C)c1,True,False,0,,No metal
captamine,25799,CN(C)CCS,True,False,0,,No metal
rovazolac,89792952,CCOC(=O)Cn1nc(cc1-c1ccc(cc1)-c1cccc(c1)S(C)(=O)=O)C(F)(F)F,True,False,0,,No metal
sam-315,10430623,O=S(=O)(c1n[nH]c2ccc(cc12)N1CCNCC1)c1cccc2ccccc12,True,False,0,,No metal
ly3295668,121333423,C[C@@H]1C[C@@](Cc2nc(Nc3cc(C)[nH]n3)ccc2F)(CCN1Cc1cccc(Cl)c1F)C(O)=O,True,False,0,,No metal
tc-g-1004,25074316,COC1CCN(CC1)c1cccc(n1)-c1cc(NC(C)=O)nc(n1)-n1nc(C)cc1C,True,False,0,,No metal
elesclomol,300471,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,True,False,0,,No metal
dacarbazine,135398738,CN(C)\N=N\c1nc[nH]c1C(N)=O,True,False,0,,No metal
abx-1431,71657619,FC(F)(F)C(OC(=O)N1CCN(Cc2ccc(cc2N2CCCC2)C(F)(F)F)CC1)C(F)(F)F,True,False,0,,No metal
serdemetan,11609586,C(Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1,True,False,0,,No metal
