name,pubchem_cid,smiles,valid_smiles,has_metal,metal_count,metal_symbols,metal_category
ro-5126766,16719221,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,True,False,0,,No metal
lasmiditan,11610526,CN1CCC(CC1)C(=O)c1cccc(NC(=O)c2c(F)cc(F)cc2F)n1,True,False,0,,No metal
rg1530,,"COc1cc2N=C3NN=C(C)C3N=C(c3ccccc3Cl)c2cc1F |t:5,8,13|",True,False,0,,No metal
malathion,12358970,"CCOC(=O)C[C@@H](SP(=S)(OC)OC)C(=O)OCC |&1:6,r|",True,False,0,,No metal
mavoglurant,9926832,COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1,True,False,0,,No metal
traxoprodil,219101,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(CC1)c1ccccc1,True,False,0,,No metal
sorafenib,216239,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,True,False,0,,No metal
tannic-acid,16129778,Oc1cc(cc(O)c1O)C(=O)Oc1cc(cc(O)c1O)C(=O)OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,True,False,0,,No metal
bunazosin,2472,CCCC(=O)N1CCCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1,True,False,0,,No metal
caroxazone,29083,NC(=O)CN1Cc2ccccc2OC1=O,True,False,0,,No metal
1-phenylbiguanide,4780,NC(N)=NC(=N)Nc1ccccc1,True,False,0,,No metal
cw-008,59528098,COc1ccn2ncc(-c3nc4n[nH]c(NC(=O)c5ccc(F)cc5)c4cc3F)c2c1,True,False,0,,No metal
chf5074,9996409,OC(=O)C1(CC1)c1ccc(c(F)c1)-c1ccc(Cl)c(Cl)c1,True,False,0,,No metal
betamethasone-butyrate-propionate,71470,"CCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(=O)CC |c:18,t:14|",True,False,0,,No metal
suprofen,688581,"C[C@@H](C(O)=O)c1ccc(cc1)C(=O)c1cccs1 |&1:1,r|",True,False,0,,No metal
bromebric-acid,5284375,COc1ccc(cc1)C(=O)C(\Br)=C\C(O)=O,True,False,0,,No metal
propagermanium,83030,OC(=O)CC[Ge](=O)O[Ge](=O)CCC(O)=O,True,False,0,,No metal
cardionogen-1,663145,C1CCC(CC1)c1nn2c(nnc2s1)-c1ccco1,True,False,0,,No metal
flurizan,92337,C[C@@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1,True,False,0,,No metal
benznidazole,31593,[O-][N+](=O)c1nccn1CC(=O)NCc1ccccc1,True,False,0,,No metal
torin-1,49836027,CCC(=O)N1CCN(CC1)c1ccc(cc1C(F)(F)F)-n1c2c(ccc1=O)cnc1ccc(cc21)-c1cnc2ccccc2c1,True,False,0,,No metal
pyridoxal-isonicotinoyl-hydrazone,135409539,Cc1ncc(CO)c(\C=N\NC(=O)c2ccncc2)c1O,True,False,0,,No metal
pf-3845,25154867,FC(F)(F)c1ccc(Oc2cccc(CC3CCN(CC3)C(=O)Nc3cccnc3)c2)nc1,True,False,0,,No metal
methyl-nicotinate,7151,COC(=O)c1cccnc1,True,False,0,,No metal
gw-583340,5329480,CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,True,False,0,,No metal
unc0631,53315868,COc1cc2c(NC3CCN(CC4CCCCC4)CC3)nc(nc2cc1OCCCN1CCCCC1)N1CCCN(CC1)C(C)C,True,False,0,,No metal
hydroquinidine,91503,CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,True,False,0,,No metal
etp-45658,25229608,Cn1ncc2c(nc(nc12)-c1cccc(O)c1)N1CCOCC1,True,False,0,,No metal
sincalide,9833444,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(O)(=O)=O)cc1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,True,False,0,,No metal
ci-923,76971447,"CCN[C@@H](C)CN1CCc2c(C1)c(=O)oc1ccccc21 |&1:3,r|",True,False,0,,No metal
valganciclovir,135483663,"CC(C)[C@H](N)C(=O)OC[C@@H](CO)OCn1cnc2c1[nH]c(N)nc2=O |a:3,&1:9|",True,False,0,,No metal
promestriene,9883915,CCCOc1ccc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2c1)OC,True,False,0,,No metal
alcuronium,,"OC\C=C1/C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1\C1=C\N2[C@@H]5\C(=C/N([C@@H]31)c1ccccc41)[C@H]1C[C@H]3[C@@]5(CC[N@@+]3(CC=C)C\C1=C/CO)c1ccccc21 |a:5,11,12,14,29,31,32,35,&1:18,&2:22,c:21,t:17,TLB:2:3:13:11.15.22,20:19:30:35.39.40,10:11:3.4.5:13,41:40:30:18.19.32,28:11:3.4.5:13,THB:34:35:30:18.19.32,16:15:3.4.5:13,33:32:30:35.39.40,36:35:30:18.19.32,6:5:13:11.15.22,9:5:13:11.15.22,44:32:30:35.39.40|",False,False,0,,Invalid/missing SMILES
mephenytoin,107921,"CC[C@]1(NC(=O)N(C)C1=O)c1ccccc1 |&1:2,r|",True,False,0,,No metal
iohexol,6604427,"CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I |&1:5,&2:17,&3:28,r|",True,False,0,,No metal
elafibranor,9864881,CSc1ccc(cc1)C(=O)\C=C\c1cc(C)c(OC(C)(C)C(O)=O)c(C)c1,True,False,0,,No metal
bms-983970,73388374,NC(=O)[C@@H](CC1CC1)[C@@H](CCC(F)(F)F)C(=O)N[C@H]1N=C(c2ccccc2)c2cccc(F)c2NC1=O |t:20|,True,False,0,,No metal
ginsenoside-re,441921,[H][C@@]1(CC[C@]2(C)[C@]1([H])[C@H](O)C[C@]1([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])[C@H](C[C@@]21C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)[C@](C)(CCC=C(C)C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,True,False,0,,No metal
stf-118804,20916937,Cc1oc(nc1CS(=O)(=O)c1ccc(C)cc1)-c1ccc(cc1)C(=O)NCc1cccnc1,True,False,0,,No metal
resiquimod,159603,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,True,False,0,,No metal
nan-190,4431,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,True,False,0,,No metal
halofantrine,36688213,CCCCN(CCCC)CC[C@@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(ccc12)C(F)(F)F |&1:11|,True,False,0,,No metal
flurofamide,51173,NP(N)(=O)NC(=O)c1ccc(F)cc1,True,False,0,,No metal
pimavanserin,10071196,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,True,False,0,,No metal
phenazone,2206,Cc1cc(=O)n(-c2ccccc2)n1C,True,False,0,,No metal
indeloxazine,67212739,"C(Oc1cccc2C=CCc12)[C@H]1CNCCO1 |&1:11,c:7|",True,False,0,,No metal
kpt-9274,117779453,Nc1ccc(\C=C\C(=O)NCc2cc3cc(cc(-c4ccc(F)cc4)c3o2)-c2ccc(cc2)C(=O)N2CCC(F)(F)CC2)cn1,True,False,0,,No metal
clindamycin-phosphate,443385,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O,True,False,0,,No metal
leniolisib,57495353,CCC(=O)N1CC[C@@H](C1)Nc1ncnc2CCN(Cc12)c1cnc(OC)c(c1)C(F)(F)F,True,False,0,,No metal
darolutamide,121489720,"C[C@@H](Cn1ccc(n1)-c1ccc(C#N)c(Cl)c1)NC(=O)c1cc(n[nH]1)[C@@H](C)O |a:1,&1:25|",True,False,0,,No metal
alfadolone-acetate,24733,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,True,False,0,,No metal
idronoxil,219100,Oc1ccc(cc1)C1=Cc2ccc(O)cc2OC1 |t:8|,True,False,0,,No metal
pd-118057,9864959,OC(=O)c1ccccc1Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1,True,False,0,,No metal
cep-33779,57336812,CN1CCN(CC1)c1cccc(Nc2nc3c(cccn3n2)-c2ccc(cc2)S(C)(=O)=O)c1,True,False,0,,No metal
mrk-409,22609888,Cn1ncnc1COc1nn2c(nnc2cc1C1CCC1)-c1c(F)cccc1F,True,False,0,,No metal
ubp-302,6420161,N[C@@H](Cn1ccc(=O)n(Cc2ccccc2C(O)=O)c1=O)C(O)=O,True,False,0,,No metal
clindamycin-palmitate,16052039,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]1SC)[C@H](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)[C@H](C)Cl,True,False,0,,No metal
td139,73774610,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)n2cc(nn2)-c2cccc(F)c2)[C@H](O)[C@H]([C@H]1O)n1cc(nn1)-c1cccc(F)c1,True,False,0,,No metal
succinic-acid,21952380,OC(=O)CCC(O)=O,True,False,0,,No metal
bms-986142,86582336,Cc1c(cccc1-n1c(=O)n(C)c2c(F)cccc2c1=O)-c1c(F)cc(C(N)=O)c2[nH]c3C[C@H](CCc3c12)C(C)(C)O,True,False,0,,No metal
difenpiramide,100472,O=C(Cc1ccc(cc1)-c1ccccc1)Nc1ccccn1,True,False,0,,No metal
brincidofovir,483477,CCCCCCCCCCCCCCCCOCCCOP(O)(=O)CO[C@H](CO)Cn1ccc(N)nc1=O,True,False,0,,No metal
hexetidine,,"CCCC[C@H](CC)CN1CN(C[C@H](CC)CCCC)C[C@](C)(N)C1 |&1:12,&2:4,&3:20,r|",True,False,0,,No metal
riboflavin-5-phosphate-sodium,643976,Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)c2cc1C,True,False,0,,No metal
sacubitril,9811834,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O,True,False,0,,No metal
benztropine-mesylate,,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(c1ccccc1)c1ccccc1,True,False,0,,No metal
dihomo-gamma-linolenic-acid,5280581,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,True,False,0,,No metal
pyrazoloacridine,,COc1ccc2nc3c(ccc4n(CCCN(C)C)[nH]c(c34)c2c1)[N+]([O-])=O,True,False,0,,No metal
gnf-5,44129660,OCCNC(=O)c1cccc(c1)-c1cc(Nc2ccc(OC(F)(F)F)cc2)ncn1,True,False,0,,No metal
ritanserin,5074,Cc1nc2sccn2c(=O)c1CCN1CCC(CC1)=C(c1ccc(F)cc1)c1ccc(F)cc1,True,False,0,,No metal
alda-1,831629,Clc1cccc(Cl)c1C(=O)NCc1ccc2OCOc2c1,True,False,0,,No metal
freselestat,46936829,CC(C)[C@@H](NC(=O)Cn1c(ncc(N)c1=O)-c1ccccc1)[C@@H](O)c1nnc(o1)C(C)(C)C,True,False,0,,No metal
cgp-57380,11644425,Nc1ncnc2n[nH]c(Nc3ccc(F)cc3)c12,True,False,0,,No metal
erythromycin-estolate,,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(=O)CC)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,True,False,0,,No metal
verucerfont,11596613,CC[C@H](Nc1cc(C)nc2c(c(C)nn12)-c1ccc(OC)cc1C)c1nc(C)no1,True,False,0,,No metal
toltrazuril,68591,Cc1cc(ccc1Oc1ccc(SC(F)(F)F)cc1)-n1c(=O)[nH]c(=O)n(C)c1=O,True,False,0,,No metal
20-hete,5283157,OCCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,True,False,0,,No metal
nbqx,3272524,NS(=O)(=O)c1cccc2c1c(cc1[nH]c(=O)c(=O)[nH]c21)[N+]([O-])=O,True,False,0,,No metal
tirofiban,60947,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(O)=O,True,False,0,,No metal
amg-337,44181686,COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(cn34)-c3cnn(C)c3)c(=O)c2c1,True,False,0,,No metal
florifenine,216222,FC(F)(F)c1ccc2c(Nc3ccccc3C(=O)OCCN3CCCC3)ccnc2c1,True,False,0,,No metal
sdz-nkt-343,9851211,CN(Cc1ccccc1)C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H]1CCCN1C(=O)Nc1ccccc1[N+]([O-])=O,True,False,0,,No metal
bax-channel-blocker,981054,O[C@@H](CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12 |&1:1|,True,False,0,,No metal
cb-839,71577426,FC(F)(F)Oc1cccc(CC(=O)Nc2ccc(CCCCc3nnc(NC(=O)Cc4ccccn4)s3)nn2)c1,True,False,0,,No metal
zk-93426,115210,CCOC(=O)c1ncc2[nH]c3cccc(OC(C)C)c3c2c1C,True,False,0,,No metal
phytonadione,5284607,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)c2ccccc2C1=O |c:20|,True,False,0,,No metal
xl041,49787490,CC(C)(O)c1cn(c(n1)C(C)(C)c1c(Cl)cccc1Cl)-c1ccc(cc1F)-c1cc(F)c(CO)c(c1)S(C)(=O)=O,True,False,0,,No metal
parbendazole,26596,CCCCc1ccc2nc(NC(=O)OC)[nH]c2c1,True,False,0,,No metal
cinaciguat,9808022,OC(=O)CCCCN(CCc1ccccc1OCc1ccc(CCc2ccccc2)cc1)Cc1ccc(cc1)C(O)=O,True,False,0,,No metal
u-50488-(-),6604724,CN([C@H]1CCCC[C@@H]1N1CCCC1)C(=O)Cc1ccc(Cl)c(Cl)c1,True,False,0,,No metal
emd-386088,10131112,Cc1[nH]c2ccc(Cl)cc2c1C1=CCNCC1 |t:13|,True,False,0,,No metal
cortodoxone,440707,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO |t:8|,True,False,0,,No metal
sotrastaurin,10296883,CN1CCN(CC1)c1nc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc2n1 |t:11|,True,False,0,,No metal
bay-60-6583,11717831,NC(=O)CSc1nc(N)c(C#N)c(-c2ccc(OCC3CC3)cc2)c1C#N,True,False,0,,No metal
sq-22536,22879197,"Nc1ncnc2n(cnc12)[C@H]1CCCO1 |&1:10,r|",True,False,0,,No metal
phensuximide,6604215,"CN1C(=O)C[C@@H](C1=O)c1ccccc1 |&1:5,r|",True,False,0,,No metal
anandamide,5281969,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO,True,False,0,,No metal
pralidoxime,4884,C[n+]1ccccc1\C=N\O,True,False,0,,No metal
tafenoquine,76969188,COc1cc(C)c2c(Oc3cccc(c3)C(F)(F)F)c(OC)cc(N[C@@H](C)CCCN)c2n1 |&1:25|,True,False,0,,No metal
zaltidine,56051,Cc1nc(c[nH]1)-c1csc(NC(N)=N)n1,True,False,0,,No metal
ots514,67448836,C[C@@H](CN)c1ccc(cc1)-c1c(O)cc(C)c2[nH]c(=O)c3sccc3c12,True,False,0,,No metal
cefoxitin,441199,CO[C@]1(NC(=O)Cc2cccs2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O |c:21|,True,False,0,,No metal
gyki-52466,3538,"CC1=NN=C(c2ccc(N)cc2)c2cc3OCOc3cc2C1 |t:1,3|",True,False,0,,No metal
gw-2580,11617559,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,True,False,0,,No metal
formestane,,"C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)C(=O)CC[C@]34C)[C@@H]1CCC2=O |a:1,4,5,15,17,&1:8|",True,False,0,,No metal
l-methionine,6992087,CSCC[C@H](N)C(O)=O,True,False,0,,No metal
nornicotine,93047,C1CN[C@H](C1)c1cccnc1 |r|,True,False,0,,No metal
idoxuridine,5905,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(I)c(=O)[nH]c1=O,True,False,0,,No metal
quinapril,54892,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(O)=O,True,False,0,,No metal
l-leucine,7045798,CC(C)C[C@H](N)C(O)=O,True,False,0,,No metal
sal003,2252542,"Clc1ccc(NC(=S)N[C@H](NC(=O)\C=C\c2ccccc2)C(Cl)(Cl)Cl)cc1 |&1:9,r|",True,False,0,,No metal
vorinostat,5311,ONC(=O)CCCCCCC(=O)Nc1ccccc1,True,False,0,,No metal
calhex-231,11849514,C[C@@H](N[C@H]1CCCC[C@@H]1NC(=O)c1ccc(Cl)cc1)c1cccc2ccccc12,True,False,0,,No metal
eprobemide,65659,Clc1ccc(cc1)C(=O)NCCCN1CCOCC1,True,False,0,,No metal
tba-354,49836057,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc1ccc(nc1)-c1ccc(OC(F)(F)F)cc1,True,False,0,,No metal
pyrotinib,51039030,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\[C@H]1CCCN1C,True,False,0,,No metal
cct-031374,2853753,O=C(CN1C2=NCCN2c2ccccc12)c1ccc(cc1)-c1ccccc1 |t:4|,True,False,0,,No metal
balofloxacin,40490624,"CN[C@H]1CCCN(C1)c1c(F)cc2c(c1OC)n(cc(C(O)=O)c2=O)C1CC1 |&1:2,r|",True,False,0,,No metal
mm-206,102514675,Oc1c(Sc2ccccc2)cc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c2ccccc12,True,False,0,,No metal
bosentan,104865,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1,True,False,0,,No metal
potassium-p-aminobenzoate,978,Nc1ccc(cc1)C(O)=O,True,False,0,,No metal
bendroflumethiazide,9845085,"NS(=O)(=O)c1cc2c(N[C@@H](Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F |&1:9,r|",True,False,0,,No metal
le-135,10410894,CN1c2cc3c(cc2N=C(c2ccc(cc2)C(O)=O)c2ccccc12)C(C)(C)CCC3(C)C |t:9|,True,False,0,,No metal
nortriptyline,4543,CNCCC=C1c2ccccc2CCc2ccccc12,True,False,0,,No metal
gw-843682x,9826308,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(N)=O)c2cc1OC,True,False,0,,No metal
avex-73,76968108,"CN(C)C[C@H]1CCOC1(c1ccccc1)c1ccccc1 |&1:4,r|",True,False,0,,No metal
bifemelane,2377,CNCCCCOc1ccccc1Cc1ccccc1,True,False,0,,No metal
dipyrocetyl,68093,CC(=O)Oc1cccc(C(O)=O)c1OC(C)=O,True,False,0,,No metal
glpg0492-r-enantiomer,59317173,CN1C(=O)N(C(=O)[C@]1(CO)c1ccccc1)c1ccc(C#N)c(c1)C(F)(F)F,True,False,0,,No metal
ly2811376,44251605,C[C@]1(CCSC(N)=N1)c1cc(c(F)cc1F)-c1cncnc1 |c:6|,True,False,0,,No metal
unc0642,53315878,COc1cc2c(NC3CCN(CC3)C(C)C)nc(nc2cc1OCCCN1CCCC1)N1CCC(F)(F)CC1,True,False,0,,No metal
k-858,686905,"CC(=O)NC1=NN(C(C)=O)[C@@](C)(S1)c1ccccc1 |&1:10,r,t:4|",True,False,0,,No metal
caccinh-a01,747218,"CC(C)(C)[C@H]1CCc2c(C1)sc(NC(=O)c1ccco1)c2C(O)=O |&1:4,r|",True,False,0,,No metal
gsk3117391,53630042,ONC(=O)CCc1ccc(CN[C@@H](C2CCCCC2)C(=O)OC2CCCC2)cn1,True,False,0,,No metal
crt0044876,81409,OC(=O)c1cc2cccc([N+]([O-])=O)c2[nH]1,True,False,0,,No metal
homoquinolinic-acid,3080554,OC(=O)Cc1cccnc1C(O)=O,True,False,0,,No metal
dimesna,65626,OS(=O)(=O)CCSSCCS(O)(=O)=O,True,False,0,,No metal
pk-11195,24839733,"CC[C@@H](C)N(C)C(=O)c1cc2ccccc2c(n1)-c1ccccc1Cl |&1:2,r|",True,False,0,,No metal
amibegron,3035442,CCOC(=O)COc1ccc2CC[C@@H](Cc2c1)NC[C@H](O)c1cccc(Cl)c1,True,False,0,,No metal
coenzyme-a,87642,"CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS |a:14,16,17,19,35,&1:5,&2:9|",True,False,0,,No metal
atenolol-(+),180559,CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,True,False,0,,No metal
8-m-pdot,92211535,"CCC(=O)N[C@H]1CCc2cccc(OC)c2C1 |&1:5,r|",True,False,0,,No metal
ic261,5288600,COc1cc(OC)c(\C=C2\C(=O)Nc3ccccc23)c(OC)c1,True,False,0,,No metal
kainic-acid,44338126,CC(=C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O,True,False,0,,No metal
acetriazoic-acid,6806,CC(=O)Nc1c(I)cc(I)c(C(O)=O)c1I,True,False,0,,No metal
piroctone-olamine,38988592,C[C@@H](Cc1cc(C)cc(=O)n1O)CC(C)(C)C |&1:1|,True,False,0,,No metal
diphenyleneiodonium,,[I]1c2ccccc2-c2ccccc12 |^1:0|,True,False,0,,No metal
sofosbuvir,45375808,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,True,False,0,,No metal
snap-5089,10326374,"COC(=O)C1=C(C)NC(C)=C([C@@H]1c1ccc(cc1)[N+]([O-])=O)C(=O)NCCCN1CCC(CC1)(c1ccccc1)c1ccccc1 |&1:11,c:4,9|",True,False,0,,No metal
arry-334543,42642648,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1 |c:34|,True,False,0,,No metal
epalrestat,1549120,C\C(\C=C1/SC(=S)N(CC(O)=O)C1=O)=C/c1ccccc1,True,False,0,,No metal
nsc-4644,72326,CC(=C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12,True,False,0,,No metal
piperacetazine,19675,CC(=O)c1ccc2Sc3ccccc3N(CCCN3CCC(CCO)CC3)c2c1,True,False,0,,No metal
ml10302,5311299,COc1cc(N)c(Cl)cc1C(=O)OCCN1CCCCC1,True,False,0,,No metal
cinchocaine,3025,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,True,False,0,,No metal
telatinib,9808844,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,True,False,0,,No metal
dmp-777,177992,CCC[C@@H](NC(=O)N1[C@@H](Oc2ccc(cc2)C(=O)N2CCN(C)CC2)C(CC)(CC)C1=O)c1ccc2OCOc2c1,True,False,0,,No metal
avadomide,24967954,"Cc1nc2cccc(N)c2c(=O)n1[C@H]1CCC(=O)NC1=O |&1:13,r|",True,False,0,,No metal
sr-11302,9976842,C\C(\C=C\C=C(\C=C\C1=C(C)CCCC1(C)C)/c1ccc(C)cc1)=C/C(O)=O |c:8|,True,False,0,,No metal
estropipate,3001028,C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(O)(=O)=O)ccc34)[C@@H]1CCC2=O,True,False,0,,No metal
mm77,3994476,COc1ccccc1N1CCN(CCCCN2C(=O)CCC2=O)CC1,True,False,0,,No metal
ganoderic-acid-a,471002,[H][C@@]12C[C@H](O)C3=C(C(=O)C[C@]4(C)[C@H](C[C@H](O)[C@@]34C)[C@H](C)CC(=O)C[C@@H](C)C(O)=O)[C@@]1(C)CCC(=O)C2(C)C |t:5|,True,False,0,,No metal
wehi-345-analog,56602558,Cc1ccc(cc1)-c1nn(c2ncnc(N)c12)C(C)(C)CNC(=O)c1ncccc1C,True,False,0,,No metal
pf-05190457,58438464,Cc1cn2cc(CC(=O)N3CCC4(CN(C4)[C@@H]4CCc5cc(ccc45)-c4cc(C)ncn4)CC3)nc2s1,True,False,0,,No metal
alcaftadine,19371515,CN1CCC(CC1)=C1c2ncc(C=O)n2CCc2ccccc12,True,False,0,,No metal
f-16915,14671646,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)OCc1cccnc1,True,False,0,,No metal
dmeob,6891506,COc1cccc(\C=N\N=C\c2cccc(OC)c2)c1,True,False,0,,No metal
hypericin,,Cc1cc(O)c2c3c1c1c(C)cc(O)c4c1c1c3c3c(c(O)cc(O)c3c2=O)c2c(O)cc(O)c(c12)c4=O,True,False,0,,No metal
cariporide,151172,CC(C)c1ccc(cc1S(C)(=O)=O)C(=O)N=C(N)N,True,False,0,,No metal
sisomicin-sulfate,36119,"CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H]2O)OC[C@]1(C)O |a:2,5,7,8,11,13,15,22,24,28,&1:3,c:19|",True,False,0,,No metal
linopirdine,3932,O=C1N(c2ccccc2C1(Cc1ccncc1)Cc1ccncc1)c1ccccc1,True,False,0,,No metal
zeatin,449093,C\C(CO)=C/CNc1ncnc2nc[nH]c12,True,False,0,,No metal
vecabrutinib,72547837,NC(=O)[C@H]1CCN(C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(c2)C(F)(F)F)C1=O)c1ncnc(N)c1F,True,False,0,,No metal
tmc647055,44556044,COc1ccc2-c3c(C4CCCCC4)c4ccc5cc4n3CC(=Cc2c1)C(=O)N(C)CCOCCN(C)S(=O)(=O)NC5=O |c:25|,True,False,0,,No metal
ci-976,122327,CCCCCCCCCCC(C)(C)C(=O)Nc1c(OC)cc(OC)cc1OC,True,False,0,,No metal
2-pmdq,,"O=C1Nc2ccccc2C2=N[C@@H](CN3CCN(CC3)c3ccccc3)CN12 |&1:11,r,t:10|",True,False,0,,No metal
