name,pubchem_cid,TSNE1,TSNE2
ostarine,11326715.0,-25.839544,5.143582
incb-3284,,-7.317084,7.3238916
cu-t12-9,91826088.0,4.810216,66.43451
sulbutiamine,3002120.0,7.1557345,1.1965326
ilaprazole,76968095.0,58.562363,42.886723
tacedinaline,2746.0,-47.37354,-2.4145641
nbi-98782,14580381.0,-25.454224,-38.473705
clenbuterol,688428.0,-29.333748,-53.84454
galidesivir,10445549.0,-19.937637,-16.983294
tg-003,1893668.0,-40.061806,-44.757305
valrocemide,6918293.0,28.973139,-53.867912
bosutinib,5328940.0,19.252377,26.053518
parachlorophenol,4684.0,-46.209564,-68.27935
pyridoxamine,11205997.0,-14.790078,-71.03661
plurisin-1,225362.0,-60.025974,-1.1746249
fenbufen,3335.0,-60.02476,18.24106
propranolol-(s),91536.0,-50.130486,4.8746095
itx3,1362865.0,71.555954,10.484723
sodium-danshensu,179536.0,-11.274334,-70.88186
lupanine,91471.0,17.754879,-61.330166
isodibut,145949.0,-47.801476,8.1674185
eliprodil,9798372.0,-47.975765,33.92914
gw-542573x,24885053.0,-25.781776,-34.977257
ttnpb,5289501.0,-36.72983,37.926174
riociguat,11304743.0,44.02028,36.067795
scopine,,35.072914,-64.14639
ko143,10322450.0,-21.039925,7.1915674
indium(iii)-isopropoxide,,32.726658,-51.238235
pf-04620110,,-24.100245,2.6998754
e7449,135565981.0,-13.127963,59.110332
benzoylpas,10718.0,-47.413944,-2.5476313
sj-733,89508529.0,16.691635,53.72965
fosfluconazole,214356.0,-7.57735,37.329567
istradefylline,5311037.0,-3.0742254,52.651035
amcasertib,122412734.0,51.33465,19.250187
moxidectin,9832912.0,12.009432,-26.17128
ono-ae3-208,92978378.0,17.139112,47.64256
sb-415286,4210951.0,-30.590057,-3.5248594
tboa-(dl),90479771.0,17.944977,-9.832639
cc-115,58298318.0,-47.324802,-14.050679
azd5069,56645576.0,-2.8143332,1.5788186
blonanserin,125564.0,-40.412632,29.806385
bp-554,134117.0,-34.17016,22.953104
jhw-007,,-48.771492,37.954857
diethylcarbamazine,3052.0,30.449799,-64.296814
glesatinib,25181472.0,50.873253,10.361751
ursolic-acid,64945.0,3.781112,-38.329372
vesamicol,659840.0,-44.579884,-45.174377
alovudine,33039.0,-13.552258,-62.389793
pilocarpine,5910.0,-44.037163,-56.680252
purvalanol-a,456214.0,6.7790575,39.701977
benzethonium,2335.0,74.31281,-17.838184
mefloquine,40692.0,-34.24262,35.558136
deoxyarbutin,11521237.0,-40.231865,-55.196148
ly3214996,121408882.0,4.363563,29.63598
ns-11021,24825677.0,20.586094,48.54077
monocrotaline,9415.0,27.34172,-35.874073
masoprocol,688035.0,-38.728855,0.58127373
squalamine,72495.0,8.5208435,-3.1594107
mc1568,71311876.0,-48.063175,5.1613665
targinine,46906075.0,40.821407,-38.886044
xanthone,7020.0,-9.9858885,79.60454
alantolactone,72724.0,16.169737,-62.561825
mibampator,9889366.0,-15.731796,10.18611
karenitecin,148202.0,5.502898,52.785522
sbe-13,4719406.0,24.68786,38.44817
ozolinone,76959758.0,28.339283,-49.115936
kw-3902,,-37.61346,18.182213
abt-491,154087.0,67.80765,8.518458
nonivamide,2998.0,-18.521923,-28.794857
chiniofon,1550821.0,-54.297073,-7.2227526
carbendazim,25429.0,-65.56281,-2.5387228
mercaptopurine,667490.0,-67.5338,-4.715891
6-aminopenicillanic-acid,7057887.0,37.292164,-49.291878
acriflavine,452192.0,78.065956,-20.118309
linezolid,441401.0,-17.044958,-43.341488
trichlormethiazide,12444480.0,-10.714856,-48.55227
2-thiouracil,1269845.0,-31.799765,-71.96779
methantheline,4097.0,77.07094,-17.071726
3-indolebutyric-acid,8617.0,-59.458195,5.728116
dehydrocorydaline,34781.0,77.99888,-18.278543
nu-2058,4564.0,-51.57042,-9.002925
tmn-355,44249042.0,10.705563,70.32173
dixyrazine,9932302.0,-22.335707,21.018808
isosorbide-mononitrate,27661.0,35.420612,-46.863766
alosetron,2099.0,-6.7953544,73.35315
editol,7014872.0,34.564537,-38.211964
s-38093,70941112.0,-26.569216,-43.035374
gsk2816126,68210102.0,54.532787,23.230818
thiorphan,4369380.0,-8.654078,-53.021694
antalarmin,177990.0,25.35036,64.86985
hydroxychloroquine,12947.0,-25.965418,22.121065
hematoxylin,442514.0,-31.98021,-12.767625
tetramisole,26879.0,-48.591896,-55.472816
slv-319-(+/-),9826744.0,16.934858,53.939304
sapacitabine,153970.0,6.754743,-4.1773667
ataluren,11219835.0,-8.744396,67.88373
l-glutamine,6992086.0,43.209923,-44.423958
prima1,322968.0,38.61537,-50.194798
filanesib,44224257.0,-25.729502,16.860035
ml133,781301.0,0.13921672,75.154884
ouabain,11527152.0,30.478603,-14.523984
retapamulin,,11.798629,-37.247158
tazobactam,123630.0,-11.181167,-59.56306
tradipitant,9916461.0,63.97682,5.0159197
dpi-201106,10389826.0,56.873917,31.831367
m-chlorophenylbiguanide,1354.0,-17.140455,-72.92484
metacresol,342.0,-45.323566,-68.7812
lobenzarit,3946.0,-41.86436,3.5823858
butalbital,2481.0,30.225922,-51.594986
cgp-74514,2794188.0,6.27534,44.91996
lanifibranor,68677842.0,60.855946,36.25564
ginkgolide-a,,23.692337,-23.862646
cs-110266,123692.0,-58.051712,31.93742
vu0155069,25105713.0,59.804665,34.13805
lapatinib,208908.0,51.138138,10.475723
fidaxomicin,10034073.0,35.20001,-1.0175612
beta-glycerophosphoric-acid,2526.0,42.342113,-37.46243
l-arginine,6322.0,40.976334,-38.687164
dipivefrine,969492.0,-13.8617525,-35.306477
phthalylsulfacetamide,8574.0,-32.839916,-4.404549
flumethasone,16490.0,19.754107,-38.2599
n-salicoylaminophenol,4602.0,-59.225475,1.3310146
ch5132799,49784945.0,-21.692501,-3.3357353
ckd-712,9861304.0,-4.8960805,64.57028
md-920,6466.0,21.31858,-38.861183
ns-3623,9954236.0,7.960421,47.4409
clobenpropit,2790.0,-40.037785,3.6527271
omtriptolide,6918522.0,14.849801,-27.95075
bms-649,127019.0,-35.81749,34.28667
norfloxacin,6919051.0,-44.372967,-5.1465216
carsalam,16258.0,-68.46458,-5.0059156
pf-04691502,,-1.9395207,31.612665
ncs-382,6604757.0,-30.79679,-57.485615
ggti-298,9811606.0,12.52704,28.677807
siponimod,44599207.0,-15.142746,24.258738
bms-817378,44137813.0,44.506985,21.108341
diftalone,30717.0,-72.61615,10.673571
doconexent-ethyl-ester,9831416.0,3.585109,-16.679176
hycanthone,3634.0,-5.069271,57.488342
molindone,6604347.0,-37.16572,-50.539806
cedrol-(+),65575.0,16.785141,-64.43978
dexchlorpheniramine,33036.0,-52.421043,31.264227
cb-03-01,11750009.0,13.095149,-40.48237
bilobalide,73581.0,27.31473,-35.597416
latrepirdine,197033.0,0.2838819,76.95793
timolol,33624.0,-8.322884,-42.87951
eupatilin,5273755.0,-2.0714614,35.98549
yoda-1,2746822.0,7.1513295,62.599377
ceramide,5497136.0,-1.1155374,-20.375362
"n-methyl-(-)ephedrine-[1r,2s]",64782.0,-44.761845,-62.691074
palmatine-chloride,19009.0,78.14171,-18.226952
nifedipine,4485.0,-12.879135,-33.40878
nifekalant,4486.0,-8.513376,-0.33693466
